-0.022746-0.037345i,-0.010396-0.051362i,-0.017647-0.045813i,-0.030811-0.03641i,-0.029572-0.017341i,-0.051133-0.029171i,-0.059505-0.026922i,-0.044494-0.038585i,-0.027868-0.031496i,0.0086623+0.011191i,-0.0069307+0.01629i,-0.0047593+0.014542i,0.0098905+0.020263i,0.00058774+0.0047914i,0.0035324+0.0034901i,0.0071024+0.018669i,0.015307+0.034491i,-0.0024297-0.0016051i,-0.0051588-0.005948i,0.0068178+0.0058546i,-0.00019867-0.00065784i,-0.0007704+0.0016681i,0.00010628-0.00041133i,-0.028057-0.0013652i,-0.0022412-0.0061493i,0.0011219+0.0049476i,0.0031079-0.0015941i,-0.00012179+0.00070946i,0.00064398-0.00028265i,-0.0009429-0.0025288i,-0.0014011-0.0056575i,-0.0051677-0.0047252i,-0.0024468-0.0040213i,0.0026339-0.00028644i,0.00195-0.0029887i,-0.0044178+0.026831i,0.0008428-0.0035629i,0.0029607+0.00092428i,0.0056094+0.0011583i,-0.0086378-0.00012346i,-0.0039792+5.8076e-06i,0.0045745-0.00048138i,0.007677+0.00076871i,-0.0043189+0.0047123i,0.0028391-0.010162i,-0.011344+0.017826i,0.035214-0.091376i,0.012959-0.070874i,-0.015698-0.059945i,-0.01584-0.056309i,0.038854-0.047106i,0.017027-0.062997i,0.034746-0.056556i,0.031342-0.05872i,0.014609-0.013445i,0.0041758+0.017015i,0.016421-0.025942i,-0.011837+0.0061456i,-0.00071445+0.005458i,-0.0054416-0.00075706i,-0.0024369-0.028404i,-0.025936+0.030767i,0.010029-0.011088i,-0.013304-0.0030248i,-0.00034943-0.0051075i,-0.0018607-0.016592i,-0.0074423+0.0044214i,0.0052082+0.0061304i,-0.0095807+0.030419i,0.0053422+0.006153i,-0.0051161-0.00071217i,-0.0032009-0.00020755i,-0.011988-0.008567i,-0.00067668-0.0044095i,-0.022988+0.018719i,0.00019527-0.0099728i,-0.0094747-0.0017607i,-0.0067088-0.0028388i,0.0078933+0.0030519i,-0.0071406+0.0013177i,-7.2743e-05+0.00037318i,0.0075465+0.010513i,0.0038597+0.0016411i,-0.00862-0.009743i,0.0034533+0.0081997i,-0.020555+0.0036429i,0.0084239+0.00052564i,-0.029762-0.0044541i,-0.041339+0.0018379i,0.022641-0.090906i,-0.0023212-0.012797i,-0.053446-0.021842i,-0.024553+0.00074526i,0.017976+0.010459i,-0.024844+0.012841i,-0.017825-0.010875i
0.014275-0.0096456i,0.045263-0.012328i,0.023518-0.027142i,0.011661-0.021835i,0.014688-0.040734i,-0.018721-0.023773i,-0.0083994-0.01542i,-0.0020791-0.028744i,0.0071331-0.015832i,0.0040959-0.0015558i,0.0017545-0.0049237i,9.8422e-06-0.0052323i,-0.00096966-0.0059251i,-0.00091058-0.0029389i,-0.0012891+0.0010119i,0.0012001-0.0030839i,-0.0041672+0.00099202i,-0.0002757+0.00088822i,0.00021053+0.00027536i,0.00062387+0.0022716i,0.0015049+0.0017972i,0.0012082-0.00096803i,0.0020235+0.00035893i,-0.0010891+0.0015861i,-0.00080129-0.00016385i,-0.00051648+0.0004326i,-0.0015123+0.00021863i,-0.00077069+0.00033668i,5.7843e-06+0.00016667i,-0.00036143-0.00017433i,0.0022035-0.0019162i,0.0014169-0.00031072i,0.00033052-0.00081051i,0.00067794-0.00098765i,0.00073427+0.00034898i,-0.013564+0.0011816i,-5.6092e-05-1.3647e-05i,-0.001366+0.00036175i,-0.00015648-0.00032202i,0.00029532+0.00039754i,0.00015263+0.001367i,0.0013032+0.00050261i,0.00070116-0.0027752i,-0.00079933-0.0041023i,0.017462+0.0040908i,0.030259+0.040513i,0.035933+0.040378i,0.047034+0.029052i,0.016364-0.00059082i,0.036223-0.00013065i,0.03859+0.0126i,0.015334+0.0061596i,0.028697+0.023309i,-0.0041054+0.033441i,0.0066729-0.004475i,0.004974-0.0032405i,0.0067337-0.004016i,0.0078419+0.0040266i,0.003984+0.0062808i,-0.0060493+0.003884i,-0.0041263-0.0062192i,0.0026735+0.013017i,-0.0036653+0.00077097i,-0.00021797+0.0052743i,-0.00054861+0.0015031i,0.0025686-0.0031854i,0.0069583-0.0006457i,-0.0028876-0.00057597i,0.0048053-0.0019054i,-0.0053672+0.00019484i,-0.0016582+0.00083236i,0.00026773+0.00011119i,-0.004761-0.0027525i,-0.0044609-0.0018323i,-0.0072807-0.0096903i,0.0033057-0.0017599i,-0.0052695+0.0021795i,-0.0015672+0.0011363i,-0.0036603+0.0023702i,0.0062034+0.00051381i,-0.0072254-0.0015345i,-0.0047678-0.0079846i,-0.0026594-0.0010675i,-0.0067973-0.00081993i,0.0042158-0.0035472i,0.0064526-5.1211e-07i,0.0027931-0.0014097i,0.005663+0.0075974i,0.0067626+0.005971i,0.042865+0.028099i,-0.032057-0.0043963i,-0.03659+0.018353i,-0.010026+0.019224i,0.002156+0.0023941i,0.009462-0.0055075i,-0.011159-0.00023953i
0.0119-0.011484i,0.041964-0.019828i,0.018189-0.030393i,0.007634-0.022544i,0.0062563-0.042553i,-0.021333-0.020013i,-0.011532-0.01457i,-0.0068617-0.027511i,0.0044089-0.016594i,0.003764-0.0025664i,0.00043229-0.0054767i,-0.0011169-0.0045593i,-0.0027247-0.0049032i,-0.0015199-0.0023386i,-0.0007935+0.0012481i,0.00079712-0.0032516i,-0.0030959+0.0022076i,-0.00066674+0.0010587i,6.5029e-05+0.00022732i,0.0013422+0.0019728i,0.002132+0.0014518i,0.0010004-0.0011243i,0.0020045-0.00032472i,0.0011563+0.0011136i,-0.00069223+8.3461e-06i,-0.00019517+0.00039971i,-0.0012051+0.0010583i,-0.00047255+0.00066071i,-0.00018668-8.4945e-05i,-0.00010657+0.00017524i,0.0013192-0.0026085i,0.0013395-0.00077045i,5.3835e-05-0.00079812i,0.00018018-0.0010696i,0.0011433+8.3772e-05i,0.00056629-0.0062726i,-6.0652e-05+0.00015049i,-0.019578-0.007176i,-2.0303e-05-1.4967e-05i,0.00030324-7.7189e-05i,0.00036518+0.0012015i,0.001307-0.00024708i,-0.00037484-0.0025529i,-0.00036271-0.0035154i,0.017625+0.001726i,0.035892+0.035316i,0.040917+0.033671i,0.050285+0.020556i,0.013557-0.00014887i,0.03661-0.0061621i,0.040411+0.0053377i,0.016352+2.9892e-05i,0.029439+0.013106i,0.0033567+0.030302i,0.0047309-0.0054243i,0.00095275-0.0037234i,0.0042675-0.0065591i,0.0070779+0.0011536i,0.0052786+0.0046821i,-0.0034874+0.0062831i,-0.0047353-0.0029552i,0.0046829+0.011222i,-0.0036976+0.0017073i,0.002687+0.0061416i,0.0003321+0.0017037i,0.0003945-0.0034547i,0.0077909-0.0045661i,-0.0030394-4.4058e-05i,0.0045142-0.0033106i,-0.0049256+0.0024478i,-0.0016447-0.00025654i,5.0984e-05-0.00048129i,-0.0046142+0.00043034i,-0.0042853-0.0005654i,-0.009177-0.0063104i,0.0018729-0.0027166i,-0.0033554+0.0032011i,-0.0016775+0.00064577i,-0.0024465+0.0034017i,0.0068034-0.0022893i,-0.0068858+0.0016104i,-0.0071359-0.0057405i,-0.0022683-0.0006649i,-0.0061229+0.0013156i,0.0016603-0.004036i,0.0061089-0.002743i,0.0027636-0.0017032i,0.0072584+0.0054459i,0.0062346+0.0051267i,0.044036+0.018452i,-0.030982+0.0023038i,-0.034426+0.026272i,-0.0064764+0.017798i,0.003681+0.0049865i,0.0068002-0.0058971i,-0.012981+0.0019015i
0.010025-0.013104i,0.036952-0.02669i,0.012344-0.032169i,0.004144-0.022398i,-0.0024049-0.042709i,-0.023422-0.016178i,-0.014397-0.012969i,-0.010919-0.025886i,0.0013453-0.017015i,0.0031036-0.0033432i,-0.0012923-0.0053929i,-0.0019408-0.0037268i,-0.0038376-0.0033523i,-0.0018514-0.00166i,-0.00048296+0.0012547i,0.00031454-0.0033186i,-0.0018414+0.00285i,-0.00047882+0.0015732i,2.2372e-05+0.00042821i,0.0018153+0.0012419i,0.0027367+0.00059025i,0.00068295-0.0014527i,0.0017512-0.00093907i,0.0025128+0.0003098i,-0.00073692+0.00012393i,-2.7077e-05+0.00021395i,-0.00055494+0.0014725i,-0.00034861+0.00077944i,3.1196e-05-0.00021427i,0.00012671+0.00025158i,0.00021802-0.0029542i,0.00096236-0.0013173i,-0.00027781-0.00072986i,-0.00017764-0.00090412i,0.0013288-0.00064446i,0.0031779-0.0058216i,0.00020996+0.00022115i,0.0028806+0.003833i,0.00013989-0.00010429i,0.0001245-0.00035696i,0.00065994+0.0010159i,0.00094091-0.00087237i,-0.00085876-0.0016413i,-0.00048324-0.0037691i,0.01773-0.00077881i,0.042116+0.028362i,0.045122+0.026317i,0.05223+0.011436i,0.012344+0.00085804i,0.036394-0.012493i,0.040355-0.0016857i,0.016217-0.0050034i,0.027292+0.005805i,0.0087008+0.027286i,0.0024893-0.0058749i,-0.0020085-0.0018386i,0.0004813-0.0079261i,0.0053273-0.00071548i,0.0056085+0.0028879i,-0.00094477+0.0070967i,-0.004021-0.00075221i,0.0054208+0.0087615i,-0.0034342+0.0037896i,0.0055801+0.0051803i,0.0010215+0.0012959i,-0.0011853-0.0026389i,0.0063644-0.0072759i,-0.0026901+0.00061973i,0.0040092-0.0044649i,-0.0024359+0.0040816i,-0.0021554-0.00030689i,-0.00035334-0.0005152i,-0.0032476+0.0021573i,-0.0035877+0.00070238i,-0.010085-0.0028594i,0.00093191-0.0032385i,-0.0019907+0.0034171i,-0.0019059+0.000971i,-0.00064043+0.003375i,0.0058953-0.0054404i,-0.005192+0.0039664i,-0.0082119-0.0029883i,-0.0022366-0.00052523i,-0.0051812+0.002543i,0.00045864-0.0034612i,0.0045008-0.0046509i,0.0029042-0.0021705i,0.0068841+0.0022406i,0.0060865+0.0047197i,0.044647+0.010798i,-0.027847+0.0075077i,-0.028919+0.033321i,-0.0044361+0.016144i,0.0066516+0.0056986i,0.0043067-0.0050571i,-0.012962+0.0047395i
0.007853-0.014988i,0.030974-0.031822i,0.0069612-0.03322i,0.0013122-0.022374i,-0.010687-0.040565i,-0.024965-0.012211i,-0.017027-0.010618i,-0.014693-0.023608i,-0.0014103-0.016749i,0.0022382-0.0038896i,-0.0028713-0.0042693i,-0.0022544-0.0030053i,-0.004108-0.0016862i,-0.0020427-0.0011231i,-0.00014585+0.0015171i,-0.00026911-0.0032511i,-0.0007842+0.0028155i,-5.3633e-06+0.0021396i,0.00026453+0.00072745i,0.0019597+0.00040334i,0.0027905-0.00047221i,5.5703e-05-0.0017226i,0.0012256-0.0012977i,0.0025774-0.0012315i,-8.5172e-05+0.0014681i,-0.00012362+0.00012136i,8.6349e-05+0.0014501i,6.2434e-05+0.00098358i,8.679e-05-0.00020306i,0.00032941+0.00021954i,-0.00087663-0.0027692i,0.0004328-0.0015101i,-0.00042764-0.00052481i,-0.00044293-0.00077107i,0.00089565-0.0015036i,0.0029368-0.0059138i,0.00041395+3.537e-05i,0.0030584+0.0016538i,0.00022055-0.00024163i,-0.00019144-0.00064786i,0.00077625+0.0011167i,0.00032867-0.0008189i,-0.001019-0.0010204i,-0.0010498-0.0035253i,0.01777-0.0034798i,0.046635+0.018495i,0.048287+0.018272i,0.052673+0.0029526i,0.012997+0.0022351i,0.034643-0.01976i,0.03953-0.0084597i,0.015211-0.010228i,0.025123+0.00060657i,0.014302+0.023345i,0.00093017-0.0050839i,-0.003325+0.00084345i,-0.0039007-0.0078026i,0.0037042-0.0015957i,0.0054062+0.0017071i,0.0011974+0.0072991i,-0.0028912+0.00065796i,0.0054225+0.006107i,-0.00081436+0.0055899i,0.0080309+0.0028257i,0.0016959+0.00097658i,-0.0020129-0.001361i,0.004002-0.0098411i,-0.0022033+0.00076359i,0.0034205-0.0059466i,-0.00040312+0.0034486i,-0.0030282+7.6915e-05i,-0.00040967-0.00050119i,-0.0016446+0.0033932i,-0.0025644+0.0013408i,-0.0095241+0.00071318i,-0.00036971-0.0038331i,-0.00055851+0.0028955i,-0.0017229+0.0011517i,0.00047009+0.0025367i,0.003799-0.0083331i,-0.0025064+0.0052026i,-0.0074376+7.4521e-06i,-0.0025056-0.00034037i,-0.0045415+0.0039907i,-0.00042312-0.0028569i,0.0026159-0.0050454i,0.0028781-0.0032132i,0.0052811+0.00085278i,0.0065968+0.0043656i,0.044125+0.0031681i,-0.024488+0.0092865i,-0.021115+0.037802i,-0.0023682+0.015458i,0.0087533+0.0047639i,0.0036088-0.0033093i,-0.01176+0.0067321i
0.0050163-0.016614i,0.024682-0.035255i,0.0013207-0.033589i,-0.0018489-0.022568i,-0.017309-0.037128i,-0.025997-0.0083019i,-0.018947-0.0074152i,-0.017821-0.02088i,-0.0037377-0.016155i,0.0011269-0.0039329i,-0.0034383-0.0028162i,-0.0026867-0.0024622i,-0.0037705-0.00029624i,-0.0024114-0.00042763i,0.00056728+0.0016788i,-0.00095851-0.0030486i,-0.00036844+0.0029942i,0.0012245+0.0024282i,0.00058204+0.00060509i,0.0016442-0.00032369i,0.0023472-0.0013759i,-0.00056-0.0017273i,0.00079843-0.0014735i,0.0013092-0.0023283i,0.0011934+0.00042659i,-0.00024955+0.00011217i,0.00066874+0.0013275i,0.00060076+0.00097889i,2.6533e-05-0.00024477i,0.00044459+5.4457e-05i,-0.0017132-0.002245i,2.219e-05-0.0015306i,-0.00061404-0.000325i,-0.00066283-0.00048924i,-0.00020733-0.001757i,0.0021592-0.0066276i,0.00037802-0.00019868i,0.0026898-0.00041074i,0.00030881-0.00035254i,-0.00065771-0.00067514i,0.0017399+0.0016723i,7.6533e-05-0.00048825i,-0.00094339-0.00052167i,-0.001533-0.0030603i,0.017817-0.0068031i,0.047694+0.0079378i,0.049785+0.0097153i,0.05248-0.0060727i,0.015745+0.0030433i,0.030811-0.026793i,0.037411-0.014748i,0.0122-0.014722i,0.02229-0.0029185i,0.018984+0.017692i,0.00011596-0.0048917i,-0.0029483+0.004247i,-0.0084861-0.0052237i,0.0021047-0.0019886i,0.0051463+0.00071944i,0.0034165+0.0069204i,-0.0016308+0.001104i,0.0045573+0.0049221i,0.0023616+0.0045366i,0.009472-0.001102i,0.0022275+0.00021699i,-0.0018959+0.00036242i,2.9071e-05-0.012005i,-0.0024398+0.0012502i,0.0026324-0.0074411i,-2.8535e-05+0.0030118i,-0.0035989+0.0011649i,-0.00058603-0.00056854i,0.0014538+0.0034954i,-0.001924+0.00095703i,-0.0074044+0.0035117i,-0.0024503-0.0037765i,0.00016229+0.0019449i,-0.0015154+0.0013613i,0.00098192+0.0014793i,0.00047899-0.010409i,-2.5631e-05+0.0047626i,-0.0057927+0.0014115i,-0.0025499-5.192e-05i,-0.0023313+0.0059946i,-0.0011424-0.0019325i,0.001002-0.0049427i,0.0019589-0.0041273i,0.0039277+0.00029157i,0.0070931+0.0034253i,0.042218-0.0039365i,-0.024853+0.0095864i,-0.013402+0.038261i,0.00021601+0.013657i,0.010504+0.0031307i,0.0039535-0.0022909i,-0.010049+0.0081836i
0.002103-0.017712i,0.018675-0.037541i,-0.0041807-0.032899i,-0.0052401-0.022058i,-0.023558-0.033136i,-0.026393-0.0044196i,-0.019796-0.0040309i,-0.020508-0.018184i,-0.0057718-0.015565i,0.00052374-0.0035779i,-0.0033896-0.0016152i,-0.0030756-0.0015235i,-0.0032817+0.00089585i,-0.0022386+0.00059083i,0.0012938+0.00125i,-0.001442-0.0024688i,-0.00027093+0.0037249i,0.0021065+0.0017713i,0.00075964+0.0004225i,0.0012236-0.00062124i,0.0017068-0.0020901i,-0.0011893-0.0015299i,0.00027747-0.0016859i,1.4527e-05-0.0027268i,0.00063998-0.00041328i,-0.00035781+0.00033658i,0.0012896+0.00093129i,0.00096941+0.00063376i,-0.0002178-0.00019319i,0.00027732-4.6742e-05i,-0.0023489-0.0015751i,-0.00063995-0.0014807i,-0.00064816+0.00012712i,-0.00064294-0.00020054i,-0.00069713-0.0012664i,-0.00026574-0.008069i,0.00031015-0.00013702i,0.0015869-0.00098343i,0.0002207-0.00067581i,-0.0011105-0.00040797i,0.0037232+4.4553e-06i,0.00010842-0.00032249i,-0.0006239+2.0911e-05i,-0.0020382-0.0026875i,0.017059-0.010978i,0.046325-0.0021771i,0.0498+0.0013234i,0.049838-0.015821i,0.019878+0.00045641i,0.024871-0.032498i,0.03457-0.020238i,0.0090289-0.017436i,0.020551-0.0042084i,0.021259+0.010865i,-0.001372-0.0048004i,5.065e-06+0.0064177i,-0.010966-0.00049313i,0.00063358-0.0019329i,0.0046535-0.00012204i,0.0047585+0.0054712i,-0.00074135+0.00068986i,0.0037906+0.0043174i,0.002985+0.0027021i,0.0079137-0.0051777i,0.0023095-0.0010978i,-0.00022671+0.0014581i,-0.00547-0.010673i,-0.0022298+0.0025584i,0.0024699-0.010556i,0.0014532+0.003061i,-0.0034937+0.0028536i,-0.00073243-0.00045258i,0.0040036+9.2357e-05i,-0.0018416+0.00063601i,-0.0041428+0.0043447i,-0.0041608-0.0023797i,0.00028617+0.0010215i,-0.0015882+0.0013608i,0.0011887+0.00045967i,-0.00429-0.011085i,0.0018058+0.0032513i,-0.0049734+0.001931i,-0.002763+0.0004546i,0.00089738+0.0061658i,-0.0009726-0.00079984i,-0.00028283-0.0041736i,0.00095928-0.0045021i,0.0027893+0.0003519i,0.0071636+0.0023004i,0.039369-0.0095968i,-0.026654+0.012747i,-0.0072741+0.037531i,0.0015665+0.010499i,0.011584+0.00046504i,0.0044086-0.0024989i,-0.0081174+0.0084539i
-0.0012019-0.018615i,0.012803-0.039154i,-0.0093213-0.031396i,-0.0082647-0.021082i,-0.02883-0.027701i,-0.026316-0.00060475i,-0.019967-0.0009367i,-0.023031-0.014869i,-0.0077807-0.015116i,0.00031485-0.0034301i,-0.0031008-0.0006039i,-0.0030325-0.00045157i,-0.0023744+0.0018444i,-0.0016172+0.0012694i,0.0016707+0.00066227i,-0.0015916-0.0018953i,-0.002213+0.0048253i,0.0024256+0.00087365i,0.0009292+0.00032345i,0.00095914-0.00074414i,0.0007905-0.0025674i,-0.0017759-0.00096708i,-0.00026962-0.0014695i,-0.00091422-0.0024512i,0.0003411-0.00048153i,-0.00017905+0.0006759i,0.0014444+0.00027308i,0.0011171+0.00024913i,8.9311e-05+0.00014128i,0.00024035+0.00011231i,-0.0027716-0.00072758i,-0.0011909-0.0011174i,-0.00030785+0.00040453i,-0.00055263-3.4835e-06i,-0.00086203-0.0010075i,-0.0022298-0.0071127i,0.00039906-0.00026195i,0.0009825-0.0011502i,-9.9279e-05-0.00067603i,-0.0014025+2.4595e-05i,0.0039552-0.0013322i,-8.6024e-06-0.00029493i,-0.00017821+0.0002393i,-0.0023512-0.0018688i,0.014546-0.015i,0.042547-0.010885i,0.048274-0.0068562i,0.044575-0.024015i,0.021844-0.0047049i,0.018129-0.036312i,0.031385-0.025244i,0.006204-0.020019i,0.02103-0.0056182i,0.022248+0.0044581i,-0.0032718-0.0043495i,0.0033625+0.0060473i,-0.010887+0.005339i,-0.00068107-0.0014999i,0.0042199-0.00058374i,0.0049731+0.0043334i,-0.0004902+0.00017493i,0.0028864+0.0046644i,0.0032904+0.0019059i,0.0045172-0.0078219i,0.0014806-0.0021706i,0.0011898+0.00089826i,-0.0085341-0.0065124i,-0.00064851+0.003414i,-0.008124-0.016266i,0.0025313+0.0015991i,-0.0023484+0.0046234i,-0.00082374-0.00042749i,0.0028454-0.0032616i,-0.0021138+0.00096568i,-0.0022249+0.0032595i,-0.0042976-0.0011139i,-0.00019864+0.00036134i,-0.0015109+0.0017854i,0.0006834-0.00056705i,-0.0092225-0.0085172i,0.0021581+0.0010791i,-0.0046938+0.0026194i,-0.0028378+0.0015675i,0.003362+0.0051681i,-0.00035507-0.00065189i,-0.00040093-0.0031144i,-3.5483e-05-0.0048213i,0.0018057+0.0010875i,0.0072302+0.0012616i,0.037592-0.014448i,-0.027112+0.017966i,-0.0019429+0.036029i,0.0010697+0.0073519i,0.010838-0.0030533i,0.0041304-0.0024999i,-0.0069017+0.0077331i
-0.0051952-0.018705i,0.0071486-0.039957i,-0.014222-0.029262i,-0.011169-0.020007i,-0.03247-0.021498i,-0.025696+0.0030301i,-0.019744+0.0020236i,-0.024884-0.011112i,-0.0099973-0.014564i,-7.5985e-05-0.0035618i,-0.0024836+0.00013315i,-0.00257+0.00035813i,-0.0012152+0.0024136i,-0.00095634+0.0015842i,0.0018566+3.4872e-05i,-0.001521-0.0015369i,-0.0031829-0.00082306i,0.0025433+1.0854e-05i,0.0010862-4.0567e-05i,0.00081703-0.00097112i,-0.00036428-0.0024849i,-0.0019338-0.0002127i,-0.00057185-0.0012136i,-0.0014806-0.001867i,0.00011218-0.00050061i,0.00010959+0.00077868i,0.0012466-0.00027052i,0.0012695-0.00018041i,0.00013919-7.8781e-05i,0.00029694+0.00015247i,-0.0028702+0.00028551i,-0.0014072-0.0006929i,6.3146e-05+0.00036224i,-0.00049301+7.4342e-05i,-0.0011821-0.00058808i,-0.0032154-0.0064426i,0.00017847-0.00043921i,0.00023251-0.0015517i,-0.00012325-0.00030185i,-0.0015145+0.00056816i,0.0026983-0.0013723i,-0.0002389-0.00023174i,0.00021964+0.00018101i,-0.0021829-0.00092942i,0.011006-0.01802i,0.037055-0.01723i,0.045191-0.014057i,0.038052-0.029911i,0.021338-0.0095836i,0.010818-0.038583i,0.027794-0.030184i,0.0025967-0.0222i,0.022062-0.0089732i,0.021632-0.0025711i,-0.0053675-0.0030324i,0.0056269+0.0039359i,-0.0079184+0.0099106i,-0.0015307-0.00077193i,0.0036464-0.00096113i,0.005929+0.0040104i,-0.00062555-2.9784e-05i,0.0031257+0.0051938i,0.0039993+0.00057041i,0.00096405-0.0077668i,0.00047435-0.0024729i,0.0018113-0.00010741i,-0.0090803-0.0023144i,0.0010193+0.0031807i,-0.01371-0.012721i,0.0020462+0.0002159i,-0.00017957+0.0051161i,-0.0011881-0.00037188i,0.00023092-0.0049211i,-0.0018187+0.0015389i,-0.0016315+0.0017385i,-0.0050271+0.00081876i,-0.00098825+0.00045591i,-0.0011735+0.0020498i,-0.00050102-0.00075962i,-0.011329-0.0039368i,0.0013921-0.00019514i,-0.0043212+0.0033551i,-0.0019319+0.0023417i,0.005773+0.0034511i,-0.00053056-0.0004452i,0.00017877-0.0028584i,-0.00099291-0.0045008i,0.0023663+0.0027246i,0.0069253+0.00059898i,0.034205-0.020175i,-0.025813+0.023911i,0.0024263+0.034365i,-0.00077581+0.0052728i,0.0075421-0.0051451i,0.00441-0.0028566i,-0.007124+0.0072038i
-0.0089243-0.017454i,0.0016133-0.040455i,-0.018348-0.026069i,-0.013998-0.018412i,-0.034846-0.015561i,-0.024591+0.0067407i,-0.019013+0.0049677i,-0.025817-0.0073833i,-0.012515-0.013571i,-0.00054001-0.0035663i,-0.0017536+0.00033667i,-0.0019899+0.00096i,-2.7951e-06+0.0026297i,-0.00034205+0.0017382i,0.0016698-0.00066912i,-0.0013986-0.0015608i,5.4004e-05-0.001417i,0.002265-0.000849i,0.00097847-0.00049444i,0.00060702-0.0011006i,-0.001205-0.0020032i,-0.0016143+0.00045409i,-0.0006905-0.0010903i,-0.0014907-0.001476i,-0.00014672-0.0006637i,0.00041669+0.00069027i,0.00094569-0.00055851i,0.0012061-0.00036447i,-1.8887e-05-0.00014472i,0.00039737+0.00020995i,-0.002619+0.0012398i,-0.0015009-0.00036145i,0.00019624+0.00022199i,-0.00046201+0.00027025i,-0.0011769-3.1195e-05i,-0.0043718-0.005474i,-4.4282e-05-0.00037651i,-0.00025836-0.00057857i,0.00011474-0.00032548i,-0.0013133+0.0012077i,0.0030874-0.0034328i,-0.00015693-9.463e-05i,0.00058283-7.42e-05i,-0.0016384-0.00047411i,0.0072293-0.019949i,0.032287-0.020812i,0.041393-0.020013i,0.031087-0.033955i,0.019375-0.013506i,0.0032842-0.038725i,0.023134-0.034601i,-0.00096133-0.023327i,0.021871-0.013426i,0.018181-0.008519i,-0.0070273-0.0004703i,0.006295+0.0011239i,-0.0035601+0.012198i,-0.0023767+0.00024494i,0.0032824-0.00097617i,0.007714+0.0028795i,-0.00077491-0.00027707i,0.0043801+0.0067951i,0.0035324-0.00089065i,-0.0012956-0.0066024i,-0.00064067-0.0023926i,0.0018335-0.00098015i,-0.0077939+0.0010858i,0.0023799+0.0024115i,-0.042883-0.0041562i,0.0014179+3.0422e-05i,0.0020551+0.0045169i,-0.0013958+9.1922e-05i,-0.0024787-0.0050073i,-0.0015039+0.0013i,-0.0022941+0.00074274i,-0.0044515+0.0024786i,-0.0011994+0.0012635i,-0.0011923+0.0023685i,-0.0011193-0.00023972i,-0.011252+0.00015366i,0.00046232-0.00068627i,-0.0039414+0.0043616i,-0.0010868+0.0024674i,0.0075238+2.1091e-05i,-0.00018392-0.00016764i,0.00043522-0.0036942i,-0.0018855-0.0044584i,0.0037184+0.0024918i,0.0069637+0.00011616i,0.030409-0.024479i,-0.022323+0.031128i,0.0066625+0.032553i,-0.0031598+0.0049314i,0.0040804-0.0044747i,0.004052-0.003751i,-0.0074495+0.0074117i
-0.011847-0.015652i,-0.0044766-0.040995i,-0.021647-0.02289i,-0.016591-0.016407i,-0.036455-0.0089896i,-0.022481+0.010233i,-0.017706+0.007644i,-0.026452-0.003764i,-0.015067-0.012103i,-0.00087337-0.0037376i,-0.0013972+0.00038429i,-0.0011515+0.0012499i,0.0012372+0.0023094i,0.00045253+0.0015885i,0.0012552-0.001157i,-0.001596-0.0016615i,0.00081832-0.0022067i,0.0015262-0.0014735i,0.00070448-0.00076919i,0.00049351-0.0012327i,-0.0017271-0.0013333i,-0.0011943+0.00083265i,-0.001027-0.0010253i,-0.0014673-0.0016003i,-0.00046764-0.00061087i,0.00069346+0.00054301i,0.00060494-0.00079329i,0.0012529-0.00045124i,-0.00010669-2.1704e-05i,0.0006955+0.00021866i,-0.0021321+0.0020459i,-0.0014021+4.4925e-05i,0.00031611+7.3647e-05i,-0.00026562+0.00040201i,-0.00079025+0.00031252i,-0.0063851-0.0036741i,-3.0927e-05-0.0002332i,-0.0001338-0.00050534i,6.9036e-05-0.00059497i,-0.00074071+0.0015355i,-0.0018602-0.0018754i,-0.00013204-0.00036332i,0.00064288-0.00079828i,-0.0011468-0.00046313i,0.0031831-0.021185i,0.029012-0.024494i,0.037322-0.025295i,0.024198-0.036076i,0.017621-0.016108i,-0.00381-0.036624i,0.01798-0.038516i,-0.0038057-0.024462i,0.020464-0.018402i,0.013484-0.011785i,-0.0069487+0.0030732i,0.0056335-0.0016058i,0.00051919+0.012384i,-0.0026224+0.0016037i,0.0035264-0.001069i,0.0089143-0.00018276i,-0.0011676-0.00034578i,0.007065+0.006712i,0.0025508-0.0012209i,-0.0026761-0.0050765i,-0.0014201-0.0018517i,0.0017564-0.0017293i,-0.0061878+0.0029169i,0.0033232+0.0010958i,-0.004409+0.014102i,0.0016526+0.0003396i,0.0033928+0.0031383i,-0.0012598+0.00033762i,-0.0049748-0.0037404i,-0.0016549+0.001469i,-0.002563+0.00086521i,-0.0033134+0.0037325i,-0.00058556+0.0019196i,-0.0011001+0.0031133i,-0.0011931+0.00029838i,-0.010145+0.003334i,-0.0003403-0.0006382i,-0.0028745+0.0057365i,-0.00065144+0.0025606i,0.0061752-0.0048537i,0.00015477-0.0006802i,-0.00026973-0.0047005i,-0.0029468-0.0040785i,0.0047756+0.001668i,0.0072525-0.00085683i,0.026209-0.027918i,-0.014209+0.036414i,0.011356+0.029316i,-0.0049466+0.0057483i,0.002215-0.0024044i,0.0030389-0.0043025i,-0.0075857+0.0080082i
