-0.0098732-0.039153i,-0.012812-0.043058i,0.0011358-0.045218i,-0.02673-0.0271i,-0.020339+0.01453i,-0.03303-0.03055i,-0.06002-0.059711i,-0.023232-0.070489i,-0.042575-0.047208i,0.0013092+0.015882i,-0.0063639+0.010065i,-0.014418+0.014189i,0.00093+0.016123i,-0.0034072-0.0032282i,0.00054681+0.0065051i,0.00053672+0.037269i,0.017042+0.055291i,0.00067022-2.4651e-05i,-0.0053959-0.0082586i,0.0094382+0.0051127i,0.0013915+0.00082597i,-0.0021869+0.0030251i,-0.00017105-0.0011338i,-0.035057-0.010354i,-0.0028834-0.0066208i,-0.00051559+0.0044653i,0.0051356+0.00097712i,-1.0094e-05+0.00063758i,-1.7523e-05-0.00088803i,-0.00036663-0.0027089i,-0.0016361-0.0054106i,-0.0020194-0.0037592i,-0.0010205-0.0083122i,0.0029903-0.0010355i,0.0030914-0.0026894i,-0.0026869+0.032207i,0.0062102-0.003953i,0.0035394-0.0021565i,0.0049426+1.3257e-05i,-0.11676-0.080213i,-3.2303e-05+3.2105e-05i,0.011084-0.013049i,0.0070058-2.8519e-05i,-0.0031109+0.0035812i,0.0023729+0.0005945i,-0.002518+0.0071074i,0.01307-0.088172i,-0.0078417-0.049596i,-0.025467-0.040621i,-0.020297-0.041865i,0.061931-0.017693i,0.026183-0.061744i,0.03859-0.04656i,0.027615-0.056703i,0.019275-0.016144i,0.0083884+0.010084i,0.024432-0.031515i,-0.0082049-0.0059428i,0.0026584-0.0028089i,-0.00511-0.0061371i,0.00077501-0.03202i,-0.023325+0.03157i,0.0083828-0.010737i,-0.010535-0.0012881i,-0.0051471-0.00099065i,-0.00073903-0.013936i,-0.010287+0.0041896i,0.0035972+0.0076896i,-0.011838+0.032887i,0.0052864+0.0076022i,-0.0046863-0.00079059i,-0.0019794-0.0023061i,-0.011622-0.0069447i,0.00037079-0.0034909i,-0.034489+0.0070702i,0.002115-0.012889i,-0.0085318-0.00205i,-0.0061716-0.0025326i,0.0063133+0.0018541i,-0.0097211+0.0018225i,0.001419+0.00060527i,0.0052472+0.0090491i,0.0045851+0.00012901i,-0.0094759-0.0097111i,0.0028987+0.0086493i,-0.020913+0.0069431i,0.0063992+0.0026507i,-0.029804-0.0070926i,-0.032854+0.0034932i,0.030769-0.080361i,0.012235-0.010885i,-0.042783-0.026227i,-0.022969-0.0023318i,0.018094+0.011931i,-0.026867+0.012373i,-0.011996-0.0078003i
0.0092162+0.016458i,0.039089-0.010206i,0.024545-0.032436i,-0.0028215-0.013005i,-0.0085637-0.016016i,-0.0090551-0.022352i,0.014815-0.016307i,0.028969-0.012991i,0.0087515-0.012542i,0.0073355-0.0018897i,0.0018814-0.0029825i,-0.0018428-0.0016142i,0.0015665-0.0027348i,7.7303e-05-0.0016855i,-0.0019047-0.0015326i,0.0057393-0.0049989i,-0.004585+0.00057519i,-0.0021191-0.00054695i,0.0011834+0.00036365i,0.001203+0.001387i,0.0004568+0.0021852i,-0.00061915+0.00071717i,0.0015077+0.001858i,-0.0013944+0.0013898i,-0.0016104+0.00095587i,-0.00059989+0.0012547i,-0.0010033+0.00031235i,0.00042789-0.00053747i,-0.00016171+0.00015992i,-0.00050988-0.00073905i,0.0015+6.6686e-05i,0.0018975+0.00010227i,0.0017026-0.00010453i,0.00018654-0.00057834i,0.0012901-0.00017261i,0.0037047-0.00099399i,-0.0010381+0.002631i,0.00012022+0.00027562i,-0.00017314-0.00016935i,-0.0011611-0.0020288i,0.0021123+0.00069936i,0.0016081+0.0007037i,0.0062972-0.0091545i,0.0023743+0.0010416i,0.0084863+0.014237i,0.016538+0.024585i,0.04226+0.017446i,0.026638+0.0027144i,0.00044166-0.01675i,0.018838-0.0028751i,0.021746+0.015786i,0.017348+0.018133i,0.018106+0.025438i,-0.0049713+0.033007i,0.0012698-0.0056033i,0.0019107-0.0036343i,0.0049277-0.0059933i,0.0091473-0.0020234i,0.0013557+0.0041856i,-0.01043+0.0079506i,-0.0050945-0.0078812i,0.0032294+0.015016i,-0.0026247-0.001762i,0.00070762+0.0018517i,-0.00093936+0.0010983i,0.0017027-0.0034954i,0.0068415-0.0022306i,-0.0038921-0.00049535i,0.0043695-0.0013597i,-0.0065578+0.00043452i,-0.0012833+0.0019831i,0.00032352+0.00011591i,-0.0059699-0.0016763i,-0.0036258-0.0023997i,-0.013786-0.011193i,0.0033946-0.0029352i,-0.0038136+0.0016087i,-0.0011722+0.00147i,-0.0047315+0.0031223i,0.0056481+0.001827i,-0.0091956-0.0012317i,-0.00068141-0.0050612i,-0.002528-0.00057495i,-0.005436-0.00027579i,0.0056955-0.0047986i,0.003678+0.0021327i,0.0023132-0.0027819i,0.0031543+0.0094815i,0.0060691+0.0015626i,0.027516+0.022381i,-0.022461-0.0019573i,-0.026459+0.016506i,-0.005612+0.013696i,0.0010328+0.00042795i,0.0046551-0.0082749i,-0.0089936+0.0033378i
0.011365+0.015149i,0.036659-0.016587i,0.018181-0.035666i,-0.005528-0.011723i,-0.012435-0.014569i,-0.012447-0.020171i,0.01021-0.019658i,0.026006-0.017528i,0.0063297-0.012984i,0.0062907-0.0039929i,0.00073961-0.0037193i,-0.00201-0.00072387i,0.00033047-0.0026641i,-0.00014657-0.0015026i,-0.0020443-0.00091651i,0.0049077-0.0062439i,-0.0033534+0.0022171i,-0.0024715+0.00041247i,0.000886+2.4199e-05i,0.0016412+0.00088032i,0.0012276+0.0019707i,-0.00034971+0.0011323i,0.0020721+0.001252i,7.3354e-05+0.0027555i,-0.00077218+0.0015532i,6.8813e-05+0.0012465i,-0.00080578+0.00076211i,0.00040286-0.00043245i,0.00013884+0.00027829i,-0.00037492-0.00011012i,0.0013269-0.00072629i,0.0019666-0.00069536i,0.0019188-0.00065636i,-0.0001157-0.0003865i,0.0016531-0.00098117i,0.0031969-0.0021597i,-0.00010917+0.0031974i,0.00011649-0.00028071i,4.8382e-05+8.8331e-05i,-0.0022585-0.0022617i,0.0020857-2.0494e-05i,0.0016508+4.2233e-05i,0.002598-0.0090388i,0.0034655+0.00049919i,0.010907+0.012886i,0.01977+0.021896i,0.043428+0.010657i,0.026821-0.0033645i,-0.0035134-0.013241i,0.020875-0.0070424i,0.02566+0.010231i,0.021406+0.010418i,0.020134+0.01525i,0.0027185+0.029372i,-0.00036092-0.0054208i,-0.001156-0.0034886i,0.0024392-0.0079281i,0.0060491-0.0044525i,0.0022867+0.0035746i,-0.0057466+0.011465i,-0.0061-0.0038597i,0.006118+0.013226i,-0.0033544-0.00066876i,0.0017493+0.0023179i,0.00018935+0.0013864i,-0.00049549-0.0036307i,0.0065917-0.0060883i,-0.0040771+0.00040185i,0.004545-0.0034606i,-0.0055677+0.003237i,-0.0020064+0.00068308i,6.2754e-05-0.00058132i,-0.0053014+0.0017019i,-0.0039062-0.0013006i,-0.015403-0.0047034i,0.0014441-0.0037049i,-0.0019688+0.0024438i,-0.0013076+0.00086445i,-0.0029047+0.0044401i,0.006827-0.00036391i,-0.008344+0.0025062i,-0.0023191-0.0048869i,-0.0021205-0.00029315i,-0.0046544+0.0019031i,0.0024239-0.0054119i,0.0043297+0.00018242i,0.0019364-0.0030639i,0.0050523+0.0075393i,0.004859+0.00046583i,0.028303+0.01523i,-0.021779+0.0028315i,-0.023993+0.02294i,-0.0031851+0.011418i,0.0022659+0.0032185i,0.0034235-0.0071188i,-0.01062+0.0050759i
0.013816+0.013155i,0.032635-0.022672i,0.011171-0.037272i,-0.0072985-0.0098105i,-0.016166-0.01223i,-0.01537-0.017572i,0.0051867-0.0218i,0.022954-0.021554i,0.0041038-0.013304i,0.0045832-0.0053124i,-0.00082174-0.0037913i,-0.0018793+0.000135i,-0.00063244-0.0019508i,-0.00026504-0.0013476i,-0.0023511-0.00030451i,0.0034516-0.0070079i,-0.0017108+0.0025621i,-0.0020811+0.00083938i,0.00056024+0.00012467i,0.0017075+4.5534e-05i,0.0016462+0.0014552i,-0.00019143+0.0012544i,0.0023456+0.00040964i,0.0017388+0.0024733i,0.00042823+0.0016179i,0.00063512+0.0010159i,-0.00034353+0.0012235i,0.00036783-0.0002604i,0.0019191+0.0010556i,-2.1678e-06+9.8918e-05i,0.0008816-0.0012769i,0.0015682-0.0015035i,0.001968-0.0019608i,-0.00011523-0.00014451i,0.0011734-0.0021865i,0.00232-0.0029809i,0.0014847+0.0029308i,0.00022959-0.00018007i,0.00022217-0.00015989i,-0.0033213-0.0015772i,0.0018041-0.00083252i,0.0014222-0.0005165i,0.00011722-0.0079223i,0.0040145-0.00095187i,0.013307+0.010453i,0.023675+0.018615i,0.044024+0.0036219i,0.025138-0.0092721i,-0.0051585-0.0092429i,0.022161-0.012227i,0.027596+0.0039869i,0.024073+0.0029569i,0.018186+0.007566i,0.0076732+0.026009i,-0.0021967-0.0044078i,-0.0037149-0.0018685i,-0.0015289-0.0086124i,0.0028407-0.0050017i,0.0024157+0.0026574i,-0.00077389+0.012454i,-0.0052741-0.00090856i,0.0077035+0.0099768i,-0.0037867+0.0017696i,0.0027959+0.0021668i,0.00083937+0.00094663i,-0.0019067-0.0025247i,0.0041803-0.0081762i,-0.0035363+0.0013824i,0.0035522-0.0052046i,-0.0028604+0.00462i,-0.0021969+0.00020633i,-0.0005692-0.00062838i,-0.0035096+0.0035587i,-0.0035427-9.8338e-05i,-0.014644+0.0011794i,-2.4498e-06-0.0041652i,-0.00090065+0.0020628i,-0.0014793+0.0012157i,-0.00075751+0.0042334i,0.0067375-0.0035318i,-0.0062968+0.0050166i,-0.0040641-0.0036006i,-0.0021449-0.0001763i,-0.0035137+0.0028443i,0.00086778-0.0045091i,0.0039674-0.0013757i,0.0016789-0.0032128i,0.0052856+0.0047025i,0.0038602-6.5351e-05i,0.028769+0.0094051i,-0.019522+0.006489i,-0.018345+0.028318i,-0.0023552+0.0096082i,0.0051594+0.0038725i,0.0011637-0.0054222i,-0.010263+0.0076437i
0.015701+0.010138i,0.027709-0.027445i,0.0047833-0.037993i,-0.0080288-0.0083214i,-0.019063-0.0084228i,-0.017731-0.014621i,-0.00018805-0.022324i,0.018709-0.025427i,0.0024525-0.01327i,0.0028141-0.0058946i,-0.0022918-0.0027542i,-0.0013461+0.00053393i,-0.00082833-0.0010749i,-0.00046604-0.0015069i,-0.0022067+0.00071061i,0.001619-0.0074159i,-0.00099088+0.002296i,-0.0026095+0.0018208i,0.00072728+0.00049944i,0.0013578-0.0006091i,0.0021112+0.00082159i,-0.0001881+0.0014841i,0.0021197-0.00029894i,0.0030247+0.00099509i,0.0014982+0.00098387i,0.00088387+0.00068008i,0.00027254+0.0013157i,0.0004756-0.0002979i,0.00080422+0.0014075i,0.00019297-6.3374e-05i,0.00039246-0.0016148i,0.00075694-0.0019238i,2.7966e-06-0.0022445i,-3.6456e-05-0.00026028i,-0.00019617-0.0030049i,0.001369-0.0036347i,0.0029412+0.0016635i,0.00022559-0.00013229i,0.00020318-0.00043817i,-0.0040577-0.00071035i,0.0011607-0.001283i,0.00094537-0.00068778i,-0.0015187-0.0069123i,0.0034755-0.0021343i,0.015006+0.0071364i,0.027399+0.013331i,0.043555-0.0034715i,0.022385-0.013822i,-0.0042652-0.0050289i,0.021485-0.019004i,0.028338-0.0025218i,0.024749-0.0056013i,0.015965+0.0025147i,0.013448+0.021815i,-0.0030854-0.0026999i,-0.0050102+0.00099021i,-0.0058144-0.0077516i,0.00059241-0.0046644i,0.0022587+0.0023856i,0.0029957+0.011331i,-0.0039112+0.00096975i,0.00765+0.0063252i,-0.0014664+0.0042479i,0.0039973+0.0015222i,0.001599+0.00060161i,-0.0026295-0.0011256i,0.0015917-0.0094883i,-0.0028157+0.0019504i,0.0018882-0.0066934i,-0.00066992+0.0037783i,-0.0026886+0.0004378i,-0.00077574-0.00039607i,-0.0013396+0.0048785i,-0.0028905+0.00059085i,-0.01157+0.0061081i,-0.0019597-0.0046225i,4.2794e-05+0.0014303i,-0.0014681+0.0011991i,0.00058914+0.0029966i,0.005519-0.0064566i,-0.0033984+0.0066203i,-0.0042295-0.0015115i,-0.0023369+0.00011967i,-0.002594+0.0040568i,-0.00014889-0.0040897i,0.0029611-0.0019968i,0.0014623-0.0038073i,0.0043583+0.0036885i,0.0032105-9.5149e-05i,0.02806+0.0035773i,-0.01746+0.0074707i,-0.010995+0.030613i,-0.0014178+0.0091087i,0.0068488+0.0030163i,0.00064904-0.0031248i,-0.0086252+0.0095647i
0.016685+0.0067956i,0.022167-0.030973i,-0.0016044-0.037653i,-0.0090592-0.0074832i,-0.0201-0.0043477i,-0.019614-0.011409i,-0.0049715-0.021413i,0.014235-0.027859i,0.0012824-0.013562i,0.00093802-0.0057225i,-0.0027537-0.0013003i,-0.0011023+0.00070284i,-0.00082236-0.00047139i,-0.0011173-0.0012836i,-0.0013704+0.0015622i,-0.00053257-0.0074404i,-0.00037108+0.0023571i,-0.0015886+0.0031466i,0.0010238+0.00026096i,0.00079242-0.0010311i,0.0022735-0.00010925i,0.00022813+0.0015364i,0.0018561-0.00091686i,0.0029736-0.00096326i,0.001779-0.00013118i,0.00099503+0.00029532i,0.00071377+0.0012013i,0.00055612-0.0005234i,0.00065307+0.00070829i,4.7313e-05-0.0002597i,-0.00027109-0.0017152i,3.4794e-05-0.0019059i,-0.00080925-0.0016885i,-0.00018604-0.00020107i,-0.0019077-0.0023988i,0.00035434-0.003874i,0.002553+0.00033877i,0.0002173-0.00034932i,0.0001111-0.00085446i,-0.004615+0.00060274i,0.00045989-0.0013469i,0.00068027-0.00070703i,-0.002845-0.0054465i,0.0028836-0.0027732i,0.016482+0.0034532i,0.02914+0.00677i,0.041849-0.010193i,0.020098-0.017378i,-0.00083182-0.0019034i,0.01807-0.025802i,0.02769-0.0085853i,0.021858-0.013607i,0.012635+0.0001106i,0.01754+0.015687i,-0.0029963-0.0019991i,-0.0044924+0.0043007i,-0.0098979-0.0045323i,-0.0011374-0.0037576i,0.0023766+0.0022627i,0.0054463+0.0094858i,-0.0020453+0.001557i,0.0060537+0.0043292i,0.0015375+0.003486i,0.0050759-0.00048839i,0.002173-0.00030274i,-0.0023551+0.00084326i,-0.0015364-0.010575i,-0.0025543+0.0028907i,-0.00034503-0.0078207i,-0.00025274+0.003076i,-0.0029688+0.0011317i,-0.00085374-0.00025817i,0.0023624+0.0049744i,-0.0023871+0.00045406i,-0.0068579+0.0089463i,-0.0045678-0.004391i,0.00030533+0.00056163i,-0.001559+0.0013688i,0.0011699+0.0018211i,0.003066-0.0089086i,-0.00027234+0.0062724i,-0.0034663-0.00053368i,-0.0020361+0.00068776i,-0.00098799+0.0050495i,-0.0012228-0.0031981i,0.0020793-0.0021663i,0.00026568-0.0042342i,0.0036938+0.0029253i,0.0029805-0.00011359i,0.026575-0.0014993i,-0.018564+0.0075824i,-0.0046271+0.029061i,0.00020302+0.0075641i,0.0076015+0.0020338i,0.0012424-0.001802i,-0.0062772+0.010795i
0.01701+0.0036358i,0.016539-0.033264i,-0.0074871-0.036104i,-0.010072-0.0061659i,-0.0204-0.00088874i,-0.020726-0.0079676i,-0.0088747-0.019836i,0.0097086-0.030074i,0.00023524-0.014438i,-0.00013419-0.0047241i,-0.0025028-0.00016997i,-0.00075055+0.0010562i,-0.00067729+0.00014195i,-0.0013497-0.00049166i,-0.00039047+0.0016298i,-0.0021793-0.0061467i,0.00055529+0.0023573i,-0.00019266+0.0035536i,0.0010807-7.0934e-05i,0.00020942-0.0010496i,0.0018581-0.00089859i,0.0005803+0.0014667i,0.0012867-0.0015237i,0.0019415-0.0022391i,0.0012223-0.0010106i,0.00094762+3.3537e-05i,0.0013524+0.001007i,0.00037486-0.00064821i,0.0006166+0.00031781i,-0.00022993-8.3782e-05i,-0.000941-0.0015063i,-0.00064885-0.0017706i,-0.00093574-0.00098918i,-4.4219e-05-0.00015847i,-0.0022514-0.0013045i,-0.00038421-0.0039244i,0.0022827-0.00017598i,-9.0966e-05-0.00041814i,-0.0004517-0.0013598i,-0.0046291+0.0025091i,9.3172e-05-0.0011448i,0.00051797-0.00070841i,-0.003664-0.0037214i,0.0022891-0.0034718i,0.016587-0.0013809i,0.0291+7.0878e-06i,0.039127-0.016609i,0.015551-0.023379i,0.0042018-0.0026167i,0.011951-0.031136i,0.026144-0.013798i,0.01807-0.018746i,0.010588+0.00030027i,0.019302+0.0089032i,-0.0035657-0.0017615i,-0.0020232+0.0067528i,-0.012089+0.00058016i,-0.0023948-0.0028666i,0.0024847+0.0020969i,0.0065024+0.00795i,-0.00081975+0.00088743i,0.0046326+0.0033603i,0.0020417+0.0018891i,0.0050782-0.0029947i,0.0019272-0.0019477i,-0.0002813+0.0020961i,-0.0063707-0.0092855i,-0.0011832+0.0044328i,-0.0054008-0.0076946i,0.00094858+0.0032172i,-0.0031577+0.0024035i,-0.00084972-9.3782e-05i,0.0053218+0.00099567i,-0.0023537+0.00056902i,-0.0012978+0.0085805i,-0.003169-0.0045357i,0.00014932-0.00011783i,-0.0016318+0.0014104i,0.0014342+0.00086787i,-0.00067942-0.010358i,0.0022402+0.0043619i,-0.0033103-4.435e-05i,-0.001836+0.00095243i,0.0014006+0.0049534i,-0.0011918-0.001859i,0.0014652-0.0020742i,-0.00083962-0.0041021i,0.0031961+0.0025702i,0.0024511-0.00021971i,0.024505-0.005112i,-0.020432+0.010671i,-0.00023183+0.026695i,0.0009171+0.0048143i,0.0090826-8.7323e-05i,0.0017726-0.0017032i,-0.0034527+0.010562i
0.016747+0.0003347i,0.011042-0.034573i,-0.013065-0.034073i,-0.01055-0.0048807i,-0.020136+0.0027075i,-0.021205-0.0046775i,-0.01234-0.01806i,0.0047593-0.031862i,-0.0016618-0.016171i,-0.00057377-0.0039245i,-0.0019353+0.00072329i,-0.00016839+0.0013749i,-0.00013995+0.00054295i,-0.001036+0.00019014i,0.00023443+0.0014156i,-0.0030123-0.0048174i,0.0011973+0.0017267i,0.001121+0.0035683i,0.0010616-0.00024351i,-0.00018255-0.00079035i,0.00137-0.0014004i,0.00085297+0.0014869i,0.00063728-0.001562i,0.00074771-0.0026834i,0.0006648-0.00133i,0.00092569-0.00019845i,0.0017753+0.00029328i,0.00017831-0.00070695i,0.0005106+5.4957e-05i,-0.00021723+0.00022232i,-0.0013907-0.0011065i,-0.0011847-0.0012349i,-0.00093548-0.00084823i,7.1492e-05-0.00026883i,-0.0022678-0.00065547i,-0.0012091-0.0037015i,0.0023922-0.00089549i,-0.00024936-0.00018433i,-0.0012885-0.0010537i,-0.0039409+0.0043769i,-0.00015511-0.001004i,0.00038208-0.00074167i,-0.003759-0.0020868i,0.001425-0.0040072i,0.014688-0.0056717i,0.027353-0.0058824i,0.035301-0.022456i,0.0094904-0.025697i,0.0070804-0.0066049i,0.0048575-0.033933i,0.024435-0.019061i,0.014814-0.023204i,0.011281+0.00058157i,0.019831+0.0026649i,-0.0049439-0.0013245i,0.0011586+0.0072271i,-0.011245+0.0065683i,-0.003403-0.0016955i,0.0028301+0.0020618i,0.008636+0.0055679i,-0.00069227+4.8759e-05i,0.0029931+0.0033782i,0.0024535+0.0011977i,0.0031676-0.005007i,0.00027834-0.0028017i,0.0013763+0.0013872i,-0.0087181-0.0049768i,0.0015848+0.004511i,-0.0082709-0.0037162i,0.0019844+0.0021883i,-0.0024665+0.0038507i,-0.00075663-0.00011835i,0.0046985-0.0030409i,-0.0022901+0.00099804i,0.0016354+0.0054466i,-0.0047231+0.00067554i,-0.00035575-0.00078863i,-0.0014678+0.0017258i,0.0011346-0.00034413i,-0.005652-0.0097144i,0.0027864+0.0016855i,-0.0032608+0.00021812i,-0.0015564+0.0016392i,0.0033698+0.003661i,-0.00063081-0.0015724i,0.0012517-0.001629i,-0.0015365-0.0038052i,0.0029906+0.0028076i,0.0020826-0.00019765i,0.023406-0.0083851i,-0.020556+0.015356i,0.001593+0.024126i,-9.4311e-05+0.0017708i,0.0081153-0.0025868i,0.0016614-0.0012166i,-0.0016592+0.0087035i
0.015678-0.0025387i,0.0058392-0.035275i,-0.01864-0.030787i,-0.010993-0.0041485i,-0.018929+0.0058754i,-0.021195-0.00152i,-0.01556-0.015604i,-0.00095432-0.032606i,-0.0046705-0.017377i,-0.00079934-0.0036658i,-0.0010352+0.0012491i,0.00067191+0.0011713i,0.00048356+0.00060267i,-0.0005795+0.00047287i,0.00081396+0.0010413i,-0.003144-0.0038923i,0.0016147+0.0012674i,0.0025954+0.0027909i,0.0010158-0.00062314i,-0.00025013-0.00052119i,0.00052444-0.0016703i,0.001438+0.0013463i,0.00019074-0.0014153i,-0.00018964-0.00262i,0.00018235-0.0014255i,0.00082831-0.00054641i,0.0015604-0.00040733i,-1.509e-05-0.00072297i,0.00042821+8.4328e-05i,-0.00011439+0.00035595i,-0.0017769-0.00050567i,-0.0013348-0.00064741i,-0.00097662-0.00054262i,4.8223e-06-0.0004992i,-0.0024884+0.00017739i,-0.001879-0.0030893i,0.0022784-0.001844i,-0.00024274+9.2762e-06i,-0.0011941-0.00017233i,-0.002576+0.0057029i,-0.00038834-0.00083556i,0.00014039-0.00080513i,-0.0032432-0.00078433i,0.0003252-0.0037238i,0.01198-0.0085447i,0.024401-0.010737i,0.030517-0.026821i,0.0035443-0.026228i,0.0072182-0.010345i,-0.0027129-0.034767i,0.021909-0.024774i,0.010573-0.027407i,0.013238-0.00077637i,0.018915-0.004246i,-0.0064705+8.6697e-05i,0.0039695+0.0060748i,-0.0076107+0.010778i,-0.0039014-0.00049195i,0.0031357+0.0018821i,0.008608+0.0035703i,-0.00098792-0.00019749i,0.0027108+0.0045457i,0.0032078+3.8071e-06i,0.00079453-0.0052846i,-0.00094261-0.0024989i,0.0021049+0.00022687i,-0.0083828-0.00091147i,0.0038758+0.003179i,-0.0079955+0.00082484i,0.0018009+0.0010469i,-0.00066176+0.0049742i,-0.00099697-0.00016708i,0.001992-0.0058623i,-0.0019401+0.0013736i,0.0019555+0.0020878i,-0.0045527+0.0025012i,-0.0014133-0.0009033i,-0.00073769+0.002167i,1.54e-05-0.00080564i,-0.0088509-0.0065457i,0.0019348-1.4774e-05i,-0.0032837+0.00026706i,-0.00061218+0.0018537i,0.0048278+0.0019383i,-0.00059724-0.0011902i,0.0017394-0.0012593i,-0.0021436-0.0029909i,0.0036248+0.0026021i,0.0014945+9.7927e-05i,0.021049-0.012113i,-0.018798+0.020435i,0.0064798+0.022861i,-0.0030629-0.00032033i,0.0055578-0.0043595i,0.0023445-0.0012728i,-0.0017918+0.0070777i
0.01444-0.0047417i,0.00066517-0.035391i,-0.022881-0.026269i,-0.011839-0.0034887i,-0.017565+0.0081693i,-0.020932+0.0016483i,-0.017952-0.012556i,-0.0063797-0.032082i,-0.0084792-0.017606i,-0.00088122-0.0034888i,-4.4194e-05+0.001179i,0.0012165+0.00083795i,0.00095183+0.00057434i,-6.421e-05+0.00071161i,0.0010168+0.00049135i,-0.0031235-0.0031991i,0.0023641+0.00067792i,0.0032611+0.0015515i,0.00051987-0.00077311i,-0.00015555-0.00031948i,-0.00019051-0.0015203i,0.0021866+0.00062922i,-5.5057e-05-0.0014024i,-0.00074299-0.0022872i,-0.00044231-0.0015818i,0.0006631-0.00081683i,0.0011868-0.00077262i,-9.7544e-05-0.00048257i,0.00048556-7.6578e-05i,5.6943e-05+0.00059124i,-0.0019897+0.00027338i,-0.0012658-0.00022746i,-0.0010788-0.00020495i,-0.00026699-0.0003547i,-0.0020819+0.0013331i,-0.0021926-0.0023409i,0.0011934-0.0024005i,-0.00019433+0.0001713i,-0.00074954-0.00014909i,-0.0004364+0.0065701i,-0.00033608-0.00071001i,-4.6945e-05-0.0008188i,-0.002459+0.00011163i,-0.00014208-0.0033833i,0.0096141-0.010446i,0.021217-0.013795i,0.025644-0.030202i,-0.0016108-0.025032i,0.0058754-0.013423i,-0.010382-0.032861i,0.017571-0.030198i,0.0062023-0.030404i,0.014764-0.0032819i,0.015173-0.0094901i,-0.0076218+0.0026161i,0.005608+0.0038467i,-0.003047+0.012955i,-0.0042398+0.00090267i,0.00359+0.0018248i,0.0089916+0.001518i,-0.001098-0.00046074i,0.0034081+0.0061193i,0.002555-0.001462i,-0.00065104-0.0046797i,-0.0020478-0.001736i,0.0021427-0.00072348i,-0.0067932+0.0017188i,0.0050453+0.00088401i,-0.00551+0.0023206i,0.0013348+0.0010316i,0.0014721+0.0047841i,-0.0011042+0.00018252i,-0.0012592-0.0064395i,-0.0014066+0.001623i,0.00024636+0.00043565i,-0.0034602+0.0040564i,-0.0022726-0.00010178i,-0.001212+0.0026072i,-0.00069233-0.00043987i,-0.010153-0.003365i,0.00089133-0.00076222i,-0.0037909+0.00021441i,0.0001655+0.0016251i,0.005419-0.0016006i,-0.0002119-0.00099318i,0.0025512-0.0017626i,-0.0024806-0.0025925i,0.0031712+0.0031184i,0.001545+0.0006662i,0.018516-0.015033i,-0.015244+0.026176i,0.0083749+0.019426i,-0.0067925-7.1454e-05i,0.0024879-0.0034563i,0.002279-0.0019809i,-0.0023693+0.0060505i
0.013203-0.0068142i,-0.0045424-0.035359i,-0.026043-0.022103i,-0.012852-0.0023025i,-0.016207+0.010776i,-0.019741+0.0048659i,-0.019657-0.0094067i,-0.011827-0.031308i,-0.012442-0.016635i,-0.00094332-0.0034282i,0.000556+0.00069494i,0.0017268+0.00015566i,0.0016035+0.00034806i,0.00072903+0.00047118i,0.00095095+3.5186e-05i,-0.0033877-0.0026433i,0.0029159-0.00022642i,0.0032321+0.00029603i,0.00080031-0.00096681i,9.767e-05-0.00028406i,-0.00078677-0.0011763i,0.0021999-0.00031378i,-0.00049623-0.0013072i,-0.00090132-0.0021729i,-0.0011038-0.0014641i,0.00034439-0.0010227i,0.00084826-0.0013053i,-0.00010638-0.00031731i,0.00053161-0.00013157i,0.00053518+0.00069151i,-0.0017743+0.00097896i,-0.0011464+8.1073e-05i,-0.00098194+0.00029893i,-0.00019623-0.00022373i,-0.0011007+0.0017679i,-0.0023954-0.0017619i,0.00032147-0.0022201i,9.6714e-06+0.00032515i,-0.00067231-0.00021903i,0.0017404+0.0063686i,-0.00039877-0.00058305i,-0.00029397-0.00085646i,-0.0017086+0.00011205i,-0.00041678-0.0033231i,0.0068706-0.012246i,0.018949-0.016343i,0.02068-0.032748i,-0.0058113-0.02223i,0.004577-0.015564i,-0.016821-0.028249i,0.01198-0.034922i,0.0015556-0.033669i,0.016025-0.0074975i,0.010507-0.012734i,-0.0070501+0.0063666i,0.0061087+0.0014598i,0.0011706+0.012665i,-0.0040402+0.0023693i,0.0045471+0.0014424i,0.0086991-0.00063521i,-0.00167-0.00084506i,0.0061263+0.006768i,0.0014351-0.001471i,-0.0016895-0.0036648i,-0.0026175-0.00069035i,0.0020495-0.0014812i,-0.0055235+0.0031947i,0.0049507-0.0017437i,-0.0050676+0.0029601i,0.0020499+0.0014491i,0.0029218+0.0033487i,-0.0010374+0.00022193i,-0.0043062-0.0056065i,-0.0016061+0.0011607i,-0.00086808+0.00093214i,-0.0018499+0.0050081i,-0.0022894+0.00096891i,-0.0010174+0.0030938i,-0.00098132-0.00015622i,-0.010332-4.7682e-05i,-0.00017395-0.00076676i,-0.0050123+0.0014429i,0.00029864+0.0011905i,0.0032852-0.0038527i,-0.0004124-0.0016948i,0.0029446-0.0029439i,-0.0031386-0.0021857i,0.005085+0.003121i,0.0019641+0.0010093i,0.015413-0.017019i,-0.0082414+0.029615i,0.0098938+0.016102i,-0.0093932+0.0025072i,0.00097844-0.0011058i,0.0014544-0.0020762i,-0.003206+0.0055598i
