-0.022927-0.038647i,-0.01061-0.050271i,-0.017214-0.045496i,-0.030482-0.036089i,-0.02958-0.017282i,-0.050513-0.028839i,-0.058538-0.026575i,-0.044672-0.038717i,-0.027355-0.033434i,0.0089272+0.011747i,-0.0072313+0.015889i,-0.0050246+0.014687i,0.0094897+0.022043i,0.00037995+0.0047541i,0.003417+0.0036074i,0.0064063+0.018276i,0.018146+0.03692i,-0.0024115-0.0014994i,-0.0050487-0.0061535i,0.006863+0.0042972i,-0.00026551-0.00070638i,-0.001128+0.0026209i,9.4691e-05-0.00031503i,-0.029478-0.0024326i,-0.0019526-0.0062833i,0.0011492+0.0047179i,0.0032546-7.8339e-05i,-0.00019415+0.00076989i,0.00060135-0.00038001i,-0.0008266-0.0027257i,-0.0017804-0.006013i,-0.004836-0.0048793i,-0.0023919-0.0046036i,0.00246-0.00061196i,0.0020498-0.0030915i,-0.00079812+0.028862i,0.0014271-0.0033254i,0.0028263+0.0007703i,0.0054147+0.0012768i,-0.010097-0.0025346i,-0.004079+6.7094e-05i,0.0052798+7.6532e-05i,0.0063839+8.6906e-05i,-0.0037125+0.0044284i,0.0019152-0.0087159i,-0.011915+0.018028i,0.035683-0.090673i,0.013548-0.070324i,-0.015621-0.059658i,-0.014779-0.056294i,0.03941-0.046136i,0.017088-0.062659i,0.034511-0.055563i,0.030617-0.059941i,0.015572-0.01393i,0.0040358+0.016636i,0.017152-0.025714i,-0.011974+0.0053338i,-0.000559+0.005333i,-0.0055252-0.0011211i,-0.0022903-0.02839i,-0.024736+0.031296i,0.0094885-0.011818i,-0.013433-0.0027344i,-0.00019413-0.0050658i,-0.00095611-0.017154i,-0.0070399+0.004577i,0.0051949+0.006446i,-0.0086561+0.030467i,0.005317+0.0060757i,-0.0048794-0.00080667i,-0.0032664-0.0002606i,-0.012078-0.0076919i,-0.00065267-0.0043457i,-0.017776+0.0090331i,0.00033391-0.010267i,-0.0093807-0.0019262i,-0.0064424-0.0025599i,0.0071909+0.0033867i,-0.0073584+0.0013667i,8.1379e-05+0.00053264i,0.0077399+0.010555i,0.0038148+0.0017781i,-0.009282-0.0096199i,0.0031983+0.0085522i,-0.020633+0.0068794i,0.0081239+0.00071896i,-0.028843-0.0029777i,-0.042877+0.0010199i,0.016425-0.097648i,-0.0017692-0.012394i,-0.052763-0.022728i,-0.023693+0.00091693i,0.017924+0.010348i,-0.025449+0.012496i,-0.018417-0.012761i
0.014064-0.0093156i,0.044469-0.012056i,0.023357-0.026949i,0.011767-0.021639i,0.014934-0.040503i,-0.018311-0.023371i,-0.0081711-0.015369i,-0.001948-0.028183i,0.0075579-0.016591i,0.0040728-0.0015995i,0.0018682-0.0048879i,-0.00012014-0.0052316i,-0.00071811-0.0059719i,-0.0008814-0.0029479i,-0.0012592+0.00095508i,0.0014363-0.0031514i,-0.0038543+0.0016426i,-0.00047631+0.00077146i,0.00023385+0.00023733i,0.00060161+0.0023195i,0.0014255+0.0018468i,0.0010995-0.0010118i,0.0020511+0.00043817i,-0.0012811+0.0027084i,-0.0010196+0.00035862i,-0.00059824+0.00043409i,-0.0014975+0.00010098i,-0.00082851+0.00056627i,4.2642e-05+0.0001454i,-0.00029678-0.00016205i,0.0021691-0.0015225i,0.001419-7.7721e-06i,0.00033857-0.00076674i,0.00070519-0.0010459i,0.00092606+0.00047688i,0.0015309+0.002533i,-4.0218e-05-1.2571e-05i,-0.00062983+0.00085877i,-0.00014997-0.00036964i,0.00028+0.00056593i,0.00062513+0.00088675i,0.0011676+0.00070915i,0.00023452-0.002888i,-9.5937e-05-0.0033354i,0.01809+0.0047239i,0.029284+0.040389i,0.035217+0.039822i,0.046391+0.028608i,0.016101-0.0005962i,0.036086+0.00064808i,0.038079+0.013632i,0.014752+0.0065487i,0.0288+0.022672i,-0.0040625+0.032224i,0.0062411-0.0047001i,0.0049516-0.0032261i,0.0067156-0.0041222i,0.0077426+0.0039997i,0.0040632+0.0063118i,-0.0061126+0.0039118i,-0.0038964-0.0063223i,0.0028677+0.01324i,-0.0036715+0.00070775i,6.2981e-05+0.0054091i,-0.00052952+0.0015283i,0.0025936-0.0031675i,0.0067048-0.00075937i,-0.0029423-0.00065801i,0.0041012-0.0021049i,-0.0060058-0.00034713i,-0.001296+0.00029973i,0.00028554+7.3989e-05i,-0.0048013-0.0026533i,-0.0044736-0.0018426i,-0.0072034-0.009489i,0.0033073-0.0017718i,-0.0048651+0.0020982i,-0.0016422+0.0010966i,-0.0038809+0.0026703i,0.0067253+0.00050049i,-0.0072073-0.0015627i,-0.005061-0.0078162i,-0.0027076-0.0012635i,-0.0059859-0.00094282i,0.0041627-0.0036792i,0.0061808+0.0010733i,0.0029912-0.0016684i,0.0064794+0.0073357i,0.0063872+0.0060414i,0.042176+0.026652i,-0.031988-0.0042196i,-0.037036+0.018674i,-0.0079736+0.019905i,0.0021975+0.0022942i,0.0088247-0.0050279i,-0.011007-0.00042528i
0.011682-0.011148i,0.041265-0.019434i,0.01796-0.030114i,0.0077474-0.022444i,0.0065681-0.04249i,-0.020858-0.019711i,-0.011297-0.014545i,-0.0065281-0.026952i,0.0045258-0.017484i,0.0037789-0.002547i,0.0005207-0.0054716i,-0.0011978-0.0045185i,-0.0025504-0.0049814i,-0.0014854-0.0023323i,-0.00072061+0.0012261i,0.0010524-0.0032931i,-0.0026575+0.0029146i,-0.00081075+0.00096493i,7.3927e-05+0.00022343i,0.0013104+0.0020254i,0.0020538+0.0015447i,0.00090583-0.0011828i,0.002058-0.00027894i,0.00053185+0.0023973i,-0.00070662+0.00070504i,-0.00025365+0.00044657i,-0.0012693+0.0010178i,-0.00044393+0.00070493i,-1.4276e-05+8.5268e-05i,-0.00012278+0.00016965i,0.0014248-0.002319i,0.0014653-0.00045594i,5.2057e-05-0.00073782i,0.00014232-0.0011095i,0.0014158+0.00015992i,0.0031123-0.0018025i,-5.5899e-05+0.00017117i,-0.0058866+0.0045696i,3.1796e-06-4.3555e-05i,0.00041092-2.6559e-05i,0.00072272+0.0006646i,0.0012799+5.1474e-05i,-0.0006735-0.0022781i,0.00024275-0.0029983i,0.018376+0.0022678i,0.035122+0.035274i,0.040137+0.033231i,0.049014+0.020183i,0.013346-0.00011641i,0.03657-0.0054742i,0.040035+0.0063i,0.01581+0.00051503i,0.029358+0.012311i,0.0031733+0.029317i,0.0042201-0.0055288i,0.00094401-0.0037616i,0.0042136-0.00665i,0.0070321+0.0012418i,0.0055041+0.0046165i,-0.0035257+0.0062681i,-0.0047992-0.0031138i,0.0051821+0.011314i,-0.0037048+0.0016265i,0.0028532+0.0060675i,0.00041717+0.001753i,0.00047661-0.0035055i,0.0072852-0.0047088i,-0.003093-0.00013732i,0.0036096-0.0034641i,-0.0054846+0.0024104i,-0.0014259-6.9856e-05i,9.2195e-05-0.00050454i,-0.0045809+0.00041057i,-0.0042469-0.00053556i,-0.009051-0.0061103i,0.0018605-0.0027071i,-0.0032436+0.0031254i,-0.0017436+0.00059923i,-0.0024885+0.0037524i,0.0075336-0.002565i,-0.0068733+0.0015203i,-0.0070881-0.0053479i,-0.0024996-0.00082508i,-0.0054397+0.00097812i,0.0016674-0.004185i,0.006503-0.001869i,0.0027661-0.0020351i,0.0077513+0.0049134i,0.0057453+0.0054135i,0.043033+0.017305i,-0.030933+0.0024798i,-0.034541+0.026619i,-0.0049086+0.017944i,0.0035179+0.0048507i,0.0066555-0.0059435i,-0.012832+0.0017215i
0.0097888-0.012771i,0.036499-0.026165i,0.012044-0.031874i,0.0042793-0.022332i,-0.002-0.042835i,-0.02298-0.015941i,-0.014094-0.012963i,-0.010459-0.02533i,0.001184-0.017963i,0.0030941-0.0033091i,-0.0012884-0.0054718i,-0.0019694-0.0036537i,-0.0037554-0.003421i,-0.0018218-0.0016186i,-0.00039939+0.001198i,0.00050898-0.0034474i,-0.0009401+0.0032839i,-0.00065438+0.0014182i,6.2377e-05+0.00042963i,0.0017867+0.0013017i,0.0026706+0.00065341i,0.00059704-0.001489i,0.0017873-0.00091584i,0.0017905+0.0013576i,-7.9072e-05+0.00092585i,-5.5064e-05+0.0002682i,-0.00058786+0.0014857i,-0.00026401+0.00087513i,0.00013813+5.7416e-05i,8.1754e-05+0.00022668i,0.0004413-0.0027901i,0.0012292-0.0010396i,-0.00021327-0.00068805i,-0.00030222-0.00087391i,0.0017026-0.00070758i,0.002959-0.0033548i,0.00019618+0.00028407i,0.0013531+0.0024109i,0.00014112-0.0001589i,0.00016914-0.00043654i,0.00092026+0.00041965i,0.0010582-0.00057415i,-0.00096352-0.0014077i,0.00016455-0.0034067i,0.018674-0.00048268i,0.041451+0.028465i,0.044328+0.025945i,0.050737+0.012254i,0.012097+0.00082674i,0.036423-0.011832i,0.040158-0.00064714i,0.015688-0.004523i,0.026942+0.0051394i,0.0084767+0.026492i,0.0018181-0.0056543i,-0.0020305-0.0019264i,0.0004003-0.0079694i,0.0054226-0.00063045i,0.0056679+0.0027234i,-0.0010887+0.0072023i,-0.00411-0.00080885i,0.0061539+0.0086256i,-0.0033457+0.0037041i,0.005595+0.0052074i,0.00112+0.0013435i,-0.0011161-0.0026858i,0.0059341-0.0071708i,-0.0027485+0.00061681i,0.0031871-0.0042801i,-0.0024762+0.0043188i,-0.0020633-1.4564e-05i,-0.00031711-0.00056769i,-0.0032049+0.0020889i,-0.003521+0.00064685i,-0.0098319-0.002644i,0.00093304-0.0032378i,-0.0018605+0.0032391i,-0.0019368+0.00099543i,-0.00056959+0.0036516i,0.0066067-0.0059217i,-0.0052379+0.0038134i,-0.0077885-0.0026712i,-0.0025244-0.0006289i,-0.0045898+0.0020292i,0.00039566-0.0034029i,0.0051238-0.0042592i,0.0027242-0.0024678i,0.0068012+0.0017728i,0.0057984+0.0051478i,0.043454+0.0097953i,-0.02787+0.0078873i,-0.02875+0.033646i,-0.0031866+0.016015i,0.0065321+0.0055198i,0.0042236-0.0050639i,-0.012805+0.004565i
0.0077057-0.014641i,0.030621-0.031193i,0.00678-0.032827i,0.0014564-0.022361i,-0.010389-0.040879i,-0.024405-0.012088i,-0.016735-0.010651i,-0.01418-0.023257i,-0.001808-0.01759i,0.0022103-0.0038745i,-0.002881-0.0042726i,-0.0022271-0.0029723i,-0.0040678-0.0017048i,-0.0019874-0.0011056i,-8.2937e-05+0.0014141i,-9.1719e-05-0.0035424i,0.00027232+0.002679i,-0.00026939+0.0019779i,0.00032208+0.00068333i,0.0019624+0.00046429i,0.002699-0.000467i,-3.7611e-06-0.0017039i,0.0012401-0.0012721i,0.0024594-0.00054466i,0.0010035+0.00073803i,-0.00010946+0.00014271i,4.4705e-05+0.0014918i,0.00020346+0.00099239i,0.00026404+1.4812e-05i,0.00029635+0.00017943i,-0.00063541-0.0027628i,0.00078143-0.0014176i,-0.00035905-0.00055623i,-0.00057047-0.00068693i,0.0012574-0.0017616i,0.0023286-0.0044703i,0.00044515+0.00010928i,0.0019131+0.0011529i,0.00021006-0.00030059i,-0.0002142-0.00075831i,0.00090189+0.00039334i,0.00043597-0.00076684i,-0.00099683-0.00079574i,-0.00035569-0.0034435i,0.018705-0.0034724i,0.045921+0.018584i,0.047462+0.017968i,0.052217+0.0041975i,0.012674+0.0023376i,0.034782-0.019157i,0.039435-0.0075566i,0.014658-0.0098039i,0.02465+0.00029714i,0.014167+0.022526i,0.00032671-0.0048753i,-0.0034116+0.00078913i,-0.0040416-0.0075967i,0.0037666-0.0015536i,0.0054113+0.0016379i,0.0010797+0.0075514i,-0.0029707+0.00068278i,0.0060263+0.0059038i,-0.00086229+0.0055131i,0.0085309+0.0028943i,0.001711+0.00095303i,-0.0019916-0.0013612i,0.0037955-0.009699i,-0.00224+0.00078249i,0.0025588-0.0052934i,-0.00019286+0.0036403i,-0.0027932+0.00018772i,-0.00037187-0.0005149i,-0.001597+0.0033153i,-0.0025454+0.0012579i,-0.0091324+0.0008296i,-0.00030339-0.0038561i,-0.00062615+0.0028197i,-0.0017484+0.0011827i,0.00055744+0.0026654i,0.0041689-0.0089358i,-0.0026441+0.0050859i,-0.007289-7.5685e-05i,-0.0027605-0.00035885i,-0.0041683+0.003076i,-0.00049573-0.0027746i,0.0030979-0.0049058i,0.002627-0.0034281i,0.0050112+0.00070133i,0.0066647+0.0050045i,0.042928+0.0023846i,-0.024496+0.0095331i,-0.020847+0.038111i,-0.0012154+0.015164i,0.0087379+0.0045861i,0.0035018-0.0033713i,-0.011616+0.006595i
0.0049184-0.016283i,0.02437-0.034604i,0.0012718-0.033183i,-0.0016792-0.022591i,-0.017149-0.037488i,-0.025376-0.0082859i,-0.018676-0.0075268i,-0.017359-0.020649i,-0.0042873-0.016772i,0.0011121-0.0039261i,-0.0034101-0.0027827i,-0.0026333-0.0024273i,-0.003768-0.00032876i,-0.0023955-0.00042183i,0.00057798+0.0015655i,-0.00078278-0.0032962i,0.00082075+0.0025538i,0.00076889+0.0023261i,0.00059286+0.00053799i,0.0016427-0.0003145i,0.0022954-0.0013705i,-0.00058428-0.0016853i,0.00076264-0.00139i,0.0015532-0.0019443i,0.00088092-0.00030821i,-0.00020735+0.00013422i,0.00062827+0.0013219i,0.00081562+0.00085423i,0.00025245-0.00011597i,0.00035696+1.4872e-05i,-0.0015672-0.0023778i,0.00035518-0.0015336i,-0.00061581-0.00039288i,-0.00074483-0.00039006i,-1.2241e-05-0.0021759i,0.0015648-0.0053606i,0.00043029-0.00016218i,0.0018941-5.2462e-05i,0.00031164-0.00045928i,-0.00076882-0.00079287i,0.0011057+0.00062685i,8.8293e-05-0.00054827i,-0.00081562-0.00035365i,-0.00091685-0.0031434i,0.018633-0.0070454i,0.047195+0.0080655i,0.048899+0.0094261i,0.052376-0.0048695i,0.015453+0.0031938i,0.031028-0.026313i,0.037446-0.01398i,0.011772-0.01427i,0.021853-0.0030745i,0.018919+0.016808i,-0.00038153-0.0046673i,-0.0030548+0.0042503i,-0.0083188-0.0047781i,0.0021061-0.0019643i,0.0052074+0.0006569i,0.0031913+0.0070859i,-0.0016766+0.0012215i,0.0051497+0.0044646i,0.002235+0.0045802i,0.0099306-0.001218i,0.0022069+0.0001538i,-0.0019038+0.00036858i,5.2346e-05-0.011961i,-0.0024713+0.0012594i,0.0015214-0.0062256i,5.5124e-05+0.0030382i,-0.0034768+0.0010123i,-0.00054754-0.00052374i,0.0013636+0.0033843i,-0.0019224+0.00092889i,-0.006993+0.0034493i,-0.0023219-0.0038549i,0.00016265+0.0019821i,-0.0015028+0.0014829i,0.00095414+0.0015466i,0.00043074-0.011077i,-4.146e-05+0.0046755i,-0.005637+0.0014145i,-0.0028235-2.4199e-05i,-0.0026596+0.0051605i,-0.0011802-0.0019069i,0.001353-0.0049396i,0.0016428-0.0042477i,0.0037089+0.00045771i,0.0072628+0.0037345i,0.040924-0.0043597i,-0.024915+0.0095564i,-0.01307+0.038569i,0.0010311+0.013188i,0.010562+0.0029822i,0.0037358-0.0022812i,-0.0097612+0.0080387i
0.0020791-0.01736i,0.01836-0.036859i,-0.0041539-0.032513i,-0.0051283-0.022123i,-0.023593-0.033492i,-0.025707-0.0046092i,-0.019579-0.0042067i,-0.020188-0.017725i,-0.0063673-0.01593i,0.00047368-0.0035928i,-0.0033456-0.001558i,-0.0029615-0.0015054i,-0.0033025+0.00078207i,-0.0022404+0.00062633i,0.001252+0.0011642i,-0.0014164-0.0025809i,0.0017729+0.0028177i,0.0016979+0.0017557i,0.00073493+0.0003946i,0.001223-0.00061981i,0.0016912-0.0021167i,-0.0011785-0.0015138i,0.00027037-0.0015733i,0.00025644-0.0025464i,0.00033711-0.0005175i,-0.0003125+0.00035207i,0.0012396+0.00099448i,0.0010222+0.00042996i,4.4827e-05-0.00028285i,0.00018572+7.7316e-07i,-0.0023288-0.0017125i,-0.00025816-0.0015878i,-0.00066321+0.00010083i,-0.00067352-0.00012249i,-0.000683-0.0016535i,0.00017784-0.0057286i,0.00032516-0.0001348i,0.0013558-0.00061244i,0.00016777-0.00083276i,-0.001329-0.00050931i,0.0019698-0.00034699i,9.1714e-05-0.00035903i,-0.00048209-1.0412e-05i,-0.0014363-0.0029522i,0.017833-0.011504i,0.04591-0.0021297i,0.048829+0.0011362i,0.049936-0.014738i,0.019672+0.00057118i,0.025122-0.032072i,0.034633-0.019504i,0.0087011-0.017004i,0.020176-0.0042784i,0.021021+0.0098086i,-0.0016998-0.0045275i,-0.00011395+0.0064895i,-0.010532+0.00013297i,0.00068501-0.0020218i,0.0045317-0.00018859i,0.0044305+0.0058613i,-0.00069712+0.00090385i,0.004305+0.0034634i,0.0029121+0.0029462i,0.007922-0.0056661i,0.00236-0.0010873i,-0.00025703+0.0014824i,-0.0054805-0.010527i,-0.0021716+0.002585i,0.0011277-0.0072929i,0.0015813+0.0031921i,-0.0033468+0.0024458i,-0.00072048-0.00043449i,0.0038806+0.00024329i,-0.0018172+0.00057139i,-0.0039752+0.0041482i,-0.0043114-0.0024933i,0.00026251+0.0010337i,-0.0015606+0.0014927i,0.0011835+0.00056614i,-0.0044639-0.011608i,0.0017892+0.0031119i,-0.0048934+0.001738i,-0.0030078+0.00055708i,0.00022932+0.0055823i,-0.0010135-0.00079325i,2.4389e-05-0.0043671i,0.00038344-0.0043933i,0.0026269+0.00070095i,0.0071457+0.0024189i,0.038226-0.0098856i,-0.02692+0.012561i,-0.0068246+0.037742i,0.0021983+0.010143i,0.011418+0.00053575i,0.0041542-0.0023944i,-0.0077079+0.008203i
-0.0011296-0.018266i,0.012604-0.038424i,-0.0092406-0.031128i,-0.0080985-0.021078i,-0.028968-0.027991i,-0.025687-0.00086621i,-0.019782-0.0011098i,-0.022725-0.014497i,-0.008331-0.015328i,0.0002113-0.0034034i,-0.0030694-0.0005843i,-0.0029156-0.00049435i,-0.0024384+0.0017372i,-0.0016168+0.0013088i,0.0015812+0.00059732i,-0.0015851-0.0020102i,0.0038906+0.0031707i,0.0020674+0.00098658i,0.0009167+0.00030079i,0.00096489-0.00073495i,0.0008061-0.0025769i,-0.0017615-0.0008983i,-0.00023292-0.0014295i,-0.00067428-0.0023532i,0.00014366-0.00053225i,-0.00014738+0.00063638i,0.0014436+0.00031107i,0.0011488+0.00011493i,0.00010411-0.00013071i,0.00024034+0.00015789i,-0.0028565-0.00086306i,-0.00076809-0.0012633i,-0.00032837+0.00034405i,-0.00056882+5.2934e-05i,-0.00094898-0.001327i,-0.0010556-0.0056688i,0.00041259-0.00026208i,0.00093679-0.00091256i,-0.00022153-0.0006904i,-0.0017244+7.5142e-05i,0.0018409-0.0010488i,-3.688e-05-0.00031933i,-0.00016225+9.0373e-05i,-0.0019081-0.0023378i,0.015051-0.015772i,0.042007-0.010881i,0.047326-0.0068105i,0.044726-0.023208i,0.021617-0.0046537i,0.018423-0.035942i,0.031628-0.024595i,0.0059555-0.01943i,0.020833-0.0057969i,0.021674+0.0033862i,-0.0034491-0.0040437i,0.0032588+0.0062109i,-0.010665+0.0057959i,-0.00077116-0.0015317i,0.0040619-0.0005309i,0.0034293+0.0058665i,-0.00027326+0.00039458i,0.0026169+0.003599i,0.003447+0.00219i,0.0041091-0.0081177i,0.0015102-0.0021851i,0.001207+0.00090138i,-0.0084057-0.006225i,-0.00059475+0.0033938i,-0.0021873-0.011519i,0.0026569+0.0015995i,-0.0025071+0.004097i,-0.00084579-0.00041373i,0.0028952-0.0032472i,-0.0020531+0.00082549i,-0.0021482+0.0030746i,-0.0047068-0.00074298i,-0.00025626+0.00039165i,-0.0016288+0.0018417i,0.00068868-0.00056689i,-0.0094915-0.0090556i,0.0020616+0.0010305i,-0.0047747+0.0024281i,-0.0028484+0.0016131i,0.0026146+0.0049579i,-0.00043606-0.00057129i,-0.00032669-0.0033163i,-0.00036777-0.0043116i,0.0017543+0.0014096i,0.0070643+0.0012191i,0.03655-0.014804i,-0.02747+0.017942i,-0.0016753+0.036107i,0.0015816+0.0069101i,0.010871-0.0030342i,0.0038887-0.0022461i,-0.0066044+0.007375i
-0.0050052-0.018357i,0.0069506-0.039335i,-0.014036-0.028946i,-0.011015-0.020037i,-0.032608-0.021685i,-0.025095+0.002692i,-0.019642+0.0018044i,-0.024472-0.010843i,-0.010523-0.014589i,-9.3938e-05-0.0034286i,-0.0024672+0.00018572i,-0.0024571+0.00026871i,-0.0013199+0.0023362i,-0.00091612+0.0016232i,0.0017395+3.554e-06i,-0.001447-0.0015589i,0.0017317+0.0044513i,0.0022806+0.00018788i,0.0010759-2.946e-05i,0.00083832-0.00094404i,-0.00033762-0.0025011i,-0.0018332-0.00013924i,-0.00057505-0.0012105i,-0.0013131-0.0019317i,-6.6959e-05-0.00045796i,0.00014253+0.00072714i,0.0012369-0.00026332i,0.0012884-0.00029671i,2.3663e-05-0.00016286i,0.00031413+0.00015229i,-0.0031026+0.00020553i,-0.00096284-0.00072336i,-1.336e-05+0.00042311i,-0.00044031+0.00012559i,-0.0014288-0.00087028i,-0.0020372-0.0049476i,0.00023098-0.00044523i,0.00027397-0.0012336i,-0.00015579-0.00031768i,-0.0017805+0.00068658i,0.00071142-0.0013249i,-0.00022281-0.00031849i,9.9477e-05+3.8849e-05i,-0.0019988-0.0014337i,0.011209-0.018817i,0.036369-0.017308i,0.044327-0.013802i,0.038277-0.029457i,0.021062-0.0094243i,0.011091-0.038249i,0.028015-0.029771i,0.002515-0.02154i,0.021842-0.0092786i,0.020842-0.0035848i,-0.0054008-0.0026729i,0.0056396+0.0041335i,-0.0082833+0.010478i,-0.0015892-0.00066861i,0.0036335-0.00089427i,0.0073552+0.0063447i,-0.00039223+3.9009e-05i,0.0023428+0.0048595i,0.0041777+0.0007508i,0.00067524-0.0078112i,0.00044868-0.0025394i,0.0017925-0.00010808i,-0.0088925-0.0023215i,0.0010575+0.0031492i,-0.0062724-0.0085793i,0.0021375+0.00016263i,-0.00040501+0.0050231i,-0.001223-0.00033498i,0.00030955-0.0049871i,-0.0018623+0.0012813i,-0.0014766+0.0016276i,-0.0051701+0.0010807i,-0.00095379+0.00045251i,-0.0011782+0.002043i,-0.00051924-0.00074807i,-0.011925-0.0044621i,0.0013642-0.00015388i,-0.0044422+0.003274i,-0.0019258+0.0022663i,0.0046383+0.0038063i,-0.00059151-0.00045535i,0.00018962-0.003062i,-0.0011364-0.0040214i,0.0023797+0.0030383i,0.0065487+0.00058318i,0.033289-0.020428i,-0.02614+0.024034i,0.0027013+0.034036i,-0.00047985+0.0049297i,0.007541-0.0051753i,0.0042082-0.0026299i,-0.0069064+0.0068998i
-0.008732-0.017194i,0.0014488-0.039878i,-0.018174-0.025818i,-0.013837-0.018497i,-0.034994-0.015566i,-0.02413+0.0063102i,-0.018947+0.004697i,-0.025432-0.007047i,-0.013028-0.013507i,-0.00038005-0.0033132i,-0.0017643+0.00041674i,-0.0019269+0.00085296i,-0.00010334+0.0025868i,-0.00032902+0.001765i,0.0015808-0.00064362i,-0.0013546-0.001502i,0.0027704+0.00070935i,0.002125-0.00059623i,0.00096129-0.00044233i,0.00062768-0.0010833i,-0.0011358-0.0020197i,-0.0014969+0.00045085i,-0.00072854-0.0010837i,-0.0014152-0.0015091i,-0.00039075-0.00048504i,0.00042553+0.00064153i,0.00096744-0.00052093i,0.0011929-0.00054531i,-7.9416e-05-0.00011005i,0.00041179+0.00019015i,-0.0029136+0.0013585i,-0.0010436-0.00035578i,0.00017983+0.0003179i,-0.00038173+0.00029337i,-0.0015352-0.00017574i,-0.0029472-0.0038791i,-1.0703e-05-0.00042053i,0.00013136-0.00061332i,9.2146e-05-0.00037509i,-0.0015324+0.0012923i,0.00067083-0.0025477i,-0.0001125-0.00011497i,0.00034194-0.00013793i,-0.0016394-0.00087752i,0.0072158-0.020716i,0.03169-0.020934i,0.04073-0.019513i,0.031021-0.033695i,0.019219-0.013298i,0.0035624-0.038433i,0.023416-0.034301i,-0.00079312-0.022726i,0.021482-0.013691i,0.017221-0.0094661i,-0.0069377-9.8643e-05i,0.0063806+0.0013157i,-0.0036208+0.012771i,-0.002354+0.0002848i,0.0033115-0.0009616i,0.0089453+0.0020801i,-0.00064484-0.00031708i,0.0037381+0.0063917i,0.0038357-0.00085787i,-0.0015596-0.0064523i,-0.00071782-0.0023872i,0.0018118-0.00095769i,-0.0076483+0.00095549i,0.0024818+0.002408i,-0.018425-0.006477i,0.001478+2.1779e-05i,0.0019798+0.0046029i,-0.0014119+0.00011453i,-0.0023725-0.0050204i,-0.0017461+0.0011176i,-0.0018592+0.00093277i,-0.0045022+0.0027516i,-0.0011352+0.0012354i,-0.0012794+0.0021273i,-0.0011431-0.00016535i,-0.011931-0.00012637i,0.00049326-0.0006289i,-0.0038528+0.0042659i,-0.0011322+0.0024309i,0.0067964+0.0011117i,-0.00021803-0.0002607i,0.00037765-0.0038859i,-0.001887-0.0039694i,0.0038696+0.0029009i,0.0064653+0.00013976i,0.029317-0.024651i,-0.022447+0.031251i,0.0067087+0.031876i,-0.0029846+0.0046738i,0.0042682-0.0045259i,0.0036797-0.0033812i,-0.0072319+0.0071908i
-0.011612-0.01547i,-0.0045182-0.040393i,-0.02154-0.022671i,-0.016455-0.016484i,-0.036593-0.0089266i,-0.022141+0.0097628i,-0.017722+0.0073962i,-0.026004-0.0034228i,-0.015627-0.012056i,-0.00056695-0.0035961i,-0.0013609+0.0004571i,-0.0011008+0.0011484i,0.0011883+0.0022709i,0.00046916+0.0016398i,0.001169-0.0011239i,-0.0015267-0.0016508i,0.0029455-0.0010453i,0.0015322-0.0011455i,0.00074552-0.00075297i,0.00052114-0.0012185i,-0.0017023-0.001346i,-0.0011419+0.00079412i,-0.0010646-0.0010422i,-0.0013514-0.0015033i,-0.00057734-0.00030367i,0.00068427+0.00048363i,0.00063653-0.00074089i,0.0010858-0.00073814i,-9.3737e-05-8.0744e-06i,0.00076467+0.00017209i,-0.0022805+0.0023599i,-0.001059-6.2675e-05i,0.00038154+0.00015865i,-0.00017129+0.00041621i,-0.0010922+0.00029503i,-0.0037303-0.0028976i,-3.1734e-05-0.00027425i,7.5596e-05-0.00056721i,3.7374e-05-0.0006855i,-0.00097022+0.0016551i,-0.0018886-0.00081584i,-4.6918e-05-0.00033663i,0.00036141-0.00063734i,-0.0012017-0.0007557i,0.0029351-0.021862i,0.028347-0.024367i,0.036818-0.024668i,0.024215-0.035856i,0.017537-0.015927i,-0.0035602-0.036352i,0.018219-0.038227i,-0.0035425-0.023911i,0.019968-0.01843i,0.01229-0.012527i,-0.0067171+0.0034427i,0.0056873-0.001468i,0.00045288+0.012603i,-0.0027557+0.0016867i,0.0034499-0.0010636i,0.008728-0.0011499i,-0.0011693-0.00045263i,0.0065318+0.0066043i,0.0027975-0.0013579i,-0.0027263-0.0049488i,-0.0014678-0.0018017i,0.0017761-0.001674i,-0.0060267+0.002971i,0.0034643+0.0011193i,-0.0082853+0.0083942i,0.001753+0.00033083i,0.0034711+0.0032583i,-0.0012652+0.00035454i,-0.0049415-0.0040064i,-0.0018812+0.0014356i,-0.001839+0.0014667i,-0.003157+0.0039536i,-0.000568+0.0018659i,-0.0012603+0.0029789i,-0.0011407+0.00035738i,-0.010643+0.0033143i,-0.00032284-0.00065213i,-0.0030736+0.0052745i,-0.00053686+0.0026144i,0.0064198-0.0036066i,0.00014062-0.00065i,-0.00024343-0.0049259i,-0.0028248-0.0035362i,0.0049745+0.0018968i,0.00678-0.00065572i,0.02488-0.028183i,-0.014391+0.036535i,0.010898+0.029412i,-0.0046022+0.0054859i,0.00216-0.0025363i,0.0030516-0.0035347i,-0.0074676+0.0078156i
