-0.022579-0.038829i,-0.0094677-0.050697i,-0.017036-0.046471i,-0.031117-0.036112i,-0.02958-0.017283i,-0.050867-0.029142i,-0.060407-0.026266i,-0.04547-0.039669i,-0.029618-0.037122i,0.0072823+0.013365i,-0.0058763+0.016561i,-0.0051269+0.015017i,0.010014+0.021785i,-7.7191e-05+0.0050411i,0.0035415+0.0032563i,0.0069608+0.018493i,0.027942+0.039909i,-0.0026958-0.0012033i,-0.004345-0.0058798i,0.0085387+0.0015642i,-0.00010483-0.0011383i,-0.00087339+0.0015357i,0.00019834-0.00048592i,-0.0314-0.0017097i,-0.0014843-0.0059292i,0.0016793+0.0048729i,0.0040116-0.00030991i,-0.00030555+0.00056284i,0.00056379-0.00064015i,-0.00020988-0.0027682i,-0.0016637-0.0063357i,-0.0049172-0.0044863i,-0.0019767-0.0053954i,0.0022618-0.00078236i,0.00254-0.0029724i,0.0027956+0.027346i,0.0019575-0.0031019i,0.0027099+0.00070262i,0.00613+0.0010147i,-0.010927-0.0034742i,-0.0031676+0.00059141i,0.006841+0.0014275i,0.0051634+0.00018818i,-0.003517+0.0052592i,0.0018331-0.0078445i,-0.011323+0.018482i,0.035865-0.091071i,0.012298-0.071127i,-0.015422-0.059982i,-0.017198-0.056035i,0.037623-0.048381i,0.016728-0.063685i,0.034786-0.05638i,0.031218-0.059564i,0.015321-0.013525i,0.0042086+0.016702i,0.015973-0.026902i,-0.011326+0.0063249i,-0.0007969+0.0059258i,-0.0052447-0.00041362i,-0.0029094-0.028244i,-0.024398+0.031569i,0.010198-0.011429i,-0.01289-0.0024696i,-1.8169e-05-0.0051484i,-0.0013428-0.015875i,-0.0077351+0.0052728i,0.0054579+0.0059645i,-0.007664+0.031239i,0.0055471+0.0060985i,-0.0052382-0.00095453i,-0.0031038-0.0002227i,-0.012058-0.0077949i,-0.00033303-0.004664i,-0.029433+0.0061793i,2.0909e-05-0.0099359i,-0.0092272-0.0018267i,-0.0067632-0.0029122i,0.0069732+0.0030699i,-0.0077489+0.00085671i,5.5805e-05+0.000757i,0.0057961+0.010662i,0.0039193+0.001579i,-0.0090077-0.010419i,0.0034771+0.0083459i,-0.021482+0.0058391i,0.0084514-0.00045598i,-0.028874-0.0036519i,-0.042476+0.0026561i,0.019756-0.096499i,-0.0020452-0.012158i,-0.054159-0.021738i,-0.023449+0.0013578i,0.018176+0.010494i,-0.024799+0.012836i,-0.01868-0.013058i
0.013686-0.0090271i,0.044586-0.011324i,0.0241-0.027103i,0.011878-0.021872i,0.015412-0.04126i,-0.019051-0.023613i,-0.0083633-0.016159i,-0.0013922-0.029268i,0.0070186-0.017743i,0.0046345-0.0020694i,0.0019094-0.0048545i,-4.2715e-06-0.0054624i,-0.0010749-0.0059865i,-0.00092021-0.003048i,-0.0013135+0.0010865i,0.0014136-0.0030249i,-0.0034876+0.0016959i,-0.00027119+0.0012711i,0.00029731+0.00031352i,0.0005497+0.0022331i,0.0015347+0.0018364i,0.0010791-0.00093283i,0.0019947+0.00047023i,-0.00095453+0.0027299i,-0.00088563+0.00056274i,-0.00050908+0.00039429i,-0.0015397+0.00018517i,-0.00063279+0.00032262i,0.00010117+6.0379e-05i,-0.00023614-0.0003315i,0.0023708-0.0019799i,0.0015619-0.00018496i,0.00047973-0.00083785i,0.00057049-0.0011231i,0.00091756+0.00067282i,0.0046444-0.0021135i,-5.7989e-05-9.4073e-05i,-0.00033122+0.0014112i,-8.0668e-05-0.00025127i,0.00051341+0.00050562i,0.0011139+0.00057157i,0.00063037+0.00074598i,-0.00024189-0.0028063i,0.00026606-0.0027549i,0.019298+0.0056043i,0.027299+0.040098i,0.036183+0.04085i,0.048368+0.029021i,0.016509-0.00046242i,0.036342-0.00092121i,0.03944+0.011453i,0.015679+0.0058415i,0.029638+0.022178i,-0.0034764+0.032947i,0.0066839-0.0047832i,0.0049346-0.0032863i,0.0067575-0.0037817i,0.007857+0.0038794i,0.0037525+0.0063097i,-0.0060954+0.0037071i,-0.0038415-0.0060054i,0.0040278+0.013387i,-0.0036152+0.00043904i,9.2543e-05+0.0056136i,-0.00047415+0.0015403i,0.002698-0.0031727i,0.0065987-0.00066476i,-0.0028319-0.00044467i,0.0042815-0.0025043i,-0.0059508-0.00053503i,-0.0014912+0.00036343i,0.00030369+0.00011994i,-0.0046117-0.0025498i,-0.0041788-0.0022185i,-0.0072256-0.0093515i,0.0032429-0.0018159i,-0.0047388+0.0018084i,-0.0016101+0.0012205i,-0.0041148+0.0028364i,0.0072361+0.0011797i,-0.0068566-0.0015819i,-0.0045339-0.0073835i,-0.0026809-0.0012843i,-0.0057637-0.00066068i,0.0039185-0.0033099i,0.0060607+0.00046322i,0.0030893-0.0011848i,0.0054194+0.0083014i,0.0062259+0.0054906i,0.041037+0.02668i,-0.031675-0.0041066i,-0.03694+0.0183i,-0.010064+0.020425i,0.0022136+0.0021663i,0.0091973-0.0061968i,-0.011219+0.00016645i
0.011246-0.010819i,0.041391-0.018614i,0.018722-0.030478i,0.0078562-0.02256i,0.0068026-0.043274i,-0.021614-0.019807i,-0.011687-0.015299i,-0.0062644-0.028076i,0.0036003-0.018312i,0.0040985-0.0031092i,0.00057681-0.0054806i,-0.00121-0.0047309i,-0.0028146-0.0048251i,-0.001546-0.0024204i,-0.00074744+0.0013423i,0.0010084-0.003221i,-0.0022036+0.0028218i,-0.00023237+0.0012388i,0.00016042+0.00029395i,0.0011999+0.0019819i,0.0021676+0.0014953i,0.00093491-0.0010763i,0.0019611-0.00017873i,0.0009092+0.0024583i,-0.00046906+0.00081361i,-0.00019001+0.00030915i,-0.0012233+0.0010351i,-0.00045545+0.00056244i,0.00012535+0.00013856i,-6.8467e-05-1.9823e-05i,0.0013328-0.0028708i,0.0014877-0.00068216i,0.00019111-0.0009125i,1.5996e-05-0.0011221i,0.0015057+0.00035704i,0.0039947-0.0029275i,-0.00014854+0.0001503i,0.00017044+0.0014151i,0.00016886+9.4213e-05i,0.00042635-0.00012267i,0.0011689+0.00024277i,0.00080248+0.00034501i,-0.00084543-0.0019349i,0.00071096-0.0023562i,0.019769+0.0029587i,0.033155+0.036313i,0.041378+0.033978i,0.051593+0.020035i,0.013896+4.0549e-05i,0.036624-0.0068788i,0.041177+0.0042211i,0.016551-0.00037237i,0.030144+0.012117i,0.0039048+0.029966i,0.0046526-0.0058554i,0.00090326-0.003579i,0.0044263-0.006486i,0.0070105+0.0010956i,0.0051671+0.0047729i,-0.0035401+0.0061669i,-0.0045896-0.0029161i,0.0060419+0.011399i,-0.0036655+0.0014229i,0.0030555+0.006095i,0.00043449+0.001714i,0.00046975-0.0034913i,0.0073312-0.0042355i,-0.002921+1.0019e-05i,0.0036616-0.0042047i,-0.0054424+0.0023965i,-0.0014822-0.00025733i,0.00010327-0.00046434i,-0.0044999+0.00031148i,-0.004287-0.00083308i,-0.0090409-0.0058699i,0.0018357-0.0027697i,-0.0034064+0.0028114i,-0.0016677+0.00074812i,-0.0025811+0.0039305i,0.0085171-0.0018215i,-0.0066316+0.0013557i,-0.0066455-0.0054109i,-0.0024348-0.00078657i,-0.0050787+0.0013865i,0.0015301-0.003672i,0.0060408-0.0023105i,0.0031259-0.0016874i,0.0073533+0.0059405i,0.0055281+0.0047662i,0.042051+0.017503i,-0.03074+0.0025817i,-0.034868+0.026301i,-0.0063398+0.018591i,0.0034535+0.0048556i,0.0067-0.0063076i,-0.012879+0.0023172i
0.00933-0.012253i,0.036684-0.025317i,0.012849-0.032451i,0.0043272-0.022429i,-0.0020264-0.043572i,-0.023634-0.015995i,-0.014726-0.01357i,-0.010493-0.026445i,0.00025217-0.01853i,0.0032781-0.0038792i,-0.0012277-0.0055145i,-0.0020436-0.0038194i,-0.0038564-0.0031774i,-0.0019016-0.0017334i,-0.00041766+0.0013089i,0.00053334-0.0033183i,-0.00057163+0.0029665i,-0.00030353+0.0014504i,0.00011327+0.00045488i,0.0017089+0.0013409i,0.0027671+0.00064414i,0.00063532-0.0014034i,0.001726-0.00082401i,0.0021672+0.0012941i,0.00012534+0.00086996i,-3.4341e-05+8.8179e-05i,-0.00057234+0.0014628i,-0.0002972+0.00075746i,0.00026004+0.00019306i,0.0001106+4.1639e-05i,7.6228e-05-0.0032357i,0.0011793-0.0011751i,-0.00021416-0.00086954i,-0.00028125-0.00086549i,0.0018887-0.00051864i,0.003266-0.0038161i,0.00016754+0.0003387i,0.00069073+0.0012935i,0.00047167-6.8653e-05i,5.0393e-05-0.00046801i,0.0012965-0.00020549i,0.00077458-7.2044e-05i,-0.00093167-0.0012285i,0.00082128-0.0028042i,0.020112-4.7884e-05i,0.040356+0.030194i,0.045633+0.026361i,0.052946+0.011066i,0.012859+0.00084225i,0.036344-0.013159i,0.041092-0.0027223i,0.016335-0.0054227i,0.027765+0.0048581i,0.0092462+0.026771i,0.0022668-0.006103i,-0.0019853-0.0016561i,0.00056514-0.0079183i,0.0052983-0.00069879i,0.0055676+0.0029719i,-0.0010545+0.0070937i,-0.0038399-0.00077907i,0.0068868+0.0088775i,-0.0034889+0.0035386i,0.0057322+0.0050331i,0.0011044+0.0012757i,-0.0010764-0.0026087i,0.006162-0.0068968i,-0.0026636+0.00060132i,0.0025163-0.0052271i,-0.0027308+0.0040938i,-0.002078-0.00040426i,-0.0003021-0.00053687i,-0.0031951+0.0019817i,-0.0035725+0.00054548i,-0.0097607-0.0024215i,0.00085346-0.0033462i,-0.0020381+0.0031141i,-0.0018059+0.0010843i,-0.00054985+0.0036947i,0.0078622-0.00566i,-0.0051579+0.0036405i,-0.0078996-0.0026388i,-0.0023216-0.00052706i,-0.0039971+0.0026903i,0.0005425-0.0030741i,0.0044777-0.0041076i,0.0031604-0.0023075i,0.0070772+0.0023613i,0.0052288+0.0044789i,0.042379+0.010149i,-0.027448+0.0078099i,-0.029293+0.033468i,-0.0043132+0.016731i,0.0064068+0.0055954i,0.0042822-0.0053036i,-0.012867+0.0049953i
0.0072848-0.013977i,0.031001-0.030283i,0.0073898-0.033672i,0.001591-0.022546i,-0.010556-0.04149i,-0.02506-0.012056i,-0.017464-0.011071i,-0.014505-0.024245i,-0.0027979-0.017864i,0.00221-0.0044141i,-0.0028843-0.0043377i,-0.0023628-0.0030728i,-0.0040191-0.0015005i,-0.0021107-0.0012007i,-6.7659e-05+0.0015064i,-2.4923e-05-0.0033208i,0.00037539+0.0023664i,5.4767e-05+0.0020274i,0.0003545+0.00072374i,0.0018817+0.000529i,0.0028166-0.00049267i,3.4798e-05-0.0016157i,0.0012143-0.0012441i,0.0025387-0.00058961i,0.00070918+0.00060163i,-0.00017793-7.6138e-06i,4.1375e-05+0.0015381i,8.2642e-05+0.00088808i,0.00035222+7.0301e-05i,0.00022764-2.9992e-05i,-0.0012285-0.0030122i,0.00073839-0.0014391i,-0.00046398-0.00063368i,-0.00045256-0.00073738i,0.0015175-0.001679i,0.0023563-0.004568i,0.00047523+0.00011105i,0.0011689+0.00092837i,0.0004848-0.00032148i,-0.00043298-0.00064437i,0.0011244-0.00064184i,0.00046691-0.00019546i,-0.00087009-0.00065719i,0.00046343-0.0029946i,0.020201-0.0033434i,0.045883+0.020617i,0.048749+0.018087i,0.053287+0.0027843i,0.013556+0.0020444i,0.034526-0.020396i,0.040107-0.0095711i,0.015196-0.010698i,0.025394+4.3337e-05i,0.014795+0.022778i,0.00046464-0.005372i,-0.0031646+0.0010639i,-0.0039526-0.0078158i,0.0037012-0.001558i,0.0053645+0.0017491i,0.0010514+0.0073762i,-0.0027603+0.00056695i,0.0069093+0.0060986i,-0.001004+0.0054854i,0.0080732+0.0024759i,0.0017666+0.00098332i,-0.0019097-0.0013692i,0.0040243-0.0093872i,-0.0021773+0.0007473i,0.001093-0.0061796i,-0.00072219+0.0034835i,-0.0029198-4.5361e-05i,-0.00036457-0.00053549i,-0.0016813+0.0031178i,-0.0027121+0.0010493i,-0.0089095+0.0010414i,-0.0004425-0.0039345i,-0.00071825+0.002785i,-0.0016688+0.0011619i,0.00074074+0.0027554i,0.005669-0.0091376i,-0.0026591+0.0049466i,-0.0072456+0.00011174i,-0.0025847-0.00030971i,-0.0029714+0.0036972i,-0.00010848-0.0026664i,0.002809-0.0046168i,0.0030211-0.0034683i,0.005216+0.00078734i,0.0055888+0.0044542i,0.041707+0.0028087i,-0.024219+0.0091959i,-0.021337+0.038011i,-0.0022455+0.016013i,0.0086372+0.0047321i,0.003568-0.0035688i,-0.011554+0.0070166i
0.0046532-0.015511i,0.025039-0.033696i,0.001625-0.034079i,-0.0016066-0.022802i,-0.017438-0.038003i,-0.025956-0.0081352i,-0.019449-0.0077807i,-0.01787-0.021472i,-0.0051724-0.016751i,0.00091954-0.0044221i,-0.0034318-0.0027966i,-0.0028062-0.002455i,-0.0036782-0.0002353i,-0.0024924-0.00044734i,0.00061494+0.0016508i,-0.00076251-0.0031379i,0.00076516+0.0021797i,0.0010189+0.0021387i,0.0006989+0.00057341i,0.0016438-0.0002258i,0.0023518-0.0014693i,-0.00048679-0.001648i,0.00077455-0.0014544i,0.0014787-0.0019003i,0.00090112-5.6579e-05i,-0.00035868+9.2266e-05i,0.00070688+0.0014673i,0.0004836+0.00081558i,0.00034323-0.00012472i,0.00028899-0.0001749i,-0.0022076-0.0023178i,0.0003102-0.0015564i,-0.00066462-0.00039233i,-0.00068136-0.00048431i,0.00023501-0.0021822i,0.0012892-0.0051677i,0.00043543-0.00015806i,0.0014304+0.00029492i,0.00046971-0.00047828i,-0.00097042-0.00054473i,0.00071935-0.0010275i,0.00030101-4.9153e-05i,-0.00064539-0.00038211i,7.2636e-05-0.0028641i,0.020139-0.0073i,0.048119+0.010175i,0.050151+0.0092596i,0.053301-0.0063558i,0.016177+0.0025455i,0.030602-0.0275i,0.037837-0.015873i,0.012159-0.015221i,0.022685-0.0033234i,0.019429+0.016874i,-0.00048352-0.0050722i,-0.0026992+0.0041969i,-0.0085649-0.0051729i,0.002137-0.001957i,0.005079+0.0007586i,0.0031666+0.0070561i,-0.0015837+0.0010067i,0.0058443+0.0042561i,0.0021282+0.0045041i,0.0092394-0.0014043i,0.002333+0.00015157i,-0.0017787+0.0003288i,0.00036971-0.011562i,-0.0023984+0.0011245i,-0.0007699-0.0066996i,-0.00024964+0.0031545i,-0.0034032+0.0010325i,-0.00057909-0.0005984i,0.0011202+0.0032844i,-0.0020639+0.00074273i,-0.0067547+0.0036669i,-0.0024022-0.0038348i,8.2525e-05+0.0020164i,-0.0014348+0.001396i,0.001164+0.0014679i,0.0020187-0.011736i,-0.00020179+0.0046611i,-0.0057528+0.0014441i,-0.002622+9.3317e-05i,-0.0013852+0.0047946i,-0.00084649-0.0018566i,0.0012346-0.0047888i,0.0019308-0.0044525i,0.0038246+0.00041812i,0.0063788+0.0038058i,0.039873-0.0037934i,-0.024791+0.0092286i,-0.013562+0.038773i,0.00034875+0.01414i,0.01011+0.0028343i,0.003975-0.0025702i,-0.009774+0.0083588i
0.0019952-0.016524i,0.019468-0.036046i,-0.003985-0.03341i,-0.0050978-0.022348i,-0.023869-0.033907i,-0.026244-0.0043421i,-0.020378-0.0042568i,-0.020682-0.018487i,-0.007025-0.01586i,0.00027681-0.0040115i,-0.0033258-0.001587i,-0.0031188-0.001494i,-0.0032316+0.00087028i,-0.0023227+0.00061348i,0.0012925+0.0012501i,-0.0013275-0.0025903i,0.0014904+0.0020254i,0.0017916+0.0015522i,0.00080542+0.00038395i,0.0012421-0.00055808i,0.0016914-0.0021713i,-0.0010675-0.0014951i,0.000246-0.0016641i,0.00036598-0.0023852i,0.00051157-0.0005785i,-0.00045643+0.00043877i,0.0013584+0.001007i,0.00072606+0.00055473i,0.00024815-0.00024187i,0.00012631-0.00016503i,-0.0028855-0.0014029i,-0.00024277-0.0015277i,-0.00071575+8.6116e-05i,-0.0006439-0.0001441i,-0.00044569-0.001766i,-2.4698e-05-0.0054442i,0.00037407-7.8794e-05i,0.0012883-0.00028895i,0.00042279-0.00072966i,-0.0013675-0.00011455i,0.00026486-0.0011538i,0.0003943-4.0677e-05i,-0.00041109-0.00015585i,-0.00024264-0.0028991i,0.018875-0.012339i,0.047825-0.00068562i,0.049884+0.00068097i,0.050567-0.016213i,0.020172-0.00019497i,0.024448-0.033132i,0.034766-0.021386i,0.0088909-0.017982i,0.021068-0.0046257i,0.021776+0.0096676i,-0.0020061-0.0048i,0.00017041+0.0062159i,-0.011128-0.0003804i,0.00065856-0.0018816i,0.004605-7.8881e-05i,0.004731+0.0058619i,-0.00073003+0.00068625i,0.0047451+0.0032405i,0.002747+0.0026646i,0.0076207-0.0053857i,0.0023766-0.0011422i,-0.00018101+0.0013734i,-0.0049044-0.010378i,-0.0022194+0.0024332i,-0.0034165-0.0063664i,0.0012538+0.0032783i,-0.003426+0.002557i,-0.00074317-0.00049028i,0.0036124+0.00047363i,-0.0019699+0.00050964i,-0.0036078+0.0043561i,-0.0042773-0.0024672i,0.000183+0.0010811i,-0.0015063+0.0014208i,0.001305+0.00043078i,-0.0031393-0.012693i,0.0015157+0.0032551i,-0.0049734+0.001873i,-0.002847+0.00062096i,0.0010885+0.0049167i,-0.00057935-0.00082568i,6.6347e-05-0.004041i,0.00069726-0.0048385i,0.002562+0.00059886i,0.0066873+0.0028464i,0.037304-0.0091283i,-0.026842+0.01241i,-0.0072909+0.03822i,0.0017406+0.011119i,0.011051+0.00056933i,0.004353-0.0027759i,-0.0078145+0.0086316i
-0.0010582-0.017463i,0.013994-0.03795i,-0.0092293-0.03193i,-0.0081762-0.021367i,-0.02926-0.028297i,-0.026116-0.00057364i,-0.020557-0.0010253i,-0.023163-0.015126i,-0.0088869-0.015422i,-2.4239e-06-0.0038552i,-0.0030118-0.00063595i,-0.0030325-0.00045164i,-0.0023789+0.001761i,-0.0016976+0.0013082i,0.0016354+0.00065172i,-0.0015144-0.0019488i,0.0021407+0.0013661i,0.002139+0.00078686i,0.00095508+0.00020429i,0.0010077-0.00068863i,0.00075752-0.0026052i,-0.0016674-0.0010044i,-0.00028849-0.0014708i,-0.0004667-0.0022508i,0.00020716-0.00065435i,-0.00020578+0.00079711i,0.001507+0.00027724i,0.00090235+0.00026359i,0.00010823-0.00032791i,0.00010781+5.7449e-05i,-0.003166-0.00031771i,-0.00067473-0.0012022i,-0.00043199+0.0004521i,-0.00050256+6.0714e-05i,-0.00078707-0.0015084i,-0.0013821-0.0051969i,0.00053358-0.00023437i,0.00098735-0.0006607i,9.6234e-05-0.00077632i,-0.0015288+0.00046501i,-0.00014957-0.0012057i,0.00031405-0.00013071i,-0.00017085-4.0319e-05i,-0.00086915-0.0027934i,0.015501-0.016741i,0.044341-0.010638i,0.048061-0.0073916i,0.045078-0.024546i,0.021935-0.0053384i,0.017696-0.036841i,0.031465-0.026382i,0.0059571-0.020364i,0.021694-0.0061655i,0.022356+0.0030298i,-0.003971-0.0041102i,0.0034428+0.0057379i,-0.010888+0.0052895i,-0.00058452-0.0014805i,0.0041635-0.00059192i,0.0058406+0.0048246i,-0.00035949+0.00016367i,0.0031811+0.0031576i,0.0031061+0.0020661i,0.0041601-0.0076994i,0.0014491-0.0021869i,0.0012131+0.00085395i,-0.0079929-0.0064153i,-0.00076858+0.0032921i,-0.0054033-0.004424i,0.0023579+0.0018674i,-0.0023623+0.0042161i,-0.00086736-0.00046837i,0.0030616-0.0028809i,-0.0021376+0.00072123i,-0.001652+0.0031981i,-0.0048569-0.00069879i,-0.00031953+0.0004633i,-0.0015608+0.0018673i,0.00071595-0.00068748i,-0.0087041-0.010459i,0.0020034+0.0013333i,-0.004771+0.0025004i,-0.0027522+0.0017203i,0.0030775+0.0038269i,-0.00018511-0.00088112i,-0.0001436-0.0028901i,-0.00044023-0.0049591i,0.0015602+0.0014495i,0.0067404+0.0018814i,0.035558-0.013926i,-0.027311+0.017653i,-0.0016497+0.03682i,0.0013562+0.0079584i,0.010653-0.0028539i,0.0040424-0.0028102i,-0.0066265+0.0078983i
-0.0047921-0.017613i,0.0084411-0.039226i,-0.014204-0.029654i,-0.011143-0.02037i,-0.032912-0.021928i,-0.025517+0.0030564i,-0.020318+0.0020083i,-0.025042-0.01138i,-0.011167-0.014775i,-0.00048098-0.0039314i,-0.0024143+0.00011232i,-0.0025363+0.00029628i,-0.0013188+0.0022872i,-0.0010081+0.0016344i,0.0017936+3.8778e-05i,-0.0013914-0.0015698i,0.00246+0.00083024i,0.0022981-1.7194e-05i,0.0010434-0.00010246i,0.00085709-0.00092771i,-0.00037035-0.0025317i,-0.0018585-0.00027224i,-0.00061088-0.0011924i,-0.0010049-0.0019163i,1.2584e-05-0.00068324i,0.00015658+0.00085552i,0.0012344-0.00029852i,0.00098535-0.00013261i,-8.1342e-05-0.00030022i,0.00017529+0.00013584i,-0.0030988+0.00085096i,-0.00085981-0.00082777i,4.31e-05+0.00050664i,-0.0004415+0.00011983i,-0.0012906-0.0011129i,-0.0025104-0.0043861i,0.00033927-0.00051583i,0.00062418-0.00084268i,-7.6432e-05-0.00046008i,-0.0015212+0.001055i,-0.00077317-0.00099015i,0.00014198-0.0002158i,6.3855e-05-7.3631e-05i,-0.001433-0.0021412i,0.011166-0.019666i,0.038447-0.018093i,0.044807-0.014536i,0.038254-0.030555i,0.021377-0.010038i,0.010356-0.039025i,0.027671-0.031348i,0.0023442-0.02242i,0.022684-0.0095889i,0.02133-0.0041267i,-0.0059034-0.0024454i,0.0055518+0.0036584i,-0.0078516+0.0097342i,-0.001427-0.00079413i,0.0035231-0.0009589i,0.0071504+0.0034434i,-0.00051376-0.00018078i,0.0027759+0.0043597i,0.0038928+0.00081263i,0.00081341-0.007641i,0.00044387-0.0024731i,0.0017777-0.00012452i,-0.0086298-0.0023781i,0.00088958+0.0032647i,-0.0063443-0.00203i,0.0019889+0.00052651i,-0.00030483+0.005065i,-0.0012421-0.00038694i,0.00057673-0.0048691i,-0.0021127+0.0010411i,-0.0010643+0.0017844i,-0.0048687+0.001086i,-0.0010074+0.00058041i,-0.0011836+0.0021301i,-0.00056081-0.00080383i,-0.01159-0.0059733i,0.0014622+5.6112e-05i,-0.0043098+0.0031626i,-0.0019081+0.0024205i,0.0044901+0.0017694i,-0.00046735-0.00076504i,0.00054348-0.0028061i,-0.00143-0.0045797i,0.0022481+0.0031597i,0.0064357+0.0011418i,0.032309-0.01921i,-0.026272+0.023684i,0.0031375+0.034611i,-0.00046558+0.0058456i,0.0073754-0.0051565i,0.004232-0.0032558i,-0.0067087+0.0073237i
-0.008299-0.016542i,0.0029902-0.040075i,-0.018372-0.026372i,-0.014102-0.01873i,-0.035334-0.015797i,-0.024476+0.0067676i,-0.019562+0.005054i,-0.026078-0.0075796i,-0.013672-0.013637i,-0.00099744-0.0037857i,-0.0017303+0.00027371i,-0.0019656+0.0008644i,-0.00016853+0.0025285i,-0.00038275+0.0017703i,0.0016058-0.00059373i,-0.0012949-0.0015339i,0.0030834+6.5358e-05i,0.0020319-0.00081326i,0.00093919-0.00049885i,0.00061052-0.0010564i,-0.001186-0.0020503i,-0.0015753+0.00036167i,-0.00074739-0.0010413i,-0.0011234-0.0016184i,-0.00029163-0.00078429i,0.00048987+0.00069143i,0.00093399-0.00055098i,0.00083788-0.00036455i,-0.00018918-0.00015402i,0.00031228+0.00026121i,-0.0025452+0.0018859i,-0.00097366-0.00055971i,0.00024722+0.00031436i,-0.00040698+0.00032594i,-0.0014955-0.0003786i,-0.0032114-0.0032683i,7.8205e-05-0.00049591i,0.00025006-0.00084557i,0.00011961-0.00037411i,-0.0011425+0.0017496i,-0.0010301-0.00047747i,0.00017222-0.00015915i,0.00026467-0.00017421i,-0.0013851-0.001573i,0.0067677-0.0214i,0.032867-0.022332i,0.040964-0.020387i,0.031188-0.034414i,0.019425-0.013886i,0.002814-0.03909i,0.022834-0.03563i,-0.0010952-0.023352i,0.022517-0.014076i,0.017369-0.010248i,-0.0071798+0.00021936i,0.0060659+0.00094891i,-0.0035659+0.012061i,-0.0022526+0.00021344i,0.0031893-0.00089991i,0.0080149+0.0014137i,-0.00073631-0.00048805i,0.0038776+0.0055605i,0.0035972-0.0007278i,-0.001274-0.0064169i,-0.00066465-0.0023959i,0.0017526-0.00092212i,-0.0072749+0.00084904i,0.0023631+0.0025715i,-0.0061576+0.00054988i,0.001388+0.00034306i,0.0019695+0.0045238i,-0.001419+9.114e-05i,-0.0021458-0.0051629i,-0.00195+0.0011236i,-0.0017996+0.0012634i,-0.0042552+0.0027989i,-0.0011816+0.0013835i,-0.0011455+0.00228i,-0.0012442-0.00023057i,-0.012196-0.0015637i,0.00052623-0.00065809i,-0.0038358+0.0040023i,-0.0010627+0.002541i,0.0048279-0.00073134i,-0.00023912-0.00049602i,0.00064005-0.0038022i,-0.0024083-0.0044448i,0.0036968+0.003119i,0.0067692+0.00057562i,0.028887-0.023143i,-0.02254+0.031044i,0.0071198+0.032307i,-0.0028558+0.0056547i,0.0039799-0.004307i,0.0034611-0.0042342i,-0.0070319+0.0073542i
-0.011056-0.014921i,-0.0030875-0.040955i,-0.021736-0.02318i,-0.016783-0.016675i,-0.036915-0.0090753i,-0.022448+0.010227i,-0.018219+0.0077902i,-0.026781-0.0038463i,-0.016256-0.012108i,-0.0013624-0.0038495i,-0.0014585+0.00027279i,-0.0011452+0.0011542i,0.0010886+0.0023086i,0.00045245+0.001613i,0.0012176-0.0011074i,-0.0014528-0.0016385i,0.003284-0.001367i,0.0014248-0.0013367i,0.00069025-0.00080689i,0.00051426-0.0011691i,-0.0017613-0.0013459i,-0.0012029+0.00075634i,-0.001037-0.00093078i,-0.0011184-0.0017993i,-0.00070408-0.0005995i,0.00072658+0.00045652i,0.00058308-0.00077665i,0.00068313-0.00053086i,-0.00015443+1.9498e-05i,0.00065032+0.00027885i,-0.0016702+0.0027191i,-0.0010752-0.00022675i,0.00043325+8.9857e-05i,-0.00017271+0.00045779i,-0.0011067+0.00014536i,-0.003534-0.0021877i,6.9314e-05-0.00035032i,4.7773e-05-0.00068715i,0.00012183-0.00064539i,-0.00045575+0.0020528i,-0.00092084+3.3991e-05i,0.00017846-0.00038913i,0.0003358-0.00052832i,-0.0012124-0.0013569i,0.0022625-0.022232i,0.028582-0.025938i,0.036774-0.025505i,0.024263-0.036362i,0.017723-0.016488i,-0.0042419-0.036833i,0.01745-0.039385i,-0.0038387-0.024451i,0.021141-0.018923i,0.012097-0.013429i,-0.0068014+0.0037799i,0.0053761-0.0016102i,0.00054741+0.012217i,-0.0025386+0.0015283i,0.0035588-0.0010303i,0.0081312-0.001145i,-0.0013002-0.00058094i,0.006276+0.0055779i,0.002599-0.0010353i,-0.0025375-0.004974i,-0.0014658-0.0018176i,0.0016944-0.0016186i,-0.0058923+0.0025038i,0.0033828+0.0012803i,-0.0050645+0.002541i,0.001725+0.00074586i,0.0033702+0.0031269i,-0.0012654+0.00034999i,-0.0048733-0.0041652i,-0.0021067+0.001456i,-0.0021921+0.0018928i,-0.0030116+0.0040033i,-0.00049897+0.0018909i,-0.0010216+0.0029281i,-0.0013197+0.0003903i,-0.011551+0.002137i,-0.00037191-0.00073495i,-0.0029443+0.0051855i,-0.00059193+0.0026182i,0.0041114-0.0033551i,0.00017544-0.00085275i,-0.00011234-0.004699i,-0.0036184-0.0038174i,0.0048324+0.0023222i,0.0072814-0.00048653i,0.024915-0.026551i,-0.01455+0.036258i,0.011474+0.029299i,-0.0043661+0.0065592i,0.0022708-0.0022342i,0.00201-0.0042627i,-0.0072203+0.0078461i
