-0.023302-0.019697i,-0.031669-0.034358i,-0.022868-0.019981i,-0.032022-0.020419i,-0.024359+0.0036982i,-0.028736-0.018495i,-0.055042-0.04874i,-0.041025-0.044817i,-0.029926-0.020057i,0.0053107+0.0057996i,-0.0035055+0.0061294i,-0.010847+0.011687i,0.0041171+0.0070926i,-0.0038642-0.0027816i,0.0028864+0.001951i,0.0013068+0.029493i,0.018561+0.024991i,-0.00016573+0.00043135i,-0.0028944-0.0028615i,0.0080975+0.003929i,0.0018206+0.00043849i,-0.00030835+0.0022849i,-0.00076294+0.00019662i,-0.031366-0.0012132i,-0.0034069-0.0048047i,-0.00018756+0.002578i,0.0046868-0.0012354i,0.0007151-0.00020342i,-0.00068964-0.00046643i,-0.0012006-0.0019033i,-0.0022107-0.00048277i,-0.0041297-0.0043617i,-0.0040208-0.0057788i,0.00046644-0.0013532i,0.0006628-0.0028139i,-0.0045057+0.025053i,0.0018496-0.0032234i,0.0025837-0.0038744i,0.0045901-0.0023119i,-0.0059119-0.0029569i,0.0007122+0.0012845i,0.00099344-0.00089452i,-0.0021028+0.00049272i,-0.0030197+0.0013331i,-0.0084717-0.0036565i,-0.018221+0.021469i,-0.0086878-0.086595i,-0.0024515-0.061647i,-0.021013-0.054279i,-0.011266-0.045661i,0.052848-0.026868i,0.023355-0.067139i,0.040567-0.055104i,0.019407-0.039915i,0.025545-0.020584i,0.01228+0.012005i,0.025025-0.02878i,-0.010136+0.00027375i,-0.0011899-0.0004636i,-0.0086962-0.0011944i,-0.004849-0.029067i,-0.021435+0.027059i,0.0073522-0.0096272i,-0.010077-0.0033138i,-0.002689-0.0016645i,-0.0011438-0.014433i,-0.0086491+0.0052369i,0.0062246+0.010205i,-0.013577+0.030865i,0.0063533+0.0074045i,-0.0034328-0.0016332i,-0.00227-0.0017531i,-0.012612-0.0058216i,0.00033477-0.0042404i,-0.034363+0.00061471i,0.003103-0.0087374i,-0.0079577-0.001987i,-0.0049054-0.0031078i,0.0067558+0.0020718i,-0.010447+0.00066436i,0.0023794-0.00069849i,0.0062717+0.0082573i,0.0050507+0.0012329i,-0.007819-0.009684i,0.0031879+0.0076193i,-0.021397+0.0079138i,0.0029756+0.0054513i,-0.020988-0.0092554i,-0.026843-0.0048539i,0.0097995-0.062496i,0.018899-0.015373i,-0.049767-0.028847i,-0.021713+0.00046382i,0.018995+0.010619i,-0.026627+0.011752i,-0.012831-0.0075277i
0.0021356-0.0069678i,0.0075427-0.032163i,-0.015368-0.016636i,-0.010646-0.015478i,-0.011176-0.016516i,-0.010589-0.012704i,0.015352-0.013839i,0.012746-0.0174i,-0.0058494-0.0070958i,0.0029601+0.00032369i,0.00010513+0.0004539i,-0.00088004+0.00070213i,0.001224-0.00070555i,0.00079198-0.0007021i,-0.0012782-0.0016064i,0.0029376-0.0052691i,-0.001735+0.0012656i,-0.00062758+0.0002986i,0.00014778-0.00048703i,7.0063e-05+0.0012584i,-0.00014685+0.0012089i,-0.00045557-0.00012057i,0.0012095+0.00062034i,-0.002958+0.0028018i,5.6599e-05+0.0003379i,1.9599e-05+0.00021281i,-0.00058111+0.00027973i,-4.0902e-05+0.00025846i,0.00019686-5.7047e-05i,0.00036263-0.00025631i,0.00039359-0.00012926i,0.001397+0.00038749i,0.00018511-6.8959e-05i,-1.2986e-05-0.00063651i,0.00047317+0.00064968i,0.0078476-6.1184e-05i,0.00035318-0.0001428i,0.00095782+0.00039986i,0.00014274-0.00062425i,0.00082503-0.0011622i,-8.5126e-05+0.0007551i,0.00010458-0.00018339i,-0.00034968-0.0013664i,-0.00079695+0.001043i,-0.0071371-0.0080597i,0.0015512+0.021641i,0.029925-0.0005282i,0.030908-0.0043851i,0.0089768-0.016983i,0.030373+0.0072171i,0.022785+0.029373i,0.027307+0.019214i,0.018774+0.033385i,-0.022803+0.014672i,-6.7007e-05-0.0085526i,0.0021757-0.0051334i,0.0061919-0.0066158i,0.0093226+0.0016086i,0.0031978+0.0055395i,-0.0055106+0.0066783i,-0.001967-0.0053293i,0.0040144+0.0093788i,-0.0032792-0.0016079i,0.00057498+0.003336i,1.0114e-05+0.00054098i,0.0016407-0.0035022i,0.0065047-0.001783i,-0.002826-0.00072281i,0.004709-0.00075237i,-0.0064273-0.00094245i,-0.0018736-0.00010713i,4.3734e-05+0.00012193i,-0.0047553-0.0022599i,-0.0028838-0.0020419i,-0.011742-0.010585i,0.0024421-0.0018446i,-0.0043992+4.2203e-05i,-0.0015461+0.001607i,-0.0049752+0.0024618i,0.0052855+0.0014671i,-0.0080214-0.0016838i,-0.0025519-0.0063999i,-0.0027325-0.0016575i,-0.0057193-0.00048595i,0.0056334-0.0034048i,0.0042258+0.001459i,0.0024891-0.0024973i,0.0014154+0.0054255i,0.0029753+0.001599i,0.011668+0.0063435i,-0.025442+0.0020751i,-0.032027+0.015854i,-0.01383+0.023072i,0.0027916+0.0022598i,0.0067574-0.0065379i,-0.014398+0.0084273i
0.00079162-0.0072172i,0.0019765-0.033024i,-0.018084-0.013623i,-0.013231-0.012619i,-0.014304-0.014475i,-0.011941-0.010877i,0.011496-0.01718i,0.0095184-0.018228i,-0.0074053-0.0063804i,0.0035435-0.00082442i,0.00041551+0.00014865i,-0.00023269+0.0011214i,0.00071438-0.00094636i,0.00079946-0.00069245i,-0.0013358-0.0012433i,0.0019166-0.0055597i,-0.0005698+0.0017794i,-0.00062388+0.0002239i,-0.00014671-0.00049774i,0.00041198+0.0011152i,0.00019809+0.0014991i,-0.00039622+8.8425e-05i,0.0013432+0.00015091i,-0.0010491+0.0032642i,0.00038851+0.00040825i,0.00018061+0.00017391i,-0.00043274+0.00085396i,5.2302e-05+0.00039963i,0.00018081-2.2748e-05i,0.00040932-0.00019867i,0.000185-0.00027158i,0.0016781-0.00029705i,0.000295-8.1885e-05i,-0.00032561-0.00045209i,0.0010416+0.00059101i,0.007723-0.0034276i,0.00017116-5.7922e-05i,0.0011359+1.8287e-05i,7.9899e-05-0.00040822i,0.0003647-0.0019061i,0.00036824+0.00064565i,-1.1387e-05-0.00038319i,-0.00086701-0.0008011i,0.00036858+0.001056i,-0.0081705-0.0063376i,0.0047818+0.022252i,0.029904-0.0046843i,0.02939-0.010425i,0.003869-0.014565i,0.033227+0.0015634i,0.028418+0.023907i,0.029844+0.011757i,0.021655+0.024489i,-0.017252+0.014629i,-0.0023243-0.0074649i,-0.0012353-0.0051194i,0.0030884-0.0086392i,0.0077296-0.0011207i,0.0040475+0.0040912i,-0.0019244+0.0086245i,-0.0027088-0.0024256i,0.0051533+0.0077385i,-0.0037244-0.00036108i,0.0017717+0.0039845i,0.00089047+0.00048894i,-0.00045871-0.003321i,0.0065342-0.0052769i,-0.0035381-0.00016976i,0.0045376-0.0029753i,-0.0065104+0.0023919i,-0.0021647-0.0014716i,-5.5783e-05-0.00046626i,-0.0045527+0.00087112i,-0.0029087-0.0013103i,-0.013181-0.0049043i,0.00083743-0.0023243i,-0.0039046+0.0013072i,-0.0016132+0.001188i,-0.0035805+0.0041108i,0.0063384-0.00059083i,-0.0077176+0.0015109i,-0.0043693-0.0049863i,-0.0025824-0.0013222i,-0.005279+0.0015588i,0.0030397-0.0044021i,0.0050089-0.00017744i,0.0021903-0.0026045i,0.0029749+0.0040654i,0.0017367+0.0014252i,0.01076+0.0016179i,-0.024279+0.0075214i,-0.030318+0.023497i,-0.0098031+0.022245i,0.0042843+0.004778i,0.0043759-0.0061709i,-0.014257+0.010676i
-7.4954e-05-0.007456i,-0.0040614-0.033033i,-0.019919-0.010198i,-0.014685-0.0094647i,-0.017202-0.011879i,-0.013056-0.0091187i,0.0073189-0.019492i,0.007024-0.01907i,-0.0089681-0.0049662i,0.0031107-0.0016874i,0.00032804-0.00024242i,0.00055487+0.0012703i,0.00020915-0.00081705i,0.00091801-0.00082907i,-0.0014546-0.00097889i,0.000702-0.0056775i,0.0002323+0.0016445i,-0.00085187+0.00025664i,-0.00036278-0.00031324i,0.00068041+0.0007367i,0.00099022+0.0012937i,-0.00042246+0.00011486i,0.0012424-0.00032761i,0.00069378+0.0028109i,0.00074098+0.00032776i,0.00033515+9.4053e-06i,8.2218e-05+0.0010711i,0.00023004+0.00048232i,0.00018897+2.4387e-05i,0.00041168-0.00034501i,2.8636e-05-0.00027789i,0.0014322-0.001182i,0.00023232-0.00020474i,-0.00044725-0.00011834i,0.0014771-0.00027478i,0.0045253-0.0050872i,0.00030694+8.0883e-05i,0.0010109-0.00049972i,9.3507e-05-0.00039525i,-0.00044053-0.0022479i,0.00074296+0.0003148i,-0.00029113-0.00043772i,-0.001036-0.00021145i,0.00089739+0.00042408i,-0.0086631-0.0049089i,0.0099438+0.022117i,0.029623-0.0093737i,0.026553-0.015736i,0.0010175-0.011086i,0.035088-0.0051437i,0.031836+0.017352i,0.031619+0.0050678i,0.021416+0.017398i,-0.013493+0.01488i,-0.004134-0.0058978i,-0.0042236-0.0033806i,-0.0013272-0.0093022i,0.0054484-0.0025776i,0.0040146+0.0026128i,0.00084107+0.0086275i,-0.0018412-0.00078088i,0.0055332+0.0058919i,-0.0041138+0.0019733i,0.0033246+0.0036795i,0.0011802-0.0001258i,-0.0017705-0.0022382i,0.0048136-0.007783i,-0.00327+0.00095977i,0.0036542-0.0044268i,-0.0031982+0.0044081i,-0.0028477-0.0016173i,-0.00053991-0.00059755i,-0.0029312+0.0025505i,-0.0025291-0.00058078i,-0.012503-0.00019864i,9.3996e-05-0.002533i,-0.0028827+0.0022041i,-0.0016262+0.0015771i,-0.0014067+0.0044207i,0.0058812-0.0029828i,-0.0061847+0.0039846i,-0.0054626-0.0032362i,-0.0027777-0.0010771i,-0.0041495+0.0027958i,0.0018868-0.0039964i,0.0044141-0.0017809i,0.0019442-0.0031682i,0.0022534+0.0017375i,0.0011299+0.0015692i,0.0099619-0.0011722i,-0.021013+0.011967i,-0.024817+0.03069i,-0.0068955+0.021311i,0.0072744+0.0049308i,0.0024444-0.0048144i,-0.012693+0.013131i
-0.0011119-0.0079336i,-0.0097659-0.031335i,-0.02116-0.0070219i,-0.015178-0.0066021i,-0.019547-0.0082679i,-0.014074-0.0072869i,0.0025373-0.020656i,0.00427-0.019803i,-0.0095699-0.0031414i,0.0024705-0.0017861i,-3.0073e-05-0.00016062i,0.0014296+0.00061215i,-5.4261e-06-0.00050877i,0.00086969-0.0012491i,-0.0015755-0.00052356i,-0.00045-0.0053946i,0.00048095+0.0013661i,-0.0010376+0.0006759i,-0.0003516+8.9549e-06i,0.00075159+0.00025998i,0.0012771+0.00068692i,-0.00060019+0.00026594i,0.00088126-0.00071092i,0.0019179+0.001397i,0.0010953-0.00016212i,0.00024673-0.00020371i,0.00049837+0.00098418i,0.00052156+0.00037297i,0.00022046+2.8086e-05i,0.00027505-0.00043725i,-6.9806e-05-0.00024364i,0.001001-0.001303i,0.0001526-0.00031012i,-0.00030475+3.8223e-05i,0.0010737-0.0013411i,0.0036306-0.0056791i,0.0005821-7.3444e-05i,0.00083139-0.00077161i,1.7722e-05-0.00040365i,-0.0014831-0.002348i,0.00075595-0.00012996i,-0.00056183-0.00017654i,-0.0010532+0.0007388i,0.0008822+3.426e-05i,-0.0087136-0.0038312i,0.015918+0.018743i,0.028662-0.014103i,0.02371-0.020071i,0.0012104-0.0068344i,0.035162-0.01327i,0.033792+0.010773i,0.032118-0.0026949i,0.020449+0.012576i,-0.0086221+0.014351i,-0.0050584-0.0036318i,-0.0059499-0.00033786i,-0.0059765-0.0084035i,0.0035435-0.0029531i,0.00365+0.0020703i,0.002846+0.0079291i,-0.00091458-0.00022577i,0.0050813+0.0032397i,-0.0018764+0.0044242i,0.0048673+0.0027285i,0.0016112-0.00059935i,-0.0022884-0.00095971i,0.0023265-0.0097044i,-0.0026612+0.001582i,0.0024391-0.0059385i,-0.00080562+0.0036725i,-0.003889-0.0010234i,-0.00079553-0.00055935i,-0.0012131+0.003554i,-0.0022459-0.0004345i,-0.010375+0.003885i,-0.00092554-0.0029416i,-0.0016495+0.0022864i,-0.001238+0.0017254i,0.00024057+0.0035635i,0.0050647-0.0055495i,-0.0035747+0.0055012i,-0.0055878-0.0011166i,-0.0031881-0.00067389i,-0.0033947+0.003671i,0.00069265-0.0038012i,0.0035296-0.0023577i,0.0014215-0.0039103i,0.00075277+0.0017185i,0.00091688+0.0020734i,0.0089156-0.0042405i,-0.017589+0.013116i,-0.016621+0.034371i,-0.003677+0.021176i,0.0088155+0.0041143i,0.0019143-0.0030742i,-0.010313+0.014784i
-0.0025728-0.0083354i,-0.014791-0.028578i,-0.022055-0.0035165i,-0.015457-0.0042858i,-0.020441-0.0043697i,-0.014861-0.0053446i,-0.001983-0.020186i,0.0016389-0.01998i,-0.0093664-0.001727i,0.0011174-0.002398i,-1.9035e-05+0.00010698i,0.0014026-0.00026945i,1.5094e-05-0.00030877i,0.00025026-0.0013696i,-0.0013418-1.1159e-05i,-0.0015946-0.0047165i,0.00062202+0.001279i,-0.00079347+0.0011578i,-0.00030339+8.3739e-05i,0.00049665-0.00011675i,0.0013246+7.7044e-05i,-0.00057744+0.00052048i,0.00057101-0.00094456i,0.0017575-0.00019782i,0.0010191-0.0010098i,4.1169e-05-0.00029121i,0.00081376+0.00069909i,0.00073881-6.7247e-06i,0.00019235-1.8104e-05i,9.0004e-05-0.00045177i,-0.00010421-0.00010263i,0.00077498-0.0013949i,-0.00012542-0.00035462i,-0.000281+0.00010803i,-4.4821e-06-0.0016578i,0.0024672-0.0065936i,0.00050692-0.00043243i,0.00032684-0.0014148i,7.8479e-05-0.00031648i,-0.0026506-0.0018784i,0.00058647-0.00047451i,-0.00059806+0.00016387i,-0.00062426+0.0013783i,0.00091179-0.00026098i,-0.0083434-0.0031962i,0.019768+0.013077i,0.026985-0.019111i,0.020777-0.023804i,0.0045576-0.0038792i,0.032504-0.021743i,0.034498+0.0043959i,0.029943-0.01014i,0.018929+0.0096896i,-0.0042895+0.011984i,-0.0046894-0.0020827i,-0.0057596+0.0033384i,-0.010742-0.0049722i,0.002136-0.0029649i,0.0033545+0.0016426i,0.0071953+0.0073944i,1.3938e-05-0.00043623i,0.0034867+0.002098i,0.0013795+0.0036913i,0.0067097+0.00072089i,0.0017116-0.001485i,-0.0020547+0.00078131i,-0.0010858-0.01122i,-0.0024512+0.0025331i,0.00057704-0.00723i,-0.00061794+0.0031259i,-0.0045062+0.00015202i,-0.0010329-0.0004205i,0.0015978+0.0036726i,-0.0023534-0.00070899i,-0.0067857+0.0065164i,-0.0027218-0.0026835i,-0.00079379+0.001885i,-0.00077045+0.0018613i,0.00099953+0.0024748i,0.0029057-0.0082381i,-0.000893+0.0053787i,-0.004688+0.00022078i,-0.0031642+0.00013467i,-0.0021354+0.0050527i,-0.00052497-0.0029416i,0.0026258-0.0029558i,0.00025746-0.0042815i,1.1989e-05+0.0022603i,0.0010167+0.0023828i,0.0071053-0.0065417i,-0.017771+0.01277i,-0.0090513+0.033893i,0.0002759+0.019485i,0.010243+0.0023974i,0.0023992-0.0019135i,-0.0071462+0.015398i
-0.0039177-0.0083193i,-0.018839-0.025136i,-0.022159+0.00019401i,-0.015461-0.0018481i,-0.020746-0.00077353i,-0.015291-0.003339i,-0.0055121-0.019046i,-0.00081555-0.020343i,-0.0089707-0.0010492i,0.00081107-0.0023636i,0.00020787+0.00027555i,0.0010921-0.00071998i,1.6204e-06-0.00017743i,2.9725e-05-0.0010824i,-0.0010267+0.00012118i,-0.0020932-0.0036168i,0.00099778+0.00104i,-0.00012774+0.0013146i,-0.00024139+0.0002531i,0.00027742-0.00012817i,0.0011751-0.00049653i,-0.00035679+0.00067517i,0.00018909-0.0011178i,0.0011942-0.0013194i,0.00052854-0.0013804i,-0.00021928-0.00013996i,0.0010457+0.00040475i,0.0006903-0.00030279i,0.00019776-7.5822e-05i,-0.00015192-0.0003623i,-5.8976e-05-7.163e-05i,0.00021509-0.0013378i,-0.00023355-6.0751e-05i,-0.00014096+0.00021117i,-0.00058606-0.0011271i,0.00077945-0.0070193i,0.00032352-0.00039934i,-0.00033165-0.0011563i,7.3504e-05-0.0003757i,-0.0035703-0.0010606i,0.00024832-0.00065007i,-0.00044866+0.00041141i,3.944e-05+0.0019768i,0.00073834-0.00062018i,-0.00843-0.0034419i,0.021475+0.0066508i,0.024144-0.024068i,0.016906-0.02969i,0.0094971-0.0052432i,0.026862-0.028751i,0.03441-0.0015498i,0.027221-0.015734i,0.018634+0.0088613i,-0.0019055+0.0085915i,-0.0045519-0.0014467i,-0.003167+0.0062952i,-0.013024+0.00075648i,0.00086346-0.0028516i,0.003193+0.0014901i,0.007263+0.0044406i,0.00017791-0.0012116i,0.0022654+0.0017276i,0.002039+0.002171i,0.0065253-0.0023451i,0.0012535-0.0027737i,-8.213e-05+0.0019053i,-0.0059215-0.0093819i,-0.0012748+0.0041512i,-0.0028738-0.0076176i,0.00073432+0.003463i,-0.0048499+0.001911i,-0.001199-6.5841e-05i,0.0039831+0.00085283i,-0.0027369-0.00036963i,-0.0024646+0.0066179i,-0.0044343-0.00098622i,-0.00036889+0.0012344i,-0.00067357+0.0018567i,0.001488+0.0012289i,-0.00041016-0.0098992i,0.0012567+0.0042025i,-0.0042486+0.00077316i,-0.0031526+0.00087451i,0.00072898+0.0053281i,-0.00054728-0.0017907i,0.0016784-0.0028391i,-0.00073262-0.0038203i,-0.00060048+0.0031248i,0.0012798+0.0026935i,0.0050654-0.0076037i,-0.018745+0.015335i,-0.0034691+0.032543i,0.0031134+0.016034i,0.011084-2.3478e-05i,0.0027353-0.0018977i,-0.0041937+0.014777i
-0.0053841-0.0082844i,-0.022006-0.021184i,-0.021507+0.0036593i,-0.014883+0.00032804i,-0.020384+0.0029836i,-0.015517-0.0013373i,-0.0086937-0.017886i,-0.0037936-0.020845i,-0.0088687-0.00078127i,0.00046632-0.0022352i,0.00048658+0.00038853i,0.0012188-0.00079334i,0.00011766+4.426e-06i,8.5689e-06-0.00093252i,-0.00088851+0.00018587i,-0.0023962-0.002701i,0.0012557+0.00073193i,0.00029895+0.0010592i,-4.0818e-05+0.00035124i,0.00022403-9.5638e-05i,0.00075557-0.00096922i,-0.00027144+0.00080372i,-0.00017202-0.00096118i,0.00038527-0.0018392i,9.5091e-05-0.0012913i,-0.00024405+0.00012046i,0.0011033-6.5728e-05i,0.00058339-0.00051464i,0.0001559-0.00016723i,-0.00027293-0.00013629i,-2.2095e-05-6.0469e-05i,-0.0012193-0.0011427i,-8.8445e-05+0.0001094i,4.9694e-05+0.00021712i,-0.0009711-0.00056841i,-0.0011063-0.0066148i,0.00047432-0.00048139i,-0.00057687-0.00071948i,-8.5131e-05-0.00042359i,-0.0040506+0.00028492i,-5.7436e-05-0.00070831i,-0.00027+0.00055927i,0.0010162+0.0023091i,0.00036287-0.00069828i,-0.0095136-0.0034775i,0.021085+0.00062653i,0.019912-0.028328i,0.0097743-0.033239i,0.012307-0.0097303i,0.020062-0.033389i,0.033753-0.0075592i,0.024294-0.021278i,0.02021+0.0083921i,-0.00018575+0.0054949i,-0.0051813-0.0010627i,0.00017328+0.0070739i,-0.011927+0.0071991i,-0.00023255-0.0024935i,0.0033883+0.0014902i,0.0070577+0.0026058i,-0.00021569-0.0018285i,0.00091799+0.0020995i,0.0024507+0.0015554i,0.0044994-0.004735i,-0.00022022-0.0034143i,0.0015949+0.0011365i,-0.0083724-0.005173i,0.0013777+0.004489i,-0.0063516-0.0057938i,0.0020386+0.0025475i,-0.0040816+0.0038213i,-0.0012086+9.5966e-05i,0.0036382-0.0023146i,-0.0029724+0.00051714i,0.0001508+0.0042824i,-0.0040498+0.0010102i,-0.00049115+0.0005732i,-0.00035283+0.0020767i,0.0011485-6.476e-05i,-0.0049569-0.0092055i,0.00206+0.0022269i,-0.0040101+0.0014458i,-0.0028451+0.0020572i,0.0030622+0.0039689i,-1.8702e-05-0.0015222i,0.0015605-0.0021855i,-0.001222-0.0035417i,-0.00083942+0.0045395i,0.0016293+0.0026485i,0.0044399-0.0084695i,-0.018168+0.019464i,0.0012896+0.03038i,0.0037064+0.011784i,0.010184-0.003394i,0.0025831-0.0015385i,-0.0023659+0.013078i
-0.0072587-0.0077893i,-0.02415-0.017106i,-0.020405+0.0069624i,-0.014101+0.0020609i,-0.019145+0.0064172i,-0.015509+0.00064206i,-0.011818-0.016206i,-0.0071752-0.02041i,-0.0092409-0.00060523i,0.00019519-0.0022938i,0.00090371+0.00037005i,0.00076804-0.0012089i,0.00032352+8.3826e-05i,-8.9657e-05-0.00088853i,-0.00076302+0.0003002i,-0.0023875-0.0020152i,0.001491+0.00048717i,0.00088058+0.0007962i,0.00014029+0.00021515i,0.00026049-0.00015355i,8.4743e-05-0.0010704i,3.311e-05+0.00096357i,-0.00035405-0.00077017i,-0.00042601-0.0019668i,-0.00033961-0.0010456i,-0.00015699+0.00028871i,0.00079353-0.00042079i,0.00024924-0.00062386i,0.00012561-0.0001378i,-0.00031337+5.9765e-05i,-7.0354e-05-5.1006e-05i,-0.00065642-0.0013072i,0.00022669+0.00014799i,0.00016072+7.8702e-05i,-0.0010008-0.00057009i,-0.0024568-0.0054083i,0.0003253-0.00077175i,-0.00055668-0.00031392i,-0.00028295-0.00028617i,-0.0037997+0.0014983i,-0.00042263-0.00054272i,-0.0001007+0.0005488i,0.0027957+0.0020258i,0.00015901-0.00047686i,-0.01085-0.0026869i,0.018841-0.0043674i,0.014994-0.031123i,0.0026593-0.033955i,0.012245-0.014362i,0.012506-0.036209i,0.032285-0.013833i,0.020004-0.026513i,0.018774+0.0085266i,0.00063786+0.00097202i,-0.0062952+0.00017381i,0.0031018+0.00603i,-0.0080686+0.012076i,-0.001024-0.0019352i,0.0035332+0.0012854i,0.0071704+0.0012754i,-0.0011477-0.0016844i,0.00043116+0.0034876i,0.0032113+0.0004611i,0.0019605-0.0050933i,-0.0015684-0.0030988i,0.0021362-9.4524e-05i,-0.0085987-0.0013061i,0.0034654+0.003155i,-0.0077773-0.0019477i,0.0019857+0.0012629i,-0.0020655+0.0050886i,-0.0014387+0.00037046i,0.0014739-0.00448i,-0.0027023+0.0012824i,0.00043664+0.0017963i,-0.0037871+0.0021405i,-0.0010428+0.00042201i,0.0001501+0.0016264i,0.00026217-0.00049072i,-0.007615-0.0064976i,0.0018538+0.00087156i,-0.0035361+0.0018777i,-0.0017535+0.0026261i,0.0042599+0.0019299i,-0.00034921-0.0012636i,0.0022548-0.0022984i,-0.0017539-0.0026014i,0.00057799+0.0066273i,0.0017479+0.0028104i,0.0029387-0.010218i,-0.016188+0.023507i,0.0051607+0.027306i,0.0018796+0.0087393i,0.0065369-0.0051985i,0.0031607-0.0017145i,-0.0020753+0.011665i
-0.0088909-0.0065688i,-0.025633-0.013452i,-0.018533+0.010006i,-0.013244+0.0034275i,-0.017471+0.0092047i,-0.01524+0.0028392i,-0.014318-0.013977i,-0.010244-0.019462i,-0.0099745-2.7942e-05i,-3.6324e-05-0.0023141i,0.0013496+5.2772e-05i,0.00031068-0.0011212i,0.00051894+0.00012713i,-0.00021338-0.00076316i,-0.0006404+0.00032695i,-0.0022449-0.0017454i,0.0020492+2.4122e-05i,0.00086669+7.0871e-05i,0.00018788+2.0049e-05i,0.00023584-0.00017549i,-0.00032534-0.00087309i,0.00052218+0.00084054i,-0.0003892-0.00070464i,-0.0010006-0.0019217i,-0.00072629-0.00082962i,3.7216e-05+0.00035311i,0.00057421-0.00041237i,-3.3049e-06-0.00051559i,8.1756e-05-7.8673e-05i,-0.00023782+0.00032067i,-7.4274e-05+6.9283e-05i,-0.00071027-0.00097196i,0.000392-9.3008e-05i,0.00010071+6.1615e-05i,-0.00072215-0.00026254i,-0.003196-0.0043855i,-1.9254e-05-0.00071949i,-0.00062228-8.3426e-05i,-0.0002138-0.0001225i,-0.003191+0.0026442i,-0.00053554-0.00025361i,0.00015053+0.00057249i,0.0031581-0.00032117i,0.00026957-0.00035863i,-0.011691-0.001265i,0.016156-0.0069838i,0.010236-0.032892i,-0.003824-0.032834i,0.010217-0.018386i,0.0045325-0.036526i,0.029217-0.019849i,0.015049-0.030318i,0.026721-0.002536i,-0.0013952-0.0029979i,-0.0069163+0.0022874i,0.0048579+0.0039339i,-0.003113+0.014499i,-0.0018158-0.0012946i,0.0037715+0.0011008i,0.0069012-0.00022387i,-0.0015666-0.0013008i,0.0013073+0.0053399i,0.0029127-0.00085741i,0.00043405-0.004364i,-0.0028876-0.0021877i,0.0019998-0.0010216i,-0.0072057+0.0015935i,0.004584+0.0011639i,-0.0061332+0.0010299i,0.0014976+0.0009482i,4.7553e-05+0.0052117i,-0.0012089+0.00095677i,-0.0011112-0.0051005i,-0.0019003+0.0014724i,-0.00066682+0.00063722i,-0.0027992+0.0036133i,-0.0014044+0.001014i,9.0095e-05+0.0014505i,-0.0002448-0.00033946i,-0.0090967-0.0034062i,0.0011758+1.7737e-05i,-0.0034422+0.0021341i,-0.00078127+0.0025697i,0.0043484-0.00039797i,-3.2763e-05-0.0011496i,0.0026539-0.0034606i,-0.0019908-0.0025486i,0.0032673+0.0066942i,0.0022984+0.00303i,0.0012123-0.010977i,-0.012595+0.028501i,0.0075644+0.024606i,-0.00050334+0.008166i,0.0032036-0.0039267i,0.0030543-0.0024966i,-0.0020555+0.010763i
-0.0099019-0.0050453i,-0.027129-0.010116i,-0.016373+0.012309i,-0.012371+0.0047876i,-0.015532+0.011901i,-0.014328+0.004957i,-0.016357-0.011589i,-0.013442-0.018189i,-0.010823+0.0011399i,-0.00017727-0.002585i,0.0015449-0.00055103i,0.00021956-0.0010616i,0.0008388+0.000101i,-3.3279e-05-0.00082002i,-0.00059824+0.00033988i,-0.002166-0.0015993i,0.002177-0.0010337i,0.0008395-0.00048544i,0.00015159-0.00011692i,0.00033645-0.00025976i,-0.00060374-0.0005892i,0.00079831+0.00046943i,-0.00057527-0.0006942i,-0.0013725-0.0019582i,-0.0010673-0.00048394i,0.00028411+0.0003175i,0.00041883-0.00047799i,0.00011621-0.00027642i,0.00012394-5.2353e-05i,8.8949e-05+0.00053552i,1.2378e-05+0.00016514i,-0.00097831-0.00058368i,0.00027196-0.00036642i,0.00022416+0.00014918i,-0.00054183-2.4454e-05i,-0.00364-0.0036668i,-0.00012513-0.00050215i,-0.00043532+0.0003071i,-0.00014289-0.00020592i,-0.0020397+0.0035925i,-0.0004587-2.8112e-05i,0.0003536+0.00035239i,0.002154-0.00087539i,0.00038431-0.00046379i,-0.012452+9.4732e-05i,0.014854-0.0089647i,0.0053746-0.033992i,-0.0097272-0.030278i,0.0080517-0.021048i,-0.0026659-0.033849i,0.025128-0.025198i,0.010179-0.033288i,0.0269-0.0072771i,-0.0047193-0.0048862i,-0.0062141+0.0051824i,0.0054116+0.0015804i,0.0021018+0.014101i,-0.0023077-0.00032774i,0.0046055+0.00065202i,0.006572-0.0019299i,-0.0019745-0.00099656i,0.0037216+0.0060745i,0.0021122-0.0010241i,-0.00038814-0.0036553i,-0.0034551-0.0008371i,0.0017583-0.001783i,-0.0058085+0.0033139i,0.0046088-0.0012414i,-0.0048603+0.0023437i,0.0020662+0.0013619i,0.0018823+0.0043595i,-0.00075199+0.0011114i,-0.003709-0.0044835i,-0.0017726+0.0013683i,-0.0014094+0.0013175i,-0.0012606+0.0043133i,-0.0011639+0.00175i,0.00026491+0.0020344i,-0.00046973-0.0003904i,-0.0095332-0.000381i,0.00033784-0.00018435i,-0.0033462+0.0030488i,-0.00028317+0.0024709i,0.0036678-0.002446i,8.1927e-05-0.0018612i,0.002277-0.0047226i,-0.002527-0.002125i,0.0053228+0.005311i,0.0032666+0.0030949i,-0.00065591-0.011498i,-0.0054734+0.031632i,0.010525+0.021428i,-0.0021393+0.0089963i,0.001843-0.0016015i,0.0020163-0.0025826i,-0.0022497+0.010369i
