-0.025506-0.038758i,-0.011762-0.049174i,-0.01819-0.044394i,-0.031031-0.034793i,-0.030177-0.015952i,-0.050381-0.026815i,-0.057608-0.025399i,-0.045522-0.037001i,-0.029107-0.036591i,0.0074493+0.012737i,-0.0048554+0.015167i,-0.0045539+0.013943i,0.010097+0.021151i,0.00076597+0.0044065i,0.003238+0.0032808i,0.0061465+0.01802i,0.026848+0.038075i,-0.0022218-0.00053134i,-0.0041932-0.0061829i,0.0077814+0.0014546i,-0.00026528-0.00090251i,-0.00096904+0.0012937i,9.2245e-06-0.00046838i,-0.029891-0.0029344i,-0.0014322-0.0055494i,0.0018206+0.004489i,0.0036378-0.00026648i,-0.00042862+0.00062012i,0.00042736-0.00047885i,-0.00033057-0.0025169i,-0.0018182-0.005928i,-0.004509-0.0039483i,-0.0017794-0.0047447i,0.0021192-0.00094541i,0.0021164-0.0030742i,0.0027911+0.025465i,0.0018984-0.0027467i,0.0028341+0.00039336i,0.0062678+0.0012162i,-0.0098647-0.00405i,-0.0028482+0.00073677i,0.0065629+0.0014218i,0.0054158+0.00057811i,-0.0036708+0.0060973i,0.00043962-0.0089439i,-0.011891+0.018039i,0.036366-0.090795i,0.011824-0.070071i,-0.0162-0.059935i,-0.01661-0.054993i,0.038809-0.045714i,0.01727-0.062231i,0.034314-0.055162i,0.029367-0.060271i,0.016383-0.013762i,0.0047493+0.016173i,0.016868-0.026305i,-0.011026+0.0056985i,-0.00032516+0.0055903i,-0.0048952-0.0012331i,-0.0022731-0.029425i,-0.024478+0.031899i,0.010186-0.011418i,-0.01332-0.002573i,-0.00011745-0.0050639i,-0.001252-0.016197i,-0.0070596+0.0052816i,0.0053979+0.0066275i,-0.0087134+0.030499i,0.0045312+0.0060447i,-0.0049437-0.0005797i,-0.0031211-0.00073407i,-0.012282-0.0075433i,-0.0010516-0.0046597i,-0.030555+0.0065525i,2.4148e-05-0.0099689i,-0.0092889-0.002124i,-0.0065842-0.0030979i,0.0070536+0.0026924i,-0.0078145+0.00096433i,-0.00019538+0.00036719i,0.0057464+0.010785i,0.0043864+0.0014245i,-0.0090264-0.0098652i,0.0031638+0.007792i,-0.021111+0.0061643i,0.0084023+0.0011136i,-0.029175-0.003759i,-0.042513+0.0021996i,0.019672-0.097073i,-0.001357-0.012507i,-0.052717-0.021903i,-0.022414-0.001136i,0.017935+0.010712i,-0.025035+0.013335i,-0.018149-0.012997i
0.014566-0.0090783i,0.043369-0.012317i,0.022365-0.026745i,0.010688-0.021557i,0.013419-0.040137i,-0.018516-0.022317i,-0.0087981-0.014511i,-0.0028283-0.028082i,0.0059342-0.018098i,0.0037236-0.0025003i,0.0018766-0.0049593i,3.1517e-05-0.0051867i,-0.00089491-0.0057191i,-0.00092408-0.0026994i,-0.0011369+0.00095744i,0.001214-0.0028173i,-0.0034292+0.0017588i,-0.00037462+0.0014611i,0.00010088+0.00036083i,0.00049862+0.0021639i,0.0014296+0.0017773i,0.0010831-0.001077i,0.0019027+0.00051807i,-0.0010605+0.0026305i,-0.00060682+0.00041887i,-0.0003678+0.00025879i,-0.0013749+0.00016347i,-0.00052841+0.00041319i,9.2948e-05+0.00012677i,7.5786e-05-0.00024609i,0.0011603-0.0016692i,0.0014561-7.0473e-05i,0.00036564-0.00077155i,0.00049856-0.0010872i,0.00067076+0.00064346i,0.0046488-0.0015203i,1.0453e-05+9.6702e-05i,-0.00011951+0.0013087i,7.0683e-05-0.00038977i,0.00053674+0.00039582i,0.00093117+0.0006028i,0.00040567+0.00076507i,-0.00012255-0.0026664i,0.0002716-0.0031273i,0.019574+0.0046066i,0.028266+0.039873i,0.035301+0.039671i,0.047145+0.028506i,0.015712-0.00089895i,0.035874-0.00014993i,0.03727+0.012539i,0.013665+0.0067229i,0.028403+0.023155i,-0.0029406+0.033271i,0.0061484-0.0049168i,0.0047659-0.0034824i,0.0065933-0.0037102i,0.0077964+0.0037241i,0.0037311+0.0064813i,-0.0069754+0.0045508i,-0.0039486-0.005914i,0.0042702+0.013275i,-0.0037953+0.0004944i,5.2245e-05+0.0052702i,-0.0005376+0.0015075i,0.0025373-0.0030616i,0.0070051-0.00062512i,-0.0025946-0.00078266i,0.0042082-0.0021974i,-0.0062389-0.00042291i,-0.0015316+0.00029814i,0.0002899-4.4257e-05i,-0.0045938-0.0027789i,-0.0043563-0.0022658i,-0.0077523-0.0089789i,0.0028842-0.0019528i,-0.0047708+0.0016761i,-0.0016012+0.0010344i,-0.0040427+0.0027747i,0.0067762+0.0011778i,-0.0070737-0.0015085i,-0.0043069-0.0074272i,-0.0026785-0.0013499i,-0.0055797-0.00052255i,0.0048408-0.0030845i,0.0056981+0.00035948i,0.0029607-0.0013768i,0.0055177+0.0081262i,0.0060822+0.0056488i,0.042348+0.026069i,-0.0318-0.004601i,-0.036357+0.018274i,-0.010681+0.020726i,0.0017961+0.0023685i,0.0092166-0.0064786i,-0.010925+0.00029522i
0.0122-0.011192i,0.04026-0.019482i,0.017154-0.029863i,0.0067876-0.02205i,0.0051368-0.041851i,-0.020881-0.018632i,-0.011612-0.013528i,-0.0075079-0.026597i,0.0025748-0.018349i,0.0030245-0.0032941i,0.000462-0.0055478i,-0.0010669-0.0044932i,-0.0025824-0.0046928i,-0.001475-0.0020914i,-0.00063547+0.0011669i,0.00092397-0.0028233i,-0.0022705+0.0027701i,-0.00029399+0.0014493i,3.8797e-05+0.00032579i,0.0011336+0.0019589i,0.0020432+0.0014713i,0.00088359-0.0011936i,0.0019319-0.00015002i,0.00070519+0.0023993i,-0.00028863+0.00061227i,-0.0001186+0.0001992i,-0.0011415+0.00091387i,-0.00036092+0.00059959i,0.00011706+0.00015895i,0.00029505-3.2063e-05i,0.0003367-0.0021263i,0.0014309-0.00051007i,0.00015279-0.00077621i,-4.3732e-05-0.0010087i,0.0012819+0.00041995i,0.0041364-0.0024503i,-3.2357e-05+0.00026765i,0.00030477+0.0012295i,0.00030858-0.00011283i,0.00052746-0.00030755i,0.0010003+0.00035121i,0.00073251+0.00056291i,-0.000657-0.0020177i,0.00055162-0.0028171i,0.020161+0.0020937i,0.033848+0.035163i,0.040239+0.033062i,0.050267+0.019717i,0.012891-0.00038234i,0.036344-0.0062178i,0.039253+0.0056238i,0.014786+0.0010357i,0.029803+0.013166i,0.004605+0.029458i,0.0042378-0.0058474i,0.00080119-0.0037314i,0.0043267-0.0063173i,0.0069413+0.00096898i,0.0052477+0.0048898i,-0.0039186+0.0074133i,-0.0046725-0.0027246i,0.0062407+0.011009i,-0.00371+0.0014007i,0.0028987+0.0058075i,0.0004316+0.0016925i,0.00047358-0.0033242i,0.0074902-0.0046746i,-0.0029726-0.00045398i,0.0037005-0.0041176i,-0.0058615+0.0026517i,-0.0015719-0.00033723i,2.5261e-05-0.00059792i,-0.0044044+5.9643e-05i,-0.0043188-0.00078155i,-0.0093743-0.0053369i,0.001432-0.0027649i,-0.0034982+0.0027464i,-0.0017352+0.00074428i,-0.002739+0.0039651i,0.0080342-0.0016354i,-0.0068417+0.0013277i,-0.0066298-0.0055545i,-0.0023719-0.00084832i,-0.0050788+0.0015254i,0.0022511-0.0040082i,0.0058488-0.0021672i,0.0028432-0.0018433i,0.0072674+0.0058641i,0.0055558+0.0050231i,0.043177+0.016545i,-0.030909+0.0022069i,-0.034303+0.026287i,-0.0066031+0.019011i,0.0033185+0.0050244i,0.0066497-0.0066667i,-0.012664+0.0022377i
0.010317-0.012939i,0.035634-0.02605i,0.011453-0.031573i,0.0034045-0.021756i,-0.0033655-0.041915i,-0.02271-0.01498i,-0.014164-0.011945i,-0.011437-0.024774i,-0.00073777-0.017966i,0.0021985-0.0037715i,-0.0013334-0.0054181i,-0.0018905-0.003675i,-0.003667-0.0031398i,-0.0017488-0.0014517i,-0.00035076+0.0011293i,0.00072474-0.0029133i,-0.00079807+0.0030267i,-0.00018779+0.0016727i,4.2419e-05+0.00046487i,0.0016348+0.0013193i,0.0026358+0.00065816i,0.00059916-0.0015333i,0.0017181-0.00076088i,0.0020393+0.0014627i,0.00017148+0.00060045i,-3.9431e-05+2.3225e-05i,-0.00050806+0.0013595i,-0.00028277+0.00073097i,0.00022803+0.00019352i,0.00040533-9.753e-05i,-0.00060451-0.0021677i,0.001219-0.0010276i,-0.00017209-0.00077901i,-0.00034939-0.00078756i,0.0016309-0.00044931i,0.0035045-0.0034168i,0.00026248+0.00036007i,0.00071437+0.0010505i,0.00044824-0.00031894i,0.00014609-0.00070461i,0.0011893-9.5304e-05i,0.00083107+0.00014538i,-0.000886-0.001555i,0.00045705-0.0031881i,0.020616-0.0011293i,0.040193+0.028797i,0.044336+0.025655i,0.051704+0.010915i,0.011759+0.00071185i,0.036056-0.012596i,0.03944-0.0011157i,0.014963-0.003738i,0.028301+0.0054034i,0.0097078+0.02577i,0.001878-0.0058813i,-0.0021123-0.001734i,0.00060615-0.0078178i,0.0052097-0.00075905i,0.0056104+0.0029111i,-0.0008615+0.0083231i,-0.0037785-0.00052639i,0.0071177+0.0083815i,-0.003575+0.0034633i,0.0054292+0.0047659i,0.0011093+0.0012389i,-0.0010543-0.002545i,0.0058573-0.0074121i,-0.0028544+0.00018614i,0.0025785-0.005247i,-0.0030194+0.0045742i,-0.0022177-0.0003719i,-0.00041259-0.00065585i,-0.0032939+0.0016322i,-0.0036295+0.00049956i,-0.0098115-0.0018958i,0.00048194-0.003117i,-0.0021548+0.0030986i,-0.0018667+0.0011876i,-0.00069176+0.0038994i,0.0075371-0.0052422i,-0.0054346+0.0037002i,-0.0079998-0.0028471i,-0.002355-0.00064221i,-0.0039179+0.0027281i,0.00098765-0.0033909i,0.004514-0.0041004i,0.0029063-0.0024145i,0.0067188+0.0022785i,0.0053073+0.004779i,0.043186+0.0089758i,-0.027715+0.0074364i,-0.028678+0.033487i,-0.0043864+0.017154i,0.0063434+0.0055684i,0.0040601-0.0056169i,-0.012612+0.0049896i
0.0082299-0.014916i,0.029983-0.031016i,0.0061946-0.032625i,0.00081678-0.021696i,-0.011582-0.039636i,-0.023996-0.011273i,-0.01654-0.0097917i,-0.015033-0.022344i,-0.0033066-0.016995i,0.0012675-0.0039971i,-0.0028779-0.0042141i,-0.0021833-0.0029763i,-0.0039148-0.0014882i,-0.0019052-0.00096953i,-4.1553e-05+0.0013111i,0.00035338-0.0030572i,0.00012146+0.0025703i,0.000228+0.0020937i,0.00033361+0.00078367i,0.0018462+0.00050404i,0.0026683-0.00041166i,-7.0168e-05-0.001758i,0.001215-0.0011982i,0.0026404-0.00031714i,0.00063036+0.00038867i,-0.00023037-7.9064e-05i,8.5373e-05+0.0014261i,3.3721e-05+0.00088272i,0.00036223+8.9332e-05i,0.00043511-0.00021366i,-0.0014383-0.0018153i,0.00080076-0.0013638i,-0.00038393-0.00060005i,-0.00052747-0.00062902i,0.001366-0.0015517i,0.0026221-0.0042743i,0.00061301+0.00016191i,0.0011052+0.00071668i,0.00039204-0.00055061i,-0.000385-0.00088275i,0.0010451-0.00058248i,0.00067359-6.1136e-05i,-0.00098973-0.0010768i,-7.9386e-05-0.0030951i,0.020468-0.0048312i,0.045058+0.019395i,0.047367+0.017483i,0.051958+0.002805i,0.012394+0.0021226i,0.034311-0.019838i,0.038739-0.0076854i,0.014343-0.0087472i,0.026137-0.00053221i,0.01476+0.021481i,0.00025861-0.0050115i,-0.0034604+0.00094153i,-0.0038958-0.0078164i,0.0036365-0.0016519i,0.0053462+0.0017931i,0.0019005+0.0082633i,-0.002626+0.00071104i,0.0068756+0.0056646i,-0.001113+0.0055296i,0.0077282+0.0025344i,0.0017316+0.00092738i,-0.0018155-0.0013682i,0.0035809-0.0095346i,-0.002647+0.00054501i,0.0012038-0.0062277i,-0.00075896+0.0039195i,-0.0029475+0.00013675i,-0.00057922-0.00057228i,-0.0019246+0.0030514i,-0.002731+0.0010168i,-0.008903+0.0015163i,-0.00078367-0.0036349i,-0.00080831+0.0028356i,-0.0016502+0.0012656i,0.00071302+0.002735i,0.0054422-0.0085198i,-0.0029081+0.0050277i,-0.0072189-6.1937e-05i,-0.0026875-0.00039406i,-0.0030071+0.0035705i,0.00035193-0.003028i,0.0028367-0.0047426i,0.0028272-0.0033844i,0.0049817+0.00096928i,0.0057956+0.004674i,0.042326+0.0017162i,-0.024728+0.0092618i,-0.020847+0.037732i,-0.0020078+0.016558i,0.0084778+0.0048653i,0.0031668-0.0036676i,-0.011275+0.0067576i
0.0053595-0.016751i,0.023918-0.034408i,0.00059711-0.032914i,-0.0022335-0.021913i,-0.018043-0.036018i,-0.024826-0.0076155i,-0.018345-0.0068122i,-0.017934-0.019469i,-0.0051876-0.016096i,0.00016401-0.0037815i,-0.0034625-0.0026844i,-0.0026323-0.0024516i,-0.0036058-0.00021343i,-0.0022202-0.0002929i,0.00060814+0.0014707i,-0.00031636-0.0030723i,0.0006788+0.0023447i,0.0011547+0.0021621i,0.00077221+0.00065394i,0.0015673-0.00020728i,0.0022652-0.001329i,-0.00062836-0.0016376i,0.00081645-0.0014231i,0.0017956-0.0017728i,0.00073211-0.00021662i,-0.00042982-2.2964e-05i,0.00061483+0.001346i,0.0004676+0.00083348i,0.00034927-0.00011503i,0.0003121-0.000354i,-0.0019545-0.0011287i,0.00034789-0.0015242i,-0.00061678-0.000433i,-0.00070998-0.00036802i,0.00024253-0.002065i,0.00152-0.0049284i,0.00061981-0.00019904i,0.0012652+0.00010409i,0.00035528-0.00064057i,-0.0010304-0.00077133i,0.00063205-0.00093827i,0.00050995-2.9797e-05i,-0.0010704-0.000654i,-0.00052358-0.0029353i,0.020142-0.0090404i,0.04651+0.0089742i,0.048716+0.0089497i,0.051907-0.0059314i,0.015002+0.0030368i,0.030469-0.026944i,0.036944-0.013819i,0.011873-0.013337i,0.022535-0.0044729i,0.018986+0.01566i,-0.00049073-0.0047549i,-0.0030659+0.0042776i,-0.0085166-0.0051941i,0.0019813-0.0020758i,0.0052086+0.0008189i,0.0044496+0.0071836i,-0.0013059+0.0010179i,0.0056328+0.0038498i,0.0021768+0.004635i,0.0089906-0.0011713i,0.0023425+0.00017578i,-0.0017777+0.00021908i,1.4187e-05-0.011647i,-0.0028602+0.0013199i,-0.00067273-0.0069595i,-0.00025531+0.0034696i,-0.0033657+0.0011814i,-0.00071243-0.00051945i,0.00096673+0.0035967i,-0.0020787+0.00075393i,-0.0066492+0.0039706i,-0.0027047-0.0034077i,8.7792e-05+0.0021409i,-0.001405+0.0013444i,0.0010949+0.0015303i,0.0020446-0.011098i,-0.0004184+0.0046618i,-0.0058136+0.0013166i,-0.002715+0.00013526i,-0.0015418+0.0046973i,-0.00057606-0.0024544i,0.0013951-0.0049053i,0.0018731-0.0042717i,0.0037051+0.00068963i,0.0065337+0.0037786i,0.040276-0.0050957i,-0.025113+0.0092518i,-0.013434+0.038201i,0.00087755+0.014667i,0.010313+0.0031964i,0.0037501-0.0024143i,-0.009643+0.0081408i
0.0023925-0.017955i,0.018065-0.03682i,-0.0047557-0.032108i,-0.005517-0.021423i,-0.024084-0.031887i,-0.025096-0.004033i,-0.019152-0.003669i,-0.020348-0.016573i,-0.0069296-0.015551i,-0.00032039-0.0032314i,-0.0033406-0.0013909i,-0.0029516-0.001559i,-0.0031727+0.00089065i,-0.0020521+0.00062411i,0.0012382+0.0010542i,-0.0008797-0.0027066i,0.0014591+0.0020175i,0.0019678+0.0015255i,0.00095866+0.00038977i,0.0012087-0.00053571i,0.0016789-0.0020592i,-0.0011175-0.0014244i,0.00027399-0.0016615i,0.00065126-0.0024647i,0.00028926-0.00060391i,-0.00055327+0.00032489i,0.0012006+0.0010255i,0.00072311+0.00050998i,0.00027514-0.00021612i,2.8731e-05-0.00030195i,-0.0022182-0.00036313i,-0.00019623-0.0015582i,-0.00073004+2.1977e-05i,-0.00062695-6.0247e-05i,-0.00036032-0.0017274i,0.00023946-0.0052425i,0.00048964-0.0002169i,0.0010734-0.00036915i,0.0003048-0.0008309i,-0.0015873-0.00025465i,0.00020012-0.0010364i,0.00057517-8.8572e-05i,-0.00093713-9.9886e-05i,-0.00087237-0.002877i,0.018411-0.014087i,0.045507-0.0012992i,0.048442+0.00065393i,0.049353-0.015613i,0.019265+0.00062381i,0.024385-0.032636i,0.034377-0.019343i,0.0089353-0.016237i,0.019966-0.0055691i,0.020439+0.0089i,-0.0017899-0.0045745i,-0.00022519+0.0064663i,-0.011197-0.00053325i,0.00045976-0.0020125i,0.004681-9.2446e-05i,0.0057029+0.0052582i,-0.00054829+0.00045536i,0.0045531+0.0025252i,0.0029318+0.0027579i,0.0076345-0.0051451i,0.0024477-0.0010722i,-0.00023109+0.001312i,-0.0052185-0.010232i,-0.0024387+0.0029277i,-0.0035719-0.0066349i,0.0013766+0.0035307i,-0.0032882+0.0026252i,-0.0008436-0.00035943i,0.0037978+0.00082848i,-0.0020051+0.00053514i,-0.0036441+0.0045822i,-0.0043208-0.0020134i,0.00039824+0.0012185i,-0.001517+0.0013313i,0.0012072+0.00043613i,-0.0028847-0.012155i,0.0013991+0.0033187i,-0.0052341+0.0021971i,-0.0028138+0.00072043i,0.00092759+0.0049841i,-0.000812-0.0015063i,0.00011908-0.0043158i,0.00067754-0.0048055i,0.0027887+0.00075134i,0.0066169+0.0029264i,0.037227-0.010413i,-0.026954+0.012444i,-0.0072165+0.037891i,0.0025183+0.011176i,0.011387+0.00054219i,0.0043043-0.002681i,-0.0076001+0.0084399i
-0.00094578-0.018932i,0.012271-0.038479i,-0.0097612-0.030545i,-0.0084298-0.020398i,-0.029106-0.026304i,-0.024982-0.0004793i,-0.019416-0.00077246i,-0.022461-0.013347i,-0.0088953-0.015238i,-0.00036067-0.0029017i,-0.0029541-0.00039494i,-0.0029239-0.0005129i,-0.0023038+0.0018137i,-0.0014852+0.0012779i,0.0015209+0.00051438i,-0.0012007-0.0022914i,0.0020899+0.0013284i,0.0023387+0.00071412i,0.0010511+0.00019306i,0.0010037-0.0006939i,0.00078231-0.0025439i,-0.0016813-0.00093101i,-0.00027418-0.0014643i,-0.00034961-0.0024481i,1.2546e-05-0.00063205i,-0.00033891+0.00068714i,0.0014616+0.00040641i,0.00087518+0.00022675i,0.00017438-0.00027229i,-3.4965e-05-7.8395e-05i,-0.0021965+0.00042037i,-0.00068754-0.0012502i,-0.00047789+0.00040068i,-0.00045283+9.1506e-05i,-0.00073723-0.0014818i,-0.0010726-0.005004i,0.0005827-0.00033249i,0.00080538-0.00058046i,-0.00010841-0.00081765i,-0.0018726+0.00051861i,-0.0001746-0.0010736i,0.00046713-0.00025005i,-0.00061396+0.00026346i,-0.0014236-0.0025961i,0.014555-0.018373i,0.041989-0.010175i,0.046761-0.0072477i,0.044119-0.023848i,0.021389-0.0044033i,0.017663-0.036334i,0.031391-0.024502i,0.0064093-0.018832i,0.019997-0.0062795i,0.021155+0.0030621i,-0.0036999-0.0040676i,0.0031521+0.0062826i,-0.011064+0.0051618i,-0.00078865-0.001518i,0.0041886-0.00056876i,0.0061979+0.003851i,-0.00054073-9.3489e-05i,0.0029654+0.0024054i,0.0033081+0.001898i,0.004311-0.0075442i,0.0015931-0.0021335i,0.001112+0.00086465i,-0.0078779-0.0059125i,-0.00053517+0.0039464i,-0.0056258-0.0044783i,0.002648+0.0021292i,-0.0022749+0.0041369i,-0.00085175-0.00033858i,0.0033352-0.0026945i,-0.0022613+0.00068364i,-0.0016402+0.0034578i,-0.0047157-0.00027124i,-1.4766e-05+0.00041561i,-0.0015197+0.00165i,0.0006495-0.0006055i,-0.0083293-0.010187i,0.0018949+0.001495i,-0.0046645+0.0030523i,-0.0027146+0.0017512i,0.003094+0.0038394i,-0.00040377-0.0014537i,-0.00023601-0.0033031i,-0.00040929-0.0048788i,0.0017909+0.0014973i,0.0066633+0.0020056i,0.035108-0.014924i,-0.027431+0.017587i,-0.0015063+0.03638i,0.0019781+0.0076116i,0.010771-0.0027801i,0.0039318-0.0027043i,-0.0063194+0.007514i
-0.0049887-0.019091i,0.0065468-0.039368i,-0.014459-0.028219i,-0.011206-0.019353i,-0.032399-0.020039i,-0.0244+0.0029432i,-0.019277+0.0020843i,-0.023923-0.0097777i,-0.011245-0.014667i,-0.0006033-0.0028641i,-0.0023099+0.00024804i,-0.0024257+0.0002822i,-0.0012012+0.0023044i,-0.00085346+0.001575i,0.0016442-2.3301e-05i,-0.0013794-0.0019537i,0.0024415+0.00069538i,0.0024175-0.00015152i,0.0011253-0.00010039i,0.00087004-0.00095958i,-0.00036513-0.0025189i,-0.0018769-0.00016657i,-0.0006151-0.0012051i,-0.0011176-0.0021073i,-0.00018223-0.00056474i,2.6774e-05+0.00078908i,0.0012948-0.00022814i,0.00099013-0.00012759i,2.0714e-05-0.00021805i,-4.6721e-05+1.3825e-05i,-0.0019047+0.0011973i,-0.00088546-0.000815i,-7.9652e-06+0.00050979i,-0.00035236+0.00011003i,-0.0011855-0.0011025i,-0.0021355-0.0042335i,0.00037832-0.0005278i,0.00053534-0.00072315i,-0.00025179-0.00039378i,-0.0018828+0.0012548i,-0.00069674-0.00080818i,0.00023181-0.00041263i,-0.00014187+0.00039377i,-0.0018196-0.0018154i,0.0099937-0.02101i,0.036751-0.016796i,0.043692-0.014128i,0.037416-0.029883i,0.021027-0.0092416i,0.010329-0.0384i,0.027779-0.029623i,0.0031763-0.021485i,0.020931-0.0088631i,0.020426-0.0038017i,-0.0057-0.00261i,0.0055488+0.0041613i,-0.0079859+0.0096112i,-0.0016621-0.00076335i,0.003615-0.00084637i,0.0068276+0.0024284i,-0.00085973-4.8572e-05i,0.0021936+0.0034908i,0.0039436+0.00064144i,0.0010267-0.0074633i,0.00055264-0.0024994i,0.001763-4.8935e-05i,-0.0081798-0.0021i,0.0014078+0.0035645i,-0.006553-0.0020889i,0.0024027+0.00066071i,-0.00029522+0.0048645i,-0.0011833-0.00028796i,0.00091427-0.0046922i,-0.002298+0.0011598i,-0.0010478+0.002094i,-0.004546+0.0013832i,-0.00082398+0.00042302i,-0.0012209+0.0018387i,-0.00059348-0.00077588i,-0.011186-0.0058664i,0.0014572+0.00023751i,-0.0038554+0.0035729i,-0.001826+0.002442i,0.0043897+0.0017881i,-0.00068932-0.001221i,0.00028652-0.0031531i,-0.0013823-0.0044046i,0.0026289+0.0031033i,0.0066268+0.0012487i,0.031919-0.020058i,-0.026351+0.023554i,0.0030368+0.034162i,-0.00018402+0.0052209i,0.0076676-0.0048099i,0.0042501-0.0031525i,-0.0065999+0.0067931i
-0.0088592-0.017957i,0.00099566-0.039822i,-0.018393-0.024994i,-0.014033-0.017801i,-0.034472-0.014081i,-0.023396+0.0064411i,-0.018577+0.0050112i,-0.02471-0.0063536i,-0.013947-0.013481i,-0.00084139-0.0027216i,-0.0016219+0.0004138i,-0.001872+0.00084424i,-8.1903e-06+0.0024542i,-0.00025676+0.0017295i,0.0015175-0.0006026i,-0.001477-0.0018399i,0.0029529-0.00012428i,0.0020794-0.00093449i,0.0010739-0.00057359i,0.00060596-0.0011062i,-0.0011921-0.0020558i,-0.0014987+0.00051861i,-0.00073273-0.0010624i,-0.0013418-0.0017389i,-0.00044578-0.00056238i,0.0003513+0.00070885i,0.00096791-0.00056628i,0.00086529-0.00039283i,-4.8767e-05-0.00011729i,6.8827e-05+0.00023436i,-0.001341+0.0018428i,-0.00094962-0.00054531i,0.00021848+0.00036755i,-0.00034714+0.00024631i,-0.0013798-0.00043693i,-0.002732-0.0032398i,0.00010902-0.00050306i,0.00018655-0.00072758i,-6.0922e-06-0.00025177i,-0.001442+0.0019835i,-0.00082817-0.00032778i,0.00016708-0.00034271i,0.00019463+0.00020111i,-0.0017204-0.0012155i,0.0056084-0.022495i,0.031997-0.020702i,0.040023-0.019775i,0.030397-0.033797i,0.019173-0.013159i,0.0028518-0.038371i,0.02309-0.034092i,-0.00036838-0.023011i,0.02134-0.012443i,0.016963-0.0096637i,-0.0071209+5.0401e-05i,0.0062529+0.0013969i,-0.0038086+0.012005i,-0.0024019+0.000352i,0.0032917-0.00083306i,0.0071865+0.00084898i,-0.00090995-2.572e-06i,0.0028284+0.0049907i,0.0035989-0.00077289i,-0.0011165-0.0062766i,-0.00063083-0.0024391i,0.001783-0.0008379i,-0.0069762+0.00068017i,0.0028932+0.0024621i,-0.0065043+0.00056935i,0.001888+0.0003471i,0.0018229+0.0043684i,-0.001282+0.00016331i,-0.0018087-0.0052722i,-0.0020594+0.001356i,-0.0015458+0.0015426i,-0.0039048+0.0029139i,-0.0011205+0.0010844i,-0.0013403+0.0020321i,-0.0012755-0.00020717i,-0.011729-0.0015636i,0.00066749-0.0004502i,-0.0034498+0.0041279i,-0.00096135+0.0025964i,0.0047114-0.00056106i,-0.00050018-0.00092448i,0.0004804-0.0037802i,-0.0023154-0.0043391i,0.0039777+0.0028674i,0.0069493+0.00048041i,0.028159-0.023997i,-0.022664+0.030854i,0.0069353+0.032079i,-0.0030449+0.0048929i,0.0044442-0.0041331i,0.0034972-0.004164i,-0.0072704+0.0069067i
-0.011865-0.016121i,-0.0050032-0.040234i,-0.021513-0.021813i,-0.016567-0.015745i,-0.035779-0.007604i,-0.021495+0.009768i,-0.017218+0.0076563i,-0.025307-0.0029581i,-0.016657-0.011586i,-0.00095527-0.0028728i,-0.0012424+0.00038892i,-0.0010404+0.0011391i,0.0011894+0.0021822i,0.00053233+0.0015317i,0.001184-0.0010731i,-0.0017389-0.0017747i,0.0031495-0.0013731i,0.0014483-0.0014131i,0.00080589-0.00094091i,0.00048219-0.0012429i,-0.0017468-0.0013838i,-0.001108+0.00081346i,-0.0010358-0.00095936i,-0.0013956-0.0017167i,-0.00071126-0.00034872i,0.00062948+0.00055133i,0.00060353-0.00081124i,0.00066801-0.00058141i,-8.6652e-05-1.1442e-05i,0.00051241+0.00029923i,-0.0005636+0.0022493i,-0.0010361-0.00021379i,0.00045068+0.0001874i,-0.00016639+0.00037198i,-0.0010568-6.3885e-06i,-0.0029811-0.0022945i,7.1911e-05-0.00036507i,3.7423e-05-0.00054956i,4.8965e-05-0.00045635i,-0.00064659+0.0023386i,-0.00071074+1.12e-05i,0.0001366-0.00059095i,0.00037045-0.00027349i,-0.0013961-0.00088307i,0.00090422-0.023069i,0.02868-0.024487i,0.035974-0.02474i,0.023541-0.035693i,0.01754-0.015834i,-0.0041061-0.036118i,0.017792-0.037931i,-0.0036068-0.024312i,0.021056-0.017081i,0.012161-0.012998i,-0.0068476+0.0036175i,0.0056383-0.0013205i,0.00022408+0.012243i,-0.0025848+0.0017029i,0.0035581-0.00094692i,0.0071398-0.001035i,-0.0010978-7.4484e-05i,0.005163+0.0055774i,0.002692-0.0011042i,-0.0022545-0.0049282i,-0.0014769-0.001854i,0.0017727-0.0015285i,-0.0058279+0.0024002i,0.0037136+0.00085137i,-0.0054096+0.0027988i,0.0021931+0.0005884i,0.0032244+0.0031904i,-0.001213+0.00036224i,-0.0046388-0.0044411i,-0.0020666+0.0016814i,-0.0017352+0.002088i,-0.0026465+0.0040979i,-0.00064477+0.0016077i,-0.001248+0.0028904i,-0.0013672+0.00034626i,-0.011143+0.0019844i,-0.00020554-0.00055841i,-0.0027171+0.0052205i,-0.00044747+0.0027421i,0.0040655-0.0032231i,-0.00030925-0.0013649i,-0.00014346-0.0045994i,-0.003519-0.0037448i,0.0048999+0.0018389i,0.0073101-0.00057349i,0.024072-0.027108i,-0.01464+0.036271i,0.011365+0.029164i,-0.0051423+0.0059803i,0.0027413-0.0023637i,0.0019964-0.0041547i,-0.0075984+0.0074861i
