-0.0072125-0.039881i,-0.011314-0.044041i,0.0028593-0.046173i,-0.026978-0.027708i,-0.020793+0.014141i,-0.032644-0.03332i,-0.061464-0.061817i,-0.022037-0.072902i,-0.033987-0.052412i,0.0012202+0.01548i,-0.0069832+0.010769i,-0.015634+0.014186i,0.0014927+0.016856i,-0.003863-0.0032277i,0.00040698+0.0065932i,0.00085679+0.039743i,0.019613+0.060674i,0.00078991-0.00024557i,-0.0046135-0.0085577i,0.0087759+0.0051819i,0.0017031+0.0010283i,-0.00089025+0.0033927i,0.00010135-0.001224i,-0.036834-0.0092834i,-0.0023928-0.0072291i,-2.0893e-05+0.0045344i,0.0050315+1.9812e-05i,0.00028758+0.0010508i,-0.00045514-0.00079883i,-8.0349e-05-0.0029248i,-0.0012334-0.0058982i,-0.0023889-0.0042438i,-0.00061566-0.0079927i,0.0031561-0.0012871i,0.0031577-0.0026045i,-0.0015925+0.03438i,0.0061778-0.0043271i,0.0036448-0.0023475i,0.0049642+0.00019525i,-0.013748-0.0041833i,1.6562e-06+0.00036461i,0.010154-0.00053942i,0.0061319-0.0013709i,-0.0036699+0.0038118i,0.0025482+0.0023042i,-0.0031186+0.0091852i,0.016456-0.086887i,-0.0060052-0.048324i,-0.023968-0.040078i,-0.018859-0.042027i,0.064641-0.014958i,0.028752-0.061253i,0.038872-0.044237i,0.030273-0.055777i,0.019955-0.015548i,0.0084113+0.01005i,0.025289-0.032225i,-0.0072586-0.005119i,0.0024857-0.0022214i,-0.0046422-0.0061304i,0.0015521-0.032129i,-0.024557+0.030881i,0.0085036-0.010275i,-0.011089-0.0016607i,-0.0051783-0.0012657i,-0.00087485-0.01422i,-0.0099426+0.0041954i,0.0033413+0.007962i,-0.011741+0.031457i,0.0053245+0.0077021i,-0.0054112-0.0016097i,-0.0020603-0.0022813i,-0.011763-0.0076718i,0.00049655-0.0036643i,-0.035293+0.0047957i,0.0023423-0.012537i,-0.0091306-0.0022368i,-0.006327-0.0029256i,0.0065174+0.0017917i,-0.0093374+0.0018233i,0.0012201+0.00095538i,0.0052943+0.0094416i,0.0046118+0.0003394i,-0.0093123-0.0098174i,0.0024834+0.0084899i,-0.019196+0.0062333i,0.0068017+0.0031557i,-0.028652-0.0087138i,-0.034719+0.0023175i,0.026266-0.07759i,0.012603-0.0093723i,-0.042386-0.02786i,-0.022996-0.0039894i,0.017683+0.012829i,-0.026678+0.011484i,-0.011299-0.0090063i
0.0082233+0.015438i,0.041542-0.0089296i,0.0262-0.032524i,-0.0026239-0.013229i,-0.0083015-0.017282i,-0.0077715-0.023626i,0.01726-0.016097i,0.029218-0.011588i,0.0091421-0.01594i,0.007151-0.00099725i,0.0022022-0.0031936i,-0.0018146-0.0015952i,0.0017554-0.002837i,-7.5321e-05-0.0018197i,-0.0017537-0.0019909i,0.0052708-0.0052324i,-0.0047891+0.00098588i,-0.0021359-0.0004134i,0.0010384+0.00040231i,0.0015257+0.0015707i,0.00016734+0.0024329i,-0.00069808+0.00081829i,0.0013829+0.0020107i,-0.00032677+0.0049998i,-0.00064432+0.00066029i,-0.00075126+0.0013872i,-0.0012294+0.0002181i,0.00059337-0.00032037i,-0.00020977+0.00023468i,-0.00050481-0.00066406i,0.0016649-0.00068992i,0.0020026+2.102e-05i,0.001425-4.5048e-05i,-0.00011384-0.00089406i,0.0011296+0.00065176i,0.0049019-0.0029667i,-0.00091788+0.0012618i,0.00051861+0.00020088i,-0.00033595-0.00037321i,-0.0010683-0.0011075i,0.0021968+0.0011815i,0.0017023+0.0010632i,0.0029002-0.0077897i,0.0028051+0.0017163i,0.0088002+0.013433i,0.015819+0.027257i,0.041172+0.019477i,0.025619+0.003444i,0.00020495-0.016116i,0.01914-0.0019038i,0.021479+0.017818i,0.016702+0.020144i,0.017226+0.025867i,-0.0084843+0.03231i,0.0019178-0.0062181i,0.0019583-0.0036567i,0.004907-0.0063693i,0.0093744-0.0016868i,0.0015223+0.0042451i,-0.010181+0.0085982i,-0.0051484-0.0076602i,0.0028634+0.014811i,-0.002968-0.0018046i,0.00072207+0.002364i,-0.00078357+0.0011531i,0.0017176-0.0035789i,0.0066713-0.0023648i,-0.0036956-0.0006919i,0.0046888-0.0012497i,-0.0067163+0.00020481i,-0.0021029+0.00080384i,0.00036718+2.4611e-05i,-0.0058089-0.0021754i,-0.0034984-0.002633i,-0.014523-0.011356i,0.0032495-0.0026663i,-0.0035424+0.0010646i,-0.0012602+0.001658i,-0.0047727+0.0032723i,0.0058425+0.0017207i,-0.0089551-0.0014145i,-0.00081467-0.004919i,-0.0025218-0.0005654i,-0.005347-0.00066705i,0.0057002-0.0043002i,0.0035401+0.0021416i,0.0023478-0.0021214i,0.0028759+0.0098i,0.0059645+0.0019175i,0.026686+0.022935i,-0.022388-0.0026514i,-0.027147+0.015971i,-0.0049862+0.014883i,0.00085396+0.00043375i,0.0059004-0.0078675i,-0.0096265+0.0034561i
0.010056+0.014373i,0.039186-0.015669i,0.019574-0.036088i,-0.0052902-0.011825i,-0.012503-0.015821i,-0.011469-0.021716i,0.012439-0.019836i,0.026806-0.015864i,0.0055981-0.015946i,0.0065722-0.0029149i,0.0009854-0.0041357i,-0.0019205-0.00075283i,0.00038166-0.0027976i,-0.00023266-0.0015184i,-0.0021275-0.001409i,0.0041563-0.006447i,-0.0034991+0.0025466i,-0.0024677+0.00026669i,0.000701+7.216e-05i,0.0019223+0.00092812i,0.0010145+0.0023994i,-0.00040308+0.0013262i,0.002053+0.0014744i,0.0023251+0.0042409i,4.6479e-05+0.00081928i,-3.5423e-06+0.0014039i,-0.00090319+0.00095869i,0.00048486-0.00020965i,-6.6719e-05+0.00051256i,-0.00035133+1.8978e-06i,0.0011675-0.0015285i,0.001982-0.00082934i,0.0015322-0.00054157i,-0.00043225-0.00050507i,0.0017221+0.00016789i,0.0039148-0.003935i,-0.00025674+0.0016995i,0.0004825-8.0062e-05i,6.1246e-05+0.00019301i,-0.0018102-0.0014298i,0.0022587+0.00034911i,0.0017961+0.00016133i,0.00075818-0.0072414i,0.0041309+0.00086791i,0.010891+0.012129i,0.019545+0.024641i,0.042616+0.012787i,0.025907-0.0025644i,-0.0037788-0.012527i,0.021485-0.0062342i,0.025964+0.012214i,0.021334+0.012212i,0.019489+0.016067i,-0.0004282+0.029685i,-4.784e-05-0.0061052i,-0.0012588-0.0035603i,0.0021062-0.0082161i,0.0066453-0.0044196i,0.0023258+0.0034523i,-0.0050956+0.011984i,-0.0060424-0.0035536i,0.0053998+0.012768i,-0.0037533-0.00076613i,0.0021543+0.0029111i,0.00040309+0.0014209i,-0.00047847-0.0035893i,0.006539-0.0060743i,-0.0041823+0.00026265i,0.0045855-0.0035182i,-0.0058305+0.003133i,-0.0017651+0.00024199i,-2.9121e-05-0.00075486i,-0.0054191+0.0013703i,-0.0038485-0.0014932i,-0.016003-0.0044123i,0.0014292-0.0033945i,-0.0024082+0.0019152i,-0.0013794+0.0011084i,-0.0030263+0.0045916i,0.0072338-0.00063164i,-0.0083674+0.0022129i,-0.0023831-0.0043977i,-0.0020633-0.00015276i,-0.0049419+0.0014426i,0.0026771-0.0051312i,0.0043325+0.00033581i,0.0019879-0.0024214i,0.0049095+0.0080036i,0.004905+0.00078334i,0.027357+0.015374i,-0.021792+0.0021789i,-0.025322+0.023053i,-0.0021335+0.012226i,0.0021077+0.0034295i,0.003464-0.0072536i,-0.011239+0.0053256i
0.012351+0.012693i,0.035309-0.022328i,0.012259-0.037947i,-0.0070806-0.0099481i,-0.016519-0.01337i,-0.014737-0.019286i,0.0071579-0.022222i,0.024147-0.01982i,0.0024617-0.015581i,0.0052746-0.0044138i,-0.00071746-0.0043722i,-0.0017325+3.8437e-05i,-0.00069429-0.002158i,-0.0002778-0.0013653i,-0.0026255-0.00073115i,0.0026162-0.0073339i,-0.0015627+0.002932i,-0.0026412+0.0012061i,0.00039772+0.0002306i,0.0019014-4.8226e-06i,0.0018421+0.0017716i,-0.0001749+0.0013875i,0.0023765+0.00065278i,0.0041425+0.002485i,0.00088064+0.0006331i,0.00054384+0.0011348i,-0.00027619+0.001303i,0.00034422-0.00018041i,0.00021925+0.00065109i,5.1194e-05+0.00015688i,0.00039971-0.0019534i,0.0015052-0.0016682i,0.001145-0.0011957i,-0.00034346-0.00014168i,0.0020126-0.00099438i,0.0028285-0.004697i,0.00076541+0.001594i,0.00036009-0.00024095i,0.00048017-1.7515e-05i,-0.0026491-0.0009407i,0.0021331-0.00047589i,0.001489-0.00056887i,-0.00076297-0.0064664i,0.0046278-0.00085666i,0.012992+0.0098499i,0.023997+0.021137i,0.043476+0.0058389i,0.02455-0.008171i,-0.0053991-0.008487i,0.023009-0.011699i,0.028456+0.0055778i,0.024175+0.0049137i,0.018445+0.0085455i,0.0052106+0.027007i,-0.0022601-0.0051541i,-0.0038113-0.0016759i,-0.0019817-0.0087109i,0.0031916-0.0052125i,0.0024202+0.0025802i,-0.00030985+0.012384i,-0.0051169-0.00070432i,0.0066256+0.010013i,-0.0041399+0.0017087i,0.0035596+0.0025642i,0.00099264+0.00088058i,-0.0019469-0.0024617i,0.0044101-0.008271i,-0.0037474+0.0013759i,0.0035596-0.0052254i,-0.0028723+0.0047234i,-0.002022+0.00011218i,-0.00064564-0.00066124i,-0.0036993+0.0033149i,-0.0034996-0.00032844i,-0.015023+0.0014641i,0.00015218-0.0039256i,-0.0013513+0.0021477i,-0.00148+0.0014138i,-0.00066327+0.0044176i,0.0071918-0.0037685i,-0.0063985+0.0049227i,-0.0037556-0.0032997i,-0.0021275-8.3104e-05i,-0.0037539+0.0026205i,0.0011209-0.0044804i,0.0039539-0.0013048i,0.0019977-0.0027512i,0.005234+0.0049554i,0.0038874+0.00030954i,0.027455+0.0097698i,-0.019504+0.0060985i,-0.019815+0.029363i,-0.0014498+0.0097712i,0.0052826+0.0042689i,0.0013397-0.0057405i,-0.010851+0.0079797i
0.014157+0.010065i,0.030241-0.027509i,0.0055723-0.03865i,-0.0078839-0.0085353i,-0.019655-0.0093485i,-0.017396-0.016444i,0.0014913-0.022979i,0.020887-0.023907i,0.0006004-0.014897i,0.0036671-0.0053309i,-0.0025111-0.0033254i,-0.001252+0.00038699i,-0.0010621-0.0012249i,-0.00046667-0.0015013i,-0.0025785+0.00046333i,0.00074987-0.0076573i,-0.0007013+0.0024394i,-0.0022387+0.0025678i,0.00066088+0.00066315i,0.0015038-0.00072323i,0.0022451+0.00086418i,-0.0001394+0.0015738i,0.0022534-0.00011838i,0.0048105-0.00027817i,0.0015484-0.00013212i,0.00084349+0.0008177i,0.00028884+0.0013018i,0.00053443-0.00015961i,0.00052906+0.00050907i,0.00023122-9.9705e-05i,-0.00037755-0.0020908i,0.00064991-0.0020318i,0.00061348-0.0014881i,-0.0001984-0.00019057i,0.001416-0.0024167i,0.0016077-0.0051478i,0.0015463+0.0010078i,0.00032037-0.00019762i,0.00053205-0.0002088i,-0.0032409-0.00015591i,0.0016491-0.0010461i,0.0009488-0.0008365i,-0.0020596-0.0053177i,0.0040937-0.0021523i,0.014696+0.0065388i,0.028157+0.015522i,0.043323-0.0011798i,0.022403-0.01265i,-0.0043895-0.0042067i,0.02247-0.018868i,0.029314-0.0013188i,0.025413-0.0034999i,0.016389+0.0031665i,0.011468+0.023079i,-0.0032554-0.0033909i,-0.0050147+0.0010524i,-0.0063104-0.0077161i,0.00080401-0.0048177i,0.0022909+0.002444i,0.0035092+0.011226i,-0.0035922+0.0010878i,0.0067177+0.0069994i,-0.0019235+0.0041342i,0.0049875+0.00145i,0.0017319+0.0004729i,-0.0026541-0.0010395i,0.0020227-0.0097956i,-0.0029691+0.0020497i,0.0020809-0.0069503i,-0.00068389+0.0039845i,-0.0026515+0.00028826i,-0.00081305-0.00042096i,-0.0017267+0.0047737i,-0.0029619+0.00028053i,-0.01186+0.0063601i,-0.0016469-0.0043115i,-0.0001818+0.0018056i,-0.0013619+0.0013783i,0.00075656+0.0032059i,0.0057197-0.0069987i,-0.0032572+0.0064834i,-0.0039033-0.0016806i,-0.0024147+0.00030274i,-0.0027325+0.0035828i,9.4279e-05-0.0038422i,0.0029684-0.0019508i,0.0017285-0.0036209i,0.0042797+0.0039754i,0.0033174+0.00018272i,0.026841+0.0043629i,-0.017394+0.0068102i,-0.01184+0.0324i,-0.00065225+0.0090538i,0.0073593+0.0033797i,0.00070177-0.0035422i,-0.0090937+0.010011i
0.015068+0.007062i,0.024557-0.031328i,-0.0011011-0.038309i,-0.0089496-0.0077231i,-0.020757-0.0050536i,-0.019666-0.013265i,-0.0035229-0.022151i,0.01673-0.027109i,-0.0004975-0.014692i,0.0018687-0.0054216i,-0.0031277-0.0016665i,-0.0010358+0.00056393i,-0.0010109-0.00054147i,-0.0010918-0.0012351i,-0.0017801+0.0014612i,-0.0013213-0.0071708i,-5.5439e-05+0.0024098i,-0.0008542+0.0034986i,0.00108+0.0004983i,0.00080447-0.001148i,0.0022695-0.00010169i,0.00028901+0.0016002i,0.0019804-0.00079889i,0.0036065-0.0025935i,0.0013364-0.0013448i,0.0010059+0.00048399i,0.00083355+0.001185i,0.00068529-0.00036486i,0.0006379+0.00024376i,5.1637e-05-0.00032579i,-0.0011892-0.0018902i,-6.0159e-05-0.0019866i,-6.6261e-05-0.0015974i,-0.00022616-4.48e-05i,-0.00030853-0.0028635i,0.00041648-0.0052697i,0.001812+0.00016351i,0.000257-0.00045198i,0.00070866-0.00044321i,-0.0035205+0.00084636i,0.0010594-0.0014008i,0.0005173-0.00080767i,-0.002893-0.004076i,0.0034672-0.0030052i,0.016008+0.002792i,0.030238+0.0084249i,0.042076-0.0080881i,0.020259-0.017523i,-0.00090382-0.0011126i,0.019178-0.026053i,0.02862-0.0076291i,0.023449-0.011479i,0.013077+8.0808e-05i,0.016418+0.017331i,-0.0032407-0.0026501i,-0.0045949+0.0043614i,-0.010471-0.0043248i,-0.00099232-0.0040511i,0.0024988+0.0022999i,0.0063756+0.0092119i,-0.0017847+0.0015137i,0.0055782+0.005213i,0.0012338+0.0034913i,0.0061617-0.00071465i,0.0022281-0.00047105i,-0.0023849+0.00084995i,-0.0012734-0.011212i,-0.0027188+0.003011i,-0.00029429-0.0080158i,-0.00021544+0.0033311i,-0.0031754+0.0011557i,-0.0008884-0.00027764i,0.0019218+0.0050597i,-0.0026986+9.9836e-05i,-0.0070364+0.0092526i,-0.0040705-0.0035507i,0.00046395+0.00091709i,-0.0012492+0.0014809i,0.0013248+0.0020387i,0.0031252-0.0094333i,-0.00011963+0.0060589i,-0.0032994-0.00072513i,-0.0021491+0.00077435i,-0.001157+0.00456i,-0.00086749-0.002939i,0.0021696-0.0022029i,0.00054525-0.0041966i,0.0036308+0.0035018i,0.003032-2.257e-05i,0.025256-0.0004016i,-0.018819+0.0067369i,-0.0047431+0.031115i,0.00082723+0.0072109i,0.0087464+0.0016768i,0.0011865-0.0020503i,-0.0064268+0.011143i
0.015491+0.0042638i,0.018829-0.033943i,-0.0073834-0.036875i,-0.010034-0.00642i,-0.021131-0.0013601i,-0.021149-0.0097894i,-0.0075772-0.020717i,0.012206-0.030032i,-0.0014179-0.015344i,0.00068213-0.0048894i,-0.002857-0.00024239i,-0.00075425+0.00090436i,-0.000872+0.00011754i,-0.0012493-0.00042954i,-0.00079144+0.0016322i,-0.0027813-0.0058534i,0.0010152+0.002247i,0.00064311+0.0033283i,0.0012554+0.00023136i,0.00018752-0.0010877i,0.0019484-0.00094347i,0.00066635+0.0014945i,0.0013877-0.001428i,0.0018173-0.0036611i,0.00031373-0.0019042i,0.0010664+0.00018758i,0.0014+0.00086359i,0.00052867-0.00065863i,0.00070043+4.7355e-05i,-0.00023883-0.00015217i,-0.0018588-0.0013219i,-0.00072838-0.0017508i,-0.00065996-0.0012162i,8.5936e-05-7.872e-06i,-0.0010389-0.0021611i,-0.00070932-0.0051594i,0.0017928-0.00036289i,-7.396e-05-0.00054738i,0.00059795-0.0010118i,-0.0034314+0.0020533i,0.00046658-0.0015088i,0.00034059-0.00061908i,-0.0031247-0.0026433i,0.0026163-0.0038258i,0.015821-0.002225i,0.030175+0.0012587i,0.039703-0.014768i,0.015765-0.022413i,0.004213-0.0019926i,0.012881-0.031685i,0.027128-0.013136i,0.02023-0.017273i,0.01092+1.4437e-05i,0.019021+0.010181i,-0.0039598-0.0021427i,-0.0020077+0.0069116i,-0.012468+0.00087385i,-0.0025296-0.0030119i,0.0026643+0.0021623i,0.007511+0.0066008i,-0.00047556+0.00067998i,0.004668+0.0042956i,0.001939+0.0019732i,0.0056688-0.003481i,0.0019968-0.0020771i,-0.000331+0.0021153i,-0.0062369-0.0095789i,-0.001439+0.0047235i,-0.0039842-0.0078238i,0.0010731+0.0032802i,-0.0032448+0.0025494i,-0.00086799-8.4327e-05i,0.0053089+0.0016874i,-0.0026661+0.00036104i,-0.0013537+0.0088206i,-0.0059201-0.0014252i,0.00039526-7.734e-05i,-0.0014522+0.0014911i,0.0014833+0.00096404i,-0.00083449-0.010838i,0.0022265+0.004239i,-0.0030565-0.00041573i,-0.0020305+0.0011342i,0.0011788+0.0045357i,-0.0010329-0.0018448i,0.0015392-0.0021522i,-0.00055353-0.0042137i,0.0030929+0.0034182i,0.0025173-0.00013711i,0.023448-0.0036675i,-0.021367+0.010088i,0.0002934+0.028877i,0.0011354+0.0040885i,0.009331-0.00056129i,0.0017194-0.0019439i,-0.0034661+0.010711i
0.015391+0.0013634i,0.013222-0.035582i,-0.013116-0.034462i,-0.010614-0.0052087i,-0.020911+0.0024253i,-0.022035-0.0062739i,-0.011155-0.019103i,0.006913-0.032358i,-0.0033337-0.017159i,6.089e-05-0.0043352i,-0.0021606+0.000821i,-0.00021678+0.0012632i,-0.00029667+0.00061501i,-0.00091306+0.00011659i,-0.00010983+0.0015329i,-0.0033928-0.004488i,0.0017513+0.0014872i,0.0017384+0.002722i,0.001418+3.2088e-05i,-0.00019523-0.00080992i,0.0012898-0.0015551i,0.00099657+0.0014646i,0.00070908-0.001514i,0.00021858-0.0036614i,-0.00043994-0.0017542i,0.0010699-6.1347e-05i,0.0016802+0.00019971i,0.00031833-0.00079116i,0.00067021-0.00017145i,-0.00019215+0.00017377i,-0.0021905-0.0005348i,-0.001227-0.0012207i,-0.00091358-0.00082459i,0.00019782-0.00023762i,-0.0014314-0.001786i,-0.0016672-0.0046587i,0.0018199-0.0010361i,-0.00033895-0.00036497i,-5.0118e-05-0.0012439i,-0.0028766+0.0032908i,6.8607e-05-0.0015207i,0.00024521-0.00050216i,-0.0029237-0.0014386i,0.0015284-0.0042207i,0.013565-0.0064487i,0.028414-0.0050226i,0.036023-0.020839i,0.0097528-0.025003i,0.0070675-0.005977i,0.0054453-0.034608i,0.025333-0.018668i,0.017161-0.022581i,0.011453+8.6082e-05i,0.019822+0.003535i,-0.0052952-0.0015659i,0.0013386+0.0073723i,-0.0115+0.0068566i,-0.003484-0.0017194i,0.0029733+0.002168i,0.0078756+0.004897i,-0.0003788-0.00034801i,0.0034866+0.0043078i,0.0024227+0.0013447i,0.0034591-0.0055005i,0.00025779-0.0030721i,0.001404+0.001374i,-0.0087877-0.005055i,0.0015541+0.0048549i,-0.0067791-0.0053153i,0.0020783+0.0021755i,-0.00237+0.0041141i,-0.00078789-0.00011272i,0.0049582-0.0026207i,-0.0026494+0.00088502i,0.00174+0.0054145i,-0.0058719+0.00091954i,-0.00034426-0.00092305i,-0.001509+0.0020604i,0.0010826-0.0002355i,-0.0057617-0.010049i,0.0027503+0.0017149i,-0.0031538-9.3305e-05i,-0.0016138+0.0018986i,0.0031254+0.0033147i,-0.00056281-0.0015709i,0.0012237-0.001641i,-0.0014831-0.0038448i,0.0027084+0.0040057i,0.0021102-0.00026233i,0.022788-0.0065372i,-0.021738+0.015545i,0.0042546+0.025975i,-0.00030694+0.0011268i,0.0085478-0.0035196i,0.0015463-0.001586i,-0.0017656+0.0088407i
0.014509-0.0012396i,0.0078864-0.036456i,-0.018341-0.031335i,-0.011134-0.0045022i,-0.019621+0.0057638i,-0.022321-0.0028363i,-0.014557-0.016917i,0.00095767-0.033635i,-0.0067217-0.018406i,-0.00034908-0.0041433i,-0.0011863+0.0013802i,0.0005585+0.0011757i,0.00040276+0.00074632i,-0.00046662+0.00041527i,0.00055398+0.0012992i,-0.0034915-0.0033921i,0.0020541+0.00086307i,0.0026332+0.0018548i,0.0015418-0.00051982i,-0.00025072-0.0005269i,0.00039097-0.0016809i,0.001564+0.0013254i,0.00023348-0.0014354i,-0.00089623-0.003261i,-0.00099137-0.0014997i,0.0010442-0.00041778i,0.001521-0.00047945i,0.00015263-0.00085419i,0.00053566-0.00013407i,-0.00011454+0.0003268i,-0.0022748+0.0002693i,-0.0013461-0.00058849i,-0.00085857-0.00051914i,6.9926e-05-0.00050005i,-0.0022315-0.0011554i,-0.002443-0.0038896i,0.0012743-0.0016961i,-0.00040723-5.2578e-05i,-0.00049552-0.00079433i,-0.0019368+0.0041646i,-0.00047126-0.001326i,8.802e-05-0.00055327i,-0.0022896-0.00056652i,0.00056058-0.0039593i,0.01054-0.0089255i,0.025242-0.010097i,0.031326-0.025519i,0.0037786-0.025339i,0.0074074-0.0097268i,-0.0025204-0.035469i,0.022693-0.024514i,0.012796-0.027609i,0.013046-0.0014646i,0.019065-0.0038786i,-0.0067523-0.00015439i,0.0041525+0.0061426i,-0.0076781+0.011131i,-0.0039208-0.0005503i,0.0032956+0.0020269i,0.0085971+0.0032592i,-0.00084292-0.00070967i,0.0034317+0.0052555i,0.0031088+0.00024392i,0.00090838-0.0057376i,-0.0011131-0.0026589i,0.0020847+0.00017906i,-0.0086889-0.00097081i,0.0039167+0.0033779i,-0.0079193-0.0021262i,0.0019263+0.0010847i,-0.00049106+0.0049985i,-0.0010608-0.00014056i,0.0023049-0.0054508i,-0.0023116+0.0014181i,0.0019554+0.0021035i,-0.005043+0.002933i,-0.001538-0.0010149i,-0.0010381+0.0023619i,-3.244e-05-0.000675i,-0.0089172-0.0069035i,0.0020332+8.2342e-05i,-0.0031038+0.00013173i,-0.00053854+0.0020909i,0.0041365+0.0013382i,-0.00059545-0.0014193i,0.00169-0.0013526i,-0.0020504-0.003109i,0.0037972+0.0053968i,0.0016065-0.00016761i,0.020817-0.010447i,-0.020113+0.021059i,0.0071157+0.02276i,-0.0034829-0.00069447i,0.005041-0.0050098i,0.0020806-0.0014967i,-0.0018387+0.0071101i
0.013481-0.0032277i,0.002589-0.03694i,-0.022685-0.027184i,-0.012032-0.0037592i,-0.018268+0.0081429i,-0.022207+0.00069393i,-0.017188-0.014062i,-0.0048994-0.033413i,-0.011036-0.018407i,-0.00083899-0.0039224i,-0.00012049+0.0012936i,0.0011654+0.00085442i,0.0010092+0.00068162i,1.0063e-05+0.00056847i,0.00090885+0.00078215i,-0.0034252-0.0027688i,0.002837+6.8313e-05i,0.0029902+0.00068579i,0.0011396-0.0012048i,-0.00014623-0.00028623i,-0.0002515-0.0014879i,0.0022736+0.00063078i,-2.4333e-05-0.0013882i,-0.0014136-0.0027008i,-0.0015877-0.0011788i,0.00087806-0.00078576i,0.0011527-0.00088155i,-0.0001033-0.00064982i,0.00047608-8.1952e-05i,9.8e-05+0.00058725i,-0.002087+0.0011114i,-0.0012313-0.00019814i,-0.00097876-0.00027222i,-0.00020305-0.00039395i,-0.002466+2.339e-06i,-0.0027956-0.0029758i,0.00049583-0.0019844i,-0.00042306+0.00015611i,-0.00040653-0.00055707i,-0.00067214+0.0047544i,-0.00066996-0.0010105i,4.8673e-05-0.00051008i,-0.0016502-0.00023142i,0.00011167-0.0037497i,0.0080478-0.010249i,0.022026-0.013175i,0.026565-0.029033i,-0.001213-0.024079i,0.0061207-0.012851i,-0.010389-0.03339i,0.018376-0.030093i,0.0078542-0.031248i,0.014262-0.0038302i,0.015107-0.0098897i,-0.0078274+0.0023453i,0.0058129+0.0039486i,-0.0029017+0.013162i,-0.004357+0.00085916i,0.0037926+0.0019191i,0.0087718+0.0013981i,-0.0012851-0.00099497i,0.0045446+0.006394i,0.0026199-0.0011937i,-0.00076485-0.005011i,-0.0021912-0.0018393i,0.002097-0.00075356i,-0.0071172+0.0017975i,0.0051821+0.0010615i,-0.0076251+0.0013081i,0.0015885+0.0010708i,0.0016497+0.004681i,-0.0011369+0.00022247i,-0.00092801-0.0063633i,-0.0017437+0.0013416i,0.00029374+0.00053656i,-0.0037102+0.0044986i,-0.0024513-9.8716e-05i,-0.00083219+0.0024921i,-0.00073649-0.00045293i,-0.010228-0.0032989i,0.00099705-0.00078334i,-0.003551+0.00040808i,0.00021205+0.0017033i,0.0041771-0.00082163i,-0.00052185-0.0014512i,0.0023752-0.0019498i,-0.0025335-0.0028654i,0.0056679+0.0048472i,0.0013896+0.00034021i,0.018409-0.013331i,-0.016275+0.027305i,0.0089561+0.019726i,-0.0072006-0.00010815i,0.0019513-0.0035537i,0.0019994-0.002194i,-0.0025124+0.0059436i
0.012649-0.0050567i,-0.0029545-0.03723i,-0.026046-0.023097i,-0.013144-0.0024912i,-0.016963+0.010949i,-0.021048+0.0041671i,-0.019207-0.01092i,-0.010619-0.032791i,-0.015357-0.016822i,-0.0012406-0.0038663i,0.00052043+0.00073968i,0.0016732+0.00016545i,0.001636+0.00037279i,0.00068307+0.00027542i,0.00097685+0.00028409i,-0.0034693-0.002326i,0.0030284-0.0015708i,0.0027149-0.0003654i,0.00052745-0.001393i,0.00015948-0.00027772i,-0.00078035-0.0011505i,0.0023364-0.00033847i,-0.0004487-0.0013138i,-0.0016477-0.0025467i,-0.0019269-0.00057916i,0.00052511-0.0010886i,0.00070077-0.0012038i,-0.0002032-0.00039736i,0.00060624+4.1737e-06i,0.00064364+0.00065813i,-0.0015319+0.0018505i,-0.0011884+0.00015019i,-0.0008686+2.9157e-05i,-0.00025331-0.00026984i,-0.0017843+0.00078171i,-0.0029858-0.0022374i,-0.00019781-0.0019465i,-0.00020594+0.00039323i,-0.0004394-0.00062321i,0.00073774+0.0047611i,-0.00071282-0.00076206i,-5.7431e-05-0.00065979i,-0.0011597-0.00044385i,-0.00033612-0.0038099i,0.0055455-0.011499i,0.019718-0.015711i,0.021586-0.031816i,-0.0053141-0.021583i,0.0048516-0.014978i,-0.017158-0.028618i,0.012771-0.034913i,0.0030625-0.034567i,0.015321-0.0075504i,0.0095381-0.013136i,-0.0073964+0.0059148i,0.0064102+0.0013933i,0.0015668+0.012783i,-0.0040848+0.0023762i,0.004825+0.0015017i,0.0086907-0.0007057i,-0.0020596-0.0013i,0.007194+0.0063974i,0.0016154-0.0012445i,-0.0018717-0.004016i,-0.0026579-0.00065278i,0.0020351-0.0015096i,-0.0057908+0.0035146i,0.0052587-0.0016635i,-0.0060093+0.0039179i,0.0023188+0.0014624i,0.0031067+0.0034142i,-0.0010119+0.00025757i,-0.0042932-0.0056367i,-0.0017429+0.0013166i,-0.00076086+0.0009354i,-0.0017801+0.0053961i,-0.002404+0.001075i,-0.00048508+0.0031208i,-0.0010006-0.00015698i,-0.010583-6.8284e-05i,-0.00014952-0.00089771i,-0.004111+0.001521i,0.00032306+0.0013735i,0.003427-0.0030081i,-0.00071402-0.0019559i,0.0024928-0.0030746i,-0.003303-0.0022686i,0.0072914+0.0033299i,0.0017754+0.00066796i,0.015583-0.015467i,-0.0088745+0.031078i,0.010638+0.016405i,-0.0097062+0.0024669i,0.00069849-0.0010652i,0.0012723-0.0021513i,-0.0033897+0.0055293i
