-0.023902-0.037422i,-0.01155-0.050145i,-0.01779-0.044847i,-0.030532-0.035398i,-0.030032-0.016324i,-0.050443-0.0276i,-0.056782-0.027226i,-0.04347-0.036245i,-0.029583-0.032272i,0.008217+0.01234i,-0.0053194+0.015205i,-0.0047866+0.014451i,0.010015+0.021271i,0.00038392+0.004219i,0.0033722+0.003375i,0.0066343+0.018452i,0.019298+0.04122i,-0.0027622-0.0011025i,-0.0047359-0.0061598i,0.0071784+0.002732i,-0.00018045-0.0007483i,-0.0018495+0.0028111i,0.00010278-0.00024941i,-0.028936-0.0032842i,-0.0013896-0.0059429i,0.0015943+0.0046291i,0.0032137-0.00019113i,-0.00062066+0.00060807i,0.00063055-0.0004616i,-0.00072818-0.0026691i,-0.001941-0.00577i,-0.0045967-0.0049666i,-0.0022766-0.0045337i,0.0022141-0.00045314i,0.0020452-0.0029647i,-0.0012205+0.026637i,0.0012167-0.0031585i,0.0027137+0.00082686i,0.0057046+0.001013i,-0.010155-0.0024875i,-0.0037042+0.00019701i,0.0056097+0.00047004i,0.0059544-0.00026767i,-0.0036101+0.0047941i,0.0017998-0.0095426i,-0.011962+0.01783i,0.035869-0.090441i,0.01235-0.069939i,-0.015631-0.059992i,-0.015719-0.05617i,0.039596-0.045701i,0.017552-0.061857i,0.033214-0.055975i,0.030469-0.059371i,0.015754-0.013404i,0.0046507+0.016708i,0.016916-0.026548i,-0.011537+0.005404i,-0.00050641+0.005415i,-0.0052263-0.0016525i,-0.0023382-0.028832i,-0.02423+0.03149i,0.010114-0.011346i,-0.013022-0.0028077i,-0.00025694-0.0049813i,-0.00098726-0.015661i,-0.0081323+0.0044462i,0.0046933+0.0061564i,-0.0091518+0.029737i,0.0048798+0.0060795i,-0.0051621-0.00072472i,-0.0031375-0.00048664i,-0.012715-0.0087322i,-0.00097146-0.0039152i,-0.028299+0.0027136i,0.00018179-0.0099827i,-0.0095823-0.0016854i,-0.0067366-0.0024062i,0.006889+0.003256i,-0.0078833+0.0015624i,-0.00013982+0.00059068i,0.0072274+0.011702i,0.0037043+0.0014877i,-0.0093024-0.0099484i,0.0033001+0.0080741i,-0.021944+0.005612i,0.0082127+0.00034634i,-0.028819-0.003752i,-0.041236+0.0029272i,0.021257-0.097171i,-0.0020622-0.012379i,-0.051141-0.020469i,-0.023723-0.00043624i,0.018267+0.010631i,-0.024808+0.01308i,-0.019341-0.012951i
0.014119-0.0096098i,0.043715-0.01314i,0.023072-0.026627i,0.011103-0.021532i,0.013776-0.040091i,-0.01822-0.022597i,-0.008572-0.014565i,-0.0033132-0.027484i,0.0072875-0.016562i,0.0041771-0.0015408i,0.0016704-0.0045843i,-5.0027e-07-0.0052463i,-0.000836-0.0058854i,-0.00091167-0.0027889i,-0.0011851+0.0010029i,0.0012439-0.0027165i,-0.0037381+0.0022646i,-0.00035374+0.00067089i,0.0002218+0.00035892i,0.00065322+0.0022309i,0.001375+0.001805i,0.0011028-0.0010654i,0.0019966+0.00036841i,-0.0010299+0.0022723i,-0.00061119+0.00029362i,-0.00056038+0.00049467i,-0.0014176+9.2398e-05i,-0.00062602+0.00066671i,-3.1982e-05+0.00010739i,-0.00028739-0.00028622i,0.0024458-0.00183i,0.0014826-0.00016669i,0.00036162-0.00066262i,0.00058927-0.00094365i,0.00067378+0.00042049i,0.00596-0.0050033i,-3.0316e-05+9.2153e-05i,-0.0011703+0.00047654i,-0.00018582-0.00023958i,0.00040771+0.00054247i,0.00019794+0.0011632i,0.0010597+0.00081469i,0.00081979-0.0029536i,-0.00065713-0.0035459i,0.017557+0.0049388i,0.028431+0.039403i,0.035594+0.039776i,0.046597+0.028037i,0.01584-0.00073288i,0.03596+0.0003334i,0.038443+0.012885i,0.013499+0.0066353i,0.029314+0.023993i,-0.0038205+0.033164i,0.0064011-0.0050442i,0.0046963-0.0031931i,0.0066448-0.0038397i,0.0077927+0.0038154i,0.0036046+0.0062372i,-0.0063343+0.0050413i,-0.0042219-0.0055743i,0.003633+0.013201i,-0.0038607+0.00044869i,-0.00014821+0.0052787i,-0.00047253+0.0014944i,0.0026227-0.0031025i,0.0068059-0.0012728i,-0.0028597-0.0008101i,0.0046216-0.001756i,-0.0054359+0.00020906i,-0.0014272+0.00061833i,0.00035131+2.548e-05i,-0.0046062-0.0027909i,-0.0043449-0.0019887i,-0.0072407-0.0095932i,0.0032022-0.0018747i,-0.0047458+0.0019831i,-0.0018257+0.0010273i,-0.003904+0.0025331i,0.0066436+0.00036806i,-0.0072802-0.0012887i,-0.0041044-0.0076945i,-0.0026061-0.001271i,-0.006389-0.0010744i,0.004521-0.0038159i,0.0058062+0.0007184i,0.0029919-0.0014563i,0.0052979+0.0079953i,0.0060359+0.0056306i,0.041967+0.02645i,-0.032276-0.0044877i,-0.036805+0.016805i,-0.0088767+0.020263i,0.002273+0.0026135i,0.009091-0.0044054i,-0.01121-0.00033207i
0.011674-0.011509i,0.040275-0.020332i,0.0178-0.029873i,0.0071197-0.022114i,0.0055571-0.041837i,-0.020716-0.018991i,-0.011348-0.01371i,-0.007935-0.025955i,0.0043741-0.017431i,0.0038155-0.0025366i,0.0005056-0.0051956i,-0.0011566-0.0045743i,-0.0025578-0.0048598i,-0.0014577-0.0021531i,-0.00064521+0.0012413i,0.00093075-0.0028256i,-0.0021346+0.003425i,-0.00081835+0.00052836i,0.00012546+0.00028827i,0.0013213+0.0019921i,0.0020017+0.0015197i,0.00088242-0.0012277i,0.0019511-0.0002987i,0.00079612+0.0020272i,-0.00027195+0.00044611i,-0.00020845+0.00046966i,-0.0011808+0.00088077i,-0.00033898+0.00074692i,-0.00025488-0.00030711i,-8.9825e-05+4.6104e-05i,0.0014808-0.0026917i,0.0013996-0.00073921i,0.00022674-0.00070357i,0.00010253-0.0010248i,0.0010795+0.00018948i,0.0045627-0.0032806i,1.6446e-05+0.00023668i,-0.00035878-0.010219i,-1.7407e-05+1.4695e-05i,0.00046663-8.6063e-05i,0.00055586+0.0010864i,0.0013267+0.00019039i,-0.0003674-0.0027438i,-5.7895e-05-0.0030949i,0.018139+0.0025393i,0.033958+0.034803i,0.040349+0.033015i,0.049364+0.019698i,0.013048-0.00020325i,0.036534-0.0057327i,0.040176+0.0055962i,0.014607+0.00097666i,0.030408+0.013272i,0.0037217+0.030268i,0.0042283-0.0063156i,0.0008642-0.0035575i,0.0042322-0.0063761i,0.0069149+0.00107i,0.0051587+0.0047778i,-0.0032198+0.0074871i,-0.0044757-0.0023294i,0.005438+0.011304i,-0.0039478+0.0014777i,0.0027713+0.0058146i,0.00041986+0.0016799i,0.00053843-0.0034419i,0.0071466-0.0050597i,-0.0031843-0.00022694i,0.0043849-0.0033157i,-0.0045831+0.0024734i,-0.0017323-1.2746e-05i,4.9346e-05-0.00061352i,-0.0047338+8.2422e-05i,-0.0041405-0.00064204i,-0.00904-0.0061233i,0.0017147-0.0027915i,-0.003441+0.0027915i,-0.0017692+0.00076977i,-0.0025952+0.0037604i,0.0073515-0.0026669i,-0.0068677+0.0017801i,-0.0069888-0.0058614i,-0.0023111-0.00086423i,-0.0058501+0.0011906i,0.0016525-0.0044271i,0.0061875-0.0018945i,0.0029516-0.0018081i,0.0068928+0.0059312i,0.0050921+0.0049819i,0.042658+0.016971i,-0.031161+0.002262i,-0.035532+0.024977i,-0.0053248+0.01814i,0.003614+0.0052936i,0.0069094-0.005732i,-0.012839+0.0018876i
0.0097538-0.013121i,0.035312-0.026857i,0.01205-0.031638i,0.0036875-0.021872i,-0.0028912-0.042087i,-0.022655-0.015376i,-0.013931-0.012224i,-0.011687-0.024067i,0.0012375-0.017891i,0.0031076-0.003266i,-0.0011251-0.0052526i,-0.0019818-0.0037102i,-0.0037048-0.0032545i,-0.0017928-0.0015298i,-0.00031594+0.001191i,0.00065043-0.0029382i,-0.00027087+0.003374i,-0.0009839+0.0012764i,9.0276e-05+0.00044934i,0.0018387+0.0013035i,0.0026506+0.00070446i,0.00055797-0.0015331i,0.0016948-0.00091435i,0.0020281+0.0011427i,0.00019673+0.00022315i,3.0667e-06+0.00026611i,-0.00057227+0.0013872i,-0.00027035+0.00088707i,0.00032581-0.0003081i,9.3475e-05+0.00016865i,0.00030825-0.003062i,0.0010972-0.0012197i,-8.626e-05-0.00073591i,-0.00029502-0.0008886i,0.0013411-0.00050904i,0.0040108-0.0037214i,0.00028518+0.00028375i,0.00254+0.0032282i,9.269e-05-8.8782e-05i,0.00020985-0.00044894i,0.00085702+0.00075324i,0.001152-0.00064936i,-0.00093907-0.0019463i,-0.00015616-0.0035312i,0.018575-0.00037109i,0.040438+0.028455i,0.044305+0.025647i,0.050705+0.011704i,0.011868+0.00073631i,0.036312-0.012154i,0.040283-0.0011861i,0.014651-0.0035305i,0.028583+0.0052028i,0.0094393+0.027081i,0.001857-0.0064956i,-0.0020163-0.0017912i,0.00044914-0.007778i,0.0052649-0.00065615i,0.0055671+0.0029994i,-0.0002112+0.008108i,-0.0035583-0.00036979i,0.0062557+0.0087159i,-0.0037138+0.0037079i,0.005595+0.0048026i,0.0010403+0.0012733i,-0.0010205-0.002681i,0.0054342-0.0074108i,-0.0030199+0.00048551i,0.0038414-0.0042807i,-0.0022068+0.0039466i,-0.0022121-5.9811e-05i,-0.00045137-0.0006389i,-0.0035033+0.0017827i,-0.0033409+0.00063255i,-0.0098291-0.0028219i,0.00072365-0.0032729i,-0.0021204+0.0031491i,-0.0018624+0.0011428i,-0.00061634+0.0036556i,0.0064379-0.0059963i,-0.0051911+0.0040134i,-0.0081826-0.0028337i,-0.0023571-0.00075762i,-0.0048604+0.0024066i,0.00026395-0.0037194i,0.0049803-0.0040344i,0.0030023-0.0024036i,0.0067074+0.002522i,0.0048729+0.0048529i,0.042793+0.009608i,-0.028116+0.0074868i,-0.030368+0.033226i,-0.0035054+0.016006i,0.0068516+0.0059678i,0.0042738-0.0049034i,-0.012789+0.0046195i
0.0076024-0.015017i,0.02946-0.031526i,0.0066574-0.032748i,0.0010496-0.021901i,-0.011173-0.039905i,-0.024012-0.011642i,-0.016433-0.010099i,-0.015122-0.021684i,-0.0015533-0.017575i,0.0022673-0.0038914i,-0.0027258-0.0042069i,-0.0022683-0.0029749i,-0.0039229-0.0015544i,-0.0019705-0.00098384i,4.8054e-07+0.0013805i,0.00024895-0.0030588i,0.00067332+0.0026588i,-0.00038916+0.0020095i,0.00033458+0.00074131i,0.0019935+0.00043581i,0.0027038-0.00036297i,-9.1901e-05-0.0016982i,0.0012086-0.0013065i,0.0023974-0.00049697i,-0.00037775+0.00035512i,-0.00010966+0.0001402i,6.2688e-05+0.0014887i,0.00015105+0.0009638i,0.00025916-0.00034205i,0.0002519+0.00016587i,-0.00088354-0.0029463i,0.00059162-0.0014998i,-0.00030147-0.00056357i,-0.00053365-0.00071071i,0.00098544-0.0013668i,0.00308-0.0045358i,0.00053727+5.9783e-05i,0.0026487+0.0014438i,0.00012006-0.00022484i,-0.0001671-0.00077956i,0.0010037+0.00071887i,0.0004802-0.00073762i,-0.0013062-0.0012462i,-0.0006605-0.0033863i,0.018668-0.0034698i,0.045129+0.019025i,0.047354+0.017776i,0.051662+0.0039012i,0.012394+0.0021545i,0.034551-0.019484i,0.039536-0.0079588i,0.014053-0.0082662i,0.026344-0.00079482i,0.015038+0.022759i,0.00036107-0.0054724i,-0.0033951+0.00081213i,-0.0039442-0.0075735i,0.0037011-0.001572i,0.0053138+0.0018091i,0.0023581+0.0077619i,-0.0023583+0.00070259i,0.0061113+0.0059472i,-0.0011347+0.0057302i,0.0080582+0.0024369i,0.0016805+0.00099119i,-0.0018613-0.0014546i,0.0031756-0.0093545i,-0.0026733+0.00090276i,0.003267-0.0054197i,-0.00037798+0.0032908i,-0.0027721+0.00031i,-0.00056588-0.00050843i,-0.0020097+0.0033049i,-0.0024607+0.0011276i,-0.0091247+0.00067853i,-0.00064439-0.0037429i,-0.00079911+0.002848i,-0.0016077+0.0012106i,0.0005915+0.0026722i,0.0042274-0.008958i,-0.0025737+0.0051985i,-0.0074977+9.5883e-06i,-0.0026514-0.00050254i,-0.0040839+0.0036392i,-0.00068945-0.0029332i,0.0033388-0.0047659i,0.0028777-0.0034688i,0.0051624+0.0012026i,0.0054246+0.0048679i,0.042111+0.0022916i,-0.024759+0.0094256i,-0.022095+0.038391i,-0.0016873+0.015101i,0.0092977+0.0049194i,0.0034814-0.003136i,-0.011738+0.0066425i
0.0046839-0.016641i,0.023291-0.034795i,0.00095068-0.033057i,-0.0020041-0.022141i,-0.01772-0.036326i,-0.024932-0.0079762i,-0.018374-0.0070997i,-0.017903-0.018825i,-0.0038909-0.017106i,0.0011159-0.0040037i,-0.0032904-0.002708i,-0.002696-0.0023745i,-0.003643-0.00024577i,-0.0022372-0.00029301i,0.00062803+0.0014801i,-0.00034502-0.0031177i,0.0010791+0.0023418i,0.00065192+0.0023511i,0.00067132+0.00060259i,0.0016589-0.00034539i,0.0022902-0.0013109i,-0.00063305-0.0016215i,0.00079184-0.0014884i,0.0014918-0.001817i,0.00068316+0.00061501i,-0.00024459+0.00013047i,0.0006613+0.001374i,0.00055141+0.00077107i,0.000153-0.00041175i,0.00034078+3.2249e-05i,-0.0018765-0.0023638i,0.00019947-0.0015744i,-0.00057498-0.00039057i,-0.00071753-0.00041151i,-1.2455e-05-0.0016607i,0.0019915-0.0052259i,0.00048723-0.00027569i,0.002191-0.00038577i,0.00022023-0.00035321i,-0.00069074-0.0008086i,0.0017449+0.0010071i,0.00015285-0.00049159i,-0.0013102-0.00059912i,-0.0011083-0.0030208i,0.018604-0.0071431i,0.046625+0.0087862i,0.048891+0.0092666i,0.052008-0.0050462i,0.015098+0.0031038i,0.030672-0.026656i,0.037276-0.014276i,0.011956-0.012517i,0.022844-0.0050177i,0.019572+0.01691i,-0.00042465-0.0050598i,-0.002997+0.0041379i,-0.0083818-0.0050021i,0.0020326-0.0020159i,0.0050527+0.00090465i,0.004593+0.0067503i,-0.0011629+0.00077905i,0.0047639+0.0045753i,0.0022089+0.0047207i,0.0093797-0.0013566i,0.0022838+0.0002437i,-0.0018883+0.00021694i,-0.00016005-0.011219i,-0.0027425+0.0016568i,0.0022956-0.0063255i,-0.00013616+0.002931i,-0.0030869+0.0012907i,-0.00069957-0.0004646i,0.0012064+0.0037425i,-0.0019802+0.00077936i,-0.0069725+0.0033896i,-0.0024767-0.0034183i,8.4338e-05+0.0021435i,-0.0014622+0.0013368i,0.0010162+0.0014993i,0.00075258-0.011315i,-8.232e-05+0.0046927i,-0.0061578+0.0014833i,-0.002576-3.0871e-05i,-0.0024011+0.0057264i,-0.0014543-0.0019251i,0.0015964-0.0052569i,0.0017885-0.0042527i,0.0039426+0.00064343i,0.0063658+0.0041894i,0.040076-0.0042604i,-0.024887+0.0095784i,-0.013957+0.039386i,0.00065232+0.013114i,0.010827+0.0025248i,0.0040223-0.0020973i,-0.010105+0.0082156i
0.0017741-0.017581i,0.017419-0.036933i,-0.0045873-0.032318i,-0.0053033-0.021683i,-0.023836-0.032237i,-0.025281-0.0043635i,-0.019274-0.0039568i,-0.020187-0.01595i,-0.006018-0.016569i,0.00049284-0.0036614i,-0.0032822-0.0014864i,-0.0029506-0.001458i,-0.0032028+0.0008244i,-0.0020482+0.00063888i,0.0012383+0.0010566i,-0.00090634-0.0028479i,0.0017178+0.002416i,0.0017426+0.0018688i,0.00079707+0.00043374i,0.0012074-0.00063893i,0.0016908-0.0020547i,-0.001208-0.0014085i,0.00026645-0.0017197i,0.00035788-0.0024056i,0.00057924-0.00020792i,-0.00034226+0.00040837i,0.001254+0.0010247i,0.00077303+0.00050274i,-0.00028495-0.00051485i,0.00019341-2.7676e-05i,-0.0026031-0.0015301i,-0.00034522-0.0015539i,-0.00066068+7.3021e-05i,-0.00063082-0.00010982i,-0.00052475-0.0013001i,0.00067226-0.0058326i,0.00036211-0.00026318i,0.0013706-0.0007674i,0.00015173-0.00076034i,-0.0012587-0.00049767i,0.0030433-0.00029523i,0.00012193-0.00033761i,-0.00094891+0.00010204i,-0.0016265-0.0027507i,0.017569-0.011777i,0.045608-0.0013051i,0.048798+0.00095514i,0.049579-0.015016i,0.019404+0.00069857i,0.024591-0.032281i,0.03439-0.019997i,0.0097431-0.015406i,0.020088-0.0063935i,0.021782+0.009992i,-0.0018785-0.0048322i,-0.00017603+0.0063413i,-0.010832-0.00041649i,0.0005081-0.0019687i,0.0046174+7.327e-05i,0.0065742+0.0053062i,-0.00051395+0.00017695i,0.0037623+0.0042226i,0.00296+0.0028913i,0.007733-0.0055078i,0.0024942-0.0010893i,-0.00035706+0.0013895i,-0.0053943-0.010105i,-0.0021845+0.0029989i,0.0024126-0.0079384i,0.0013286+0.0030505i,-0.0029719+0.0025505i,-0.00079834-0.00028773i,0.0041013+0.00053235i,-0.0019434+0.00056694i,-0.004023+0.004283i,-0.0039719-0.0020919i,0.0004109+0.0011831i,-0.0016682+0.0013836i,0.0010877+0.00043387i,-0.0043879-0.012078i,0.001653+0.0031787i,-0.0053075+0.0024157i,-0.0026888+0.00037468i,0.00067395+0.00607i,-0.0011984-0.0006485i,-0.00015958-0.0047444i,0.00054356-0.0046203i,0.0026902+0.0003897i,0.0066688+0.0032006i,0.037354-0.0095849i,-0.026557+0.012634i,-0.0070589+0.038951i,0.0016653+0.0099194i,0.01109+7.3622e-05i,0.0046198-0.0022831i,-0.0080162+0.0086457i
-0.001469-0.01836i,0.011727-0.038363i,-0.0096724-0.03082i,-0.0081952-0.020716i,-0.029009-0.026682i,-0.025186-0.00073919i,-0.019618-0.00097622i,-0.022037-0.012825i,-0.008251-0.016349i,0.00018981-0.0035456i,-0.0029509-0.00049301i,-0.0028818-0.00044364i,-0.0023766+0.0017759i,-0.0014812+0.0012662i,0.0015074+0.00050614i,-0.0013242-0.0024642i,0.0023022+0.0022727i,0.0023886+0.00095833i,0.00093123+0.00031421i,0.00094202-0.00077716i,0.00079601-0.0025548i,-0.001767-0.00086731i,-0.00031325-0.0014938i,-0.0005505-0.0023397i,0.00036173-0.0004067i,-0.00013412+0.00070415i,0.0015045+0.00037187i,0.00097185+0.00013909i,-3.1573e-05+5.4075e-05i,0.00023554+0.0001516i,-0.0029585-0.00054774i,-0.00084896-0.0011906i,-0.00036783+0.00043013i,-0.0005258+3.3011e-05i,-0.00074861-0.0010833i,-0.0010207-0.0057299i,0.00042651-0.00035361i,0.0009863-0.0010208i,-0.00022099-0.00068149i,-0.0016279+6.8932e-05i,0.002579-0.0014139i,2.2456e-06-0.00035374i,-0.00044842+0.00044016i,-0.0020689-0.001975i,0.014559-0.015927i,0.042216-0.010068i,0.047277-0.0070294i,0.044237-0.02339i,0.021438-0.004453i,0.017833-0.036005i,0.03098-0.02511i,0.0079983-0.018659i,0.019604-0.0074011i,0.022579+0.0033448i,-0.0038343-0.0041938i,0.0031976+0.0060755i,-0.010715+0.005503i,-0.00078249-0.0014998i,0.0041829-0.00033728i,0.0068109+0.0027033i,-0.00059602-0.00029525i,0.0032221+0.0045417i,0.0033463+0.0020851i,0.0041566-0.0077082i,0.001658-0.0022417i,0.00107+0.00095562i,-0.0082099-0.0058442i,-0.00033012+0.0037253i,0.0012466-0.015898i,0.0024554+0.0017257i,-0.0020192+0.0040063i,-0.00077051-0.00031877i,0.0031845-0.0030576i,-0.0022269+0.00087858i,-0.0020074+0.0032378i,-0.0039031-0.0013002i,1.0522e-05+0.00037268i,-0.0017551+0.0016886i,0.00054614-0.00058266i,-0.0098116-0.009221i,0.0020417+0.0012223i,-0.004607+0.0032377i,-0.002768+0.0013535i,0.003257+0.0049102i,-0.0005346-0.00038741i,-0.00066806-0.0033324i,-0.00040305-0.0045725i,0.0015424+0.0011006i,0.0068135+0.0020487i,0.035495-0.01397i,-0.027023+0.017689i,-0.00052665+0.03729i,0.00086621+0.0068458i,0.010242-0.0030576i,0.0043129-0.0024118i,-0.0067111+0.0078087i
-0.0053541-0.018358i,0.0061354-0.039085i,-0.014495-0.028589i,-0.011022-0.019693i,-0.032436-0.020354i,-0.024632+0.0027346i,-0.019543+0.001931i,-0.023453-0.0094991i,-0.010992-0.015732i,-0.00026691-0.0037043i,-0.0023429+0.00020576i,-0.0023676+0.00036009i,-0.0012852+0.0023034i,-0.00084433+0.0015726i,0.0016246-1.0544e-06i,-0.0015601-0.0021148i,0.0016771+0.002043i,0.0026032-6.6816e-05i,0.0010773-1.7074e-05i,0.00077346-0.00097348i,-0.00035766-0.0025175i,-0.0019075-0.00014177i,-0.00063419-0.0012195i,-0.0012342-0.0019712i,0.00016257-0.00046769i,0.00020116+0.00076909i,0.0013199-0.00027111i,0.0010951-0.00038758i,0.00010992-1.939e-05i,0.00027686+0.00018278i,-0.0030029+0.00050687i,-0.00098265-0.00071349i,3.3377e-05+0.00043837i,-0.00047555+0.00011873i,-0.0011299-0.0006935i,-0.0022531-0.0049788i,0.00023096-0.00050252i,0.00022171-0.0013883i,-0.00018781-0.00027901i,-0.0016556+0.00069455i,0.0012056-0.0016799i,-0.00021766-0.00036493i,0.00014482+0.00052402i,-0.0019805-0.0010736i,0.010759-0.018704i,0.036885-0.016759i,0.04426-0.014044i,0.0376-0.029444i,0.021003-0.0091613i,0.010545-0.03818i,0.027055-0.029959i,0.0047277-0.022293i,0.019898-0.0095744i,0.021789-0.0037601i,-0.0058223-0.0026724i,0.0055341+0.0040111i,-0.0077402+0.0099126i,-0.0017062-0.00069729i,0.0036885-0.00070661i,0.0066782+0.0014571i,-0.00101-0.00033779i,0.003071+0.0046884i,0.0041106+0.00075951i,0.00077344-0.0076092i,0.0005783-0.00267i,0.0017482+3.9459e-05i,-0.0083524-0.0020481i,0.0014229+0.0032105i,-0.0064672-0.017574i,0.0019944+0.00036525i,-0.00026874+0.0047424i,-0.0011189-0.00031164i,0.00055976-0.0049242i,-0.0021037+0.0013776i,-0.001218+0.0018825i,-0.0053333+0.00096812i,-0.00076225+0.00028642i,-0.0012427+0.0021535i,-0.00057032-0.00070002i,-0.012113-0.0043741i,0.0015436-1.2314e-05i,-0.0037419+0.0036765i,-0.0020099+0.0021451i,0.0052759+0.0030198i,-0.00047541-0.0002178i,-8.9879e-05-0.0028492i,-0.0012683-0.0042473i,0.0021066+0.00278i,0.0066493+0.0012496i,0.032402-0.019208i,-0.025784+0.023625i,0.0042236+0.03352i,-0.0011746+0.0050057i,0.007077-0.0048609i,0.00471-0.0029041i,-0.0069168+0.0071513i
-0.0089951-0.017069i,0.00072185-0.039466i,-0.01849-0.02536i,-0.013871-0.01813i,-0.034556-0.014385i,-0.023648+0.0062708i,-0.018845+0.0048874i,-0.024199-0.0061074i,-0.01395-0.01458i,-0.00084943-0.0035065i,-0.0016164+0.00037572i,-0.001823+0.00089392i,-0.00012617+0.0025121i,-0.00021153+0.0017084i,0.0015094-0.00054417i,-0.0017302-0.00188i,0.001819+0.0010695i,0.0022471-0.0009279i,0.00098935-0.00049745i,0.00054435-0.0010559i,-0.0011596-0.0021091i,-0.0015809+0.00050352i,-0.00074625-0.0010521i,-0.0014512-0.0015697i,-4.965e-05-0.00063132i,0.00053415+0.00062462i,0.0010004-0.00055155i,0.00081638-0.00068433i,7.0727e-05-0.00012877i,0.00042332+0.00025925i,-0.0026399+0.0015574i,-0.00098103-0.00036401i,0.00023037+0.00033786i,-0.00041859+0.00027216i,-0.0011928-0.00013151i,-0.0030653-0.0041468i,-1.7947e-05-0.00043741i,-0.0003025-0.00057215i,7.5175e-05-0.00029603i,-0.0013822+0.0013661i,0.00042855-0.0029196i,-0.00014646-0.00021618i,0.0007227+0.00018876i,-0.0015408-0.00059307i,0.0069194-0.020598i,0.032243-0.020688i,0.040483-0.020033i,0.030684-0.033282i,0.019236-0.013119i,0.0030848-0.038266i,0.022332-0.033985i,0.00046071-0.024623i,0.019925-0.01269i,0.018114-0.0099245i,-0.0073123-0.00010813i,0.0062104+0.0012745i,-0.003627+0.012205i,-0.0024365+0.00045923i,0.0034272-0.00069394i,0.006522+0.00029944i,-0.0012108-0.00018753i,0.0039091+0.0060974i,0.0036866-0.00076372i,-0.0013484-0.0063892i,-0.00068662-0.0026545i,0.0018603-0.00083666i,-0.0071452+0.00073253i,0.0027091+0.0021369i,-0.049308-0.014637i,0.0014539+0.00020441i,0.0018288+0.0044392i,-0.0012886+4.5755e-05i,-0.0020542-0.005224i,-0.0017488+0.0013078i,-0.0013287+0.0012014i,-0.0046212+0.00266i,-0.0011922+0.00099196i,-0.0011735+0.0022899i,-0.0011743-0.00023997i,-0.012099+0.0001343i,0.0007304-0.0007362i,-0.0032063+0.0041459i,-0.0011586+0.002388i,0.0062257-0.0004105i,-0.00011031-0.00014935i,0.00029228-0.0033455i,-0.0022394-0.0041698i,0.0033724+0.0028198i,0.0067322+0.00065354i,0.028766-0.023138i,-0.02224+0.030853i,0.0069736+0.031054i,-0.0038562+0.0048191i,0.0039033-0.0040907i,0.0040993-0.004125i,-0.0072467+0.0072723i
-0.011751-0.015242i,-0.0051281-0.039835i,-0.021649-0.022134i,-0.016456-0.016116i,-0.035935-0.0078373i,-0.0217+0.0096479i,-0.01753+0.0075557i,-0.024725-0.0028658i,-0.016798-0.012607i,-0.0012227-0.003501i,-0.0012713+0.00030675i,-0.00098723+0.0011613i,0.0011186+0.0022566i,0.00055312+0.0015061i,0.0012091-0.001011i,-0.0019853-0.0016929i,0.0019824-0.00035579i,0.0015376-0.0014974i,0.00068598-0.00079026i,0.00046444-0.0011417i,-0.0017257-0.001448i,-0.0011564+0.00088111i,-0.0010134-0.00098226i,-0.0014636-0.0015195i,-0.00037988-0.00062784i,0.00074484+0.00041475i,0.00062866-0.00081084i,0.000604-0.00081788i,-3.5469e-05-9.7419e-05i,0.00077848+0.00021772i,-0.0019244+0.0024124i,-0.0010281-1.8886e-05i,0.00040685+0.00019976i,-0.0002545+0.00041248i,-0.00084188+0.00016806i,-0.0041889-0.003539i,-2.3491e-05-0.00024822i,-8.6944e-05-0.00054242i,5.6301e-05-0.00057297i,-0.00085158+0.0017223i,-0.0016198-0.00091569i,-0.00011146-0.00047154i,0.00074834-0.0006547i,-0.0011071-0.00061846i,0.0027127-0.021925i,0.028909-0.024409i,0.036216-0.025165i,0.024082-0.035217i,0.017561-0.015882i,-0.0038438-0.036185i,0.017507-0.037315i,-0.0038831-0.026093i,0.019565-0.016694i,0.012846-0.013393i,-0.0071633+0.0035073i,0.0056172-0.0014539i,0.00041205+0.012417i,-0.0025845+0.0018447i,0.0037543-0.00088844i,0.0066568-0.0010669i,-0.0013581-5.2055e-05i,0.0063727+0.0062736i,0.0027078-0.001105i,-0.0026976-0.0049732i,-0.001585-0.0019976i,0.0018488-0.001619i,-0.0059978+0.0024735i,0.0034005+0.00067169i,-0.006736+0.012484i,0.0017911+0.00060306i,0.0032009+0.0031751i,-0.0012173+0.0002339i,-0.0046748-0.0043086i,-0.0017879+0.0014342i,-0.0010829+0.0017682i,-0.0033933+0.0040547i,-0.00078076+0.0016799i,-0.0011142+0.0030055i,-0.0011535+0.00028765i,-0.010821+0.0037825i,-0.00023573-0.00088932i,-0.0024908+0.0051058i,-0.00071698+0.0025731i,0.0045855-0.0040174i,0.00027768-0.00071997i,-6.1145e-05-0.0042483i,-0.0033004-0.0035605i,0.0046658+0.0020273i,0.0071022-0.00040854i,0.025055-0.026682i,-0.014369+0.036221i,0.01096+0.028307i,-0.0058428+0.0061866i,0.0021292-0.0021376i,0.0026975-0.0046063i,-0.007464+0.0077982i
