-0.023651-0.018643i,-0.032524-0.032842i,-0.022405-0.019574i,-0.032573-0.020301i,-0.023935+0.0041543i,-0.028871-0.017668i,-0.057765-0.044532i,-0.040952-0.043203i,-0.029798-0.023365i,0.005479+0.0055199i,-0.0035737+0.0063958i,-0.011011+0.011083i,0.0039569+0.0069329i,-0.0039358-0.0027262i,0.0028863+0.0015402i,0.003004+0.027061i,0.0265+0.032904i,-6.7041e-05+0.00016704i,-0.0029934-0.0028921i,0.0074791+0.0039435i,0.0020748+0.00060374i,-0.00015332+0.002595i,-0.00050485+0.00039271i,-0.032034+5.9296e-05i,-0.0032285-0.0048649i,-3.8039e-06+0.0024499i,0.0039845-0.0010015i,0.0010069-0.00025096i,-0.00061762-0.00051824i,-0.0010212-0.00188i,-0.002193-0.00060814i,-0.0040583-0.0037024i,-0.0029785-0.0055604i,0.00048219-0.0012549i,0.00056652-0.0031513i,-0.0013669+0.02583i,0.0018145-0.0031829i,0.0020175-0.0039982i,0.0042684-0.0023033i,-0.0065493-0.0013479i,0.00060954+0.0011601i,0.010265-0.0006127i,-0.001528+0.00041135i,-0.0030177+0.0013147i,-0.0091349-0.0023493i,-0.018672+0.021521i,-0.0080756-0.086355i,-0.0021379-0.061139i,-0.021198-0.054143i,-0.011429-0.045964i,0.05386-0.027156i,0.023572-0.0674i,0.041429-0.0545i,0.01882-0.039307i,0.026078-0.019763i,0.012329+0.01199i,0.025752-0.029496i,-0.011405-0.0011974i,-0.0015472-0.0010838i,-0.008091-0.0017085i,-0.0046538-0.029157i,-0.020869+0.026i,0.0077038-0.0092992i,-0.01055-0.0033804i,-0.0027203-0.0018262i,-0.00068684-0.014625i,-0.0085607+0.0053597i,0.0059443+0.010963i,-0.0099811+0.030385i,0.0066187+0.0075335i,-0.0034608-0.001692i,-0.0022791-0.0013874i,-0.012947-0.0059148i,0.00066835-0.0044216i,-0.032947+0.0027643i,0.00344-0.0085554i,-0.0072063-0.0020362i,-0.0052064-0.0031689i,0.0068641+0.0015675i,-0.010395+0.00049615i,0.0025578-0.00036559i,0.005984+0.0078428i,0.0055135+0.00088867i,-0.008152-0.010212i,0.0027715+0.0077752i,-0.019543+0.0075927i,0.0032569+0.0056505i,-0.021174-0.0090959i,-0.027323-0.0051469i,0.0096971-0.061428i,0.018536-0.014651i,-0.051291-0.028337i,-0.021833+0.0036621i,0.018775+0.010521i,-0.027078+0.011663i,-0.012799-0.0076769i
0.0019166-0.007256i,0.0069506-0.031452i,-0.015224-0.016473i,-0.010529-0.015149i,-0.011169-0.016217i,-0.010882-0.012212i,0.014446-0.014691i,0.012961-0.016906i,-0.0060252-0.0074097i,0.0036657+0.00059271i,0.00030265+0.00049664i,-0.00079895+0.00065479i,0.0011781-0.00065236i,0.00078108-0.00074327i,-0.0012107-0.0015466i,0.0030413-0.0053952i,-0.0027407+0.00091551i,-0.00054728+0.00018909i,0.00015448-0.00048752i,0.00010731+0.001282i,-0.00018061+0.001198i,-0.00045006-0.00010664i,0.0012742+0.00061274i,-0.0026135+0.0027611i,7.6993e-05+0.00044643i,2.3858e-05+0.00019458i,-0.00077426+0.00037849i,3.1868e-07+0.00019108i,0.00023938+9.4088e-05i,0.00038269-0.00032962i,0.00040364-0.00012159i,0.0010097+0.00045189i,0.00014272-0.0002018i,-1.8534e-05-0.00060999i,0.00036814+0.00057226i,0.0063077-0.00061604i,0.00037347-0.0002065i,0.00090894+0.00017226i,0.00020768-0.00062759i,0.00060865-0.0013207i,0.00056078+0.00099296i,9.6693e-05-9.477e-05i,-0.00020821-0.00078767i,-0.00052338+0.00091613i,-0.0077114-0.0080739i,0.0013729+0.021883i,0.02973-0.00079507i,0.030456-0.003617i,0.0082878-0.017231i,0.030097+0.0072163i,0.022988+0.029139i,0.028111+0.019239i,0.017771+0.031352i,-0.024485+0.014334i,-0.00043728-0.008408i,0.0023097-0.0052535i,0.0061093-0.0068889i,0.0096739+0.0017221i,0.0030615+0.0052948i,-0.0059546+0.0057784i,-0.0021689-0.0053353i,0.0041187+0.0093194i,-0.0032818-0.0015048i,0.00014324+0.0030702i,3.4321e-05+0.00051677i,0.0016692-0.003557i,0.0063957-0.0015011i,-0.0027874+9.5909e-05i,0.0045506-0.0011573i,-0.0066771-0.00022899i,-0.0015754-0.00077587i,9.2267e-05+0.00016689i,-0.004887-0.0021504i,-0.0030057-0.002159i,-0.011714-0.010379i,0.0025746-0.0018018i,-0.0043391+0.0001053i,-0.0014209+0.0015292i,-0.0052444+0.0024528i,0.0051139+0.0012974i,-0.0084366-0.0014868i,-0.0023905-0.0062864i,-0.0026677-0.0017719i,-0.0058833-0.0003263i,0.005911-0.0034204i,0.0047326+0.0015668i,0.0025652-0.0025609i,0.0013231+0.0057522i,0.0030463+0.0015214i,0.011113+0.0065418i,-0.02555+0.0017114i,-0.031522+0.015612i,-0.014587+0.022614i,0.0023546+0.0020638i,0.0070442-0.0064965i,-0.014431+0.008632i
0.000503-0.0074492i,0.0015729-0.032248i,-0.017909-0.013437i,-0.013006-0.012381i,-0.014318-0.014197i,-0.012127-0.010372i,0.01027-0.017871i,0.0099201-0.018223i,-0.0078061-0.0063751i,0.0037614-0.00071961i,0.0006082+0.00013457i,-0.00018233+0.0010303i,0.00072656-0.00087721i,0.00077881-0.00075323i,-0.0012749-0.0012075i,0.0018286-0.0055569i,-0.0019145+0.0017779i,-0.00062321+0.00015636i,-0.00012573-0.00053669i,0.00047117+0.0011322i,0.00027239+0.0013752i,-0.00039918+7.8522e-05i,0.0013566+0.00014302i,-0.00075528+0.0030365i,0.00033828+0.00050753i,0.00016455+0.00014247i,-0.0003138+0.00094658i,7.2541e-05+0.00032736i,0.0002705+8.548e-05i,0.00040931-0.00024519i,0.00020243-0.00028272i,0.0013575+1.34e-06i,0.0001859-0.00019821i,-0.00028438-0.00044559i,0.00084908+0.00041509i,0.0058957-0.0021681i,0.00013341-0.00013453i,0.0008614-0.00016518i,0.00013751-0.0004243i,7.9265e-05-0.0018942i,0.00074386+0.00071786i,4.1133e-05-0.00031463i,-0.00049486-0.00019131i,0.00048815+0.00088446i,-0.0087285-0.0061798i,0.0048369+0.022451i,0.029558-0.0049693i,0.029327-0.0097469i,0.003272-0.014666i,0.032947+0.0016374i,0.028447+0.023571i,0.030576+0.011068i,0.019666+0.023502i,-0.019077+0.014537i,-0.0022512-0.0072325i,-0.0012619-0.0052707i,0.0027877-0.0089267i,0.007953-0.0011737i,0.0038482+0.0039948i,-0.0026253+0.0081206i,-0.0028698-0.002531i,0.0051524+0.0073088i,-0.0038136-0.00032106i,0.0015314+0.0040111i,0.00092538+0.00046881i,-0.00050749-0.0034805i,0.0067569-0.0050955i,-0.003009+0.00046672i,0.0043178-0.0032677i,-0.0061791+0.0029054i,-0.0016257-0.0015085i,-2.7346e-05-0.00050134i,-0.004435+0.00078208i,-0.0032148-0.0014185i,-0.013191-0.0047866i,0.0010155-0.0023821i,-0.003705+0.0012121i,-0.0016618+0.0010732i,-0.003631+0.0041264i,0.006276-0.00069435i,-0.0078653+0.001932i,-0.0041599-0.0051059i,-0.0025521-0.0012041i,-0.005366+0.0017711i,0.0031614-0.0043492i,0.0050184-0.00037685i,0.0021344-0.0026944i,0.0028089+0.004508i,0.0019188+0.0011882i,0.010468+0.0017895i,-0.024592+0.0070989i,-0.030012+0.023127i,-0.010339+0.022237i,0.0039267+0.0045705i,0.0046269-0.0062874i,-0.014234+0.01086i
-0.00041235-0.0075978i,-0.0042941-0.03217i,-0.019734-0.010029i,-0.014455-0.0092919i,-0.017203-0.011646i,-0.013191-0.0086134i,0.0057613-0.019773i,0.0071275-0.019336i,-0.0093835-0.0047648i,0.0032969-0.0018496i,0.00050074-0.00029889i,0.00048097+0.0011496i,0.00022573-0.00080985i,0.00087386-0.00086835i,-0.0014248-0.00096382i,0.00075899-0.0054345i,-0.00082444+0.0020149i,-0.00088024+0.00025534i,-0.00036291-0.00033641i,0.00072773+0.00076399i,0.00091242+0.0010908i,-0.00044273+0.00011933i,0.0012636-0.00034519i,0.00083541+0.0024773i,0.00072929+0.00040629i,0.00029595+8.159e-07i,0.00031332+0.00095943i,0.00014956+0.00034187i,0.00028559+2.1365e-05i,0.00040609-0.00037826i,1.2889e-05-0.00030026i,0.0013441-0.00061806i,6.6877e-05-0.00026875i,-0.00040173-0.00016789i,0.0011607-0.00030642i,0.0050729-0.0036396i,0.000256-1.7495e-05i,0.00073637-0.00035641i,0.00017097-0.00045891i,-0.00066125-0.0020483i,0.00098961+0.00037588i,-0.00022812-0.00044664i,-0.0003116+0.00026201i,0.00098292+0.00021399i,-0.009199-0.0046189i,0.010096+0.02201i,0.029237-0.0095007i,0.026738-0.015136i,0.0005119-0.011074i,0.034896-0.0048991i,0.031686+0.01699i,0.031712+0.0037596i,0.019468+0.017842i,-0.015097+0.015049i,-0.0040325-0.005659i,-0.0042898-0.0033738i,-0.0017111-0.0094988i,0.0054693-0.002566i,0.0038901+0.0027735i,0.00033225+0.0085153i,-0.0020865-0.00069743i,0.0051614+0.0052369i,-0.0040687+0.002042i,0.0032767+0.0040776i,0.0012738-0.00022354i,-0.0019592-0.0022755i,0.0050445-0.0076297i,-0.0025442+0.0011307i,0.0033012-0.0045722i,-0.0031158+0.0046556i,-0.002469-0.001771i,-0.00048638-0.00067871i,-0.002858+0.002477i,-0.0028217-0.00053876i,-0.012614+2.7568e-05i,0.00020121-0.0025066i,-0.0027878+0.0018712i,-0.0017799+0.0015517i,-0.0013998+0.0043393i,0.0063127-0.0032172i,-0.0060678+0.0042484i,-0.0054488-0.0034971i,-0.0027195-0.00098114i,-0.0042807+0.0029318i,0.001798-0.0039529i,0.0043875-0.0018485i,0.0020818-0.0030763i,0.0024346+0.002039i,0.0012699+0.0012782i,0.0098337-0.0011604i,-0.021369+0.011604i,-0.024899+0.030511i,-0.0072161+0.021612i,0.0069271+0.0050287i,0.0025063-0.0049188i,-0.012545+0.013432i
-0.0014992-0.0079323i,-0.0099255-0.03063i,-0.020884-0.0068024i,-0.01498-0.0065258i,-0.019527-0.0080669i,-0.014096-0.006756i,0.00088762-0.02031i,0.0041824-0.020226i,-0.010057-0.0026827i,0.0024276-0.0025909i,9.8615e-05-0.0002643i,0.0012714+0.00062932i,-3.8215e-06-0.00050648i,0.00079363-0.0012926i,-0.0015391-0.00051302i,-0.00026418-0.0051425i,-0.00027257+0.0017297i,-0.0010775+0.00076636i,-0.00035462-2.46e-05i,0.00078482+0.00029687i,0.0011825+0.00054494i,-0.00062927+0.00022606i,0.00093111-0.00071079i,0.0018394+0.001025i,0.0011114-2.1358e-05i,0.00023633-0.00018983i,0.00057822+0.00073997i,0.00033334+0.00033581i,0.00027463-4.8781e-05i,0.00024328-0.00044358i,-0.0001179-0.00025822i,0.0010607-0.00099483i,3.7105e-05-0.00023726i,-0.00033647-2.9383e-05i,0.00087797-0.001173i,0.0039528-0.0048726i,0.00050871-0.00013049i,0.00062351-0.00054532i,3.8904e-05-0.00050105i,-0.0014409-0.0019525i,0.0010545-7.229e-05i,-0.00050623-0.00021819i,-0.00012174+0.00058362i,0.00090932-0.00022715i,-0.0091833-0.0034164i,0.015784+0.018492i,0.028238-0.014299i,0.023924-0.019255i,0.00075211-0.0067808i,0.035095-0.013058i,0.033518+0.010396i,0.031587-0.003912i,0.019469+0.013915i,-0.0099445+0.014913i,-0.0047025-0.0034027i,-0.006087-0.00037269i,-0.00652-0.0084477i,0.0036236-0.0028551i,0.0036246+0.0022506i,0.00282+0.0083022i,-0.0010523+9.5788e-05i,0.0045433+0.0032274i,-0.0019396+0.0044389i,0.0052472+0.0030265i,0.0016027-0.00072393i,-0.0025137-0.00081134i,0.0026362-0.0095054i,-0.0019758+0.0013536i,0.0020173-0.0057222i,-0.00084256+0.0036402i,-0.0036239-0.0013337i,-0.00077673-0.00070121i,-0.0013273+0.003465i,-0.0023888-0.0003028i,-0.010275+0.0041925i,-0.0008523-0.0030587i,-0.0016903+0.0020178i,-0.001499+0.0016851i,0.00028661+0.0036118i,0.0053274-0.0059071i,-0.0034375+0.0056268i,-0.0054911-0.0013775i,-0.0032247-0.00051502i,-0.0033636+0.0040988i,0.00073838-0.0035804i,0.003534-0.0025319i,0.0016356-0.0037446i,0.00086392+0.0016791i,0.00092228+0.0018234i,0.008655-0.0043509i,-0.017962+0.012821i,-0.016702+0.034427i,-0.0036189+0.021635i,0.0089092+0.0043313i,0.0019126-0.0032566i,-0.0097813+0.014835i
-0.0029303-0.0081651i,-0.014927-0.027855i,-0.021711-0.0033652i,-0.015286-0.0042273i,-0.020419-0.0042167i,-0.014786-0.004804i,-0.0033631-0.019339i,0.001258-0.020532i,-0.0095934-0.00082708i,0.0013587-0.0027549i,1.8982e-06+1.5063e-05i,0.0014504-0.00013623i,1.0347e-05-0.00029372i,0.00018516-0.0013047i,-0.0013156+1.7709e-05i,-0.0013397-0.0045178i,7.6918e-05+0.0017614i,-0.00067413+0.0013757i,-0.000287+7.009e-05i,0.00052581-7.9352e-05i,0.0011637-2.4803e-05i,-0.00060094+0.00046869i,0.00059963-0.0008781i,0.0015666-0.00040802i,0.0010071-0.00077904i,2.8261e-05-0.00030413i,0.00084944+0.00056227i,0.00050478+0.00015906i,0.00024765-0.00013164i,5.5435e-05-0.00045969i,-0.00013188-9.2189e-05i,0.00075199-0.0013468i,-8.8318e-05-0.00024599i,-0.00035042+0.00011611i,-6.8428e-05-0.0014083i,0.0025149-0.0058966i,0.00049557-0.00042567i,0.00041656-0.00084617i,1.783e-05-0.00050082i,-0.0023431-0.0015703i,0.00079902-0.00050765i,-0.00054408+0.00015314i,1.2399e-05+0.00072285i,0.00083951-0.00050244i,-0.0086306-0.0027538i,0.019473+0.012755i,0.026455-0.019183i,0.021621-0.024145i,0.004137-0.0037933i,0.032579-0.021562i,0.034+0.0042353i,0.029141-0.010947i,0.019215+0.011045i,-0.0050635+0.012573i,-0.0041736-0.0022509i,-0.0059701+0.0034595i,-0.011143-0.0047035i,0.0022588-0.0028547i,0.0034357+0.0019082i,0.0053452+0.0074759i,-2.4037e-06+3.826e-06i,0.0031179+0.0021505i,0.001435+0.0038775i,0.0068755+0.00080949i,0.0017049-0.0016038i,-0.0020455+0.00096856i,-0.00088998-0.011007i,-0.0020481+0.0019763i,0.00031441-0.0066688i,-0.00075685+0.0031137i,-0.0045723-8.196e-05i,-0.0010804-0.00057428i,0.0013668+0.0036011i,-0.0024438-0.00057312i,-0.00658+0.0066638i,-0.0028464-0.0029098i,-0.00090039+0.0016823i,-0.00097473+0.0018648i,0.0011476+0.0025369i,0.003175-0.0083462i,-0.0008289+0.0054134i,-0.0045954-8.431e-05i,-0.0032524+0.00022436i,-0.0015915+0.0053053i,-0.00031642-0.0027467i,0.0025905-0.0029002i,0.00056995-0.0041254i,-6.5647e-05+0.0022706i,0.0010829+0.0022184i,0.0068622-0.0065555i,-0.018146+0.012472i,-0.0092262+0.033941i,0.00054058+0.019783i,0.010538+0.0024804i,0.002152-0.002092i,-0.0069032+0.015269i
-0.0041697-0.0080559i,-0.018969-0.024347i,-0.021759+0.00018969i,-0.015246-0.0018121i,-0.020768-0.00066903i,-0.015138-0.0027998i,-0.0064943-0.017941i,-0.0016448-0.020874i,-0.0087051+0.00011156i,0.00078464-0.0025197i,0.00016777+0.00024741i,0.0012717-0.00066505i,-3.7627e-06-0.00017535i,7.124e-06-0.00098357i,-0.00095235+0.00014439i,-0.0019249-0.0035345i,0.00079138+0.0017145i,-2.7724e-05+0.0014972i,-0.00019368+0.00018444i,0.00031106-0.00010583i,0.0010228-0.00049643i,-0.00045585+0.00061571i,0.00024833-0.0010444i,0.00091961-0.0013147i,0.0003718-0.0011973i,-0.00023333-0.00018831i,0.0010965+0.00025423i,0.00053352-4.3509e-05i,0.00020426-0.00018962i,-0.000199-0.00039492i,-5.6059e-05-4.9384e-05i,0.00012155-0.0015519i,-0.00013401-5.8526e-05i,-0.00016569+0.00030529i,-0.00036301-0.0010427i,0.00079168-0.0063871i,0.00034445-0.00042427i,3.0832e-05-0.00093791i,-6.0287e-05-0.0005287i,-0.0030661-0.00068815i,0.00044268-0.00068528i,-0.0004089+0.00039196i,0.00020711+0.0010305i,0.00065395-0.00090128i,-0.0086267-0.0030428i,0.020922+0.0064125i,0.023582-0.023928i,0.016695-0.029764i,0.0091774-0.0050566i,0.026909-0.028749i,0.033907-0.0014i,0.026013-0.015998i,0.020004+0.009521i,-0.002312+0.0087378i,-0.0041739-0.0017538i,-0.0033549+0.0064968i,-0.013425+0.0011075i,0.00094433-0.0028436i,0.0033852+0.0017472i,0.0069565+0.0055545i,0.00038813-0.00083741i,0.0018177+0.00201i,0.0020573+0.0020921i,0.0067707-0.002342i,0.0011382-0.0027647i,5.7733e-05+0.00197i,-0.0058202-0.0095155i,-0.0013491+0.0033967i,-0.0025812-0.0066955i,0.0006708+0.0034778i,-0.0048839+0.0018523i,-0.0013403-0.00019128i,0.0038091+0.00088373i,-0.002757-0.00027664i,-0.0022277+0.0065358i,-0.0045703-0.0012935i,-0.00053815+0.0011749i,-0.00084855+0.0018575i,0.0017215+0.0013095i,-0.00046151-0.010007i,0.001237+0.0041595i,-0.0042171+0.00038874i,-0.0032078+0.0010183i,0.0010619+0.0052968i,-0.00042353-0.0018412i,0.0017646-0.0026962i,-0.00055779-0.0041922i,-0.00042004+0.0033145i,0.0012844+0.0025546i,0.0050014-0.0077803i,-0.019237+0.015406i,-0.0038557+0.032629i,0.0032522+0.01614i,0.01125-0.00012332i,0.0025128-0.0019302i,-0.0041111+0.014589i
-0.0055794-0.0080138i,-0.021988-0.020323i,-0.021191+0.0035611i,-0.014672+0.00030741i,-0.020411+0.0030692i,-0.015286-0.00084612i,-0.0093124-0.016673i,-0.0048909-0.020908i,-0.0080654+0.00021991i,0.00061219-0.0023478i,0.00042568+0.00037333i,0.00095292-0.00093873i,0.00010096+2.5029e-05i,1.2578e-05-0.00084451i,-0.00078669+0.00016431i,-0.0021168-0.0026962i,0.0014028+0.0012863i,0.0005422+0.0013849i,7.1212e-06+0.00027397i,0.00023149-8.0318e-05i,0.00069761-0.00086901i,-0.00036315+0.00083943i,-0.00010064-0.00092675i,0.00014803-0.001662i,-0.00010939-0.0011627i,-0.00028319+6.31e-05i,0.0010104-0.00022011i,0.00051869-0.00021953i,0.00012705-0.00024537i,-0.0003558-0.00013501i,-1.0274e-05-5.8437e-05i,-0.00039183-0.0012542i,-2.5465e-05+4.5633e-05i,6.1491e-05+0.00025687i,-0.00047451-0.00092763i,-0.00081569-0.0061442i,0.00040108-0.00054324i,-0.00034579-0.00073766i,-0.00023182-0.0005371i,-0.0034081+0.00048204i,0.0001722-0.00083141i,-0.00023924+0.0005894i,0.00061803+0.0012075i,0.00019521-0.0010168i,-0.0096612-0.0031885i,0.020237+0.00061805i,0.019442-0.02801i,0.0095965-0.033036i,0.011957-0.0094979i,0.020129-0.033425i,0.033476-0.0072165i,0.023149-0.020766i,0.022355+0.0071826i,-0.00055271+0.0054063i,-0.0050932-0.0014228i,0.00012788+0.0072726i,-0.012304+0.0075886i,-0.00019778-0.0023991i,0.0035737+0.0015447i,0.0079156+0.0037759i,0.00011488-0.0015159i,0.00060996+0.0027312i,0.0023717+0.0014017i,0.0046517-0.0048541i,-0.00037817-0.0033082i,0.0016886+0.0011242i,-0.0086087-0.0052918i,0.00087211+0.0039472i,-0.0048116-0.0046653i,0.002025+0.0023775i,-0.0040452+0.0039923i,-0.0013651+0.00013369i,0.0034104-0.0022893i,-0.0027988+0.00049385i,0.00022577+0.0039921i,-0.004606+0.00074504i,-0.00067847+0.00065205i,-0.00058624+0.0021106i,0.0013292-0.0001055i,-0.0050653-0.0091997i,0.0018987+0.0022145i,-0.0042192+0.00098623i,-0.0027631+0.0021797i,0.003133+0.0040758i,-7.6838e-05-0.0016594i,0.0017199-0.0022409i,-0.0014953-0.0037912i,-0.00060887+0.0045915i,0.0017399+0.0026216i,0.004374-0.0086813i,-0.018455+0.019719i,0.0010913+0.030483i,0.0038238+0.011882i,0.010335-0.0033149i,0.0022756-0.001461i,-0.0023786+0.01296i
-0.0073916-0.0075232i,-0.023958-0.016284i,-0.020092+0.0068056i,-0.013907+0.0020078i,-0.019154+0.0065065i,-0.015238+0.0011008i,-0.012031-0.015079i,-0.0082964-0.020183i,-0.0080736-2.012e-05i,0.00034716-0.0024794i,0.00080987+0.00038593i,0.00067663-0.0011595i,0.0003306+0.00011703i,-7.3099e-05-0.00082548i,-0.00065936+0.00019717i,-0.0020771-0.0021806i,0.0018138+0.00078544i,0.0011298+0.001111i,0.00017774+0.00015101i,0.00025385-0.00014515i,8.6567e-05-0.00094932i,-2.7271e-05+0.001023i,-0.00029555-0.00076603i,-0.00052078-0.0017059i,-0.00048629-0.00097191i,-0.00022467+0.00022712i,0.0006646-0.00044328i,0.00048823-0.00039673i,5.2473e-05-0.00010919i,-0.00039257+9.5507e-05i,-2.2366e-05-3.5752e-05i,-0.00051625-0.00087587i,0.00024392+1.6444e-05i,0.00020657+8.0277e-05i,-0.00085831-0.00070494i,-0.0020186-0.005404i,0.00012279-0.00073607i,-0.00051799-0.00043675i,-0.00034919-0.00032873i,-0.0032626+0.0016924i,-0.000338-0.00075605i,-9.268e-05+0.00057723i,0.0011433+0.0011994i,-0.00016737-0.00074366i,-0.011008-0.0024349i,0.017911-0.004059i,0.014641-0.030698i,0.0023087-0.033695i,0.011964-0.014002i,0.012564-0.036435i,0.032228-0.013461i,0.019426-0.025375i,0.024633+0.0029524i,0.00022943+0.00092503i,-0.0064072-0.00027902i,0.0031217+0.0061538i,-0.0081408+0.01229i,-0.00090549-0.0019152i,0.0036141+0.00121i,0.0087009+0.0016404i,-0.00060462-0.0017333i,0.00072318+0.0041845i,0.0031222+0.00033819i,0.0020419-0.0053045i,-0.0016145-0.002926i,0.0022185-0.00016804i,-0.0088805-0.0010551i,0.0028932+0.0030461i,-0.0057864-0.0024135i,0.0018998+0.0011427i,-0.0019786+0.0053467i,-0.0014813+0.00051247i,0.0012374-0.0043856i,-0.0026607+0.00115i,0.00039108+0.0014772i,-0.0038849+0.0023183i,-0.0011901+0.00064906i,-0.00013133+0.0018873i,0.00026889-0.00047748i,-0.0078954-0.0064052i,0.0016176+0.0010265i,-0.0039454+0.0017693i,-0.0016398+0.0026871i,0.0043359+0.0021017i,-0.00036444-0.0013023i,0.0021864-0.002383i,-0.0020185-0.002801i,0.00081127+0.0064628i,0.0018122+0.0028505i,0.0028058-0.010448i,-0.016343+0.023827i,0.0049756+0.027562i,0.0020571+0.0086377i,0.0068566-0.0051474i,0.0029217-0.0015186i,-0.0020399+0.011425i
-0.0089916-0.0063215i,-0.025316-0.012581i,-0.018366+0.0097441i,-0.013045+0.0033987i,-0.017459+0.0092674i,-0.014928+0.003255i,-0.014337-0.013075i,-0.011387-0.018861i,-0.0087816+5.4083e-05i,1.4646e-06-0.0025057i,0.0012515+6.5235e-05i,0.00036811-0.0010808i,0.00057839+0.00013999i,-0.00017198-0.00066554i,-0.0006+0.00020099i,-0.0019998-0.0019709i,0.0023761+0.00012711i,0.001489+0.00052804i,0.00016349-3.4445e-05i,0.00025115-0.00017954i,-0.00028776-0.00079166i,0.00051691+0.00094792i,-0.00034298-0.00067723i,-0.00091144-0.0016867i,-0.00085498-0.00074114i,-6.425e-05+0.00034753i,0.00050725-0.00035934i,0.00031171-0.00046879i,8.6733e-05-2.8832e-05i,-0.00028962+0.00040194i,-2.3396e-05+5.4276e-05i,-0.00058859-0.00079434i,0.00027977-0.00019977i,0.0001462+1.6488e-05i,-0.0009354-0.00015041i,-0.00282-0.0045352i,-0.00022471-0.00064776i,-0.00062942-9.6242e-05i,-0.00024586-0.00021025i,-0.002556+0.0028187i,-0.00055287-0.00039129i,0.00013892+0.00062532i,0.0016025+0.00093185i,-0.00015036-0.00048405i,-0.011882-0.00087311i,0.015444-0.0063535i,0.010118-0.032272i,-0.0042632-0.032592i,0.009961-0.017894i,0.0044697-0.036627i,0.02933-0.019625i,0.015292-0.029091i,0.025566-0.0020491i,-0.0017444-0.0029546i,-0.0072376+0.0020048i,0.0049452+0.0039895i,-0.0029451+0.014596i,-0.0017545-0.0013237i,0.0038065+0.0010753i,0.0085326-0.0009742i,-0.0012016-0.0016666i,0.0018139+0.0054187i,0.002883-0.0010703i,0.00042246-0.0045472i,-0.0027081-0.0021i,0.0019665-0.0011459i,-0.0071212+0.0020368i,0.0041505+0.0014448i,-0.0059072-3.2228e-05i,0.0014541+0.0010467i,0.00044307+0.0052981i,-0.001155+0.0011188i,-0.0012001-0.0049464i,-0.002264+0.0013567i,-0.001072+0.00037529i,-0.0028019+0.003577i,-0.0014549+0.0012542i,-0.00018873+0.0016617i,-0.00033762-0.00032992i,-0.0091848-0.0033783i,0.0011385+0.00018138i,-0.0036896+0.0024115i,-0.00064289+0.0026307i,0.0045141-0.00018691i,-6.4482e-05-0.0011885i,0.0024033-0.0033181i,-0.0021684-0.0026073i,0.0030843+0.0063151i,0.0024947+0.0029926i,0.0010312-0.011213i,-0.012626+0.028843i,0.0077916+0.024691i,-0.00055614+0.0078641i,0.0034566-0.0040317i,0.0028804-0.002229i,-0.0021001+0.010525i
-0.0099452-0.0048463i,-0.026747-0.0092776i,-0.016213+0.012035i,-0.012199+0.0046914i,-0.015481+0.011954i,-0.013951+0.0053366i,-0.016347-0.010786i,-0.014404-0.017367i,-0.0099325+0.00079881i,-0.00021318-0.0027369i,0.0014545-0.00051476i,0.00030665-0.0010607i,0.00087561+7.454e-05i,-2.316e-06-0.00077715i,-0.00061355+0.00023223i,-0.0021488-0.0018998i,0.0025224-0.0010179i,0.0014027-8.0824e-05i,0.00011428-0.00010422i,0.00036369-0.00027307i,-0.00053159-0.00055234i,0.00082013+0.00056628i,-0.00051748-0.00066484i,-0.0012848-0.0018311i,-0.0011088-0.00032662i,0.00016436+0.00037895i,0.0003837-0.00042388i,0.00012904-0.00042172i,0.00014187-1.6848e-05i,0.00010935+0.00063058i,2.0989e-07+0.00013467i,-0.00084023-0.00062506i,0.00030098-0.00041576i,0.00020693-1.9559e-05i,-0.00059576+7.8267e-05i,-0.0033799-0.0036718i,-0.00035186-0.00042725i,-0.00042991+0.00027663i,-0.00019524-0.0002669i,-0.0012855+0.0034327i,-0.00048913-0.00013716i,0.00033644+0.00035955i,0.0020523+0.00029227i,-4.4854e-05-0.00043033i,-0.012515+0.000777i,0.014277-0.0082289i,0.0055944-0.033352i,-0.010096-0.02975i,0.0079763-0.02043i,-0.0027703-0.034035i,0.025228-0.025027i,0.011131-0.032759i,0.025488-0.0075024i,-0.0049341-0.004811i,-0.0065461+0.0051153i,0.0055159+0.0015966i,0.0020327+0.014279i,-0.002284-0.00037129i,0.0046082+0.00060512i,0.0073097-0.0035122i,-0.0018747-0.0014524i,0.0041295+0.0057779i,0.0019866-0.0013013i,-0.00048153-0.0038333i,-0.0032317-0.00091741i,0.0016395-0.0017959i,-0.005426+0.0035294i,0.00457-0.00070477i,-0.0052161+0.0019547i,0.0020096+0.0013462i,0.0021834+0.0042654i,-0.00058536+0.0011959i,-0.0036119-0.0043972i,-0.0020091+0.0015639i,-0.0020027+0.0011282i,-0.001143+0.0043462i,-0.0010023+0.0018339i,-0.00023507+0.0021067i,-0.00059087-0.00023529i,-0.0096848-0.00058032i,0.0004853-0.00010208i,-0.0033307+0.0035226i,-0.00020796+0.002555i,0.0038863-0.002507i,2.2156e-05-0.0018336i,0.0020108-0.0044892i,-0.0027293-0.0022267i,0.0050593+0.0052157i,0.003489+0.0028994i,-0.00098929-0.011657i,-0.0053782+0.031906i,0.010595+0.021397i,-0.0024976+0.0087227i,0.0019146-0.0017118i,0.00218-0.0023874i,-0.0022155+0.010106i
