-0.0076753-0.039638i,-0.01134-0.044898i,0.0021266-0.046637i,-0.026995-0.028759i,-0.020977+0.013762i,-0.032718-0.033563i,-0.060599-0.063093i,-0.022281-0.072861i,-0.029004-0.075724i,0.0018532+0.015457i,-0.0077528+0.010607i,-0.015299+0.013817i,0.0017134+0.017103i,-0.0037237-0.0031358i,0.00037506+0.0068107i,0.00035818+0.039858i,0.019499+0.065034i,0.00079886-0.00047893i,-0.0055009-0.0084972i,0.0092453+0.0043847i,0.0017419+0.00093843i,-0.0012956+0.0036475i,0.0001051-0.0013555i,-0.035594-0.009409i,-0.0028447-0.0073443i,-0.00037102+0.0045011i,0.0049874-0.00036679i,0.00035194+0.00072386i,-7.5851e-05-0.0012931i,-0.00029888-0.002696i,-0.0010813-0.0056292i,-0.0023996-0.0043329i,-0.0011546-0.0080042i,0.0035579-0.00090368i,0.0031007-0.0026999i,-0.0037612+0.03579i,0.0063062-0.0045404i,0.0037661-0.0021261i,0.0047128-0.00021003i,-0.026748+0.0052215i,-8.4093e-05+0.00020681i,0.0090709+0.0030345i,0.0064357-0.0010669i,-0.0035341+0.0037515i,0.0022066+0.0021228i,-0.0027027+0.008472i,0.015159-0.087896i,-0.0064567-0.046999i,-0.023369-0.038007i,-0.018962-0.042559i,0.063741-0.016463i,0.02841-0.060966i,0.038514-0.044538i,0.030244-0.056598i,0.019141-0.015045i,0.0082563+0.0094041i,0.024395-0.032258i,-0.0077548-0.004711i,0.0024141-0.0022558i,-0.0045653-0.0061333i,0.0011025-0.03231i,-0.024803+0.030277i,0.0080162-0.010557i,-0.010925-0.0017204i,-0.0053051-0.0013048i,-0.0012691-0.013695i,-0.0099365+0.0040404i,0.0037309+0.0081443i,-0.010281+0.031242i,0.0054229+0.0076043i,-0.00556-0.0017024i,-0.0020499-0.002062i,-0.011866-0.006701i,0.00070165-0.0037551i,-0.033526-0.0028012i,0.0023335-0.012868i,-0.0091995-0.0020897i,-0.0063978-0.0025906i,0.0063399+0.0015478i,-0.0090913+0.0015019i,0.0013781+0.00081186i,0.005738+0.0095126i,0.0045484+0.00036871i,-0.0088826-0.0090936i,0.0024331+0.008727i,-0.018389+0.0054026i,0.0068226+0.0031041i,-0.028805-0.0087615i,-0.035266+0.0032409i,0.028266-0.080235i,0.012672-0.01008i,-0.042617-0.027479i,-0.022193-0.0042706i,0.018035+0.012583i,-0.026741+0.011934i,-0.01173-0.0086918i
0.0084792+0.017431i,0.041689-0.0087508i,0.026706-0.033194i,-0.0023733-0.013733i,-0.0081458-0.017179i,-0.0077053-0.024041i,0.017802-0.016083i,0.028806-0.011761i,0.0087186-0.014228i,0.0072079-0.0017963i,0.0022092-0.0034051i,-0.0020078-0.001746i,0.0016208-0.0027629i,-2.5726e-05-0.0017835i,-0.0019791-0.0018353i,0.0053337-0.0054856i,-0.0047525+0.00075209i,-0.0020596-0.00031959i,0.0012864+0.00044785i,0.0013656+0.0015093i,0.00047127+0.0024137i,-0.00077115+0.00076301i,0.0014065+0.0018064i,-0.00020053+0.0037718i,-0.0017291+0.00057134i,-0.0006211+0.0012398i,-0.0011825+0.00026149i,0.00042209-0.00037372i,-0.00024921+0.00012634i,-0.00053182-0.00072945i,0.0014382+7.3124e-05i,0.0018936+2.902e-05i,0.0020096-0.0002607i,0.00010593-0.00063287i,0.0016484+3.2421e-05i,0.0035822-0.0022377i,-0.0014518+0.0024536i,0.00026039+0.00016536i,-0.00028551-0.00013348i,-0.0010357-0.0022899i,0.0023265+0.00099875i,0.0015585+0.0012346i,0.0048696-0.0074152i,0.0023746+0.00090767i,0.010526+0.014692i,0.01686+0.027555i,0.041867+0.0191i,0.025473+0.002974i,0.0013807-0.015206i,0.019375-0.0019977i,0.022274+0.017527i,0.017045+0.019344i,0.01626+0.025749i,-0.0065885+0.032182i,0.0014346-0.0057881i,0.00212-0.0034158i,0.004985-0.0064809i,0.0087883-0.0015902i,0.0015766+0.0041538i,-0.010212+0.0080836i,-0.0049761-0.007591i,0.002793+0.014707i,-0.0027938-0.0016141i,0.0009073+0.0021161i,-0.00083746+0.0010998i,0.0017253-0.003272i,0.006411-0.0026513i,-0.0038705-0.00062802i,0.004525-0.0014199i,-0.0068408+0.00024685i,-0.001666+0.0013593i,0.00033974+7.6774e-05i,-0.0058155-0.0021608i,-0.0034695-0.0025133i,-0.014301-0.011579i,0.0034529-0.002606i,-0.0039451+0.0016477i,-0.0010943+0.0015059i,-0.0043988+0.0031177i,0.0057413+0.0019336i,-0.0088094-0.0015874i,-0.0011853-0.0049555i,-0.002505-0.00056664i,-0.0052599-0.00058078i,0.0054289-0.0041056i,0.0031819+0.0023958i,0.002262-0.00242i,0.0032874+0.010045i,0.0060107+0.0023257i,0.027129+0.023637i,-0.022644-0.0020287i,-0.02709+0.016027i,-0.0048884+0.01437i,0.00084925+0.00034017i,0.0070874-0.0071747i,-0.0098217+0.0031859i
0.010812+0.016209i,0.039382-0.015466i,0.019927-0.036885i,-0.0051549-0.012323i,-0.01231-0.015795i,-0.011613-0.022091i,0.012982-0.019977i,0.026421-0.016065i,0.0057388-0.014544i,0.0063639-0.0037375i,0.00096872-0.0042004i,-0.0021746-0.00082147i,0.00021013-0.002641i,-0.00017831-0.0015469i,-0.0022524-0.001206i,0.0039868-0.0067261i,-0.0034437+0.0022828i,-0.0023207+0.00052769i,0.00093346+4.3051e-05i,0.0017502+0.0009022i,0.0011657+0.0024381i,-0.00045444+0.0012875i,0.002032+0.0012608i,0.0018191+0.0035539i,-0.00098042+0.0012048i,5.4033e-05+0.0012216i,-0.00080606+0.00082796i,0.00042452-0.0002618i,-0.00019646+0.00050146i,-0.00038624-4.1941e-05i,0.0012726-0.00068549i,0.0019398-0.00078773i,0.0020991-0.00066253i,-0.00022888-0.00040758i,0.0021285-0.0008452i,0.0028615-0.00315i,-0.001177+0.0032943i,0.00020703-0.00023973i,0.00014527+0.00015375i,-0.0023372-0.0026476i,0.0023578+0.00014911i,0.001733+0.00037934i,0.0020408-0.0074642i,0.0034105+0.00033372i,0.012766+0.012783i,0.020738+0.02465i,0.043149+0.012375i,0.025706-0.0028942i,-0.0026898-0.012184i,0.02167-0.0061909i,0.02652+0.011675i,0.021427+0.011252i,0.01847+0.016135i,0.001311+0.029229i,-0.00032032-0.0056013i,-0.00099044-0.0035472i,0.0020734-0.0083091i,0.0062731-0.004206i,0.0023016+0.0032845i,-0.0052905+0.011475i,-0.005872-0.0035748i,0.0055655+0.012613i,-0.003471-0.00069861i,0.0021429+0.0025702i,0.0003714+0.0014217i,-0.00029072-0.0034168i,0.0061578-0.0059979i,-0.0043365+0.0003933i,0.0044874-0.0035136i,-0.0060096+0.0033649i,-0.0018621+0.00040489i,-6.3527e-07-0.00066777i,-0.0054081+0.0014538i,-0.0037859-0.0014175i,-0.015675-0.0045957i,0.0016705-0.0035172i,-0.0019428+0.0025107i,-0.0013476+0.00081221i,-0.0028451+0.00426i,0.0072756-0.00044018i,-0.0084502+0.0020721i,-0.0027465-0.0042584i,-0.0020521-0.00015992i,-0.0047536+0.0014457i,0.0024679-0.0047899i,0.004272+0.00065004i,0.0017885-0.0025736i,0.0056104+0.0081962i,0.0050071+0.0011531i,0.02806+0.015985i,-0.021892+0.0027319i,-0.025099+0.02293i,-0.0022696+0.011978i,0.0021347+0.0033999i,0.0034369-0.0071385i,-0.011301+0.0051392i
0.013574+0.014251i,0.035579-0.022156i,0.012408-0.038747i,-0.0070069-0.01049i,-0.016317-0.013415i,-0.014961-0.019586i,0.0076661-0.022446i,0.023762-0.02032i,0.0028405-0.014459i,0.0047443-0.0050876i,-0.00070931-0.0043358i,-0.0020366+4.9458e-05i,-0.00073665-0.0019797i,-0.00024376-0.0014155i,-0.0026457-0.00049981i,0.0020856-0.0074948i,-0.001822+0.0026513i,-0.0018954+0.0012105i,0.0005814+0.00014074i,0.0017399+3.2989e-05i,0.0019571+0.0017865i,-0.00023304+0.001422i,0.0022849+0.00047891i,0.0034587+0.0022007i,4.0576e-05+0.0014388i,0.00055454+0.000996i,-0.0004761+0.0010095i,0.00031159-0.00025101i,-0.00010534+0.00026269i,-1.4497e-06+0.00011293i,0.00082772-0.0011872i,0.0014693-0.0016035i,0.0024109-0.0018351i,-0.00018442-9.8884e-05i,0.0019541-0.0024118i,0.0018844-0.0039478i,0.00067703+0.0042747i,0.00012474-0.00024722i,0.00042848-0.00020853i,-0.0035946-0.0020087i,0.0022099-0.00068787i,0.001547-0.00033076i,0.00024415-0.0069611i,0.00369-0.00106i,0.014769+0.010125i,0.025193+0.020864i,0.04395+0.0054422i,0.024206-0.0084249i,-0.0044148-0.0083942i,0.023142-0.011724i,0.028804+0.0049935i,0.023972+0.0038466i,0.017296+0.0087814i,0.0065903+0.026312i,-0.0024698-0.0047188i,-0.0035468-0.0018244i,-0.0019938-0.0087708i,0.0031542-0.0049555i,0.0023589+0.0024661i,-0.00062706+0.012096i,-0.0050226-0.00085224i,0.0064508+0.0094042i,-0.0039381+0.0016733i,0.0033863+0.0022313i,0.0010072+0.00092348i,-0.0017415-0.0023737i,0.00424-0.0081084i,-0.0037316+0.0015192i,0.0034869-0.0050478i,-0.0027722+0.0049103i,-0.0021942+5.4681e-05i,-0.00055724-0.00059063i,-0.0036571+0.0032957i,-0.0035314-0.00025297i,-0.014808+0.0011368i,0.00033181-0.0040523i,-0.00079886+0.0022353i,-0.0015973+0.0010861i,-0.00078904+0.00407i,0.0071076-0.0037385i,-0.0064419+0.0049152i,-0.0038519-0.0030055i,-0.0021036-7.0652e-06i,-0.0037046+0.0026567i,0.0010975-0.0042549i,0.0039675-0.0009987i,0.0016981-0.0027964i,0.0060866+0.004665i,0.0040758+0.0007806i,0.028215+0.010239i,-0.019563+0.0065432i,-0.019577+0.029166i,-0.0016388+0.0097102i,0.0051278+0.0042893i,0.001297-0.0056643i,-0.01081+0.0078511i
0.015667+0.011279i,0.030552-0.027377i,0.0056267-0.039176i,-0.0079532-0.0090793i,-0.019497-0.0094749i,-0.01768-0.016696i,0.0019032-0.023316i,0.020197-0.024492i,0.00093939-0.014014i,0.0029344-0.0057104i,-0.0024951-0.0032733i,-0.0015315+0.00044928i,-0.0010259-0.0010536i,-0.00041696-0.001553i,-0.0025106+0.00067675i,0.00027991-0.0078707i,-0.0010001+0.0022563i,-0.0023104+0.0019912i,0.00069288+0.00056216i,0.0014098-0.00061627i,0.0023975+0.00078628i,-0.00019807+0.0015747i,0.0021401-0.00024278i,0.0041242-0.00014498i,0.001066+0.0010939i,0.00080131+0.00067074i,0.00010677+0.0014752i,0.00040591-0.00023924i,0.0008235+0.00024397i,0.00014805-0.00013019i,0.00033882-0.0015157i,0.00065443-0.0019349i,0.00034867-0.0026277i,-6.7269e-05-0.00022261i,0.00042802-0.0038491i,0.00083488-0.0044974i,0.0033241+0.0020245i,0.00019562-0.00014926i,0.00056061-0.00055676i,-0.004668-0.00088248i,0.0017135-0.0012713i,0.0010694-0.00067107i,-0.0013126-0.0061647i,0.0030667-0.0019903i,0.016394+0.0062949i,0.029238+0.014823i,0.043786-0.0017048i,0.022341-0.013033i,-0.00355-0.0043199i,0.022571-0.018838i,0.029523-0.0018296i,0.02475-0.0045662i,0.015262+0.0038177i,0.012612+0.022479i,-0.0032123-0.0028391i,-0.0048489+0.00079469i,-0.0062737-0.0078688i,0.00075203-0.0046103i,0.0021739+0.0023537i,0.0031136+0.011177i,-0.0035606+0.00096133i,0.006264+0.0066137i,-0.0017155+0.0041097i,0.0047313+0.0011796i,0.0017718+0.000475i,-0.0024896-0.0010402i,0.0020343-0.0096691i,-0.0028117+0.0021069i,0.0020276-0.0064148i,-0.00076267+0.0039631i,-0.0029023+0.00035314i,-0.00069732-0.00042115i,-0.0017194+0.0046013i,-0.0030396+0.00044491i,-0.011836+0.0062326i,-0.0013415-0.0046864i,0.00011642+0.0015481i,-0.0016131+0.0011802i,0.00051418+0.0030117i,0.0056966-0.0068585i,-0.0033793+0.0065044i,-0.0038138-0.0014357i,-0.0023795+0.00034448i,-0.0026937+0.0036265i,-7.7615e-05-0.0038571i,0.0030424-0.0017928i,0.0014769-0.0035202i,0.0050184+0.0035029i,0.0036397+0.00056013i,0.027781+0.0049047i,-0.017293+0.0073587i,-0.011896+0.032072i,-0.00081856+0.0090727i,0.0075492+0.0035123i,0.00073042-0.0034491i,-0.0090684+0.0098415i
0.016775+0.0079326i,0.024894-0.031228i,-0.0010571-0.038857i,-0.0091395-0.0082088i,-0.020675-0.0052469i,-0.019934-0.013402i,-0.0032173-0.022558i,0.015888-0.027452i,-0.00022674-0.01368i,0.0010344-0.0055709i,-0.002968-0.0016725i,-0.0013335+0.00067294i,-0.00092312-0.00039253i,-0.0010817-0.0013192i,-0.0016378+0.0015995i,-0.0016162-0.0074507i,-0.00036132+0.002307i,-0.0012715+0.0032735i,0.0010827+0.00038842i,0.00080498-0.0010503i,0.0023672-0.00018405i,0.00022878+0.0015773i,0.0018889-0.00087072i,0.0031083-0.002112i,0.001482+6.6763e-05i,0.0009606+0.00039063i,0.00083119+0.0012687i,0.00048277-0.00043318i,0.0010426+0.00017145i,-5.1554e-05-0.00027581i,-0.00024741-0.0016594i,-1.7268e-05-0.0019586i,-0.00060378-0.0022713i,-0.00017539-0.00016035i,-0.001917-0.003472i,-0.00022835-0.0046814i,0.0030619+0.00054614i,0.00019825-0.00036835i,0.0007628-0.0011845i,-0.0053639+0.00064709i,0.00097011-0.0016627i,0.00074635-0.00070473i,-0.0026051-0.0051508i,0.0024612-0.0024547i,0.01744+0.0020874i,0.031017+0.0076063i,0.042427-0.008727i,0.018656-0.018651i,-0.00030311-0.0014025i,0.019316-0.025912i,0.02869-0.0080513i,0.022369-0.012202i,0.012268+0.0010762i,0.017386+0.016817i,-0.0030371-0.002182i,-0.0045634+0.0040756i,-0.010487-0.0045919i,-0.0010015-0.0038322i,0.0023462+0.002267i,0.0060526+0.0095997i,-0.0017032+0.0013836i,0.0051227+0.0048439i,0.0014043+0.0034591i,0.0057638-0.00078855i,0.0022833-0.00049723i,-0.0022979+0.00082895i,-0.0012847-0.01118i,-0.0025623+0.0029573i,0.00025336-0.0068489i,-0.00043107+0.0034815i,-0.0032038+0.0012888i,-0.00084007-0.00033661i,0.0017031+0.0049113i,-0.0026922+0.00027566i,-0.0070046+0.0091599i,-0.0036691-0.004545i,0.00053774+0.00060955i,-0.0015477+0.0013971i,0.001147+0.0019822i,0.0032234-0.0093606i,-0.00022974+0.0059922i,-0.0030421-0.00054557i,-0.0020588+0.00085399i,-0.0010395+0.0044228i,-0.0011808-0.0028083i,0.0022222-0.0021793i,0.0003521-0.0039673i,0.0042193+0.0028811i,0.0033633+0.00033316i,0.026547-1.7241e-05i,-0.018669+0.0072493i,-0.0049183+0.030919i,0.00071616+0.0073095i,0.0089017+0.0012064i,0.0012225-0.002063i,-0.0063357+0.010965i
0.017365+0.0046496i,0.019174-0.033863i,-0.0073189-0.037415i,-0.010268-0.0068245i,-0.021152-0.0015804i,-0.021476-0.0098765i,-0.0074028-0.021063i,0.011586-0.030009i,-0.0012341-0.014374i,-0.00014078-0.0047789i,-0.0027172-0.00032506i,-0.00093479+0.0011442i,-0.00073437+0.0001742i,-0.0013043-0.00051584i,-0.00064463+0.0016995i,-0.0030784-0.0060956i,0.00066035+0.0022515i,0.00013409+0.003366i,0.0011983+2.7603e-05i,0.00024307-0.0010453i,0.001907-0.0010065i,0.00061086+0.0015009i,0.0012939-0.0014718i,0.0016374-0.0030942i,0.0010793-0.00069341i,0.0010087+9.0994e-05i,0.0013582+0.0009277i,0.00029933-0.0006553i,0.0011667+0.00018381i,-0.0002768-6.3063e-05i,-0.00087372-0.0014836i,-0.00072473-0.0017529i,-0.0012203-0.00068198i,4.2374e-05-0.00012623i,-0.0025761-0.0021801i,-0.0013359-0.0045262i,0.0029721-9.7668e-06i,-0.00010783-0.00045303i,0.00026456-0.0020281i,-0.0055005+0.0025002i,0.00023323-0.0016085i,0.00058522-0.0006736i,-0.0032572-0.0036297i,0.0019277-0.0029478i,0.016884-0.0030206i,0.03082+0.00047128i,0.040058-0.015472i,0.015474-0.021231i,0.0044866-0.0022566i,0.01307-0.031507i,0.027037-0.013503i,0.018923-0.01715i,0.010618+0.00097865i,0.019718+0.009823i,-0.0036725-0.0018092i,-0.0021051+0.0065687i,-0.012613+0.00055937i,-0.002391-0.0028026i,0.00247+0.0022434i,0.0079344+0.0068712i,-0.00045839+0.00060021i,0.004234+0.0039863i,0.0020245+0.0019134i,0.0052371-0.003409i,0.0019887-0.0021747i,-0.00034443+0.0020444i,-0.0061413-0.0095797i,-0.00132+0.0045627i,-0.0022891-0.0072669i,0.0010065+0.0034585i,-0.0032614+0.0026284i,-0.00088627-0.00014025i,0.004879+0.0018189i,-0.002685+0.00052113i,-0.0012722+0.0087272i,-0.0044376-0.0022038i,0.00034524-0.00023334i,-0.0017093+0.00165i,0.0013733+0.00093684i,-0.00092316-0.010907i,0.0022272+0.0043733i,-0.0027117-0.00036801i,-0.0019499+0.0012551i,0.0011408+0.0042861i,-0.0010622-0.0015375i,0.0015377-0.0021261i,-0.00061118-0.0038654i,0.00369+0.0027134i,0.0028415+0.00019409i,0.024589-0.0037924i,-0.021037+0.010439i,0.00044117+0.028515i,0.0010699+0.0043098i,0.0090965-0.0010289i,0.0017592-0.0019468i,-0.0033252+0.010461i
0.017185+0.0012877i,0.013489-0.035665i,-0.013056-0.034978i,-0.010912-0.0056229i,-0.020965+0.0022457i,-0.022296-0.0063122i,-0.011105-0.019411i,0.0063914-0.032224i,-0.0032567-0.015951i,-0.00063299-0.003916i,-0.0021529+0.00071312i,-0.00031797+0.0014673i,-0.00015948+0.00060105i,-0.00098831+9.9427e-05i,6.0029e-05+0.0015579i,-0.0034826-0.0044103i,0.0014271+0.0016646i,0.0012425+0.0030603i,0.0012434-0.0001941i,-0.00011573-0.00080979i,0.0012575-0.0015701i,0.000908+0.0014847i,0.00063238-0.0015031i,0.00023687-0.0031707i,0.0007127-0.0010049i,0.00099152-0.00015199i,0.0017227+0.00032939i,0.00011829-0.00068053i,0.0010043+3.2885e-05i,-0.00018982+0.00024372i,-0.0013016-0.0010799i,-0.0012353-0.0012342i,-0.0010637-0.00041991i,0.00017946-0.00024027i,-0.0028778-0.0013404i,-0.0021813-0.0041372i,0.0034379-0.00075091i,-0.00032202-0.00025966i,-0.00098808-0.0018992i,-0.0047745+0.0045205i,-0.00023124-0.0015374i,0.00046999-0.00065545i,-0.0034185-0.0021217i,0.0012664-0.0032377i,0.014271-0.0071906i,0.028737-0.0059228i,0.036241-0.021632i,0.0098448-0.023971i,0.0072452-0.005971i,0.0056821-0.034512i,0.025221-0.018851i,0.016113-0.021921i,0.011537+0.0008533i,0.020444+0.0034094i,-0.0049876-0.0013935i,0.001088+0.0070629i,-0.011696+0.0065737i,-0.0032948-0.0016549i,0.0028885+0.0022142i,0.00629+0.0058375i,-0.00037172-0.00035705i,0.002996+0.0041403i,0.0024288+0.0012797i,0.0031236-0.0053038i,0.00017969-0.0031441i,0.0013215+0.0013748i,-0.0088205-0.0053267i,0.0014967+0.0046241i,-0.0058839-0.0055644i,0.0021326+0.0022976i,-0.0025291+0.0040025i,-0.00085358-0.00012237i,0.0047486-0.0023344i,-0.0026323+0.00099737i,0.0017166+0.0052744i,-0.0056158+0.00085691i,-0.00038883-0.00093731i,-0.0018384+0.0023675i,0.00099165-0.00021223i,-0.0059537-0.0098545i,0.0029263+0.0017075i,-0.0028835-0.00020877i,-0.0015003+0.001964i,0.0028764+0.0032348i,-0.00048359-0.0015518i,0.0011525-0.001508i,-0.001516-0.0037125i,0.0034131+0.0032255i,0.0023905+7.9823e-06i,0.02374-0.0067628i,-0.021162+0.015661i,0.0035082+0.025947i,-0.00023878+0.0012603i,0.0081101-0.0039359i,0.0015413-0.0014889i,-0.0017747+0.0086621i
0.016211-0.0016797i,0.0080491-0.036585i,-0.018307-0.031959i,-0.0115-0.0047785i,-0.01973+0.0056187i,-0.022623-0.0028082i,-0.014588-0.017202i,0.00037706-0.033247i,-0.0064843-0.016946i,-0.00088478-0.0034272i,-0.0012769+0.001319i,0.00055921+0.001338i,0.00048136+0.00066765i,-0.00053305+0.00042918i,0.0007078+0.0012435i,-0.0034293-0.0032848i,0.0019822+0.0012759i,0.0022949+0.0022675i,0.001243-0.000736i,-0.000167-0.00057865i,0.00037193-0.0016367i,0.0015434+0.0013859i,0.00020232-0.0014213i,-0.0007599-0.0028369i,0.0003977-0.0012236i,0.00089606-0.0005104i,0.0016376-0.00057881i,7.7574e-05-0.00064576i,0.00070771+6.3144e-05i,-4.2457e-05+0.00039472i,-0.0016369-0.00057547i,-0.001339-0.00064263i,-0.00094324-0.00029517i,7.3216e-05-0.00047532i,-0.0034454-0.00016711i,-0.0029202-0.0033906i,0.0031584-0.0015689i,-0.00034961+4.8979e-05i,-0.0013058-0.00081104i,-0.0035039+0.0061282i,-0.00066822-0.001155i,0.00023683-0.00082071i,-0.002923-0.00091201i,0.0005633-0.0030549i,0.011014-0.0096404i,0.025292-0.010846i,0.031388-0.026218i,0.0042693-0.024533i,0.0075072-0.0095684i,-0.0021826-0.035453i,0.022608-0.024658i,0.011996-0.026654i,0.013481-0.0010375i,0.019722-0.003828i,-0.0064685-9.9447e-05i,0.0037839+0.0059633i,-0.0080306+0.010843i,-0.0036671-0.00045055i,0.0032271+0.0020083i,0.0083292+0.0041265i,-0.00078986-0.0007162i,0.0029923+0.0053938i,0.003122+0.00018124i,0.00074644-0.0055315i,-0.0012255-0.0026769i,0.002023+0.0002579i,-0.0090117-0.0011944i,0.0036788+0.0032137i,-0.0063269-0.0023468i,0.0020284+0.0011273i,-0.00062411+0.0050034i,-0.001166-0.00012846i,0.0022408-0.0051051i,-0.0022177+0.0014204i,0.002078+0.0020288i,-0.0048936+0.0029604i,-0.0015031-0.0010502i,-0.0012868+0.0023359i,-5.4034e-05-0.00064195i,-0.0088235-0.0066629i,0.0020438-0.00011153i,-0.0030919-0.00013291i,-0.00033709+0.0020294i,0.0037659+0.0015261i,-0.00079113-0.0015657i,0.0016565-0.001101i,-0.0021331-0.002889i,0.0047761+0.0040927i,0.0018829+0.00011775i,0.021896-0.010823i,-0.019419+0.020875i,0.0069946+0.022416i,-0.0034557-0.00055431i,0.0048331-0.0050044i,0.0021186-0.0014045i,-0.0019097+0.0069792i
0.015028-0.0040512i,0.0027403-0.037057i,-0.022776-0.028012i,-0.012364-0.0039248i,-0.018419+0.0081051i,-0.022489+0.00074826i,-0.017288-0.014329i,-0.0053367-0.032794i,-0.010312-0.016581i,-0.0011358-0.0029886i,-0.0002221+0.0012846i,0.0012228+0.00104i,0.0010646+0.00051668i,-6.7707e-05+0.00060698i,0.00098858+0.00067337i,-0.0034407-0.0026491i,0.0030632+0.00069661i,0.0027574+0.001061i,0.00068449-0.0011912i,-9.2406e-05-0.00037953i,-0.00027182-0.0014216i,0.0022756+0.00067936i,-3.1538e-05-0.0013977i,-0.0012017-0.0023432i,-0.00010732-0.0015135i,0.00070946-0.0008168i,0.0011476-0.0010957i,-1.7213e-05-0.00048736i,0.00057611+3.1296e-05i,0.00019476+0.0006518i,-0.001828+4.8595e-05i,-0.0012447-0.00027334i,-0.001046+2.3054e-05i,-0.00016614-0.00039285i,-0.0030862+0.0013994i,-0.0032749-0.0024078i,0.0018262-0.0022236i,-0.00036816+0.00023629i,-0.0009801-0.00041028i,-0.0014345+0.0072265i,-0.00069966-0.00075709i,9.6901e-05-0.00087682i,-0.0022017-0.00017501i,0.00040961-0.0029121i,0.0082728-0.010909i,0.02199-0.013815i,0.026538-0.029574i,-0.00043797-0.023531i,0.006241-0.012643i,-0.010032-0.033449i,0.018329-0.030226i,0.0073122-0.029961i,0.01468-0.0042345i,0.015843-0.0098078i,-0.0076281+0.0023639i,0.0054264+0.0039275i,-0.0032851+0.013117i,-0.0040605+0.00073081i,0.0037368+0.001856i,0.0092974+0.0019482i,-0.0012673-0.0010727i,0.0041957+0.0067938i,0.0026798-0.0012526i,-0.0009283-0.0047748i,-0.0022771-0.0017558i,0.0020754-0.00068374i,-0.0075491+0.0017648i,0.0048991+0.0010252i,-0.0071673+0.00031326i,0.0016768+0.0010413i,0.0015566+0.0047161i,-0.0012073+0.00028715i,-0.00095858-0.0060814i,-0.0015574+0.00096026i,0.00040881+0.00026745i,-0.0037272+0.0045047i,-0.0024006-0.00016609i,-0.0008175+0.0024009i,-0.00071756-0.00040518i,-0.010061-0.0030423i,0.00088398-0.00087126i,-0.0038845+5.3327e-06i,0.00039264+0.0015793i,0.0039285-0.00022306i,-0.00062351-0.0013548i,0.0025628-0.0016094i,-0.0025422-0.0025196i,0.005575+0.0027907i,0.0017116+0.00062215i,0.019437-0.013944i,-0.015798+0.026842i,0.0086295+0.019587i,-0.0069739+0.00022206i,0.0019304-0.0035738i,0.0020151-0.0020101i,-0.0026377+0.0060017i
0.013922-0.0062465i,-0.0028808-0.037383i,-0.026426-0.023778i,-0.013416-0.0026327i,-0.017107+0.01094i,-0.021331+0.0042522i,-0.019311-0.011167i,-0.01097-0.032151i,-0.014118-0.015128i,-0.0013104-0.0028629i,0.00039611+0.00078887i,0.0018452+0.00027672i,0.001694+0.00023276i,0.00068299+0.00036576i,0.00098232+0.00016778i,-0.003465-0.0023072i,0.0038517-0.0012549i,0.0025764+7.9271e-06i,0.00047-0.0010109i,0.00017036-0.0003736i,-0.00076339-0.0010771i,0.0023259-0.00028848i,-0.00046695-0.0013343i,-0.001366-0.0022831i,-0.00073396-0.0015294i,0.00036721-0.001051i,0.00060801-0.0014114i,-0.00010647-0.00034265i,0.00063642+2.5252e-05i,0.0007267+0.00070269i,-0.0017707+0.00076789i,-0.0012538+8.2072e-05i,-0.00089014+0.00038252i,-0.00017091-0.00027979i,-0.0017621+0.0020493i,-0.0034031-0.0015422i,0.00066271-0.0023907i,-0.00018699+0.00047198i,-0.00095468-0.00038543i,0.0012025+0.0072921i,-0.00058939-0.00065242i,-0.00026332-0.00096449i,-0.001482-0.00028413i,0.00022349-0.0031283i,0.0055016-0.011984i,0.019615-0.016187i,0.021546-0.032233i,-0.0044634-0.021448i,0.0049517-0.014615i,-0.01684-0.028825i,0.012739-0.035106i,0.0029196-0.033446i,0.015068-0.0085107i,0.010488-0.013093i,-0.0071809+0.0058966i,0.0060648+0.0015081i,0.0012633+0.01276i,-0.0039111+0.0021857i,0.0047373+0.0014104i,0.0095692-0.00057192i,-0.0022216-0.0012599i,0.006991+0.0069699i,0.0016088-0.0014405i,-0.0019019-0.0038238i,-0.0026656-0.00057958i,0.0019828-0.0014401i,-0.0060736+0.0037204i,0.0049199-0.0014695i,-0.0059176+0.0035997i,0.0023538+0.0012634i,0.0029026+0.0036272i,-0.0010035+0.00035981i,-0.0042575-0.005311i,-0.0020474+0.0013645i,-0.00079585+0.00060859i,-0.0018276+0.0054327i,-0.0024059+0.0010332i,-0.00052452+0.0030703i,-0.0010362-0.00017221i,-0.010399+0.00010961i,-0.00022892-0.00088049i,-0.004906+0.0016454i,0.00041425+0.0011688i,0.0039741-0.0023427i,-0.00064205-0.0019723i,0.0028538-0.0028302i,-0.0030339-0.001855i,0.0064628+0.0016923i,0.0021068+0.00082533i,0.016406-0.016328i,-0.0084765+0.030641i,0.010252+0.016416i,-0.0092346+0.0023444i,0.00067522-0.0013005i,0.0013806-0.0016728i,-0.0035291+0.0057552i
