-0.026971-0.043085i,-0.021464-0.021129i,-0.01209-0.037429i,-0.029834-0.02132i,-0.024241-0.0015728i,-0.013067-0.0037472i,-0.052464-0.053187i,-0.046785-0.016305i,-0.038329-0.015646i,0.010026+0.01396i,-0.0087484+0.0059704i,-0.019697+0.019356i,0.0022314+0.012007i,-0.0041711-0.002577i,0.0010198+0.0008101i,-0.00016623+0.028267i,0.025951+0.026443i,0.0027547-0.001731i,-0.0019927-0.0066169i,0.0078736+0.0026818i,0.0026541+0.00084044i,0.00038331+0.0033937i,-0.00044813+8.0438e-05i,-0.035209-0.0095506i,0.00028963-0.0077485i,0.0016167+0.0023907i,0.005827+0.0012838i,0.002379+0.0002785i,0.001289-0.00073895i,-7.5696e-05-0.0026184i,0.0017965-0.0023873i,-0.0025092-0.0053959i,-0.00024667-0.0047756i,0.0031595-0.00089065i,0.0051678-0.0028132i,0.0031556+0.029078i,0.0041316-0.0033915i,0.0032859-0.0015231i,0.0088724-0.00068895i,-0.0047678-0.0020995i,-0.00041845+0.0011795i,0.010091+0.0010895i,0.0044171-0.0020849i,-0.0030621+0.0091382i,-0.017215-0.0077447i,-0.01762+0.016115i,-0.00041036-0.062027i,-0.004697-0.027073i,-0.025697-0.03346i,-0.010502-0.026946i,0.051739-0.024486i,0.016183-0.043941i,0.024419-0.048309i,0.0083211-0.054819i,0.027718-0.019629i,0.0088232+0.0061558i,0.026446-0.033666i,-0.008087-0.0061236i,0.0030667-0.0042747i,-0.0048429-0.0069438i,-0.0019261-0.033144i,-0.020046+0.029478i,0.0089297-0.011895i,-0.0093943-0.0039167i,-0.0042209-0.0017464i,0.00025181-0.012896i,-0.011+0.0043554i,0.0025942+0.010634i,-0.0054097+0.027012i,0.004747+0.002222i,-0.0054736-0.0017389i,-0.0020189-0.0023004i,-0.013228-0.0075302i,-0.00027189-0.0045866i,-0.036518-0.00036848i,0.0011944-0.010806i,-0.0085925+9.3305e-05i,-0.0071358-0.0024163i,0.0054984+0.00088858i,-0.0082742-0.0010111i,0.0018933-0.000361i,0.003991+0.0074005i,0.0044706+0.00047561i,-0.0078818-0.013718i,0.002759+0.0096141i,-0.015307+0.0044603i,0.0071734-0.00017644i,-0.022668-0.00093571i,-0.018202+0.0053087i,-0.0053246-0.065888i,0.008319-0.012599i,-0.047991-0.024563i,-0.020214-0.00060559i,0.016773+0.012933i,-0.023523+0.014558i,-0.019625-0.0060484i
0.025959-0.023447i,0.012263-0.016339i,0.011507-0.019505i,0.0029951-0.01174i,0.0025051-0.020036i,-0.0054589-0.0056237i,0.010726-0.020283i,-0.0076932-0.014301i,-0.00982-0.0097508i,0.0051703-0.002093i,-0.0004035-0.00055984i,-0.0014508+0.00092325i,0.0025134+0.00025305i,0.00019361-0.00058312i,-0.00054481-0.0010002i,0.0019781-0.0035283i,-0.0057717+0.0023376i,-0.00081734-0.00071977i,0.00017214-0.00021728i,-0.00020716+0.0014596i,-0.00029742+0.0016662i,-0.00049382+0.00097165i,0.0013213+0.00052041i,-0.001374+0.0035466i,0.00052284-0.0023861i,-0.00062884+2.6735e-05i,-5.2815e-05+0.00065242i,0.00070904-0.00059579i,0.0012763+5.6481e-05i,0.00037554-0.00092881i,0.0021467-0.0015134i,0.0036955-8.7613e-05i,0.0014839+0.00022097i,0.00043363-0.00088832i,0.0028472+0.00019886i,0.0066801-0.0012675i,-0.00018293+0.00045374i,8.1045e-05+0.00045694i,0.00065611-0.0011799i,0.00098644-0.0013485i,0.00042596+0.002154i,0.0015211+0.0017094i,0.0017623-0.0018039i,0.0031306+0.0025521i,0.0037846-0.027061i,0.0086542+0.0036157i,0.019712+0.0064917i,0.0047112+0.0067427i,-0.0088315-0.0217i,0.0087891+0.0080673i,0.01461+0.015971i,0.0041143+0.015145i,0.018819+0.0064721i,0.00035603+0.0089606i,0.00046437-0.0086128i,0.0014766-0.0030729i,0.0016768-0.0052335i,0.0080584+0.00014827i,0.000629+0.0040089i,-0.0072904+0.010602i,-0.0046277-0.0061915i,0.0043392+0.010154i,-0.0030765-0.00084796i,0.00027296+0.0016589i,-0.0001893+0.0016916i,-0.0026938-0.0022699i,0.0054812-0.0029326i,-0.0042045-0.0011845i,0.0042643-0.00065044i,-0.0072062+0.0030103i,-0.0013542+9.8382e-05i,0.0014566-0.00081202i,-0.0051392-0.0012574i,-0.0038295-0.0010565i,-0.013861-0.0091657i,0.003606-0.0025463i,-0.0023439-0.00024548i,-0.0013015+0.0018072i,-0.0034201+0.0029827i,0.008913+0.00293i,-0.0040489+0.00034934i,-0.0018957-0.0049055i,-0.0035536-0.00020342i,-0.0027723-0.00076524i,0.0029798-0.0038275i,0.0034515+4.7835e-05i,0.001882-0.0012626i,-0.00095932+0.0067261i,0.002574+0.0037886i,0.018995-0.0010456i,-0.024344-0.0034505i,-0.032345+0.019874i,-0.0062534+0.011935i,0.00078808+0.0020747i,0.0063978-0.0045437i,-0.012396-0.0004373i
0.020982-0.026442i,0.0088771-0.018858i,0.0076472-0.020974i,0.00071315-0.011303i,-0.0016053-0.020471i,-0.0058933-0.0046527i,0.0062376-0.022905i,-0.0097836-0.012298i,-0.011205-0.0078743i,0.0044254-0.0035091i,-0.00053174-0.00084954i,-0.00072129+0.0014881i,0.0021592-0.00018983i,0.00030887-0.00025055i,-0.0005999-0.00090127i,0.0012446-0.0036033i,-0.0044602+0.00415i,-0.001166-0.00049548i,-8.8918e-05-0.00033003i,0.00016126+0.0014241i,0.00025687+0.0017487i,-0.00013404+0.0010712i,0.001429+6.126e-05i,0.00082718+0.0032101i,-9.105e-05-0.0022031i,-0.00044798+0.00030377i,0.00033474+0.0010996i,0.00046945-0.00066716i,0.0012201-0.0002204i,0.00014725-0.00081759i,0.0015458-0.0023841i,0.0036764-0.0013495i,0.0016181-0.00027463i,8.8279e-06-0.00088558i,0.0033039-0.00090654i,0.0061479-0.0028711i,-5.4618e-05+0.00060406i,0.00019661+0.00036089i,0.0006187-0.00094975i,0.00058286-0.0021236i,0.0010932+0.0018998i,0.0019868+0.00087108i,0.0011587-0.0017379i,0.0043656+0.0020048i,-0.00090258-0.026224i,0.0091697+0.0032668i,0.020629+0.0034979i,0.0070331+0.0031222i,-0.013658-0.017298i,0.012766+0.0045825i,0.017718+0.011534i,0.0066291+0.010341i,0.017336-0.00086243i,0.0044451+0.0048957i,-0.0022547-0.0083719i,-0.0013687-0.0033035i,-0.00042749-0.0066667i,0.0058564-0.0024556i,0.0016179+0.0035814i,-0.0021741+0.012839i,-0.0057617-0.0029149i,0.0058136+0.0080163i,-0.0033266+0.00035429i,0.0012152+0.0024578i,0.00099739+0.0016179i,-0.0041281-0.001144i,0.0052219-0.0061041i,-0.0047473-2.4036e-05i,0.0044222-0.0024816i,-0.0052103+0.0062151i,-0.0011215-0.00052416i,0.0006965-0.0016587i,-0.0042293+0.0016853i,-0.0035001+2.8623e-05i,-0.01476-0.0029418i,0.001899-0.0032071i,-0.001979+0.00038046i,-0.00158+0.0012751i,-0.0021287+0.0038289i,0.010679-0.00044141i,-0.0036123+0.00234i,-0.0034573-0.0039414i,-0.0028637+0.00052868i,-0.0027487+0.00059538i,0.00040757-0.0035504i,0.0034713-0.0014113i,0.0019064-0.0012697i,0.00074618+0.0061126i,0.0021133+0.0033044i,0.01663-0.0069885i,-0.023442+0.0018332i,-0.029061+0.02718i,-0.0045142+0.0098176i,0.002492+0.0043187i,0.0044937-0.0043892i,-0.013371+0.0020201i
0.016352-0.028392i,0.0046664-0.020824i,0.0035308-0.021705i,-0.00098107-0.010411i,-0.00577-0.020082i,-0.0060877-0.0039231i,0.0014785-0.024357i,-0.011276-0.010293i,-0.012278-0.0058257i,0.0031248-0.0045043i,-0.001074-0.00095375i,0.0001801+0.0017271i,0.0017868-0.00029549i,0.00070828-0.00010184i,-0.00073668-0.00086173i,0.00055895-0.0035584i,-0.0026283+0.0051443i,-0.0014685+3.4764e-06i,-0.00041431-0.00019225i,0.00048698+0.0012063i,0.00097992+0.0013284i,4.889e-05+0.00097897i,0.0013559-0.00046794i,0.00238+0.0018835i,-0.0003845-0.001969i,-0.00014118+0.00045843i,0.00096968+0.0010287i,0.00017505-0.00065621i,0.0010819-0.00048944i,-0.00013174-0.00087097i,0.00066181-0.0029653i,0.0030948-0.0026964i,0.0014599-0.00095959i,-0.00028818-0.00067935i,0.0031661-0.002512i,0.005245-0.0043854i,0.00030024+0.00072454i,0.00028899+0.00029162i,0.00049323-0.0011284i,-0.00019214-0.0025265i,0.0017216+0.0013459i,0.0019399+8.3804e-05i,0.00073626-0.001651i,0.0051158+0.00082174i,-0.0048927-0.025014i,0.011239+0.0026265i,0.021677+0.00026951i,0.0076941-0.000431i,-0.015852-0.012253i,0.015841-0.00022557i,0.019149+0.0067135i,0.0081558+0.0063206i,0.013861-0.0051066i,0.0061754+0.0018939i,-0.0049019-0.006829i,-0.003993-0.0018334i,-0.0042373-0.007097i,0.002954-0.0034708i,0.0019639+0.002862i,0.0022871+0.012269i,-0.005055-0.00024316i,0.00624+0.0054915i,-0.0032536+0.0023526i,0.0023742+0.0025236i,0.0016135+0.0010743i,-0.0047501+0.00085849i,0.0033345-0.00793i,-0.0043868+0.0012289i,0.0038161-0.0038728i,-0.00076713+0.0074178i,-0.0015932-0.00096301i,-0.00025957-0.0016152i,-0.0025486+0.0030469i,-0.0025801+0.00073997i,-0.013592+0.0023339i,0.00090448-0.0036866i,-0.0014219+0.00071945i,-0.0014393+0.0018156i,-0.00036464+0.0038557i,0.010637-0.0045674i,-0.0020797+0.0036717i,-0.004567-0.0024281i,-0.0024649+0.00058709i,-0.002007+0.0013296i,-0.00022813-0.0022079i,0.002471-0.0024413i,0.0023382-0.0014724i,0.0010281+0.0043979i,0.0018639+0.0032324i,0.014379-0.010373i,-0.020814+0.0052789i,-0.022862+0.033487i,-0.0042835+0.0081192i,0.0049859+0.004595i,0.0026896-0.0032238i,-0.012562+0.0045575i
0.011916-0.029997i,8.0606e-05-0.021322i,-0.00045789-0.021904i,-0.0019136-0.0098613i,-0.0098356-0.018446i,-0.0063839-0.0033854i,-0.0036802-0.024585i,-0.01227-0.008215i,-0.012689-0.0034587i,0.0016144-0.0049481i,-0.0017337-0.0003195i,0.0010644+0.0011707i,0.0017352-0.0002283i,0.00098706-0.00049202i,-0.00094233-0.00066176i,-0.00016829-0.0033577i,-0.00092368+0.0051983i,-0.0015206+0.00084449i,-0.00046568+0.00025023i,0.00064494+0.00086117i,0.0011844+0.00059143i,6.6697e-05+0.00088135i,0.00098386-0.00091823i,0.0031335-0.00023017i,-0.00067304-0.0018872i,6.4201e-05+0.00038093i,0.0012866+0.00060699i,2.948e-06-0.00056428i,0.00093414-0.00077263i,-0.00063121-0.00070127i,-0.00051102-0.0032753i,0.0018834-0.0036006i,0.0010445-0.0014328i,-0.00039796-0.00055674i,0.0019756-0.004146i,0.0040255-0.0057471i,0.00080758+0.00051501i,0.00043938+0.00027098i,0.00016743-0.0012116i,-0.0011676-0.0026484i,0.0020262+0.00063182i,0.0017305-0.00043406i,0.00041062-0.0015375i,0.0052938-0.00038527i,-0.0082817-0.023545i,0.013707-0.00023829i,0.022437-0.0033934i,0.007733-0.0033816i,-0.015206-0.0070078i,0.016846-0.0068767i,0.0196+0.0022035i,0.0088033+0.0017169i,0.011013-0.0078949i,0.0082155-0.0013014i,-0.0062262-0.0043401i,-0.0054315+0.00083244i,-0.0085842-0.0058214i,0.00067042-0.0033079i,0.0020786+0.0025568i,0.0057008+0.010904i,-0.0040363+0.0015214i,0.0054708+0.0029307i,-0.00078276+0.0041344i,0.0036939+0.0019651i,0.0024099+0.00054667i,-0.0042512+0.0029976i,0.00090434-0.0092764i,-0.0036826+0.0020875i,0.0027387-0.0055037i,0.0025493+0.0055324i,-0.002533-0.00090926i,-0.00071821-0.0014125i,-0.00076845+0.0039853i,-0.0017232+0.00089681i,-0.010484+0.0068324i,-0.00055316-0.004259i,-0.00065123+0.00064605i,-0.001046+0.0017283i,0.00092056+0.0027156i,0.0088463-0.009011i,0.00017639+0.0041173i,-0.00448-0.00061293i,-0.0025059+0.00082709i,-0.0015463+0.0017959i,-0.00024515-0.0016819i,0.0014219-0.0025099i,0.0027116-0.00217i,0.00063603+0.0042613i,0.0020348+0.0035456i,0.011661-0.013834i,-0.018819+0.0060609i,-0.014536+0.036369i,-0.0040674+0.0080927i,0.0067392+0.0040109i,0.002314-0.0015193i,-0.010801+0.0059203i
0.0070474-0.031121i,-0.004231-0.020465i,-0.0045522-0.021293i,-0.0031302-0.0098703i,-0.012784-0.016138i,-0.0067481-0.0028992i,-0.0084668-0.023147i,-0.012823-0.0063687i,-0.012234-0.0013245i,2.4568e-05-0.0047084i,-0.0016754+0.00070513i,0.001377+0.00047729i,0.0019246-0.00036578i,0.00055234-0.00073984i,-0.0010478-0.00026739i,-0.00087339-0.0028774i,0.00043292+0.0050433i,-0.00091214+0.0015401i,-0.0002245+0.0004595i,0.00046902+0.00054787i,0.0010736+2.3459e-05i,0.00029744+0.00082248i,0.00058888-0.001109i,0.0022492-0.002199i,-0.0012165-0.0018492i,0.00014821+0.00024829i,0.0014027+0.00018932i,-2.3966e-05-0.00045524i,0.0005971-0.0010511i,-0.00088206-0.00016981i,-0.0018534-0.0029755i,0.00054927-0.0039606i,0.00029691-0.0017689i,-0.0005302-0.00034063i,-0.00022866-0.0046793i,0.002506-0.0067378i,0.00091407+6.5277e-05i,0.00055375+3.9163e-05i,-3.8216e-05-0.0011263i,-0.0023275-0.0023513i,0.0019978-0.0001806i,0.0015255-0.00083763i,0.0001068-0.0013996i,0.0053353-0.0013818i,-0.010923-0.022131i,0.014486-0.0046621i,0.022571-0.0077594i,0.0077401-0.007185i,-0.012153-0.0029342i,0.015137-0.013929i,0.019314-0.0017092i,0.0076518-0.0022355i,0.0079965-0.009011i,0.0092872-0.0056497i,-0.0063798-0.002812i,-0.0052643+0.0039654i,-0.012696-0.0019258i,-0.0009729-0.0026224i,0.0023904+0.0024546i,0.0086127+0.0088594i,-0.00252+0.0024148i,0.0037972+0.001967i,0.0020059+0.0030214i,0.0050478+0.00058481i,0.0029271-0.00057373i,-0.0026862+0.0050032i,-0.0022849-0.010417i,-0.0032931+0.0031942i,0.00086438-0.0067831i,0.003357+0.0036933i,-0.0033618+2.1183e-05i,-0.0011016-0.0012185i,0.0020995+0.0039616i,-0.0012505+0.00035172i,-0.0057696+0.009225i,-0.0029224-0.0041049i,-0.00023829+0.00019458i,-0.00068585+0.0015743i,0.0012594+0.001536i,0.0054108-0.012503i,0.0021995+0.003054i,-0.0035886+0.00041858i,-0.0021936+0.001202i,-0.00094042+0.0026454i,-0.00060693-0.0011989i,0.00063857-0.0023623i,0.0025139-0.0032144i,0.00049883+0.0044795i,0.0025092+0.0034554i,0.0078949-0.016386i,-0.020242+0.0062011i,-0.007197+0.035306i,-0.0029511+0.0074938i,0.0081215+0.0027441i,0.0029084-0.00061419i,-0.0089067+0.0063698i
0.0025101-0.031245i,-0.0077509-0.018823i,-0.0081836-0.019849i,-0.0046338-0.0094006i,-0.015473-0.0139i,-0.0071354-0.0023865i,-0.012011-0.021083i,-0.013313-0.0046682i,-0.011268+0.00024284i,-0.0010004-0.0038714i,-0.00099623+0.0014751i,0.0013391-3.4328e-05i,0.00195-0.00071846i,0.00040207-0.00049542i,-0.00095267-1.7636e-05i,-0.0013896-0.0020931i,0.0019813+0.0046554i,-0.00015156+0.0016374i,-8.3765e-06+0.00060627i,0.00032179+0.0005981i,0.0008127-0.00037798i,0.00038581+0.00055201i,0.00015553-0.0012472i,0.0008349-0.003244i,-0.0019646-0.0013725i,8.3362e-05+0.00025516i,0.0014927-0.0003038i,-0.00010765-0.0004046i,0.00015651-0.0011015i,-0.00081431+0.000257i,-0.0029222-0.0021028i,-0.00096892-0.0039186i,-0.00050139-0.0015442i,-0.0004769-0.00012664i,-0.0018769-0.0040572i,0.00067411-0.0073331i,0.0007977-4.8491e-05i,0.00051402-0.00015219i,-0.0002305-0.0011037i,-0.003328-0.001369i,0.0016755-0.00083328i,0.0012395-0.0012054i,-0.00022593-0.0011301i,0.0051023-0.0026934i,-0.013887-0.020922i,0.013482-0.0091914i,0.021534-0.012399i,0.0053613-0.0113i,-0.0074683-0.002453i,0.010017-0.019475i,0.018729-0.0050024i,0.0061972-0.0046222i,0.0061828-0.0082964i,0.0084739-0.01037i,-0.0069116-0.001312i,-0.0031249+0.0065121i,-0.014572+0.0038743i,-0.0024001-0.001762i,0.0028463+0.0022471i,0.01007+0.0057576i,-0.0010871+0.0024522i,0.002713+0.0016239i,0.0021756+0.00099941i,0.0051621-0.0017616i,0.0027091-0.0023204i,0.00036878+0.0060053i,-0.007014-0.0085972i,-0.0020286+0.0049572i,-0.0021374-0.0070578i,0.0045292+0.0026051i,-0.003646+0.0015217i,-0.0013226-0.00089276i,0.004732+0.00076509i,-0.0011411+0.00013182i,-0.00054784+0.0084001i,-0.0049205-0.0022014i,-0.00034563-0.00043056i,-0.00087063+0.0013524i,0.001311+0.0006271i,0.00013402-0.014515i,0.0033514+0.00092547i,-0.003113+0.00077396i,-0.0021579+0.0016188i,0.00083394+0.0030203i,-0.00019829-0.00033442i,-8.8705e-05-0.0017738i,0.0015578-0.004333i,0.00056416+0.0048829i,0.0027719+0.0031845i,0.0039203-0.016791i,-0.02192+0.0094383i,-0.0020135+0.033385i,-0.0022562+0.0059177i,0.0090956+0.00064908i,0.0034149-0.00078017i,-0.0075386+0.0057493i
-0.001871-0.031093i,-0.010319-0.016779i,-0.011225-0.017902i,-0.0058322-0.0086551i,-0.017862-0.01087i,-0.0076347-0.0017689i,-0.015045-0.019036i,-0.013736-0.0028713i,-0.010281+0.00092987i,-0.0014094-0.0029422i,-0.00014841+0.0018294i,0.0011623-0.00032425i,0.0018801-0.00099981i,0.00051995-0.00038562i,-0.0008294+0.00017065i,-0.0014605-0.0012452i,0.003115+0.0036488i,0.00045747+0.0014899i,0.00034426+0.00067117i,0.00040097+0.00077848i,0.00042038-0.00063872i,0.00028316+0.00050558i,-0.00031469-0.0010965i,-0.00054068-0.0032945i,-0.0022561-0.00053411i,0.00017753+0.00029866i,0.0012233-0.0008926i,-0.00019039-0.00029397i,-0.00013975-0.00098437i,-0.00056863+0.00061444i,-0.0035301-0.00093867i,-0.0023348-0.0031123i,-0.00089203-0.0011334i,-0.00033553-1.1248e-05i,-0.0030104-0.0031966i,-0.0012228-0.0071509i,0.00095643-0.00021217i,0.00042467-0.00022493i,-0.00061484-0.001041i,-0.0038765-4.3563e-05i,0.0011878-0.0013402i,0.00080072-0.0014442i,-0.00036423-0.00078399i,0.004265-0.0037918i,-0.017232-0.019053i,0.011063-0.012819i,0.019216-0.016578i,0.0014436-0.013666i,-0.004965-0.0051625i,0.0041204-0.02204i,0.018429-0.0086626i,0.0053158-0.0068753i,0.0066396-0.0080943i,0.0067513-0.013733i,-0.0076481+9.5658e-07i,-0.00018957+0.0073481i,-0.013207+0.010772i,-0.0034044-0.00059567i,0.0032161+0.0017592i,0.010549+0.0033041i,-0.00018481+0.0018755i,0.0012484+0.0020575i,0.0020786+0.00035675i,0.0037276-0.0037881i,0.0012288-0.0034785i,0.0032476+0.0048935i,-0.0091508-0.0041376i,0.00089105+0.0052203i,-0.0045615-0.0054721i,0.0052412+0.00028869i,-0.0030751+0.0032105i,-0.0014752-0.0006555i,0.0041453-0.0030082i,-0.0013741+0.00018141i,0.0021991+0.0051649i,-0.0051373-1.2173e-05i,-0.00085914-0.00090697i,-0.00091099+0.0017202i,0.00097742-0.00022046i,-0.0060821-0.013541i,0.002929-0.0013715i,-0.0029058+0.0011925i,-0.0017849+0.0024484i,0.0023839+0.0023128i,0.00062467-0.00080777i,-0.00016387-0.00090865i,0.00024663-0.0049042i,0.00064449+0.0057574i,0.0031909+0.0028855i,0.0017222-0.01628i,-0.022181+0.013768i,0.002262+0.031211i,-0.0027006+0.0037246i,0.0085218-0.0020776i,0.0033398-0.00068731i,-0.0073961+0.0046355i
-0.0065343-0.030455i,-0.012208-0.014754i,-0.013891-0.015565i,-0.0068631-0.0080963i,-0.019398-0.0074363i,-0.0082001-0.00098452i,-0.017868-0.016657i,-0.013763-0.00089617i,-0.0097719+0.0012701i,-0.001551-0.0023433i,0.00075832+0.0018593i,0.0010635-0.00055702i,0.0018008-0.0013295i,0.0005932-0.0005056i,-0.00070212+0.00032776i,-0.0011236-0.00060069i,0.0038468+0.0024787i,0.00097951+0.0011523i,0.00071533+0.0004349i,0.00071456+0.00078989i,-0.00024553-0.00054449i,0.00044399+0.00052521i,-0.00058757-0.00080959i,-0.0014068-0.0028309i,-0.0021947+0.00027689i,0.00028305+0.00019056i,0.00060371-0.0012302i,-0.00019382-0.00027335i,-0.00039284-0.0007672i,-0.00026866+0.00080605i,-0.0037942+0.00040302i,-0.0031016-0.0018352i,-0.00092966-0.00065617i,-0.00023633+9.5512e-06i,-0.0039715-0.0019919i,-0.0028028-0.006237i,0.00082911-0.00062298i,0.00029524-0.00024827i,-0.00076651-0.00060208i,-0.0038622+0.0013422i,0.0004309-0.0015119i,0.00016589-0.0015781i,-0.0002751-0.00046155i,0.0032184-0.0043146i,-0.020041-0.016147i,0.0075-0.015217i,0.016005-0.019806i,-0.0027324-0.014161i,-0.0051148-0.0072934i,-0.0021041-0.022921i,0.017466-0.013044i,0.0038732-0.0095039i,0.0071628-0.0097635i,0.0042694-0.017549i,-0.008559+0.0019223i,0.0025198+0.0066532i,-0.0083601+0.015763i,-0.0038908+0.00063286i,0.0033162+0.0013264i,0.010869+0.00077297i,8.3915e-05+0.0014096i,0.00091961+0.0033904i,0.0026096-0.00043112i,0.0018123-0.004374i,-0.00018194-0.0035686i,0.0049057+0.0028364i,-0.0090928+3.225e-06i,0.0032587+0.0039053i,-0.0061012-0.0033981i,0.0042052-0.0018762i,-0.0014044+0.0044206i,-0.0018843-0.00033405i,0.001529-0.0053572i,-0.0016097+0.00042111i,0.0025276+0.0019413i,-0.0045166+0.001892i,-0.0017463-0.00085542i,-0.00070482+0.0017769i,0.00010886-0.00059085i,-0.010272-0.010038i,0.0015001-0.0027683i,-0.00249+0.0015035i,-0.00073231+0.0028645i,0.0033581+0.00084135i,0.00032613-0.0012293i,0.00053656-0.0004931i,-0.00092493-0.0048088i,0.002124+0.0070313i,0.0033025+0.0024855i,-0.00097939-0.016486i,-0.021235+0.018785i,0.0058026+0.028531i,-0.0047338+0.0023906i,0.0058979-0.003609i,0.003675-0.000928i,-0.0083873+0.004016i
-0.011103-0.028676i,-0.013844-0.013183i,-0.015908-0.012709i,-0.0080281-0.0074474i,-0.020336-0.004108i,-0.0086519+0.00016686i,-0.020211-0.013755i,-0.01346+0.00086573i,-0.0096896+0.0015794i,-0.0014705-0.0018065i,0.0016298+0.0013825i,0.0010306-0.00054731i,0.0015691-0.0015749i,0.00057595-0.0006143i,-0.00060746+0.00037411i,-0.00058422-0.00052252i,0.0045122+0.0012889i,0.001266+0.00058427i,0.00080105-2.6779e-05i,0.0010647+0.00072787i,-0.0004577-0.00010552i,0.00076054+0.00035631i,-0.00062733-0.00051333i,-0.0018028-0.0024522i,-0.0018836+0.00086719i,0.00034354+9.6222e-05i,8.1404e-05-0.001098i,-0.00026416-0.00011508i,-0.00057307-0.00052953i,0.00014418+0.00094009i,-0.0034703+0.0019096i,-0.003286-0.00062573i,-0.00098008-0.00041083i,-0.00024013+0.00012352i,-0.0043065-0.00037822i,-0.0038426-0.0049512i,0.00045238-0.00076629i,0.00017663-0.00022013i,-0.00047148-0.00038252i,-0.0032352+0.0026673i,-2.7333e-05-0.0013181i,-0.00027891-0.0014329i,-0.00010165-0.000304i,0.0024843-0.0045427i,-0.021996-0.012803i,0.0043277-0.015507i,0.012664-0.021999i,-0.0066495-0.013273i,-0.0067277-0.0084946i,-0.0084401-0.021056i,0.015099-0.017536i,0.0022409-0.01139i,0.0071395-0.011352i,1.6786e-05-0.020037i,-0.0088646+0.0047634i,0.0042853+0.0049336i,-0.0021755+0.018009i,-0.0041338+0.0021743i,0.0034682+0.0011977i,0.010258-0.001987i,0.00028873+0.00087536i,0.0019849+0.0047028i,0.0021425-0.0015117i,0.00057853-0.0038975i,-0.0016388-0.0031223i,0.0054026+0.00066934i,-0.0071135+0.0030695i,0.0046842+0.0017993i,-0.0067802-0.0006784i,0.0025575-0.0025866i,0.00069249+0.0043929i,-0.0019081+0.00044522i,-0.0014369-0.0060194i,-0.0016526+0.00051665i,0.0010935+0.00022211i,-0.0033376+0.003191i,-0.0024659-6.1877e-05i,-0.00075587+0.0019235i,-0.00039935-0.00032251i,-0.012582-0.0057009i,-0.00028154-0.0032855i,-0.0022102+0.0017782i,0.0001933+0.0027381i,0.0035222-0.00080002i,0.00032531-0.0012039i,0.0011763-0.00090403i,-0.0022509-0.0051158i,0.0040161+0.0067374i,0.0035414+0.0022015i,-0.0030991-0.015591i,-0.018244+0.024702i,0.008445+0.025916i,-0.0071365+0.0027989i,0.0032103-0.0027196i,0.0034856-0.0017122i,-0.0095775+0.0043078i
-0.014712-0.026254i,-0.015976-0.011863i,-0.017169-0.010191i,-0.0091342-0.0064285i,-0.020784-0.00018655i,-0.0086673+0.0015602i,-0.021994-0.010572i,-0.012957+0.0024551i,-0.0099787+0.0022805i,-0.0011791-0.0016655i,0.0021329+0.00056779i,0.00113-0.00082036i,0.0014133-0.0017059i,0.00076562-0.00091828i,-0.00050324+0.00044662i,-0.00037548-0.00067814i,0.0046889-0.00038753i,0.0011727+8.7718e-05i,0.00067876-0.00045621i,0.0015823+0.00044816i,-0.00041719+0.00020765i,0.00076398+5.4472e-06i,-0.00067851-0.00033686i,-0.0020137-0.0024034i,-0.0015275+0.0012742i,0.00038031-7.1608e-06i,-0.00022713-0.00095898i,-0.00023968+5.7045e-05i,-0.00064335-0.0002249i,0.00065844+0.00084769i,-0.0025394+0.0031154i,-0.0031575+0.000545i,-0.00083281-0.00015713i,-0.00013419+0.00017198i,-0.0039484+0.0010254i,-0.0044504-0.0036816i,0.00026371-0.0007467i,0.00027237-0.00014251i,-0.00047174-0.00049379i,-0.0019393+0.0035436i,-0.00021137-0.0011075i,-0.00065467-0.0013244i,5.5968e-05-0.00045215i,0.0018809-0.0049535i,-0.023464-0.0092574i,0.00271-0.015187i,0.0093594-0.023513i,-0.0098284-0.010744i,-0.0076583-0.0081296i,-0.013271-0.016408i,0.011504-0.021458i,0.00046858-0.013739i,0.0066953-0.013569i,-0.0046567-0.020103i,-0.00758+0.0083119i,0.0050666+0.0029635i,0.0035871+0.017147i,-0.0036485+0.0037242i,0.0041929+0.00084964i,0.0088634-0.0045459i,7.0389e-06+0.0006079i,0.0041772+0.0048525i,0.0013846-0.0016126i,-0.00011053-0.0036154i,-0.0026027-0.0022355i,0.0051897-0.0012962i,-0.0052055+0.0044444i,0.0048641-0.00083914i,-0.0062472+0.0018812i,0.0018677-0.0024815i,0.0022158+0.0033625i,-0.0015888+0.0008652i,-0.0043678-0.0051555i,-0.0019459+0.00083791i,3.8789e-05+0.00056983i,-0.0018031+0.0038662i,-0.0023622+0.00094462i,-0.00053299+0.0027295i,-0.00038258-0.00016684i,-0.013448-0.0014532i,-0.0020579-0.0027222i,-0.0021673+0.0024087i,0.00062366+0.0025498i,0.0031359-0.0027896i,0.00014365-0.0017799i,0.0013799-0.0015701i,-0.0040517-0.0043656i,0.0058584+0.0055806i,0.0040591+0.00196i,-0.0046138-0.014507i,-0.011618+0.028461i,0.011235+0.022954i,-0.0088435+0.0042654i,0.0021512-0.00095887i,0.0027976-0.001888i,-0.010603+0.005312i
