-0.024692-0.0041921i,-0.022725+0.0021853i,-0.017342-0.0076503i,-0.029945-0.012379i,-0.028936+0.0041688i,-0.038436-0.0037263i,-0.061259-0.027578i,-0.032687-0.014108i,-0.030703-0.0025968i,0.0062215+0.0034221i,-0.0029313+0.0067396i,-0.005404+0.014125i,0.0059354+0.0086561i,-0.0013893+0.003967i,0.0048066+0.0043405i,0.0044766+0.025231i,0.022889+0.021752i,0.00080882-0.0010246i,0.00083451-0.0064405i,0.0063625-0.00060414i,0.0054772-0.0010539i,0.0032895+0.0021675i,0.00091857-0.00033124i,-0.025159-0.0013712i,-0.0056734-0.0045357i,-0.0015995+0.0033004i,0.00088537-0.0017976i,-0.00088853+0.00074832i,-0.0010904+0.00083696i,-0.0023208-0.0034079i,-0.0041657-0.0016856i,-0.006187-0.0063612i,-0.0022179+0.0006909i,-0.00059557-0.00018261i,0.0012685-0.0031868i,0.00062303+0.018711i,0.0013712-0.0025562i,0.00045919-0.0026749i,0.0038385-0.0024498i,-0.0017944-0.0035369i,0.00084158+0.00028582i,0.0071629+0.00050856i,0.0050122-0.0044793i,-0.0011249+0.0020931i,-0.013327+0.016736i,-0.029544+0.05726i,-0.0041266-0.037144i,-0.014601-0.017697i,-0.037119-0.016142i,-0.027383-0.011644i,0.032743-0.0098062i,0.0072652-0.031178i,0.01289-0.040784i,-0.012336-0.029532i,0.025087-0.023352i,0.013373+0.0069897i,0.030622-0.035686i,-0.0017013-0.0038042i,0.0060603-0.0078926i,0.00039608-0.0048969i,0.0016742-0.035969i,-0.012307+0.029739i,0.0081405-0.011471i,-0.0097792-0.0043959i,-0.00236-0.0022392i,0.00052964-0.014667i,-0.0078062+0.0056949i,0.0033936+0.0051147i,-0.0014985+0.027499i,0.0025619-0.00044987i,-0.0071993-0.0043854i,-0.0029269-0.0061754i,-0.013478-0.0096205i,-0.0027862-0.0060728i,-0.036864+0.0066903i,-0.0052751-0.0078766i,-0.013158-0.0017191i,-0.011445-0.008255i,0.0012079-0.0015128i,-0.014272+0.0025092i,-0.0016351-0.00020853i,0.0073727+0.0071946i,0.0032054-0.0049277i,-0.0087161-0.011015i,0.008281+0.0082144i,-0.017316+0.0041958i,0.0055652-0.00091342i,-0.019135-0.0018705i,-0.018407-0.0030955i,-0.01828-0.032383i,0.020676-0.009124i,-0.039228-0.022484i,-0.0084719+0.003717i,0.018295+0.015286i,-0.021519+0.017732i,-0.0042127-0.0038057i
-0.0081808-0.0078471i,-0.006769-0.0051981i,-0.0035579-0.0089984i,-0.0043685-0.012017i,-0.013067-0.021697i,-0.01764-0.0061956i,-0.0034343-0.015481i,0.0016555-0.013976i,-0.0089135-0.0079293i,0.0033758+0.00095701i,0.0022621+0.0014468i,0.0028279-0.00094845i,0.0038539-0.0024547i,0.0047634-0.0014489i,0.0017791-0.002301i,0.0052779-0.0001867i,0.00024922+0.00098509i,-0.0028511+0.0027659i,-0.0015908+0.001835i,0.00052067+0.0029807i,-0.001035+0.003368i,-0.00086126+0.0026745i,0.0012593+0.0026243i,-0.0041527+0.0023974i,0.001925-0.0021854i,0.00026638-0.0026721i,0.0016598-0.0038255i,0.0025017-0.0020685i,0.0028713-0.001533i,0.0010913-0.003713i,0.00028259-0.00064904i,0.0014519-0.0004106i,0.00072853-0.00021333i,0.00055963-0.0005153i,0.00071337-0.0003411i,0.0063721-0.0036833i,0.001951-0.0019307i,0.0017747-0.0015439i,0.0020514-0.0024786i,4.1016e-05+0.00098593i,-0.0018685+0.0013037i,-0.0012368+0.0013134i,0.0030108-0.00022229i,0.00081872-0.0015902i,-0.017276-0.0085613i,-0.013728-0.0032285i,0.0014713-0.014627i,-0.0024268-0.0051482i,-0.02052-0.034433i,-0.00097807-0.01129i,-0.0018781-0.0022031i,-0.01043+0.0097755i,0.01261-0.012346i,-0.014375-0.012286i,0.00095666-0.0077871i,-0.0016557-0.0028506i,0.0025046-0.0029054i,0.0040697+0.0018233i,0.0010056+0.0065652i,-0.0097303+0.0082475i,-0.0051226-0.0027644i,0.0032333+0.0083731i,-0.0048307+0.0002374i,-0.00042082+0.0044095i,-0.0023605+0.0046713i,-0.00050119+0.00054356i,0.0050635+9.1709e-05i,-0.0073084+0.0015234i,0.00038858-0.00045026i,-0.0025057-0.00043359i,0.0024007+0.00040536i,0.0042194-0.00062302i,-0.00085962-0.0015104i,0.0011923-0.00031449i,-0.0049747-0.0069558i,0.0052601-0.0087721i,4.5127e-05-0.0016759i,0.0017368-0.0010738i,0.00046929-0.0022061i,0.0062803-0.0044889i,-0.003999-0.0032212i,0.0023626-0.0075555i,0.0015957-0.0024769i,-0.0013634-0.0038166i,0.0032677-0.003414i,0.0046379+0.0013275i,0.0018895-0.0026618i,-0.0005966+0.0080915i,0.00080737+0.0012084i,-0.0086846-0.018057i,-0.026597+0.00122i,-0.026505+0.018767i,-0.00655+0.013105i,-0.00021094+0.0027869i,0.0084268-0.008426i,-0.015664+0.0057214i
-0.0095752-0.006813i,-0.00681-0.0045059i,-0.00484-0.0083722i,-0.006289-0.01056i,-0.017312-0.01908i,-0.017636-0.0032589i,-0.0063485-0.015469i,-0.0010947-0.01386i,-0.010217-0.0063149i,0.003604+4.8799e-05i,0.0027065+0.00060851i,0.0023913-0.0014685i,0.0026881-0.0031916i,0.0040603-0.0025253i,0.0013405-0.0027556i,0.0043484-0.0014166i,0.0010365+0.0010636i,-0.0017189+0.0033856i,-0.00093541+0.0021134i,0.0013458+0.0025988i,0.00014018+0.0036246i,0.00033261+0.0028016i,0.002006+0.0021812i,-0.0015332+0.0025055i,0.0011164-0.0024777i,-0.00052483-0.002553i,4.09e-05-0.003946i,0.0015888-0.0027372i,0.0020735-0.0022358i,-0.00023837-0.0036063i,-3.2191e-05-0.00092076i,0.0015287-0.00087939i,0.00067344-0.00052335i,0.0004148-0.00073967i,0.00078266-0.00080322i,0.0044194-0.0051512i,0.00099967-0.002413i,0.0011874-0.0021917i,0.0011162-0.0028356i,0.00075294+0.00062943i,-0.0013425+0.0017216i,-0.0008145+0.0016334i,0.002268-0.0005731i,0.0009566-0.0016832i,-0.018198-0.0060004i,-0.013205-0.00011849i,0.00022716-0.014372i,-0.001635-0.006936i,-0.025992-0.027346i,-0.00058282-0.010925i,-0.00080894-0.0027792i,-0.0078221+0.0083342i,0.0087213-0.017896i,-0.013912-0.012531i,-0.0021361-0.0071602i,-0.0043796-0.0013277i,0.0011215-0.0045115i,0.0037562+0.00040619i,0.0024225+0.0057111i,-0.0056819+0.010905i,-0.0049148-6.2643e-05i,0.0042731+0.0066728i,-0.0043507+0.002201i,0.0015931+0.0050386i,0.00018212+0.004564i,-0.0011113+0.00057602i,0.0058847-0.0032768i,-0.005447+0.0028535i,0.00063102-0.00085308i,-0.002277+0.0014298i,0.0023426-0.00069277i,0.0029505-0.0026018i,-0.00063585-0.00035527i,0.0011669-0.00088325i,-0.0059728-0.0039256i,0.0014927-0.0090046i,-0.00011637-0.0019041i,0.00058415-0.0026452i,-0.0004261-0.0020414i,0.005099-0.0064431i,-0.0047603-0.0010196i,-0.00059453-0.0072923i,0.0011916-0.0030725i,-0.0020604-0.0027896i,0.0012911-0.0033007i,0.0046186-0.00026165i,0.0012674-0.0025634i,0.0033792+0.0063165i,-0.00013958+0.0016778i,-0.011995-0.017873i,-0.025061+0.0064485i,-0.022158+0.024408i,-0.0052588+0.011344i,0.00094749+0.0053932i,0.0038549-0.0066061i,-0.01545+0.0087494i
-0.010368-0.0052669i,-0.0069011-0.0040976i,-0.0057466-0.007569i,-0.0074746-0.0088012i,-0.021024-0.015716i,-0.017246-0.00062792i,-0.0093376-0.014942i,-0.003427-0.013165i,-0.01108-0.004403i,0.003253-0.00091225i,0.0027008-0.00040903i,0.0018679-0.0017807i,0.0014594-0.0033185i,0.0032905-0.0032284i,0.00056818-0.003114i,0.0038471-0.0019985i,0.0015343+0.00040954i,-0.00057274+0.0034182i,-0.00035438+0.0023757i,0.0020142+0.0018828i,0.00131+0.0032728i,0.001279+0.0024037i,0.0025518+0.0014675i,0.0006071+0.0021702i,0.00047143-0.0025545i,-0.001194-0.0022842i,-0.0013745-0.0034871i,0.00054315-0.0031226i,0.001126-0.0025664i,-0.0014249-0.0032506i,-0.00043133-0.0009362i,0.0010804-0.0016027i,0.00046233-0.0009387i,0.00013404-0.0009025i,0.00072748-0.0014337i,0.0024528-0.0056739i,0.00011439-0.0024603i,0.00032171-0.0025762i,0.00014376-0.0029759i,0.0011166-5.062e-05i,-0.00064701+0.0020584i,-0.00033842+0.0017962i,0.0019796-0.0005841i,0.00069123-0.0020516i,-0.01867-0.0034368i,-0.010836+0.001973i,-0.00022869-0.014358i,-0.0020759-0.0084476i,-0.028189-0.019883i,0.00047502-0.011549i,-7.9036e-05-0.0038784i,-0.0054415+0.0071309i,0.003721-0.020367i,-0.013697-0.011399i,-0.0046377-0.0050398i,-0.0059777+0.0013794i,-0.0019126-0.0053892i,0.0026204-0.00067763i,0.0028353+0.0049062i,-0.0022214+0.011537i,-0.0036191+0.0015934i,0.0047018+0.0050085i,-0.0032875+0.0043661i,0.0036309+0.0045583i,0.0017308+0.0041111i,-0.0013792+0.0012965i,0.0049259-0.005517i,-0.0035294+0.0040473i,0.00068023-0.001173i,-0.00045448+0.0022312i,0.0017342-0.0016945i,0.00048602-0.0019758i,-0.00019816-0.00018642i,0.0012983-0.0015788i,-0.0059272-0.0014676i,-0.0013807-0.0086023i,-0.00051084-0.0022111i,-0.0010256-0.0029349i,-0.00084401-0.001743i,0.0030253-0.0080359i,-0.0042931+0.0012774i,-0.0027864-0.0062195i,0.00012927-0.0036705i,-0.002318-0.0021089i,0.00082485-0.0027506i,0.0035672-0.0017192i,0.0013527-0.0026125i,0.0025214+0.0028467i,-0.00032142+0.0026835i,-0.013761-0.016409i,-0.0223+0.010424i,-0.016031+0.028271i,-0.0050995+0.010067i,0.0027194+0.006265i,0.0010794-0.0046608i,-0.013644+0.0115i
-0.010757-0.003686i,-0.0073302-0.0036673i,-0.0065857-0.0070074i,-0.00808-0.007383i,-0.023956-0.011111i,-0.016524+0.0017165i,-0.012464-0.013566i,-0.0052936-0.011955i,-0.011332-0.0022033i,0.0025081-0.0014924i,0.0019818-0.0011296i,0.001382-0.0021174i,0.000639-0.0030773i,0.0023524-0.0039973i,-0.00031639-0.0030236i,0.0035718-0.0025351i,0.0013438-0.00035171i,0.00015132+0.0032777i,0.00054651+0.002559i,0.0023105+0.00099162i,0.0022071+0.0024375i,0.0018895+0.0016954i,0.0027143+0.00063392i,0.002058+0.0009485i,-0.00019715-0.002682i,-0.0019523-0.0018634i,-0.0024758-0.0026338i,-0.0007015-0.0031079i,0.00021723-0.0026995i,-0.0025185-0.0024737i,-0.00084674-0.00087374i,0.00025653-0.0019001i,-2.2567e-05-0.0011488i,-0.00016235-0.0010049i,6.5358e-05-0.0022293i,0.00084338-0.005725i,-0.00064186-0.0022467i,-0.00063786-0.0025234i,-0.00077483-0.0027548i,0.0011115-0.00092487i,0.00011445+0.0020351i,0.00015804+0.0018884i,0.0017598-0.00051639i,0.00010939-0.0019671i,-0.018306-0.00092728i,-0.0079616+0.0016883i,-0.00024523-0.014634i,-0.0028086-0.0092322i,-0.027194-0.012952i,0.0007584-0.013645i,6.2242e-05-0.0053494i,-0.0032731+0.004821i,-0.00061794-0.021575i,-0.012457-0.011211i,-0.0052159-0.0022287i,-0.0060814+0.0045956i,-0.0055663-0.0047683i,0.0015973-0.0010169i,0.0033156+0.0046726i,0.00085052+0.011704i,-0.0023347+0.0026824i,0.0044774+0.002628i,-0.0002783+0.0057151i,0.0055088+0.0030965i,0.0032399+0.0031524i,-0.00094479+0.0021705i,0.0034824-0.0074064i,-0.002071+0.0040655i,0.00044602-0.0017819i,0.00072214+0.0013079i,0.00078186-0.0023268i,-0.00050909-0.0052784i,8.9195e-06+0.00031779i,0.00099701-0.0024646i,-0.0047975+0.00095664i,-0.00392-0.0075054i,-0.0010209-0.0025148i,-0.0023224-0.0026676i,-0.0014663-0.0020111i,0.00021972-0.0090241i,-0.0025746+0.002847i,-0.0036738-0.0045585i,-0.0013195-0.0038282i,-0.0024296-0.0010132i,0.00017324-0.0027625i,0.0024564-0.0019122i,0.0012954-0.0031815i,0.00077091+0.0026145i,0.0002932+0.0039074i,-0.014785-0.01602i,-0.019117+0.012005i,-0.0090515+0.028606i,-0.0046764+0.010311i,0.0028392+0.0090771i,0.00020775-0.0019915i,-0.01095+0.013123i
-0.010682-0.0019994i,-0.0078094-0.0027755i,-0.0075602-0.0062672i,-0.0087014-0.0063217i,-0.025044-0.0061111i,-0.015563+0.0037435i,-0.015032-0.011021i,-0.0065646-0.010755i,-0.010754-0.00017221i,0.0017241-0.001441i,0.0013348-0.0010697i,0.00078475-0.0022739i,-6.1392e-05-0.0028241i,0.00076777-0.0041468i,-0.0009195-0.0025335i,0.0031689-0.0033183i,0.00096195-0.00051261i,0.001089+0.0031697i,0.0014141+0.0021688i,0.0021351+0.00015753i,0.002596+0.0014552i,0.0022359+0.00084657i,0.0028314-3.5589e-05i,0.0021404-0.00034932i,-0.0010488-0.0027699i,-0.0025642-0.0010768i,-0.0031537-0.0013529i,-0.0017292-0.0025464i,-0.00063051-0.002554i,-0.0031995-0.0013264i,-0.0013092-0.00049171i,-0.00065711-0.0018501i,-0.00054885-0.0012223i,-0.00053484-0.00095057i,-0.0012792-0.0022876i,-0.00053741-0.0054236i,-0.0014261-0.0019331i,-0.0014942-0.0021806i,-0.0015829-0.0023884i,0.00050649-0.0017439i,0.00065927+0.0017055i,0.00077814+0.0018622i,0.0015846-0.00060039i,-0.00017142-0.0017754i,-0.017195+0.0010704i,-0.0064943-1.798e-05i,-0.00040406-0.015973i,-0.0028471-0.010605i,-0.023839-0.0075334i,-0.00021085-0.01602i,-0.00035534-0.0065127i,-0.0026658+0.0024211i,-0.0054399-0.020653i,-0.011641-0.011778i,-0.0044191-0.00068789i,-0.0043932+0.0081851i,-0.0089791-0.002131i,0.00097711-0.0011523i,0.0040706+0.0042103i,0.0041869+0.011353i,-0.00061959+0.0029408i,0.0025099+0.0017565i,0.0027065+0.0040677i,0.0067605+0.00069946i,0.0042245+0.0015557i,0.00010955+0.003013i,0.00066669-0.009618i,-0.0012798+0.0045168i,-7.6398e-05-0.0021367i,0.00051499+0.00078639i,-0.00028667-0.002338i,-7.0979e-05-0.0035997i,0.0014954+0.00065853i,1.618e-05-0.0033946i,-0.002597+0.0020503i,-0.0062663-0.0056831i,-0.001823-0.0026521i,-0.0035027-0.0018875i,-0.0021988-0.0016326i,-0.0026602-0.0091506i,-0.0004153+0.002966i,-0.0040041-0.0033877i,-0.0021853-0.0034122i,-0.0025697-9.844e-05i,-0.0010454-0.002302i,0.0017636-0.0018896i,0.00045936-0.003952i,-0.00013228+0.0035595i,0.0013694+0.0040811i,-0.018314-0.016065i,-0.018886+0.012383i,-0.0044408+0.025803i,-0.0032467+0.010162i,0.015818+0.00455i,0.001087+0.0001502i,-0.0076437+0.013364i
-0.010041-0.00054757i,-0.0079225-0.0016674i,-0.0083562-0.0052607i,-0.0093523-0.0049813i,-0.025181-0.0016446i,-0.014428+0.005448i,-0.016546-0.0083224i,-0.0075847-0.0097606i,-0.0094866+0.0013531i,0.0017423-0.0010254i,0.0011944-0.00076687i,0.00028847-0.0021689i,-0.0006433-0.0023469i,-0.00023103-0.0035314i,-0.0012051-0.0022733i,0.0020257-0.0038314i,0.00079897-0.00059618i,0.001992+0.0026937i,0.0019748+0.0014548i,0.0018387-0.00031894i,0.0025858+0.00045816i,0.0021365-0.00011256i,0.0027475-0.00090731i,0.0017503-0.0012244i,-0.0021848-0.002326i,-0.0029624-5.1028e-05i,-0.0031725+6.239e-06i,-0.0024529-0.0017405i,-0.0013915-0.0021209i,-0.0034218-0.00011436i,-0.0014985+0.00016689i,-0.001513-0.0012962i,-0.0013406-0.00097743i,-0.00081317-0.00080221i,-0.0022057-0.0014743i,-0.0018795-0.0048668i,-0.0020582-0.001142i,-0.0022591-0.0015145i,-0.0023573-0.0016953i,-0.00074817-0.0020946i,0.001023+0.0014146i,0.0014858+0.0015746i,0.0014127-0.00074494i,-0.00035991-0.0017428i,-0.01593+0.0022593i,-0.0067407-0.0016322i,-0.0015808-0.017732i,-0.0046618-0.012578i,-0.019185-0.0060531i,-0.0025678-0.017744i,-0.0010641-0.0070803i,-0.0023394+0.00099609i,-0.0080152-0.017385i,-0.011834-0.013066i,-0.0036931+0.00038955i,-0.00041779+0.010448i,-0.010827+0.0021924i,0.00016924-0.0011863i,0.0046904+0.0037178i,0.0066838+0.0096943i,0.00053645+0.0023488i,0.001549+0.0020651i,0.0030538+0.0019678i,0.0062723-0.0024245i,0.0045578-0.00046637i,0.0020167+0.0031407i,-0.0044437-0.0087721i,-0.00015111+0.0054005i,-0.0012463-0.0026209i,0.0011384+0.00086871i,-0.0011011-0.0018604i,-0.00071997-0.0030086i,0.0032729-0.0017939i,-0.00066261-0.0036884i,-9.4341e-05+0.0013513i,-0.0075897-0.0030459i,-0.0028843-0.0023964i,-0.0048022-0.00073589i,-0.0026499-0.00088223i,-0.0056712-0.0083592i,0.001327+0.0018869i,-0.0045512-0.0026813i,-0.0030911-0.0027222i,-0.0019741+0.0013174i,-0.0011649-0.00080625i,0.0013456-0.0016561i,-0.00070558-0.0042144i,-0.00032966+0.0047931i,0.0024223+0.0038544i,-0.021955-0.012308i,-0.018624+0.014633i,-0.002541+0.023149i,-0.0020708+0.0090908i,0.011203+0.00071497i,0.0025742+0.00080055i,-0.0047554+0.012262i
-0.0089494+0.00024242i,-0.0075667-0.00054355i,-0.0088573-0.0042091i,-0.0096711-0.0036179i,-0.024474+0.0028025i,-0.013287+0.0069481i,-0.017582-0.0057557i,-0.0086725-0.0088027i,-0.0079257+0.0019729i,0.0022423-0.0011709i,0.0013685-0.00059278i,-0.00015615-0.0019346i,-0.00083866-0.001802i,-0.00066688-0.0029416i,-0.0015627-0.002034i,0.0012732-0.0037649i,0.00038336-0.0004881i,0.0027021+0.0019448i,0.0020909+0.00072465i,0.0016249-0.00060632i,0.0022172-0.00025626i,0.0015183-0.0006792i,0.0022057-0.0014815i,0.0011371-0.0017031i,-0.0028401-0.0014191i,-0.0029+0.0010691i,-0.0027258+0.0011059i,-0.0029089-0.00074926i,-0.0019111-0.001482i,-0.0032302+0.0010995i,-0.0013107+0.00075908i,-0.0019529-0.00029855i,-0.001811-0.00021885i,-0.0010715-0.00057155i,-0.0024936-0.00056586i,-0.0027018-0.0037682i,-0.002056-0.00027151i,-0.0027136-0.00055465i,-0.0027307-0.00071356i,-0.0020457-0.001631i,0.0014577+0.0010835i,0.0019723+0.00096331i,0.0015173-0.00064152i,-0.00071559-0.00138i,-0.015365+0.0028279i,-0.0073625-0.0020831i,-0.0035128-0.018767i,-0.0074268-0.013332i,-0.016678-0.007495i,-0.0053587-0.018621i,-0.0012109-0.0072216i,-0.0016345-0.00082071i,-0.0078662-0.014994i,-0.012304-0.014001i,-0.0033463+0.00049639i,0.0039382+0.010033i,-0.0097532+0.0074454i,-0.00047233-0.00098376i,0.0055268+0.0030975i,0.0082946+0.007793i,0.0011124+0.001768i,0.0010288+0.0027623i,0.002771+0.0010484i,0.0039488-0.0044256i,0.0035388-0.0022367i,0.0035937+0.0018318i,-0.0065645-0.0050713i,0.002115+0.0055111i,-0.0026071-0.0019077i,0.0016661-9.3958e-05i,-0.001628-0.001253i,-0.0012757-0.0026782i,0.0019985-0.0047661i,-0.00058785-0.0019491i,0.00057925-0.00018837i,-0.0078713-0.00051774i,-0.003964-0.0015525i,-0.0051015+0.0013528i,-0.0030376-0.00020954i,-0.0086006-0.0059731i,0.0015719+7.1021e-05i,-0.0052879-0.0019578i,-0.003734-0.0014329i,-0.00079633+0.0017033i,-0.00093904-0.00080196i,0.0013405-0.0012516i,-0.0020175-0.0040056i,0.00011134+0.0062581i,0.0030159+0.0032826i,-0.0226-0.00831i,-0.017661+0.017274i,-0.0016297+0.021629i,-0.0018287+0.0072772i,0.0096873-0.0017042i,0.0038021+0.00091058i,-0.0035289+0.010335i
-0.0083362+0.00054585i,-0.0068842+0.00020026i,-0.0093229-0.0030384i,-0.0097069-0.0023161i,-0.02295+0.0067263i,-0.012105+0.0082982i,-0.018287-0.0031393i,-0.0097034-0.0076344i,-0.0066804+0.0019292i,0.0025118-0.0021682i,0.001769-0.00072818i,-0.00037324-0.0016856i,-0.00082331-0.0014454i,-0.0010156-0.0025803i,-0.0020289-0.0015967i,0.00084576-0.003725i,0.00048169-0.00019787i,0.0031476+0.0011044i,0.0020766+0.00015438i,0.0014804-0.00090823i,0.0017819-0.00054271i,0.0010987-0.00081589i,0.001669-0.0018679i,0.0006174-0.0018612i,-0.0031508-0.00034645i,-0.0023825+0.0020661i,-0.0021329+0.0018186i,-0.0029116+0.00036127i,-0.0022077-0.00070005i,-0.002686+0.00217i,-0.00098546+0.0011778i,-0.001642+0.00070393i,-0.0016721+0.00079379i,-0.0013389-0.00019848i,-0.0027258+0.00030802i,-0.0031064-0.0026972i,-0.0018957+0.00031102i,-0.0027434+0.0004676i,-0.0026848+0.00028743i,-0.0028184-0.00062701i,0.0015924+0.00053398i,0.0021056+0.00018605i,0.0017059-0.0010096i,-0.00070672-0.00087679i,-0.015098+0.003625i,-0.0081638-0.0020993i,-0.0058505-0.01919i,-0.010492-0.012981i,-0.016722-0.0084387i,-0.0083771-0.019007i,-0.00071332-0.0086345i,-0.0016902-0.0031817i,-0.0074892-0.014512i,-0.013888-0.015433i,-0.0038077+0.00059005i,0.0072712+0.0080886i,-0.005169+0.011374i,-0.00074384-0.00071031i,0.0063812+0.0021188i,0.010149+0.0059209i,0.0014501+0.0011941i,0.0012376+0.0037881i,0.0028757+0.00026346i,0.0017132-0.00445i,0.0021877-0.0030996i,0.0040151+5.2678e-05i,-0.0068297-0.0017629i,0.0042192+0.0042957i,-0.0028044-0.00088251i,0.00088521-0.001078i,-0.0016921-0.00049612i,-0.0020487-0.0023353i,-0.00052607-0.0059012i,-0.0022674-0.0010847i,-0.00039953-0.0013404i,-0.007438+0.002035i,-0.0045845-0.00010328i,-0.0042476+0.0029522i,-0.0033968+0.00068981i,-0.0098932-0.0024364i,0.00076853-0.0011407i,-0.0060208-0.00083545i,-0.0035693-1.5612e-05i,0.00013207+0.001501i,-0.0013877-9.9171e-05i,0.0019205-0.0012555i,-0.0034224-0.0029994i,0.0024621+0.0078987i,0.0031343+0.0033738i,-0.022577-0.0048902i,-0.016353+0.02049i,-0.00063925+0.020445i,-0.0027591+0.0061174i,0.0071331-0.0030176i,0.0053532-7.8896e-06i,-0.003843+0.0087246i
-0.0079759+0.00080658i,-0.0060291+0.00045539i,-0.0095395-0.0017611i,-0.0095037-0.001238i,-0.021063+0.0097826i,-0.010764+0.0097481i,-0.018582-0.00037691i,-0.010496-0.0062667i,-0.0058538+0.0012444i,0.0019277-0.0030372i,0.002129-0.0014362i,-0.00049654-0.0014014i,-0.00080925-0.0011273i,-0.0012967-0.0022307i,-0.0022905-0.00097187i,0.00024523-0.0039463i,0.00091929-0.00012612i,0.0034482+0.00011559i,0.0019449-0.00037652i,0.0013217-0.0011381i,0.0016648-0.00065815i,0.00090673-0.00083646i,0.0012429-0.0021615i,0.00035426-0.0018839i,-0.0030132+0.00074421i,-0.0014754+0.002779i,-0.0014341+0.0024091i,-0.0023848+0.0014064i,-0.0021956+0.00013077i,-0.0018139+0.0030377i,-0.00046018+0.0015243i,-0.0010112+0.0011998i,-0.001152+0.0014062i,-0.0014718+0.00035683i,-0.0025376+0.0014351i,-0.00321-0.0015879i,-0.0017216+0.00084434i,-0.002423+0.0013923i,-0.0022347+0.0010472i,-0.003168+0.00089127i,0.0017313+0.00014995i,0.0020398-0.00034203i,0.0015524-0.0018104i,-0.00057518-0.00062907i,-0.014984+0.0048334i,-0.0086691-0.0013051i,-0.0081207-0.019105i,-0.013284-0.011447i,-0.017922-0.0083542i,-0.012064-0.018114i,-0.0011019-0.010408i,-0.0021024-0.0050525i,-0.0074113-0.014207i,-0.016887-0.015815i,-0.0047407+0.0016629i,0.0094542+0.0049422i,-0.0007371+0.012593i,-0.00098694-0.00053421i,0.0069495+0.0009942i,0.011142+0.0032388i,0.0015573+0.00038538i,0.002607+0.0044047i,0.0024749-0.00047852i,0.00064325-0.0038477i,0.00061247-0.0032618i,0.0034727-0.0013596i,-0.0056569+0.00033805i,0.0056009+0.0023115i,-0.0025902-0.00045513i,-0.00032371-0.00068642i,-0.0014257-2.3691e-05i,-0.0025619-0.0015008i,-0.0029695-0.0060898i,-0.0028959-0.0004374i,-0.0020548-0.0017076i,-0.0063082+0.0042357i,-0.0045442+0.001761i,-0.0036235+0.004039i,-0.0027375+0.0018352i,-0.009615+0.00095268i,-0.00027555-0.0016178i,-0.0066892+0.00079596i,-0.0029464+0.0014386i,6.349e-05+0.00056359i,-0.00067473+0.00058801i,0.0023057-0.0019938i,-0.0043127-0.0017189i,0.0054376+0.0074933i,0.0043084+0.0030707i,-0.021029-0.0013117i,-0.014151+0.024948i,0.00074166+0.020317i,-0.0041277+0.0059115i,0.0052699-0.0023341i,0.0058614-0.002529i,-0.0046919+0.0083779i
-0.0076175+0.0010746i,-0.005584-2.8786e-05i,-0.0095222-0.00053996i,-0.0093198-0.00026834i,-0.019054+0.012986i,-0.0089232+0.010864i,-0.018398+0.0024191i,-0.010878-0.0046785i,-0.0059703+0.00044528i,0.0013698-0.0035143i,0.0018005-0.0024424i,-0.0004607-0.0011659i,-0.00064623-0.00090712i,-0.0014339-0.0020481i,-0.0023103-0.00040294i,-0.00047489-0.0041695i,0.0013711-0.00057429i,0.0033102-0.00090426i,0.0017842-0.00086067i,0.0012655-0.0014205i,0.0016319-0.00091743i,0.00072022-0.00092026i,0.00061348-0.0023909i,0.00025285-0.0024506i,-0.0025645+0.0016474i,-0.00038268+0.0030916i,-0.00060579+0.0027059i,-0.0015956+0.0020544i,-0.0019186+0.00082472i,-0.00057193+0.0036665i,0.00022466+0.0016149i,-0.00032239+0.0014588i,-0.00045611+0.0019162i,-0.001332+0.00095323i,-0.0017123+0.0023327i,-0.0028522-0.0006041i,-0.0012603+0.001389i,-0.0017502+0.0022173i,-0.0016799+0.0015146i,-0.0023222+0.0025118i,0.0018391-0.00025852i,0.0019151-0.00093779i,0.00035733-0.0025364i,-0.00044628-0.00053785i,-0.014864+0.006368i,-0.0080929-0.00044189i,-0.010423-0.018644i,-0.015668-0.0085243i,-0.018506-0.0071195i,-0.015408-0.01549i,-0.0023772-0.012222i,-0.0028852-0.0074582i,-0.0074649-0.01476i,-0.020127-0.01423i,-0.0048371+0.0040112i,0.01006+0.0011284i,0.0034443+0.012314i,-0.0013325-0.00037687i,0.0075259-0.00036064i,0.011611-0.00014877i,0.0012405+1.3781e-05i,0.0048203+0.0038687i,0.0019403-0.00040584i,-0.0001139-0.0036215i,-0.00047629-0.0027379i,0.0028148-0.0023742i,-0.0048418+0.0011395i,0.0060004-0.00026035i,0.00037777-0.0035315i,-5.2571e-05+0.00058366i,-0.0012267+0.00026198i,-0.0027413-0.0010362i,-0.0056681-0.0050126i,-0.0030493+0.00031498i,-0.0029729-0.00078052i,-0.0041513+0.0058882i,-0.0034096+0.0033203i,-0.0023665+0.0055228i,-0.001823+0.0021818i,-0.0082897+0.0038133i,-0.001522-0.0014753i,-0.0066485+0.0032277i,-0.0022116+0.0024083i,0.001143-0.0030212i,0.00013518+0.00035905i,0.0019804-0.0028843i,-0.0049533+2.0322e-05i,0.0078257+0.0051462i,0.0055929+0.0018243i,-0.019232+0.0012043i,-0.0088196+0.028312i,0.0033589+0.01878i,-0.0054076+0.0064491i,0.0046879-0.0017544i,0.0042015-0.004724i,-0.0052056+0.0090166i
