-0.0099236-0.038988i,-0.01423-0.042554i,0.0011828-0.045391i,-0.026658-0.027325i,-0.020174+0.014191i,-0.033044-0.030502i,-0.060385-0.059852i,-0.022351-0.071269i,-0.03355-0.051069i,0.001412+0.014946i,-0.0068931+0.010496i,-0.014226+0.013881i,0.0018961+0.016015i,-0.0033469-0.0035353i,0.00057875+0.0062257i,0.00062302+0.037213i,0.019488+0.059832i,0.00083307-0.00083985i,-0.0050686-0.0083182i,0.0084635+0.0043462i,0.0015794+0.0010935i,-0.00094465+0.0035067i,0.00015708-0.0011544i,-0.035538-0.0097928i,-0.0022634-0.0072928i,-5.775e-05+0.0044757i,0.0050866+0.00024828i,-0.00013876+0.00061623i,-0.0001403-0.0011737i,-0.00021522-0.0024637i,-0.001247-0.0055328i,-0.0024276-0.0038112i,-0.00031858-0.007395i,0.0030955-0.001519i,0.0031365-0.0024861i,-0.0011091+0.032551i,0.005871-0.0037049i,0.0034101-0.0021326i,0.0049678+4.6593e-05i,-0.013961-0.0045682i,-0.0003267+0.00024814i,0.0093612-0.00052794i,0.0055154-0.00055543i,-0.0042279+0.0038255i,0.0025301+0.0002624i,-0.003105+0.0071684i,0.012672-0.087688i,-0.0071156-0.049949i,-0.025668-0.040599i,-0.020549-0.041852i,0.061599-0.017791i,0.026149-0.061671i,0.038651-0.046787i,0.028586-0.057708i,0.019022-0.015962i,0.0084337+0.010049i,0.024024-0.031299i,-0.0078498-0.0049724i,0.0030672-0.0030345i,-0.0048968-0.0061085i,0.00088048-0.032196i,-0.023569+0.031108i,0.0081016-0.01103i,-0.011272-0.001366i,-0.0048514-0.0010337i,-0.0012588-0.014211i,-0.010011+0.0040286i,0.0035198+0.0079127i,-0.01101+0.031477i,0.0057144+0.007346i,-0.0052904-0.0013698i,-0.001899-0.0019579i,-0.011356-0.0072633i,0.00030594-0.0034841i,-0.033784+0.0057851i,0.0019334-0.012939i,-0.0087245-0.002219i,-0.0064573-0.0027854i,0.0065097+0.0013574i,-0.0089725+0.0010889i,0.0014702+0.00057823i,0.005811+0.0085727i,0.0045965+0.00054554i,-0.0093096-0.0093975i,0.0027924+0.0091703i,-0.018935+0.0071294i,0.0066164+0.0030846i,-0.029742-0.0076371i,-0.033396+0.0039561i,0.023427-0.077853i,0.012783-0.010964i,-0.043247-0.02671i,-0.022892-0.002619i,0.018074+0.012496i,-0.026226+0.012782i,-0.011787-0.0071091i
0.0072069+0.015375i,0.038939-0.010347i,0.024793-0.032479i,-0.0028325-0.01289i,-0.0086141-0.016141i,-0.0089397-0.022351i,0.01483-0.01634i,0.028021-0.012951i,0.0093603-0.016029i,0.0071714-0.00075372i,0.0020634-0.0033352i,-0.0017668-0.0015127i,0.0016961-0.0026593i,-8.8719e-05-0.0017286i,-0.001784-0.001591i,0.0053066-0.0051988i,-0.0049272+0.00057733i,-0.0019994-3.3899e-06i,0.001085+0.00044508i,0.0013903+0.0012629i,0.00013201+0.0022445i,-0.00054021+0.00074166i,0.0014628+0.0019i,-0.00025068+0.0048664i,-0.00058224+0.00047996i,-0.00067853+0.0014499i,-0.0012803+0.0002282i,0.00045723-0.00034874i,-0.00015208+0.00023934i,-0.00044807-0.00056254i,0.0012251-0.0008241i,0.0020318+4.6268e-06i,0.0014602-3.4063e-05i,0.00017971-0.0007631i,0.00092345+0.00063192i,0.0047855-0.0023268i,-0.0010084+0.0010681i,0.00046208+0.00024955i,-9.0995e-05-0.00040369i,0.00019414-0.0009442i,0.002089+0.00099641i,0.0016924+0.0008977i,0.0026977-0.007601i,0.002792+0.0018969i,0.0077439+0.013538i,0.0157+0.024842i,0.041997+0.016964i,0.026597+0.00247i,0.00073036-0.016906i,0.018834-0.0029639i,0.021901+0.015497i,0.017121+0.018151i,0.018848+0.02515i,-0.0064968+0.032545i,0.00094311-0.0060707i,0.0018971-0.0035743i,0.0048859-0.0059393i,0.0091633-0.0017466i,0.0014579+0.0041921i,-0.010235+0.0081887i,-0.0049827-0.0078828i,0.0032009+0.014932i,-0.0031422-0.001828i,0.00071611+0.0019557i,-0.00092096+0.00097867i,0.0016189-0.0035197i,0.0064271-0.0025892i,-0.0037829-0.00074256i,0.0045806-0.0013307i,-0.0064952+0.00022244i,-0.0020129+0.00087931i,0.00035035-0.00012441i,-0.0058016-0.0019915i,-0.0037149-0.0023536i,-0.013883-0.010608i,0.0032007-0.0027149i,-0.0034094+0.00099888i,-0.0011915+0.0019534i,-0.0048163+0.0032429i,0.005614+0.0019065i,-0.0085655-0.001502i,-0.0011276-0.0051516i,-0.0026587-0.00069353i,-0.005348-0.00056853i,0.0052-0.0046734i,0.0037105+0.0021406i,0.0023224-0.0025726i,0.0031887+0.0093097i,0.0058089+0.0019909i,0.028894+0.021535i,-0.022801-0.0017367i,-0.026193+0.016121i,-0.0053488+0.013792i,0.0010502+0.00031579i,0.0054582-0.0077731i,-0.0090731+0.0031249i
0.0091974+0.014669i,0.036531-0.016594i,0.018242-0.035832i,-0.005447-0.011613i,-0.012548-0.014696i,-0.012342-0.020234i,0.010182-0.019717i,0.025306-0.016905i,0.0057163-0.016218i,0.0066749-0.0027075i,0.00071519-0.0041955i,-0.0018685-0.00066105i,0.0003781-0.0026378i,-0.00023766-0.0015064i,-0.0020366-0.00099012i,0.0041628-0.0063989i,-0.0038361+0.0022014i,-0.0023033+0.0006237i,0.00083787+1.0249e-05i,0.0016931+0.00070498i,0.00092782+0.0023128i,-0.00021002+0.0010977i,0.0021119+0.0013064i,0.0022147+0.0041257i,8.0769e-05+0.00062499i,4.8253e-05+0.0014407i,-0.00096995+0.00098368i,0.00038947-0.00021877i,2.604e-05+0.00051136i,-0.00023802+8.2272e-05i,0.00069188-0.0014701i,0.002036-0.00079398i,0.0015606-0.00054376i,-0.00017661-0.00049463i,0.0015799+0.00029552i,0.0039966-0.0033544i,-0.00039462+0.0015792i,0.00042721-1.9053e-05i,0.00023765+8.2618e-05i,-0.00061727-0.0017712i,0.0020908+0.00026393i,0.0017855+7.4584e-05i,0.00057849-0.007012i,0.0042255+0.00098339i,0.010015+0.012423i,0.019082+0.022561i,0.042899+0.010265i,0.02662-0.0035889i,-0.0034107-0.013439i,0.020876-0.0070402i,0.02587+0.010056i,0.021231+0.01044i,0.020651+0.015071i,0.0012285+0.02948i,-0.00094559-0.0055903i,-0.0010955-0.0035694i,0.0024228-0.007745i,0.0063955-0.0044218i,0.0023031+0.0034076i,-0.0052889+0.011562i,-0.0061077-0.0041163i,0.0058971+0.012725i,-0.0039222-0.00062852i,0.0018581+0.0024794i,0.00014953+0.0012964i,-0.00050197-0.0035477i,0.0060803-0.0062189i,-0.0041995+0.00025059i,0.0045054-0.00344i,-0.0056661+0.0031668i,-0.0016528+0.00034777i,-7.0402e-05-0.00074846i,-0.0051956+0.0014574i,-0.0039578-0.0012839i,-0.015186-0.0041904i,0.0014244-0.003437i,-0.0023883+0.0017568i,-0.0011732+0.0012799i,-0.0028529+0.0045368i,0.0069165-0.00046468i,-0.0080721+0.0019668i,-0.0027164-0.0045984i,-0.0022949-0.00031912i,-0.0047885+0.0014354i,0.0021816-0.0052937i,0.0044946+0.00043351i,0.0017474-0.0027143i,0.0052799+0.0075948i,0.0046401+0.00089218i,0.028982+0.013544i,-0.021974+0.0031812i,-0.024155+0.022675i,-0.0030336+0.011409i,0.0022236+0.0033511i,0.0031734-0.0070554i,-0.010654+0.0048663i
0.011784+0.013235i,0.032655-0.022745i,0.011082-0.037434i,-0.0071834-0.0097677i,-0.016247-0.012298i,-0.0153-0.017687i,0.0051271-0.021783i,0.02248-0.020643i,0.0027173-0.016079i,0.0054069-0.0042966i,-0.0010292-0.004332i,-0.0016778+0.00014139i,-0.00060669-0.0020224i,-0.00032507-0.0013257i,-0.0023441-0.00032274i,0.0026471-0.0072558i,-0.0020863+0.0026771i,-0.0023836+0.0015236i,0.00039623+0.00013082i,0.0016964-8.9616e-05i,0.0018237+0.0017438i,-0.00017247+0.0011022i,0.0023907+0.0004727i,0.0039467+0.0024832i,0.00070415+0.00034155i,0.00065942+0.0011328i,-0.00033658+0.0013664i,0.00036618-0.00017908i,0.00023497+0.00069683i,0.00021954+0.000211i,5.1317e-06-0.0016647i,0.0015867-0.0016577i,0.0011997-0.0011772i,-0.00019797-0.00023904i,0.0019658-0.00088496i,0.0030076-0.0041944i,0.00056084+0.001537i,0.00033976-0.00014688i,0.00060957-0.00011229i,-0.0016109-0.0017269i,0.0019563-0.00052079i,0.0014659-0.00062153i,-0.00099337-0.0060525i,0.0046853-0.00075465i,0.012248+0.010307i,0.023366+0.019417i,0.043359+0.0035549i,0.02496-0.0092342i,-0.0052014-0.0093449i,0.022191-0.012311i,0.027971+0.0037423i,0.023725+0.0033559i,0.018718+0.007264i,0.006619+0.026471i,-0.0029042-0.0043637i,-0.0036282-0.001916i,-0.0014172-0.0085886i,0.0030276-0.0051538i,0.0023793+0.0025131i,-0.00066154+0.01208i,-0.0054436-0.0010704i,0.0074172+0.0097282i,-0.0042419+0.001946i,0.003124+0.0022568i,0.000766+0.00089236i,-0.0018873-0.0024159i,0.0042372-0.0080837i,-0.0035844+0.001395i,0.0035807-0.0049863i,-0.0027237+0.0046957i,-0.0019696+7.5146e-05i,-0.00072621-0.0006717i,-0.0035521+0.0032324i,-0.0036092-2.1797e-05i,-0.014207+0.0013846i,6.078e-05-0.003867i,-0.0013652+0.0020053i,-0.0011968+0.0014179i,-0.0006383+0.0043786i,0.0068112-0.0034532i,-0.0061538+0.0046174i,-0.0040957-0.0033997i,-0.0023322-0.00015041i,-0.0036849+0.0025846i,0.00056449-0.0046196i,0.0039952-0.0011456i,0.0015726-0.0029714i,0.0055222+0.0045202i,0.0037295+0.00037636i,0.028483+0.0077387i,-0.019352+0.0068762i,-0.018846+0.028457i,-0.0022797+0.009431i,0.0051577+0.0041673i,0.00094357-0.0053125i,-0.010466+0.0075769i
0.013868+0.010752i,0.027623-0.027535i,0.0045946-0.037915i,-0.0079873-0.0083648i,-0.019091-0.0084736i,-0.01765-0.01481i,-0.00031511-0.022327i,0.018988-0.024347i,0.00047473-0.015402i,0.0038123-0.0052744i,-0.0027602-0.0031731i,-0.0011317+0.00043963i,-0.00095896-0.0011909i,-0.00044614-0.001407i,-0.0022287+0.0007007i,0.0007165-0.007608i,-0.0012061+0.0024263i,-0.0019147+0.0026611i,0.00050575+0.00061308i,0.0012884-0.00071518i,0.0022597+0.00083558i,-0.00024239+0.001348i,0.0022265-0.0002507i,0.0046105-6.6097e-05i,0.0011469-0.00030195i,0.00092691+0.00074502i,0.00025449+0.0013791i,0.00052265-0.00021275i,0.00056489+0.00058556i,0.0003964-8.1856e-05i,-0.00060905-0.0016069i,0.00076624-0.0020392i,0.00069385-0.0014995i,-0.00019171-0.00031479i,0.0013446-0.0023108i,0.0018816-0.0047659i,0.0013357+0.00099573i,0.00033625-0.00016667i,0.0005782-0.00039275i,-0.0024919-0.001231i,0.0015304-0.0009864i,0.00087697-0.00084036i,-0.0019993-0.004929i,0.004284-0.0021135i,0.014016+0.0072967i,0.027499+0.014003i,0.042893-0.0032278i,0.022541-0.013803i,-0.0042903-0.0050173i,0.021433-0.019105i,0.028556-0.0028532i,0.024876-0.0049375i,0.016185+0.0020112i,0.012473+0.022666i,-0.0036355-0.0024131i,-0.0049234+0.00085428i,-0.0057929-0.0077541i,0.00066496-0.0047632i,0.0022501+0.0023087i,0.0031857+0.011107i,-0.0040143+0.00081021i,0.0075315+0.0064787i,-0.001789+0.0043991i,0.0044865+0.0013289i,0.0014441+0.00059281i,-0.0025754-0.0010842i,0.0018704-0.009606i,-0.0027597+0.0019944i,0.0021114-0.0066822i,-0.00058323+0.0039461i,-0.0025933+0.00026001i,-0.00085669-0.00035207i,-0.0015544+0.004583i,-0.0029665+0.00073645i,-0.01132+0.0060103i,-0.0016478-0.0041714i,-0.00029485+0.0017549i,-0.00097232+0.0012472i,0.00063686+0.0032335i,0.0055476-0.0064329i,-0.0030427+0.0061041i,-0.0043556-0.0016574i,-0.002518+0.00029279i,-0.0028025+0.0035757i,-0.00050543-0.0038499i,0.003189-0.0018421i,0.0013699-0.0037189i,0.0043495+0.0034964i,0.0031329+0.00019741i,0.027337+0.0020751i,-0.017097+0.0077534i,-0.011353+0.031254i,-0.0014174+0.0089093i,0.0070975+0.0035971i,0.00045018-0.0029678i,-0.0088615+0.0095448i
0.015174+0.007847i,0.021995-0.030996i,-0.0018432-0.03744i,-0.0090447-0.0075985i,-0.020075-0.0043867i,-0.019617-0.011617i,-0.0051667-0.021304i,0.014921-0.027187i,-0.00083067-0.015097i,0.0019774-0.0054976i,-0.0032524-0.0014171i,-0.0009466+0.00054607i,-0.00095759-0.00050002i,-0.0010812-0.0011533i,-0.0014349+0.0015359i,-0.0013579-0.0071207i,-0.00053691+0.0025836i,-0.00054873+0.0034754i,0.00089363+0.00050589i,0.00065486-0.0010753i,0.0022605-7.1009e-05i,0.00016534+0.0015036i,0.0019468-0.00087633i,0.0035131-0.0024146i,0.00087432-0.0012792i,0.0010866+0.00038813i,0.00081148+0.001225i,0.0006381-0.00040308i,0.00070131+0.00028776i,0.00016933-0.00029457i,-0.0012118-0.0013415i,1.5353e-05-0.0020289i,-2.5966e-05-0.0016174i,-0.00030125-0.00014005i,-0.00033531-0.0026239i,0.00077241-0.0049532i,0.0015615+0.00024096i,0.0002744-0.00041796i,0.00064706-0.00061735i,-0.0032451-0.00037474i,0.00098195-0.0013643i,0.00050685-0.00077467i,-0.0026947-0.0036702i,0.0036682-0.0030652i,0.015706+0.0038085i,0.029543+0.00708i,0.041436-0.0098809i,0.0202-0.018448i,-0.00076268-0.0018762i,0.01809-0.025819i,0.02771-0.0088612i,0.022803-0.012834i,0.012571-0.00051872i,0.017258+0.016899i,-0.003501-0.0017051i,-0.0045669+0.0041761i,-0.0098145-0.0045501i,-0.0010646-0.0038857i,0.0023845+0.0021153i,0.0061195+0.0092375i,-0.0021352+0.001324i,0.0062048+0.0044188i,0.0014288+0.0036173i,0.00564-0.00052443i,0.0019622-0.00031619i,-0.0022817+0.00083793i,-0.0013858-0.011022i,-0.0024941+0.0028587i,-0.00029133-0.0077381i,-0.00019387+0.003356i,-0.0030125+0.0010396i,-0.00084107-0.00021274i,0.0019533+0.0048866i,-0.0024984+0.00060638i,-0.0067038+0.0086909i,-0.0039106-0.0034516i,0.00030568+0.00089153i,-0.00096275+0.0011987i,0.0011987+0.0020799i,0.0030847-0.0089403i,-0.00016729+0.0056653i,-0.0036864-0.00056838i,-0.0021768+0.00079945i,-0.0012078+0.0045864i,-0.001357-0.0027733i,0.0024801-0.0023416i,0.00029238-0.0040911i,0.0036359+0.0032234i,0.0026786-1.888e-05i,0.025181-0.0024567i,-0.018131+0.0075224i,-0.0044537+0.030212i,0.00018443+0.007442i,0.0087489+0.0019291i,0.0011605-0.0015326i,-0.0064433+0.010706i
0.015976+0.0049071i,0.016362-0.033174i,-0.0079358-0.035958i,-0.010009-0.006322i,-0.020359-0.00091218i,-0.020751-0.0082587i,-0.009056-0.019633i,0.010576-0.02979i,-0.0020082-0.015583i,0.0006907-0.0049572i,-0.0027823-2.5915e-05i,-0.00068035+0.00085543i,-0.00078621+0.00014066i,-0.0012696-0.00036581i,-0.00047075+0.0016497i,-0.0028621-0.005789i,0.00054874+0.0026357i,0.0009242+0.0032517i,0.0011198+0.00023948i,6.5794e-05-0.00098838i,0.0019481-0.0008678i,0.00054647+0.0014186i,0.0013682-0.0014443i,0.0017811-0.0035328i,-0.00011352-0.0016617i,0.0011268+9.0572e-05i,0.001374+0.00086853i,0.00054967-0.00064291i,0.00069579+3.446e-05i,-0.00017279-0.0001504i,-0.0017046-0.00075003i,-0.00071012-0.0018243i,-0.00066279-0.0012976i,-7.9129e-05-0.0001425i,-0.0010246-0.0019953i,-0.00034218-0.0049489i,0.001588-0.00017103i,-1.5457e-05-0.00047638i,0.00039635-0.0010825i,-0.0035589+0.0009217i,0.0004262-0.0014617i,0.0003823-0.00066788i,-0.0028842-0.0024108i,0.0027812-0.0039964i,0.015963-0.0008717i,0.02953+9.2962e-05i,0.038942-0.01639i,0.015644-0.023163i,0.0042088-0.0026866i,0.012091-0.030993i,0.026085-0.014076i,0.019496-0.018542i,0.010486-0.00012441i,0.019614+0.0098208i,-0.0039607-0.0012598i,-0.002132+0.0067325i,-0.011863+0.00039633i,-0.002543-0.0029187i,0.0024243+0.0020688i,0.007202+0.0066219i,-0.001+0.00073887i,0.0049337+0.0033894i,0.0020092+0.0020866i,0.0052204-0.0031824i,0.001866-0.0018584i,-0.00025875+0.0020706i,-0.0063895-0.0093123i,-0.0012583+0.0045002i,-0.0039533-0.0076175i,0.0010109+0.0034271i,-0.0031464+0.0022468i,-0.00086778-7.2279e-05i,0.0052647+0.0014342i,-0.0022883+0.00071859i,-0.0013356+0.0081669i,-0.0055446-0.0014071i,0.00022414+7.9896e-06i,-0.0012584+0.001122i,0.0014842+0.00093496i,-0.0007729-0.010402i,0.0021554+0.004167i,-0.0032059-0.00016414i,-0.0021052+0.0013106i,0.001186+0.0044378i,-0.001411-0.0015075i,0.0015792-0.0024124i,-0.0007009-0.0040658i,0.0030572+0.0031462i,0.0021407-0.00020837i,0.022738-0.0055352i,-0.02012+0.010691i,0.00049722+0.027918i,0.00084206+0.0046948i,0.0093405-0.00053844i,0.0017984-0.0015693i,-0.0036752+0.010416i
0.016142+0.0016926i,0.010836-0.034467i,-0.013408-0.033531i,-0.010611-0.0051292i,-0.020057+0.0026987i,-0.021329-0.0049248i,-0.01242-0.017758i,0.0054934-0.031945i,-0.003903-0.017091i,2.7106e-05-0.0044844i,-0.0020565+0.00093562i,-0.0001753+0.0011475i,-0.00021796+0.00059894i,-0.00093829+0.00024344i,0.00020801+0.0014959i,-0.003391-0.004336i,0.0014913+0.0020382i,0.0020384+0.0025934i,0.0012575+0.00013986i,-0.00027261-0.00069484i,0.0013528-0.0015443i,0.00075311+0.0014692i,0.00074189-0.0014927i,0.00019766-0.0036583i,-0.0008136-0.0013554i,0.0011417-0.00021483i,0.0016662+0.0002152i,0.00032964-0.0008164i,0.00060545-0.00020875i,-0.00021193+9.331e-05i,-0.0017837-7.7223e-05i,-0.0012427-0.0012584i,-0.00093672-0.00090642i,7.2608e-05-0.00026511i,-0.0014176-0.0017214i,-0.0012795-0.0045036i,0.0016878-0.00083171i,-0.00022616-0.00029219i,-0.00018246-0.0011406i,-0.0033+0.0022734i,5.8463e-05-0.0015056i,0.00024609-0.00062229i,-0.0026473-0.0013058i,0.001638-0.0043626i,0.014156-0.0051672i,0.027627-0.0061496i,0.035162-0.022217i,0.0095855-0.025711i,0.0070781-0.0066438i,0.0049927-0.033885i,0.02424-0.01936i,0.016331-0.023793i,0.011031+0.00020063i,0.020414+0.0032867i,-0.0050341-0.00072205i,0.0011422+0.0073612i,-0.011202+0.0060983i,-0.0035101-0.0015817i,0.0027897+0.0021092i,0.0076288+0.0050624i,-0.00078653+3.1909e-05i,0.0033933+0.0033871i,0.0024417+0.0015101i,0.0031737-0.0051018i,0.0002918-0.0027686i,0.0013946+0.0013488i,-0.00857-0.0049093i,0.001572+0.0046237i,-0.0066596-0.0051592i,0.0020972+0.0022937i,-0.0024898+0.0037508i,-0.00078176-0.00013144i,0.004805-0.0028454i,-0.002237+0.0010764i,0.0015603+0.0050338i,-0.0056718+0.00088174i,-0.00035703-0.00073714i,-0.0014279+0.0016893i,0.0010481-0.0002695i,-0.0055491-0.0095551i,0.0027687+0.0017209i,-0.0031896+6.5385e-05i,-0.0016372+0.0020371i,0.0029968+0.0033137i,-0.00086216-0.0012418i,0.001236-0.0019441i,-0.001616-0.0038706i,0.002475+0.0036433i,0.0017773-0.00034487i,0.021784-0.008155i,-0.020059+0.015445i,0.0040589+0.024901i,-0.00022877+0.0016801i,0.0084034-0.0033568i,0.0016417-0.0010306i,-0.0019595+0.0087926i
0.015386-0.001215i,0.0056358-0.035008i,-0.018517-0.030405i,-0.011178-0.0042857i,-0.018784+0.0058728i,-0.021372-0.0016982i,-0.01554-0.01534i,-0.00030015-0.032921i,-0.0071483-0.018059i,-0.00054177-0.0042861i,-0.001078+0.0015206i,0.0005239+0.0010245i,0.00044207+0.00072066i,-0.00047861+0.00049963i,0.00077585+0.0011462i,-0.0034623-0.0032052i,0.0021023+0.0014669i,0.0028487+0.0015527i,0.0014931-0.00036441i,-0.00028167-0.00040932i,0.00041807-0.0017172i,0.0014109+0.0013795i,0.00030692-0.0014085i,-0.00088052-0.0032252i,-0.0011502-0.000931i,0.0009929-0.00056566i,0.0015192-0.00047983i,9.7821e-05-0.00085211i,0.00047295-0.00021595i,-0.00021815+0.00019523i,-0.0017812+0.00051172i,-0.0013716-0.00057474i,-0.00094831-0.00056686i,1.5422e-05-0.00051663i,-0.0021385-0.0011369i,-0.0019748-0.003747i,0.0012397-0.0015079i,-0.00030844-8.3856e-05i,-0.00055523-0.00073808i,-0.0026067+0.0033961i,-0.00048848-0.0012997i,0.00012225-0.00063459i,-0.0020937-0.00050082i,0.000646-0.0040699i,0.011537-0.0079463i,0.024369-0.011143i,0.030458-0.026716i,0.0037452-0.025977i,0.0072995-0.010516i,-0.0027264-0.03463i,0.021566-0.02502i,0.01172-0.028688i,0.012857-0.00088309i,0.019644-0.003942i,-0.0062443+0.00050466i,0.004038+0.0062286i,-0.0076718+0.010353i,-0.0038865-0.00031552i,0.0031141+0.0019919i,0.0082856+0.0034036i,-0.0010867-0.00022127i,0.0027241+0.0044179i,0.0033516+0.00021963i,0.00085545-0.0052944i,-0.00099715-0.002503i,0.0020731+0.00019548i,-0.0085146-0.0010644i,0.0037729+0.0031156i,-0.0079004-0.0020952i,0.0019844+0.0012363i,-0.00074119+0.0048316i,-0.0010588-0.00018916i,0.002128-0.0055631i,-0.0019371+0.0014974i,0.0017605+0.0018606i,-0.0049273+0.0028886i,-0.0014151-0.00087918i,-0.0011105+0.0020452i,-9.4146e-05-0.00072864i,-0.0085948-0.0066218i,0.0020562+3.3337e-05i,-0.003118+0.00029771i,-0.00061896+0.0021669i,0.0040433+0.0015168i,-0.00075421-0.00080277i,0.0017211-0.0016424i,-0.0022226-0.0030974i,0.0036726+0.0049818i,0.0010563-0.00018725i,0.019662-0.011611i,-0.018688+0.020317i,0.0065715+0.021828i,-0.0032408-0.00028703i,0.0052927-0.0048122i,0.0024004-0.0010855i,-0.0019902+0.006971i
0.014405-0.003535i,0.00063831-0.035166i,-0.022701-0.026239i,-0.011975-0.0034777i,-0.017452+0.0081196i,-0.021068+0.001581i,-0.01789-0.012403i,-0.005938-0.032534i,-0.011138-0.017857i,-0.0010824-0.0039707i,1.9317e-05+0.0013674i,0.0010207+0.0008066i,0.0010273+0.00063593i,-4.6622e-05+0.00063346i,0.0010701+0.00061128i,-0.0032798-0.0026055i,0.0031415+0.00046494i,0.0030504+0.00028601i,0.0012262-0.0010797i,-0.00011978-0.00019306i,-0.00026802-0.0015393i,0.0021502+0.00067615i,3.1739e-05-0.0013945i,-0.0014659-0.00271i,-0.001446-0.00064056i,0.00079204-0.00090419i,0.0011678-0.00090225i,-9.598e-05-0.00063844i,0.00041164-0.00016455i,-6.5796e-05+0.00053741i,-0.0015691+0.0011605i,-0.0012827-0.000112i,-0.0010992-0.00028002i,-0.00029083-0.00036677i,-0.0023315+3.5497e-05i,-0.0022553-0.0029848i,0.00052434-0.001764i,-0.00030797+0.00013783i,-0.00039422-0.00044699i,-0.0015773+0.0042777i,-0.00069732-0.00095818i,0.00011759-0.00063268i,-0.0014573-0.00011655i,0.0001223-0.0038268i,0.0092866-0.0097296i,0.0209-0.014111i,0.025703-0.030072i,-0.0012934-0.024861i,0.0058361-0.013731i,-0.010237-0.032635i,0.017305-0.030352i,0.0064279-0.031924i,0.01452-0.0029098i,0.015875-0.0099797i,-0.007297+0.0027203i,0.0058421+0.0039849i,-0.0031017+0.012373i,-0.004224+0.0010348i,0.0036131+0.0019067i,0.0084744+0.0015711i,-0.0012184-0.00045923i,0.0034112+0.00586i,0.0026616-0.0012872i,-0.00068907-0.0045883i,-0.0020658-0.0017574i,0.0021032-0.00075337i,-0.0070189+0.0016281i,0.0049167+0.00093338i,-0.0076244+0.0013451i,0.0018315+0.0010681i,0.0014172+0.0045585i,-0.0011911+0.00017124i,-0.0010377-0.0063634i,-0.0014757+0.0013238i,0.00031517+0.00036691i,-0.0037243+0.0043637i,-0.0022976-7.9021e-05i,-0.0010449+0.0022671i,-0.00073814-0.00048783i,-0.0099853-0.0032676i,0.0010278-0.00074404i,-0.0034276+0.00054793i,0.0001738+0.0019085i,0.0042692-0.00055307i,-0.00025083-0.0006986i,0.0022225-0.0020738i,-0.0027564-0.0027721i,0.0054728+0.0046371i,0.00090673+0.00055779i,0.017288-0.013928i,-0.015268+0.026057i,0.0082668+0.018979i,-0.0068659+0.00019054i,0.0023058-0.0036286i,0.0023675-0.0018286i,-0.0026396+0.0060338i
0.013444-0.0057548i,-0.0045255-0.035137i,-0.025891-0.022181i,-0.012929-0.0022074i,-0.01622+0.010711i,-0.019794+0.0047798i,-0.019611-0.0092565i,-0.011505-0.031784i,-0.015158-0.016394i,-0.0014404-0.0037792i,0.00063043+0.00075101i,0.0015411+0.00027572i,0.0016499+0.0003164i,0.00068202+0.00043089i,0.0010668+9.8702e-05i,-0.0032969-0.0022039i,0.0034625-0.0014373i,0.0026096-0.00074987i,0.00067584-0.001381i,0.00018019-0.00021376i,-0.00081178-0.0011904i,0.0022422-0.00032151i,-0.00038613-0.0013061i,-0.0016639-0.0025176i,-0.0016778-0.00020453i,0.00041275-0.0011511i,0.00072599-0.001246i,-0.00018195-0.00041667i,0.00053822-8.8565e-05i,0.00049686+0.00062253i,-0.0010306+0.001746i,-0.0011846+0.00023578i,-0.00089764+7.833e-05i,-0.00027881-0.00022551i,-0.0017301+0.00071578i,-0.0024212-0.0024181i,-8.6027e-05-0.0017915i,-0.00011164+0.00035219i,-0.00037057-0.00044185i,-0.00013288+0.0045929i,-0.00074055-0.00068817i,-3.1989e-05-0.0007372i,-0.00098617-0.00029369i,-0.00030552-0.0038684i,0.0067063-0.011427i,0.018514-0.016307i,0.020766-0.032676i,-0.0054801-0.022474i,0.0043195-0.015664i,-0.016732-0.028149i,0.011892-0.034939i,0.0014499-0.034939i,0.016089-0.0069255i,0.010595-0.013396i,-0.006783+0.006123i,0.006424+0.0013284i,0.0010914+0.012182i,-0.0040763+0.0024311i,0.004562+0.0014907i,0.0084308-0.00038376i,-0.0018295-0.00081635i,0.0058641+0.0064205i,0.001668-0.0013062i,-0.0017583-0.00372i,-0.0025488-0.00059774i,0.0020399-0.0014894i,-0.0057027+0.0032025i,0.0049062-0.0015777i,-0.0059565+0.0039767i,0.0024209+0.0011302i,0.0028726+0.0033971i,-0.0010538+0.00023502i,-0.0043397-0.0056778i,-0.0016455+0.0011655i,-0.00071306+0.00084429i,-0.0018626+0.0052325i,-0.0023084+0.0010599i,-0.00080751+0.0029572i,-0.00096859-0.00024802i,-0.010267-5.0472e-05i,-0.00011135-0.00086159i,-0.0038711+0.0015508i,0.00035024+0.0015583i,0.0035552-0.0028617i,-0.00014776-0.0014312i,0.0023402-0.0030246i,-0.0034985-0.0020381i,0.0070345+0.003105i,0.001391+0.0010842i,0.01472-0.016118i,-0.0083843+0.029871i,0.0097474+0.015824i,-0.0092613+0.0025181i,0.00084034-0.0012136i,0.0016923-0.0019013i,-0.0032927+0.0056629i
