-0.0011641-0.042754i,-0.00015442-0.047317i,-0.0083866-0.048383i,-0.031028-0.023357i,-0.022944+0.010683i,-0.037061-0.033595i,-0.064841-0.057868i,-0.019354-0.071666i,-0.024217-0.044697i,-0.0011071+0.016436i,-0.010534+0.012593i,-0.014367+0.013828i,0.0039081+0.013587i,-0.0027858-0.0018114i,0.0019361+0.0061564i,0.00044258+0.033614i,0.019485+0.05707i,0.001117-0.00067644i,-0.0033847-0.0096451i,0.0075912+0.0040057i,0.0013754+0.0014022i,-0.00058997+0.0033061i,-0.00020764-0.00039096i,-0.038529-0.009553i,-0.0027207-0.0074484i,-0.0011022+0.0045774i,0.005454-0.00034605i,-8.6425e-05+0.00034225i,0.00058683-0.00080881i,5.4282e-05-0.0022769i,-0.0017692-0.0056358i,-0.0032416-0.0063267i,-0.0011358-0.0069111i,0.0032416-0.00022554i,0.0028687-0.0016533i,-0.0016588+0.038731i,0.0063022-0.0041313i,0.0030113-0.00077866i,0.0049168-0.00077482i,-0.013306-0.0058274i,-0.00086473+8.7964e-05i,0.0096586-0.0010241i,0.0039311+0.0013228i,-0.0042043+0.0018495i,-0.00027819+0.0093367i,-0.0042091+0.01647i,0.024862-0.083454i,-0.00040523-0.055475i,-0.023788-0.043663i,-0.020186-0.03764i,0.062331-0.017554i,0.030419-0.058672i,0.038927-0.045032i,0.034101-0.053308i,0.019193-0.015529i,0.0075789+0.012142i,0.022988-0.034687i,-0.008485-0.0052306i,0.0029756-0.0010745i,-0.002915-0.004886i,0.004076-0.031911i,-0.024981+0.03139i,0.0084447-0.010477i,-0.012493-0.0023022i,-0.0044633-0.0016452i,0.00033811-0.014533i,-0.010687+0.0050951i,0.0034219+0.0065996i,-0.013635+0.03047i,0.0057509+0.0068074i,-0.0059501-0.0014939i,-0.0012345-0.0024709i,-0.01211-0.0079503i,0.00010417-0.0034637i,-0.036205+0.0070017i,0.0014877-0.012387i,-0.0092103-0.0026828i,-0.0068452-0.0030662i,0.0064711+0.0019672i,-0.008825+0.0025489i,0.00026921+0.0018124i,0.0059306+0.0099423i,0.0046887+0.00080521i,-0.0094124-0.01018i,0.0020248+0.0085471i,-0.020152+0.005423i,0.0064632+0.0030648i,-0.028358-0.0082358i,-0.036233-0.0011267i,0.02627-0.080093i,0.013785-0.0092636i,-0.043288-0.028287i,-0.025133-0.0061322i,0.017889+0.011858i,-0.02703+0.011121i,-0.012545-0.0095752i
0.013977+0.014563i,0.051297+0.0048235i,0.021666-0.034989i,-0.0049896-0.0093097i,-0.010875-0.018081i,-0.018056-0.024046i,0.015386-0.013583i,0.038265-0.011696i,0.010884-0.012794i,0.010309-0.0028389i,0.0028269-0.0034256i,-0.0023751-0.0012868i,0.001281-0.0018746i,0.00021288-0.0014664i,-0.0013174-0.0013302i,0.0033403-0.0055027i,-0.0049079+0.00088535i,-0.0019139-0.0010803i,0.0014048-0.00032525i,0.00099844+0.0015515i,0.00077082+0.0017289i,-0.00051002+0.00092331i,0.0019557+0.0013132i,-0.00057601+0.0053774i,-0.0016928+0.0012164i,-0.0005268+0.00082133i,-0.0010468+0.00021421i,0.00042012-0.00065191i,-0.0001495+6.3023e-05i,-1.0569e-05-0.0004792i,0.0012759-0.00022649i,0.0022106+0.00042425i,0.0015413-0.00010555i,0.00036292-6.9902e-05i,0.0013124+0.00084396i,0.005343-0.0043564i,-7.8342e-05+0.00085546i,0.00038095+0.00045287i,-0.00051562-0.00059353i,-0.0011152-0.0013944i,0.0011557+0.0016111i,0.0015024+0.0018319i,0.0019712-0.0057883i,0.0035323-0.00023829i,0.0021195+0.020507i,0.011174+0.037613i,0.038931+0.027207i,0.029961+0.0016296i,-0.0011553-0.016226i,0.017132-0.0011317i,0.023286+0.013964i,0.015468+0.021058i,0.02349+0.024759i,-0.009726+0.033341i,0.0028387-0.0039323i,0.0017382-0.004425i,0.004383-0.0063914i,0.0093184-0.0015759i,0.0015207+0.0040258i,-0.010484+0.0099767i,-0.0048076-0.008419i,0.0029009+0.015013i,-0.0027556-0.0014607i,0.0010637+0.0024304i,-0.0011742+0.0011739i,0.0021486-0.0037705i,0.0069039-0.0026425i,-0.0039132-0.0007556i,0.0044218-0.0015166i,-0.0065024+0.00062071i,-0.0018484+0.00078783i,0.00043779+0.00012148i,-0.0058391-0.0023351i,-0.0036632-0.0022035i,-0.014736-0.0095813i,0.0035271-0.0032468i,-0.0038585+0.0021564i,-0.0015279+0.0016496i,-0.0050231+0.0033089i,0.0057021+0.0020851i,-0.0095446-0.0015017i,-0.0022052-0.004399i,-0.0028605-0.00062823i,-0.0057894-0.0010808i,0.005542-0.0042133i,0.0040157+0.0014214i,0.0024799-0.0020879i,0.0026667+0.008925i,0.0055398+0.0022665i,0.027423+0.019606i,-0.022922-0.002872i,-0.027155+0.017368i,-0.0044891+0.015786i,0.0016498+0.001028i,0.0061546-0.008437i,-0.0096739+0.0028088i
0.015223+0.012408i,0.051135-0.0038172i,0.014861-0.037584i,-0.0065951-0.0077194i,-0.015235-0.016005i,-0.021292-0.020329i,0.011055-0.016919i,0.035158-0.01703i,0.0081081-0.013738i,0.0090733-0.0056443i,0.0013492-0.0045231i,-0.0025262-0.00033934i,0.00035819-0.0017786i,-2.2423e-05-0.0012557i,-0.0012819-0.00090748i,0.0024148-0.006043i,-0.0037291+0.0022462i,-0.0025749-0.00037774i,0.0007239-0.00078696i,0.0015394+0.0010702i,0.0013277+0.0016449i,-0.00026516+0.0011356i,0.0022758+0.00057748i,0.0021709+0.0046834i,-0.00071676+0.0017859i,-2.801e-05+0.00069525i,-0.00072471+0.00089522i,0.00024497-0.00044594i,-8.5369e-05+0.00028687i,0.00017626-0.00012037i,0.0010148-0.0009742i,0.0024547-0.00055638i,0.0014884-0.00060243i,0.0002952-7.3751e-06i,0.0019446+0.00033091i,0.004065-0.0054195i,0.0003503+0.001075i,0.00049233+0.0002037i,-0.00014922+7.3252e-05i,-0.0019634-0.0017281i,0.0015326+0.0010578i,0.001918+0.0011831i,0.00028427-0.0052574i,0.0045776-0.00084493i,0.0065601+0.019505i,0.016798+0.034747i,0.041284+0.020169i,0.03004-0.0049094i,-0.004845-0.012886i,0.018891-0.005387i,0.026884+0.0078417i,0.020213+0.013791i,0.025674+0.01296i,-0.001663+0.03072i,0.001359-0.004127i,-0.0019113-0.0038671i,0.0017558-0.008101i,0.0068359-0.0040351i,0.0021987+0.0032972i,-0.0050787+0.013456i,-0.0062224-0.0041903i,0.0056113+0.012955i,-0.0031786-0.00056685i,0.0026153+0.0028641i,-3.8884e-05+0.0014988i,-0.0001632-0.0040159i,0.0066002-0.0063915i,-0.0043963+0.00038103i,0.004392-0.0038664i,-0.0055211+0.003503i,-0.0019265+0.00026964i,8.808e-05-0.00065487i,-0.0052598+0.0011042i,-0.0037705-0.0011209i,-0.015626-0.0029841i,0.0015061-0.0041575i,-0.002454+0.0029551i,-0.0016149+0.0011084i,-0.0033175+0.0045847i,0.0072986-0.00032489i,-0.0090212+0.0024898i,-0.0035412-0.0032632i,-0.0024306-0.00025396i,-0.0056762+0.0012176i,0.0026033-0.0048563i,0.0045819-0.00060126i,0.0022373-0.0023495i,0.0048049+0.007373i,0.0045674+0.0016424i,0.027339+0.012265i,-0.022537+0.0020296i,-0.024607+0.024178i,-0.0016532+0.012413i,0.0032925+0.0035443i,0.0035158-0.0078855i,-0.011544+0.0048068i
0.01688+0.0098875i,0.049017-0.01269i,0.0077671-0.038344i,-0.0073247-0.00612i,-0.019151-0.012903i,-0.023932-0.016352i,0.0064254-0.018986i,0.032019-0.021786i,0.0054215-0.0142i,0.0068666-0.0076105i,-0.00060495-0.0047199i,-0.0023469+0.00069298i,-0.00022141-0.0013281i,-1.1137e-05-0.0010759i,-0.0014457-0.00057072i,0.001286-0.006454i,-0.002242+0.0026734i,-0.0029012+0.00082167i,2.2845e-05-0.00045739i,0.0017625+0.00019595i,0.0019345+0.0010425i,-0.00014144+0.0012161i,0.002219-0.00024403i,0.0040983+0.00294i,0.00050227+0.0018152i,0.00025463+0.00040552i,-0.00014734+0.0011168i,0.00011521-0.00022685i,6.4635e-05+0.00053461i,0.00041141-0.00017488i,0.00045314-0.0014135i,0.0019958-0.0015585i,0.0010955-0.0011648i,0.00036735+8.5645e-05i,0.0022967-0.00088714i,0.0025342-0.0061722i,0.0011246+0.00080563i,0.00049742+1.1575e-05i,0.00028272+1.4746e-05i,-0.0028752-0.0012719i,0.0018246+0.00040488i,0.0019828+0.00039326i,-0.00098877-0.0044422i,0.0047677-0.0023618i,0.010548+0.017129i,0.022746+0.030419i,0.042924+0.012942i,0.028455-0.011158i,-0.0064327-0.0090349i,0.019786-0.010508i,0.028391+0.0011797i,0.023265+0.006728i,0.023411+0.004433i,0.0041054+0.02802i,-0.00029538-0.0035535i,-0.0045092-0.0014327i,-0.0022015-0.0085883i,0.0038311-0.0048663i,0.0023402+0.0026276i,0.00017525+0.013892i,-0.0053453-0.00087502i,0.0069528+0.009626i,-0.0033707+0.0015887i,0.0041188+0.0022659i,0.00062171+0.0011265i,-0.0019884-0.0029426i,0.0044825-0.0087298i,-0.0037262+0.0014872i,0.0033512-0.0054811i,-0.0024424+0.005087i,-0.0023917+0.00035397i,-0.00061543-0.00064918i,-0.0035542+0.0031077i,-0.0033527-0.00010986i,-0.014129+0.0025418i,-0.00023386-0.0045024i,-0.0010331+0.0030186i,-0.0017863+0.0015616i,-0.0011082+0.0045266i,0.0072214-0.0037332i,-0.006862+0.0053725i,-0.0043222-0.0017824i,-0.0024528-0.00019984i,-0.0044697+0.0027077i,0.00095997-0.0042314i,0.0038399-0.0022025i,0.0022574-0.0029176i,0.0052082+0.0045404i,0.0040245+0.001545i,0.026902+0.0068576i,-0.020349+0.0057741i,-0.018851+0.030039i,-0.0011906+0.0095788i,0.0062457+0.0039753i,0.0011484-0.0060158i,-0.011168+0.0077746i
0.017863+0.0065765i,0.045254-0.020376i,0.0015008-0.03818i,-0.0074459-0.0052165i,-0.021954-0.0081972i,-0.025803-0.011998i,0.0014939-0.019694i,0.028139-0.026501i,0.0032566-0.014003i,0.0044062-0.0086727i,-0.0024487-0.0035203i,-0.00166+0.0012089i,-0.00035974-0.000723i,-0.00014194-0.0012865i,-0.0013952+0.00014715i,-0.00010918-0.0065192i,-0.0015331+0.0024775i,-0.0024887+0.002243i,0.00016783+0.0002751i,0.0015105-0.0006241i,0.0020681+0.00021661i,-0.00012501+0.0013268i,0.0017908-0.00085384i,0.0048498+0.00027291i,0.0015428+0.001048i,0.00022687+0.00019182i,0.00029535+0.0010458i,0.00024634-0.0001419i,0.00035247+0.00059797i,0.00037341-0.00036284i,-0.00020203-0.0016148i,0.0011796-0.0020972i,0.00059113-0.0014567i,0.00043055-7.0703e-05i,0.0016858-0.0024443i,0.00094146-0.0065493i,0.0015182+6.7199e-05i,0.00053732-0.0001015i,0.00043402-0.00016875i,-0.0035315-0.00032133i,0.0017577-0.00021668i,0.0017648-7.0535e-05i,-0.0019214-0.0033751i,0.0040652-0.0033861i,0.013494+0.013292i,0.027621+0.023661i,0.043554+0.0053845i,0.026038-0.01631i,-0.0054408-0.0051502i,0.018678-0.016763i,0.028508-0.00552i,0.024847-0.0015787i,0.020841-0.0018545i,0.010364+0.024193i,-0.0011314-0.0022911i,-0.0054812+0.0018155i,-0.0065373-0.0075886i,0.0016591-0.0047564i,0.002204+0.0024459i,0.0045353+0.012667i,-0.0036889+0.0010635i,0.0064932+0.0066771i,-0.0012277+0.0035071i,0.0054282+0.00080827i,0.0015639+0.00083885i,-0.0027932-0.0013473i,0.0017921-0.010398i,-0.0028861+0.0020867i,0.00173-0.0071711i,-6.7453e-05+0.0039418i,-0.0029747+0.00092876i,-0.00079617-0.00042467i,-0.0013033+0.0043601i,-0.0028132+0.00027i,-0.010654+0.0068842i,-0.0022275-0.0044699i,0.00027395+0.0024179i,-0.0016417+0.0015857i,0.00051563+0.0034933i,0.005596-0.0069801i,-0.0035458+0.0070336i,-0.0039165-0.00023077i,-0.0028058+0.00021959i,-0.0032492+0.0039348i,-9.614e-05-0.0036758i,0.0027708-0.0027321i,0.001901-0.0038178i,0.0043518+0.0035577i,0.0039535+0.001567i,0.025966+0.0016751i,-0.018408+0.0067294i,-0.01074+0.03257i,-0.00067325+0.0087457i,0.0083498+0.0031479i,0.00057612-0.0035116i,-0.0094196+0.0097654i
0.017987+0.0030338i,0.040463-0.026748i,-0.0047409-0.037226i,-0.0083251-0.0048276i,-0.022426-0.0034811i,-0.026903-0.0074911i,-0.0028521-0.018877i,0.023688-0.030226i,0.001843-0.013968i,0.001778-0.0088784i,-0.0030482-0.0017997i,-0.0011777+0.001461i,-0.00017243-0.00042093i,-0.00085616-0.0010377i,-0.00072606+0.00078042i,-0.0015927-0.0060918i,-0.00099658+0.0027882i,-0.0012295+0.0032278i,0.00061248+0.00030461i,0.0008211-0.0012001i,0.0018928-0.00048188i,0.00019016+0.0013379i,0.0013747-0.0012284i,0.0037591-0.0020772i,0.0015905-0.00011872i,0.00014415+6.4899e-05i,0.00071682+0.0009809i,0.00037778-0.00027095i,0.00061304+0.00036245i,0.00012505-0.00054096i,-0.00086533-0.0015235i,0.00042084-0.0022592i,-0.00012427-0.001528i,0.00034295-0.00017511i,-5.0348e-05-0.0027906i,-0.0005396-0.0064738i,0.0013345-0.00073139i,0.00052669-0.0003988i,0.00060547-0.00043299i,-0.0039661+0.00072939i,0.0014365-0.00078157i,0.0016062-0.00029506i,-0.0024234-0.0021955i,0.0032784-0.0039647i,0.01602+0.0089356i,0.030094+0.015915i,0.042745-0.0021588i,0.02345-0.021926i,-0.0025869-0.0023287i,0.015285-0.022826i,0.027265-0.011441i,0.023071-0.0093366i,0.01658-0.0055161i,0.01535+0.018497i,-0.0010551-0.002017i,-0.0045364+0.0054574i,-0.0107-0.0041975i,-3.9177e-05-0.0044788i,0.0023912+0.0023012i,0.0080884+0.010231i,-0.0015537+0.0014502i,0.0052554+0.0051373i,0.0015343+0.0026691i,0.0062653-0.0015606i,0.0022796-0.00018222i,-0.0024644+0.00062907i,-0.0018171-0.01164i,-0.0026452+0.0030429i,-0.00070624-0.008208i,0.00020327+0.0032084i,-0.0031003+0.0020424i,-0.00090012-0.00025592i,0.0018288+0.0042729i,-0.0025195+0.00018275i,-0.0058915+0.0090087i,-0.0045449-0.0033222i,0.0010331+0.0013322i,-0.0013233+0.0017193i,0.0011461+0.0022171i,0.0027335-0.0093177i,-0.00032128+0.0066954i,-0.0027853+0.0005316i,-0.0025904+0.00094673i,-0.0015955+0.0049824i,-0.0011946-0.0029464i,0.0017027-0.0029773i,0.00071624-0.0044417i,0.003822+0.0030114i,0.0040126+0.0011063i,0.024083-0.0027893i,-0.020074+0.0068312i,-0.0037855+0.031084i,0.00056622+0.0071053i,0.0094841+0.0010813i,0.0011684-0.0020653i,-0.0070904+0.011044i
0.01768-0.00027331i,0.035243-0.032106i,-0.010593-0.035177i,-0.0092002-0.0037657i,-0.022175+0.00031312i,-0.027107-0.0030942i,-0.0061732-0.017663i,0.018974-0.033781i,0.00052579-0.01454i,-0.00020207-0.0082466i,-0.0026621-0.00041484i,-0.0005439+0.0017351i,-8.109e-05-0.00019193i,-0.00085765-0.00031875i,2.5608e-05+0.00068347i,-0.0028232-0.0050571i,0.00011806+0.0029449i,5.8461e-05+0.003321i,0.00075658+6.1864e-05i,8.7021e-05-0.0012523i,0.001499-0.0010913i,0.00044152+0.0012251i,0.0008023-0.0015758i,0.0021144-0.0032488i,0.0010562-0.00068342i,3.7493e-05+0.00022795i,0.0012415+0.00067771i,0.0003225-0.00046651i,0.00075517+9.9628e-05i,-0.00028615-0.00036858i,-0.0015328-0.0011105i,-0.00037701-0.0021889i,-0.00075908-0.0010438i,0.00043918-0.0003154i,-0.00083906-0.0021823i,-0.0020818-0.0061108i,0.0010053-0.00099523i,0.00022597-0.0005904i,0.00048667-0.00086529i,-0.0038345+0.0021599i,0.0010127-0.0011135i,0.0015882-0.0007055i,-0.0025235-0.00089965i,0.0025002-0.0047375i,0.016781+0.003469i,0.030298+0.0080154i,0.040556-0.0093768i,0.018409-0.027633i,0.0019541-0.0026876i,0.0093459-0.027298i,0.025362-0.016728i,0.020312-0.014849i,0.013524-0.0059438i,0.018122+0.011639i,-0.0015834-0.0019653i,-0.0013223+0.0078548i,-0.012826+0.00095538i,-0.0018665-0.0037255i,0.0024898+0.0021581i,0.0096976+0.0067013i,-0.00020094+0.00048808i,0.0044113+0.0044087i,0.0017408+0.0011682i,0.0054151-0.0044321i,0.002034-0.0018709i,-0.00038081+0.0019815i,-0.0068697-0.0099241i,-0.0012354+0.0048486i,-0.0044468-0.0081231i,0.0014647+0.0030332i,-0.0025038+0.0034486i,-0.00089985-5.7169e-05i,0.0048336+0.0012195i,-0.0024262+0.00051418i,-0.00063442+0.0080202i,-0.0059267-0.00092531i,0.00089726+0.00015263i,-0.0014533+0.0016204i,0.0014225+0.0011457i,-0.0012453-0.010499i,0.0022102+0.0050226i,-0.0023396+0.00057491i,-0.0024072+0.0014609i,0.00095483+0.0049983i,-0.0014355-0.0014951i,0.00084091-0.0027975i,-0.00049354-0.0046634i,0.0033407+0.0027477i,0.0038982+0.00060476i,0.021878-0.0059354i,-0.022565+0.010625i,0.0011448+0.028703i,0.00077105+0.004274i,0.009924-0.0014241i,0.0016824-0.001958i,-0.004004+0.01104i
0.01663-0.0037041i,0.029777-0.036677i,-0.015683-0.032358i,-0.0097526-0.0027476i,-0.021295+0.0039325i,-0.026677+0.0011241i,-0.0092515-0.016511i,0.013485-0.036848i,-0.001134-0.015675i,-0.0015836-0.0073989i,-0.0019951+0.00045124i,0.00015219+0.0018361i,0.00023616-9.8681e-06i,-0.00045423+8.6518e-05i,0.00039074+0.0003701i,-0.0034555-0.003866i,0.0010524+0.0025822i,0.0011901+0.0030721i,0.0008386-8.1987e-05i,-0.000398-0.00095352i,0.00094207-0.001535i,0.00064426+0.0013813i,0.0001931-0.0014597i,0.00053876-0.0034043i,0.00075753-0.00091315i,0.00018562+0.00040999i,0.0014456+4.2125e-05i,0.00027738-0.00059355i,0.00079227-0.00014303i,-0.00044498+7.548e-05i,-0.0019121-0.0004634i,-0.0010523-0.0017317i,-0.00098566-0.00056813i,0.00043452-0.0005306i,-0.0011883-0.0019482i,-0.0032528-0.0051747i,0.00082906-0.0014234i,-0.00012666-0.00051172i,-8.25e-05-0.0010643i,-0.0032124+0.003566i,0.00061398-0.0013399i,0.0013093-0.0011374i,-0.0020421+0.0001986i,0.0012156-0.0049472i,0.015104-0.0012073i,0.028376+0.0013825i,0.036962-0.015795i,0.011271-0.031085i,0.0045594-0.0059683i,0.002825-0.029306i,0.023134-0.021997i,0.017721-0.020103i,0.013321-0.0060784i,0.019506+0.005324i,-0.0028188-0.0020162i,0.0024715+0.0079482i,-0.011988+0.0069116i,-0.0031737-0.0025005i,0.0029427+0.002212i,0.010037+0.004012i,4.4022e-06-0.00080376i,0.0030336+0.0044535i,0.0020104+0.00072438i,0.0027876-0.0061425i,0.00042876-0.0028565i,0.0013304+0.0012194i,-0.0094094-0.0053377i,0.0018677+0.0049472i,-0.0073074-0.0053638i,0.0023868+0.0017776i,-0.0010774+0.0045642i,-0.00078647-3.2036e-05i,0.0044906-0.0027798i,-0.0025482+0.0010126i,0.0018564+0.0046595i,-0.0056014+0.0014053i,0.00011745-0.00065169i,-0.0015234+0.0022285i,0.0010901-2.9198e-05i,-0.0059304-0.0094122i,0.0030628+0.0024756i,-0.0023971+0.00052101i,-0.0019841+0.0022831i,0.0029434+0.0038182i,-0.0007386-0.0012257i,0.000493-0.0021575i,-0.0016551-0.0044283i,0.0026224+0.0031172i,0.0037666+0.0001541i,0.02079-0.0085425i,-0.022665+0.016222i,0.0047692+0.025782i,-0.00071217+0.0014689i,0.0086199-0.0044908i,0.0016183-0.0015251i,-0.001926+0.0092315i
0.01461-0.00652i,0.02395-0.040557i,-0.020361-0.028953i,-0.010352-0.001952i,-0.019832+0.006924i,-0.025577+0.0051356i,-0.01232-0.014812i,0.0071835-0.038749i,-0.0038515-0.016762i,-0.0027684-0.0067268i,-0.001206+0.00089006i,0.00096354+0.0015463i,0.00058549-1.1131e-05i,-0.00012467+0.00021115i,0.00064373+1.99e-05i,-0.003623-0.0028446i,0.0018659+0.0021924i,0.0022139+0.002416i,0.00094847-0.00051253i,-0.00055296-0.00063283i,0.00021502-0.0015351i,0.0013177+0.0013012i,-0.00014472-0.00125i,-0.00048942-0.0031277i,0.00049144-0.0011976i,0.00038668+0.00037838i,0.0011738-0.00050169i,0.00015253-0.00076127i,0.00069942-0.00029753i,-0.00031242+0.00042338i,-0.0021127+0.00037962i,-0.0012896-0.0012031i,-0.00080717-0.00011065i,0.00022001-0.00078978i,-0.0020446-0.0014025i,-0.0040432-0.0039077i,5.0362e-05-0.0017574i,-0.00035327-0.00028303i,-0.00045891-0.00063999i,-0.0020525+0.0046803i,-2.8418e-05-0.0013639i,0.00081704-0.0014806i,-0.0010926+0.00089702i,0.00018505-0.004439i,0.012838-0.0043248i,0.025218-0.0035709i,0.032271-0.020696i,0.003862-0.0318i,0.0048138-0.0089859i,-0.0040053-0.0296i,0.020032-0.027626i,0.014032-0.025301i,0.013932-0.0078092i,0.019221-0.0021243i,-0.0046507-0.0011738i,0.005406+0.0062461i,-0.0082656+0.011283i,-0.0038528-0.0012524i,0.0033348+0.0020364i,0.0099176+0.0014714i,-0.00074937-0.0013323i,0.0028775+0.005822i,0.0025225-0.00034569i,0.00035916-0.0059311i,-0.00089122-0.0025499i,0.0019601+2.5765e-05i,-0.00923-0.00092015i,0.0042371+0.0033161i,-0.0086143-0.0020063i,0.0020757+0.00049878i,0.00098638+0.0047472i,-0.0010357-3.6997e-06i,0.0018976-0.0055069i,-0.0022979+0.0015574i,0.0017413+0.0016613i,-0.0045013+0.0031936i,-0.00096327-0.00070194i,-0.0010917+0.0025488i,2.0465e-05-0.00045422i,-0.008761-0.0062499i,0.002524+0.00061121i,-0.0023622+0.00048278i,-0.00088154+0.0025449i,0.004122+0.0019741i,-0.00059689-0.00089305i,0.00093746-0.0018279i,-0.0023855-0.0035588i,0.0034573+0.0044549i,0.0032039-0.00012128i,0.018787-0.01199i,-0.020844+0.022121i,0.0074738+0.02265i,-0.0040673-3.5707e-05i,0.0050642-0.0058989i,0.0022048-0.001631i,-0.0017732+0.007288i
0.012548-0.0084676i,0.017637-0.043926i,-0.024091-0.0247i,-0.011204-0.00090706i,-0.018481+0.0090525i,-0.023838+0.008965i,-0.014825-0.0125i,0.0010977-0.039346i,-0.0071699-0.017113i,-0.0037542-0.0058524i,-0.00037119+0.000802i,0.0015415+0.0012055i,0.00084546-0.00012318i,0.0002981+0.00024241i,0.00067485-0.00040974i,-0.0035413-0.002218i,0.0030083+0.0013161i,0.0028389+0.0014338i,0.00050654-0.0010796i,-0.00054909-0.00032415i,-0.00026336-0.0013168i,0.0020997+0.00061907i,-0.00025134-0.0011738i,-0.0011421-0.0028392i,-5.968e-05-0.001488i,0.00061779+0.00021144i,0.00081128-0.000741i,-7.2254e-05-0.00067726i,0.00052944-0.00048552i,0.00011722+0.00077456i,-0.0018925+0.0013109i,-0.0014354-0.0008219i,-0.00069469+0.00018557i,-0.00013526-0.00080073i,-0.0023495-0.0001346i,-0.0042767-0.0025968i,-0.00073232-0.0015091i,-0.00047129-2.9432e-05i,-0.00041139-0.00043409i,-0.00048691+0.0052955i,-0.00031848-0.001189i,0.00037557-0.0016056i,-0.00020659+0.0010375i,-8.9345e-05-0.0039506i,0.011164-0.0065464i,0.022309-0.0064111i,0.027639-0.024172i,-0.002704-0.030389i,0.0036734-0.011276i,-0.010747-0.027264i,0.015277-0.032813i,0.0094547-0.029064i,0.014286-0.0099266i,0.015735-0.0085769i,-0.0060852+0.0010644i,0.0070183+0.003626i,-0.0035827+0.013464i,-0.0044943+0.00028119i,0.0040337+0.0020214i,0.0090519-0.0007392i,-0.0014577-0.0014431i,0.0040896+0.0070039i,0.0019538-0.0014978i,-0.0010661-0.0050929i,-0.0020546-0.001801i,0.0019411-0.0008321i,-0.00741+0.0020093i,0.0054161+0.00089986i,-0.008382+0.001608i,0.0014139+0.00063522i,0.0028829+0.0036456i,-0.0010442+0.00036261i,-0.0013794-0.0063091i,-0.0018421+0.0015133i,0.00021731+0.00045399i,-0.0031267+0.004324i,-0.0017231+0.00013935i,-0.00083613+0.0027032i,-0.00060876-0.00022243i,-0.0098962-0.0027478i,0.0015599-0.00035793i,-0.002637+0.00055253i,1.3326e-05+0.002282i,0.0043218-0.00018808i,-0.00021495-0.00070974i,0.0014194-0.0022808i,-0.0031497-0.003225i,0.0051238+0.0040979i,0.0031821-0.00024298i,0.016188-0.014591i,-0.016854+0.028603i,0.0092859+0.019911i,-0.0077997+0.00091754i,0.0016535-0.0045172i,0.0021241-0.0023876i,-0.0023936+0.0061418i
0.010773-0.010106i,0.010432-0.047006i,-0.026958-0.02051i,-0.01194+0.00078076i,-0.017238+0.011829i,-0.021083+0.012343i,-0.016864-0.0099552i,-0.0052472-0.03962i,-0.010951-0.01651i,-0.0045062-0.0050005i,6.0036e-05+0.00043865i,0.0020779+0.00044715i,0.0011542-0.00029433i,0.00088915-0.00027777i,0.00046088-0.00080451i,-0.0036888-0.0016966i,0.0035216-0.00040962i,0.0029672+0.00046132i,-0.00011236-0.0011232i,-0.00023988-0.00018093i,-0.00067026-0.0010402i,0.0021114-0.00041266i,-0.00058561-0.0011398i,-0.0015042-0.0028917i,-0.00058053-0.0015301i,0.00070865-1.6358e-05i,0.00046046-0.00096617i,-0.00019509-0.00048999i,0.00037508-0.00045977i,0.00085867+0.00077999i,-0.0012067+0.0020562i,-0.0016667-0.00033841i,-0.00028299+0.00036456i,-0.00034461-0.00069736i,-0.0017346+0.00063595i,-0.0042566-0.0014724i,-0.0010578-0.0009663i,-0.00032195+0.00026602i,-0.00051162-0.00042764i,0.0013951+0.0051521i,-0.00048613-0.0010265i,-0.00011383-0.001795i,0.00051262+0.0006112i,-8.8348e-05-0.0040206i,0.0088915-0.0089444i,0.020337-0.0090221i,0.022923-0.026873i,-0.0081154-0.027135i,0.0031744-0.012715i,-0.016166-0.022309i,0.0093232-0.037192i,0.0048771-0.032784i,0.01459-0.013483i,0.010477-0.012305i,-0.0058822+0.0044578i,0.0072202+0.00070542i,0.00076987+0.013324i,-0.0043749+0.0021727i,0.0053288+0.0014915i,0.0077165-0.0024911i,-0.0024093-0.0014369i,0.0068184+0.0071738i,0.00099824-0.0014792i,-0.0019969-0.0042569i,-0.0025884-0.00069656i,0.0018687-0.0015003i,-0.0057537+0.0036761i,0.0053509-0.0019679i,-0.0066913+0.0044819i,0.0021552+0.0010893i,0.0037197+0.0021042i,-0.00090137+0.00035163i,-0.0046387-0.0054875i,-0.0018702+0.0014704i,-0.00063734+0.001124i,-0.0014867+0.0050017i,-0.001544+0.00096426i,-0.00053712+0.0032979i,-0.00087192-0.00010527i,-0.010031+0.00034891i,0.0005883-0.00063305i,-0.0032961+0.0012741i,0.00015627+0.0018922i,0.0037554-0.0025664i,-0.00016308-0.0012969i,0.0014653-0.0031026i,-0.0040044-0.0024104i,0.00646+0.0027614i,0.0033573-0.00053204i,0.013178-0.01642i,-0.0091492+0.032653i,0.011024+0.016618i,-0.010076+0.0037661i,0.00016725-0.0016281i,0.0014467-0.0023874i,-0.0030818+0.005693i
