-0.0078471-0.038882i,-0.012956-0.042816i,0.0016168-0.045791i,-0.027417-0.027313i,-0.020169+0.014326i,-0.03297-0.031349i,-0.060916-0.059002i,-0.022758-0.072427i,-0.034268-0.049738i,0.0014945+0.014998i,-0.007469+0.010302i,-0.014686+0.013223i,0.001871+0.016175i,-0.0039869-0.0034691i,0.00077858+0.0061746i,0.00064812+0.037358i,0.019324+0.058256i,0.00093377-0.00058138i,-0.0051726-0.0082201i,0.0082004+0.0046092i,0.0019263+0.00076735i,-0.00086984+0.0036766i,1.8967e-06-0.00133i,-0.034908-0.008656i,-0.0023975-0.0073497i,-0.0001885+0.0043254i,0.0046137+0.00022072i,0.00014024+0.0010503i,-0.00026976-0.0010078i,-0.00012871-0.0026154i,-0.0011759-0.005946i,-0.0024774-0.0038168i,-0.00061581-0.0082411i,0.0032694-0.0015769i,0.0030889-0.0024101i,-0.00030749+0.034126i,0.0061579-0.0041621i,0.003633-0.002342i,0.0049601+0.00033112i,-0.013614-0.004278i,-0.00029494+0.00038735i,0.0098574-0.00084094i,0.0059577-0.00052555i,-0.0033389+0.0041054i,0.0031711+0.0027665i,-0.0041466+0.0079883i,0.013453-0.087078i,-0.007178-0.048877i,-0.024935-0.038913i,-0.020324-0.041306i,0.062558-0.018178i,0.026235-0.061898i,0.038222-0.045768i,0.02885-0.057579i,0.019063-0.015707i,0.0087695+0.0097767i,0.024141-0.033368i,-0.0076936-0.0049638i,0.0020417-0.0032673i,-0.0051922-0.0062198i,0.0011953-0.031894i,-0.024047+0.031106i,0.0077804-0.010391i,-0.011022-0.0014465i,-0.0051489-0.0011399i,-0.0011147-0.014087i,-0.010488+0.0044542i,0.0040194+0.0079745i,-0.010332+0.031198i,0.0059289+0.0074899i,-0.005414-0.0016488i,-0.0017416-0.0017494i,-0.010972-0.0074312i,0.0010545-0.0034624i,-0.034729+0.0053917i,0.0022245-0.012633i,-0.0090642-0.0022776i,-0.0060402-0.0029501i,0.0063429+0.0015655i,-0.0096711+0.0015544i,0.00086061+0.00011026i,0.0051486+0.0088474i,0.0044316+0.00060513i,-0.0091084-0.0098955i,0.0024227+0.0087283i,-0.018953+0.0066434i,0.0068185+0.0032824i,-0.028948-0.0080508i,-0.033723+0.0030136i,0.024196-0.077787i,0.011872-0.010166i,-0.044055-0.026537i,-0.022202-0.0028678i,0.017869+0.012406i,-0.026706+0.012718i,-0.011286-0.008056i
0.0099411+0.01359i,0.039222-0.0099113i,0.024986-0.03195i,-0.002781-0.012813i,-0.0082858-0.016304i,-0.0085739-0.022605i,0.015377-0.016519i,0.028409-0.012708i,0.0085879-0.015932i,0.0061505-0.00084023i,0.00192-0.0031964i,-0.0017352-0.0015606i,0.0016934-0.002699i,-3.6273e-05-0.0017192i,-0.0018334-0.0016664i,0.0051349-0.0055226i,-0.0043942+0.00097713i,-0.0020326-0.00012909i,0.00102+0.00041195i,0.0013448+0.0013698i,0.00017363+0.0023772i,-0.00061745+0.00071845i,0.0014595+0.001915i,-0.00029556+0.0047949i,-0.00057024+0.000682i,-0.00060821+0.0015014i,-0.0012596+0.00020979i,0.00057272-0.00040754i,-0.00021921+0.00023234i,-0.00048336-0.00062961i,0.0017897-0.00089666i,0.0019898+7.9077e-06i,0.0015046-0.00011561i,9.1843e-05-0.00085812i,0.001273+0.0007236i,0.0048552-0.0029159i,-0.00098128+0.0012758i,0.00043801+0.00013994i,-0.00015033-0.00039806i,-0.0012779-0.0012789i,0.00211+0.001059i,0.0019224+0.0010284i,0.0019228-0.0076917i,0.0022359+0.0012283i,0.0096171+0.013434i,0.015527+0.025066i,0.041123+0.017818i,0.02597+0.0027768i,0.00040289-0.016538i,0.018811-0.0027144i,0.021985+0.016032i,0.017738+0.017786i,0.018178+0.023381i,-0.0069584+0.031692i,0.0014652-0.0056467i,0.0018498-0.0036336i,0.0044304-0.0064624i,0.0091114-0.0017339i,0.0012846+0.0041497i,-0.010203+0.0073567i,-0.0048846-0.007404i,0.0025533+0.014571i,-0.0028554-0.0017444i,0.00057694+0.0023197i,-0.00080538+0.0011662i,0.0016098-0.0034824i,0.0063925-0.0019874i,-0.0034223-0.00014496i,0.0043389-0.0016416i,-0.0065503+0.00031669i,-0.001936+0.00082643i,0.00033267+6.469e-06i,-0.0059654-0.0018395i,-0.0035471-0.0025233i,-0.01438-0.010993i,0.0031231-0.0026261i,-0.003375+0.0010027i,-0.00078063+0.0016554i,-0.0045903+0.003102i,0.005815+0.0018054i,-0.0086192-0.0015119i,-0.0011053-0.0048779i,-0.0026538-0.00055075i,-0.0050897-0.00062493i,0.005355-0.0043292i,0.0036429+0.0018567i,0.0021567-0.0022014i,0.0028148+0.0093075i,0.0058379+0.0019087i,0.027264+0.022087i,-0.022375-0.0018443i,-0.026774+0.015883i,-0.005601+0.014061i,0.00080584+0.00037109i,0.0058825-0.0074131i,-0.0095239+0.0035994i
0.011362+0.012154i,0.036756-0.01633i,0.01856-0.035325i,-0.0054364-0.011446i,-0.012272-0.014993i,-0.012037-0.02056i,0.010576-0.020062i,0.02568-0.017051i,0.005123-0.016278i,0.0056206-0.0024687i,0.00073485-0.0039525i,-0.0018865-0.00078355i,0.00038428-0.0026444i,-0.0001971-0.0015005i,-0.0020749-0.0010508i,0.0037532-0.0066188i,-0.0031805+0.0022914i,-0.0023315+0.00046718i,0.00070019+6.9757e-05i,0.0016933+0.00077984i,0.00098757+0.0023817i,-0.00041243+0.0011686i,0.002036+0.0013311i,0.0022575+0.0040714i,9.3789e-05+0.00092735i,0.00015823+0.001436i,-0.00095897+0.00095337i,0.0005039-0.00029771i,-4.7185e-05+0.00053593i,-0.0003305-3.495e-05i,0.0011965-0.0017128i,0.0019702-0.00080987i,0.001479-0.00060506i,-0.00033569-0.00062644i,0.0019254+0.00020639i,0.0038639-0.0038666i,-0.00041974+0.0017587i,0.00038444-5.3724e-05i,0.0002379+0.00015235i,-0.0022284-0.0014724i,0.0020777+0.00026985i,0.0020281+0.00010823i,1.1872e-05-0.006633i,0.0033969+0.00055612i,0.011799+0.011827i,0.019018+0.02263i,0.042341+0.011165i,0.026013-0.0032471i,-0.0034334-0.013008i,0.020954-0.0068512i,0.026116+0.010417i,0.021457+0.0097543i,0.018882+0.014007i,0.00089432+0.028853i,-0.00018169-0.005433i,-0.0012862-0.0035547i,0.001671-0.0080607i,0.0063767-0.0043577i,0.0020268+0.0034079i,-0.0056601+0.010826i,-0.0060005-0.0036854i,0.0051861+0.01269i,-0.0034778-0.00063443i,0.0017998+0.0028863i,0.00034617+0.001441i,-0.00045245-0.0035254i,0.0064071-0.0055471i,-0.0036952+0.00053738i,0.0042797-0.0036169i,-0.0057604+0.0030785i,-0.0015556+0.00012633i,-1.7265e-05-0.00062906i,-0.0052187+0.0015773i,-0.0038877-0.0015542i,-0.015763-0.0042122i,0.0013808-0.0034048i,-0.0023381+0.0017283i,-0.0011606+0.00088433i,-0.0030168+0.0042526i,0.007139-0.00048309i,-0.0082493+0.0019865i,-0.0026133-0.0041892i,-0.0022038-0.00016299i,-0.0046366+0.0013514i,0.0023838-0.0050726i,0.0044308+1.704e-05i,0.0018573-0.0023527i,0.00486+0.0074947i,0.0047422+0.00077197i,0.027695+0.014623i,-0.021521+0.002749i,-0.024819+0.022822i,-0.0029803+0.0119i,0.0020996+0.0033754i,0.003631-0.0070263i,-0.01096+0.0054828i
0.013251+0.010141i,0.032834-0.022524i,0.011469-0.037092i,-0.0071609-0.0096366i,-0.016144-0.012712i,-0.015077-0.018067i,0.0053954-0.022069i,0.022628-0.021022i,0.0016577-0.01613i,0.0044984-0.003729i,-0.00092889-0.0040956i,-0.0017829+3.7319e-05i,-0.00057674-0.0020539i,-0.00026904-0.0013337i,-0.0024419-0.00042692i,0.0021842-0.007205i,-0.0015608+0.002539i,-0.0024581+0.0013881i,0.00038708+0.00020589i,0.0016713-2.3512e-05i,0.0018383+0.0017573i,-0.00020966+0.001261i,0.0023053+0.00055487i,0.003967+0.0023881i,0.00099207+0.00076827i,0.00069692+0.0011048i,-0.00034933+0.0013054i,0.00031869-0.00023367i,0.00022756+0.00062695i,3.6519e-05+9.3822e-05i,0.00034826-0.0020985i,0.0014843-0.0016227i,0.001065-0.0011981i,-0.00032068-0.00026282i,0.0021597-0.0010548i,0.0027835-0.0045892i,0.00054288+0.0018072i,0.00027905-0.00010739i,0.00066313-2.0105e-05i,-0.0030602-0.0008006i,0.0019928-0.00039308i,0.0016922-0.00063214i,-0.0011854-0.0056065i,0.0037954-0.00088946i,0.013805+0.0092822i,0.023133+0.019402i,0.043034+0.0044102i,0.024385-0.0087554i,-0.0049815-0.0090799i,0.022361-0.012157i,0.028338+0.0037966i,0.023595+0.0025176i,0.016785+0.0074501i,0.0063748+0.025848i,-0.0020242-0.0045735i,-0.0037733-0.0017409i,-0.0022564-0.0084586i,0.0030272-0.0050357i,0.0021015+0.0026347i,-0.0013695+0.011657i,-0.0051866-0.00091465i,0.0064786+0.0099596i,-0.004024+0.0017031i,0.0032552+0.0026915i,0.0010044+0.00093784i,-0.0019159-0.0024511i,0.0045896-0.0077799i,-0.003154+0.0013945i,0.0032708-0.0049972i,-0.0027506+0.0045936i,-0.001938-0.00020615i,-0.00059704-0.00060457i,-0.0034616+0.0033481i,-0.0036537-0.00029179i,-0.014636+0.0016691i,0.00013182-0.0038664i,-0.0013463+0.001907i,-0.0014562+0.0011004i,-0.00078545+0.0041028i,0.007065-0.0036877i,-0.0063029+0.0047012i,-0.0037883-0.0029337i,-0.0021343-8.6126e-05i,-0.0036181+0.0025114i,0.00073392-0.004324i,0.0037343-0.0016093i,0.0019338-0.0027068i,0.0050313+0.004529i,0.0037524+0.00027824i,0.02772+0.0091686i,-0.019207+0.0063117i,-0.019331+0.028956i,-0.0021181+0.0098912i,0.0050648+0.0042048i,0.0014425-0.0056648i,-0.010303+0.0082409i
0.014456+0.0072328i,0.027795-0.02729i,0.004982-0.037631i,-0.0079158-0.0082102i,-0.019185-0.0088534i,-0.017546-0.015191i,-0.00011643-0.022569i,0.018867-0.024786i,-0.00088354-0.01532i,0.003088-0.0044728i,-0.002607-0.0029698i,-0.0012537+0.00042155i,-0.00089132-0.0012043i,-0.0004307-0.0014833i,-0.0023342+0.00066126i,0.00039476-0.007294i,-0.00084776+0.0021591i,-0.0020302+0.0026918i,0.0005576+0.00061868i,0.0012978-0.000647i,0.0022929+0.0008212i,-0.00015168+0.0014331i,0.0021677-0.00017788i,0.0045665-0.0001558i,0.0017145-2.2553e-05i,0.00095012+0.00071999i,0.00024239+0.0013488i,0.00045503-0.00023777i,0.00051825+0.00050346i,0.00017068-6.7421e-05i,-0.00046218-0.0021546i,0.0006684-0.0019924i,0.00059782-0.0015107i,-0.00022432-0.0003157i,0.0014994-0.0025464i,0.0016349-0.0050116i,0.0014397+0.0012059i,0.00032028-0.00012695i,0.00073858-0.0002984i,-0.003534+0.00020398i,0.0016125-0.00094007i,0.0011257-0.00093068i,-0.0020176-0.0044848i,0.0033441-0.0018707i,0.015431+0.0056739i,0.027009+0.013995i,0.042768-0.0024329i,0.022096-0.013097i,-0.00398-0.0050222i,0.021805-0.019057i,0.028769-0.0030505i,0.024169-0.0055201i,0.014495+0.0033646i,0.012276+0.022023i,-0.002893-0.0029619i,-0.0050391+0.0010306i,-0.0064331-0.0073893i,0.00065849-0.004513i,0.0020172+0.0025646i,0.0020858+0.011247i,-0.0036873+0.00095235i,0.0067467+0.0069208i,-0.0018132+0.0042376i,0.0048847+0.0016926i,0.0017208+0.0004521i,-0.0025991-0.0010185i,0.0023228-0.0094699i,-0.0022989+0.0016842i,0.0017816-0.0065476i,-0.00053712+0.0038536i,-0.0026966-7.2949e-05i,-0.00070404-0.00048265i,-0.0014066+0.0046657i,-0.0030538+0.00046447i,-0.011425+0.0064113i,-0.001584-0.0042998i,-0.0002957+0.0015682i,-0.0015895+0.0010536i,0.00048204+0.0031476i,0.0056748-0.0068319i,-0.0031705+0.0062498i,-0.0037525-0.0012527i,-0.002313+0.00020859i,-0.0027457+0.0035158i,-0.00028213-0.0035425i,0.0026255-0.0020387i,0.0016703-0.0035435i,0.0038348+0.0036049i,0.0032665+0.0001548i,0.026991+0.0037119i,-0.017122+0.0071121i,-0.011559+0.031777i,-0.0011577+0.0091548i,0.0071558+0.0036303i,0.00071495-0.0036348i,-0.0083029+0.010105i
0.014765+0.0041273i,0.022205-0.030728i,-0.0014775-0.037286i,-0.0089632-0.007462i,-0.02025-0.004755i,-0.01953-0.011978i,-0.0050068-0.021488i,0.014516-0.027405i,-0.0021708-0.014316i,0.0016257-0.0045213i,-0.0031143-0.0013129i,-0.0010494+0.00059701i,-0.00085854-0.00053143i,-0.0010877-0.001217i,-0.0015125+0.0015296i,-0.0014593-0.0066946i,-0.00032886+0.0022991i,-0.00063116+0.0035711i,0.00092728+0.00049975i,0.00070497-0.0010342i,0.0022771-0.00014551i,0.00027206+0.0014989i,0.0018953-0.0008323i,0.0034549-0.002408i,0.001551-0.0013262i,0.0010925+0.00033253i,0.00078855+0.0012136i,0.00060399-0.00043476i,0.00064197+0.00021856i,-1.3704e-05-0.00026877i,-0.0012511-0.0018807i,-6.7373e-05-0.0019844i,-8.8362e-05-0.0015778i,-0.00033108-0.00017681i,-0.00030643-0.0029411i,0.00052128-0.0050964i,0.0017604+0.00031991i,0.00029497-0.00042795i,0.00084451-0.00063379i,-0.0037085+0.0013127i,0.0011066-0.001383i,0.00067011-0.00086464i,-0.0025973-0.0034276i,0.0028199-0.0025144i,0.016614+0.0017807i,0.028973+0.0072861i,0.041351-0.0092206i,0.01981-0.017741i,-0.00058691-0.0021567i,0.018499-0.026057i,0.027625-0.0091044i,0.021819-0.012928i,0.011901+0.0015602i,0.01706+0.016277i,-0.0029279-0.0023857i,-0.0046266+0.0043811i,-0.010315-0.0040235i,-0.00098901-0.0036265i,0.0022588+0.002477i,0.0051088+0.010173i,-0.0019381+0.0015063i,0.005719+0.0049798i,0.0013367+0.0036091i,0.0061226-0.00048582i,0.0021549-0.00055464i,-0.0022709+0.00090373i,-0.0010362-0.011177i,-0.002343+0.0022874i,-0.00043524-0.0075166i,-0.00020677+0.0033207i,-0.0032684+0.00084208i,-0.00080893-0.00037349i,0.0021349+0.0047652i,-0.0026748+0.00029346i,-0.0066052+0.00916i,-0.0039915-0.0037305i,0.00029933+0.00073788i,-0.0014599+0.0013808i,0.0011541+0.0020289i,0.0030282-0.009303i,-0.00010295+0.0057974i,-0.0029158-0.00049558i,-0.0021308+0.00068222i,-0.0012656+0.0045094i,-0.0011161-0.0025849i,0.0017474-0.0021219i,0.00059946-0.0041146i,0.0032205+0.003392i,0.0028405-4.5859e-05i,0.025286-0.00078505i,-0.018408+0.0068956i,-0.0046936+0.030546i,0.0004829+0.0075102i,0.0086881+0.0019093i,0.0010606-0.0021634i,-0.0056907+0.010869i
0.014549+0.0013298i,0.016635-0.032945i,-0.0076445-0.035879i,-0.0099647-0.0061455i,-0.020636-0.0011845i,-0.020747-0.0086154i,-0.0088715-0.019787i,0.010046-0.029746i,-0.0029962-0.014463i,0.00068212-0.0040095i,-0.0026691+6.628e-05i,-0.00071585+0.00099866i,-0.00072012+6.7878e-05i,-0.0012666-0.00042142i,-0.00054592+0.0016679i,-0.0026887-0.005343i,0.00082076+0.0023418i,0.00091705+0.003319i,0.0011113+0.00027008i,0.00014193-0.0010135i,0.0019486-0.00094038i,0.00060109+0.0014168i,0.001344-0.0013966i,0.0018244-0.0034503i,0.00058659-0.001996i,0.001047+2.612e-05i,0.0013823+0.00084358i,0.00043921-0.00070088i,0.00066691+2.5365e-05i,-0.00027974-9.0033e-05i,-0.0019452-0.0012665i,-0.00078415-0.0017376i,-0.00067279-0.0012247i,-0.00013666-8.7946e-05i,-0.0011448-0.002289i,-0.00055617-0.0050664i,0.0017874-0.00021654i,-4.7281e-05-0.00056496i,0.00059063-0.0010822i,-0.0034136+0.0026019i,0.00055878-0.0015171i,0.00049065-0.00077256i,-0.0028202-0.0022602i,0.0021228-0.0031548i,0.016241-0.0033527i,0.028989+0.00040668i,0.038869-0.015786i,0.015291-0.022409i,0.004215-0.0031683i,0.01228-0.031552i,0.025793-0.014233i,0.0184-0.018254i,0.01109+0.0020939i,0.019202+0.0089461i,-0.0037087-0.0020441i,-0.0020538+0.00688i,-0.012125+0.0010798i,-0.0023162-0.0026161i,0.0025142+0.0023645i,0.0069862+0.0082277i,-0.00074391+0.00089895i,0.0046966+0.003868i,0.0020523+0.0019821i,0.0055797-0.0033686i,0.0017431-0.002156i,-0.00024487+0.0020849i,-0.0060846-0.0097402i,-0.0014853+0.0039232i,-0.0038721-0.0073597i,0.0012257+0.0033441i,-0.0034031+0.0023414i,-0.00086333-0.00019431i,0.005202+0.001348i,-0.0026536+0.00040978i,-0.00096299+0.0084022i,-0.0059014-0.001509i,0.00024499-0.00020946i,-0.0015119+0.0014227i,0.0014488+0.00094733i,-0.00096542-0.010768i,0.0021448+0.0040364i,-0.0026191-0.00061798i,-0.0020961+0.0011587i,0.00098533+0.0044518i,-0.00095651-0.0015782i,0.0011958-0.0017354i,-0.00047595-0.0041641i,0.0029259+0.0036726i,0.0023189-0.00011381i,0.02331-0.0040366i,-0.020765+0.010297i,0.00029203+0.028262i,0.0010438+0.0046194i,0.0094733-0.00034898i,0.0015247-0.0018869i,-0.0030569+0.010156i
0.013826-0.0013964i,0.011263-0.034245i,-0.013168-0.033454i,-0.010455-0.0049996i,-0.020411+0.0025555i,-0.021412-0.0052519i,-0.012214-0.017924i,0.0049901-0.031589i,-0.0044918-0.015621i,0.0003073-0.0035578i,-0.0019667+0.0010119i,-0.00017131+0.0012982i,-0.00019888+0.00048583i,-0.00094382+0.00018518i,0.00018227+0.0014869i,-0.0030626-0.0040106i,0.0017355+0.0016665i,0.0019822+0.0026855i,0.0013264+5.5075e-05i,-0.00022318-0.00072755i,0.0012984-0.0015547i,0.00091289+0.0014857i,0.00071954-0.0014606i,0.0002726-0.0035749i,-0.00020944-0.0019897i,0.0009891-0.00021152i,0.0016689+0.00019567i,0.00020803-0.00080338i,0.0005773-0.00023221i,-0.00023279+0.00021578i,-0.0022373-0.00047543i,-0.0012891-0.001153i,-0.00088457-0.00085741i,0.0001063-0.00010496i,-0.0015469-0.0018326i,-0.0015198-0.0046433i,0.0018641-0.00098798i,-0.00033294-0.00039402i,-9.3437e-05-0.0011858i,-0.0026138+0.0037912i,0.00013006-0.0015308i,0.00032609-0.00078406i,-0.0027094-0.0012659i,0.001251-0.0033729i,0.013793-0.0078819i,0.027036-0.0057567i,0.035048-0.021591i,0.0093165-0.024881i,0.0067437-0.0070818i,0.005004-0.034426i,0.023896-0.019198i,0.015033-0.023057i,0.013147+0.0016968i,0.019629+0.0025624i,-0.005062-0.0015126i,0.0013007+0.0072968i,-0.011118+0.0068286i,-0.0031531-0.001464i,0.0029889+0.0022917i,0.0084673+0.00655i,-0.00045683+0.00010456i,0.0032371+0.0038996i,0.002318+0.0012638i,0.0034738-0.0053975i,3.4108e-05-0.0028968i,0.0014403+0.0013335i,-0.0088066-0.0054182i,0.001091+0.0043366i,-0.0063703-0.0048561i,0.0023652+0.0021821i,-0.0025402+0.0040757i,-0.00085262-0.00017412i,0.0047216-0.002782i,-0.0026079+0.0010691i,0.0018909+0.0049188i,-0.0058891+0.00095563i,-0.00052404-0.00093428i,-0.0015101+0.0019698i,0.0011053-0.00035724i,-0.0058263-0.0098416i,0.0025769+0.0016731i,-0.0029794-0.00062576i,-0.00167+0.0020561i,0.0028233+0.0033573i,-0.00046722-0.001603i,0.0012073-0.0011466i,-0.0013946-0.003951i,0.0027121+0.0042185i,0.0019724-0.00010288i,0.022496-0.0070481i,-0.020894+0.015587i,0.0039827+0.025258i,-0.00013273+0.0015097i,0.0086403-0.0034582i,0.0013955-0.0013127i,-0.0017433+0.0083032i
0.012356-0.0036304i,0.0061133-0.034858i,-0.018205-0.030303i,-0.010969-0.0042656i,-0.019184+0.0058372i,-0.021511-0.0019975i,-0.015363-0.015558i,-0.00064365-0.032389i,-0.0071359-0.016633i,4.7453e-05-0.003503i,-0.00095556+0.0015798i,0.00059175+0.0011475i,0.0004307+0.00064109i,-0.00048894+0.0004606i,0.00080756+0.0011139i,-0.0030538-0.0031036i,0.002313+0.00093397i,0.0028076+0.0017156i,0.00144-0.0004932i,-0.00023304-0.00047065i,0.00036302-0.0016644i,0.0015125+0.0013706i,0.00028671-0.0014448i,-0.0008378-0.0032699i,-0.00084534-0.001808i,0.00087138-0.00054308i,0.0015246-0.00049689i,3.8814e-05-0.00086915i,0.00045886-0.000156i,-0.00012555+0.00037907i,-0.002307+0.00032795i,-0.0013736-0.00050975i,-0.00088617-0.00054816i,6.7335e-05-0.00038522i,-0.0022834-0.0011996i,-0.0023275-0.0039135i,0.0013495-0.0017429i,-0.00041655-0.0001326i,-0.0005253-0.00067278i,-0.0014981+0.0045959i,-0.00048832-0.0013622i,5.0724e-05-0.00087017i,-0.0021993-0.00051039i,0.00051852-0.0030966i,0.010295-0.010627i,0.023719-0.010557i,0.030321-0.026107i,0.0035095-0.025211i,0.0068818-0.010605i,-0.0026935-0.035307i,0.021371-0.024753i,0.010788-0.027221i,0.015542-0.0011221i,0.018567-0.0042963i,-0.0066312-0.0001274i,0.0040511+0.0061065i,-0.0074346+0.01089i,-0.0035155-0.00048497i,0.0033133+0.0020131i,0.0099792+0.0042134i,-0.00070887-0.00034434i,0.0031142+0.0051318i,0.0030628+0.00016469i,0.0010315-0.0056901i,-0.0012136-0.0024482i,0.002074+0.00016304i,-0.0090443-0.0012416i,0.0032365+0.0032425i,-0.0073837-0.0019301i,0.0020991+0.0010237i,-0.00057707+0.0050749i,-0.0011159-0.00013224i,0.0020354-0.0054072i,-0.0021296+0.0014429i,0.0018616+0.001526i,-0.0050958+0.002996i,-0.0016439-0.00092574i,-0.0011065+0.0021994i,-5.1302e-05-0.0007538i,-0.008803-0.0065831i,0.0019332+0.00013742i,-0.0034072-0.000372i,-0.00048395+0.0021852i,0.0039276+0.0015226i,-0.0006716-0.001395i,0.0019882-0.0010231i,-0.0020992-0.0031228i,0.0040249+0.0054938i,0.0014933+4.9334e-05i,0.020543-0.010881i,-0.019241+0.020756i,0.0066349+0.022066i,-0.0032144-0.00030263i,0.0052848-0.0049834i,0.0019867-0.0011998i,-0.0020627+0.006716i
0.010883-0.0051332i,0.0010942-0.035138i,-0.022343-0.026217i,-0.01185-0.0035056i,-0.017839+0.0082124i,-0.021252+0.0013226i,-0.017787-0.012604i,-0.0060811-0.03196i,-0.010555-0.016641i,-0.00023184-0.003409i,0.00015179+0.0014062i,0.001127+0.00084159i,0.00097614+0.00058682i,-3.9727e-05+0.00064986i,0.0010528+0.00054454i,-0.0029058-0.0027187i,0.0031066-0.00011222i,0.0030977+0.00047195i,0.0011209-0.0011741i,-0.0001101-0.00029262i,-0.00027796-0.0014779i,0.0021743+0.00069712i,-2.3464e-05-0.0014328i,-0.0013862-0.0028974i,-0.001549-0.0015258i,0.00070088-0.00083712i,0.0011472-0.00090733i,-0.00012601-0.00060555i,0.00045098-4.3713e-05i,6.1199e-05+0.00062767i,-0.0021268+0.0011524i,-0.0012606-9.6051e-05i,-0.0010493-0.00023984i,-0.00017389-0.00031424i,-0.0025228+1.3856e-05i,-0.0027403-0.0030295i,0.00054076-0.0020198i,-0.00047996+0.00015739i,-0.00038611-0.00040297i,-0.00018452+0.0050237i,-0.00071948-0.00098804i,-8.515e-05-0.00085682i,-0.0016967-9.0373e-05i,0.00025949-0.0029713i,0.0071345-0.011875i,0.020583-0.013275i,0.025583-0.029411i,-0.0014139-0.024084i,0.0054223-0.01355i,-0.010417-0.033378i,0.017183-0.030006i,0.0063986-0.030154i,0.016605-0.0049839i,0.01469-0.010068i,-0.0077645+0.0024427i,0.0057363+0.0039443i,-0.0029258+0.012889i,-0.0040146+0.00073968i,0.0037558+0.0018475i,0.010481+0.0014496i,-0.0011861-0.00071677i,0.0045264+0.0064579i,0.0025906-0.0012622i,-0.00074352-0.0049658i,-0.0021529-0.0016023i,0.0020618-0.00081501i,-0.0073824+0.0018667i,0.0046108+0.0014028i,-0.0070251+0.0011451i,0.0016187+0.00082757i,0.0016986+0.0047555i,-0.0011791+0.00029968i,-0.0011586-0.0061665i,-0.0017634+0.0011761i,-3.2403e-06+1.4192e-05i,-0.0036996+0.0046026i,-0.0024441+4.0574e-05i,-0.00094261+0.0023898i,-0.00072375-0.00054184i,-0.010036-0.0031468i,0.0010008-0.00071493i,-0.0040191+0.00019691i,0.00032842+0.0017346i,0.0040823-0.00065266i,-0.00050066-0.0011965i,0.0027476-0.0018796i,-0.0026092-0.0028977i,0.0060143+0.0046865i,0.0014284+0.00053621i,0.018246-0.013594i,-0.015607+0.026593i,0.0083492+0.019185i,-0.0066545+0.00027889i,0.0022893-0.0036598i,0.0020701-0.0017882i,-0.0027923+0.0059927i
0.009673-0.0064091i,-0.0041133-0.035213i,-0.025507-0.022272i,-0.012813-0.0022472i,-0.016534+0.010946i,-0.02003+0.0045543i,-0.019555-0.0093978i,-0.011521-0.031253i,-0.014403-0.015647i,-0.00054298-0.0035742i,0.00083621+0.00077502i,0.0016308+0.00024228i,0.0015843+0.00028705i,0.00068929+0.00037631i,0.001016+5.6862e-05i,-0.0030184-0.0024923i,0.003097-0.0018574i,0.0027323-0.00056742i,0.00050756-0.0013852i,0.0001427-0.00029339i,-0.00080831-0.0011462i,0.0022602-0.00024298i,-0.00045507-0.0013124i,-0.0017421-0.0028119i,-0.0020713-0.00092061i,0.00035861-0.0010485i,0.00069034-0.0012262i,-0.00020821-0.00033156i,0.00067368+7.2877e-06i,0.00060069+0.00076747i,-0.0016211+0.0019012i,-0.0011773+0.00026173i,-0.00092423+8.2611e-05i,-0.00018498-0.00023117i,-0.0018294+0.00088724i,-0.0029987-0.0022793i,-0.00017055-0.0019677i,-0.00022483+0.00046405i,-0.00036596-0.00045947i,0.0014004+0.004896i,-0.00073167-0.00070606i,-0.00031084-0.00089638i,-0.0012437-0.00018913i,4.5887e-05-0.0030757i,0.0039471-0.01276i,0.018401-0.015533i,0.020683-0.032004i,-0.005483-0.021687i,0.0041705-0.015343i,-0.017107-0.028625i,0.011772-0.034596i,0.0024189-0.033265i,0.016592-0.0098364i,0.0094215-0.01288i,-0.0071701+0.005994i,0.0063545+0.0014184i,0.0014061+0.012622i,-0.0039017+0.0021435i,0.0046736+0.0013948i,0.0099918-0.0017021i,-0.0020468-0.00086538i,0.0073062+0.0064671i,0.001587-0.0014081i,-0.001789-0.0038733i,-0.0024728-0.00049221i,0.0019367-0.0016013i,-0.0057613+0.0036751i,0.0050326-0.00097608i,-0.0055383+0.0034313i,0.0022402+0.0010586i,0.00317+0.0033957i,-0.00099357+0.00037964i,-0.0043363-0.0054608i,-0.0018656+0.001298i,-0.0012828+0.00062986i,-0.0017026+0.0054292i,-0.0023125+0.0012067i,-0.00069396+0.0030908i,-0.00104-0.00026947i,-0.010392-6.317e-05i,-4.3237e-05-0.0008843i,-0.0044728+0.0016089i,0.00040791+0.001282i,0.0034631-0.0028568i,-0.00055617-0.0018064i,0.0028195-0.0032294i,-0.0034097-0.0022053i,0.007385+0.0029356i,0.0019189+0.00077843i,0.015561-0.015865i,-0.0085195+0.030192i,0.0098512+0.016145i,-0.0090018+0.0023176i,0.00097709-0.0012896i,0.0015217-0.0018362i,-0.0035545+0.0058308i
