-0.022982-0.019119i,-0.032315-0.034224i,-0.022525-0.019837i,-0.032367-0.020517i,-0.024168+0.0038234i,-0.029049-0.017842i,-0.054934-0.048164i,-0.040683-0.04426i,-0.029865-0.018086i,0.0049232+0.0048825i,-0.0041747+0.0067611i,-0.011141+0.011279i,0.0039882+0.0072869i,-0.003795-0.0027816i,0.0028516+0.0018786i,0.0016734+0.028753i,0.023046+0.012806i,-0.00027701-1.961e-05i,-0.0033618-0.0025782i,0.0081864+0.0039355i,0.0019326+0.00067986i,-0.00060048+0.0024135i,-0.00056568+0.00033376i,-0.030595-0.0026044i,-0.0038922-0.0050441i,-0.00017995+0.0024031i,0.0047186-0.00087796i,0.00084566-0.00016247i,-0.00068647-0.00049838i,-0.0011108-0.0018974i,-0.0022949-0.00058035i,-0.0040287-0.004101i,-0.0031039-0.0047172i,0.00065179-0.0012644i,0.00031585-0.0031777i,-0.0053795+0.026472i,0.0015132-0.0031175i,0.0024951-0.0039515i,0.0041606-0.0024442i,-0.0072087-0.001121i,0.00033314+0.0013617i,0.0085938-0.0029531i,-0.0020546+0.00022274i,-0.0032153+0.0009009i,-0.0088405-0.003625i,-0.01851+0.021409i,-0.008127-0.086626i,-0.0021096-0.061422i,-0.020701-0.053742i,-0.010957-0.046246i,0.053635-0.027127i,0.023855-0.066994i,0.039717-0.054023i,0.019918-0.040273i,0.026236-0.02022i,0.011954+0.011967i,0.025402-0.027989i,-0.011591-0.00093664i,-0.0014476-0.00096679i,-0.008309-0.0017346i,-0.0047314-0.030128i,-0.021837+0.026994i,0.0071101-0.0095703i,-0.010945-0.0036058i,-0.0026121-0.0018902i,-0.000513-0.014598i,-0.008268+0.005316i,0.0061048+0.010872i,-0.0092126+0.02965i,0.0059252+0.0077286i,-0.0033603-0.0016115i,-0.0023694-0.0013335i,-0.012922-0.0060068i,0.0006978-0.004498i,-0.032811+0.0022207i,0.003343-0.0087685i,-0.0073192-0.0016554i,-0.0052577-0.0032206i,0.0068203+0.0019775i,-0.010304+0.00021098i,0.0024511-0.00022962i,0.0061464+0.0074561i,0.0056046+0.0011515i,-0.0074658-0.010295i,0.0027282+0.008018i,-0.019958+0.0066265i,0.0035023+0.005569i,-0.021034-0.0091638i,-0.026766-0.0050192i,0.0094208-0.060181i,0.018494-0.015415i,-0.051177-0.027634i,-0.022517+0.0014116i,0.018834+0.010253i,-0.027379+0.011272i,-0.012085-0.0076995i
0.0020171-0.0069774i,0.0075838-0.031643i,-0.015274-0.016654i,-0.010509-0.015473i,-0.011105-0.016415i,-0.010745-0.01243i,0.01481-0.014098i,0.013014-0.016709i,-0.0062589-0.0074109i,0.0036925+0.00013732i,0.0001508+0.00058929i,-0.00077505+0.00064531i,0.0011897-0.00068328i,0.0008121-0.00071188i,-0.0012419-0.0016185i,0.0024609-0.0054929i,-0.0020563+0.0005922i,-0.00069775+0.00016091i,0.00014162-0.00051059i,9.7882e-05+0.0012261i,-0.00020054+0.0013496i,-0.00044218-7.9521e-05i,0.0012369+0.00057276i,-0.0027545+0.0027681i,3.5839e-05+0.00032793i,3.2915e-05+0.00019385i,-0.00072901+0.00027478i,1.3466e-05+0.00025331i,0.0001878+2.3982e-05i,0.00039301-0.00026609i,0.00035925-0.00012962i,0.0010436+0.00055551i,0.00014393-9.4252e-05i,-7.7064e-05-0.00069148i,0.00032888+0.00049854i,0.007633-0.0005771i,0.00031363-0.00014796i,0.00099152+0.00031556i,0.00016756-0.00060955i,0.00074601-0.0014792i,0.00017828+0.00064267i,6.1087e-05-0.00017715i,-0.00026633-0.00096471i,-0.00074761+0.0010284i,-0.0077298-0.0078251i,0.0012307+0.022179i,0.029922-0.00050538i,0.030265-0.0037571i,0.0084181-0.017027i,0.030238+0.0075718i,0.022477+0.029572i,0.026833+0.018901i,0.018103+0.032828i,-0.023021+0.014714i,-0.00052086-0.008781i,0.0025032-0.0050206i,0.0062199-0.0067706i,0.0097229+0.0017192i,0.0030389+0.0054578i,-0.0062514+0.0064879i,-0.0019232-0.0051966i,0.0038268+0.009634i,-0.0033729-0.0012836i,0.00022968+0.0030244i,8.6367e-05+0.00058517i,0.0017808-0.0034314i,0.0065959-0.0015692i,-0.0027794-0.00048794i,0.0043251-0.0012204i,-0.0066988-0.0003001i,-0.0023725-0.00090194i,0.00010554+2.1122e-05i,-0.0048939-0.0022502i,-0.0030157-0.0019083i,-0.011191-0.010278i,0.0024987-0.0018443i,-0.0044395+0.00022106i,-0.0014843+0.001444i,-0.0051547+0.0024695i,0.0051111+0.0013144i,-0.0083525-0.001575i,-0.002115-0.0064964i,-0.0026319-0.0015366i,-0.0059572-0.00054554i,0.006028-0.003073i,0.0046959+0.0017638i,0.0025939-0.0025328i,0.0014085+0.0055305i,0.0030572+0.0017281i,0.010928+0.0066151i,-0.025783+0.0020919i,-0.031695+0.015997i,-0.013851+0.023412i,0.0023972+0.0020311i,0.007399-0.0065243i,-0.014723+0.0083778i
0.00069066-0.0071671i,0.0021427-0.032602i,-0.018017-0.013621i,-0.01306-0.012646i,-0.014291-0.014428i,-0.012029-0.010562i,0.010904-0.017308i,0.010018-0.017942i,-0.0079036-0.0064961i,0.0036051-0.0013206i,0.00056331+0.00024326i,-0.00017091+0.0010046i,0.00073003-0.00092212i,0.00081231-0.00070417i,-0.0013144-0.0012716i,0.001315-0.0053194i,-0.0011757+0.0010006i,-0.00072297+0.00017081i,-0.00015978-0.00052485i,0.00042322+0.0010941i,0.0003037+0.0015267i,-0.00037457+0.00010491i,0.0013534+0.00010576i,-0.000995+0.0031483i,0.00027231+0.00042817i,0.00017715+0.00012209i,-0.00034955+0.00089377i,0.00013212+0.00033776i,0.0001815+4.0887e-05i,0.00045299-0.00016263i,0.00018564-0.00027147i,0.0015982+4.9912e-05i,0.00027869-8.8879e-05i,-0.0004231-0.00045877i,0.00078232+0.00037724i,0.0077256-0.0056085i,0.00011953-2.8789e-05i,0.0010351-0.00010217i,0.00010246-0.00042215i,0.00016661-0.0022373i,0.00047924+0.00061889i,-2.4186e-05-0.00035569i,-0.00071585-0.00030936i,0.00031513+0.0010455i,-0.0086116-0.0059146i,0.0048479+0.022701i,0.029789-0.0047342i,0.029223-0.01001i,0.0033883-0.014375i,0.033105+0.001883i,0.027979+0.024091i,0.029254+0.011467i,0.020497+0.02473i,-0.017137+0.014623i,-0.0025179-0.0074932i,-0.00098715-0.0053161i,0.0029933-0.0087245i,0.0080361-0.0012387i,0.0039855+0.0041682i,-0.002429+0.0090421i,-0.0025717-0.0024685i,0.0050764+0.008069i,-0.0037892-0.00012207i,0.0016135+0.0038219i,0.0010108+0.00048035i,-0.0003634-0.0034124i,0.0067609-0.0052683i,-0.0033169-7.1572e-05i,0.0041014-0.0031189i,-0.0060849+0.0029654i,-0.0019259-0.0016119i,-3.2985e-05-0.00053084i,-0.0044368+0.00066258i,-0.003153-0.0011363i,-0.012745-0.0050546i,0.00089344-0.0023909i,-0.0036456+0.0012799i,-0.0017529+0.0010584i,-0.0035715+0.0041399i,0.0063228-0.00060809i,-0.0078556+0.0017662i,-0.0040822-0.0054226i,-0.0023119-0.0010684i,-0.0055468+0.0015231i,0.0031744-0.0042723i,0.0052559-0.00012467i,0.0022041-0.0026817i,0.0027589+0.0042567i,0.0019498+0.0013823i,0.010417+0.0019878i,-0.024485+0.0077989i,-0.030233+0.023468i,-0.0095555+0.022465i,0.0041031+0.0047453i,0.0046553-0.006508i,-0.014485+0.010726i
-0.00021254-0.0073753i,-0.0037561-0.032656i,-0.019837-0.010149i,-0.014522-0.0095169i,-0.017231-0.011944i,-0.013115-0.0087619i,0.0066286-0.019434i,0.0072632-0.018919i,-0.0095622-0.0049654i,0.0028368-0.0023509i,0.00050858-0.00021008i,0.00047934+0.0011043i,0.00018799-0.00087488i,0.0009293-0.00080325i,-0.0014605-0.0010046i,0.00045928-0.0049935i,-0.00024045+0.0011803i,-0.00095735+0.00025167i,-0.00042224-0.0002883i,0.0006796+0.00076059i,0.001031+0.0012003i,-0.0004152+0.00011408i,0.0012496-0.000395i,0.00063937+0.0027345i,0.00066089+0.00036551i,0.0002943-4.8853e-07i,0.0002833+0.0010133i,0.00016201+0.00036126i,0.00021553+3.8224e-05i,0.00047106-0.00029985i,2.1964e-06-0.00027767i,0.0014094-0.00073538i,0.0002229-0.00023086i,-0.00050636-0.00011306i,0.0010864-0.00029692i,0.004597-0.0042744i,0.00027723+6.6231e-05i,0.00098688-0.00060527i,0.00012945-0.00039711i,-0.00067251-0.0024505i,0.00083258+0.00030244i,-0.00028236-0.00045035i,-0.00068167+0.00016013i,0.00087737+0.000369i,-0.0088915-0.0043832i,0.010112+0.022455i,0.029587-0.0093999i,0.026603-0.015663i,0.00058058-0.010833i,0.035071-0.0046907i,0.031325+0.017651i,0.030837+0.0047853i,0.020566+0.018556i,-0.01326+0.014603i,-0.0041881-0.0056934i,-0.0041864-0.0035054i,-0.0014121-0.0094069i,0.0054862-0.0026465i,0.0040869+0.0027968i,0.0011417+0.0093354i,-0.0017389-0.00083699i,0.0055912+0.006054i,-0.0038987+0.0021826i,0.003169+0.0039134i,0.0012691-0.00025171i,-0.001825-0.0023003i,0.0048686-0.0077036i,-0.003093+0.000845i,0.0035059-0.0043634i,-0.0031069+0.0045982i,-0.0027252-0.0015856i,-0.00048429-0.00069727i,-0.0030396+0.0022789i,-0.0026886-0.0003534i,-0.01249-0.0002819i,9.2054e-05-0.0024931i,-0.0028466+0.0019239i,-0.0018716+0.0015885i,-0.0013694+0.0044047i,0.0065715-0.0033748i,-0.0061615+0.0041689i,-0.0055054-0.003788i,-0.0025069-0.0010731i,-0.0043303+0.0029949i,0.0017035-0.003895i,0.0046403-0.0017631i,0.00208-0.0030533i,0.0021918+0.001823i,0.0012654+0.0016108i,0.0099468-0.00089595i,-0.021157+0.012216i,-0.024806+0.030727i,-0.0064149+0.021314i,0.0071932+0.0050054i,0.0022438-0.0050319i,-0.012828+0.013185i
-0.001246-0.00783i,-0.0095118-0.031291i,-0.020964-0.0069041i,-0.015116-0.006733i,-0.019541-0.0082984i,-0.014017-0.0069323i,0.0018142-0.020322i,0.0045073-0.019686i,-0.010266-0.0028314i,0.0015781-0.0025404i,8.1084e-05-0.0002258i,0.0011662+0.00066585i,-5.4225e-05-0.00053701i,0.00088885-0.0012402i,-0.0015606-0.00054267i,-0.0002789-0.0046677i,0.00011809+0.0012504i,-0.0013916+0.00079263i,-0.00034664+7.2734e-05i,0.00074297+0.00027346i,0.0013065+0.00053785i,-0.00063208+0.00021041i,0.00090523-0.00075893i,0.0018154+0.0013385i,0.0010543-0.00012368i,0.00023225-0.00017283i,0.00055858+0.00074446i,0.00038512+0.00039987i,0.0002408+1.2242e-06i,0.00032501-0.00039496i,-9.9858e-05-0.00021582i,0.00090338-0.0010592i,0.00017371-0.00027774i,-0.00040055+2.1651e-05i,0.00087317-0.0011946i,0.0038539-0.0049712i,0.00058816-0.00012511i,0.00069597-0.00094622i,4.1161e-05-0.0004337i,-0.0015453-0.0023751i,0.00089-0.00018723i,-0.0005521-0.00020378i,-0.00050026+0.00069066i,0.00081906-1.5375e-05i,-0.0087229-0.0033168i,0.016148+0.018994i,0.028598-0.014426i,0.023461-0.019773i,0.00088905-0.0064988i,0.035295-0.012881i,0.033371+0.011157i,0.031275-0.0026735i,0.020525+0.013989i,-0.008833+0.014119i,-0.0048979-0.0034659i,-0.006032-0.00046419i,-0.0064029-0.0086383i,0.0036247-0.0028913i,0.0038044+0.0022101i,0.0043635+0.0084845i,-0.0008373-0.00019077i,0.0051084+0.0035891i,-0.0017362+0.0044251i,0.0051162+0.0030025i,0.0015702-0.00070349i,-0.0023625-0.00091054i,0.0024613-0.0095518i,-0.002601+0.0014315i,0.0023384-0.0057643i,-0.00090474+0.0036957i,-0.0037602-0.0010504i,-0.00079379-0.00069508i,-0.0015779+0.0034213i,-0.0022529-0.00018825i,-0.010223+0.0038877i,-0.0010113-0.0029302i,-0.001773+0.0021282i,-0.0015117+0.0017238i,0.00030832+0.0036409i,0.005447-0.0061461i,-0.003523+0.0056965i,-0.0057354-0.0018314i,-0.0031337-0.00061643i,-0.0032015+0.0040577i,0.00060078-0.0036509i,0.0037413-0.0024519i,0.0016908-0.0037683i,0.00072157+0.0016728i,0.0010036+0.0022427i,0.0089002-0.0039684i,-0.0178+0.013142i,-0.016631+0.034458i,-0.0030806+0.020993i,0.009229+0.0039872i,0.0017069-0.0030413i,-0.010272+0.014634i
-0.0026621-0.0081672i,-0.014736-0.0286i,-0.021795-0.0034424i,-0.015404-0.0043687i,-0.020457-0.0044286i,-0.014778-0.004977i,-0.002506-0.01967i,0.0018688-0.02007i,-0.0097414-0.0010504i,0.0020486-0.00057925i,9.2032e-07+2.1214e-05i,0.0014158+3.2338e-05i,-2.7394e-05-0.00031237i,0.00028776-0.0013236i,-0.0013391-1.75e-05i,-0.0012541-0.0041597i,0.00033004+0.0012332i,-0.00098999+0.0015593i,-0.000297+0.00012816i,0.00048642-9.5447e-05i,0.0013131-6.0349e-05i,-0.00060574+0.00046192i,0.00059014-0.00093536i,0.0017107-0.00013585i,0.0008339-0.00086832i,6.2164e-05-0.00028893i,0.00081366+0.00061924i,0.00058982+0.00018776i,0.00024063-7.6621e-05i,0.00011151-0.00043381i,-0.00010648-4.9388e-05i,0.0007562-0.0013685i,-4.784e-05-0.00037314i,-0.00037617+0.00016601i,-4.0298e-05-0.0015555i,0.002533-0.0059462i,0.00052245-0.00049031i,0.00018882-0.0012066i,1.8939e-05-0.00043082i,-0.0025376-0.0020228i,0.00061889-0.00057265i,-0.00057584+0.00010827i,-0.00028378+0.0010936i,0.00082518-0.00026192i,-0.008269-0.0027852i,0.020118+0.013002i,0.026764-0.01938i,0.020927-0.023908i,0.0042122-0.0034506i,0.032745-0.021441i,0.034193+0.0049269i,0.029406-0.0096486i,0.019797+0.010649i,-0.0045539+0.01193i,-0.004388-0.0021834i,-0.0059545+0.0033163i,-0.011122-0.0049365i,0.0022691-0.0030109i,0.0035671+0.0017922i,0.0039764+0.0066209i,0.00013108-0.00030291i,0.0038339+0.0021555i,0.0014215+0.0037569i,0.0067254+0.00061389i,0.001708-0.0014871i,-0.0020506+0.00078524i,-0.001087-0.011088i,-0.0025913+0.0023225i,0.00051049-0.0067745i,-0.00088593+0.0031643i,-0.004524+0.00014151i,-0.00112-0.00051683i,0.0012451+0.0037608i,-0.0023112-0.00052662i,-0.0066005+0.0062743i,-0.0029154-0.0025633i,-0.00099095+0.0018675i,-0.0010104+0.001858i,0.0011941+0.0024678i,0.0030671-0.0085196i,-0.00086026+0.0054975i,-0.0049309-0.00021305i,-0.0031955+0.00021861i,-0.0012937+0.0052014i,-0.00047861-0.0029046i,0.0028317-0.0028714i,0.00072886-0.00422i,-9.677e-05+0.0022868i,0.0012754+0.0024855i,0.0072334-0.0063703i,-0.017877+0.01294i,-0.0092478+0.03395i,0.00067822+0.019001i,0.010368+0.00203i,0.0022228-0.0017968i,-0.0074632+0.015418i
-0.0039364-0.0081441i,-0.01896-0.025095i,-0.021868+0.00019632i,-0.015383-0.001901i,-0.020857-0.00082215i,-0.015161-0.0030003i,-0.0057875-0.018486i,-0.00070941-0.020538i,-0.0089044-0.00017755i,0.0011378-0.0032097i,0.00016805+0.00023085i,0.0012834-0.00050757i,-8.3543e-06-0.00018496i,7.3398e-05-0.0010165i,-0.00099853+0.0001368i,-0.0018688-0.0032652i,0.00084554+0.001184i,-0.0003985+0.0017196i,-0.00022469+0.00029179i,0.00027328-0.00010997i,0.0011356-0.00064796i,-0.0003974+0.00062508i,0.00025457-0.0011198i,0.0011982-0.0012121i,0.000183-0.0013299i,-0.00017537-0.00015472i,0.0011175+0.00033826i,0.00057653-5.8035e-05i,0.00023879-0.00015482i,-0.0001458-0.00036556i,-2.4585e-05-7.2121e-06i,0.0002821-0.0014716i,-0.00016727-0.0001622i,-0.00012507+0.00034998i,-0.00027133-0.0025929i,0.00095735-0.0063214i,0.00032089-0.00048552i,-0.00028242-0.0010038i,-9.1545e-06-0.00044322i,-0.0035226-0.0011199i,0.0002624-0.00064987i,-0.00048834+0.00035809i,0.00017114+0.001548i,0.00073762-0.00063131i,-0.0081806-0.0031607i,0.021607+0.006368i,0.02375-0.024162i,0.016738-0.029619i,0.009294-0.0047769i,0.027059-0.028638i,0.034301-0.00090684i,0.026895-0.014968i,0.020033+0.0091568i,-0.0021105+0.0085174i,-0.0042981-0.0015362i,-0.0034327+0.0063405i,-0.013524+0.00098372i,0.00085492-0.0029767i,0.0033867+0.0015361i,0.0074341+0.0053054i,0.00040377-0.001247i,0.0023818+0.0015855i,0.0019737+0.0021372i,0.0065264-0.0024316i,0.0011792-0.0026571i,-8.1742e-05+0.0018784i,-0.0060918-0.0094183i,-0.0016648+0.0039752i,-0.0023655-0.0065483i,0.00045995+0.0035534i,-0.0047726+0.0018687i,-0.0013347-4.5003e-05i,0.0038082+0.0010769i,-0.0026603-0.00029282i,-0.002591+0.0061817i,-0.0042845-0.00093601i,-0.00051596+0.0014217i,-0.00089572+0.0017866i,0.0016253+0.0012064i,-0.00046037-0.01004i,0.0013435+0.0043191i,-0.004539+0.00055285i,-0.0031396+0.00099327i,0.0014042+0.0051917i,-0.00067073-0.0018754i,0.0020043-0.002814i,-0.00039924-0.0042023i,-0.00036457+0.0031247i,0.0015938+0.0027369i,0.0053889-0.0075917i,-0.018774+0.01548i,-0.0037781+0.032625i,0.0031094+0.015425i,0.011274-0.00040601i,0.0026763-0.0016439i,-0.0045115+0.014939i
-0.0053387-0.0081759i,-0.022116-0.021041i,-0.021232+0.0035723i,-0.014837+0.00024044i,-0.020484+0.0029266i,-0.01535-0.00099283i,-0.0088218-0.017314i,-0.0037052-0.021051i,-0.008412-7.9351e-05i,0.00065639-0.0028155i,0.00039792+0.00038188i,0.0010561-0.0012144i,0.00011093+2.3784e-05i,6.1255e-05-0.0008503i,-0.00084139+0.0001803i,-0.0020257-0.0025887i,0.0011861+0.0008612i,0.00024684+0.0016159i,1.0701e-05+0.000392i,0.00021367-7.2956e-05i,0.00073263-0.0010454i,-0.00028776+0.00081143i,-0.00012651-0.00099799i,0.00041857-0.0017657i,-0.00022257-0.0014262i,-0.00020578+8.2473e-05i,0.0010441-0.00013024i,0.0005587-0.00027115i,0.00018241-0.00023771i,-0.00029629-0.00014782i,8.5813e-06-4.1711e-05i,-0.00015462-0.0013069i,-0.00011432+2.4834e-05i,0.00013227+0.00027972i,-0.00084091-0.00036691i,-0.00062649-0.0061453i,0.00043541-0.00060031i,-0.00054781-0.00058005i,-0.00011439-0.00045899i,-0.0039128+0.00027689i,4.1951e-05-0.00074617i,-0.000319+0.00062474i,0.0010008+0.0016829i,0.00042177-0.00078879i,-0.0093428-0.0033902i,0.020909+0.00018374i,0.019475-0.028217i,0.0096901-0.033065i,0.012129-0.0093188i,0.020247-0.033334i,0.033948-0.0070229i,0.024473-0.020291i,0.022127+0.0070943i,-0.00050864+0.005386i,-0.0050756-0.001227i,-2.5217e-05+0.0072618i,-0.012456+0.0075232i,-0.00031104-0.0024704i,0.0034927+0.0013945i,0.0080682+0.0030839i,-0.00010679-0.0019419i,0.00093293+0.0021144i,0.0024008+0.001591i,0.00434-0.0047652i,-0.00026931-0.0032471i,0.0015661+0.0011255i,-0.008716-0.0050482i,0.00098044+0.0045999i,-0.005161-0.0051134i,0.0018785+0.0026039i,-0.003967+0.0038757i,-0.001286+0.00021318i,0.0035617-0.0021765i,-0.0027838+0.00042999i,-0.00023159+0.004056i,-0.0042096+0.00069945i,-0.00048523+0.00078837i,-0.00069249+0.0020299i,0.00119-6.338e-05i,-0.0049776-0.0093359i,0.0020871+0.0023539i,-0.004311+0.0013079i,-0.0027512+0.0020737i,0.0033102+0.0038981i,-3.6155e-05-0.0015639i,0.0017848-0.0024683i,-0.0013382-0.0038638i,-0.00084538+0.0043442i,0.0019795+0.0025388i,0.0046916-0.0085747i,-0.018214+0.019516i,0.0012048+0.030468i,0.0034538+0.011236i,0.010488-0.0034935i,0.0025615-0.0012753i,-0.0025186+0.01328i
-0.0071569-0.0078091i,-0.024184-0.01693i,-0.020206+0.0068362i,-0.014036+0.0019998i,-0.019191+0.0064015i,-0.015301+0.00094748i,-0.011799-0.015746i,-0.0071952-0.020949i,-0.0085298-0.00025565i,0.00020208-0.0027661i,0.00081694+0.00042022i,0.00056761-0.0011703i,0.00034175+0.00013569i,-2.6132e-05-0.00080537i,-0.0007175+0.00022792i,-0.002115-0.0021231i,0.0014276+0.00047011i,0.00071448+0.0013477i,0.00022836+0.00021118i,0.00025182-0.00015204i,6.6789e-05-0.001058i,4.304e-05+0.0010041i,-0.00033314-0.00078587i,-0.00033957-0.0019522i,-0.00066563-0.0011597i,-0.00015336+0.00022384i,0.00071487-0.00043146i,0.00041252-0.00060356i,0.00010896-0.00011481i,-0.00036961+6.1104e-05i,-2.7202e-05-3.3441e-05i,-0.00058533-0.00083626i,0.00012908+8.6771e-05i,0.00025513+3.5807e-05i,-0.0008971-0.00042207i,-0.002166-0.005404i,0.00023037-0.00086595i,-0.00055503-0.00020815i,-0.00024305-0.00030486i,-0.0036044+0.0013731i,-0.00035825-0.00063767i,-0.00010836+0.00063227i,0.0020041+0.0014576i,9.4298e-05-0.00055174i,-0.010818-0.002673i,0.018377-0.0047557i,0.014535-0.030844i,0.0026943-0.033751i,0.012086-0.013912i,0.012595-0.036303i,0.032618-0.013536i,0.020632-0.025807i,0.023197+0.0049493i,0.00027506+0.0010915i,-0.0064636-9.3652e-05i,0.0030392+0.0062109i,-0.0082699+0.012045i,-0.0010719-0.0019584i,0.0035069+0.0011604i,0.0083951+0.00096778i,-0.0011217-0.0019586i,0.00059727+0.0035263i,0.0032474+0.00040896i,0.0019832-0.0050601i,-0.0014467-0.0029254i,0.0021621-0.00011655i,-0.0087422-0.00086318i,0.0032897+0.0034269i,-0.0068545-0.0016833i,0.0020423+0.0013038i,-0.0020426+0.0052075i,-0.0014119+0.00048985i,0.0014777-0.0043108i,-0.002587+0.001142i,0.00017005+0.0018082i,-0.0037476+0.0022547i,-0.00096742+0.00056601i,-0.00028146+0.0017668i,0.0002909-0.00044376i,-0.0078699-0.006633i,0.001857+0.0010289i,-0.0038132+0.0020802i,-0.0016968+0.0026107i,0.0041065+0.0019039i,-0.00016491-0.0012921i,0.0021256-0.0025715i,-0.0018598-0.002913i,0.0005309+0.0066796i,0.0018867+0.002578i,0.0031118-0.010352i,-0.016203+0.023759i,0.0047744+0.027491i,0.0015599+0.0083961i,0.0068914-0.0054494i,0.0032693-0.0015482i,-0.0020623+0.011645i
-0.0088653-0.0066874i,-0.025614-0.013145i,-0.01846+0.0097693i,-0.013133+0.0033911i,-0.017543+0.0091357i,-0.015005+0.0031364i,-0.014277-0.013661i,-0.010587-0.019935i,-0.0092886-0.00010092i,-0.00014506-0.0026299i,0.0013209+0.00011853i,0.00030763-0.0010164i,0.00056998+0.00016467i,-0.00015666-0.00069i,-0.0006446+0.00025139i,-0.0021311-0.0019278i,0.0018729-3.8858e-05i,0.001044+0.00086141i,0.000178-6.3788e-05i,0.00025488-0.0001747i,-0.00030872-0.00085093i,0.00056578+0.00092291i,-0.00036427-0.00068411i,-0.00091746-0.0019384i,-0.0010491-0.00089632i,-2.5122e-06+0.00028594i,0.0005231-0.00039789i,0.00011797-0.00049286i,0.00011226-7.1754e-05i,-0.00029595+0.00037314i,-4.6344e-05+5.9375e-05i,-0.00065814-0.00081665i,0.00022862-7.1977e-05i,0.00015234-1.3049e-05i,-0.0010406+0.00019146i,-0.0029822-0.0044077i,-0.00016911-0.00077362i,-0.00049727+0.00015362i,-0.0001582-0.00019072i,-0.0031747+0.0022643i,-0.00052017-0.0002623i,0.00015374+0.00067578i,0.0023097+0.0002708i,0.00014828-0.00038995i,-0.011749-0.0011652i,0.015627-0.0070575i,0.0098654-0.032361i,-0.0039549-0.032836i,0.010097-0.017848i,0.004489-0.036496i,0.029564-0.019828i,0.015843-0.030145i,0.025845-0.002577i,-0.0016963-0.0027506i,-0.0072707+0.0022066i,0.0048915+0.0039877i,-0.0030878+0.01438i,-0.0019256-0.0012951i,0.0037604+0.0010625i,0.0077135-0.0010653i,-0.0017527-0.0014798i,0.0015144+0.0050573i,0.0030188-0.0010474i,0.0004819-0.0044412i,-0.0025885-0.0021865i,0.0019803-0.0010648i,-0.0069553+0.0019669i,0.0046389+0.0014266i,-0.0055713+0.00063398i,0.0016736+0.0009899i,0.00029498+0.0053002i,-0.0011061+0.0010364i,-0.0010222-0.0050607i,-0.0021409+0.0012236i,-0.0010604+0.00079866i,-0.0027191+0.0035894i,-0.0013446+0.00098737i,-0.00019724+0.0013824i,-0.0002198-0.00038142i,-0.0091273-0.0035066i,0.0012928+8.2709e-05i,-0.0034556+0.0026912i,-0.00075375+0.0026235i,0.004304+4.88e-05i,0.00019783-0.001197i,0.0022488-0.0034063i,-0.0021838-0.0026918i,0.0029213+0.0066214i,0.0024468+0.0027642i,0.0013157-0.011236i,-0.01254+0.028837i,0.0075938+0.024875i,-0.00093138+0.0078118i,0.0034627-0.004211i,0.0030854-0.0024179i,-0.0021862+0.010737i
-0.0099571-0.0052187i,-0.02707-0.0097367i,-0.016351+0.012035i,-0.012254+0.0046899i,-0.015636+0.011836i,-0.014+0.0051977i,-0.016332-0.011259i,-0.014041-0.018566i,-0.010444+0.00076126i,-0.00035227-0.0027702i,0.0015922-0.00050645i,0.00030099-0.001013i,0.00090501+0.00014334i,-2.091e-05-0.00078265i,-0.00062767+0.0003078i,-0.0022478-0.0017909i,0.0019956-0.00094364i,0.0013437-8.3203e-05i,0.00010595-0.00010987i,0.00036669-0.00028367i,-0.00057351-0.00061351i,0.00086169+0.00054393i,-0.0005342-0.00067266i,-0.0013772-0.001943i,-0.0012217-0.00039973i,0.00019709+0.00031978i,0.000378-0.00047556i,8.8351e-05-0.0003821i,0.00012702-9.6434e-05i,0.00010969+0.00059677i,-2.8581e-05+0.00013284i,-0.00088487-0.00056467i,0.00032628-0.00031227i,0.00020979+1.6642e-07i,-0.00058911+0.00031023i,-0.0035565-0.0035776i,-0.0002413-0.00047437i,-0.00018314+0.00032126i,-0.00013029-0.00024345i,-0.0024525+0.0032446i,-0.00042849-9.4008e-06i,0.00035925+0.00044751i,0.0017448-0.0003705i,0.00027381-0.00046738i,-0.012402+0.00039997i,0.014298-0.0088462i,0.005265-0.033392i,-0.010056-0.030001i,0.0080766-0.020462i,-0.0026229-0.033885i,0.025335-0.025239i,0.010797-0.033894i,0.025631-0.0074366i,-0.0048736-0.0046015i,-0.006623+0.0053408i,0.0053996+0.0015834i,0.0018658+0.014321i,-0.0023742-0.00018426i,0.0046211+0.00062229i,0.0065748-0.0027264i,-0.0021932-0.0010144i,0.0037832+0.0056112i,0.002192-0.0013359i,-0.00039928-0.003638i,-0.0032142-0.0011164i,0.0016888-0.0017084i,-0.0054723+0.0034349i,0.0049424-0.0010555i,-0.0053561+0.001849i,0.0021894+0.001126i,0.001915+0.0043515i,-0.00059305+0.0010797i,-0.0037342-0.004558i,-0.00197+0.0014302i,-0.0014806+0.0019519i,-0.0011361+0.0042576i,-0.0011023+0.0016177i,-0.00026142+0.0018346i,-0.00049734-0.00031425i,-0.0096206-0.00065696i,0.00050928-0.00021188i,-0.0031247+0.0035057i,-0.00030362+0.0025215i,0.0041966-0.0021338i,7.2576e-05-0.0018506i,0.0018576-0.0044995i,-0.0027123-0.0022324i,0.0050657+0.0054576i,0.003359+0.0027667i,-0.00083731-0.011699i,-0.005163+0.031848i,0.010492+0.021419i,-0.0027296+0.0088571i,0.0019663-0.0018028i,0.002043-0.002582i,-0.0022521+0.010393i
