-0.031614-0.038072i,-0.021278-0.019754i,-0.012954-0.035962i,-0.029788-0.020319i,-0.021927-0.0002723i,-0.01365-0.0058063i,-0.05574-0.058239i,-0.047018-0.017283i,-0.038414-0.016193i,0.012189+0.010984i,-0.0079189+0.0049337i,-0.020132+0.019191i,0.0024336+0.011904i,-0.0061682-0.0028185i,0.00017071+0.0012836i,-0.0022606+0.03069i,0.023782+0.026693i,0.0024929-0.0021588i,-0.0026013-0.007027i,0.0091691+0.0029481i,0.0026014+0.00077626i,0.00019069+0.0033385i,-0.0003478+0.00022813i,-0.03799-0.0085378i,-0.00013211-0.0090098i,0.0011465+0.0021928i,0.006056+0.00066172i,0.0021784+0.00065719i,0.00094415-0.00037546i,-0.00049057-0.0026023i,0.0014562-0.0023505i,-0.0020371-0.006194i,-0.00075032-0.0048288i,0.0030056-0.00054647i,0.0040652-0.0032584i,0.00022987+0.029847i,0.0039573-0.0039201i,0.0029423-0.0014005i,0.0075571-0.001554i,-0.0060141-0.0029048i,-0.00020727+0.0008578i,0.0071349+0.001726i,0.0046029-0.0020411i,-0.0020422+0.0080778i,-0.018562-0.0075176i,-0.019199+0.015596i,-0.0030702-0.061363i,-0.0044909-0.026883i,-0.026147-0.032933i,-0.010947-0.026779i,0.055067-0.020241i,0.017382-0.042434i,0.023178-0.048475i,0.0062578-0.054716i,0.026586-0.021548i,0.008302+0.0061398i,0.024134-0.034177i,-0.0092787-0.0067809i,0.0033874-0.004451i,-0.0046373-0.0072085i,-0.0016424-0.033391i,-0.019745+0.029452i,0.0084723-0.011674i,-0.0090855-0.0033187i,-0.004187-0.0014699i,0.00135-0.012674i,-0.01133+0.0048408i,0.0025245+0.010224i,-0.005356+0.026544i,0.0048593+0.0028743i,-0.0047624-0.0017765i,-0.0022208-0.0021498i,-0.011956-0.0074666i,-0.00046734-0.0044894i,-0.030659+0.0044646i,0.0012724-0.010542i,-0.0083986+0.00010835i,-0.0069371-0.0022372i,0.0054446+0.0017895i,-0.0079929+1.7908e-05i,0.002154+0.00019537i,0.0041564+0.0073314i,0.0044+0.00040429i,-0.0091538-0.012451i,0.0031368+0.0095285i,-0.015015+0.0037222i,0.0066704-4.7172e-05i,-0.022698-0.00090947i,-0.017605+0.0058594i,-0.0084571-0.066946i,0.0084857-0.012585i,-0.049287-0.023473i,-0.020335-0.00038843i,0.01729+0.012123i,-0.023214+0.015012i,-0.019954-0.0058281i
0.022552-0.027028i,0.010241-0.015466i,0.010698-0.019326i,0.0025978-0.01072i,0.00065284-0.018856i,-0.0052198-0.0041175i,0.012043-0.01683i,-0.0069072-0.012868i,-0.011052-0.0089326i,0.0043677-0.00082558i,-0.00035202-0.00044099i,-0.0013403+0.0011191i,0.0023859-0.00062367i,0.00018499-0.00090866i,-0.00029477-0.0011341i,0.0020251-0.0041657i,-0.0049224+0.00060006i,0.00032821+0.00013594i,0.00017074-0.00023471i,7.3983e-07+0.0017103i,-0.00047867+0.002409i,-0.00072087+0.00078965i,0.0011298+0.0004828i,-0.0019017+0.0032609i,-0.00099639-0.0025478i,-0.00042209-5.6066e-06i,-0.00033576+0.00062972i,0.00084901-0.00058726i,0.00084071-0.00020081i,0.00030003-0.00091754i,0.002055-0.0015732i,0.0031361-0.00024617i,0.0016803+0.00041908i,0.00024365-0.00073921i,0.0019848-0.00019205i,0.0044702-0.0018127i,0.0013835+0.0016114i,-0.0001045+7.0454e-06i,-0.0001602-0.001204i,0.00079441-0.0015841i,0.0012086+0.0016736i,0.00099703+0.0022685i,0.0014051-0.0015421i,0.0047716+0.002087i,-0.00038039-0.025402i,0.0057947+0.0023956i,0.019528+0.0038119i,0.0048003+0.0068905i,-0.0090921-0.02228i,0.0076435+0.0074394i,0.012289+0.016389i,0.002592+0.015348i,0.017347+0.0072867i,0.0029629+0.0063928i,6.9325e-05-0.008629i,0.0019085-0.0030029i,0.0013065-0.0053208i,0.0083583+0.00021427i,0.00097221+0.0042664i,-0.0081128+0.011579i,-0.0044631-0.0062201i,0.0042117+0.0095273i,-0.003907-0.00072134i,-0.000216+0.001625i,0.00011295+0.0017902i,-0.0024633-0.0025836i,0.005399-0.0029672i,-0.0059165-0.0004319i,0.0032208-0.00014715i,-0.0058052+0.0039545i,-0.0018419+6.8438e-05i,0.0010586-0.00086213i,-0.0055971-0.0014285i,-0.0036563-0.00085991i,-0.0095936-0.010211i,0.0037187-0.00328i,-0.0030905-0.0008005i,-0.0010129+0.0014864i,-0.0028864+0.0030245i,0.0087927+0.0024893i,-0.0053435+0.0015235i,-0.0013136-0.0050705i,-0.0030853-0.0010599i,-0.0026042-0.00094051i,0.003666-0.0038718i,0.003309+0.0012865i,0.0021687-0.0015208i,-0.00047272+0.0062941i,0.0006436+0.0047334i,0.021841-0.0076078i,-0.024157-0.0020504i,-0.031413+0.020786i,-0.0057172+0.011549i,0.0014109+0.0024579i,0.0072685-0.0037478i,-0.013295-0.0011495i
0.017219-0.029212i,0.0072871-0.01771i,0.0069713-0.020703i,0.00047813-0.010293i,-0.0034316-0.0189i,-0.0053469-0.0033165i,0.0074569-0.019851i,-0.0087421-0.011038i,-0.012211-0.0068604i,0.0040624-0.0024198i,-0.00041869-0.00067498i,-0.00056835+0.0016049i,0.0017267-0.0010297i,0.00028149-0.00050786i,-0.000414-0.0011088i,0.0010915-0.0040878i,-0.0046663+0.0016805i,-0.0001423+0.00046333i,-6.8564e-05-0.00034204i,0.0004501+0.0015598i,0.00039819+0.0024118i,-0.00042837+0.00095335i,0.0011944+5.2276e-05i,-5.0688e-06+0.0031991i,-0.0020276-0.0018085i,-0.00035141+0.00010825i,7.2004e-05+0.0011741i,0.0005716-0.00072808i,0.0006357-0.00032152i,8.7624e-05-0.00077949i,0.0013627-0.0023061i,0.0031131-0.0013554i,0.0019259-9.9428e-05i,-0.00015149-0.0007273i,0.0022324-0.0010096i,0.0043187-0.0028993i,0.0031153+0.00091527i,-8.1264e-05+1.4206e-05i,-0.00020429-0.00092505i,0.00020278-0.0022516i,0.001777+0.0012181i,0.001839+0.0014859i,0.00070867-0.001518i,0.0057311+0.0011301i,-0.0045691-0.02407i,0.0063346+0.0026366i,0.020172+0.0011386i,0.0071126+0.0033362i,-0.014093-0.018024i,0.011635+0.0041127i,0.015708+0.01203i,0.0051098+0.010824i,0.01527-0.00029658i,0.0061421+0.0022278i,-0.0027945-0.0082611i,-0.00098365-0.0035123i,-0.00092265-0.0065356i,0.0062807-0.0024557i,0.001997+0.0035768i,-0.002393+0.014197i,-0.0056343-0.0029537i,0.0056558+0.007457i,-0.0037745+0.00081291i,0.00083356+0.0026698i,0.0013427+0.0016234i,-0.0041483-0.0016149i,0.0053297-0.0061998i,-0.0063255+0.0011632i,0.0035594-0.001742i,-0.0032119+0.0061576i,-0.0013698-0.00074979i,0.00031061-0.0015981i,-0.0046541+0.0018453i,-0.0032155+0.00012719i,-0.01126-0.0048478i,0.0015269-0.0038501i,-0.0026287+0.00038044i,-0.0014587+0.00082466i,-0.0015597+0.0037914i,0.010398-0.0012677i,-0.0042084+0.0039989i,-0.0028957-0.0043318i,-0.0026557-0.00028232i,-0.002732+0.00038945i,0.00096599-0.0038913i,0.0039665-0.00017374i,0.0020109-0.0015035i,0.00093941+0.0051808i,0.0003449+0.0045585i,0.017997-0.012612i,-0.023147+0.0031102i,-0.028215+0.027686i,-0.0042888+0.0090161i,0.0030229+0.0045438i,0.00478-0.0043778i,-0.014484+0.0017322i
0.012397-0.030407i,0.0035572-0.019572i,0.0029052-0.02141i,-0.0010301-0.0094199i,-0.007595-0.018052i,-0.0052916-0.0028658i,0.0027029-0.021599i,-0.0099639-0.00932i,-0.013095-0.0046898i,0.0029717-0.003477i,-0.00086987-0.0007703i,0.0003242+0.0017841i,0.0011995-0.00077755i,0.00078397-0.00031954i,-0.00064272-0.0011126i,0.00033513-0.0038548i,-0.0042184+0.002827i,-0.00045132+0.00092272i,-0.0003501-0.00025951i,0.00078202+0.0011706i,0.0012848+0.0017626i,-0.00024847+0.00095286i,0.0011339-0.0004001i,0.0015609+0.0021824i,-0.0030185-0.0010731i,-0.00018931+0.0001915i,0.00077274+0.0011497i,0.00018552-0.00076505i,0.00052153-0.00039512i,-0.00018664-0.00076074i,0.00045568-0.002767i,0.0026003-0.0026242i,0.0018256-0.00089739i,-0.00037914-0.00046147i,0.0020438-0.0022089i,0.003689-0.0043466i,0.0025606-0.0002074i,-0.00011897+5.8207e-05i,-0.00032565-0.0008415i,-0.00072912-0.002489i,0.0021657+0.00054716i,0.0019794+0.00056372i,0.00027515-0.0013497i,0.0060107-0.00042815i,-0.0080205-0.02236i,0.0084292+0.0026171i,0.020746-0.0018966i,0.0078337-0.00024588i,-0.01652-0.012852i,0.014827-0.00053304i,0.017497+0.0073788i,0.0066988+0.0071424i,0.012496-0.0049421i,0.007116-0.00099744i,-0.0056098-0.0065554i,-0.0036999-0.0023507i,-0.0046462-0.0067039i,0.003404-0.0037033i,0.0022735+0.0026813i,0.0025546+0.014012i,-0.0050685-0.00031406i,0.0060338+0.0050735i,-0.0031793+0.003099i,0.0020633+0.0028717i,0.0019342+0.00090295i,-0.0049543+0.00028899i,0.0032299-0.0081162i,-0.0052047+0.0026998i,0.0033161-0.0028458i,0.00021708+0.0067343i,-0.0018587-0.001391i,-0.00057683-0.0014371i,-0.0025792+0.0036549i,-0.0023132+0.00077788i,-0.010618-0.00040757i,0.00032489-0.004109i,-0.0018675+0.00077965i,-0.0016106+0.0013751i,0.00018507+0.0035164i,0.0097733-0.0056002i,-0.0020005+0.0053646i,-0.0040529-0.0030282i,-0.0023451-0.00013923i,-0.0019955+0.0013185i,0.0001855-0.0028245i,0.0033941-0.0017752i,0.0022035-0.0016069i,0.00060244+0.0036185i,0.00041121+0.0048505i,0.015489-0.015817i,-0.020355+0.0066854i,-0.022127+0.03362i,-0.0043272+0.0073049i,0.0057647+0.0046811i,0.0027458-0.0031373i,-0.0137+0.0045035i
0.0077945-0.031379i,-0.00061325-0.020036i,-0.00099281-0.021513i,-0.0017833-0.0089858i,-0.011214-0.015745i,-0.0054549-0.0026354i,-0.0025301-0.021773i,-0.010875-0.0075532i,-0.013312-0.0021385i,0.0017156-0.0038362i,-0.0014766-0.00030797i,0.0012269+0.0011919i,0.0011425-0.00059647i,0.001106-0.00084809i,-0.00094415-0.00087657i,-0.00030144-0.0034745i,-0.003405+0.0032618i,-0.00054964+0.0016909i,-0.00048564+0.00012291i,0.00092317+0.00070531i,0.0015006+0.00084898i,-0.00027982+0.0010098i,0.00081735-0.00079718i,0.0025114+0.00018802i,-0.0034519+0.00039951i,-0.0001219+0.00016046i,0.0011219+0.00074815i,-1.3801e-05-0.00069606i,0.00042925-0.00060671i,-0.00059781-0.00054032i,-0.00061222-0.0029208i,0.0013949-0.0034701i,0.0015699-0.0015619i,-0.0004326-0.00031907i,0.001005-0.003531i,0.0027005-0.0059785i,0.0020232-0.00053562i,-8.6742e-05+0.00022657i,-0.00042524-0.00070127i,-0.001681-0.0024864i,0.0021496-0.00025411i,0.0018334+3.5295e-05i,-0.00015329-0.0012226i,0.0057806-0.0015019i,-0.010836-0.020487i,0.011143+0.00031852i,0.02127-0.0050657i,0.0078157-0.0032544i,-0.015962-0.0075664i,0.015974-0.0071219i,0.018155+0.0030656i,0.0076245+0.0029424i,0.010206-0.0080422i,0.0082795-0.0040596i,-0.0067849-0.0035671i,-0.0055078+8.465e-05i,-0.0085485-0.0053318i,0.0009844-0.0037887i,0.002201+0.0023247i,0.0066231+0.012666i,-0.0038639+0.0015588i,0.0054316+0.0025244i,-0.00039767+0.0048336i,0.0034335+0.002459i,0.0025941+0.00029955i,-0.0046947+0.0024647i,0.00081322-0.0093107i,-0.0040693+0.0032884i,0.0029405-0.0042995i,0.0030526+0.004749i,-0.0030452-0.0014111i,-0.00092213-0.0011305i,-0.00029891+0.0044067i,-0.0015816+0.00086903i,-0.0085304+0.0035807i,-0.0017436-0.0044403i,-0.0010886+0.00071049i,-0.0013935+0.0014622i,0.0013055+0.0024212i,0.0075351-0.009765i,0.00087192+0.0054366i,-0.0042731-0.0013193i,-0.0024606+6.8726e-05i,-0.0013734+0.0017344i,-0.00017301-0.0022982i,0.0023125-0.0023383i,0.0022138-0.0021485i,-5.2059e-05+0.0035603i,0.00088352+0.0054928i,0.012097-0.019291i,-0.018092+0.0072791i,-0.014138+0.036202i,-0.0044138+0.0072778i,0.0072454+0.0037431i,0.002413-0.001502i,-0.011906+0.0062276i
0.0028592-0.031867i,-0.0045191-0.019187i,-0.004888-0.020919i,-0.0029307-0.0091088i,-0.013457-0.013167i,-0.0058547-0.0024725i,-0.0070895-0.020149i,-0.011472-0.0059712i,-0.012571+0.00017925i,0.00028231-0.0036753i,-0.001572+0.00053844i,0.0014484+0.00042892i,0.0012658-0.00058628i,0.00055878-0.0010933i,-0.0010365-0.00044614i,-0.0009501-0.0029301i,-0.0028209+0.0039037i,0.00026735+0.0019051i,-0.00036251+0.00037646i,0.00069035+0.00034092i,0.0013364+8.085e-05i,-2.6604e-05+0.0010402i,0.00045257-0.00094388i,0.001861-0.0016028i,-0.0023516+0.0020003i,-0.00011959+0.00016873i,0.0013518+0.00044776i,-5.6663e-05-0.00055129i,0.00013797-0.0008123i,-0.00077168-3.0192e-05i,-0.0017048-0.0025551i,0.00020413-0.0037918i,0.0006641-0.0022041i,-0.00049379-0.00014955i,-0.00089255-0.003731i,0.00087767-0.0071823i,0.0025625-0.0014985i,0.00010548+0.00013297i,-0.00042968-0.00057898i,-0.0028558-0.001898i,0.0018385-0.001044i,0.0016655-0.00044354i,-0.00048349-0.00096529i,0.0057986-0.0025055i,-0.013047-0.0187i,0.012522-0.0036659i,0.021575-0.0088587i,0.0076398-0.0069271i,-0.013094-0.0032567i,0.014295-0.014289i,0.017986-0.00078702i,0.0069346-0.0010744i,0.0073085-0.0096471i,0.0086113-0.0079337i,-0.0067844-0.0017605i,-0.0057948+0.0033022i,-0.012299-0.0016417i,-0.00087315-0.0030545i,0.0023835+0.002264i,0.010187+0.010223i,-0.0024536+0.0024697i,0.0036603+0.001439i,0.0026495+0.0034505i,0.0050746+0.0012314i,0.0029581-0.00083464i,-0.0032455+0.0046935i,-0.0022575-0.010418i,-0.0033397+0.0044241i,0.0015334-0.0052281i,0.003595+0.0029112i,-0.0041096-0.00026287i,-0.0012274-0.00084697i,0.0027132+0.0035275i,-0.0012022+0.00034118i,-0.0047439+0.0058834i,-0.0042605-0.0021966i,-0.00069686+0.00035122i,-0.0010896+0.0014773i,0.0014665+0.0011251i,0.0038569-0.012619i,0.0034474+0.0040421i,-0.0037327-0.00026174i,-0.0022831+0.00047425i,-0.00083832+0.002504i,-0.00086997-0.0017087i,0.0012816-0.0024326i,0.0017041-0.0027795i,-0.0002326+0.0039206i,0.0018465+0.0057681i,0.007521-0.021487i,-0.019205+0.0074333i,-0.0070344+0.035253i,-0.0034848+0.0068425i,0.0083473+0.0025029i,0.00301-0.00078521i,-0.010096+0.0069853i
-0.0016789-0.031206i,-0.0077096-0.017673i,-0.008383-0.019587i,-0.0044184-0.0086894i,-0.01552-0.010914i,-0.0064174-0.0022175i,-0.010145-0.01813i,-0.011958-0.0045743i,-0.011322+0.0017396i,-0.00053342-0.0029478i,-0.0011058+0.0012891i,0.0014014-6.3092e-05i,0.0012476-0.00072973i,0.00037549-0.00076817i,-0.00094912-0.00020869i,-0.0014136-0.0021186i,-0.0021499+0.0038898i,0.00076998+0.0015396i,-0.00019611+0.00063138i,0.00048816+0.00031723i,0.00098279-0.00046673i,0.00011918+0.00094009i,6.4949e-05-0.0010724i,0.00070702-0.0027156i,-0.001219+0.0010107i,-0.00013012+0.00032799i,0.0016055+3.2195e-05i,-0.00020451-0.00050499i,-0.00015939-0.00076699i,-0.0006895+0.00039465i,-0.00258-0.0017751i,-0.0012137-0.0037587i,-0.00029384-0.0020521i,-0.00039085+6.2082e-05i,-0.0021853-0.0029365i,-0.0015595-0.0068395i,0.0053192-0.004787i,5.3462e-05+2.2522e-05i,-0.00049857-0.00055812i,-0.0036993-0.00069151i,0.0012375-0.0015181i,0.0015986-0.00081651i,-0.00073852-0.00050885i,0.0054442-0.0041219i,-0.015239-0.017105i,0.012085-0.0080496i,0.020769-0.013245i,0.0053299-0.0109i,-0.0084065-0.0025304i,0.0090874-0.020029i,0.017519-0.0042453i,0.005671-0.0034844i,0.0055052-0.0091749i,0.0073995-0.011851i,-0.0069324-0.00017949i,-0.0039253+0.0063198i,-0.01385+0.0034821i,-0.0025716-0.0021143i,0.0026886+0.0021652i,0.012418+0.0063228i,-0.00075016+0.0024443i,0.0022114+0.0013813i,0.0029651+0.0011621i,0.0056144-0.0011695i,0.0025941-0.0025265i,-0.00015475+0.0058858i,-0.0071041-0.0086621i,-0.0016387+0.0062615i,0.00011319-0.0040085i,0.0046729+0.0018516i,-0.0045391+0.0016402i,-0.0013265-0.00047977i,0.0043256+5.667e-05i,-0.0010417-1.3745e-05i,-0.00039649+0.0056132i,-0.0028338-0.0011173i,-0.00074058-0.00016128i,-0.0011828+0.0013767i,0.0013483+0.00024171i,-0.0013527-0.014057i,0.0047655+0.0011755i,-0.003491+0.0001601i,-0.0020524+0.0010292i,0.00084528+0.0028361i,-0.0005949-0.00063076i,0.00044109-0.0018907i,0.00090118-0.0032488i,-0.00017067+0.0044102i,0.0025348+0.0056362i,0.0028548-0.021607i,-0.020578+0.010592i,-0.0019419+0.033134i,-0.0030502+0.0054341i,0.0091425+0.00032853i,0.0035006-0.00093688i,-0.0084683+0.00672i
-0.0058486-0.030318i,-0.010212-0.015784i,-0.011388-0.017646i,-0.0055465-0.0080176i,-0.017362-0.0078097i,-0.0070957-0.001716i,-0.012708-0.016466i,-0.012494-0.0029966i,-0.010128+0.0024705i,-0.00079388-0.0022002i,-0.00044936+0.0017318i,0.0012597-0.00035004i,0.0013091-0.0008576i,0.00057116-0.0006928i,-0.00086254-4.67e-06i,-0.0014514-0.0012942i,-0.0013949+0.0028329i,0.0010818+0.0011556i,0.00014829+0.0007975i,0.00052389+0.00038311i,0.000484-0.00073622i,0.00017046+0.0009388i,-0.00032304-0.00091953i,-0.00053138-0.0029564i,-0.0012945+0.00096967i,4.5775e-05+0.00045709i,0.0015197-0.00070011i,-0.00025909-0.00030724i,-0.00033077-0.00067953i,-0.00041078+0.00072605i,-0.0030764-0.00079954i,-0.0024074-0.0027972i,-0.00082895-0.0018231i,-0.00020586+0.00013264i,-0.0029391-0.0020711i,-0.0029745-0.006211i,-0.0011242-0.0029183i,3.2634e-05+0.00011483i,-0.00070301-0.00037282i,-0.0039898+0.00079113i,0.00065858-0.0018118i,0.0012441-0.0012753i,-0.00079287-8.3455e-06i,0.0044393-0.0056543i,-0.017686-0.015196i,0.0099997-0.01169i,0.018579-0.017539i,0.0015075-0.013154i,-0.005845-0.0051534i,0.0029916-0.022621i,0.017603-0.0081049i,0.0051099-0.0057483i,0.005651-0.0091027i,0.005766-0.014856i,-0.0072922+0.0010167i,-0.00091784+0.007551i,-0.012425+0.0098898i,-0.0037158-0.0007114i,0.0030275+0.001881i,0.013299+0.0029817i,-2.7022e-05+0.0015889i,0.00079269+0.0020171i,0.0027445+0.00021632i,0.0042622-0.0036752i,0.0010107-0.0035675i,0.0028461+0.0048583i,-0.009442-0.00403i,0.0018928+0.0062361i,-0.0022001-0.0060977i,0.0050599-0.00040337i,-0.0040191+0.0038364i,-0.001351-0.00023844i,0.0033991-0.0030941i,-0.0014301-4.9726e-05i,0.0017568+0.0031113i,-0.0041472-0.00079068i,-0.0011769-0.00059786i,-0.0012486+0.0016364i,0.00083465-0.00047414i,-0.0072271-0.012411i,0.0041626-0.0016213i,-0.00341+0.00069469i,-0.0016254+0.0018805i,0.0021358+0.0020517i,0.00016603-0.0010452i,0.00029017-0.0010168i,0.00018224-0.0035013i,-0.00015471+0.0052268i,0.0036099+0.0051862i,-0.00010735-0.02075i,-0.020348+0.014738i,0.0026355+0.031279i,-0.0036295+0.0035414i,0.0082443-0.0022628i,0.003303-0.00079392i,-0.0078517+0.0059221i
-0.010141-0.029265i,-0.011986-0.013786i,-0.013964-0.015378i,-0.0065785-0.0075488i,-0.018262-0.0044546i,-0.0078485-0.00092167i,-0.015329-0.014535i,-0.012741-0.0011644i,-0.0091841+0.0028516i,-0.0008022-0.0017286i,0.00039553+0.001896i,0.0011469-0.00063343i,0.0013368-0.0011033i,0.00064813-0.00090008i,-0.00073359+0.00018218i,-0.0010826-0.00072484i,-0.0010312+0.0012852i,0.0015312+0.00069103i,0.00052495+0.00063279i,0.00079079+0.00034981i,-0.00030544-0.00056653i,0.00049611+0.00091935i,-0.00053399-0.0006867i,-0.0015127-0.002647i,-0.00079048+0.0011618i,0.0001922+0.00043297i,0.0009482-0.0012656i,-0.00019879-0.00021869i,-0.00045205-0.00046169i,-7.8115e-05+0.00083715i,-0.0032292+0.00037445i,-0.0028836-0.0016033i,-0.0015223-0.0015871i,-9.9376e-05+6.8161e-05i,-0.0035281-0.00094405i,-0.0042774-0.005036i,-0.000782-0.0010564i,0.00010442+0.00023358i,-0.00073271+9.2437e-06i,-0.0036188+0.0022859i,-4.2769e-05-0.0018772i,0.00067271-0.0016224i,-0.00055717+0.00044562i,0.0029038-0.0063012i,-0.019822-0.012454i,0.0066677-0.014022i,0.015296-0.020851i,-0.0024216-0.01373i,-0.0059278-0.0072651i,-0.0034768-0.023577i,0.016967-0.012785i,0.0040108-0.0085508i,0.005866-0.010548i,0.003321-0.018142i,-0.0079815+0.0026931i,0.0019842+0.007112i,-0.007866+0.014731i,-0.0040951+0.00085813i,0.0031298+0.0016301i,0.014475-0.0010838i,0.0001402+0.001063i,0.0006358+0.0033669i,0.0031379-0.00077309i,0.0021395-0.0044146i,-0.00042799-0.0036106i,0.0044606+0.0029386i,-0.0092903+0.00028155i,0.0044175+0.0041868i,-0.0040316-0.0035956i,0.0039047-0.0024078i,-0.0019028+0.0053958i,-0.0016488-3.607e-05i,0.00083484-0.004882i,-0.0018843+0.00018695i,0.0018597+0.00097538i,-0.0042103+0.0012017i,-0.0019807-0.00058244i,-0.00088649+0.0015765i,-0.00010426-0.0006939i,-0.010937-0.0089204i,0.0025295-0.0034325i,-0.0029762+0.0011817i,-0.00065675+0.0022943i,0.002732+0.0006835i,-0.00025412-0.0011916i,0.00094341-0.00064793i,-0.00080214-0.0034254i,0.0010236+0.0063977i,0.0040791+0.004438i,-0.003386-0.020429i,-0.018932+0.019046i,0.0062433+0.028292i,-0.0055964+0.0025098i,0.0056699-0.0037067i,0.0037024-0.00098088i,-0.008426+0.005501i
-0.014395-0.026925i,-0.0134-0.012257i,-0.015938-0.012527i,-0.0077656-0.0069594i,-0.018778-0.0014092i,-0.008365+0.0003173i,-0.017351-0.012258i,-0.012535+0.00057704i,-0.0086828+0.0029653i,-0.00065218-0.0013567i,0.0013868+0.0016887i,0.0010511-0.00061545i,0.001204-0.0013525i,0.0006028-0.00099723i,-0.00063704+0.00023851i,-0.00063089-0.00077259i,-0.00036598-0.00037405i,0.0017668-4.2532e-06i,0.00069358+0.000242i,0.0010577+0.00034272i,-0.00054261-7.3908e-05i,0.00089258+0.00061115i,-0.00059793-0.00046342i,-0.0019968-0.0023452i,-0.00056108+0.0012157i,0.00038469+0.00039816i,0.00050705-0.0009954i,-0.0002484+5.8427e-07i,-0.00052511-0.0002969i,0.00033252+0.00090851i,-0.002909+0.0016217i,-0.0029376-0.00062419i,-0.0018611-0.00086182i,-9.0163e-05+0.00010508i,-0.0036158+0.00052848i,-0.0051836-0.0033916i,-0.00064535-0.00045125i,0.00018665+0.00024899i,-0.00050118+0.00012098i,-0.0026124+0.0036824i,-0.00052022-0.0015444i,0.00029611-0.0017784i,-0.00010172+0.000693i,0.0016001-0.0068931i,-0.02107-0.0093529i,0.0037616-0.014242i,0.011811-0.023125i,-0.0061135-0.013022i,-0.007464-0.0082158i,-0.010198-0.021493i,0.014619-0.017845i,0.0026431-0.011012i,0.0053767-0.011912i,-0.00083315-0.020533i,-0.0082038+0.0053978i,0.0040034+0.0055612i,-0.0020209+0.01708i,-0.0041163+0.0023173i,0.0035456+0.0016506i,0.012675-0.0070319i,2.8011e-05+0.00066332i,0.0017138+0.0047074i,0.0025926-0.0020289i,0.00090749-0.0039901i,-0.0018809-0.0030317i,0.005061+0.00095745i,-0.0070847+0.003387i,0.0058209+0.0014936i,-0.0049774-0.0022644i,0.0023134-0.0029684i,0.00074424+0.0053411i,-0.0016633+0.0005742i,-0.0015156-0.0050682i,-0.0021729+0.00011784i,0.00078347-5.366e-05i,-0.0034332+0.002738i,-0.0026348+0.00030183i,-0.00059106+0.0016283i,-0.00062469-0.00035665i,-0.012741-0.0044395i,0.00045537-0.0041626i,-0.0027301+0.001425i,0.00015103+0.0021646i,0.0026263-0.0006372i,-0.00018704-0.0010265i,0.0016875-0.0010658i,-0.0017164-0.0033759i,0.0026687+0.0064413i,0.0045835+0.0039856i,-0.0056885-0.01911i,-0.015795+0.024403i,0.0087207+0.025603i,-0.0077563+0.0029707i,0.0028098-0.0029048i,0.0036776-0.001653i,-0.0091933+0.0058418i
-0.017426-0.024029i,-0.015439-0.011044i,-0.017172-0.0099749i,-0.0088718-0.005971i,-0.018761+0.002222i,-0.0083575+0.00175i,-0.019138-0.0097321i,-0.012043+0.002152i,-0.0086538+0.0033538i,-0.00035132-0.0014314i,0.0020543+0.00083986i,0.0011889-0.00090544i,0.0010787-0.0015084i,0.00079765-0.0015192i,-0.00058512+0.0003044i,-0.00046134-0.0010068i,0.00039244-0.0023651i,0.0015333-0.00038313i,0.00063003-0.00014379i,0.0015165+9.7309e-05i,-0.00049775+0.00032324i,0.00090468+0.00021441i,-0.00065739-0.0003126i,-0.0023983-0.0023242i,-0.00031832+0.0013335i,0.00054433+0.00018683i,0.00014348-0.00091836i,-0.00023063+0.00017966i,-0.0005564-6.9706e-05i,0.00080151+0.00074744i,-0.0021732+0.0025849i,-0.0029658+0.00037014i,-0.0014123-0.00082378i,2.4543e-05+0.00011065i,-0.002982+0.0016622i,-0.0047627-0.0017486i,-0.00013249-0.00050727i,0.00040085+0.00027518i,-0.0004404+9.985e-05i,-0.00085123+0.0041743i,-0.00075655-0.0012295i,-0.00018665-0.001955i,0.00039228+0.00055223i,-0.0004441-0.0067664i,-0.021717-0.0063297i,0.002327-0.013996i,0.0084314-0.024688i,-0.0091708-0.010681i,-0.0082871-0.0077588i,-0.01516-0.016364i,0.010675-0.022188i,0.0010598-0.013738i,0.0049318-0.013666i,-0.0054783-0.020499i,-0.0066514+0.0086726i,0.0050829+0.0035774i,0.0034132+0.016201i,-0.0036119+0.0037633i,0.0045389+0.0012789i,0.004148-0.0085256i,-0.00025622+0.00046136i,0.0037078+0.0049181i,0.0015564-0.0022083i,0.00020411-0.0038831i,-0.0027213-0.002049i,0.0049846-0.00084003i,-0.0052723+0.0047288i,0.0057673-0.0017378i,-0.0056266+0.00070214i,0.0016658-0.0028653i,0.0026776+0.0040968i,-0.0012873+0.00087459i,-0.0038537-0.0042411i,-0.002408+0.0014232i,0.00016512+0.00039561i,-0.0020445+0.0037168i,-0.0024052+0.0012581i,-0.00038511+0.001958i,-0.00061252-7.6005e-05i,-0.012808-0.00057643i,-0.0015312-0.0037659i,-0.0026693+0.0020953i,0.00067215+0.0020339i,0.0024711-0.0017761i,-0.00021086-0.0015234i,0.001939-0.0019924i,-0.002493-0.0027989i,0.0044445+0.0056781i,0.0053924+0.0034525i,-0.0075378-0.017658i,-0.0091942+0.027623i,0.011305+0.02261i,-0.0095353+0.0043736i,0.0014517-0.0010458i,0.0033865-0.0018022i,-0.0096829+0.0067386i
