-0.023089-0.019242i,-0.032472-0.03318i,-0.022413-0.01962i,-0.032528-0.02009i,-0.023934+0.0043095i,-0.028754-0.017369i,-0.057708-0.043744i,-0.040975-0.041698i,-0.030755-0.023434i,0.0053034+0.005749i,-0.0035221+0.0063988i,-0.011049+0.010985i,0.0039814+0.0069214i,-0.0037357-0.0027346i,0.0029444+0.0016039i,0.0042082+0.02788i,0.026277+0.032208i,0.00011436+0.00030311i,-0.0029095-0.00285i,0.0074935+0.0039816i,0.0021257+0.00069448i,-9.7404e-05+0.0025586i,-0.00060432+0.00031555i,-0.032468-0.00079832i,-0.0031524-0.0048022i,0.00013575+0.0024723i,0.0039041-0.0011232i,0.00076575-0.00017529i,-0.00044528-0.00056951i,-0.0010299-0.0018691i,-0.0022079-0.00058234i,-0.0037846-0.0038686i,-0.0029287-0.0053161i,0.00036251-0.0011824i,0.00069731-0.0030126i,-0.0015273+0.025246i,0.0021127-0.0030338i,0.0022348-0.0039451i,0.0045198-0.0025256i,-0.0065329-0.0016429i,0.00076863+0.0010368i,0.010186-0.00041258i,-0.0026145+0.00015412i,-0.0030855+0.0015441i,-0.0085899-0.0026277i,-0.018674+0.021431i,-0.0081343-0.086437i,-0.0024917-0.061032i,-0.021567-0.05361i,-0.010963-0.045915i,0.054277-0.026513i,0.024245-0.067735i,0.041112-0.053779i,0.01858-0.038863i,0.02608-0.019761i,0.012258+0.011933i,0.025459-0.029409i,-0.011414-0.001302i,-0.00089224-0.0011768i,-0.0075244-0.0015834i,-0.0051974-0.029006i,-0.020225+0.027265i,0.0076651-0.0094384i,-0.01042-0.0033228i,-0.0024658-0.0019559i,-0.00069547-0.014605i,-0.0082549+0.0047942i,0.005209+0.0103i,-0.0098552+0.030836i,0.0066089+0.0075616i,-0.0036548-0.0016758i,-0.0024284-0.0015277i,-0.013171-0.005558i,0.00045356-0.0039091i,-0.033306+0.0032439i,0.0032081-0.0087289i,-0.0071738-0.001829i,-0.0052224-0.0028989i,0.0069128+0.0018022i,-0.010321+0.00055273i,0.002425-0.00027894i,0.0059626+0.0079134i,0.0058552+0.00090071i,-0.00818-0.0098566i,0.0025703+0.008203i,-0.019646+0.0075598i,0.0030185+0.0058469i,-0.020996-0.0089797i,-0.027391-0.0051752i,0.0096496-0.061741i,0.018774-0.014117i,-0.051301-0.028913i,-0.023566+0.0030763i,0.019257+0.010355i,-0.027285+0.011694i,-0.01266-0.0080221i
0.0019901-0.0069458i,0.0070344-0.031643i,-0.015165-0.016528i,-0.010651-0.015118i,-0.01111-0.016223i,-0.010833-0.012109i,0.014119-0.014226i,0.012704-0.016868i,-0.0059275-0.0069018i,0.0035973+0.00055042i,0.00019386+0.00051849i,-0.00079058+0.00067694i,0.0011809-0.00063253i,0.00077535-0.00065865i,-0.0012177-0.0015726i,0.0031686-0.0048403i,-0.0028141+0.0010202i,-0.00054753+0.0002394i,0.00015115-0.0005168i,9.0053e-05+0.0012688i,-0.00014665+0.0011841i,-0.00042301-0.0001048i,0.0012179+0.00065102i,-0.0026883+0.0029126i,4.7296e-05+0.00045626i,4.2537e-05+0.00017853i,-0.00077834+0.00036304i,3.6538e-07+0.00017995i,0.0002181+7.6585e-05i,0.00036612-0.00033893i,0.00045007-9.1773e-05i,0.0010304+0.0004184i,0.00021691-0.00014101i,-3.1355e-05-0.00067316i,0.00037943+0.00060371i,0.0065412-0.00046965i,0.00035569-0.00012383i,0.00096814+0.00022124i,0.00022223-0.00067546i,0.00064748-0.0011407i,0.00066518+0.0010874i,4.7442e-05-0.00010412i,-3.0463e-05-0.001142i,-0.00064049+0.0010586i,-0.0075221-0.0076542i,0.0011203+0.021652i,0.030075-0.00050677i,0.030451-0.0036896i,0.0081313-0.017147i,0.030092+0.0073608i,0.022753+0.029313i,0.02741+0.020101i,0.019012+0.032801i,-0.023829+0.014087i,-0.00014985-0.0087945i,0.0025206-0.0051798i,0.0058795-0.0064986i,0.0096955+0.0016092i,0.0031624+0.0055253i,-0.00571+0.0071007i,-0.0020183-0.0053431i,0.0039462+0.0095285i,-0.0033276-0.0016454i,0.00046027+0.0031618i,0.00012483+0.00050278i,0.0017911-0.0035364i,0.0066048-0.0018912i,-0.0029887-0.0004477i,0.0047758-0.00075917i,-0.0067584-0.00047314i,-0.0018675-0.00088236i,3.9589e-05+3.2402e-05i,-0.0047819-0.0023114i,-0.0029244-0.0021321i,-0.011328-0.010385i,0.0024435-0.0017895i,-0.0044981-0.00010488i,-0.0017231+0.001569i,-0.0051395+0.0025666i,0.0049543+0.0012197i,-0.0081091-0.0017206i,-0.0021124-0.0064281i,-0.00253-0.0016377i,-0.0058558-0.00038499i,0.0061663-0.0035864i,0.0043287+0.0017293i,0.0027042-0.0025065i,0.00087905+0.0057692i,0.003082+0.0016043i,0.011088+0.0063865i,-0.025658+0.0018029i,-0.031683+0.015466i,-0.014033+0.022346i,0.0025694+0.0023103i,0.0066987-0.0063633i,-0.014527+0.00834i
0.00063441-0.0072112i,0.0015988-0.032433i,-0.017898-0.013518i,-0.013099-0.012331i,-0.014232-0.014213i,-0.012091-0.010252i,0.010152-0.017302i,0.0097307-0.01792i,-0.0074273-0.0059135i,0.0036611-0.00074746i,0.0005088+0.00018328i,-0.00016685+0.0010462i,0.00071869-0.00087338i,0.00078565-0.00066102i,-0.001282-0.0012383i,0.0022426-0.0051744i,-0.0019254+0.0018974i,-0.00061366+0.00017127i,-0.00015636-0.00055656i,0.00045867+0.0011388i,0.00030986+0.0013515i,-0.00038421+7.6431e-05i,0.0013436+0.00017665i,-0.00071916+0.0032186i,0.00032207+0.00051201i,0.00017186+0.0001265i,-0.00035532+0.00092321i,6.5919e-05+0.00029535i,0.00024693+7.7592e-05i,0.00036911-0.00023355i,0.00025092-0.00027028i,0.0013634-1.8229e-05i,0.00030439-0.00020861i,-0.00032476-0.0004573i,0.00085465+0.00043156i,0.0061306-0.0021969i,0.00018178-7.1598e-05i,0.0009134-0.00020243i,0.00013749-0.00045004i,0.00025893-0.0018191i,0.00091102+0.00073932i,7.265e-07-0.00028152i,-0.0004939-0.00062323i,0.00041751+0.001092i,-0.0083769-0.005863i,0.0044289+0.022364i,0.029898-0.0048076i,0.029311-0.0098906i,0.0032143-0.014402i,0.033057+0.0017163i,0.028294+0.023893i,0.030515+0.012169i,0.021372+0.023938i,-0.018717+0.014098i,-0.0022174-0.0075599i,-0.0010166-0.0053977i,0.0027581-0.0085422i,0.0080374-0.0012046i,0.003981+0.0040952i,-0.001772+0.0091952i,-0.0027045-0.0025494i,0.005217+0.0075198i,-0.0039279-0.00041707i,0.0018264+0.0039013i,0.00093065+0.00047848i,-0.00037704-0.0034676i,0.0066024-0.0055976i,-0.0034738+0.00018696i,0.0046836-0.0030539i,-0.006317+0.0026952i,-0.0018737-0.0013755i,-0.00011197-0.0005836i,-0.0045157+0.00064585i,-0.0030367-0.0014548i,-0.01279-0.0049971i,0.00092729-0.0023755i,-0.0039219+0.0011207i,-0.0018427+0.0013006i,-0.0034594+0.0041569i,0.0059959-0.00056345i,-0.007744+0.0015125i,-0.0040242-0.0054848i,-0.0024564-0.0012897i,-0.00534+0.0017026i,0.003116-0.0045907i,0.0049738-2.9477e-05i,0.0022691-0.0027953i,0.0025325+0.0046317i,0.0019093+0.0013173i,0.010361+0.0017647i,-0.024399+0.0073027i,-0.030112+0.023008i,-0.010034+0.021722i,0.0042585+0.004789i,0.004439-0.0060538i,-0.01446+0.010594i
-0.00026804-0.0073608i,-0.0042447-0.032323i,-0.019775-0.010108i,-0.014534-0.0092213i,-0.017122-0.011656i,-0.01314-0.0085065i,0.0058775-0.019244i,0.0071851-0.018944i,-0.0086992-0.0045348i,0.0031523-0.0018589i,0.00042809-0.00021926i,0.00051983+0.0011571i,0.00025165-0.00080823i,0.00088879-0.00079581i,-0.0014395-0.00099557i,0.0013063-0.0053814i,-0.00071486+0.0021236i,-0.00084947+0.00023666i,-0.00039209-0.00033703i,0.00073201+0.00077056i,0.00094352+0.0010968i,-0.00045577+9.5453e-05i,0.0012716-0.00032346i,0.0010008+0.0026039i,0.00076284+0.00043103i,0.00029255-1.6438e-05i,0.00028503+0.00097574i,0.00013725+0.0003437i,0.00027877+5.1067e-05i,0.00042204-0.00036905i,6.1963e-05-0.00031264i,0.001331-0.00066425i,0.00014932-0.00035426i,-0.00037426-0.00016404i,0.0012009-0.00026767i,0.0052199-0.0037948i,0.00031336-1.0272e-05i,0.00074583-0.00044545i,0.00017904-0.00049777i,-0.0004825-0.0021031i,0.0011235+0.00026074i,-0.00019859-0.00035104i,-0.00062212-0.0002112i,0.0010088+0.00047046i,-0.0087732-0.0045233i,0.009676+0.022135i,0.029541-0.009432i,0.0267-0.015321i,0.00057434-0.010751i,0.035068-0.0049199i,0.031758+0.017375i,0.032265+0.0047884i,0.020999+0.017156i,-0.015003+0.014576i,-0.0040981-0.0059319i,-0.0041535-0.0035248i,-0.001548-0.009191i,0.0055617-0.0026568i,0.0039405+0.0027163i,0.0016716+0.009051i,-0.0019772-0.00084183i,0.0053762+0.0053095i,-0.00412+0.0019863i,0.0034399+0.0037802i,0.0012411-0.0001777i,-0.0018421-0.0023288i,0.0046086-0.0078736i,-0.0030688+0.0011066i,0.003693-0.0046003i,-0.0032173+0.004572i,-0.0025971-0.0015533i,-0.00060824-0.00058859i,-0.0030512+0.0023791i,-0.0026745-0.00060565i,-0.012387-0.00036723i,3.4896e-05-0.0025251i,-0.0030403+0.0019508i,-0.0017588+0.0018694i,-0.0012832+0.0042346i,0.0061622-0.0030226i,-0.0062875+0.0039659i,-0.0055436-0.0038301i,-0.0027103-0.0010458i,-0.0042864+0.0028625i,0.0016585-0.0041084i,0.0046077-0.0015967i,0.0020739-0.0031643i,0.0022205+0.0022041i,0.0012145+0.0014162i,0.0097286-0.00095119i,-0.02113+0.011625i,-0.02503+0.03029i,-0.0071836+0.021115i,0.0072745+0.0049831i,0.0024678-0.0045616i,-0.012992+0.013199i
-0.0012769-0.0077581i,-0.0098551-0.030756i,-0.020959-0.006839i,-0.015019-0.0064277i,-0.019446-0.0080494i,-0.014045-0.0066643i,0.001181-0.019938i,0.0044163-0.019818i,-0.0092265-0.0028695i,0.0022996-0.0025798i,7.7362e-05-0.00016874i,0.0012917+0.00063491i,3.7397e-05-0.00052779i,0.00079546-0.0012264i,-0.0015602-0.00052877i,0.00017969-0.005323i,-5.3643e-05+0.0017121i,-0.0010233+0.00075034i,-0.00032749-1.8681e-05i,0.00079535+0.00030126i,0.0011947+0.00055035i,-0.00066682+0.00026865i,0.00094656-0.00069521i,0.0021206+0.00099517i,0.0011766+1.2231e-05i,0.00021621-0.00019073i,0.00057358+0.00078105i,0.00032048+0.00036154i,0.000283+3.6763e-06i,0.00023673-0.00047554i,-7.8691e-05-0.00028959i,0.0010202-0.0010303i,3.3793e-05-0.00034332i,-0.00034755-5.2177e-05i,0.0009316-0.0011674i,0.0039671-0.0050486i,0.0005216-0.00017342i,0.0005678-0.00059421i,2.9917e-05-0.00054335i,-0.0013409-0.0020727i,0.0010428-0.00020394i,-0.00044504-0.0001863i,-0.00066756+0.00037593i,0.0010786+3.6371e-05i,-0.0087935-0.0034773i,0.015576+0.018709i,0.028522-0.01433i,0.023838-0.019426i,0.0011052-0.0063405i,0.035196-0.013209i,0.033891+0.010749i,0.032528-0.003319i,0.020351+0.012375i,-0.010137+0.014518i,-0.0049376-0.0036091i,-0.0059735-0.00054423i,-0.0062863-0.0082709i,0.0036421-0.0030251i,0.0036252+0.002107i,0.0043689+0.0079341i,-0.0009711-8.5264e-05i,0.0047178+0.0030897i,-0.0019134+0.0044422i,0.0052103+0.0027233i,0.0015468-0.000649i,-0.0024431-0.00092552i,0.002152-0.0095582i,-0.0024932+0.0016272i,0.0023003-0.005903i,-0.00095572+0.0036954i,-0.0036195-0.0010882i,-0.00087753-0.00053606i,-0.0015125+0.0035577i,-0.002391-0.00042851i,-0.010329+0.003729i,-0.0010261-0.0029082i,-0.0018074+0.002264i,-0.0013343+0.0019014i,0.00027664+0.0035368i,0.0052728-0.0056636i,-0.0037101+0.0056387i,-0.005847-0.0016284i,-0.003234-0.00057667i,-0.0033642+0.0040247i,0.00049537-0.0036898i,0.0038382-0.0023593i,0.001579-0.0039031i,0.00087978+0.0019567i,0.00095247+0.0019596i,0.0087392-0.0040351i,-0.017759+0.012779i,-0.016845+0.034198i,-0.0038479+0.021246i,0.0090574+0.0041787i,0.0021692-0.0029048i,-0.010479+0.014893i
-0.0026755-0.0080748i,-0.014849-0.028015i,-0.021796-0.0033375i,-0.015235-0.0041108i,-0.020345-0.0042032i,-0.014709-0.0047355i,-0.0029717-0.019132i,0.0016968-0.020264i,-0.0089818-0.0014223i,0.0012702-0.0026997i,2.7624e-05+8.3992e-05i,0.0014497-0.00015241i,3.7352e-05-0.00034878i,0.00018617-0.0012803i,-0.0013365+3.1839e-05i,-0.001113-0.0049072i,0.00036486+0.0015035i,-0.00062733+0.0013348i,-0.00027272+5.0624e-05i,0.00052314-8.6049e-05i,0.0012206+9.7382e-06i,-0.00063137+0.0005373i,0.0006146-0.00087701i,0.0017845-0.00066199i,0.0010936-0.00075793i,1.5701e-05-0.00029453i,0.00081099+0.0005955i,0.00049007+0.00021095i,0.00026392-0.00011236i,2.5102e-05-0.00044339i,-0.0001237-0.00013339i,0.00072816-0.0013578i,-0.00018419-0.00032959i,-0.00037546+0.00011455i,-1.7891e-05-0.0014364i,0.0024366-0.0060104i,0.00044088-0.00046631i,0.00035569-0.00080806i,1.8392e-05-0.00048618i,-0.0022881-0.0016902i,0.00076682-0.00058147i,-0.00053556+0.00014325i,-0.00050639+0.00083207i,0.0010689-0.00031582i,-0.0083794-0.0028477i,0.019433+0.013036i,0.026669-0.01931i,0.021467-0.024355i,0.0046773-0.0034588i,0.032586-0.021789i,0.034581+0.0043203i,0.030207-0.010833i,0.019085+0.0092799i,-0.0054669+0.012539i,-0.0044441-0.0022851i,-0.005866+0.0033448i,-0.010911-0.0046208i,0.0020938-0.0029979i,0.003389+0.0016637i,0.0064131+0.0061737i,4.3812e-05-0.00025955i,0.0032055+0.0020164i,0.0014649+0.0037996i,0.0066992+0.00055483i,0.0016574-0.0014313i,-0.0021047+0.00082645i,-0.0012559-0.010874i,-0.0023021+0.0025324i,0.00041254-0.0069746i,-0.00081615+0.0031593i,-0.004376+3.7973e-05i,-0.0010856-0.0003769i,0.001326+0.0038044i,-0.0024271-0.00062518i,-0.0068757+0.0063439i,-0.0027884-0.00264i,-0.00087059+0.0019092i,-0.00091448+0.001932i,0.0010278+0.0025245i,0.0032505-0.0081178i,-0.0010143+0.0055508i,-0.00509-5.8219e-05i,-0.0031559+0.0001924i,-0.0016608+0.0051859i,-0.00059485-0.0028878i,0.0029444-0.0029502i,0.00036359-0.0042425i,0.00012881+0.0024393i,0.0011323+0.0023312i,0.0070917-0.0063965i,-0.017958+0.012338i,-0.0092959+0.033894i,0.00028611+0.019571i,0.010447+0.0023503i,0.0025375-0.0020148i,-0.0074882+0.015803i
-0.0039276-0.0080411i,-0.018927-0.024511i,-0.021812+0.00026551i,-0.015145-0.0017274i,-0.020702-0.00062417i,-0.015062-0.0027647i,-0.006133-0.017917i,-0.0010615-0.020812i,-0.0083817-0.00068259i,0.00070686-0.0024628i,0.00023843+0.0002774i,0.0012613-0.0006787i,1.2982e-05-0.00021477i,1.803e-06-0.0009889i,-0.00096125+0.0001606i,-0.0019665-0.0039266i,0.00086733+0.001227i,-3.5588e-05+0.0014672i,-0.00021013+0.00020253i,0.00029606-0.0001118i,0.0010679-0.00051021i,-0.0004552+0.00067854i,0.0002522-0.0010479i,0.0009347-0.0016819i,0.00049876-0.001167i,-0.00023593-0.00014405i,0.0010624+0.00028912i,0.00055088+7.0515e-06i,0.00021208-0.00019472i,-0.00018942-0.0003648i,-8.1352e-05-7.618e-05i,0.00012513-0.001551i,-0.00025561-5.8517e-05i,-0.00015159+0.00025422i,-0.00036474-0.0010878i,0.00070072-0.0064337i,0.00028947-0.00044066i,2.3877e-05-0.0008293i,-1.5257e-05-0.00052054i,-0.0030721-0.00076297i,0.00041826-0.00076567i,-0.00041861+0.00040169i,-0.00014562+0.0013355i,0.0009071-0.00081785i,-0.0084201-0.0031271i,0.021054+0.0067024i,0.02372-0.024113i,0.016476-0.029785i,0.009802-0.0050237i,0.026811-0.028951i,0.034426-0.0016377i,0.027075-0.016306i,0.018852+0.0080142i,-0.0025689+0.009099i,-0.0044335-0.0016596i,-0.0032761+0.006426i,-0.013177+0.0010362i,0.00076819-0.0027967i,0.0032045+0.00154i,0.0070866+0.0038004i,0.0002864-0.0011758i,0.0020402+0.0017055i,0.0020328+0.0020522i,0.0064706-0.0024267i,0.0012657-0.0025778i,-3.0628e-05+0.0018909i,-0.006051-0.0092288i,-0.0011376+0.0040021i,-0.0027503-0.0069366i,0.00053842+0.0036105i,-0.004593+0.0017178i,-0.0012552-1.2335e-05i,0.0039196+0.0011454i,-0.0027471-0.00028357i,-0.0026504+0.0065071i,-0.0042914-0.0012311i,-0.00035524+0.0012999i,-0.00091926+0.001878i,0.0014916+0.0013229i,-0.00019869-0.0098524i,0.0012271+0.0043197i,-0.0045387+0.00080528i,-0.0031021+0.00091359i,0.00094584+0.0051814i,-0.00071587-0.0018186i,0.0019255-0.0030991i,-0.00074451-0.0041871i,-0.00030332+0.0030524i,0.0013893+0.0026278i,0.0052077-0.0076861i,-0.019065+0.014958i,-0.0037789+0.032573i,0.0029996+0.015931i,0.010971-0.00021803i,0.0027937-0.0020976i,-0.0042239+0.0153i
-0.0053251-0.0080738i,-0.021955-0.020531i,-0.021198+0.003656i,-0.014564+0.00036671i,-0.020343+0.0031016i,-0.015181-0.00084105i,-0.009024-0.016747i,-0.004365-0.021093i,-0.008116-0.00070863i,0.00055029-0.0022906i,0.0005118+0.00038549i,0.00092344-0.00095146i,0.00012151+8.342e-06i,2.1385e-05-0.00084504i,-0.00081535+0.0001592i,-0.0023305-0.0029591i,0.0011783+0.0008803i,0.00051768+0.0013873i,-3.6454e-06+0.00031187i,0.00023231-8.641e-05i,0.00069901-0.00091686i,-0.00034525+0.00086697i,-0.000118-0.0009187i,-3.9378e-05-0.0019722i,9.7904e-06-0.0011659i,-0.00025847+0.000111i,0.0010006-0.00016429i,0.00055919-0.00019037i,0.00013799-0.00022463i,-0.00032665-0.00013901i,-3.7228e-05-7.5954e-05i,-0.00038264-0.0012834i,-0.00012976+0.00011291i,3.6625e-05+0.00017484i,-0.00049563-0.00094629i,-0.00086157-0.0060955i,0.00036058-0.00051228i,-0.00024945-0.00063264i,-0.00019914-0.0005599i,-0.0034804+0.0005015i,0.00011987-0.00090918i,-0.00021707+0.00060307i,0.00054564+0.0015624i,0.00045268-0.0010143i,-0.0094882-0.0032127i,0.02059+0.00070853i,0.019536-0.028206i,0.009437-0.032906i,0.012515-0.0097789i,0.019869-0.03354i,0.033762-0.0076072i,0.024082-0.021576i,0.020531+0.0064456i,-0.00051906+0.0058263i,-0.0052512-0.0013092i,0.00018341+0.0072119i,-0.01214+0.0075017i,-0.00030115-0.0023021i,0.0034017+0.0015131i,0.0069812+0.0022636i,-0.0002399-0.0017908i,0.00075826+0.0022664i,0.0023921+0.0015319i,0.0044139-0.0046757i,-0.00019816-0.0032722i,0.0015297+0.0011011i,-0.0083795-0.0048543i,0.0014319+0.0042111i,-0.0050888-0.0048186i,0.0019635+0.0025703i,-0.0039081+0.0035807i,-0.0011839+0.000201i,0.0035908-0.0020603i,-0.0029036+0.00054206i,-6.1657e-05+0.0042524i,-0.0044433+0.00059945i,-0.00042154+0.00060279i,-0.00066172+0.0021632i,0.0011255+5.2883e-05i,-0.0048707-0.0093071i,0.0020353+0.0023182i,-0.004107+0.0015885i,-0.0027406+0.0020353i,0.0030487+0.0039641i,-0.00016212-0.001622i,0.0015284-0.0025785i,-0.0015948-0.0036092i,-0.00079386+0.0042895i,0.0017807+0.0025391i,0.0044774-0.0085721i,-0.018596+0.019138i,0.0010718+0.030611i,0.0034243+0.01181i,0.010006-0.0032843i,0.0024317-0.001692i,-0.002114+0.013435i
-0.0071357-0.0076996i,-0.023977-0.016524i,-0.020071+0.0069113i,-0.013786+0.0020334i,-0.019052+0.0065236i,-0.015127+0.0010922i,-0.011854-0.015195i,-0.0079255-0.020522i,-0.0085811-0.00076891i,0.00031325-0.0023937i,0.00090067+0.0003475i,0.00063807-0.0011208i,0.00033111+0.00011194i,-6.2413e-05-0.00080604i,-0.00069762+0.00021657i,-0.0024079-0.0022317i,0.001396+0.00061705i,0.001101+0.0011427i,0.00016401+0.00019433i,0.00026139-0.00015611i,5.2101e-05-0.0010076i,1.4378e-05+0.0010575i,-0.00030326-0.0007332i,-0.00082225-0.0018039i,-0.00042179-0.0010275i,-0.00017706+0.00025527i,0.00063311-0.0003992i,0.00051884-0.00039726i,8.2579e-05-0.0001357i,-0.0004019+0.0001046i,-6.0555e-05-4.7475e-05i,-0.00051903-0.00086964i,0.00021734+0.00012531i,8.8368e-05+2.6581e-05i,-0.00090178-0.00070324i,-0.0019786-0.0053028i,0.00016042-0.00066962i,-0.00038325-0.00041403i,-0.00037588-0.00034472i,-0.003297+0.0017925i,-0.00034415-0.00080423i,-4.7151e-05+0.00055157i,0.0013306+0.0015209i,9.6618e-05-0.00077283i,-0.010773-0.0023877i,0.018373-0.0041812i,0.014696-0.030897i,0.0022342-0.033451i,0.012292-0.014477i,0.012264-0.036355i,0.032245-0.013885i,0.019741-0.026683i,0.022763+0.0035638i,0.00049859+0.0012462i,-0.0064547-4.5581e-05i,0.0031665+0.0060236i,-0.0080555+0.012248i,-0.00093883-0.0017575i,0.0035332+0.0012803i,0.0070999+0.00083095i,-0.0010944-0.0016451i,0.00055529+0.0035416i,0.0031353+0.00051579i,0.0020407-0.0050295i,-0.0014667-0.0029652i,0.0021353-0.00010037i,-0.0082723-0.0010606i,0.0034441+0.0029678i,-0.0061563-0.0024001i,0.0019313+0.00129i,-0.0021599+0.0049516i,-0.0013286+0.00042079i,0.0015298-0.0043105i,-0.002723+0.0013076i,0.0003051+0.0018371i,-0.0038406+0.0021651i,-0.00098073+0.00036996i,-0.00018526+0.0019344i,0.00017919-0.00036451i,-0.0078186-0.0065588i,0.0018846+0.00098718i,-0.0034473+0.0020276i,-0.0017397+0.0025989i,0.0042517+0.0021344i,-0.00032371-0.001391i,0.0018244-0.0024494i,-0.0018817-0.0026819i,0.00054727+0.0064493i,0.001821+0.0026822i,0.0029056-0.01045i,-0.016673+0.02341i,0.0050826+0.027797i,0.0017176+0.0087455i,0.006622-0.0050022i,0.0029558-0.0018049i,-0.001773+0.011693i
-0.0088088-0.0065516i,-0.025374-0.012885i,-0.018287+0.0098419i,-0.012958+0.0033576i,-0.01736+0.0092631i,-0.014816+0.0031936i,-0.014214-0.01319i,-0.011134-0.019264i,-0.0095243-0.00030218i,5.6706e-06-0.0023964i,0.0013104+2.1168e-06i,0.00036777-0.0010416i,0.00056363+0.00015228i,-0.0001446-0.00064788i,-0.0006244+0.00023835i,-0.0023308-0.0018555i,0.0019393+0.00026514i,0.0014746+0.00055851i,0.0001301-1.3802e-06i,0.00024453-0.00017433i,-0.00031735-0.00083463i,0.0005764+0.00093375i,-0.00033043-0.00066869i,-0.0012315-0.0015516i,-0.00087174-0.00080281i,-1.0431e-05+0.00033927i,0.0004853-0.00034001i,0.00032109-0.00052131i,7.8273e-05-9.8701e-05i,-0.00026513+0.0003914i,-7.7601e-05+6.1698e-05i,-0.00057032-0.00079953i,0.00032673-0.00012633i,1.7058e-05+4.9143e-05i,-0.00097416-0.00013286i,-0.0026751-0.0044452i,-0.00013981-0.00059669i,-0.00049665-0.00020356i,-0.00026929-0.0001697i,-0.0025061+0.0029112i,-0.00056644-0.00049938i,0.00020596+0.00059812i,0.0019423+0.00099235i,6.9492e-05-0.00062077i,-0.011542-0.0009436i,0.015751-0.006639i,0.01011-0.032486i,-0.004171-0.032306i,0.010097-0.018474i,0.0043382-0.03638i,0.029152-0.019934i,0.014791-0.030364i,0.02444-0.00031988i,-0.0012606-0.0028137i,-0.0070973+0.0022102i,0.0049178+0.0038402i,-0.0028567+0.0145i,-0.0016548-0.0011358i,0.003818+0.0011639i,0.0067236-0.00071091i,-0.0015124-0.001286i,0.0011508+0.0050386i,0.0028706-0.00085056i,0.00049929-0.0043995i,-0.0026426-0.0022323i,0.0019559-0.0010321i,-0.0067579+0.001601i,0.0045546+0.0010479i,-0.0062039+0.00017537i,0.0015673+0.0010888i,7.4191e-05+0.0051257i,-0.0010953+0.00093379i,-0.0009189-0.0050358i,-0.0021476+0.001565i,-0.00079725+0.00074969i,-0.0028801+0.0033909i,-0.0014815+0.00090741i,-0.00024696+0.0017124i,-0.00034117-0.00029078i,-0.0091935-0.0034326i,0.0012693+3.4707e-05i,-0.0031582+0.002211i,-0.00078299+0.0026561i,0.0045515-8.8113e-05i,-2.5124e-05-0.0013941i,0.0021009-0.0031257i,-0.0019932-0.0026154i,0.0028883+0.0065632i,0.0023263+0.0028731i,0.001068-0.011283i,-0.012953+0.028587i,0.0079914+0.024997i,-0.00086854+0.0081388i,0.0033895-0.0038844i,0.0027033-0.0024677i,-0.0018063+0.010653i
-0.0098656-0.0050948i,-0.026884-0.0095633i,-0.016087+0.012078i,-0.012147+0.0046286i,-0.015384+0.011977i,-0.013872+0.0051963i,-0.016285-0.010894i,-0.014277-0.017755i,-0.010589+0.00084682i,-0.00017718-0.0026482i,0.0014735-0.00059951i,0.00033603-0.0010453i,0.00086144+8.2777e-05i,1.1737e-05-0.00073585i,-0.00060828+0.00027496i,-0.0023499-0.0015891i,0.0021992-0.00066489i,0.0014235-8.1616e-05i,7.3113e-05-7.3619e-05i,0.00037028-0.00025187i,-0.00058881-0.00058082i,0.00084889+0.00050698i,-0.00051926-0.00068601i,-0.001397-0.001538i,-0.0011404-0.00037798i,0.000195+0.00034268i,0.00039718-0.00045426i,0.00012272-0.00048588i,7.8043e-05-3.8005e-05i,0.00011261+0.00053367i,-2.4295e-05+0.00014728i,-0.0008214-0.00064356i,0.00038815-0.00041016i,0.00014204+7.3952e-05i,-0.0006493+9.1801e-05i,-0.0032075-0.0036866i,-0.00026868-0.00040627i,-0.00040116+8.0816e-05i,-0.0001792-0.00021374i,-0.0012251+0.0034787i,-0.0005961-0.00022995i,0.00038709+0.00029233i,0.0023374+0.00013445i,0.00010678-0.00064619i,-0.012146+0.00051866i,0.01446-0.0086074i,0.0055321-0.033522i,-0.0098945-0.029508i,0.0077584-0.020937i,-0.0027501-0.033848i,0.025029-0.025155i,0.0099335-0.033487i,0.025631-0.0055165i,-0.004342-0.0049553i,-0.0064174+0.005199i,0.0053761+0.0014317i,0.0020261+0.01423i,-0.0019958-0.00025114i,0.004649+0.00072273i,0.0060542-0.0021714i,-0.0018958-0.0010471i,0.0033056+0.0058649i,0.0020042-0.0011065i,-0.0004059-0.0037117i,-0.0032998-0.0010756i,0.0017057-0.0016795i,-0.0054211+0.0032033i,0.0046356-0.0012396i,-0.0053031+0.0023588i,0.0020743+0.0014248i,0.001794+0.0044089i,-0.00066688+0.00098903i,-0.0035252-0.0046097i,-0.0018288+0.0015923i,-0.0014544+0.0012137i,-0.0013972+0.0042251i,-0.0011868+0.0016451i,-0.00024625+0.0021551i,-0.00050266-0.00027682i,-0.0096767-0.00054927i,0.00048949-0.00025058i,-0.0030196+0.003076i,-0.00029218+0.0026743i,0.0040191-0.0023799i,2.2366e-05-0.0019916i,0.0019547-0.0041542i,-0.0025094-0.0022683i,0.0050581+0.005502i,0.0032503+0.0028402i,-0.00094695-0.011696i,-0.0056648+0.03184i,0.010924+0.021444i,-0.0026214+0.0093077i,0.0019193-0.0015504i,0.0018904-0.0024902i,-0.0019305+0.010092i
