-0.023966-0.019999i,-0.032761-0.035827i,-0.023193-0.020256i,-0.032466-0.020355i,-0.024382+0.0035428i,-0.029148-0.018666i,-0.054726-0.04918i,-0.041879-0.044359i,-0.032125-0.022807i,0.0052506+0.0053608i,-0.0035628+0.0064144i,-0.01088+0.011741i,0.0044783+0.0072511i,-0.0034136-0.0026393i,0.0029827+0.002002i,0.000821+0.029251i,0.024167+0.028416i,-0.00030863+0.00031662i,-0.0030354-0.002513i,0.0068356+0.0035242i,0.001916+0.00066491i,-0.00019992+0.002254i,-0.00080201+0.00037313i,-0.032105-0.0029492i,-0.003601-0.0050022i,-3.2764e-06+0.0023574i,0.003776-0.0014171i,0.00070431-0.00033463i,-0.00070707-0.00038779i,-0.0012384-0.0019358i,-0.002574-0.00053985i,-0.0039953-0.004005i,-0.0037534-0.0054741i,0.00034268-0.0013523i,0.00034439-0.0030743i,-0.0021061+0.025673i,0.0016411-0.0030157i,0.0021394-0.004206i,0.0041688-0.0026406i,-0.0056593-0.0019733i,0.00075312+0.0013781i,0.0082215-0.00018434i,-0.0020291-0.00029378i,-0.0033242+0.00084065i,-0.0082237-0.0044588i,-0.017764+0.020919i,-0.0091226-0.08839i,-0.0031828-0.062186i,-0.021141-0.054587i,-0.011291-0.046156i,0.051859-0.028195i,0.023397-0.067521i,0.040487-0.054703i,0.018383-0.040344i,0.026357-0.01991i,0.012414+0.012273i,0.02476-0.027782i,-0.0094434-0.00010595i,-0.0015469-0.00017901i,-0.0085165-0.0010596i,-0.0060406-0.029654i,-0.020585+0.026361i,0.0072916-0.0097725i,-0.010826-0.0032169i,-0.0026033-0.0017448i,-0.00045636-0.015038i,-0.0079334+0.0051746i,0.0062176+0.010122i,-0.010318+0.029236i,0.0066015+0.0077766i,-0.0035814-0.0016235i,-0.0022479-0.0014717i,-0.013194-0.0059202i,0.00040988-0.0044347i,-0.033488+0.0036364i,0.0032323-0.0086365i,-0.0072726-0.0020969i,-0.0052813-0.0032342i,0.0070585+0.0017427i,-0.010267+0.00043076i,0.0022057-0.00050371i,0.0059453+0.0082654i,0.0054745+0.0013916i,-0.0079454-0.0096137i,0.0028821+0.0079141i,-0.019666+0.0074593i,0.002867+0.0055217i,-0.021025-0.0089291i,-0.027444-0.0047735i,0.0087358-0.062415i,0.018491-0.015258i,-0.050539-0.02824i,-0.021919+0.00058183i,0.019046+0.010538i,-0.026968+0.012076i,-0.012576-0.0078431i
0.0025051-0.0070434i,0.0080203-0.033573i,-0.01581-0.017051i,-0.010831-0.015578i,-0.011405-0.016535i,-0.010681-0.012871i,0.015503-0.014175i,0.014045-0.016794i,-0.0062375-0.0072288i,0.0035722-0.00012229i,-2.5832e-06+0.00047902i,-0.0009287+0.00072231i,0.0011536-0.00063262i,0.00077339-0.00064778i,-0.0013461-0.0016462i,0.0028317-0.0055935i,-0.0022865+0.00057434i,-0.00051035+0.00025231i,0.00017436-0.00046925i,0.00015229+0.0012874i,-0.00014847+0.0012865i,-0.00040539-0.00010128i,0.0012305+0.00064253i,-0.0029608+0.0028485i,-2.6384e-06+0.00051138i,5.3998e-05+0.00016927i,-0.00087162+0.00032848i,6.2919e-06+0.00023579i,0.00014252+1.6619e-05i,0.00039125-0.00026604i,0.00038664-0.0001383i,0.00095997+0.00035937i,0.00019566-7.5071e-05i,-9.0634e-05-0.0005849i,0.00030668+0.00061341i,0.0061574-0.00046791i,0.0003413-0.00014336i,0.00092932+0.00013113i,0.00024912-0.00063337i,0.00071017-0.001133i,0.00061462+0.00094276i,0.00013516-0.00014149i,-0.0006064-0.001171i,-0.00093793+0.0011483i,-0.0064254-0.0079859i,0.0028313+0.022607i,0.030986-0.00032919i,0.031425-0.0047615i,0.0095061-0.016716i,0.030507+0.007009i,0.023187+0.029051i,0.028051+0.018951i,0.019365+0.033847i,-0.022294+0.015177i,-0.00031253-0.0088637i,0.0023705-0.0051643i,0.0062126-0.0062902i,0.0095621+0.001761i,0.0032241+0.0054862i,-0.005332+0.0067678i,-0.0016292-0.0050755i,0.003712+0.0095107i,-0.0030449-0.0015844i,0.00030961+0.0031231i,3.924e-05+0.00045991i,0.0018399-0.0034139i,0.006358-0.0016614i,-0.0027829-0.00053802i,0.0047036-0.0010471i,-0.0065999-0.00046238i,-0.0020009-0.00018998i,3.7017e-05+7.3982e-05i,-0.0045519-0.0021517i,-0.003113-0.0019239i,-0.011201-0.010028i,0.0024496-0.0019437i,-0.0044058-3.2222e-05i,-0.001532+0.0016538i,-0.0049168+0.0024892i,0.0050276+0.0012204i,-0.008041-0.0017269i,-0.0021219-0.0065396i,-0.0024862-0.0015743i,-0.0058996-0.00044986i,0.0059858-0.0034305i,0.0046182+0.0016114i,0.0027348-0.0025229i,0.0012804+0.0053063i,0.0031964+0.0014645i,0.011722+0.0071611i,-0.02567+0.0025809i,-0.031479+0.015915i,-0.013848+0.022658i,0.0027255+0.0021801i,0.0058191-0.0067081i,-0.014803+0.0085058i
0.0011109-0.0073537i,0.0022233-0.034477i,-0.018573-0.01393i,-0.013416-0.012706i,-0.014587-0.014401i,-0.012064-0.011043i,0.011496-0.017538i,0.011072-0.018325i,-0.0077927-0.0063398i,0.0037945-0.0010541i,0.00034719+0.00018866i,-0.00028484+0.0011415i,0.00074085-0.00088922i,0.00077593-0.0006296i,-0.0014145-0.0012729i,0.0017108-0.0057526i,-0.0016654+0.0013687i,-0.00058338+0.00026171i,-8.1415e-05-0.00052738i,0.00049576+0.0011237i,0.0002722+0.0013536i,-0.00037973+0.00010687i,0.0013415+0.0001737i,-0.0010512+0.0032691i,0.00032857+0.00062124i,0.00016866+0.00013196i,-0.00045224+0.00099086i,8.283e-05+0.00037737i,0.00015813+5.274e-05i,0.00042561-0.000193i,0.00018049-0.00027875i,0.001316+1.0088e-05i,0.0002912-0.00012748i,-0.00037341-0.00042802i,0.00080077+0.00050593i,0.0058173-0.001643i,0.0001341-8.8902e-05i,0.00090191-0.0002874i,0.00011339-0.0003952i,0.00023097-0.0018606i,0.0008059+0.00067782i,2.363e-05-0.00041476i,-0.00093698-0.00040055i,0.0002468+0.0011709i,-0.0073245-0.0063885i,0.0061921+0.023122i,0.03079-0.0047158i,0.029963-0.011044i,0.0046048-0.014411i,0.033252+0.001346i,0.0286+0.023584i,0.030732+0.011157i,0.022108+0.024986i,-0.016589+0.014977i,-0.002606-0.0077702i,-0.0011182-0.0052093i,0.003239-0.0084664i,0.0079794-0.0010889i,0.0040874+0.004012i,-0.0014664+0.0087903i,-0.0022771-0.0025584i,0.0051037+0.0076875i,-0.0037023-0.00054232i,0.0018637+0.0036813i,0.00085231+0.00042174i,-0.00034852-0.0033147i,0.0064398-0.0052467i,-0.003407-1.2722e-05i,0.0045552-0.0033573i,-0.0062591+0.0026236i,-0.0016537-0.0016061i,-0.00012877-0.00051333i,-0.0042205+0.00074727i,-0.0031865-0.0011494i,-0.012669-0.0049692i,0.00090227-0.0023919i,-0.0037765+0.0011485i,-0.0015653+0.0012434i,-0.0034082+0.0040058i,0.0061144-0.00069422i,-0.0077699+0.0015552i,-0.004126-0.0055032i,-0.0023118-0.0011727i,-0.0053017+0.0017417i,0.0030051-0.0042866i,0.0050885-0.00019097i,0.0022433-0.0028759i,0.002612+0.0040049i,0.0019372+0.0012745i,0.011159+0.0024262i,-0.02435+0.0081657i,-0.029767+0.023346i,-0.009726+0.021828i,0.004338+0.0047091i,0.0042071-0.0057633i,-0.014589+0.010904i
0.00016274-0.0076203i,-0.0039815-0.034386i,-0.020524-0.010321i,-0.014829-0.0095998i,-0.017429-0.011734i,-0.013291-0.0092462i,0.0072333-0.019771i,0.0083478-0.019621i,-0.0092596-0.0048996i,0.0033456-0.0019606i,0.0003069-0.00016131i,0.00049954+0.0013124i,0.00021793-0.0008363i,0.00090305-0.00076267i,-0.0015777-0.00099894i,0.00077487-0.0056615i,-0.00074866+0.0016163i,-0.00080583+0.00041655i,-0.00033285-0.00034961i,0.00074462+0.00075691i,0.0008981+0.0011871i,-0.00039685+0.00014819i,0.001257-0.00029819i,0.00070632+0.0028616i,0.00074922+0.00049598i,0.00031045-4.4237e-06i,0.00026834+0.0010577i,0.00014775+0.00033856i,0.00019296+5.4818e-05i,0.00044256-0.00033957i,-5.7313e-07-0.00027784i,0.0013406-0.00063453i,0.00015617-0.00028476i,-0.00045545-0.00011752i,0.0011589-0.00020898i,0.0053476-0.0036518i,0.00023563+2.5958e-05i,0.00065627-0.00056533i,0.00011019-0.00037536i,-0.00059032-0.0021594i,0.0010517+0.00023529i,-0.00027586-0.00052107i,-0.00089398+0.0002125i,0.00084299+0.00048958i,-0.0078109-0.0051683i,0.011528+0.022849i,0.03052-0.0094546i,0.027132-0.016677i,0.0016973-0.011078i,0.035028-0.0052083i,0.031904+0.01714i,0.032194+0.0038503i,0.021888+0.018068i,-0.01311+0.015018i,-0.0044898-0.0060173i,-0.0041594-0.003374i,-0.0012107-0.0092599i,0.0055818-0.0024961i,0.0041225+0.0025638i,0.0020373+0.0085198i,-0.0015515-0.00095467i,0.0054794+0.0055392i,-0.0040428+0.0018309i,0.0034412+0.0034598i,0.0011552-0.00016171i,-0.001722-0.0021813i,0.0046046-0.0075934i,-0.0032195+0.00099111i,0.0035549-0.0048409i,-0.0032708+0.0044837i,-0.0025115-0.0017289i,-0.00058177-0.00062567i,-0.0028153+0.0022484i,-0.0027439-0.00041747i,-0.012397-0.0003489i,0.00015075-0.0025317i,-0.0029294+0.0019681i,-0.0016091+0.0016447i,-0.0012507+0.0042264i,0.0061245-0.0031807i,-0.0061833+0.0040074i,-0.0056787-0.0036745i,-0.0025008-0.0010391i,-0.0041232+0.0028934i,0.0015996-0.0038165i,0.0046209-0.0018035i,0.0018795-0.0032114i,0.0019274+0.0019606i,0.0013345+0.0014449i,0.010669-0.0006569i,-0.020814+0.012537i,-0.024431+0.030435i,-0.0070184+0.020908i,0.0074732+0.0047426i,0.0023946-0.004554i,-0.012852+0.013513i
-0.00094684-0.0081125i,-0.0099335-0.032788i,-0.021754-0.0069713i,-0.015388-0.0067514i,-0.019721-0.0080471i,-0.014287-0.0073413i,0.0023937-0.020864i,0.0053197-0.02073i,-0.0098895-0.0031409i,0.002556-0.0025687i,-3.3863e-05-9.3635e-05i,0.0013576+0.00073092i,-1.3366e-05-0.0005188i,0.00087099-0.001208i,-0.0016671-0.00049736i,-0.00025308-0.0054277i,-0.00015776+0.001406i,-0.0011451+0.00089863i,-0.0003078+2.0279e-05i,0.00081713+0.00027932i,0.0012803+0.0005853i,-0.00057586+0.00027384i,0.00095111-0.00067187i,0.0019952+0.0014174i,0.0011218+7.4453e-07i,0.0002318-0.00019112i,0.00061017+0.00084808i,0.00036263+0.00034565i,0.00022704+3.0567e-05i,0.00028714-0.00044525i,-0.00012655-0.00023193i,0.0010252-0.0010362i,6.8234e-05-0.00033207i,-0.00031585+1.4281e-05i,0.0008997-0.0010353i,0.0036403-0.0053385i,0.00047895-0.00010632i,0.00043927-0.00060277i,8.8185e-06-0.00042211i,-0.00145-0.0020625i,0.0010139-0.00022078i,-0.00058138-0.00026914i,-0.00067231+0.00088214i,0.00082914+9.6098e-05i,-0.0080006-0.0042993i,0.017556+0.019199i,0.029552-0.014501i,0.023511-0.020572i,0.0018274-0.0069661i,0.035005-0.013319i,0.033957+0.010564i,0.032175-0.0039055i,0.021164+0.013216i,-0.008476+0.014473i,-0.0052583-0.0036627i,-0.0059321-0.00038223i,-0.0061093-0.0084847i,0.0037276-0.0028952i,0.0037203+0.0019732i,0.0045263+0.0070759i,-0.0007191-0.00038446i,0.0052794+0.0032922i,-0.0019614+0.0042562i,0.0052221+0.0026008i,0.0015274-0.0005511i,-0.0023019-0.00090949i,0.0021978-0.009303i,-0.0026587+0.0016399i,0.0021086-0.006101i,-0.00087976+0.0035769i,-0.0035676-0.0010623i,-0.00078805-0.00058847i,-0.0013485+0.0034418i,-0.0022829-0.0002896i,-0.010319+0.0037588i,-0.0009798-0.0029451i,-0.0017589+0.002186i,-0.0012843+0.0017024i,0.00034645+0.0034713i,0.0051608-0.0057442i,-0.0035123+0.0055953i,-0.0058913-0.0014728i,-0.0030663-0.00062147i,-0.0033579+0.0038942i,0.00043038-0.0035601i,0.0037003-0.0024804i,0.0014386-0.0038618i,0.00056978+0.0017286i,0.0010981+0.0019215i,0.0096251-0.0038324i,-0.017395+0.013588i,-0.016379+0.03397i,-0.0038633+0.020877i,0.0090959+0.003521i,0.0019214-0.0028517i,-0.010199+0.015073i
-0.0024861-0.0084981i,-0.015173-0.029916i,-0.022592-0.0033864i,-0.015651-0.0043048i,-0.020649-0.004165i,-0.015066-0.0053558i,-0.0020576-0.020334i,0.0021762-0.021339i,-0.0096596-0.0015966i,0.00044929-0.0019467i,-3.9309e-05+0.00018311i,0.0016144-0.00014068i,6.2137e-06-0.00031014i,0.00028072-0.0013449i,-0.0014071+4.799e-05i,-0.001449-0.0048764i,0.00012213+0.0013014i,-0.0010071+0.0018462i,-0.00019882+8.4189e-05i,0.00054539-0.00011155i,0.0013024-8.167e-06i,-0.0005378+0.00052007i,0.00065618-0.00088244i,0.001859-0.00019639i,0.0010139-0.00073236i,1.0417e-05-0.00027662i,0.00084923+0.00065744i,0.00053604+0.0001288i,0.00025024-4.1449e-05i,9.7674e-05-0.00043603i,-0.00014449-6.0021e-05i,0.00070743-0.001451i,-0.00014403-0.00031191i,-0.00029864+0.00013844i,3.7095e-05-0.0011978i,0.002569-0.0060895i,0.00040256-0.00042352i,0.00025872-0.00071239i,1.9212e-05-0.00037772i,-0.0023542-0.001565i,0.00073873-0.00056886i,-0.00066247+0.00012126i,-0.00037249+0.0012879i,0.0009112-0.00022395i,-0.0077636-0.0038727i,0.021429+0.013124i,0.02761-0.019613i,0.021758-0.024592i,0.0049093-0.0041045i,0.032362-0.021674i,0.03474+0.0041794i,0.029862-0.01118i,0.019693+0.010063i,-0.0040411+0.012301i,-0.0047623-0.0022376i,-0.0057547+0.0033667i,-0.010677-0.0048601i,0.0022214-0.0029902i,0.0034535+0.0015978i,0.0050425+0.005897i,9.9049e-05-0.00063021i,0.0036063+0.0019021i,0.0012159+0.0037757i,0.0066337+0.00040077i,0.0016652-0.0013974i,-0.0020746+0.0008347i,-0.0011251-0.010735i,-0.0024484+0.0025373i,0.00020302-0.0068689i,-0.00085237+0.0030345i,-0.0044764+0.00017562i,-0.0009588-0.00045405i,0.0015052+0.0036864i,-0.0022939-0.00066167i,-0.0069064+0.0062881i,-0.0028035-0.0025351i,-0.00090786+0.0018775i,-0.00093897+0.0017581i,0.0011705+0.002394i,0.0030783-0.0080675i,-0.00080337+0.0053974i,-0.0049235+9.1221e-05i,-0.0030908+0.00011141i,-0.0013875+0.0053428i,-0.00065715-0.0026833i,0.0027467-0.0030751i,0.00043992-0.0041432i,-0.0002002+0.0021892i,0.0011948+0.0021687i,0.0079702-0.00632i,-0.01738+0.013191i,-0.0091081+0.033528i,6.0578e-05+0.019336i,0.010072+0.0020728i,0.0023968-0.0018446i,-0.0072959+0.015828i
-0.0038229-0.0084676i,-0.019472-0.026302i,-0.022617+0.00038715i,-0.015615-0.0018422i,-0.020974-0.00056572i,-0.015528-0.0032646i,-0.0054947-0.019228i,-0.00088861-0.021678i,-0.00917-0.000747i,0.0003492-0.0019753i,0.00023293+0.00037263i,0.0012864-0.0007722i,6.6788e-06-0.00018511i,4.5187e-05-0.0010826i,-0.0010427+0.00018071i,-0.0021426-0.0037983i,0.00057058+0.0012054i,-0.00013274+0.001848i,-0.00016267+0.00020179i,0.00031394-0.00013178i,0.0011389-0.00053034i,-0.00033988+0.0006544i,0.00027265-0.0010896i,0.0012448-0.0013642i,0.00042475-0.0010488i,-0.00023154-0.00011956i,0.001146+0.0003854i,0.00052345-4.7049e-05i,0.00025379-0.0001026i,-0.00014465-0.00036295i,-7.5316e-05-1.3844e-05i,0.00015515-0.0016958i,-0.00021201-5.7149e-05i,-8.2631e-05+0.00023683i,-0.00017555-0.00085507i,0.0007645-0.0067857i,0.00023386-0.00036756i,-6.839e-05-0.00071973i,2.5357e-05-0.0004279i,-0.0029381-0.00061486i,0.00038739-0.00075964i,-0.0005225+0.00038656i,0.00017435+0.0018311i,0.00074207-0.00067787i,-0.0081327-0.0041886i,0.022904+0.006443i,0.024568-0.024506i,0.016823-0.030398i,0.0098358-0.0055234i,0.026744-0.028685i,0.034603-0.0018071i,0.026904-0.016575i,0.019623+0.009016i,-0.0014742+0.0088301i,-0.0046721-0.0015009i,-0.0031797+0.006182i,-0.01305+0.00067388i,0.00089162-0.0028846i,0.003227+0.0014099i,0.0063903+0.0041817i,0.00017611-0.0014533i,0.0023321+0.0015708i,0.0018175+0.0021237i,0.0063606-0.0024997i,0.0012227-0.0026553i,-0.00011303+0.001914i,-0.005901-0.0091977i,-0.001343+0.0040105i,-0.0026786-0.0068112i,0.0004941+0.0035219i,-0.0048607+0.0018347i,-0.0011308-8.2668e-05i,0.0040134+0.00094891i,-0.0025949-0.00037896i,-0.0027323+0.0064756i,-0.0042002-0.0010617i,-0.00043379+0.0012694i,-0.0008806+0.0017563i,0.0015472+0.0011758i,-0.0004117-0.0097486i,0.0012302+0.0041867i,-0.0043229+0.00092522i,-0.0030894+0.0008145i,0.0012737+0.0051332i,-0.0006843-0.0015887i,0.001637-0.0029723i,-0.00060166-0.0042179i,-0.00068355+0.002915i,0.0013744+0.0024873i,0.0060633-0.007659i,-0.018138+0.015688i,-0.0037383+0.032187i,0.0027937+0.015855i,0.011083-0.00020188i,0.0027654-0.0018647i,-0.0042306+0.015403i
-0.0053496-0.0084865i,-0.022754-0.02211i,-0.022021+0.0039861i,-0.015031+0.00035763i,-0.020512+0.0031892i,-0.015762-0.0012081i,-0.0086949-0.018107i,-0.0043526-0.021918i,-0.0090316-0.0005362i,0.00036954-0.0019724i,0.00052284+0.00042465i,0.0010189-0.00087104i,0.00012651+6.8719e-06i,2.0478e-05-0.00094411i,-0.00088688+0.0002252i,-0.0024086-0.0028935i,0.00097002+0.00097232i,0.00059244+0.0014802i,-1.9751e-06+0.00030716i,0.0002541-8.7364e-05i,0.00080523-0.0009326i,-0.00024318+0.00081807i,-8.7443e-05-0.00096335i,0.00036016-0.001858i,-1.6264e-05-0.0010984i,-0.00024396+0.00013132i,0.0010937-0.0001534i,0.00048134-0.00027418i,0.00022054-0.00016899i,-0.00027194-0.000151i,-2.5251e-05-3.1621e-05i,-0.00023179-0.0015183i,-7.0834e-05+9.6418e-05i,9.1669e-05+0.00018933i,-0.00042218-0.0008345i,-0.0012716-0.0063721i,0.00035767-0.00043388i,-0.00034715-0.00047435i,-0.00010516-0.00049392i,-0.0032656+0.00064251i,0.00010743-0.00084159i,-0.00030009+0.00059918i,0.0010626+0.0018527i,0.00036078-0.00081348i,-0.0094452-0.0042171i,0.022343+0.00029516i,0.020287-0.02874i,0.0098615-0.033693i,0.012506-0.010097i,0.019999-0.033281i,0.033935-0.0078123i,0.023884-0.021875i,0.021607+0.0076757i,0.00014838+0.0056076i,-0.0053727-0.0010721i,0.00013622+0.0069694i,-0.012213+0.0071315i,-0.00024257-0.0024432i,0.0033862+0.0013643i,0.0065949+0.0027042i,-0.00038519-0.0019205i,0.00097362+0.0020857i,0.0022342+0.0017332i,0.0041963-0.004701i,-0.00027755-0.0033613i,0.0015497+0.0011739i,-0.008288-0.0050546i,0.0012352+0.0043429i,-0.0049801-0.0046848i,0.0019962+0.0025601i,-0.0041753+0.00399i,-0.0011279+7.9315e-05i,0.0036606-0.0023467i,-0.0027228+0.00040051i,-0.0001399+0.004318i,-0.0041836+0.00062309i,-0.00054695+0.00056731i,-0.00075236+0.0020701i,0.0011593-3.6638e-05i,-0.005065-0.0090761i,0.0020441+0.0022764i,-0.0039096+0.0015029i,-0.0027736+0.0019963i,0.0030589+0.0037471i,-8.4271e-05-0.0015292i,0.0014287-0.0023184i,-0.0016224-0.0036832i,-0.0011736+0.0043576i,0.0017777+0.0023863i,0.0052302-0.0087451i,-0.017345+0.019593i,0.0011652+0.030078i,0.0032549+0.011777i,0.010329-0.003388i,0.0025781-0.0015307i,-0.0021965+0.013558i
-0.0072909-0.0080324i,-0.024989-0.017918i,-0.02081+0.0074335i,-0.014282+0.0021492i,-0.019208+0.0066426i,-0.015718+0.00083267i,-0.011866-0.0165i,-0.0080825-0.02123i,-0.0094095-0.00032239i,0.00020698-0.002154i,0.00091355+0.00037171i,0.00066847-0.0011598i,0.00034628+6.9999e-05i,-7.9073e-05-0.00088946i,-0.00072844+0.00030987i,-0.0024808-0.0022519i,0.0013076+0.00070204i,0.0011516+0.00092972i,0.00017568+0.00023588i,0.00028853-0.00017109i,0.0001539-0.0010636i,7.7004e-05+0.00096727i,-0.00028773-0.00079522i,-0.00042406-0.0019851i,-0.00043744-0.00091314i,-0.00015338+0.00028423i,0.00073738-0.00045714i,0.00037959-0.00041284i,0.00015084-0.00012904i,-0.00031952+5.5589e-05i,-3.8453e-05-3.2332e-05i,-0.00045689-0.00085073i,0.00024701+8.4184e-05i,0.00015999+5.0482e-05i,-0.00092212-0.00044354i,-0.0023485-0.0052763i,0.00020421-0.00066416i,-0.00042417-0.00020894i,-0.00025427-0.00031813i,-0.0030967+0.0019636i,-0.00033666-0.00069525i,-0.00013616+0.00056574i,0.0017465+0.0013782i,9.7967e-05-0.00058255i,-0.010907-0.0033807i,0.019996-0.0049228i,0.015351-0.031516i,0.0026815-0.034259i,0.012454-0.014676i,0.012492-0.036147i,0.032401-0.014086i,0.019605-0.027046i,0.02317+0.0040709i,0.00096512+0.0012164i,-0.0065414+0.00018883i,0.0030463+0.0058969i,-0.008264+0.011689i,-0.0010015-0.001966i,0.0034669+0.0011317i,0.0070119+0.0014459i,-0.0011852-0.001749i,0.00054503+0.0035664i,0.0032083+0.00061357i,0.0017962-0.0049589i,-0.001516-0.0030025i,0.0021331-6.4767e-05i,-0.0084169-0.0011893i,0.0033651+0.0030234i,-0.0061348-0.002446i,0.0020402+0.0011792i,-0.0021889+0.0053207i,-0.0013476+0.00035271i,0.0013792-0.0044248i,-0.0024607+0.0010948i,0.00031747+0.0020106i,-0.0039402+0.002117i,-0.0011326+0.00039355i,-0.00040391+0.0017758i,0.00026536-0.00040792i,-0.0078997-0.0062971i,0.0018211+0.00088527i,-0.0033826+0.0019315i,-0.0017014+0.002574i,0.0041306+0.0022165i,-0.00038457-0.0013198i,0.0019655-0.002334i,-0.0019421-0.0025942i,0.0004158+0.0065008i,0.0018107+0.0025441i,0.0035672-0.010429i,-0.015445+0.023545i,0.004798+0.027126i,0.0017265+0.0088995i,0.006697-0.0051607i,0.003225-0.0017852i,-0.0019554+0.011887i
-0.0089817-0.0068056i,-0.026605-0.014025i,-0.018859+0.010502i,-0.01335+0.0036096i,-0.017504+0.0093466i,-0.015442+0.0030549i,-0.014447-0.014312i,-0.011249-0.019839i,-0.010088+0.00033627i,-1.9618e-05-0.0021678i,0.0013572+5.0079e-06i,0.00030492-0.0010532i,0.00056623+0.00011808i,-0.00021357-0.00075399i,-0.0006108+0.00032469i,-0.0023557-0.0018764i,0.0019625+0.00020724i,0.0014378+0.00041259i,0.00020128-1.3356e-05i,0.00028152-0.00022494i,-0.00025954-0.00088772i,0.00055577+0.0008427i,-0.00037309-0.00071475i,-0.00094687-0.0019225i,-0.00083484-0.00062397i,1.1382e-05+0.00033399i,0.00051067-0.00043783i,0.00019342-0.00037819i,9.3504e-05-0.00010708i,-0.00024976+0.00033813i,-3.4699e-05+6.7996e-05i,-0.00068846-0.00073957i,0.00035116-0.00012594i,8.9988e-05+3.7178e-05i,-0.00086515-0.00015747i,-0.0027213-0.0042843i,-0.00014511-0.00061003i,-0.00048179+1.4212e-05i,-0.00018587-0.00014597i,-0.0022773+0.0028193i,-0.00050389-0.00039183i,0.00011206+0.00057729i,0.002104+0.00067043i,0.00018261-0.00042058i,-0.011889-0.0018961i,0.017314-0.0076645i,0.010547-0.033163i,-0.0038916-0.03344i,0.010307-0.01872i,0.0046762-0.036342i,0.029394-0.020138i,0.014472-0.030679i,0.027296-0.00052973i,-0.0010564-0.0027472i,-0.0071759+0.002534i,0.0047847+0.0037748i,-0.0031262+0.014183i,-0.0018259-0.0013261i,0.0036666+0.0010082i,0.0070815-0.00015591i,-0.0016152-0.0013664i,0.0013485+0.0052661i,0.0030386-0.00092289i,0.0003088-0.0042452i,-0.0027273-0.0022184i,0.0019969-0.0010225i,-0.0069825+0.0016644i,0.0044188+0.0010269i,-0.0059496+0.00036386i,0.0015964+0.0008646i,0.000163+0.0054236i,-0.0011648+0.00093605i,-0.0011766-0.0049201i,-0.0020379+0.0011011i,-0.00084622+0.00081416i,-0.0028103+0.0035852i,-0.0015702+0.0010093i,-0.00013914+0.0016375i,-0.00021149-0.00032516i,-0.0092427-0.0032476i,0.0011343-1.582e-05i,-0.003195+0.0022324i,-0.00071642+0.002594i,0.0046253-0.00013908i,-5.0318e-06-0.0011968i,0.0023344-0.0032631i,-0.0020727-0.0024367i,0.0028571+0.0067253i,0.0023451+0.0027064i,0.0017656-0.011229i,-0.011731+0.028357i,0.0073806+0.0245i,-0.00059756+0.0082014i,0.0034561-0.0040231i,0.003007-0.0025525i,-0.002004+0.011022i
-0.010047-0.0052563i,-0.028274-0.010424i,-0.016525+0.012896i,-0.012437+0.0049353i,-0.015505+0.01202i,-0.014497+0.0051877i,-0.016593-0.011917i,-0.014411-0.018268i,-0.010901+0.0014579i,-0.00018507-0.002443i,0.001515-0.00059889i,0.0002937-0.0010489i,0.00084254+4.78e-05i,-5.5752e-05-0.00080314i,-0.00056779+0.00033695i,-0.0022878-0.0016348i,0.0022323-0.0008118i,0.0017881-0.00012608i,0.00012267-0.00011995i,0.00037687-0.00031587i,-0.00053947-0.00063254i,0.00080621+0.00047224i,-0.0005674-0.00067131i,-0.0013202-0.0019702i,-0.0010583-0.00019822i,0.00019448+0.00032502i,0.00037132-0.00054618i,0.00014944-0.00032304i,0.00011258-8.081e-05i,0.0001081+0.00053948i,3.4686e-05+0.00016094i,-0.00084737-0.00051826i,0.00033925-0.0004161i,0.0001753+4.4807e-05i,-0.00054113+2.6979e-05i,-0.0034161-0.0035343i,-0.00025348-0.00038112i,-0.00034442+0.00025994i,-0.00012226-0.00021391i,-0.0010873+0.003189i,-0.0004843-0.00016525i,0.00031336+0.00030907i,0.0023872-0.00010323i,0.0003022-0.00047662i,-0.012788-0.00030859i,0.015853-0.0098481i,0.0058397-0.034123i,-0.010193-0.030616i,0.0081338-0.021254i,-0.0023919-0.033897i,0.025192-0.025454i,0.0095688-0.033518i,0.027857-0.006401i,-0.0042132-0.0046378i,-0.0062448+0.0054641i,0.0052361+0.0014599i,0.0017521+0.013961i,-0.0022904-0.00033118i,0.0044965+0.00061995i,0.00679-0.0019258i,-0.0020251-0.0010584i,0.0037194+0.0058595i,0.002211-0.0012618i,-0.00050163-0.0035284i,-0.0032907-0.0009492i,0.0017659-0.0017545i,-0.0054968+0.0034161i,0.00452-0.0012451i,-0.0051416+0.0020669i,0.0020885+0.0011822i,0.0020028+0.0045691i,-0.00069946+0.0011013i,-0.003665-0.0044195i,-0.0019202+0.0013179i,-0.0017061+0.0012281i,-0.0011726+0.0043304i,-0.0012143+0.0016931i,-0.00020445+0.0020227i,-0.00050133-0.00037979i,-0.0095627-0.00036346i,0.00031557-0.00021102i,-0.0031895+0.0031172i,-0.00023055+0.0025112i,0.003858-0.0024156i,-4.1458e-06-0.0019029i,0.0020792-0.0044852i,-0.0025301-0.0021816i,0.0050127+0.0056474i,0.0032667+0.0026941i,-0.00014277-0.011746i,-0.004558+0.031344i,0.01008+0.021373i,-0.0022393+0.008999i,0.0019803-0.0017978i,0.0021165-0.0024722i,-0.0020592+0.010637i
