-0.022369-0.038333i,-0.010172-0.050271i,-0.017128-0.045995i,-0.030997-0.036019i,-0.029694-0.017029i,-0.050908-0.028993i,-0.059165-0.026378i,-0.044288-0.038814i,-0.025448-0.029901i,0.007612+0.012265i,-0.0058599+0.016083i,-0.004985+0.014857i,0.010648+0.021803i,0.00012099+0.0048925i,0.0034766+0.0033679i,0.0069027+0.018687i,0.02364+0.037637i,-0.0027616-0.0014326i,-0.0050963-0.0062667i,0.0075331+0.0014637i,-9.6e-05-0.00083827i,-0.0012281+0.0023953i,0.00013916-0.00031774i,-0.029295-0.0018999i,-0.0018342-0.0057949i,0.001949+0.0048473i,0.0032119-0.0010963i,-0.00044997+0.00082434i,0.00055893-0.000281i,-0.00093057-0.0027475i,-0.0017409-0.0060513i,-0.004353-0.0046341i,-0.0029089-0.0050337i,0.002352-0.00037992i,0.0020909-0.0027788i,0.00026745+0.0274i,0.0013995-0.0033577i,0.0029057+0.00096854i,0.0057673+0.0011063i,-0.010324-0.0018843i,-0.0036086-1.3749e-05i,0.0047681-0.00037598i,0.0061532+0.00021339i,-0.0037017+0.0048514i,0.0020954-0.0094341i,-0.012061+0.018583i,0.035604-0.090492i,0.012429-0.070436i,-0.015781-0.0603i,-0.016007-0.056045i,0.038828-0.047323i,0.016828-0.06295i,0.034675-0.056078i,0.031484-0.059508i,0.014865-0.013799i,0.0039521+0.016931i,0.016438-0.026658i,-0.011336+0.0063181i,-0.00090652+0.0056934i,-0.0052501-0.00068039i,-0.0023461-0.028077i,-0.024094+0.031149i,0.010305-0.011012i,-0.012989-0.0027778i,-0.00016314-0.0050192i,-0.0016327-0.015935i,-0.0078553+0.0050049i,0.0051038+0.0058762i,-0.0074554+0.030373i,0.0054825+0.006243i,-0.0054281-0.00095968i,-0.0030675-0.00023351i,-0.011473-0.0081888i,-0.00042518-0.0043618i,-0.030709-0.0015046i,0.00036825-0.010152i,-0.0090364-0.001917i,-0.0066423-0.0026088i,0.007011+0.0031753i,-0.0077032+0.0012717i,0.00023436+0.00025637i,0.0057225+0.010709i,0.0038093+0.0013237i,-0.0088575-0.010543i,0.0032131+0.0082312i,-0.021009+0.0059219i,0.0085381+0.00020223i,-0.029276-0.0035451i,-0.042741+0.0030975i,0.018537-0.09716i,-0.0025005-0.011786i,-0.053025-0.023026i,-0.023588+0.0015678i,0.01769+0.010525i,-0.026002+0.013178i,-0.017761-0.013746i
0.013836-0.0090891i,0.044575-0.011992i,0.023695-0.027002i,0.011726-0.021728i,0.014931-0.040998i,-0.018731-0.023582i,-0.0083132-0.015662i,-0.0021507-0.02857i,0.007665-0.016651i,0.0045591-0.0016136i,0.0017345-0.0048012i,-0.0001172-0.0053144i,-0.00097758-0.0058203i,-0.00094577-0.0030267i,-0.0012679+0.00098478i,0.0014138-0.0029297i,-0.0041785+0.001981i,-0.00021583+0.00075949i,0.00024128+0.00031427i,0.00062115+0.002325i,0.0014333+0.0018349i,0.0011699-0.0010306i,0.0020339+0.00042264i,-0.0013131+0.0029501i,-0.00089444+0.00023506i,-0.00057991+0.00041424i,-0.0015002+0.00010569i,-0.00068734+0.00064872i,7.3354e-06+0.00013757i,-0.00028352-0.0002353i,0.0024556-0.001844i,0.0014566-0.00016932i,0.00036051-0.00078754i,0.00064364-0.00097512i,0.00084836+0.00039073i,-0.010862-0.0068529i,-1.2762e-05+2.2817e-05i,-0.00074642+0.00033147i,-0.0001679-0.00033563i,0.00035902+0.0004367i,0.00050736+0.0010809i,0.0010532+0.00078775i,0.00027615-0.0029884i,-0.0002042-0.0035737i,0.017741+0.0055028i,0.027895+0.040238i,0.036014+0.040732i,0.048029+0.02867i,0.016239-0.00041709i,0.036363-0.00024001i,0.038275+0.012589i,0.015239+0.0062065i,0.029499+0.022871i,-0.0045866+0.033162i,0.0066815-0.005117i,0.0049824-0.0032909i,0.0068506-0.0037661i,0.0078299+0.0039038i,0.0039157+0.0062939i,-0.006083+0.003864i,-0.0039202-0.0061074i,0.0034275+0.013888i,-0.0036396+0.00029607i,0.00027918+0.0051411i,-0.00052335+0.0015661i,0.0025634-0.0031879i,0.0067442-0.00065202i,-0.0029815-0.00050362i,0.004495-0.0017918i,-0.0054624+0.00021731i,-0.0018902+0.00085763i,0.00025759+9.4251e-05i,-0.0046902-0.0025408i,-0.004348-0.0020084i,-0.0073685-0.009526i,0.0033442-0.0017124i,-0.0051454+0.0019174i,-0.0016224+0.0011388i,-0.0036872+0.0026512i,0.006905+0.00068683i,-0.0071872-0.0015356i,-0.0046934-0.0080079i,-0.002549-0.0011752i,-0.0065137-0.0011307i,0.0042596-0.0038821i,0.005879+0.00064629i,0.0030949-0.0014694i,0.0054729+0.0077827i,0.0059275+0.0056047i,0.042402+0.026676i,-0.031723-0.0045164i,-0.036853+0.018141i,-0.0088256+0.019598i,0.0022554+0.00233i,0.0090942-0.0044355i,-0.011141-0.0002225i
0.011472-0.010903i,0.041293-0.01935i,0.018281-0.030343i,0.0077041-0.022459i,0.006394-0.042934i,-0.021347-0.019908i,-0.011424-0.014778i,-0.0067771-0.027177i,0.004642-0.017704i,0.0040437-0.0027407i,0.00048684-0.0053785i,-0.0012408-0.0046093i,-0.0026894-0.0047996i,-0.0015711-0.0023925i,-0.00078952+0.0012478i,0.00098124-0.0032332i,-0.0026095+0.0032568i,-0.00047994+0.00068698i,0.00012622+0.00023951i,0.0013212+0.0020854i,0.0020604+0.0014489i,0.00096281-0.001189i,0.0020031-0.00019461i,0.00071959+0.0027501i,-0.00054935+0.0005553i,-0.00026919+0.00040633i,-0.0011932+0.0010019i,-0.00053033+0.00073904i,-0.00012687-9.1783e-05i,-6.3283e-05+0.00014028i,0.0015164-0.0026082i,0.0014476-0.00066926i,0.00013587-0.00078089i,0.00011146-0.0010518i,0.0013578+0.00014105i,0.0032728-0.0029722i,-2.2773e-05+0.00016651i,-0.00027474-0.0041356i,-9.2456e-05-2.6943e-06i,0.00033871-9.0324e-05i,0.00065673+0.0008982i,0.0013057+0.00016106i,-0.00072958-0.0023279i,0.00019416-0.0031815i,0.018196+0.0031918i,0.033584+0.035767i,0.041112+0.033786i,0.050741+0.019907i,0.013609+6.9524e-05i,0.036724-0.0063484i,0.040201+0.0054277i,0.016196+8.3307e-06i,0.03037+0.012864i,0.0028066+0.030183i,0.0045955-0.0063123i,0.00095303-0.0036497i,0.0044648-0.0065279i,0.0070409+0.0011109i,0.0053812+0.0047321i,-0.0035428+0.0061312i,-0.0047552-0.0030143i,0.0055795+0.011727i,-0.0038429+0.0012718i,0.0031351+0.0057027i,0.00039398+0.0017694i,0.00044189-0.0034564i,0.0075735-0.0043878i,-0.0030336+0.00017613i,0.004295-0.0031498i,-0.0048377+0.0023796i,-0.0017411-0.00043282i,6.9938e-05-0.00046346i,-0.0044602+0.00052402i,-0.0042571-0.00076646i,-0.0090758-0.0061363i,0.0019029-0.0027574i,-0.0034853+0.0030692i,-0.0016562+0.00064327i,-0.0024412+0.0036904i,0.0077955-0.0023158i,-0.0068842+0.001412i,-0.0071467-0.0057117i,-0.0022772-0.00079343i,-0.0057021+0.0012025i,0.0015192-0.0040834i,0.0061217-0.0017922i,0.0029376-0.0018824i,0.0072328+0.0054206i,0.0052391+0.0049394i,0.0432+0.016731i,-0.030819+0.0021578i,-0.034686+0.025846i,-0.0058661+0.017717i,0.0036693+0.0049191i,0.0069782-0.0056014i,-0.012895+0.0020607i
0.0096494-0.01252i,0.036446-0.026026i,0.01242-0.032132i,0.0041979-0.022337i,-0.0022615-0.043187i,-0.023411-0.016139i,-0.014336-0.013121i,-0.010605-0.025546i,0.0013392-0.018198i,0.0032387-0.0035182i,-0.0011839-0.0053835i,-0.0020727-0.0036745i,-0.0038084-0.0032356i,-0.0018963-0.0016904i,-0.00046064+0.0012456i,0.00043561-0.0034489i,-0.00084296+0.0035164i,-0.00065836+0.0012279i,8.4423e-05+0.00040896i,0.0018819+0.0013454i,0.0025753+0.0005787i,0.00066917-0.001536i,0.0017636-0.00082574i,0.0020375+0.0013968i,-0.00010403+0.00055444i,-0.00010066+0.00022925i,-0.00054327+0.0014261i,-0.0002981+0.00097046i,0.00012901-0.00013086i,0.0001523+0.00020493i,0.00047264-0.0029894i,0.0011151-0.0012709i,-0.00018761-0.00075872i,-0.00023401-0.0008576i,0.0016238-0.00072912i,0.0041286-0.0046696i,0.00020009+0.00023175i,0.0010698+0.0053112i,0.00011241-0.00010609i,9.7861e-05-0.00041029i,0.00088351+0.00062692i,0.0011066-0.00063967i,-0.0010323-0.0014356i,0.00014214-0.0035578i,0.018678+0.00062741i,0.040348+0.029351i,0.045241+0.026202i,0.051776+0.011231i,0.012496+0.00095834i,0.036494-0.012631i,0.040131-0.0017267i,0.016148-0.0050393i,0.027996+0.0051472i,0.0080834+0.02742i,0.0021683-0.0065805i,-0.0019211-0.0017903i,0.00061493-0.007986i,0.005347-0.00076597i,0.0056756+0.0029864i,-0.00099415+0.0070864i,-0.0040687-0.00074471i,0.0062966+0.0091013i,-0.0037112+0.0035148i,0.0056789+0.0045492i,0.0011055+0.0013331i,-0.0010745-0.0026617i,0.0063261-0.0072558i,-0.0025901+0.00073024i,0.003599-0.0041429i,-0.002439+0.0041107i,-0.0023132-0.00042702i,-0.00030496-0.00046945i,-0.0030947+0.0020605i,-0.0036159+0.00050854i,-0.0098702-0.0027459i,0.00094571-0.0032715i,-0.001987+0.0032862i,-0.0018493+0.00093829i,-0.00058985+0.0035709i,0.0067826-0.0058613i,-0.0052995+0.0038234i,-0.008268-0.002964i,-0.0022833-0.00071857i,-0.004578+0.0024324i,0.00038593-0.0034283i,0.0048712-0.0039362i,0.0029919-0.0024096i,0.0068373+0.0019806i,0.0049345+0.00466i,0.042909+0.0094775i,-0.027585+0.0073024i,-0.029061+0.032953i,-0.0039661+0.016087i,0.0065893+0.0054609i,0.0044787-0.0048833i,-0.012829+0.0048715i
0.0076224-0.014401i,0.0306-0.031009i,0.0070785-0.03328i,0.0013848-0.022397i,-0.010742-0.04109i,-0.024795-0.012247i,-0.016991-0.010728i,-0.014328-0.023461i,-0.0015851-0.017809i,0.002302-0.0040794i,-0.0027936-0.0043023i,-0.0023551-0.0028957i,-0.0040558-0.0016835i,-0.0020685-0.0011227i,-0.00011556+0.0014731i,-0.00023535-0.0033998i,0.00049568+0.003271i,-0.00017667+0.0020022i,0.0002914+0.00066478i,0.002049+0.00046982i,0.0026915-0.00051009i,4.6524e-05-0.0017294i,0.0012342-0.0012631i,0.0025016-0.00071702i,0.00035085+0.00069013i,-0.0002014+0.00014064i,7.8862e-05+0.0014224i,0.00015059+0.0011465i,0.00017489-0.00014983i,0.00030402+0.00016317i,-0.00072849-0.0029392i,0.00059397-0.0015127i,-0.00037769-0.00056533i,-0.00049194-0.00073292i,0.0011587-0.0017433i,0.0028648-0.0052052i,0.00042183+0.00010834i,0.0022611+0.002022i,0.00020562-0.00028302i,-0.00024617-0.00071322i,0.0008897+0.00060133i,0.00043972-0.00068789i,-0.000952-0.00075444i,-0.00046455-0.0035143i,0.019069-0.0024947i,0.04531+0.019914i,0.048331+0.017962i,0.052101+0.0036004i,0.013219+0.0022384i,0.034779-0.020005i,0.039287-0.0085392i,0.015114-0.010216i,0.025377+7.8552e-05i,0.014093+0.023712i,0.00057137-0.0056865i,-0.0031598+0.00085664i,-0.0039774-0.0078881i,0.0036818-0.0015737i,0.0054758+0.00182i,0.0012229+0.007356i,-0.0028826+0.00072199i,0.0061437+0.006621i,-0.001187+0.0055657i,0.0077738+0.0023009i,0.001799+0.00096148i,-0.0019148-0.0014328i,0.0038011-0.0097843i,-0.0021689+0.00082987i,0.0028798-0.0054729i,-0.00042233+0.0035408i,-0.0031014+0.00010092i,-0.00034835-0.00048707i,-0.0015759+0.0032205i,-0.0026907+0.0011529i,-0.0092818+0.000824i,-0.00034123-0.0039433i,-0.00061739+0.0028287i,-0.001694+0.0011203i,0.00063758+0.002651i,0.0046846-0.0089236i,-0.0026482+0.0051048i,-0.0072738+0.00039672i,-0.0026121-0.00056056i,-0.0037156+0.0036622i,-0.00029782-0.0029381i,0.003062-0.0046615i,0.0028075-0.0034581i,0.0049609+0.00069631i,0.0052913+0.0047372i,0.042276+0.0023505i,-0.024476+0.0089411i,-0.021191+0.037562i,-0.0020475+0.015266i,0.0084879+0.0047859i,0.0036138-0.0033244i,-0.011506+0.0068959i
0.0048742-0.016073i,0.024471-0.03441i,0.0014115-0.033663i,-0.0017822-0.022586i,-0.017498-0.037652i,-0.025715-0.0083765i,-0.018929-0.0074786i,-0.017365-0.020773i,-0.004119-0.017133i,0.0010816-0.0041672i,-0.0034304-0.0027957i,-0.0027238-0.0023271i,-0.0037667-0.00040736i,-0.002454-0.00037974i,0.0005736+0.0016534i,-0.00089269-0.0031264i,0.0016816+0.0027397i,0.00085784+0.0022089i,0.00058553+0.00053565i,0.0017109-0.00029336i,0.0023378-0.0014547i,-0.00052344-0.0017061i,0.00080191-0.0014192i,0.0013604-0.0020376i,0.00071726+0.00022724i,-0.0002834+0.00017685i,0.00064354+0.0013925i,0.00061583+0.0010371i,7.3143e-05-0.00023003i,0.00036793+7.0749e-06i,-0.0017385-0.0024017i,0.00014198-0.0016059i,-0.00056847-0.00036607i,-0.00069182-0.00044688i,-5.5716e-05-0.0020649i,0.0018834-0.0054137i,0.00043553-0.00014036i,0.0024228+0.00016413i,0.00025724-0.00041442i,-0.0007497-0.00081295i,0.0019229+0.00066684i,0.00021276-0.00039324i,-0.00072988-0.00044566i,-0.0010039-0.0031764i,0.019362-0.0059966i,0.047042+0.0096761i,0.049562+0.0092348i,0.052579-0.0051651i,0.015902+0.0028663i,0.03085-0.027084i,0.037206-0.014815i,0.01203-0.014736i,0.022414-0.0031994i,0.019138+0.017836i,-0.00047309-0.0052659i,-0.0028634+0.0040714i,-0.0086808-0.0050538i,0.0021101-0.0019402i,0.0051076+0.00078044i,0.003251+0.0070215i,-0.0016262+0.001188i,0.0051011+0.0049655i,0.0020317+0.0046753i,0.0088638-0.0013081i,0.0023374+0.00016317i,-0.0018541+0.00028494i,0.00024891-0.011619i,-0.0024125+0.0013257i,0.0020367-0.006231i,1.1608e-05+0.0029941i,-0.0035255+0.0012724i,-0.00053407-0.00055702i,0.0011912+0.0031734i,-0.002027+0.00085513i,-0.0070503+0.0036005i,-0.0023584-0.003964i,0.00013635+0.0019887i,-0.0015821+0.0014679i,0.0010376+0.0014138i,0.0011782-0.011257i,-0.00011894+0.0047694i,-0.0056548+0.0016181i,-0.0026471-6.1902e-05i,-0.0021554+0.005381i,-0.0012462-0.0020488i,0.0014086-0.0047711i,0.0017028-0.0044386i,0.0037567+0.00031684i,0.0060823+0.0043172i,0.040313-0.0043226i,-0.024995+0.0091175i,-0.013435+0.038176i,0.00061094+0.013489i,0.010305+0.0030893i,0.0038826-0.0022651i,-0.0097586+0.0081522i
0.0020404-0.017132i,0.018591-0.036803i,-0.0040243-0.032926i,-0.0052509-0.02219i,-0.023766-0.033533i,-0.026057-0.0046019i,-0.019825-0.0040954i,-0.019947-0.017896i,-0.0063242-0.016507i,0.00043973-0.0038201i,-0.0033899-0.0015589i,-0.0030234-0.0014047i,-0.0033616+0.00075459i,-0.0022636+0.0006811i,0.0012734+0.0012384i,-0.0013397-0.0025927i,0.0025628+0.0019661i,0.0017749+0.0017403i,0.00069907+0.00037754i,0.0012602-0.00063092i,0.0016577-0.0021754i,-0.0011484-0.0015022i,0.0002685-0.0016796i,0.00018454-0.0024433i,0.00053389-0.00031615i,-0.00033058+0.00042283i,0.0013223+0.0010572i,0.00082102+0.00059347i,-0.00018624-0.0002372i,0.00021353-5.3013e-05i,-0.0024426-0.0015877i,-0.00041463-0.0016569i,-0.00063302+6.7902e-05i,-0.00063809-0.00013723i,-0.0006819-0.0015927i,0.0014438-0.0062745i,0.00032763-0.00016669i,0.0018346-0.00051792i,0.00018598-0.00071817i,-0.0012326-0.00052106i,0.0023801-0.00070648i,0.00020549-0.00037862i,-0.00052582-9.1482e-05i,-0.0015373-0.0028501i,0.018808-0.010617i,0.046277-0.00072268i,0.049246+0.00089302i,0.05041-0.015111i,0.019914+0.00016887i,0.024769-0.0328i,0.034391-0.020389i,0.0088771-0.01732i,0.020607-0.0043768i,0.021561+0.010835i,-0.0020944-0.0047726i,-9.8881e-05+0.0062551i,-0.010985-9.7102e-05i,0.00062761-0.0018977i,0.0045878-2.6095e-05i,0.0045193+0.0057024i,-0.00067506+0.00080131i,0.004138+0.0038919i,0.0028161+0.0028602i,0.0074631-0.0051715i,0.0024194-0.0011095i,-0.00020832+0.001371i,-0.0051138-0.01065i,-0.0021072+0.0025516i,0.0015614-0.0080359i,0.0015255+0.0030123i,-0.0033457+0.0027593i,-0.00071248-0.00048752i,0.0036039+0.00033777i,-0.0019307+0.00061588i,-0.0039187+0.0042844i,-0.004293-0.0027416i,0.00026663+0.00099204i,-0.0018063+0.0016385i,0.0011039+0.00044156i,-0.0040118-0.01205i,0.0017435+0.0032986i,-0.0049482+0.0020009i,-0.0028569+0.00050239i,0.00062194+0.0057437i,-0.001054-0.0007567i,0.00015902-0.0042149i,0.00052854-0.004796i,0.0028076+0.00040028i,0.0066075+0.0034919i,0.037616-0.0095677i,-0.026983+0.012352i,-0.0072931+0.037801i,0.0017602+0.010287i,0.011423+0.00036327i,0.0043047-0.0024115i,-0.0078409+0.0084436i
-0.0011205-0.018102i,0.012891-0.038413i,-0.0090726-0.031464i,-0.0083143-0.021179i,-0.029056-0.027988i,-0.025978-0.00074214i,-0.02009-0.00098107i,-0.022351-0.014794i,-0.0084645-0.016073i,0.00018479-0.0037019i,-0.0030193-0.00060517i,-0.0029887-0.00035048i,-0.0024868+0.0017526i,-0.0016375+0.0013664i,0.0016352+0.00061547i,-0.0015576-0.0019414i,0.003048+0.001499i,0.0022019+0.00090142i,0.00083546+0.00032455i,0.0010129-0.00078587i,0.00071736-0.0025783i,-0.0017084-0.00094839i,-0.00022232-0.0014881i,-0.0007373-0.0023073i,0.00026521-0.000406i,-7.6509e-05+0.00070255i,0.0015333+0.00035393i,0.0010531+0.00025434i,7.6235e-05+9.2439e-05i,0.00018693+0.00013415i,-0.0028303-0.0008126i,-0.00095613-0.0012795i,-0.00037031+0.00035181i,-0.00053312+2.6173e-05i,-0.00097113-0.001282i,-0.00090243-0.0065064i,0.00039141-0.00026536i,0.0013554-0.0010443i,-3.8872e-05-0.00075273i,-0.001552-1.5461e-05i,0.0022905-0.0014685i,4.5457e-05-0.00037532i,-0.00026649+7.9547e-05i,-0.001911-0.0021679i,0.016195-0.015221i,0.042904-0.0097665i,0.047516-0.0070487i,0.045176-0.023666i,0.02173-0.004907i,0.017964-0.036592i,0.031168-0.025404i,0.0061256-0.01974i,0.021045-0.0058622i,0.022662+0.0042588i,-0.0040225-0.0040801i,0.0031354+0.0059665i,-0.010705+0.0057086i,-0.00063457-0.0014705i,0.0041379-0.00049844i,0.0059476+0.0048056i,-0.00031766+0.0001642i,0.0030234+0.0039296i,0.0033382+0.0021947i,0.0041162-0.0074648i,0.0015349-0.0022167i,0.0011915+0.00084258i,-0.008371-0.0063947i,-0.00062866+0.0032738i,-0.0039689-0.011233i,0.0025437+0.0016368i,-0.0022224+0.0043868i,-0.00082857-0.00048i,0.0029247-0.0029526i,-0.0021532+0.00085967i,-0.0019035+0.0033124i,-0.0043003-0.0012041i,-0.00025411+0.00039261i,-0.0019456+0.0018414i,0.00055847-0.00058468i,-0.0093983-0.009548i,0.002149+0.0011773i,-0.0047286+0.0027138i,-0.0028091+0.0014869i,0.0028484+0.0048664i,-0.00044961-0.00073777i,-0.00020119-0.0031577i,-0.00054699-0.0046993i,0.0017678+0.0012279i,0.0067557+0.002371i,0.035685-0.014062i,-0.027461+0.017759i,-0.0016125+0.036549i,0.0011757+0.0072616i,0.010754-0.0029956i,0.0039625-0.0024348i,-0.006653+0.0076662i
-0.0050173-0.018234i,0.0072735-0.039399i,-0.014008-0.029326i,-0.011208-0.020113i,-0.032698-0.021701i,-0.025373+0.0029343i,-0.019888+0.0019616i,-0.024396-0.011139i,-0.010784-0.015419i,-0.00028349-0.0038919i,-0.0024415+6.7059e-05i,-0.0024308+0.00042236i,-0.001388+0.0023441i,-0.00095917+0.0016641i,0.0017977+1.0335e-05i,-0.0014633-0.001522i,0.0009801+0.0022302i,0.0023719-4.5725e-06i,0.0010358+5.8503e-05i,0.00080894-0.0010154i,-0.00033579-0.0024569i,-0.0018829-0.00015496i,-0.00057003-0.0012478i,-0.0012815-0.0018797i,8.9125e-05-0.00045198i,0.00025009+0.00074933i,0.0013007-0.00026982i,0.0011714-0.00015492i,8.7666e-05-7.6966e-05i,0.00027893+0.0001798i,-0.003017+0.00017178i,-0.0011293-0.00070697i,-1.6575e-05+0.00044454i,-0.00047646+7.7886e-05i,-0.0013653-0.00077693i,-0.0026884-0.0054436i,0.00022965-0.0004333i,0.00043486-0.0016905i,-6.7067e-05-0.00036321i,-0.0016698+0.00060028i,0.0012553-0.0016157i,-0.00020773-0.00032669i,7.0621e-05+0.00011499i,-0.0019359-0.0013179i,0.012277-0.018676i,0.037528-0.016665i,0.044397-0.014084i,0.038545-0.029787i,0.021221-0.009667i,0.010566-0.038789i,0.02752-0.030261i,0.0026498-0.021824i,0.021981-0.0091272i,0.022087-0.0032263i,-0.0059122-0.0024411i,0.0054057+0.0040193i,-0.0079284+0.010221i,-0.0014856-0.00073478i,0.0036253-0.00090122i,0.0067058+0.0037803i,-0.00045916-0.00011576i,0.0026538+0.0049359i,0.0042337+0.00091206i,0.00083962-0.0073625i,0.00047013-0.0025865i,0.0017743-0.00011959i,-0.0089531-0.0023745i,0.00097612+0.0031085i,-0.0095988-0.0099678i,0.0021624+0.00027009i,-2.5496e-05+0.0051075i,-0.0011965-0.00039i,0.00041416-0.0047919i,-0.0021174+0.0012881i,-0.0013768+0.0018255i,-0.0050747+0.00092068i,-0.00099653+0.00043728i,-0.0012452+0.0018811i,-0.00057083-0.00073991i,-0.011733-0.0048003i,0.0014419-0.00017949i,-0.00439+0.0033941i,-0.0020315+0.0022203i,0.0048753+0.0032046i,-0.00053334-0.00045749i,0.00041029-0.0028681i,-0.001381-0.004161i,0.0024547+0.0028527i,0.0064878+0.0015484i,0.032681-0.019366i,-0.02624+0.023868i,0.0029304+0.035037i,-0.00060393+0.0052602i,0.007523-0.0052781i,0.0042041-0.0026944i,-0.0069283+0.0070058i
-0.0086852-0.017099i,0.0017663-0.039946i,-0.018244-0.026112i,-0.014097-0.018541i,-0.035074-0.015633i,-0.024335+0.0066437i,-0.019181+0.004906i,-0.025501-0.0073896i,-0.013528-0.014291i,-0.00091817-0.0037975i,-0.001768+0.00028858i,-0.0017951+0.00090474i,-0.00014402+0.0026255i,-0.0003474+0.0018094i,0.0016409-0.00065844i,-0.0013652-0.0015113i,0.0019858+0.00014001i,0.002051-0.00083665i,0.0010039-0.00038857i,0.00054817-0.0011169i,-0.0011361-0.0020043i,-0.0015824+0.00050389i,-0.00072405-0.0010657i,-0.0013097-0.0015149i,-0.00014052-0.0006094i,0.00054335+0.0005953i,0.00099081-0.00053349i,0.0010078-0.00043196i,-2.9616e-05-0.00011199i,0.00039965+0.00024083i,-0.0027965+0.0012593i,-0.0011552-0.00034721i,0.00020093+0.00030943i,-0.00043695+0.00026542i,-0.0014197-9.1917e-05i,-0.0029499-0.0041964i,-2.2794e-06-0.00046048i,-0.00016036-0.00083518i,0.00011084-0.0003262i,-0.0013831+0.0013556i,0.00014393-0.003011i,-8.7628e-05-0.00020997i,0.00034384-0.00010767i,-0.0015644-0.00077474i,0.0082413-0.020829i,0.032705-0.020762i,0.040536-0.019752i,0.031403-0.033885i,0.019244-0.013576i,0.0030269-0.038832i,0.022955-0.034512i,-0.00082657-0.022932i,0.021967-0.013505i,0.018329-0.0096186i,-0.0073189+0.0001564i,0.0060547+0.0013087i,-0.003563+0.01251i,-0.0023001+0.0002929i,0.0032753-0.00092711i,0.0078949+0.002316i,-0.00067284-0.00037508i,0.0039221+0.0063585i,0.0038415-0.0007731i,-0.0010889-0.006227i,-0.00071086-0.0024823i,0.0018055-0.00091065i,-0.007749+0.0010119i,0.0023023+0.0023551i,-0.019304-0.0053692i,0.0015351+4.988e-05i,0.002267+0.0044477i,-0.0013754+9.274e-05i,-0.0021987-0.0051694i,-0.0018039+0.0012287i,-0.0020768+0.00089276i,-0.0042944+0.0024166i,-0.0012379+0.0012947i,-0.0010274+0.0022114i,-0.0012058-0.00031876i,-0.011882-0.00042253i,0.00045712-0.00072766i,-0.0041003+0.0040797i,-0.0011251+0.0025048i,0.0063813+0.00057508i,-0.00030861-0.00025172i,0.00063779-0.0037775i,-0.0021687-0.0040626i,0.0037109+0.0027262i,0.0067345+0.00092227i,0.029071-0.023359i,-0.022512+0.031251i,0.0071431+0.032746i,-0.0029277+0.0049319i,0.0041269-0.0045365i,0.0037599-0.0035618i,-0.0073884+0.0071933i
-0.011553-0.015371i,-0.0042523-0.040506i,-0.021592-0.022894i,-0.016687-0.016543i,-0.036645-0.0089075i,-0.022351+0.010107i,-0.017879+0.0076127i,-0.026273-0.0036927i,-0.01623-0.012735i,-0.0012922-0.0038089i,-0.0014382+0.00030585i,-0.0010108+0.0011444i,0.0011645+0.0024008i,0.00048371+0.0016689i,0.0012228-0.0011515i,-0.0015396-0.0016433i,0.0025052-0.0016711i,0.0013945-0.0014173i,0.00076334-0.00069263i,0.00044935-0.001248i,-0.0017217-0.0013198i,-0.0011474+0.00086289i,-0.0010387-0.001006i,-0.0012135-0.0016479i,-0.0004493-0.00055226i,0.00074096+0.00040717i,0.00060987-0.00080387i,0.0010673-0.00066364i,-8.6356e-05-1.439e-05i,0.00070556+0.00022232i,-0.0021763+0.0021541i,-0.0012784-4.1646e-05i,0.00033803+0.00015601i,-0.00023358+0.00038581i,-0.0010399+0.00029356i,-0.0034103-0.0039267i,-5.9118e-05-0.00030965i,-1.3796e-06-0.00064416i,8.2761e-05-0.00065214i,-0.00067107+0.0017161i,-0.0013553-0.0013801i,-0.00016363-0.00040195i,0.00031157-0.00062868i,-0.0011306-0.00070471i,0.0037662-0.022328i,0.029103-0.024708i,0.036614-0.024748i,0.024445-0.035826i,0.017509-0.016186i,-0.0039661-0.036714i,0.017704-0.038384i,-0.0035058-0.024081i,0.020672-0.018831i,0.013036-0.01283i,-0.0069626+0.0037419i,0.0054906-0.0013321i,0.00053853+0.012459i,-0.0025386+0.0016515i,0.0035925-0.0010166i,0.008093-0.00052875i,-0.0012384-0.00053984i,0.0070217+0.0063378i,0.0028402-0.0011466i,-0.0023123-0.0048969i,-0.0015155-0.0018378i,0.001812-0.0016857i,-0.0061124+0.0028438i,0.0032153+0.0011012i,-0.0056116+0.010356i,0.0017361+0.00043446i,0.0035507+0.002998i,-0.0012828+0.00033033i,-0.0048983-0.0041785i,-0.0018672+0.0014417i,-0.0021097+0.0011791i,-0.003288+0.0037531i,-0.00057654+0.0019i,-0.00097871+0.0029586i,-0.0013458+0.00026523i,-0.010939+0.0032125i,-0.00036806-0.00071529i,-0.0032645+0.0053317i,-0.00063607+0.0025767i,0.0056594-0.0039852i,0.00016946-0.0007166i,0.00011621-0.0046867i,-0.0031947-0.0034958i,0.0046246+0.0019476i,0.0073319-0.00017197i,0.025395-0.026803i,-0.014402+0.036616i,0.011531+0.029831i,-0.0047783+0.0056397i,0.0023689-0.0026108i,0.0028109-0.0036934i,-0.0075328+0.0078455i
