-0.0075794-0.039351i,-0.011166-0.04466i,0.0027915-0.045838i,-0.027084-0.0282i,-0.020535+0.014292i,-0.032585-0.033194i,-0.06111-0.061759i,-0.022118-0.073095i,-0.038628-0.063052i,0.0017224+0.015146i,-0.0077386+0.01066i,-0.015659+0.013914i,0.0013857+0.016782i,-0.0038847-0.0030338i,0.00040784+0.0068748i,0.00064333+0.03963i,0.025951+0.059974i,0.00089216-0.00039512i,-0.0052029-0.0084574i,0.0079202+0.0051098i,0.0018026+0.00087112i,-0.00086268+0.0032881i,0.00018041-0.0013334i,-0.035848-0.0092012i,-0.0028537-0.0072232i,-0.00037003+0.0046357i,0.0046607+4.9016e-05i,0.00045553+0.00085801i,-0.00018432-0.0011456i,-0.00045996-0.0026804i,-0.0011632-0.0057165i,-0.0025168-0.0040807i,-0.00082554-0.0082943i,0.0032778-0.00094701i,0.0030501-0.0027788i,-0.0030323+0.034639i,0.0063068-0.0043577i,0.0037333-0.0022488i,0.0047619-0.00024884i,-0.026319-0.00079598i,-5.7765e-05+0.00019228i,0.0086758+0.00080449i,0.006296-0.00055398i,-0.0033466+0.0038071i,0.0021936+0.0019182i,-0.0030052+0.0088344i,0.015928-0.086921i,-0.0055007-0.048446i,-0.024186-0.040016i,-0.018752-0.042329i,0.064012-0.015222i,0.028879-0.060832i,0.038649-0.044243i,0.03044-0.056084i,0.019021-0.015453i,0.0082459+0.010178i,0.024821-0.032247i,-0.0064926-0.0060022i,0.0021292-0.0026602i,-0.0044087-0.0063334i,0.001275-0.032094i,-0.02481+0.030256i,0.0083089-0.010462i,-0.010966-0.0015571i,-0.005233-0.001308i,-0.00085898-0.014226i,-0.0096315+0.0039381i,0.0035734+0.0083785i,-0.010709+0.029841i,0.0055162+0.0078948i,-0.0054292-0.0019004i,-0.0021144-0.002125i,-0.011657-0.0067204i,0.00074414-0.0037731i,-0.032119+0.0035534i,0.0023691-0.012929i,-0.0089371-0.0023175i,-0.0063574-0.0029767i,0.0066366+0.0014819i,-0.0091586+0.0014697i,0.0013719+0.00099751i,0.0056123+0.0097617i,0.004592+0.00047381i,-0.0089235-0.0092861i,0.0025582+0.0088503i,-0.01812+0.006117i,0.0070358+0.0035866i,-0.028944-0.0085917i,-0.035431+0.0020591i,0.027345-0.080941i,0.012577-0.0093877i,-0.043865-0.028532i,-0.022044-0.0041109i,0.017623+0.012918i,-0.026617+0.011614i,-0.011466-0.0090215i
0.0085732+0.017205i,0.041628-0.0086966i,0.026541-0.03278i,-0.0026746-0.013228i,-0.0082325-0.017098i,-0.0079517-0.0234i,0.017245-0.016156i,0.029324-0.012171i,0.0080433-0.013771i,0.0071785-0.0015812i,0.0022623-0.003138i,-0.0018872-0.0016018i,0.0017273-0.0028898i,2.9227e-05-0.00176i,-0.0018342-0.0018844i,0.0053652-0.0052196i,-0.0046438+0.00089736i,-0.0018868-0.00064004i,0.0012918+0.00039127i,0.001399+0.0015739i,0.00035497+0.0023535i,-0.00080774+0.00080074i,0.0013773+0.0019216i,0.00081157+0.0032318i,-0.0016521+0.00070902i,-0.00058114+0.001217i,-0.0011799+0.00017707i,0.00071893-0.00068983i,-0.00015409+0.00013648i,-0.000541-0.00080686i,0.0014481+0.00011178i,0.0018314+0.00015668i,0.0020946-0.00067622i,8.0656e-05-0.00058732i,0.0017377-4.3212e-06i,0.0036387-0.0022956i,-0.0016188+0.0022403i,0.00043984+0.00017884i,-0.00021081-0.00013369i,-0.0010398-0.0021328i,0.0021518+0.00081056i,0.0016396+0.0011249i,0.0054415-0.0087757i,0.0024765+0.0010757i,0.0093217+0.0139i,0.01632+0.027735i,0.041059+0.019236i,0.025714+0.0035449i,0.00026231-0.016197i,0.019017-0.0019185i,0.021127+0.017975i,0.016918+0.020461i,0.016386+0.025754i,-0.0069898+0.031995i,0.001569-0.0059342i,0.0020499-0.0036278i,0.0048082-0.0063541i,0.009567-0.0017144i,0.0016596+0.0043316i,-0.010289+0.0083238i,-0.0048982-0.0075823i,0.0031218+0.014625i,-0.0029152-0.0018818i,0.00081816+0.0022962i,-0.00080234+0.0011349i,0.0017835-0.0035045i,0.006879-0.0020879i,-0.0036273-0.00065885i,0.0047238-0.0015447i,-0.0068841+0.00029825i,-0.0018771+0.00081659i,0.00038487+4.9933e-05i,-0.006103-0.0020889i,-0.0034062-0.0026603i,-0.01437-0.011531i,0.003504-0.0026218i,-0.0039702+0.0011342i,-0.0010158+0.0015302i,-0.0046974+0.0033437i,0.0056813+0.0018165i,-0.0087992-0.0017941i,-0.0012156-0.0046386i,-0.0026189-0.00077636i,-0.0052787-0.00052615i,0.0056343-0.0039113i,0.0032729+0.0021998i,0.002352-0.0025718i,0.0034561+0.01013i,0.0058445+0.0023488i,0.026693+0.023469i,-0.022543-0.0022627i,-0.027258+0.016378i,-0.0048434+0.014651i,0.0010524+0.00016818i,0.0072589-0.0050348i,-0.0097539+0.0031628i
0.010843+0.015922i,0.039339-0.015429i,0.019964-0.036346i,-0.0053659-0.011759i,-0.012371-0.015725i,-0.011593-0.021478i,0.012374-0.019906i,0.026416-0.01619i,0.0053902-0.013978i,0.0064351-0.0036565i,0.0011135-0.0040401i,-0.0020002-0.00072363i,0.00031392-0.0027381i,-0.00011521-0.0015338i,-0.0021509-0.001304i,0.0042571-0.0065572i,-0.0033183+0.0023814i,-0.002041-0.00015996i,0.00096743-2.2649e-05i,0.0017848+0.0009448i,0.0011312+0.0023455i,-0.00048798+0.0013519i,0.0020326+0.001378i,0.0020604+0.0027988i,-0.00087232+0.0013703i,6.0052e-05+0.0011997i,-0.00084471+0.00085922i,0.00056106-0.00030651i,6.0347e-05+0.00040925i,-0.00040903-0.00011335i,0.0012829-0.00068534i,0.0019503-0.00062519i,0.0023075-0.0015707i,-0.00018254-0.00034045i,0.0022395-0.00087727i,0.0028477-0.0031447i,-0.001085+0.0030665i,0.00019724-8.2324e-05i,0.00011922+0.00013013i,-0.0023052-0.0024511i,0.0020945+2.6511e-05i,0.0017207+0.00024924i,0.0024308-0.008537i,0.0035533+0.00035364i,0.011556+0.012332i,0.020317+0.024883i,0.042447+0.012617i,0.026001-0.0024854i,-0.0038154-0.012623i,0.021349-0.0061352i,0.025679+0.012505i,0.021853+0.012285i,0.018458+0.016041i,0.00070891+0.029153i,-0.00036321-0.0056285i,-0.0010962-0.003669i,0.0019334-0.0081883i,0.0070534-0.0046444i,0.0024075+0.0033804i,-0.00519+0.011727i,-0.0058958-0.0037057i,0.0054752+0.012411i,-0.0038733-0.00070157i,0.0019674+0.0029103i,0.0004437+0.0014001i,-0.00042485-0.0036361i,0.0067093-0.0059178i,-0.0041475+0.00025393i,0.0044804-0.0036339i,-0.0059549+0.0035715i,-0.0018534+0.00024093i,2.6268e-06-0.00068812i,-0.0055635+0.0016086i,-0.0037699-0.0015506i,-0.01581-0.0045263i,0.0016989-0.0035358i,-0.0023473+0.0025407i,-0.001272+0.00086882i,-0.0030981+0.0045154i,0.0069717-0.00056012i,-0.0085258+0.0018191i,-0.0026235-0.0038755i,-0.0022142-0.00028907i,-0.0047768+0.0014153i,0.0027386-0.0049393i,0.0043216+0.00056105i,0.001827-0.0026523i,0.0057059+0.0078544i,0.004952+0.0012926i,0.027474+0.016108i,-0.02169+0.0021857i,-0.025166+0.023834i,-0.0022156+0.011994i,0.0023013+0.0032364i,0.003993-0.0070833i,-0.011406+0.005258i
0.013491+0.013954i,0.035478-0.022116i,0.012329-0.038327i,-0.0070797-0.0099144i,-0.016366-0.013368i,-0.014815-0.019044i,0.007116-0.022129i,0.02353-0.019953i,0.0027113-0.013965i,0.0048425-0.0050982i,-0.00049085-0.0043111i,-0.0018046+0.00013783i,-0.0006919-0.0021243i,-0.00017757-0.0013855i,-0.0026019-0.00062769i,0.0023515-0.007216i,-0.0016745+0.0028035i,-0.0026448+6.6369e-05i,0.00055384+9.0169e-05i,0.0017966+7.7576e-05i,0.0018861+0.0016867i,-0.00022162+0.001476i,0.0023109+0.00056223i,0.0032772+0.001562i,0.00021307+0.0014641i,0.00056565+0.00096524i,-0.00031887+0.0010699i,0.00039324-0.00029468i,0.0017628+0.0017697i,-7.3258e-06+4.4956e-05i,0.00082797-0.0011917i,0.0015322-0.0014812i,0.0017241-0.0031106i,-0.00013827-0.00010029i,0.0020369-0.002581i,0.0017804-0.0038453i,0.0005821+0.0035031i,0.00015498-0.00023532i,0.0003287-0.00016723i,-0.0036349-0.0017306i,0.0018789-0.00077258i,0.0014394-0.00035939i,0.00031039-0.0078709i,0.0038505-0.0010936i,0.01363+0.0098832i,0.02475+0.021123i,0.043366+0.0058621i,0.024648-0.0081069i,-0.0054566-0.0085135i,0.022954-0.011583i,0.028269+0.0060004i,0.02499+0.0046265i,0.017318+0.0086816i,0.0060397+0.026301i,-0.0024698-0.0046524i,-0.0037169-0.0019147i,-0.0020735-0.008581i,0.0032713-0.0055546i,0.0024491+0.0025655i,-0.00043931+0.012205i,-0.0050828-0.00088228i,0.0063819+0.0098081i,-0.0041716+0.0019618i,0.0032047+0.0027289i,0.0010658+0.00083575i,-0.0019477-0.0024919i,0.0047679-0.0083347i,-0.0036974+0.0013892i,0.0034576-0.0051347i,-0.0026456+0.0048304i,-0.0021216+1.843e-05i,-0.00060102-0.00063256i,-0.003563+0.0035173i,-0.0035181-0.00045536i,-0.014923+0.0011611i,0.00039187-0.0041177i,-0.00098919+0.0024238i,-0.0015116+0.0011938i,-0.00077604+0.0044245i,0.0069942-0.0036692i,-0.0067214+0.0047949i,-0.0037687-0.0027486i,-0.002219-0.00015621i,-0.0037902+0.0026373i,0.0011757-0.004389i,0.004134-0.0012051i,0.0018208-0.0027704i,0.0058199+0.0043825i,0.0040189+0.00077719i,0.027876+0.010479i,-0.019643+0.0060062i,-0.019164+0.029603i,-0.0016665+0.0097122i,0.0052853+0.0042106i,0.0013902-0.0057631i,-0.010791+0.0081011i
0.015551+0.010989i,0.030508-0.027406i,0.0053123-0.03881i,-0.0078652-0.0085767i,-0.019471-0.0094109i,-0.017482-0.01623i,0.0015929-0.022896i,0.020369-0.023809i,0.00089095-0.013494i,0.0029995-0.0057816i,-0.0023546-0.003491i,-0.0012339+0.00047562i,-0.0010489-0.0012026i,-0.00034646-0.0015351i,-0.0025466+0.00055133i,0.00063281-0.0074244i,-0.0008035+0.002365i,-0.0029786+0.0025392i,0.00068895+0.00056201i,0.0014504-0.00062127i,0.0023086+0.00077434i,-0.00018219+0.0016433i,0.0021897-0.00018469i,0.0036741-0.00045921i,0.0012536+0.0010512i,0.00080456+0.00064326i,0.00012241+0.0012406i,0.00055119-0.0002971i,0.00029919+0.00080256i,0.00014447-0.0001629i,0.00031777-0.0015323i,0.00069197-0.0018518i,-0.00035246-0.0021321i,-5.4024e-05-0.00019787i,0.00046179-0.0040784i,0.00082024-0.0042757i,0.0027532+0.0019781i,0.00020453-0.00014167i,0.00039071-0.00045506i,-0.0045339-0.00044174i,0.0013238-0.0012141i,0.0010129-0.00063805i,-0.0015805-0.006942i,0.0032603-0.0020759i,0.015165+0.0064416i,0.028736+0.015301i,0.043278-0.0010714i,0.022484-0.012965i,-0.0043617-0.0042195i,0.022536-0.018735i,0.029244-0.00089577i,0.026237-0.0044522i,0.01516+0.0035195i,0.011914+0.0226i,-0.0032078-0.0028538i,-0.0050633+0.00076274i,-0.0062868-0.0076843i,0.00056752-0.0050647i,0.0023093+0.0024583i,0.003199+0.011214i,-0.0036331+0.0009746i,0.0065089+0.0068i,-0.0017722+0.0043636i,0.0046402+0.00173i,0.0018294+0.00040903i,-0.0026635-0.0010472i,0.0024968-0.010237i,-0.0028399+0.002024i,0.0022073-0.0067414i,-0.00066747+0.0039031i,-0.0027654+0.00031104i,-0.00074996-0.00044502i,-0.0016796+0.0046764i,-0.0030716+0.0002981i,-0.012073+0.006123i,-0.0014083-0.0047456i,0.00017039+0.0016804i,-0.0015483+0.001297i,0.00064242+0.0031621i,0.0056079-0.0068726i,-0.0035144+0.0065013i,-0.0038399-0.0013614i,-0.0023953+0.00030584i,-0.0027149+0.0038086i,7.8604e-05-0.0036999i,0.0031871-0.0020105i,0.0015054-0.0035135i,0.0046524+0.0035017i,0.0035632+0.00063502i,0.027528+0.0049013i,-0.017527+0.0069408i,-0.01145+0.032153i,-0.00085552+0.009144i,0.0072025+0.0033389i,0.00070283-0.0036164i,-0.0089093+0.0099924i
0.01662+0.0076547i,0.024783-0.031281i,-0.0012768-0.038252i,-0.0090059-0.0077607i,-0.020593-0.0052121i,-0.01975-0.013044i,-0.0033821-0.022159i,0.016513-0.027099i,-0.00030731-0.01317i,0.0010851-0.0056172i,-0.0030596-0.0018048i,-0.0010284+0.00061328i,-0.00099899-0.00053073i,-0.001006-0.0013024i,-0.0017201+0.0015269i,-0.0013383-0.0069447i,-0.00019662+0.0023609i,-0.0014829+0.003793i,0.0010743+0.00037849i,0.0008351-0.0010618i,0.0022303-0.00022695i,0.00024076+0.0016929i,0.0019369-0.00085678i,0.0026884-0.0021414i,0.0015674-9.5598e-05i,0.00094426+0.00035168i,0.00074269+0.0012311i,0.00069427-0.0004639i,0.0006071+0.00043648i,-4.1873e-05-0.00028868i,-0.00027938-0.001619i,8.0858e-06-0.0018789i,-0.0010819-0.0018799i,-0.00013568-0.00010514i,-0.0020308-0.0036201i,-0.00019997-0.0044639i,0.0026016+0.00046985i,0.00019928-0.00035662i,0.0005295-0.00099067i,-0.0049432+0.00099211i,0.00055033-0.0014021i,0.00070103-0.00066524i,-0.0029744-0.0056226i,0.0026834-0.0026749i,0.016347+0.0027906i,0.030727+0.0081824i,0.042128-0.0080693i,0.018025-0.020243i,-0.00074977-0.0012086i,0.019282-0.02603i,0.028644-0.0072088i,0.023527-0.013457i,0.012023+0.00081897i,0.016602+0.016963i,-0.0030269-0.0021816i,-0.0048156+0.0042317i,-0.010427-0.0044106i,-0.0012867-0.0041283i,0.0024813+0.0022528i,0.0061949+0.0097873i,-0.0017994+0.0014605i,0.005169+0.0049132i,0.001452+0.0035855i,0.0058058-0.00040205i,0.0023258-0.00052975i,-0.0023822+0.00087508i,-0.0011505-0.01202i,-0.0026055+0.0028924i,-2.2178e-05-0.0079784i,-0.0003037+0.0034255i,-0.0031336+0.0012424i,-0.0008721-0.0003352i,0.0017095+0.0051229i,-0.0027128+0.00016648i,-0.0072814+0.0093912i,-0.003674-0.0044423i,0.000577+0.0006909i,-0.0013984+0.0015741i,0.0011988+0.0020908i,0.0029527-0.0094189i,-0.00045077+0.0064363i,-0.0030442-0.00040404i,-0.0021306+0.00077719i,-0.00091384+0.0045343i,-0.00080499-0.0028372i,0.0022144-0.0023042i,0.00042305-0.0040261i,0.0041586+0.0028947i,0.0033773+0.0005552i,0.026109-3.3458e-07i,-0.018816+0.0068495i,-0.0047067+0.03087i,0.00076932+0.0073774i,0.0084374+0.0020941i,0.0010998-0.0021626i,-0.0062722+0.011002i
0.017118+0.0044331i,0.019058-0.033943i,-0.0073526-0.036975i,-0.010074-0.0063359i,-0.021057-0.0015385i,-0.0212-0.0096216i,-0.0074854-0.020743i,0.012072-0.030021i,-0.0013108-0.013647i,-0.00013991-0.0048697i,-0.0027712-0.00045585i,-0.00072683+0.0010189i,-0.00081794+0.00010555i,-0.0012422-0.0005152i,-0.0007551+0.0016764i,-0.002686-0.0056638i,0.00084184+0.0022314i,0.00016706+0.0039723i,0.0011703+6.0678e-05i,0.00026753-0.0010545i,0.0018251-0.00097919i,0.00066111+0.0016153i,0.0013318-0.0014807i,0.0013487-0.0029061i,0.0010718-0.00083467i,0.0010045+9.147e-05i,0.0013398+0.00088711i,0.00050003-0.0007461i,0.00065725+0.00020309i,-0.00026384-8.4604e-05i,-0.000866-0.0014081i,-0.00064889-0.0016939i,0.0003399-0.0010722i,6.7185e-05-7.6217e-05i,-0.0025781-0.0022964i,-0.0011687-0.0043418i,0.0025849-8.7415e-05i,-9.1811e-05-0.00043366i,-2.8862e-05-0.0018378i,-0.0049013+0.0027312i,-1.5432e-05-0.0011378i,0.00056936-0.00059431i,-0.0036987-0.00386i,0.0020143-0.0032425i,0.016223-0.0019787i,0.03065+0.00080759i,0.039809-0.01475i,0.015545-0.021457i,0.0043292-0.0021471i,0.013064-0.031666i,0.02728-0.012736i,0.018322-0.019229i,0.010316+0.00097093i,0.019055+0.010066i,-0.0036989-0.0018651i,-0.002217+0.0068397i,-0.012517+0.00078644i,-0.0027975-0.0028838i,0.0026348+0.0020971i,0.0079202+0.0072332i,-0.00049367+0.00064847i,0.0041197+0.0041646i,0.0020561+0.0019627i,0.0055717-0.0030632i,0.0020167-0.0021597i,-0.00028736+0.0021458i,-0.0065831-0.010284i,-0.0014209+0.0045113i,-0.004027-0.0082213i,0.0011086+0.0033896i,-0.0031215+0.0025369i,-0.00089393-0.00012112i,0.0051884+0.0018794i,-0.0026973+0.00036997i,-0.0013593+0.0089474i,-0.0044917-0.0026443i,0.00038266-0.00020204i,-0.0015527+0.0015924i,0.0014786+0.0010256i,-0.0012041-0.010822i,0.0024697+0.0047045i,-0.0025859-0.00031328i,-0.0020603+0.001232i,0.0012158+0.0044095i,-0.0009179-0.0018085i,0.0014899-0.0021414i,-0.0007016-0.0040742i,0.003615+0.0027265i,0.0028401+0.00028606i,0.024338-0.0034302i,-0.021392+0.0099082i,-1.4537e-05+0.027827i,0.001238+0.0043093i,0.0093506-0.00017308i,0.0016359-0.0020117i,-0.0033139+0.010574i
0.016965+0.0011805i,0.013406-0.035716i,-0.013345-0.034475i,-0.010584-0.0052116i,-0.020887+0.0023077i,-0.022049-0.0061294i,-0.011079-0.01914i,0.0068524-0.032536i,-0.0032051-0.015101i,-0.00071285-0.0039795i,-0.0022524+0.00064221i,-0.00016555+0.001372i,-0.00026753+0.00054545i,-0.00095488+6.7772e-05i,-3.2912e-05+0.0015806i,-0.0031405-0.0042583i,0.0015749+0.0016033i,0.001828+0.0035108i,0.0012572-0.00010269i,-0.00011317-0.00081022i,0.0012223-0.0015462i,0.001019+0.0015621i,0.00065313-0.0015395i,0.00013186-0.0029213i,0.00068369-0.0010936i,0.0010274-0.0001542i,0.0015955+0.00024054i,0.00026496-0.00079573i,0.00065361-6.0643e-05i,-0.00016632+0.00022539i,-0.0012863-0.0010375i,-0.0011698-0.0011689i,-0.00094048-0.00094975i,0.00016856-0.00022702i,-0.0029394-0.0014361i,-0.0019036-0.0038802i,0.0028068-0.00096547i,-0.00029327-0.00026873i,-0.0011775-0.0014748i,-0.0039245+0.0044618i,-0.00020642-0.00090634i,0.00049002-0.00059151i,-0.0038336-0.0021686i,0.0012138-0.0035209i,0.014091-0.0060693i,0.028558-0.0055073i,0.036046-0.020759i,0.0094689-0.024632i,0.0072026-0.0060914i,0.0055739-0.034745i,0.025681-0.0183i,0.013999-0.022826i,0.011345+0.00099357i,0.019945+0.0036617i,-0.0050125-0.0014257i,0.0011535+0.0073845i,-0.01163+0.0068079i,-0.0035334-0.0015201i,0.00297+0.0020118i,0.0076879+0.0050532i,-0.00041403-0.00038777i,0.0030118+0.0042906i,0.0025748+0.0013076i,0.0036337-0.0052397i,0.00016053-0.0030046i,0.0014701+0.0013843i,-0.0091733-0.0055433i,0.0014928+0.0048086i,-0.0074663-0.0053634i,0.0021524+0.0021426i,-0.002382+0.0037986i,-0.00084788-0.00010134i,0.0050253-0.0023385i,-0.00271+0.0008858i,0.0017799+0.0055643i,-0.0054866+0.00059878i,-0.00037197-0.00093428i,-0.0015543+0.0020699i,0.0011372-0.00025993i,-0.0059551-0.0097858i,0.0031548+0.0016368i,-0.0027207-0.0003017i,-0.0014265+0.0020534i,0.0029336+0.0034199i,-0.00041998-0.0015578i,0.0011346-0.0015215i,-0.0015477-0.0037088i,0.0031804+0.0031089i,0.0024424+9.5711e-05i,0.023812-0.006461i,-0.021873+0.015388i,-2.4928e-05+0.025652i,-0.00012487+0.0012181i,0.0090344-0.0031627i,0.001409-0.0016094i,-0.001653+0.0086573i
0.01603-0.0017754i,0.0080625-0.036665i,-0.018362-0.031199i,-0.011131-0.0044956i,-0.019662+0.0057053i,-0.022337-0.0027422i,-0.014515-0.017028i,0.00064343-0.033728i,-0.0062546-0.015923i,-0.00095518-0.0034898i,-0.0013568+0.0013278i,0.00061759+0.0011816i,0.00039103+0.00067619i,-0.00052308+0.00039485i,0.00063536+0.0012965i,-0.0029812-0.0032721i,0.0019968+0.0010197i,0.0028894+0.002394i,0.0013166-0.00065788i,-0.00016983-0.00057066i,0.00031802-0.0016032i,0.0016454+0.0014067i,0.00020104-0.0014623i,-0.00073097-0.0026206i,0.00034538-0.0012742i,0.00092975-0.00049956i,0.0015388-0.00042531i,0.00014013-0.00075059i,0.00051757-5.4615e-05i,-4.0298e-05+0.00039962i,-0.0016371-0.00054807i,-0.0012701-0.00061383i,-0.00098471-0.00056808i,5.1751e-05-0.00043379i,-0.0035363-0.00013634i,-0.0025297-0.0031284i,0.0020901-0.0018056i,-0.00038237-6.1424e-06i,-0.0012423-0.00045682i,-0.0025455+0.005708i,-0.00041901-0.00069468i,0.00026833-0.00076764i,-0.0032618-0.00089156i,0.00039096-0.0032961i,0.011277-0.0085424i,0.025288-0.010538i,0.031267-0.025405i,0.0038701-0.025125i,0.0073831-0.0099042i,-0.0024486-0.035635i,0.023218-0.024391i,0.010143-0.026259i,0.013195-0.0010899i,0.019254-0.0035271i,-0.0065353-9.1747e-05i,0.0040268+0.0062635i,-0.0080141+0.011232i,-0.0038651-0.00040576i,0.0032012+0.0017942i,0.0088408+0.0035145i,-0.00087546-0.00071123i,0.0030671+0.0053693i,0.0033262+6.1399e-05i,0.0012017-0.0055932i,-0.0012014-0.0025287i,0.0021209+0.00013584i,-0.0093725-0.0012336i,0.0037729+0.003417i,-0.0087183-0.0024555i,0.0019783+0.0010208i,-0.00086008+0.0047323i,-0.0011334-6.6422e-05i,0.0025408-0.0054219i,-0.002361+0.0012068i,0.002106+0.0021653i,-0.0049561+0.0027608i,-0.0015495-0.0010121i,-0.0010004+0.0022617i,-4.0325e-05-0.00072576i,-0.0089011-0.006767i,0.0020655-0.00027686i,-0.0029191-0.0003567i,-0.00025097+0.0020751i,0.0040268+0.0016559i,-0.00060292-0.0012976i,0.0016794-0.00113i,-0.0020141-0.0028813i,0.0042392+0.0038769i,0.0019161+0.00019216i,0.02194-0.0105i,-0.019981+0.020907i,0.0078857+0.023982i,-0.0034027-0.00068772i,0.0054198-0.0052005i,0.0019434-0.0014505i,-0.00187+0.006897i
0.014813-0.0040976i,0.0026818-0.03715i,-0.022427-0.027207i,-0.012062-0.0036866i,-0.018315+0.0081524i,-0.02222+0.00077785i,-0.017239-0.014133i,-0.0053439-0.03347i,-0.0097402-0.015768i,-0.0011939-0.0032588i,-0.0001959+0.0013271i,0.0011632+0.00085686i,0.0010278+0.00052773i,-0.00010205+0.00058526i,0.00097812+0.00070413i,-0.0030393-0.0027997i,0.0027736+0.00039611i,0.0031802+0.00094663i,0.0006637-0.0012014i,-6.5061e-05-0.00038052i,-0.00030361-0.001388i,0.002363+0.00070444i,-9.085e-05-0.0014041i,-0.0011513-0.0021851i,-0.00021926-0.0015443i,0.00073212-0.00080734i,0.0013202-0.00096021i,-8.3189e-05-0.00049884i,0.00045801-4.3202e-05i,0.00020122+0.00066432i,-0.0017839+0.00011754i,-0.0011475-0.00023232i,-0.0010776-0.0002625i,-0.00018342-0.0003624i,-0.0031423+0.0014791i,-0.0028539-0.002304i,0.0011028-0.0020641i,-0.00043664+0.00022352i,-0.00083498-0.00026377i,-0.00070628+0.00641i,-0.00037609-0.00051499i,0.0001125-0.00082751i,-0.0024304-0.00010122i,0.00014186-0.0031141i,0.0089287-0.01004i,0.022013-0.013596i,0.02644-0.028765i,-0.00091306-0.024142i,0.0059168-0.012973i,-0.010438-0.033538i,0.018879-0.030345i,0.0064142-0.028726i,0.014413-0.0040799i,0.015488-0.0096014i,-0.0076945+0.002443i,0.0057352+0.0040746i,-0.0030454+0.013498i,-0.0042349+0.00087275i,0.0035918+0.0016431i,0.0091649+0.0011979i,-0.0012727-0.0010444i,0.0042912+0.0066775i,0.0028224-0.0014576i,-0.00047507-0.0049552i,-0.0022059-0.0016705i,0.0021131-0.0007965i,-0.0077235+0.0019567i,0.0050403+0.0012288i,-0.0081946+0.0019368i,0.0016748+0.00093667i,0.001244+0.0046666i,-0.0011637+0.00032065i,-0.0010701-0.0067054i,-0.0025316-0.00024177i,0.00046509+0.00022641i,-0.0037719+0.0044115i,-0.0024273-9.752e-05i,-0.00095302+0.0026768i,-0.00070744-0.00040929i,-0.010187-0.0031655i,0.00080831-0.0009469i,-0.0036406-5.8864e-05i,0.00037661+0.0015591i,0.0043507-0.00023292i,-0.00046187-0.0013535i,0.0025138-0.0016522i,-0.0023626-0.0024781i,0.0048207+0.0029575i,0.0017814+0.00072882i,0.019565-0.013486i,-0.016255+0.027045i,0.0093321+0.020179i,-0.0070772-4.5022e-06i,0.002034-0.0039471i,0.001878-0.0019548i,-0.0026143+0.0058916i
0.013691-0.0062114i,-0.0029305-0.037456i,-0.025973-0.023425i,-0.013046-0.002399i,-0.016976+0.01105i,-0.021031+0.0042136i,-0.019228-0.010899i,-0.01115-0.032779i,-0.013193-0.014698i,-0.0014742-0.0032209i,0.00045737+0.00076927i,0.0017079+0.00016752i,0.0016788+0.0003133i,0.00065034+0.00037713i,0.00097836+0.00015807i,-0.0031212-0.0024198i,0.0034156-0.00098201i,0.0028612-7.0623e-05i,0.00044269-0.0010226i,0.00020432-0.00038652i,-0.00076825-0.0010353i,0.002511-0.00032001i,-0.00050918-0.0012435i,-0.0013391-0.0021145i,-0.00081639-0.0014755i,0.00038491-0.0010232i,0.00094207-0.0013875i,-0.0001592-0.00029937i,0.00059252-2.4943e-05i,0.00071791+0.00070765i,-0.0016568+0.00075607i,-0.0011018+9.9829e-05i,-0.00098547+0.00013712i,-0.00019843-0.0002605i,-0.0017136+0.0021461i,-0.003028-0.0015769i,0.0002469-0.0020922i,-0.0002018+0.00050215i,-0.00080904-0.0002773i,0.0014609+0.0063198i,-0.00036819-0.00053143i,-0.00019086-0.00091663i,-0.0016667-0.00019484i,-0.00013959-0.0032179i,0.0063847-0.011562i,0.019604-0.016041i,0.021483-0.031359i,-0.0051222-0.022006i,0.0045676-0.014919i,-0.017206-0.028716i,0.01291-0.035421i,0.0031618-0.03189i,0.014906-0.008416i,0.010141-0.01285i,-0.007131+0.0059285i,0.0064008+0.0015071i,0.0015812+0.013037i,-0.0040037+0.0022906i,0.0044999+0.0013078i,0.0088982-0.00057241i,-0.0021563-0.001267i,0.0071762+0.0069546i,0.0016909-0.0015125i,-0.0016066-0.0039922i,-0.0025992-0.00053375i,0.0021063-0.0015349i,-0.0060531+0.0039865i,0.0051948-0.0013929i,-0.0060321+0.004148i,0.0023517+0.0011583i,0.0027258+0.0037624i,-0.0009825+0.00036362i,-0.004582-0.0054897i,-0.0017926+0.0022488i,-0.00079579+0.00046491i,-0.0018813+0.0053628i,-0.002328+0.0010754i,-0.00032507+0.0032686i,-0.00098841-0.00020803i,-0.010476-3.5732e-05i,-0.00025895-0.00085284i,-0.0043655+0.0011199i,0.00041469+0.0012709i,0.0041124-0.0026389i,-0.00069473-0.0018801i,0.0028367-0.0028536i,-0.0030027-0.0019293i,0.0058624+0.0024518i,0.0022531+0.00089067i,0.016697-0.015975i,-0.0087698+0.031011i,0.01092+0.016595i,-0.0094506+0.0023556i,0.00064979-0.0012974i,0.0013231-0.0017482i,-0.0034662+0.0055962i
