-0.029852-0.038787i,-0.021476-0.019081i,-0.012828-0.035746i,-0.029815-0.020021i,-0.022123-0.00016085i,-0.013549-0.0057986i,-0.055394-0.058844i,-0.046849-0.017628i,-0.037844-0.014241i,0.01055+0.011655i,-0.0078805+0.005283i,-0.019837+0.018837i,0.0024284+0.011489i,-0.006061-0.0031224i,0.00017735+0.0012348i,-0.0017074+0.030445i,0.02735+0.027968i,0.0024728-0.0022037i,-0.0021494-0.0064833i,0.0079578+0.0025392i,0.002577+0.0013725i,0.00016677+0.0038178i,-0.00031563+0.00029439i,-0.037718-0.011604i,-8.9321e-06-0.0077274i,0.0013944+0.0022029i,0.0061061+0.0013115i,0.0019608+0.00058763i,0.0011237-0.00055398i,-0.00028217-0.0025783i,0.0016334-0.0025252i,-0.0023162-0.0058728i,-0.00046658-0.0049008i,0.0028602-0.00074582i,0.0047014-0.0028718i,0.0021151+0.030187i,0.0039229-0.0033628i,0.0030588-0.0016616i,0.0083572-0.0015998i,-0.0049298-0.0023614i,-0.00012581+0.0011043i,0.0094387+0.00020828i,0.0041125-0.0024096i,-0.0014235+0.0087303i,-0.017613-0.0057575i,-0.018675+0.016152i,-0.0028602-0.060736i,-0.0050059-0.026958i,-0.026448-0.032763i,-0.011073-0.026668i,0.055126-0.01997i,0.017204-0.04247i,0.022697-0.04886i,0.0059183-0.054314i,0.026581-0.021027i,0.0083551+0.0062195i,0.024878-0.033932i,-0.0081094-0.0066669i,0.0039784-0.0049165i,-0.0043879-0.0071574i,-0.0016817-0.033605i,-0.018866+0.029703i,0.0087067-0.011572i,-0.0092428-0.0039512i,-0.0041222-0.0015667i,0.00078467-0.012952i,-0.011327+0.0048119i,0.0025889+0.010239i,-0.0054135+0.026978i,0.0047374+0.0029583i,-0.0052878-0.0018377i,-0.0020595-0.0022127i,-0.012508-0.0076485i,-0.00051554-0.004373i,-0.035743+0.00087566i,0.0011185-0.010497i,-0.0083538-0.00010595i,-0.0069502-0.0026114i,0.0053188+0.001245i,-0.0080533-0.00075545i,0.0018566-0.00020212i,0.0035464+0.0070584i,0.0044254+0.00040455i,-0.0082063-0.013551i,0.0024999+0.0090424i,-0.0152+0.0047534i,0.0069195+2.6685e-05i,-0.021994-0.00010591i,-0.017323+0.0046867i,-0.0083573-0.065106i,0.0079714-0.012578i,-0.048867-0.022767i,-0.020931+0.00067136i,0.017265+0.011524i,-0.023138+0.014529i,-0.01894-0.0055903i
0.022982-0.026781i,0.010215-0.01557i,0.010789-0.019432i,0.0023734-0.010777i,0.00087757-0.018739i,-0.0052473-0.0041317i,0.012101-0.016402i,-0.0072642-0.013275i,-0.010285-0.0090979i,0.0047446-0.00045371i,-0.00059003-0.00043034i,-0.0013746+0.00094655i,0.0023271-0.00036122i,0.00020507-0.00087546i,-0.00028536-0.0010748i,0.0022159-0.0038787i,-0.0051892+0.0025208i,-0.00061933-0.0010059i,8.94e-05-0.00014887i,-3.3106e-05+0.0017356i,-0.00046457+0.0022989i,-0.00081317+0.00081027i,0.0011589+0.00051068i,-0.002167+0.0037009i,0.00045559-0.0026062i,-0.00047577+9.2206e-06i,-0.00027962+0.00065608i,0.00079624-0.00066896i,0.001201+0.00015758i,8.7751e-05-0.00087481i,0.0018447-0.0017894i,0.0034451-0.00022348i,0.0015437+0.00026251i,0.00031005-0.00089372i,0.0026861-0.00013221i,0.0076314-0.0017739i,-0.0002145+0.00044516i,-7.3507e-05+0.00026671i,0.0005335-0.0014071i,0.0010011-0.0015009i,0.00089251+0.0022372i,0.0015705+0.0015505i,0.001367-0.0017307i,0.0026745+0.0014031i,0.00024257-0.025451i,0.0059797+0.0018239i,0.019763+0.0045921i,0.004801+0.0065671i,-0.0092005-0.02197i,0.0077743+0.0073116i,0.012282+0.016388i,0.0022555+0.016673i,0.019236+0.0053506i,0.0015385+0.0072675i,0.00048884-0.0085813i,0.0018119-0.003027i,0.0012756-0.0045906i,0.0086241-4.7906e-05i,0.0011076+0.0042076i,-0.0073519+0.011461i,-0.0046029-0.0062244i,0.0046534+0.010105i,-0.0031248-0.00094641i,0.00034847+0.0019173i,-0.00011131+0.0016132i,-0.0024118-0.0029114i,0.0053828-0.0029532i,-0.004351-0.0013i,0.0042612-0.0002742i,-0.0063975+0.0030312i,-0.0015262+1.6035e-05i,0.0011396-0.00088454i,-0.0052291-0.001389i,-0.0035422-0.00080629i,-0.013751-0.0091387i,0.0036148-0.0027705i,-0.0027079-0.00056275i,-0.0011567+0.001691i,-0.0034145+0.0028649i,0.0090504+0.0025622i,-0.0047734+0.00093599i,-0.001326-0.0051529i,-0.0033531-0.00033155i,-0.0025697-0.00097839i,0.0035724-0.0041234i,0.0034421+0.00053685i,0.0021238-0.001191i,-0.0013808+0.007348i,0.0025747+0.0046376i,0.017208-0.0042371i,-0.024048-0.0024159i,-0.03161+0.02025i,-0.0059244+0.011593i,0.0010981+0.002615i,0.006121-0.0044685i,-0.012743-0.00043905i
0.01771-0.029176i,0.0071221-0.017768i,0.0070172-0.020801i,0.00027581-0.010284i,-0.003173-0.018872i,-0.0053637-0.0033411i,0.0075139-0.019571i,-0.0091594-0.01128i,-0.011494-0.0071685i,0.0045595-0.0019134i,-0.00067584-0.00064091i,-0.0006455+0.001514i,0.0018614-0.0007198i,0.00031098-0.00050616i,-0.00039112-0.0010489i,0.0014392-0.0039263i,-0.0039068+0.0040427i,-0.00099941-0.00078832i,-0.0001663-0.00020984i,0.00040995+0.0016343i,0.00036366+0.0023853i,-0.00052155+0.00097203i,0.0012742+8.2567e-05i,0.00020699+0.0035516i,-0.00030333-0.0024014i,-0.00032244+0.00019378i,0.00016737+0.0012516i,0.00048028-0.00071812i,0.0011716-0.00010806i,-8.0592e-05-0.00065489i,0.0010865-0.0025028i,0.0034625-0.0014627i,0.0017069-0.00028731i,-9.0941e-05-0.00082616i,0.0030043-0.0011647i,0.0068793-0.0035554i,-0.00011084+0.00062825i,1.2098e-05+0.00025225i,0.00032207-0.001193i,0.00049032-0.0022694i,0.0015938+0.0017748i,0.0020608+0.0006448i,0.00074876-0.0016218i,0.0034936+0.00094079i,-0.0037396-0.024156i,0.0062561+0.0021473i,0.020516+0.0018164i,0.007006+0.0030448i,-0.014005-0.017594i,0.011771+0.0039454i,0.015765+0.011987i,0.0052961+0.011903i,0.017676-0.0021522i,0.0048785+0.0034059i,-0.0022284-0.0084849i,-0.0010604-0.003534i,-0.00050935-0.0058167i,0.0062784-0.0027732i,0.0020905+0.0034265i,-0.0018517+0.013708i,-0.0056624-0.0028948i,0.0061079+0.0079165i,-0.0033741+0.0004315i,0.0013676+0.0025885i,0.0011318+0.0016214i,-0.0041317-0.0018259i,0.0052678-0.0062424i,-0.0049939-9.8334e-05i,0.0045871-0.0022775i,-0.0043291+0.0059385i,-0.0012042-0.00064263i,0.00036178-0.0015696i,-0.0042816+0.0016315i,-0.0031759+0.00017115i,-0.014637-0.0029661i,0.0018039-0.0034122i,-0.0023461+0.00018826i,-0.0014902+0.0011922i,-0.0020727+0.0036777i,0.010544-0.00087872i,-0.0039901+0.0031393i,-0.0030432-0.0044003i,-0.002696+0.00031759i,-0.002626+0.00034122i,0.00081381-0.0039419i,0.0035718-0.00096975i,0.0022492-0.0013311i,0.0005629+0.0068415i,0.0022064+0.0039033i,0.014526-0.0096805i,-0.023068+0.0027371i,-0.028521+0.027422i,-0.0043528+0.0090403i,0.0028299+0.0046599i,0.0042232-0.0042513i,-0.013746+0.002179i
0.012875-0.030578i,0.0032817-0.019473i,0.0030308-0.021459i,-0.0011938-0.0093853i,-0.0072409-0.018112i,-0.0053233-0.0028996i,0.0027787-0.021348i,-0.010465-0.0093539i,-0.012443-0.0051323i,0.0037183-0.0031396i,-0.0011387-0.00065703i,0.00022699+0.0017432i,0.0014049-0.00074143i,0.00078617-0.00031656i,-0.00059715-0.0010269i,0.00073323-0.0039346i,-0.002193+0.0047759i,-0.0014145-0.00041959i,-0.00039503-9.4091e-05i,0.00076889+0.0012662i,0.0012195+0.0017533i,-0.00037281+0.00099105i,0.0012008-0.00041394i,0.0019378+0.0023088i,-0.00061676-0.0020812i,-8.6827e-05+0.00027646i,0.00094756+0.0012264i,0.00017579-0.00070066i,0.001118-0.00035844i,-0.00027511-0.00056179i,0.00013006-0.0028843i,0.0028191-0.0027723i,0.001481-0.0010162i,-0.00037269-0.00058542i,0.002758-0.0026323i,0.0057984-0.0053209i,0.00025234+0.00072714i,5.5908e-05+0.00025573i,0.00010484-0.001219i,-0.00041904-0.0026328i,0.0021654+0.0010535i,0.0019964-0.0002007i,0.00031725-0.0014325i,0.0039155-0.00016348i,-0.0070575-0.022648i,0.0083471+0.0021959i,0.021464-0.0012349i,0.0076077-0.00052552i,-0.016286-0.012404i,0.01485-0.0007634i,0.017587+0.0071752i,0.0073597+0.0078059i,0.013993-0.0069533i,0.0062864+0.00034221i,-0.0050963-0.0069965i,-0.0038213-0.0022229i,-0.0038862-0.0062892i,0.0031985-0.0038469i,0.0021783+0.0024964i,0.0029174+0.013105i,-0.0050415-0.000333i,0.0063932+0.0053036i,-0.0030071+0.002494i,0.0025818+0.0025901i,0.001776+0.0010374i,-0.0050201+0.00020019i,0.0032398-0.0080876i,-0.0046664+0.0012857i,0.0041575-0.003899i,-0.00023871+0.006731i,-0.0017244-0.0010896i,-0.00052043-0.0014068i,-0.0026099+0.0030775i,-0.0022811+0.00087383i,-0.013459+0.0023444i,0.00083423-0.0037749i,-0.0017415+0.0006338i,-0.0014461+0.0018029i,-0.00026287+0.0035884i,0.010193-0.0051381i,-0.0021317+0.0045018i,-0.0044415-0.0030322i,-0.002299+0.00042954i,-0.0019511+0.0012967i,0.00015917-0.0027077i,0.0028076-0.002135i,0.0026257-0.0017347i,0.00098986+0.0050622i,0.0019816+0.0037124i,0.012044-0.012835i,-0.020123+0.0063627i,-0.022208+0.033391i,-0.0044785+0.0072936i,0.0053427+0.0046478i,0.0025475-0.0030587i,-0.012887+0.0048699i
0.0082429-0.031748i,-0.00088524-0.019883i,-0.00079468-0.021634i,-0.0019612-0.0088982i,-0.010999-0.016025i,-0.0054934-0.0026443i,-0.0024398-0.021657i,-0.011335-0.0074295i,-0.012688-0.0027192i,0.0025316-0.0039479i,-0.0017067-8.0853e-05i,0.0010844+0.0012004i,0.0013009-0.0005958i,0.0010614-0.0008266i,-0.00083974-0.00083576i,-4.1448e-05-0.0037277i,-0.00075945+0.0046879i,-0.0016523+0.00035326i,-0.00040558+0.00033759i,0.00091075+0.00078322i,0.0014216+0.00083939i,-0.00036725+0.0010674i,0.00086747-0.00080507i,0.0029112+7.3745e-05i,-0.00087468-0.0019259i,1.2014e-06+0.00020356i,0.0013446+0.00078351i,2.6244e-05-0.00060851i,0.0010387-0.00066533i,-0.00061016-0.00031378i,-0.0010002-0.0029853i,0.0015913-0.0036054i,0.001032-0.0015207i,-0.00044282-0.00043676i,0.0015121-0.0041831i,0.0042588-0.006812i,0.00068922+0.00051169i,0.00018122+0.00036231i,-0.00017843-0.0011691i,-0.0014269-0.0026888i,0.0023387+0.00020896i,0.0017411-0.00070729i,-0.00010109-0.0012035i,0.0037686-0.0010003i,-0.00988-0.021018i,0.010933-8.7109e-05i,0.022164-0.0048322i,0.0076306-0.0033027i,-0.015735-0.0071749i,0.015894-0.0073818i,0.018231+0.0026708i,0.0084161+0.0031176i,0.010765-0.0097913i,0.0077546-0.0028316i,-0.0066039-0.0043357i,-0.0055278+0.00034078i,-0.0078407-0.0052545i,0.00081119-0.0037267i,0.0020361+0.0022012i,0.0065378+0.011483i,-0.0039525+0.0014841i,0.0056727+0.0027474i,-0.00048099+0.0042052i,0.0037163+0.0019656i,0.0025393+0.00048739i,-0.0047104+0.0024843i,0.00089875-0.009422i,-0.0039681+0.0022006i,0.00294-0.0057486i,0.0026607+0.0048122i,-0.0027433-0.001022i,-0.00083703-0.001105i,-0.0008902+0.0040616i,-0.001473+0.001001i,-0.010299+0.0068333i,-0.00053209-0.0043687i,-0.00099822+0.00068497i,-0.0010708+0.0016792i,0.00095313+0.0025881i,0.008109-0.0093457i,0.0005424+0.0048037i,-0.0045958-0.0011703i,-0.0023476+0.00064654i,-0.001384+0.0017385i,-1.7561e-05-0.0022887i,0.0017469-0.0023875i,0.0028603-0.0025628i,0.0006196+0.0047325i,0.0022359+0.0039512i,0.0088073-0.015824i,-0.017825+0.0069003i,-0.013924+0.036166i,-0.0046139+0.0072153i,0.0069584+0.0038136i,0.0022125-0.0014732i,-0.010995+0.0064187i
0.0031818-0.032321i,-0.0047866-0.018976i,-0.0048005-0.021076i,-0.0030667-0.0089673i,-0.013475-0.013434i,-0.0058781-0.0024506i,-0.0069517-0.020149i,-0.011833-0.0056974i,-0.012091-0.0005617i,0.0010468-0.0040642i,-0.0016462+0.00091028i,0.0014061+0.00050065i,0.0014508-0.00064545i,0.00048272-0.0010338i,-0.00095828-0.0004841i,-0.0008199-0.0032371i,0.0004449+0.0045992i,-0.001225+0.0011387i,-0.00015503+0.00053377i,0.00070593+0.00039677i,0.0012381+0.00010059i,-6.2948e-05+0.0011068i,0.00050801-0.00098778i,0.0020853-0.0019529i,-0.0014705-0.0018174i,3.0002e-06+0.00015232i,0.0015577+0.00038076i,3.9029e-06-0.00046844i,0.00075313-0.0010092i,-0.00069087+0.00017543i,-0.0022117-0.0024957i,0.0003218-0.0039131i,0.00025641-0.0018062i,-0.00054412-0.00024219i,-0.00069341-0.0045312i,0.0024376-0.0078952i,0.00078398+0.00010752i,0.00037512+0.00016805i,-0.00037027-0.00098617i,-0.0025922-0.0022488i,0.0021899-0.0006718i,0.0014438-0.0011256i,-0.00041097-0.0009106i,0.0035349-0.0016293i,-0.012093-0.0195i,0.012065-0.0040688i,0.022299-0.0089948i,0.0076203-0.0068867i,-0.012843-0.0029838i,0.014122-0.014401i,0.018035-0.0013552i,0.0075386-0.001289i,0.0071606-0.011102i,0.0084129-0.0066492i,-0.0068138-0.0025961i,-0.0056042+0.0035504i,-0.011766-0.0018036i,-0.00094286-0.0029426i,0.0020917+0.0021433i,0.0095853+0.0090492i,-0.0025625+0.0024845i,0.0039091+0.0016544i,0.00237+0.002964i,0.0050449+0.00065443i,0.0029948-0.00060514i,-0.0032294+0.0047329i,-0.0024783-0.010586i,-0.0035084+0.0033827i,0.00095866-0.0069977i,0.0032227+0.0029992i,-0.0036605-0.00012535i,-0.0011198-0.00093132i,0.0020212+0.0039804i,-0.0010557+0.00045939i,-0.0055691+0.0092486i,-0.0030522-0.0042813i,-0.00055392+0.00026154i,-0.000762+0.0015309i,0.0012913+0.0013582i,0.0044188-0.012577i,0.0028518+0.0034849i,-0.0038189+9.5799e-06i,-0.0021438+0.0010289i,-0.00070589+0.0025767i,-0.00058626-0.0017006i,0.00088758-0.0023218i,0.002437-0.0036067i,0.00055669+0.0049202i,0.0028058+0.0037804i,0.0046784-0.017619i,-0.018974+0.0068671i,-0.006904+0.035013i,-0.0037445+0.0068081i,0.0080879+0.0024077i,0.0028702-0.00070501i,-0.0089191+0.0069758i
-0.0014472-0.031879i,-0.0079163-0.017342i,-0.0083584-0.019634i,-0.0044638-0.0085824i,-0.015704-0.011017i,-0.0064157-0.0021699i,-0.010071-0.018174i,-0.012259-0.0042298i,-0.011039+0.00098254i,4.9534e-05-0.003512i,-0.00092907+0.0016148i,0.0013619+2.617e-05i,0.001425-0.00087098i,0.00027875-0.00068862i,-0.00089228-0.00026541i,-0.0013524-0.0024368i,0.0018287+0.0042393i,-0.00058251+0.0013711i,8.5735e-05+0.00064512i,0.00053993+0.00039208i,0.00088746-0.00043556i,0.00014329+0.00096492i,9.6804e-05-0.0011321i,0.00068453-0.0031545i,-0.0021951-0.0012718i,-4.7448e-05+0.00024075i,0.0017491-0.00017382i,-0.00011349-0.00045112i,0.0003108-0.0011192i,-0.00051918+0.00052845i,-0.0030766-0.0014964i,-0.0011979-0.0037985i,-0.00050257-0.0015461i,-0.00046704-5.0656e-06i,-0.0022258-0.0036995i,0.00024936-0.0085255i,0.00073575+4.121e-05i,0.00034344-4.5351e-07i,-0.00049252-0.00090005i,-0.0035771-0.0012455i,0.0016966-0.0013304i,0.001097-0.0014488i,-0.00057345-0.00039111i,0.0031648-0.002503i,-0.014388-0.018209i,0.011539-0.0082417i,0.021336-0.013546i,0.0053934-0.010888i,-0.0081963-0.0024636i,0.0088833-0.019965i,0.017601-0.0047648i,0.0061358-0.003958i,0.0048129-0.010098i,0.0075425-0.01077i,-0.0071742-0.00092934i,-0.0036454+0.0063642i,-0.013651+0.0036224i,-0.002424-0.0019799i,0.0023872+0.0022494i,0.010936+0.0054631i,-0.0010651+0.0024844i,0.0025358+0.0013694i,0.0026531+0.00086774i,0.0052593-0.0016471i,0.0027217-0.0023671i,-0.00014664+0.0059293i,-0.0071126-0.0086362i,-0.0021668+0.0051895i,-0.002184-0.0072368i,0.004264+0.0019996i,-0.0040771+0.0014608i,-0.0012778-0.00061384i,0.0047853+0.00087784i,-0.00090845+0.00011338i,-0.00032618+0.0084688i,-0.005184-0.0023002i,-0.00060052-0.00030312i,-0.00095404+0.0013849i,0.0012715+0.00046461i,-0.00072757-0.014215i,0.0041334+0.001063i,-0.0034342+0.0004905i,-0.0020226+0.0014405i,0.0010274+0.0028002i,-0.0002643-0.0008035i,0.00018022-0.0018751i,0.0013904-0.0045783i,0.00072519+0.0051845i,0.0030906+0.0033179i,0.00045778-0.017359i,-0.020446+0.0098622i,-0.00171+0.033188i,-0.0033214+0.0055165i,0.008928+0.00051992i,0.0033624-0.00089347i,-0.0072185+0.0063897i
-0.0058323-0.031169i,-0.010242-0.015394i,-0.011384-0.017682i,-0.005587-0.0079335i,-0.017514-0.0078274i,-0.0070683-0.0016499i,-0.012601-0.01651i,-0.012666-0.0025743i,-0.0099407+0.0016793i,-0.00041192-0.0028704i,-8.8441e-05+0.0019488i,0.0012203-0.00025121i,0.0013669-0.0010283i,0.00051039-0.00056209i,-0.00084361-9.5293e-05i,-0.0015005-0.0016577i,0.002919+0.0033582i,-7.625e-05+0.0013595i,0.00040006+0.00062083i,0.00056558+0.00046067i,0.0003555-0.00068352i,0.00017777+0.00094342i,-0.00036081-0.00096457i,-0.00071358-0.0033267i,-0.0024421-0.00037683i,8.0478e-05+0.00037631i,0.0014601-0.00088174i,-0.00015718-0.00034601i,-2.4398e-05-0.0010553i,-0.00022603+0.00077705i,-0.0034363-0.00032698i,-0.002511-0.0028861i,-0.00093947-0.0010866i,-0.00032037+7.9634e-05i,-0.0031732-0.0027639i,-0.0020525-0.0083047i,0.00094882-0.00013347i,0.0003205-2.7379e-05i,-0.00072961-0.00072502i,-0.0040793+0.00016038i,0.0011182-0.0017787i,0.00057306-0.0016216i,-0.00045569+0.0001194i,0.0024684-0.0030624i,-0.017152-0.016544i,0.0094957-0.011683i,0.019063-0.017783i,0.0016369-0.013142i,-0.0057509-0.0051394i,0.0027815-0.022486i,0.017446-0.0085368i,0.0052992-0.0064431i,0.0048331-0.0093711i,0.0060149-0.013964i,-0.0078107+0.00058367i,-0.00073048+0.007466i,-0.012401+0.010221i,-0.0034227-0.00069665i,0.0028646+0.0020939i,0.011074+0.0027768i,-0.00020158+0.0019241i,0.00099024+0.0018832i,0.0024106+0.00012564i,0.0038158-0.0037567i,0.0011525-0.0035851i,0.0027661+0.0049472i,-0.0093375-0.0040037i,0.00086038+0.0055631i,-0.004736-0.0055682i,0.0046809-0.00015867i,-0.0036306+0.0033842i,-0.0013383-0.00039394i,0.0041906-0.0029287i,-0.0011853+7.6024e-05i,0.0024453+0.0052351i,-0.0053976+4.0867e-05i,-0.0011087-0.00078049i,-0.0009848+0.0017312i,0.00091619-0.00026166i,-0.0066853-0.013019i,0.0037145-0.0015837i,-0.0032783+0.00096938i,-0.0017328+0.0022255i,0.0023814+0.0019517i,0.00024421-0.0012191i,3.9175e-05-0.00099946i,0.00010206-0.0050727i,0.00073018+0.0060171i,0.0035394+0.0028884i,-0.0018312-0.016102i,-0.020507+0.013888i,0.0025551+0.030938i,-0.0038832+0.0037686i,0.0083111-0.0021846i,0.0032533-0.00083601i,-0.0067315+0.005209i
-0.010402-0.030011i,-0.011911-0.013421i,-0.01401-0.015342i,-0.0065927-0.0074634i,-0.018405-0.0044122i,-0.0078142-0.00086727i,-0.015218-0.01466i,-0.012703-0.00079145i,-0.0091731+0.0019689i,-0.00062844-0.0024482i,0.00085661+0.0019246i,0.001156-0.0005338i,0.0013262-0.0012519i,0.00064022-0.00073948i,-0.00076415+6.3425e-05i,-0.001282-0.0010282i,0.0036299+0.0024068i,0.00045891+0.0012483i,0.00068094+0.00040712i,0.0007664+0.00044639i,-0.00039787-0.00046828i,0.00048412+0.00093523i,-0.00061064-0.00065776i,-0.0017611-0.0029299i,-0.0023237+0.00050756i,0.00023038+0.00034018i,0.00075134-0.0012341i,-0.00017555-0.00029928i,-0.00031825-0.00085245i,8.2215e-05+0.00080062i,-0.0034607+0.00094136i,-0.0031296-0.0015746i,-0.00097054-0.00063859i,-0.00022499+5.0062e-05i,-0.003975-0.0014858i,-0.0039728-0.0070235i,0.00086085-0.00054338i,0.00031178+6.7825e-06i,-0.00081993-0.00029144i,-0.0039813+0.0016227i,0.00028621-0.001924i,-5.2824e-05-0.0017913i,-0.00010103+0.00040381i,0.0016693-0.0029987i,-0.019572-0.013963i,0.0063658-0.013977i,0.015804-0.021157i,-0.0023585-0.013547i,-0.0059215-0.0073299i,-0.0035714-0.023243i,0.016612-0.013048i,0.0037969-0.0092314i,0.0053158-0.010258i,0.0035715-0.017344i,-0.0085097+0.0025576i,0.0020974+0.0069814i,-0.0077186+0.015061i,-0.0038139+0.00057696i,0.0031303+0.001791i,0.011009+0.000198i,0.00017556+0.0014846i,0.00078467+0.0032939i,0.0027334-0.00074111i,0.0018106-0.0043401i,-0.00041257-0.0036173i,0.0045064+0.0030375i,-0.0090053+0.00012536i,0.0033243+0.0041326i,-0.0064247-0.0033781i,0.0036011-0.0020551i,-0.001871+0.0047832i,-0.0016786-0.00014i,0.0015697-0.0053555i,-0.001489+0.00033707i,0.002802+0.00205i,-0.00481+0.0020674i,-0.0019988-0.00073939i,-0.00079145+0.0017874i,5.7332e-05-0.00060439i,-0.010583-0.009371i,0.0021546-0.0032665i,-0.002818+0.0014261i,-0.00074309+0.0027293i,0.0031057+0.00043215i,-0.00025941-0.0013153i,0.00065946-0.00059232i,-0.0011449-0.0048628i,0.0022562+0.007357i,0.0036363+0.0024709i,-0.0043417-0.015265i,-0.019424+0.018355i,0.0059457+0.02838i,-0.0057996+0.0028146i,0.0057008-0.0036001i,0.0036081-0.0010946i,-0.0075586+0.0043895i
-0.014845-0.027726i,-0.013265-0.011865i,-0.016016-0.012492i,-0.0077702-0.0068524i,-0.018771-0.001276i,-0.0083291+0.00032493i,-0.017339-0.012354i,-0.012306+0.00084158i,-0.0089654+0.0020853i,-0.00075058-0.0020979i,0.0017505+0.0014269i,0.0011313-0.00058095i,0.0011339-0.0014315i,0.0006563-0.00084505i,-0.00072436+0.00017359i,-0.00087843-0.00091097i,0.0043844+0.0012652i,0.00083577+0.00091604i,0.00073158-2.3817e-05i,0.0010044+0.0003913i,-0.00060709+5.857e-05i,0.0009226+0.00067096i,-0.00064293-0.00038357i,-0.0023717-0.0025121i,-0.0020011+0.0011337i,0.00038917+0.00026087i,0.00018378-0.0010646i,-0.00029815-6.4203e-05i,-0.00056348-0.00061791i,0.00047351+0.0008091i,-0.0029403+0.0023069i,-0.0032165-0.00045157i,-0.0010467-0.00032747i,-0.00022788+0.00014472i,-0.0041531+0.00017508i,-0.005134-0.0053581i,0.00057666-0.00074862i,0.00029567-3.0018e-05i,-0.00054822-7.7451e-05i,-0.0032766+0.0030486i,-0.00027531-0.001717i,-0.00053785-0.0016438i,0.00038173+0.00041856i,0.0013342-0.0028491i,-0.021193-0.011004i,0.0036086-0.014242i,0.012315-0.0235i,-0.0059948-0.01275i,-0.0073971-0.0083635i,-0.01009-0.021201i,0.014327-0.017739i,0.002134-0.011524i,0.0053332-0.011425i,-0.00047194-0.019571i,-0.0086556+0.00531i,0.0041072+0.0053956i,-0.0018528+0.017186i,-0.0041052+0.0021007i,0.0035747+0.0017798i,0.010206-0.0024086i,0.00027592+0.00097501i,0.0018098+0.0047176i,0.0021731-0.0018139i,0.00070566-0.0038412i,-0.0018509-0.0030592i,0.0051018+0.0010091i,-0.0068802+0.0030573i,0.0048407+0.0019374i,-0.0069632-0.00047801i,0.0020747-0.0026041i,0.00045701+0.0048774i,-0.0017229+0.00050102i,-0.0013945-0.0059825i,-0.0015485+0.00033123i,0.0013428+0.00023131i,-0.0035893+0.0034733i,-0.0027306+0.00010566i,-0.00082282+0.002006i,-0.00041953-0.00033626i,-0.012655-0.0050808i,7.3268e-05-0.0040008i,-0.0025277+0.0017215i,0.00018974+0.0025998i,0.0031089-0.0011359i,-0.00024173-0.0010456i,0.0013658-0.00094477i,-0.0025015-0.0049615i,0.004281+0.0071346i,0.0039091+0.0022291i,-0.0057026-0.013876i,-0.016376+0.023854i,0.0086733+0.02574i,-0.0079904+0.003409i,0.0031102-0.0025513i,0.0034463-0.0018699i,-0.0086866+0.0044803i
-0.01835-0.024752i,-0.015163-0.010674i,-0.017234-0.0099503i,-0.0088005-0.005871i,-0.018656+0.0023419i,-0.008366+0.0017213i,-0.019148-0.0097407i,-0.011818+0.002189i,-0.0092499+0.0025486i,-0.00066022-0.0020553i,0.0022234+0.00051524i,0.0012087-0.00093245i,0.0010129-0.0015137i,0.00088638-0.0013305i,-0.00064722+0.00030427i,-0.00076228-0.00099229i,0.0046482-0.00034865i,0.00090692+0.00054886i,0.00053549-0.00038537i,0.0014057+0.00013151i,-0.00052085+0.00043301i,0.00096361+0.00022911i,-0.00066515-0.00021218i,-0.0028177-0.0023126i,-0.0015377+0.00159i,0.0005176+9.9977e-05i,-0.00012933-0.00092081i,-0.00028187+0.00016719i,-0.00069409-0.00025301i,0.00088681+0.00058725i,-0.0018866+0.0033219i,-0.0031005+0.00065107i,-0.00089747-4.9405e-05i,-7.2937e-05+0.00021693i,-0.0035899+0.0014764i,-0.005694-0.0036923i,0.00040588-0.00079956i,0.00044218+1.2973e-05i,-0.00045005-0.0001669i,-0.0018819+0.0039104i,-0.00063805-0.0014167i,-0.00093303-0.0014427i,0.00076698+8.2994e-05i,0.001221-0.0029881i,-0.022306-0.0079328i,0.00222-0.013998i,0.0087542-0.025117i,-0.0090246-0.010369i,-0.0081506-0.0079712i,-0.015021-0.016289i,0.010636-0.021878i,0.00035941-0.013968i,0.0053443-0.013346i,-0.0047781-0.01963i,-0.007166+0.0087444i,0.0050838+0.0034044i,0.00361+0.016435i,-0.0036577+0.0036726i,0.0045816+0.001401i,0.008663-0.0047478i,8.0393e-05+0.00058882i,0.0039664+0.0048352i,0.0012359-0.0017272i,0.00010172-0.0036727i,-0.0027449-0.0021506i,0.0050944-0.00086184i,-0.0050195+0.0044174i,0.0050977-0.00078141i,-0.0061936+0.0020856i,0.0014085-0.0022945i,0.0021756+0.0039323i,-0.0014116+0.00087483i,-0.0043666-0.0050729i,-0.0018393+0.00062919i,0.00020026+0.00049248i,-0.0018939+0.0042545i,-0.0025658+0.001221i,-0.00054897+0.0028652i,-0.00039282-0.00013644i,-0.013287-0.00083709i,-0.0019401-0.0035591i,-0.0024346+0.0023258i,0.00069065+0.0024157i,0.0025715-0.0030357i,-0.00028351-0.0016096i,0.0015823-0.001733i,-0.0041355-0.0041329i,0.0062758+0.0059129i,0.0044829+0.001924i,-0.0067272-0.012542i,-0.010037+0.027434i,0.011526+0.022701i,-0.0095691+0.0050089i,0.0021078-0.00077779i,0.002647-0.0019321i,-0.0095927+0.0052223i
