-0.0081395-0.039584i,-0.012212-0.043483i,0.0015284-0.045945i,-0.026818-0.027954i,-0.02044+0.014432i,-0.03225-0.032463i,-0.059585-0.062487i,-0.022229-0.072787i,-0.038412-0.065299i,0.0020157+0.015584i,-0.0075303+0.010205i,-0.014967+0.013494i,0.0012819+0.017268i,-0.0038638-0.0033525i,0.00041176+0.0067406i,-0.00019671+0.039312i,0.025793+0.056087i,0.0010189-0.00031664i,-0.0058105-0.0085135i,0.0072261+0.0044663i,0.0016288+0.0010095i,-0.0015487+0.0037274i,3.7964e-05-0.001331i,-0.035593-0.0094475i,-0.0027617-0.0082269i,-0.00030973+0.0043617i,0.0048754-0.0017258i,0.00025885+0.00076798i,-8.141e-05-0.0010337i,-3.2895e-05-0.0027617i,-0.0011168-0.0055491i,-0.0023137-0.0039579i,-0.0010091-0.0077879i,0.0032471-0.00081269i,0.0030659-0.003i,-0.0042007+0.032968i,0.0063591-0.004708i,0.0038321-0.0021577i,0.0048935-0.00029177i,-0.068719-0.028302i,-1.8334e-05+0.00013327i,0.0048615-0.0016866i,0.0060058+1.5039e-05i,-0.0034774+0.0036113i,0.0029515+0.0019877i,-0.0038723+0.0087411i,0.016256-0.090169i,-0.00634-0.047498i,-0.023686-0.037002i,-0.019245-0.041758i,0.064006-0.015641i,0.028073-0.06113i,0.038593-0.044604i,0.030166-0.05666i,0.020745-0.016335i,0.0083247+0.0091533i,0.025822-0.034113i,-0.0070099-0.0047513i,0.002418-0.0025229i,-0.0045635-0.0060305i,0.0011928-0.032503i,-0.024649+0.03042i,0.0077978-0.010315i,-0.010819-0.0011784i,-0.005551-0.001417i,-0.0010273-0.013199i,-0.010189+0.0041531i,0.0034738+0.0083518i,-0.0098368+0.030434i,0.0055365+0.0072466i,-0.005273-0.0016107i,-0.0021949-0.0021985i,-0.010773-0.0073996i,0.00096892-0.003723i,-0.040875+0.0043894i,0.0024721-0.012597i,-0.0098694-0.0022936i,-0.0063608-0.0030677i,0.0064525+0.0016261i,-0.0089526+0.0013006i,0.0010134+0.00068741i,0.0057014+0.0094963i,0.0044785+0.00041193i,-0.00891-0.0092498i,0.0025088+0.0088599i,-0.019386+0.0082318i,0.0062944+0.0035787i,-0.028858-0.0090333i,-0.033558+0.0024254i,0.024538-0.080662i,0.012587-0.010289i,-0.043587-0.027902i,-0.02187-0.004734i,0.018005+0.012348i,-0.027359+0.011623i,-0.011334-0.0085411i
0.0086087+0.016729i,0.039996-0.0093013i,0.025653-0.032102i,-0.0027118-0.01309i,-0.0081659-0.016743i,-0.0080941-0.023156i,0.016572-0.015661i,0.028801-0.011932i,0.0063774-0.012745i,0.0069291-0.001783i,0.0021408-0.0030201i,-0.0019308-0.0016058i,0.0016601-0.0027244i,3.272e-05-0.0018484i,-0.0019356-0.0017706i,0.0058477-0.005254i,-0.004348+0.00090347i,-0.001588-0.00062655i,0.0012686+0.00046378i,0.001379+0.0015115i,0.00028699+0.0021753i,-0.0007226+0.00075039i,0.0013743+0.0019106i,-0.0010711+0.0014445i,-0.0015827+0.0009135i,-0.00050193+0.001265i,-0.001253+0.00010082i,0.00041487-0.0006084i,-0.00011617+0.00012322i,-0.00051412-0.00072034i,0.0014975+0.0001143i,0.0019123+0.00026364i,0.0019583-0.0004189i,0.00016324-0.00060366i,0.0014541-0.00071342i,0.0040106-0.0011364i,-0.0010478+0.0019796i,0.00046724+0.00035357i,-8.5809e-05-1.2408e-05i,-0.0012419-0.0022062i,0.0021281+0.0004667i,0.0016185+0.00086323i,0.0070992-0.0075436i,0.0021246+0.0011393i,0.0089405+0.010872i,0.015046+0.026579i,0.043398+0.018072i,0.025011+0.0030097i,0.00087449-0.015373i,0.01895-0.0020459i,0.021563+0.017389i,0.016842+0.019314i,0.016858+0.025242i,-0.006999+0.031919i,0.001158-0.0064026i,0.0018683-0.0031508i,0.0048536-0.006951i,0.0086998-0.0013099i,0.0014545+0.004284i,-0.0098823+0.0082378i,-0.0050195-0.0073738i,0.0029813+0.014538i,-0.003247-0.0024877i,0.00077012+0.0022784i,-0.00072369+0.0011448i,0.0017121-0.00324i,0.0066514-0.0023992i,-0.0039179-0.00058192i,0.0045233-0.0017396i,-0.0070184+0.00049977i,-0.0024205+0.00085211i,0.00035595+3.8366e-05i,-0.0055306-0.002065i,-0.0035568-0.0026726i,-0.014268-0.011219i,0.0036063-0.0027522i,-0.0036736+0.0014193i,-0.0010413+0.0016185i,-0.004482+0.0029589i,0.0055383+0.0019209i,-0.0092873-0.001683i,-0.0010295-0.0051261i,-0.0025461-0.00080558i,-0.0049219-0.00047439i,0.0057181-0.004404i,0.0029881+0.0025535i,0.0023923-0.0025565i,0.0032953+0.0096352i,0.0055375+0.0025453i,0.026163+0.022256i,-0.022848-0.0024633i,-0.027407+0.01577i,-0.0052543+0.014497i,0.00088499+0.00013094i,0.0094832-0.0088646i,-0.0096925+0.0035408i
0.010777+0.015483i,0.037757-0.015827i,0.019333-0.03597i,-0.0054191-0.011624i,-0.012228-0.015428i,-0.011701-0.021158i,0.011935-0.019437i,0.026154-0.016282i,0.004292-0.012763i,0.0061789-0.0036524i,0.0010929-0.0039021i,-0.0020175-0.00071102i,0.00034294-0.002662i,-0.00016924-0.0015732i,-0.0021968-0.0011698i,0.0048038-0.0067472i,-0.0030756+0.0021577i,-0.0017559-0.00035967i,0.00095468+3.3545e-05i,0.0017899+0.00090234i,0.00095192+0.0022569i,-0.00041637+0.0012539i,0.0020075+0.0013713i,0.00047665+0.0025399i,-0.00069247+0.0014446i,0.00012697+0.0012196i,-0.0010278+0.00091961i,0.00036143-0.00032046i,3.5629e-05+0.00022396i,-0.000359-0.00013253i,0.0013364-0.00070513i,0.0020272-0.00053192i,0.0018659-0.0015016i,-0.00016161-0.0004005i,0.0015662-0.0015619i,0.0035632-0.0022447i,-0.00019642+0.0026224i,0.00018552-4.7687e-05i,0.0001148-1.1074e-05i,-0.0025009-0.0022978i,0.0020589-0.00031616i,0.0016414+5.6599e-05i,0.0037652-0.0078589i,0.0031832+0.00060806i,0.010389+0.0095165i,0.018891+0.024298i,0.044476+0.011121i,0.025044-0.0026875i,-0.0030373-0.012291i,0.021243-0.0062606i,0.025933+0.011739i,0.020988+0.011567i,0.0189+0.015581i,0.00091715+0.02912i,-0.00088273-0.0059887i,-0.00089256-0.0033504i,0.0018449-0.0087331i,0.0062589-0.0039823i,0.002213+0.0034775i,-0.0050573+0.011547i,-0.0059289-0.0036024i,0.0054857+0.012733i,-0.0040916-0.00079232i,0.0017887+0.0027001i,0.00043788+0.0014301i,-0.00028718-0.0033891i,0.006406-0.0059637i,-0.0043749+0.00032425i,0.0041014-0.0039245i,-0.0059469+0.0034972i,-0.0018332-3.6371e-05i,-3.1804e-05-0.00064124i,-0.0051853+0.0012974i,-0.0039034-0.0015667i,-0.015898-0.0045655i,0.0017116-0.0037901i,-0.0019697+0.0021623i,-0.0013055+0.00088266i,-0.0028608+0.0042162i,0.006853-0.00040026i,-0.0089615+0.002229i,-0.0027087-0.0042618i,-0.0021808-0.00038162i,-0.0045954+0.0013965i,0.0026975-0.0051074i,0.0044853+0.0010849i,0.0019217-0.0027567i,0.0057341+0.0073173i,0.0045336+0.001434i,0.026625+0.015333i,-0.02203+0.0024671i,-0.025537+0.02292i,-0.00261+0.012137i,0.0020857+0.0033277i,0.003166-0.0076785i,-0.011042+0.0055291i
0.013386+0.013521i,0.033965-0.022304i,0.011772-0.038044i,-0.0071958-0.0097556i,-0.016161-0.01311i,-0.014858-0.018729i,0.0067976-0.021811i,0.023253-0.020533i,0.0021353-0.012531i,0.004643-0.0049989i,-0.00059615-0.0042231i,-0.0018209+0.00010829i,-0.00063473-0.002071i,-0.00021694-0.0013901i,-0.0025676-0.0004727i,0.0033606-0.0075859i,-0.0016246+0.0024704i,-0.0023104-0.00053901i,0.00061217+8.3372e-05i,0.0018374+5.2823e-05i,0.0017359+0.0016899i,-0.00021121+0.0013897i,0.0023192+0.0005869i,0.0020693+0.0019846i,0.00046775+0.0014783i,0.00058194+0.00097035i,-0.00051094+0.0011446i,0.00030606-0.00022935i,-0.0013934+0.0033844i,3.0192e-05-8.5431e-06i,0.00087101-0.0012353i,0.0016525-0.0013964i,0.00070524-0.0021343i,-0.00018395-0.00017825i,0.00084525-0.002791i,0.0026903-0.003127i,0.0011925+0.0030531i,0.00017174-0.00018435i,0.0002238-0.00031122i,-0.0035686-0.0015596i,0.001714-0.0011098i,0.0013113-0.00053121i,0.0014429-0.0073862i,0.0036354-0.00064827i,0.011881+0.0075199i,0.023488+0.020865i,0.044976+0.0040715i,0.023595-0.007898i,-0.0048068-0.0085438i,0.022749-0.011662i,0.028313+0.005216i,0.023445+0.0043147i,0.017449+0.0083141i,0.0061627+0.025957i,-0.0029778-0.0049719i,-0.0033804-0.0018043i,-0.0023797-0.0091095i,0.0030854-0.0048449i,0.002335+0.0026627i,-0.00032495+0.011854i,-0.0051624-0.00074729i,0.0066628+0.0098437i,-0.0041612+0.0019486i,0.0030339+0.0024813i,0.0010987+0.00087275i,-0.0016541-0.0024369i,0.0043593-0.0078217i,-0.0037755+0.0016287i,0.0031826-0.005045i,-0.002757+0.0046052i,-0.002183-8.2982e-05i,-0.00061337-0.00063159i,-0.0033839+0.0030804i,-0.0036595-0.00041524i,-0.014961+0.0015305i,0.00026791-0.004347i,-0.00096185+0.0021246i,-0.0014672+0.0011012i,-0.00082429+0.0041235i,0.0069592-0.0034693i,-0.006988+0.0053108i,-0.00367-0.0028575i,-0.0022921-0.00019023i,-0.0037177+0.0025061i,0.0011515-0.0046467i,0.0043387-0.00093795i,0.0018145-0.0031047i,0.0057732+0.0036816i,0.0036161+0.0010394i,0.027078+0.010119i,-0.019712+0.0061281i,-0.019902+0.028871i,-0.0018727+0.010041i,0.0051332+0.0043108i,0.0011743-0.0056806i,-0.010321+0.0081741i
0.015269+0.010519i,0.028949-0.027375i,0.0050599-0.03805i,-0.0079309-0.0083754i,-0.01926-0.009158i,-0.017416-0.015896i,0.0012464-0.022677i,0.019482-0.024509i,0.00052815-0.012218i,0.0028749-0.0055772i,-0.0022809-0.003111i,-0.0012777+0.00045637i,-0.0010143-0.0011782i,-0.00038085-0.001514i,-0.0024195+0.00064757i,0.0014528-0.008157i,-0.00085274+0.0020877i,-0.0036689+0.001647i,0.00071624+0.00043945i,0.0014697-0.00064182i,0.0022856+0.0008188i,-0.00021246+0.0015654i,0.0021523-0.00014528i,0.0031298+0.00028679i,0.0015162+0.00081413i,0.00080812+0.00064014i,1.0589e-05+0.0014739i,0.00045937-0.00028633i,0.00054237+0.0010767i,0.00016858-0.00019079i,0.00034305-0.0015817i,0.00086405-0.0018727i,0.00040871-0.0015537i,-0.00015398-0.00026068i,-0.00084575-0.0034576i,0.0016694-0.0036858i,0.0024938+0.0012189i,0.00026631-0.00018339i,0.00022871-0.00058723i,-0.0045471-0.00044203i,0.00095825-0.0014501i,0.00091927-0.00073778i,-0.00041523-0.0064662i,0.0032388-0.0015863i,0.012999+0.0045298i,0.027642+0.015493i,0.044721-0.0031249i,0.021601-0.012525i,-0.0039373-0.0045296i,0.022189-0.018728i,0.029156-0.0016164i,0.024435-0.0038741i,0.015402+0.0033429i,0.011733+0.022277i,-0.0037978-0.0028584i,-0.0047693+0.00072222i,-0.0069231-0.0079975i,0.00073313-0.0044706i,0.0022067+0.0024783i,0.0033149+0.010806i,-0.0035303+0.0010166i,0.0065179+0.006909i,-0.0018454+0.0042928i,0.0044883+0.0015234i,0.0018691+0.00042735i,-0.0024263-0.0011265i,0.0023644-0.0093514i,-0.0027093+0.0021486i,0.0019612-0.0067382i,-0.00083305+0.003772i,-0.0028946+0.00033887i,-0.00076421-0.00044704i,-0.0016372+0.0043321i,-0.0031265+0.00033445i,-0.011615+0.0064777i,-0.0016143-0.0049988i,-3.7085e-05+0.0014161i,-0.0015418+0.0010954i,0.00054265+0.0030872i,0.0058268-0.0067279i,-0.0035035+0.0070105i,-0.0037355-0.0013561i,-0.0024653+0.00028557i,-0.0028691+0.0035422i,-2.9811e-05-0.0039788i,0.0032985-0.001914i,0.0013656-0.0038065i,0.0044506+0.002596i,0.0031917+0.0010118i,0.026608+0.0045599i,-0.017499+0.0071207i,-0.012265+0.031894i,-0.00086011+0.0094569i,0.0072988+0.0038055i,0.00060874-0.0035701i,-0.0085421+0.0099148i
0.016218+0.007193i,0.023356-0.031021i,-0.0012121-0.037576i,-0.009092-0.0075504i,-0.020379-0.0049817i,-0.019497-0.01268i,-0.0038338-0.021862i,0.015127-0.027218i,-0.00040986-0.012019i,0.001167-0.0054794i,-0.0028012-0.0016189i,-0.0010571+0.00061804i,-0.00095622-0.0004831i,-0.0011035-0.0012939i,-0.0015557+0.0015158i,-0.00074425-0.0078905i,-0.00027889+0.0021434i,-0.0023124+0.0036638i,0.0010128+0.00030237i,0.00083187-0.0010969i,0.0022198-0.0001299i,0.00022581+0.0016393i,0.0019397-0.00080867i,0.0026328-0.001523i,0.0015913-0.00041012i,0.00097429+0.00036281i,0.00083853+0.0014536i,0.00053066-0.00047833i,0.00089878+0.00060377i,-1.2361e-05-0.000295i,-0.00030409-0.0016905i,0.00017734-0.0018968i,-0.00036576-0.001813i,-0.00025516-0.00013224i,-0.0026033-0.002349i,0.0007098-0.003977i,0.0025629+0.00043051i,0.00019738-0.00038877i,0.00041029-0.0012699i,-0.0049951+0.0010773i,0.00017095-0.0015983i,0.00056574-0.00067771i,-0.0017702-0.005577i,0.0027991-0.0021429i,0.013703+0.001378i,0.030011+0.0086463i,0.043048-0.010291i,0.020522-0.015799i,-0.00075215-0.001601i,0.018918-0.025941i,0.02832-0.0077994i,0.022124-0.011439i,0.01235+0.00074253i,0.016699+0.016814i,-0.0035289-0.0019973i,-0.004592+0.0038894i,-0.011048-0.0042099i,-0.00089897-0.003757i,0.0023662+0.002311i,0.006062+0.009203i,-0.0016924+0.0014379i,0.0052803+0.0051502i,0.0013332+0.0036669i,0.0056695-0.00059255i,0.0023759-0.00057613i,-0.0022567+0.0006966i,-0.0010057-0.011073i,-0.0025391+0.0029267i,-0.00053682-0.0078602i,-0.00048491+0.0033281i,-0.0031748+0.0013032i,-0.00086701-0.00037836i,0.0016954+0.0047817i,-0.0027895+0.00023703i,-0.0068004+0.0091394i,-0.0045884-0.0049761i,0.00040449+0.00064789i,-0.0015594+0.0013797i,0.0011485+0.0019485i,0.0032783-0.0093507i,1.8728e-05+0.0067273i,-0.0030017-0.00036137i,-0.0022208+0.00072067i,-0.0013299+0.0043888i,-0.00092668-0.0029396i,0.002361-0.0022376i,0.00013509-0.0040212i,0.0035979+0.0021627i,0.0030732+0.00084802i,0.02508-0.00013679i,-0.018817+0.0071709i,-0.0053827+0.030994i,0.00092472+0.0075494i,0.0090913+0.00173i,0.00097646-0.0019951i,-0.0059186+0.010707i
0.016679+0.004131i,0.017655-0.033445i,-0.0072327-0.036425i,-0.01007-0.0061196i,-0.020774-0.0013806i,-0.020842-0.0092679i,-0.0079396-0.02027i,0.010814-0.029679i,-0.0012719-0.012656i,-1.8142e-05-0.0047334i,-0.0024575-0.00036839i,-0.00071043+0.0010551i,-0.00078055+6.9817e-05i,-0.0013272-0.00042708i,-0.00059114+0.0016155i,-0.0022694-0.0065556i,0.00063966+0.002053i,-0.00020506+0.0042451i,0.0010431+3.3819e-05i,0.00025995-0.0010594i,0.0019823-0.00087491i,0.00062648+0.0015351i,0.0013219-0.0014695i,0.0015018-0.0024861i,0.00092415-0.0010057i,0.001022+7.5692e-05i,0.0016635+0.0010632i,0.00033513-0.00067333i,0.00097906+0.00059659i,-0.00020497-8.8277e-05i,-0.00095825-0.0014619i,-0.00051074-0.0017632i,-0.0012958+0.00015061i,-2.5375e-05-5.8108e-05i,-0.0027487-0.0011742i,-0.00015345-0.0041136i,0.002734-8.1091e-06i,-6.4358e-05-0.00042752i,-0.0003171-0.0020517i,-0.0048471+0.0028005i,-0.00031245-0.0011703i,0.00047313-0.00064365i,-0.0028423-0.0041872i,0.0024304-0.0027861i,0.013181-0.0025838i,0.030286+0.0012704i,0.040289-0.017082i,0.015568-0.022543i,0.0039324-0.0022632i,0.012653-0.031568i,0.02679-0.013113i,0.019231-0.016582i,0.010556+0.00085828i,0.018959+0.0095212i,-0.0041113-0.0015315i,-0.0022893+0.0064089i,-0.012877+0.00092108i,-0.0023137-0.0026797i,0.0025361+0.0022265i,0.0071235+0.0057262i,-0.0006082+0.00058803i,0.0042549+0.0043714i,0.0020298+0.0020734i,0.0053748-0.0031679i,0.001978-0.0022978i,-0.0003718+0.0020004i,-0.0059466-0.0096158i,-0.0012869+0.0045304i,-0.003882-0.0072648i,0.0010486+0.0034375i,-0.0032016+0.0025649i,-0.00088151-0.00013806i,0.0051552+0.0017082i,-0.0026961+0.00044835i,-0.0013359+0.0085497i,-0.0061056-0.0039712i,0.00031306-0.00016537i,-0.0016942+0.0015773i,0.0014161+0.00093126i,-0.0010006-0.011082i,0.002926+0.0045888i,-0.0025688-0.00016291i,-0.0021443+0.0011627i,0.00085659+0.0044677i,-0.001006-0.0017929i,0.0015641-0.0021139i,-0.00073955-0.0036831i,0.0029834+0.0020955i,0.0025742+0.000603i,0.023355-0.0033243i,-0.021084+0.010383i,0.00010715+0.02867i,0.0013923+0.004374i,0.0095032-0.00024417i,0.0014429-0.0017725i,-0.0032306+0.010203i
0.016525+0.0009268i,0.012091-0.034909i,-0.013194-0.033881i,-0.010467-0.0050196i,-0.02063+0.0024318i,-0.021594-0.0058403i,-0.011457-0.018529i,0.0058912-0.03176i,-0.0030769-0.013992i,-0.00067046-0.0039086i,-0.0020614+0.00066503i,-0.00011993+0.0013184i,-0.00028054+0.00052493i,-0.00095718+0.00017655i,7.4495e-05+0.0014754i,-0.0028877-0.0050391i,0.0013412+0.0016008i,0.0017357+0.0036354i,0.0011268-6.3922e-05i,-0.00010449-0.00081815i,0.0013831-0.0015587i,0.00092902+0.0014921i,0.00067664-0.0015241i,0.00030098-0.0026523i,0.0005035-0.0011536i,0.0010167-0.00016517i,0.0019184+0.00015035i,0.00023089-0.00077027i,0.00052977+0.00031277i,-0.00012852+0.00022381i,-0.0013715-0.0010079i,-0.0010573-0.001301i,-0.00088454-0.0009804i,0.0001316-0.00018388i,-0.0027809-0.00044246i,-0.0011079-0.0039694i,0.0029774-0.001124i,-0.00027438-0.00026934i,-0.0015753-0.0014249i,-0.0039668+0.0045521i,-0.00044032-0.00088468i,0.00037507-0.00065053i,-0.0033464-0.0026607i,0.0018119-0.0032636i,0.011094-0.0058349i,0.028506-0.0053177i,0.036147-0.023156i,0.0091999-0.024628i,0.0067019-0.0058045i,0.00532-0.034472i,0.025002-0.018482i,0.016249-0.021967i,0.011433+0.0009649i,0.019553+0.0032766i,-0.0052953-0.000929i,0.00085236+0.0070687i,-0.011977+0.0072448i,-0.0031591-0.0015366i,0.0029635+0.0022061i,0.0062832+0.0065204i,-0.00058335-0.00023544i,0.0031975+0.0041975i,0.0025449+0.001346i,0.0035838-0.0051011i,5.2145e-05-0.0031786i,0.001303+0.0013699i,-0.0086113-0.0052442i,0.0015431+0.004672i,-0.0065836-0.0058176i,0.0022139+0.0022613i,-0.0023401+0.0041623i,-0.00082044-0.00015498i,0.0050042-0.0025602i,-0.00262+0.0010378i,0.0017383+0.0053312i,-0.0054578+0.00040322i,-0.00033699-0.00094364i,-0.0015548+0.0022458i,0.0010588-0.00024405i,-0.0061987-0.0099858i,0.0031604+0.001378i,-0.0027156-0.00017918i,-0.0016586+0.0019537i,0.0026504+0.0034306i,-0.00046586-0.001725i,0.0011939-0.0014707i,-0.0013443-0.0035505i,0.0021413+0.0026541i,0.0023904+0.00044026i,0.022739-0.0062928i,-0.021416+0.015661i,0.0030825+0.02659i,-2.3802e-05+0.001096i,0.0088849-0.0031705i,0.0013046-0.0012929i,-0.0017815+0.0083336i
0.015558-0.0020003i,0.0068264-0.035631i,-0.018189-0.030585i,-0.01101-0.004374i,-0.019364+0.0057893i,-0.021809-0.0024931i,-0.014758-0.016258i,0.00012081-0.032766i,-0.0060243-0.014915i,-0.001021-0.0034929i,-0.0011466+0.0013453i,0.00065137+0.0010299i,0.00035308+0.00076185i,-0.00051918+0.00041791i,0.00071005+0.0011743i,-0.0030078-0.003862i,0.0018992+0.0012141i,0.0029143+0.0024565i,0.0012086-0.00044859i,-0.00019133-0.0005823i,0.00046639-0.001682i,0.0015045+0.0013367i,0.00020176-0.0014747i,-0.00051428-0.0024247i,0.00014932-0.001289i,0.00093352-0.00050102i,0.0017417-0.00055231i,5.8835e-05-0.0007857i,0.00042931+0.00013608i,-3.4943e-05+0.00039369i,-0.0017217-0.0005097i,-0.0013197-0.00071829i,-0.00090625-0.0004861i,6.9414e-05-0.0004004i,-0.0029433+0.00065162i,-0.0019031-0.003331i,0.0025603-0.0019342i,-0.00031092-1.4055e-06i,-0.0015464-0.00023451i,-0.0029785+0.0058079i,-0.00067422-0.00059366i,0.0001293-0.00074248i,-0.0030913-0.0013055i,0.00092715-0.0032504i,0.0084854-0.0076463i,0.025065-0.010611i,0.031029-0.027571i,0.003511-0.02465i,0.007053-0.0093072i,-0.0024876-0.035388i,0.022434-0.024318i,0.012254-0.026798i,0.013423-0.00084327i,0.018886-0.0036099i,-0.0067172+0.00050587i,0.0036864+0.006086i,-0.0078479+0.011772i,-0.0034435-0.00047353i,0.0032827+0.0020312i,0.0091129+0.0045702i,-0.0009382-0.00054959i,0.0030383+0.0052414i,0.003112+0.00015436i,0.0011861-0.0055772i,-0.001326-0.0027007i,0.0019973+0.00021845i,-0.0087262-0.0012762i,0.0037148+0.0032763i,-0.0083217-0.002329i,0.0020367+0.0012683i,-0.00042486+0.0050145i,-0.0010968-0.00016916i,0.0022353-0.0055242i,-0.0022423+0.0014391i,0.002029+0.0018227i,-0.0047269+0.0025395i,-0.0014907-0.0011242i,-0.001289+0.0022816i,-3.6011e-05-0.00067611i,-0.0091333-0.0066407i,0.0020708-0.00026881i,-0.0031405-0.00024075i,-0.00050166+0.0020813i,0.0038161+0.0014354i,-0.00075163-0.0014295i,0.0018941-0.0010346i,-0.0020416-0.0030163i,0.0022515+0.003825i,0.0018548+0.0004219i,0.021006-0.01022i,-0.019618+0.0211i,0.0076553+0.022596i,-0.003346-0.00077375i,0.0051939-0.0047682i,0.0019853-0.00131i,-0.002007+0.0066875i
0.0144-0.0042521i,0.0015685-0.035926i,-0.022416-0.026648i,-0.011963-0.0036181i,-0.018019+0.0081876i,-0.021653+0.0008909i,-0.017287-0.013343i,-0.0053932-0.032559i,-0.0092294-0.01457i,-0.0013251-0.0032227i,-8.6241e-05+0.0012734i,0.0011314+0.00070061i,0.00099952+0.00070835i,-8.5477e-05+0.00059669i,0.00097078+0.00060428i,-0.0029605-0.0031797i,0.0027323+0.00072812i,0.0033091+0.0011141i,0.00094804-0.00089182i,-9.8013e-05-0.00035544i,-0.00023401-0.0014697i,0.0022536+0.00061311i,-5.3665e-05-0.0014225i,-0.00095773-0.0020608i,-0.00041123-0.0014689i,0.00076193-0.00081313i,0.0014703-0.0011226i,-0.00012814-0.00051046i,0.00040754+1.1136e-05i,0.00015585+0.00066308i,-0.0018883+0.00011985i,-0.0012472-0.00021355i,-0.00093134-0.00014858i,-0.00015256-0.00034135i,-0.0022+0.0018601i,-0.0023408-0.0026045i,0.0013696-0.0023124i,-0.00031042+0.00020535i,-0.0010508-6.088e-05i,-0.00085773+0.006822i,-0.00053457-0.00046446i,-6.598e-05-0.00076096i,-0.0025321-0.00043651i,0.00058803-0.003181i,0.0064083-0.0085456i,0.021611-0.013701i,0.025891-0.030854i,-0.00090436-0.023499i,0.0057545-0.012256i,-0.010343-0.033428i,0.018165-0.029798i,0.0074716-0.030431i,0.014799-0.0036991i,0.015228-0.0095771i,-0.0076593+0.0029927i,0.0054758+0.0040471i,-0.002554+0.013934i,-0.0038876+0.00065731i,0.0037573+0.0019144i,0.0098081+0.0021296i,-0.001364-0.00080645i,0.0041737+0.0064744i,0.0026338-0.0011441i,-0.0006014-0.0049643i,-0.0023283-0.0017657i,0.0020321-0.00069409i,-0.0074534+0.0017098i,0.0048994+0.0011334i,-0.0079962+0.0019089i,0.0017831+0.0012293i,0.0016449+0.0048038i,-0.0011573+0.00022219i,-0.0012391-0.0064935i,-0.0021066+0.0010756i,0.00029743+0.00017438i,-0.0037138+0.0040969i,-0.0025313-0.00020887i,-0.0010089+0.0026554i,-0.00066567-0.00044137i,-0.010312-0.0030614i,0.0008645-0.00089768i,-0.0040135+3.3174e-06i,0.00023842+0.0016286i,0.0038078-0.0004954i,-0.00058405-0.0012922i,0.0028687-0.0016791i,-0.0026207-0.0026085i,0.0035441+0.0048781i,0.0017911+0.00083816i,0.018879-0.013102i,-0.015749+0.027075i,0.0089541+0.019691i,-0.0070692-2.587e-05i,0.0022863-0.0034145i,0.0018866-0.0020484i,-0.0027049+0.0057298i
0.013294-0.0063303i,-0.0038269-0.036034i,-0.02579-0.022707i,-0.012951-0.0023325i,-0.016777+0.010943i,-0.020467+0.0042466i,-0.019153-0.010201i,-0.011009-0.032093i,-0.012548-0.013282i,-0.00167-0.0033064i,0.00055545+0.00074293i,0.0016074+0.00011146i,0.0015573+0.00035204i,0.00067367+0.0003592i,0.00096376+0.0001339i,-0.0030286-0.0027125i,0.0037671-0.0004787i,0.0030839-8.1533e-05i,0.0006532-0.0011194i,0.00017569-0.0003486i,-0.00070768-0.0011419i,0.0023181-0.00039347i,-0.00046194-0.0013215i,-0.0011286-0.0019352i,-0.00094438-0.0013879i,0.00038587-0.0010648i,0.00075761-0.0016108i,-0.0001481-0.00031329i,0.00048352-3.0501e-05i,0.00066053+0.00074963i,-0.0017991+0.00082531i,-0.0012292+0.00013159i,-0.00078049+0.00013415i,-0.00014639-0.00027383i,-0.00099211+0.0020872i,-0.0026725-0.0019299i,0.00046302-0.0022578i,-0.00021941+0.00040287i,-0.0010307+2.8372e-05i,0.0020343+0.0064403i,-0.00044349-0.00042791i,-0.00033352-0.00083559i,-0.0017049-0.00030325i,0.00021968-0.0034239i,0.0043081-0.0094744i,0.019107-0.016205i,0.02062-0.033166i,-0.0050631-0.021488i,0.0045773-0.014092i,-0.017061-0.028634i,0.012677-0.034659i,0.0031157-0.033914i,0.015507-0.0081846i,0.01005-0.012722i,-0.006877+0.0065362i,0.0062201+0.0015283i,0.0020798+0.013105i,-0.0038709+0.0019806i,0.0048109+0.0014206i,0.0096347-0.00078247i,-0.002133-0.0009967i,0.0070598+0.0069453i,0.0016544-0.0012379i,-0.0017665-0.0040316i,-0.0027415-0.00058987i,0.0019694-0.00145i,-0.005983+0.0035107i,0.0050072-0.0013418i,-0.0059544+0.0042873i,0.0025819+0.0013809i,0.0031901+0.0037048i,-0.0010267+0.00030694i,-0.0045559-0.0055737i,-0.0016951+0.0014652i,-0.00079835+0.00049087i,-0.0019077+0.0051734i,-0.0024855+0.001027i,-0.00058051+0.0033085i,-0.00092919-0.00023262i,-0.01065+9.6474e-05i,-0.00025647-0.0009204i,-0.0049943+0.0015534i,0.00026603+0.001258i,0.0035407-0.0023142i,-0.00079008-0.0018529i,0.003201-0.003149i,-0.0032636-0.0018776i,0.0056599+0.0040286i,0.0022995+0.00111i,0.016421-0.01556i,-0.0087996+0.030751i,0.010501+0.016324i,-0.0095224+0.0024529i,0.00086824-0.0011321i,0.0015095-0.0020269i,-0.0036297+0.0054859i
