-0.030128-0.042764i,-0.021441-0.021982i,-0.012525-0.038395i,-0.029958-0.021641i,-0.023679-0.0014145i,-0.013885-0.0042118i,-0.053238-0.054797i,-0.047822-0.015604i,-0.033864-0.013464i,0.013794+0.01201i,-0.0085677+0.0052669i,-0.019015+0.018755i,0.0019426+0.011739i,-0.004674-0.0012764i,0.00081692+0.0010406i,-0.00074693+0.029847i,0.02166+0.022494i,0.0023722-0.0020989i,-0.0030573-0.0074593i,0.008004+0.0039993i,0.0025233+0.00025347i,-0.00021087+0.0037728i,-0.00040344+0.00015243i,-0.033335-0.0082727i,0.00048553-0.0092342i,0.0013603+0.0022356i,0.0074667+0.0006748i,0.0021978+0.00029884i,0.0012136-0.00052582i,-0.0004167-0.0027351i,0.0014553-0.0024321i,-0.0027792-0.0062188i,-0.00091131-0.004749i,0.0030254-0.00041895i,0.0044101-0.0035257i,0.0025087+0.030469i,0.0045574-0.0040413i,0.0028699-0.001397i,0.0082733-0.0013537i,-0.0093907-0.0009204i,-0.00055357+0.00074792i,0.0065278+0.0016572i,0.0048356-0.0020328i,-0.003607+0.0078032i,-0.016477-0.011093i,-0.018416+0.013056i,-0.0014353-0.063034i,-0.0049571-0.027305i,-0.025253-0.032649i,-0.010528-0.026976i,0.051527-0.024919i,0.016051-0.044181i,0.023968-0.047226i,0.0080903-0.05073i,0.027403-0.021496i,0.0084453+0.0061886i,0.026604-0.035184i,-0.008211-0.0060428i,0.0029081-0.0045203i,-0.0043708-0.0069157i,-0.0017141-0.032704i,-0.020563+0.027415i,0.008586-0.012001i,-0.00872-0.0038475i,-0.0042178-0.0018997i,-0.00013056-0.012601i,-0.010967+0.0040514i,0.002309+0.010374i,-0.0050325+0.026137i,0.0050191+0.0027802i,-0.0055557-0.0020948i,-0.0019526-0.0021368i,-0.012755-0.0076571i,-0.00049903-0.004254i,-0.014231+0.011049i,0.0010939-0.011011i,-0.0086917+0.00054319i,-0.0067819-0.002601i,0.005244+0.0011028i,-0.0081199-0.00097147i,0.002347+1.3677e-05i,0.004617+0.0082479i,0.0040318+0.00063936i,-0.006378-0.011896i,0.0031411+0.009908i,-0.012378+0.0034642i,0.0069983+8.5007e-05i,-0.023005-0.0034876i,-0.016937+0.0068329i,-0.0053241-0.067857i,0.0074139-0.012155i,-0.049591-0.024499i,-0.020541-0.00090314i,0.016466+0.012272i,-0.023603+0.015401i,-0.02054-0.0063727i
0.029603-0.024872i,0.011546-0.015883i,0.012114-0.020476i,0.0033332-0.01178i,0.0021432-0.02033i,-0.0054655-0.0054161i,0.012403-0.019917i,-0.0074965-0.012917i,-0.009548-0.011176i,0.0036431-0.00029663i,-0.00038706-0.0004581i,-0.0013522+0.0011151i,0.003326+2.9917e-05i,0.00011116-0.00048871i,-0.00048665-0.001205i,0.0018496-0.0036792i,-0.0055758-0.00032233i,-6.3878e-05-9.8671e-05i,0.0001806-0.00025045i,4.2742e-05+0.0015919i,-0.00037049+0.0019257i,-0.00045721+0.0010236i,0.0014757+0.00046945i,-0.0011028+0.0025845i,-0.00093279-0.0030912i,-0.00068923-0.00014417i,-0.00013185+0.00059441i,0.00090518-0.00070302i,0.0009609+3.8227e-05i,0.00043714-0.00098741i,0.0026007-0.0017023i,0.0032357-0.00016033i,0.0018154+0.00077368i,0.00028274-0.00070485i,0.0020663-0.00018295i,0.0029148-0.0017067i,0.0027495-0.00051604i,-0.00013395-3.896e-05i,0.00010041-0.0013519i,0.00079348-0.0010361i,0.0012448+0.0013545i,0.0027689+0.0030476i,0.00091616-0.00088754i,0.0054603+0.0034009i,0.0038895-0.028558i,0.0072239+0.0026723i,0.020265+0.0058056i,0.0056736+0.0070386i,-0.0071694-0.021319i,0.0085747+0.007987i,0.015292+0.015543i,0.0037153+0.014137i,0.019098+0.014487i,0.0024264+0.0058963i,-0.00052999-0.0087128i,0.0019724-0.0026204i,0.0013406-0.0060264i,0.0074878+0.00092798i,0.00084373+0.0041323i,-0.0072955+0.011102i,-0.0043974-0.0067451i,0.0050856+0.0085552i,-0.0037787-0.00093837i,-5.3916e-06+0.0014686i,2.9168e-05+0.001967i,-0.0024295-0.0020854i,0.0055101-0.0029319i,-0.0057643+0.00035242i,0.0033558-0.00014991i,-0.0065627+0.0042054i,-0.0018409+8.6569e-05i,0.0011237-0.00077712i,-0.0057178-0.0013147i,-0.0038672-0.00097733i,-0.0090323-0.014395i,0.0035171-0.0034953i,-0.0027918-0.00089326i,-0.0010842+0.0015286i,-0.0023533+0.002738i,0.0084426+0.0030554i,-0.0043906+0.0013853i,-0.0014536-0.0050159i,-0.0041415-0.00095926i,-0.002622-0.0012266i,0.0028557-0.0035045i,0.0035485+0.0012699i,0.0021732-0.001657i,0.0016294+0.0051765i,0.00059444+0.0044948i,0.028481-0.0041387i,-0.02416-0.0026593i,-0.032028+0.021091i,-0.0053818+0.010498i,0.0012273+0.0019132i,0.008353-0.0030648i,-0.012882-0.0019932i
0.024032-0.028224i,0.0084354-0.018368i,0.008167-0.021926i,0.00099343-0.011461i,-0.0021665-0.020655i,-0.0058271-0.0044823i,0.0077356-0.022888i,-0.0092434-0.010985i,-0.011218-0.0093445i,0.0039608-0.0019826i,-0.00044951-0.00071515i,-0.00058619+0.0015735i,0.0023542-0.0014815i,0.00027535-0.00012884i,-0.00059591-0.0011219i,0.0010829-0.0036885i,-0.0054525+0.0012163i,-0.00048779+0.0001047i,-5.8741e-05-0.00037706i,0.00041881+0.0014452i,0.00027349+0.0019856i,-8.5394e-05+0.0011068i,0.0015627-7.1692e-05i,0.00035992+0.0025538i,-0.0020825-0.0024829i,-0.00054864+0.000152i,0.00025324+0.0010397i,0.00060516-0.00085982i,0.00092081-0.0001041i,0.00017282-0.00087825i,0.0018241-0.0026539i,0.0033207-0.0012808i,0.0020759+0.00029043i,-8.4895e-05-0.00071211i,0.0023354-0.0010367i,0.0027423-0.0023484i,0.0015961-0.0017974i,-0.00012432-7.2803e-05i,1.1068e-05-0.0011169i,0.00043445-0.0016045i,0.0016728+0.0008751i,0.0033653+0.0012773i,0.00053833-0.0010255i,0.0067845+0.0023066i,-0.0009006-0.028049i,0.0076637+0.0027412i,0.020861+0.0025348i,0.0079747+0.003221i,-0.012379-0.017262i,0.012575+0.0047155i,0.018361+0.011044i,0.0060506+0.009502i,0.016315+0.006098i,0.0053327+0.0021241i,-0.0033863-0.008451i,-0.00061453-0.0032961i,-0.0013449-0.0072288i,0.0058285-0.0015811i,0.0018499+0.0035112i,-0.0020007+0.013561i,-0.0057436-0.003319i,0.0063293+0.006567i,-0.0039091+0.00066362i,0.00075133+0.0022826i,0.0013761+0.0017364i,-0.0038243-0.001201i,0.0051199-0.0061552i,-0.0056509+0.0017791i,0.0038674-0.0018111i,-0.003731+0.0067068i,-0.0013963-0.00075032i,0.00036231-0.0014713i,-0.0046385+0.0020899i,-0.0033881+2.1804e-05i,-0.011915-0.0083976i,0.0014179-0.0038916i,-0.0024005+0.00026771i,-0.0016581+0.00090558i,-0.0012731+0.0032967i,0.01021-0.00050433i,-0.0034304+0.0034909i,-0.0030608-0.0042777i,-0.0033596-0.00019746i,-0.0028292+0.00014088i,0.0005619-0.0034113i,0.0043744-0.00040207i,0.0019346-0.001484i,0.0020753+0.0033476i,0.00042676+0.0043243i,0.024227-0.012518i,-0.023249+0.0026488i,-0.028322+0.028034i,-0.0039687+0.008452i,0.0029398+0.0041009i,0.0050577-0.0037902i,-0.014284+0.00056284i
0.018859-0.030488i,0.0044793-0.02041i,0.0038789-0.022655i,-0.00072383-0.010663i,-0.0064879-0.019991i,-0.0059756-0.0038404i,0.002804-0.024584i,-0.01044-0.0091522i,-0.012578-0.0072945i,0.0027681-0.0033486i,-0.00092538-0.00085577i,0.00022307+0.0017268i,0.0014743-0.0008111i,0.00077317-4.3602e-06i,-0.00077879-0.0010853i,0.00042539-0.0035667i,-0.0047731+0.0026373i,-0.00086959+0.00052677i,-0.00033542-0.00028536i,0.00072077+0.0010872i,0.0010522+0.001529i,9.8755e-05+0.0010132i,0.0014409-0.00063969i,0.001665+0.0017689i,-0.0028292-0.0019421i,-0.00031731+0.00035256i,0.00088817+0.00094619i,0.00023039-0.00084308i,0.00085879-0.0002869i,-0.00012599-0.00091809i,0.00076884-0.0032079i,0.0028506-0.0025907i,0.0021673-0.00037838i,-0.00032975-0.0004651i,0.0021494-0.0022068i,0.0023906-0.0034298i,0.00082136-0.0018914i,-0.00018839-6.1216e-05i,-0.00023673-0.0010967i,-0.00017458-0.0018546i,0.0017795+0.00010519i,0.0031313+6.4034e-06i,0.00023492-0.00097285i,0.0074945+0.00040148i,-0.0052687-0.027139i,0.0096308+0.0025247i,0.021497-0.00080414i,0.0086036-0.0005962i,-0.014655-0.01229i,0.015844+4.2175e-05i,0.019501+0.0062295i,0.0075142+0.0057184i,0.01362+0.00021088i,0.0061094-0.00060793i,-0.0061836-0.0067649i,-0.0033927-0.0024004i,-0.0051998-0.0069789i,0.0034199-0.003035i,0.0020774+0.0026308i,0.0028439+0.013162i,-0.0051911-0.00051212i,0.0064763+0.0041673i,-0.003405+0.0030128i,0.0018036+0.0026122i,0.0019351+0.00096325i,-0.0045621+0.00059985i,0.0031398-0.007947i,-0.0045136+0.002909i,0.0035897-0.0032099i,0.00035897+0.0072417i,-0.0019957-0.0014178i,-0.00038811-0.0013162i,-0.0024513+0.0036956i,-0.0025799+0.00060124i,-0.012339-0.0034368i,0.00013642-0.0041323i,-0.0017753+0.00060594i,-0.0017156+0.0015294i,0.00013169+0.0031644i,0.010046-0.0048944i,-0.0013922+0.0046312i,-0.0042303-0.0030576i,-0.0029583-0.00018522i,-0.0021338+0.0010149i,-5.7819e-05-0.0022981i,0.0036486-0.0022321i,0.0021229-0.0015853i,0.0012011+0.0021254i,0.00033636+0.0045285i,0.02023-0.016795i,-0.020564+0.0062195i,-0.022024+0.033522i,-0.0039761+0.0067564i,0.0054842+0.0041237i,0.0030529-0.0027299i,-0.013914+0.0033452i
0.013794-0.032357i,5.434e-05-0.021007i,-0.00013511-0.022818i,-0.0017098-0.010171i,-0.010531-0.018002i,-0.0062927-0.0033925i,-0.002533-0.024912i,-0.011258-0.0073365i,-0.013288-0.0048239i,0.001206-0.0039422i,-0.0015081-0.00034538i,0.0010553+0.0012396i,0.0015053-0.00064924i,0.0010754-0.00044427i,-0.0010404-0.00084379i,-0.00025562-0.0033529i,-0.0038241+0.0034669i,-0.0008845+0.001527i,-0.00043414+3.063e-05i,0.00082336+0.00062651i,0.0013172+0.00082435i,0.00013756+0.00091002i,0.0010711-0.0010616i,0.0025011+9.9817e-05i,-0.003631-0.00085181i,-0.00016519+0.00034227i,0.0012402+0.00063563i,-3.8812e-05-0.00070991i,0.00076197-0.00053663i,-0.00066401-0.00074009i,-0.00047782-0.0034514i,0.0016899-0.0034727i,0.0020625-0.0013226i,-0.00037128-0.00033849i,0.001116-0.0034684i,0.0016446-0.0046992i,0.0008681-0.0020359i,-0.00024206+0.00010501i,-0.00043085-0.00093931i,-0.00091713-0.0018793i,0.001541-0.00046395i,0.0026837-0.00070766i,-1.6589e-05-0.00087133i,0.0071695-0.0011652i,-0.0091956-0.025888i,0.01225+0.00017232i,0.022179-0.0042549i,0.0084341-0.0038628i,-0.014144-0.0072627i,0.017114-0.0065686i,0.019714+0.0017456i,0.0081628+0.0013758i,0.011734-0.0044621i,0.0069396-0.0032957i,-0.0072916-0.0037409i,-0.0052511-2.9462e-05i,-0.0091791-0.0053442i,0.0011092-0.0034531i,0.002064+0.0022681i,0.0066956+0.011624i,-0.004391+0.001383i,0.0053621+0.0015848i,-0.00047307+0.0046919i,0.0032521+0.0023386i,0.0026153+0.00031259i,-0.0042086+0.0026263i,0.00072762-0.0091542i,-0.0034496+0.0033398i,0.0028224-0.0044297i,0.0032575+0.0051343i,-0.0032976-0.0014131i,-0.00071949-0.0011336i,-9.7066e-05+0.0041375i,-0.0018831+0.00082258i,-0.010559+0.001269i,-0.0020415-0.0042776i,-0.0010205+0.00063384i,-0.0014903+0.0014738i,0.0010908+0.002093i,0.0077856-0.0091164i,0.0012302+0.0047796i,-0.0044091-0.0013511i,-0.0031876+0.00020942i,-0.0016343+0.0013817i,-0.00037952-0.0019941i,0.0022987-0.0027156i,0.0022799-0.0020337i,0.00050439+0.002375i,0.00069048+0.0052018i,0.016315-0.020749i,-0.018463+0.0069649i,-0.014473+0.036235i,-0.0040014+0.0067008i,0.0068701+0.0032773i,0.0027348-0.0011383i,-0.012473+0.0050777i
0.0084825-0.033552i,-0.0041671-0.020262i,-0.0042442-0.022363i,-0.0030309-0.010185i,-0.013316-0.015411i,-0.0067206-0.0029738i,-0.007498-0.023598i,-0.011692-0.0057559i,-0.013198-0.0024965i,-0.00026809-0.0036801i,-0.0015143+0.00057837i,0.0013638+0.00058424i,0.0016205-0.00078356i,0.00063771-0.00073425i,-0.0011633-0.00041783i,-0.00095834-0.0029044i,-0.0031651+0.0038906i,0.00018826+0.0018149i,-0.00041544+0.00017404i,0.00057458+0.00029384i,0.0012768+0.00011136i,0.00033165+0.00082956i,0.00064291-0.0012583i,0.0019136-0.0016568i,-0.0034804+0.0010063i,-9.4868e-05+0.00035358i,0.0014079+0.0002262i,-9.7296e-05-0.00056761i,0.0004642-0.00078706i,-0.0009487-0.00017961i,-0.0018193-0.003107i,0.00043969-0.0038708i,0.0014188-0.0021007i,-0.00044609-0.00015034i,-0.0007501-0.0037288i,0.00050389-0.0054799i,-2.9123e-05-0.0026763i,-0.00015828+0.00018753i,-0.00046458-0.00074086i,-0.0017403-0.0015484i,0.0012251-0.00087372i,0.0023461-0.0012838i,-0.00024096-0.00072815i,0.0069337-0.002191i,-0.012479-0.024371i,0.013524-0.0038338i,0.022514-0.0085799i,0.0080588-0.0078529i,-0.01129-0.0033631i,0.015637-0.013807i,0.019129-0.0021675i,0.0070365-0.0023855i,0.008978-0.0070282i,0.0069533-0.0065449i,-0.0070619-0.0020869i,-0.005542+0.0031224i,-0.012967-0.0013471i,-0.0010287-0.0029462i,0.0021869+0.0021271i,0.0098475+0.0093487i,-0.0028163+0.0028044i,0.0034078+0.0010236i,0.0024602+0.0033682i,0.0049316+0.0010689i,0.0029776-0.00079777i,-0.0027959+0.00464i,-0.0024519-0.010328i,-0.0027741+0.0043038i,0.0017796-0.0055185i,0.0039438+0.0033029i,-0.0042182-0.00010597i,-0.0010611-0.00099579i,0.0024461+0.0030095i,-0.0014188+0.00035013i,-0.0071434+0.0041044i,-0.0039937-0.0013535i,-0.0006404+0.00021411i,-0.0012838+0.0016251i,0.0012499+0.0010709i,0.0039987-0.012319i,0.0035776+0.0033118i,-0.0036416-0.00019535i,-0.0027142+0.00076405i,-0.0012581+0.0022455i,-0.00098599-0.0013972i,0.0011976-0.0027886i,0.0019033-0.0025626i,0.00029309+0.0027121i,0.0015497+0.0054833i,0.011109-0.023612i,-0.019731+0.0070912i,-0.0073082+0.035506i,-0.0032083+0.0061639i,0.0080724+0.0022034i,0.0033269-0.00038996i,-0.010947+0.0062195i
0.0035593-0.033749i,-0.0076354-0.018766i,-0.0080132-0.020963i,-0.0046337-0.0097118i,-0.015767-0.012981i,-0.0072099-0.0024764i,-0.011232-0.021639i,-0.012141-0.0043525i,-0.012542-0.00059521i,-0.0010767-0.002817i,-0.00092851+0.0013062i,0.0013699+0.00011714i,0.0014102-0.00090398i,0.00048943-0.00053459i,-0.0010974-0.00015634i,-0.0014361-0.0021062i,-0.0021725+0.0039207i,0.00073194+0.0014442i,-0.00044774+0.00043071i,0.00040718+0.00031302i,0.00096068-0.00039476i,0.00040163+0.0005826i,0.0001891-0.001423i,0.00073424-0.0026842i,-0.0019181+0.0014288i,-7.9275e-05+0.00046969i,0.0015142-0.00019309i,-0.00025096-0.0004483i,0.00012875-0.00080859i,-0.00088508+0.00034838i,-0.0028817-0.0022283i,-0.0010666-0.003781i,0.00051483-0.002483i,-0.00035842+3.2804e-05i,-0.0020444-0.003005i,-0.0007387-0.0054152i,-0.00072349-0.0022981i,-0.00012324+0.0002194i,-0.00058377-0.00066183i,-0.0023984-0.0008209i,0.00082039-0.0011149i,0.0019096-0.0018724i,-0.0004482-0.00046594i,0.0068388-0.0037883i,-0.01598-0.022751i,0.013001-0.008392i,0.021643-0.013141i,0.005194-0.011821i,-0.0067807-0.0029623i,0.010628-0.019638i,0.018344-0.0054347i,0.0055678-0.0046094i,0.0069098-0.0073742i,0.0056993-0.0096991i,-0.0072042-0.00046553i,-0.0037909+0.0059178i,-0.01442+0.0044285i,-0.0027498-0.0018305i,0.0024799+0.0020159i,0.011407+0.0059519i,-0.00071029+0.0028732i,0.0022297+0.0011659i,0.0028225+0.0012404i,0.0052521-0.0013239i,0.0026483-0.0025699i,0.00010088+0.0057211i,-0.0071813-0.0085847i,-0.0010613+0.0057729i,0.00035945-0.0063792i,0.0050082+0.001894i,-0.0045627+0.0017677i,-0.0012919-0.00068059i,0.0035955+0.00013083i,-0.0013218+8.237e-05i,-0.0027864+0.0047064i,-0.0023278-0.0013717i,-0.00072244-0.00023654i,-0.0014435+0.0015108i,0.001171+0.00026245i,-0.0011754-0.013965i,0.0046326+0.00062989i,-0.0033254+0.00029565i,-0.0024969+0.0011487i,0.00029517+0.0029624i,-0.0006674-0.00041377i,0.00020161-0.0021885i,0.0010729-0.0027102i,0.00018815+0.0029855i,0.0023643+0.005386i,0.0058125-0.023844i,-0.021347+0.010274i,-0.0019901+0.033607i,-0.0027949+0.0048708i,0.0090606+0.00019328i,0.0037471-0.00066551i,-0.0094207+0.0064008i
-0.0010999-0.033672i,-0.010351-0.016811i,-0.01126-0.019008i,-0.0058524-0.0089596i,-0.017853-0.00991i,-0.007815-0.0018218i,-0.014409-0.019673i,-0.012546-0.0028803i,-0.011596+0.00050341i,-0.0012275-0.0019572i,-0.00027313+0.0016588i,0.0012301-0.00024171i,0.0014465-0.00095366i,0.00064308-0.0004789i,-0.00099711+8.8653e-05i,-0.0014843-0.0012607i,-0.001495+0.002897i,0.0009468+0.001281i,-0.00010994+0.00083724i,0.00042722+0.00038143i,0.00057829-0.00070608i,0.00033248+0.00053788i,-0.00031029-0.0012241i,-0.00047528-0.0028654i,-0.0014554+0.0013312i,0.00011837+0.00059046i,0.0014285-0.0007524i,-0.0003307-0.00021676i,-0.00012391-0.00073258i,-0.00057983+0.00073194i,-0.0034837-0.0011017i,-0.0023691-0.0029444i,0.00028837-0.0027304i,-0.00018145+0.00012865i,-0.0028489-0.002159i,-0.00173-0.0053609i,-0.00095627-0.0016898i,-7.6309e-05+0.00032671i,-0.00083976-0.00053976i,-0.0027532+0.00018891i,0.0003792-0.0012884i,0.0011969-0.0022741i,-0.00050613-0.00015436i,0.0060798-0.0052979i,-0.019828-0.020366i,0.01074-0.012182i,0.019515-0.017443i,0.0011468-0.013665i,-0.004504-0.0057055i,0.0045523-0.02242i,0.018017-0.0091256i,0.0047616-0.0066678i,0.0069148-0.0075038i,0.0042642-0.011836i,-0.0076229+0.00083917i,-0.0009915+0.0071146i,-0.012716+0.011099i,-0.0038033-0.00031991i,0.0027682+0.0017238i,0.012158+0.0030308i,0.00026632+0.0016079i,0.0010259+0.0019745i,0.0028088+0.00033965i,0.003944-0.0034841i,0.0010494-0.0036517i,0.0029394+0.0047983i,-0.0093495-0.0040692i,0.002064+0.0054199i,-0.0035963-0.0075652i,0.0052699-0.00042142i,-0.0037986+0.0040178i,-0.00137-0.00048709i,0.0031111-0.0024094i,-0.0017422+0.00012199i,5.8147e-05+0.0029074i,-0.0038707-0.001006i,-0.0011027-0.00061042i,-0.0017135+0.0018401i,0.00069266-0.00042863i,-0.0071535-0.012496i,0.0038686-0.002137i,-0.0032256+0.00079816i,-0.0022175+0.001879i,0.0019301+0.0023926i,-7.6991e-05-0.00060808i,6.0348e-05-0.0012381i,0.00056433-0.0029477i,0.00011983+0.0036416i,0.0033629+0.0051077i,0.00292-0.023138i,-0.021201+0.014666i,0.0022282+0.03157i,-0.0033043+0.0030841i,0.0085205-0.0024024i,0.0035939-0.00070813i,-0.0087691+0.0058383i
-0.0060705-0.033171i,-0.012299-0.014777i,-0.013997-0.016778i,-0.0069994-0.008344i,-0.019154-0.0065382i,-0.0084517-0.00093147i,-0.017445-0.0174i,-0.01274-0.0012338i,-0.011027+0.0011394i,-0.001185-0.0014679i,0.00050156+0.0017556i,0.0011085-0.00054477i,0.0015304-0.0012079i,0.0006475-0.00062068i,-0.00088175+0.00026557i,-0.0011385-0.00064032i,-0.0012523+0.00087529i,0.0014163+0.0009796i,0.00040781+0.00069044i,0.00072947+0.00031585i,-0.00015716-0.00065517i,0.00051112+0.00052681i,-0.00058826-0.00087577i,-0.0013321-0.0026211i,-0.00092542+0.0017077i,0.00033324+0.00049053i,0.0007275-0.0012066i,-0.00032044-0.00017599i,-0.00027756-0.0005547i,-0.00025157+0.00091376i,-0.0037365+0.00017606i,-0.0029934-0.0017103i,7.6522e-05-0.0044584i,-4.9953e-05+6.5434e-05i,-0.0035279-0.0011014i,-0.0027738-0.0045782i,-0.0011563-0.00085726i,-3.3827e-05+0.00041347i,-0.00085756-0.00010553i,-0.0026219+0.0012898i,-0.00018142-0.0012272i,0.00031759-0.0025903i,-0.00038818+0.00015969i,0.004846-0.0063942i,-0.022945-0.016685i,0.0073514-0.0146i,0.016275-0.020894i,-0.002615-0.013903i,-0.0049476-0.0078435i,-0.0018654-0.023393i,0.01707-0.013588i,0.0034633-0.0091375i,0.0071754-0.0091843i,0.0021339-0.014628i,-0.0082676+0.00273i,0.0017317+0.00679i,-0.008119+0.015779i,-0.0039453+0.0012144i,0.0029306+0.0014977i,0.012457-0.00053456i,9.7749e-05+0.0010725i,0.0010736+0.0032697i,0.0031544-0.00065461i,0.0020345-0.004357i,-0.00037793-0.0036459i,0.0046419+0.0029253i,-0.009185+0.00022109i,0.0043266+0.0036088i,-0.0057909-0.0046897i,0.0040335-0.0024124i,-0.0015202+0.0053674i,-0.0017227-0.00024605i,0.0012179-0.0044407i,-0.0021203+0.00044593i,0.00088044+0.0010469i,-0.0041482+0.00081555i,-0.0018521-0.00051947i,-0.0011261+0.0012704i,-0.00011853-0.00067726i,-0.010978-0.0086585i,0.0020464-0.0036492i,-0.0027842+0.0012675i,-0.0012629+0.0023839i,0.0027574+0.0011245i,-3.7526e-05-0.00078211i,0.00071816-0.00080255i,-0.00027366-0.0032016i,0.00074487+0.0044786i,0.0040275+0.004434i,-0.00059594-0.023091i,-0.019775+0.019299i,0.0059461+0.028963i,-0.0051204+0.0019345i,0.0060396-0.0041623i,0.0037527-0.0007915i,-0.0092003+0.0054468i
-0.011039-0.031413i,-0.013979-0.013207i,-0.016192-0.014027i,-0.0081929-0.0076214i,-0.019877-0.0033391i,-0.0089164+0.00034359i,-0.019924-0.014569i,-0.01266+0.00043648i,-0.010882+0.0015605i,-0.00094255-0.0010883i,0.00132+0.0014799i,0.0010398-0.00051423i,0.0013218-0.0014234i,0.00063389-0.00073576i,-0.00085376+0.00038245i,-0.00060363-0.00058755i,-2.5532e-05-0.0016087i,0.0017522+0.00028444i,0.00060862+0.00029423i,0.0011348+0.00021402i,-0.00043611-0.00022901i,0.00080253+0.00026408i,-0.00062903-0.0005882i,-0.0018482-0.0022911i,-0.00048571+0.0017902i,0.00052579+0.00037666i,0.0001615-0.0011652i,-0.00030825+2.1238e-05i,-0.00042003-0.00041453i,0.00021144+0.001048i,-0.0034996+0.0015882i,-0.0030519-0.00066145i,-0.0023402-0.0028474i,-6.239e-05+7.6198e-05i,-0.0036458+0.00036054i,-0.0035682-0.0033551i,-0.00086123-0.00019083i,-4.7555e-06+0.00049429i,-0.00058866+1.8951e-05i,-0.0019066+0.0021709i,-0.00043146-0.0009146i,-0.00036983-0.0026311i,-0.00016576+0.00035675i,0.0039467-0.007552i,-0.024816-0.012556i,0.0042646-0.01492i,0.012806-0.023173i,-0.0062461-0.013087i,-0.006646-0.0087961i,-0.0084373-0.021577i,0.014631-0.018102i,0.001991-0.010974i,0.0069486-0.010575i,-0.0014849-0.016106i,-0.0084549+0.0054425i,0.0037211+0.0053148i,-0.0019319+0.018109i,-0.0036653+0.0026477i,0.0032497+0.0015321i,0.011473-0.0047987i,0.00013385+0.00067232i,0.0023112+0.0043419i,0.0024425-0.001827i,0.00074923-0.0040035i,-0.0018622-0.0031363i,0.0052079+0.00092487i,-0.0071605+0.0033463i,0.0055045+0.0011848i,-0.0086112-0.0015651i,0.0023897-0.0031565i,0.00090144+0.0051885i,-0.0017584+0.00048296i,-0.0012618-0.0051144i,-0.0028901+0.0004504i,0.00038587+5.5176e-05i,-0.0034531+0.0023446i,-0.0024159+0.00013667i,-0.0006311+0.0013727i,-0.00055732-0.00038126i,-0.012473-0.0041544i,-6.0627e-05-0.0041744i,-0.0024987+0.0016165i,-0.00027903+0.0023511i,0.0028646+3.0859e-05i,1.904e-05-0.00068034i,0.0013816-0.0011572i,-0.0011704-0.0033777i,0.0017409+0.0046067i,0.004607+0.0038248i,-0.003359-0.022207i,-0.016694+0.024596i,0.0087928+0.025952i,-0.0074871+0.0021066i,0.0030485-0.0032878i,0.0038853-0.0012648i,-0.0099334+0.0058621i
-0.015156-0.028935i,-0.016138-0.0119i,-0.017715-0.011454i,-0.0092794-0.006566i,-0.020147+0.00041353i,-0.0088863+0.001839i,-0.021825-0.011356i,-0.012411+0.0020533i,-0.011214+0.002377i,-0.00056226-0.0011701i,0.0019551+0.00076262i,0.0011582-0.00075899i,0.0012624-0.0015912i,0.00077938-0.0011233i,-0.0006842+0.00054933i,-0.00042373-0.00077441i,0.0016491-0.003866i,0.0014886-0.00015936i,0.00062567-9.7657e-05i,0.0015756-3.288e-05i,-0.00047263+0.00012169i,0.00073391-8.8888e-05i,-0.00072628-0.00041802i,-0.0021508-0.0021625i,-0.0001072+0.0017057i,0.00074458+0.00020353i,-0.00011335-0.0010124i,-0.00019654+0.00020336i,-0.00051597-0.00020024i,0.00076773+0.00092828i,-0.0027219+0.0027726i,-0.0030434+0.00022098i,-0.0020913-0.002543i,1.9603e-06+7.498e-05i,-0.0030975+0.0015394i,-0.0036747-0.0022399i,-0.00040767-0.0002924i,0.00028837+0.00075164i,-0.00058514-7.5801e-06i,-0.00085234+0.0024727i,-0.00050719-0.00072336i,-0.0012746-0.0026618i,0.0001848+0.00035176i,0.001429-0.0090389i,-0.02592-0.0083708i,0.0027322-0.014653i,0.009371-0.024812i,-0.0092248-0.010633i,-0.0076759-0.0084074i,-0.013406-0.016825i,0.010962-0.022061i,0.00038846-0.013322i,0.0065022-0.012473i,-0.0051476-0.015699i,-0.0070267+0.0088663i,0.0047679+0.0033913i,0.0038839+0.017153i,-0.0030325+0.0037275i,0.0041813+0.0012431i,0.0065998-0.0071726i,-0.00017961+0.00055357i,0.0042816+0.0041491i,0.0015069-0.0018864i,-7.9939e-05-0.0037794i,-0.0028006-0.0021554i,0.0051596-0.00086664i,-0.0051848+0.0047887i,0.0053525-0.0017134i,-0.0070354+0.0019899i,0.0015138-0.0030452i,0.0025672+0.0039837i,-0.0014304+0.0008694i,-0.0038562-0.0042157i,-0.001408+0.0021036i,-4.7526e-05+0.00031031i,-0.0020751+0.0032833i,-0.0024062+0.0011507i,-0.00033062+0.0017808i,-0.00057738-0.00022719i,-0.012482-0.00021444i,-0.0020298-0.0036093i,-0.002576+0.0022979i,0.00021915+0.0021466i,0.0032348-0.0010633i,4.297e-05-0.0011922i,0.0016486-0.0018129i,-0.0020102-0.0030656i,0.0030257+0.0044747i,0.005309+0.0032629i,-0.0058802-0.021056i,-0.010164+0.028157i,0.011477+0.022909i,-0.0095046+0.0034443i,0.0016358-0.0012353i,0.0042837-0.0018166i,-0.010374+0.0067454i
