-0.023831-0.019261i,-0.032281-0.032634i,-0.022418-0.019632i,-0.032419-0.020132i,-0.023984+0.0041395i,-0.028792-0.017739i,-0.058112-0.043933i,-0.040885-0.041865i,-0.03072-0.023076i,0.0053619+0.0055692i,-0.0033087+0.006176i,-0.010875+0.010975i,0.0039482+0.0070099i,-0.0039053-0.0026875i,0.002889+0.0016936i,0.0040722+0.027907i,0.026329+0.031708i,-0.00014251+0.00024405i,-0.0028301-0.002837i,0.0074877+0.0038751i,0.0021317+0.00066251i,-8.413e-05+0.0025949i,-0.00050414+0.00034133i,-0.03237-0.00034519i,-0.0031428-0.0047694i,0.00010089+0.0025484i,0.0037696-0.00073134i,0.0007658-0.00032553i,-0.00052311-0.00058234i,-0.0010385-0.0018585i,-0.0021186-0.0006401i,-0.0040321-0.003951i,-0.0030599-0.005208i,0.00041751-0.0010398i,0.00056233-0.0029999i,-0.0012521+0.02549i,0.0020561-0.0029521i,0.0019707-0.003958i,0.0041976-0.0024421i,-0.0065873-0.0018823i,0.00073732+0.0011863i,0.010144-0.0010428i,-0.0017992+0.00012837i,-0.0032629+0.0015041i,-0.0085986-0.0022328i,-0.019425+0.021667i,-0.0069841-0.086128i,-0.0019487-0.061028i,-0.021194-0.053387i,-0.010944-0.045787i,0.054669-0.025759i,0.024171-0.067448i,0.041529-0.053692i,0.018713-0.03838i,0.026094-0.019937i,0.01228+0.011978i,0.02572-0.029409i,-0.011133-0.0013077i,-0.00063394-0.0014067i,-0.007462-0.0021594i,-0.0048582-0.029044i,-0.019845+0.026658i,0.0079251-0.0094672i,-0.010409-0.0035048i,-0.002731-0.0017713i,-0.00077433-0.014354i,-0.0080888+0.0049598i,0.0052729+0.01072i,-0.010022+0.030753i,0.0067116+0.007543i,-0.0036867-0.0017387i,-0.0025149-0.0015189i,-0.012971-0.0057418i,0.000614-0.004025i,-0.033034+0.0029577i,0.003384-0.0085583i,-0.0072786-0.0019835i,-0.0054843-0.0029846i,0.0067723+0.0016615i,-0.010331+0.00074483i,0.0025254-0.00023454i,0.0059677+0.007661i,0.0056795+0.00087376i,-0.0082761-0.0098409i,0.0028823+0.0080672i,-0.019595+0.0078355i,0.0030669+0.0059199i,-0.021217-0.0091735i,-0.027917-0.004855i,0.010253-0.061577i,0.018588-0.014343i,-0.051519-0.029145i,-0.023181+0.0031883i,0.018681+0.010675i,-0.027186+0.011959i,-0.013067-0.008001i
0.0020073-0.0071402i,0.0069309-0.031448i,-0.015083-0.016339i,-0.010556-0.015171i,-0.011073-0.016282i,-0.01082-0.012169i,0.014347-0.014204i,0.012478-0.01665i,-0.0057925-0.0067965i,0.0037006+0.00063126i,0.00018445+0.00054666i,-0.00086613+0.0007036i,0.0011705-0.00067501i,0.00077874-0.00068359i,-0.001222-0.0015984i,0.0032063-0.0048036i,-0.0027649+0.00092776i,-0.00058643+0.0001852i,0.0001855-0.00043618i,0.00011226+0.0012768i,-0.00017895+0.0011789i,-0.00047208-0.00011221i,0.0012243+0.00066547i,-0.0025933+0.0028354i,8.414e-05+0.00043796i,5.5641e-05+0.0002022i,-0.00077889+0.00038243i,2.8742e-05+0.00015656i,0.00017933+8.208e-05i,0.00036764-0.00030742i,0.00037871-0.00012011i,0.0010468+0.0004061i,0.00021588-0.0001365i,-8.3454e-05-0.00062805i,0.00037277+0.00052458i,0.0064963-0.00052035i,0.00035164-0.00012804i,0.00099812+0.00016707i,0.00017731-0.00066488i,0.00059242-0.0011328i,0.00060889+0.0010169i,8.6497e-05-2.7627e-05i,-3.34e-05-0.0010721i,-0.00047899+0.00080687i,-0.0075585-0.0078947i,0.00057706+0.021454i,0.029683-0.0002205i,0.030109-0.0034246i,0.0083394-0.017146i,0.030094+0.0074887i,0.022453+0.029746i,0.027223+0.020503i,0.018807+0.032502i,-0.024721+0.014056i,-0.00014708-0.0088406i,0.0022766-0.0051626i,0.0060081-0.0068157i,0.0097364+0.0017859i,0.0030998+0.0054365i,-0.0057721+0.0070996i,-0.0021447-0.0053019i,0.0043213+0.0095013i,-0.0032376-0.0014125i,0.00042753+0.0032517i,0.00016469+0.0006471i,0.0018433-0.0036066i,0.0065834-0.0020333i,-0.0028895-0.00040425i,0.0049031-0.00088009i,-0.0067986-0.00051231i,-0.0018605-0.00082291i,9.559e-05+4.0555e-05i,-0.0048001-0.0021821i,-0.0029229-0.0020715i,-0.011574-0.010567i,0.0024659-0.0018414i,-0.0044788+3.8229e-05i,-0.0017963+0.0016735i,-0.005207+0.0025995i,0.0051118+0.0013204i,-0.0081937-0.001845i,-0.0021702-0.0065453i,-0.0025679-0.0017583i,-0.0060479-0.0006213i,0.0061217-0.0037988i,0.0043897+0.0018078i,0.0026882-0.0024533i,0.0010691+0.0058754i,0.0031622+0.0013247i,0.010905+0.0064278i,-0.025797+0.0014086i,-0.031816+0.015456i,-0.014068+0.022498i,0.0026925+0.002398i,0.0067527-0.006432i,-0.014418+0.0080247i
0.00056106-0.0073607i,0.0015186-0.032241i,-0.017762-0.013339i,-0.01306-0.012411i,-0.014207-0.014266i,-0.012068-0.010312i,0.010341-0.017377i,0.0096051-0.017691i,-0.0073357-0.00593i,0.0038213-0.00070189i,0.0005323+0.00021013i,-0.00022543+0.0010792i,0.00072774-0.0008906i,0.0007662-0.00069383i,-0.0012899-0.0012476i,0.0022669-0.0051575i,-0.0019045+0.0017825i,-0.00064978+0.00011612i,-7.489e-05-0.00049226i,0.00047281+0.0011196i,0.00026774+0.0013639i,-0.00042537+6.3822e-05i,0.0013519+0.00019148i,-0.00068087+0.0031715i,0.00034795+0.00050883i,0.00020324+0.00012682i,-0.00036141+0.00093451i,6.6347e-05+0.00028382i,0.0001933+0.00010138i,0.00038641-0.00019764i,0.00021726-0.00026795i,0.0013805-1.0746e-05i,0.00025308-0.00019824i,-0.00036264-0.00040018i,0.0008434+0.00034652i,0.0060956-0.0022558i,0.00017143-7.8279e-05i,0.00093862-0.00025278i,7.2399e-05-0.00042164i,0.00017503-0.0017632i,0.00079341+0.00068829i,7.8796e-05-0.00026394i,-0.000456-0.00049588i,0.00046157+0.0008456i,-0.0085766-0.0060753i,0.0039528+0.022156i,0.029544-0.0046406i,0.029101-0.0094477i,0.0032733-0.014506i,0.033155+0.0018786i,0.02817+0.024278i,0.030321+0.012533i,0.021088+0.023714i,-0.019367+0.014279i,-0.0022073-0.0076891i,-0.0011948-0.0052485i,0.0027613-0.0087976i,0.0080856-0.0011042i,0.0039279+0.0040821i,-0.0018769+0.0092484i,-0.00281-0.0025185i,0.0054632+0.0074412i,-0.0037496-0.00030637i,0.0019239+0.0040621i,0.0010531+0.0004835i,-0.00035997-0.0035259i,0.0066707-0.0056428i,-0.0033811+0.00011272i,0.0046545-0.003273i,-0.006275+0.0026635i,-0.0018261-0.0013784i,-0.0001183-0.00057746i,-0.0044712+0.00071346i,-0.0029645-0.0014537i,-0.013021-0.0049803i,0.00092941-0.0024043i,-0.0038507+0.0012339i,-0.001832+0.0014014i,-0.00354+0.0042479i,0.0061114-0.00054784i,-0.0078565+0.0014817i,-0.0041161-0.0055439i,-0.0025393-0.0012692i,-0.0055376+0.0016053i,0.0031518-0.0046505i,0.0050949-4.2267e-05i,0.0023179-0.0028052i,0.0027086+0.0047646i,0.0018277+0.0011116i,0.010019+0.0017586i,-0.024619+0.0070687i,-0.030416+0.023131i,-0.010114+0.021944i,0.004347+0.0047842i,0.0045182-0.0062368i,-0.014495+0.010329i
-0.00037126-0.0075148i,-0.0043158-0.032139i,-0.019602-0.009958i,-0.014555-0.0092828i,-0.017136-0.011709i,-0.01312-0.0085805i,0.0060005-0.019359i,0.0071592-0.018704i,-0.0087208-0.0046007i,0.0033066-0.0018574i,0.00045056-0.00022024i,0.00051625+0.001208i,0.00024704-0.0008186i,0.00087701-0.0008122i,-0.0014469-0.0010033i,0.0012956-0.0053629i,-0.0007664+0.0020105i,-0.00091883+0.00023542i,-0.00033294-0.00032262i,0.00074477+0.00075673i,0.00091946+0.0010861i,-0.00048344+9.7354e-05i,0.001283-0.0003171i,0.00095488+0.0025838i,0.00077875+0.00042084i,0.00032043-3.8122e-05i,0.0002658+0.0010169i,0.00014932+0.00033087i,0.00022825+6.6257e-05i,0.00042067-0.00032547i,4.9787e-05-0.00030884i,0.0013514-0.00065278i,0.0001224-0.00032477i,-0.00040986-0.00010775i,0.0011473-0.0003164i,0.0051822-0.0039101i,0.00029968+9.678e-06i,0.000719-0.00047049i,0.0001288-0.00044892i,-0.00054988-0.0020469i,0.00097275+0.00025763i,-0.0001379-0.00043086i,-0.00048641-5.995e-05i,0.00097576+0.00021992i,-0.0090311-0.0046239i,0.0091753+0.021893i,0.029258-0.0092288i,0.026609-0.014878i,0.0004644-0.010957i,0.035215-0.0047797i,0.031724+0.017706i,0.032175+0.0050009i,0.020643+0.017004i,-0.015517+0.014965i,-0.004175-0.0060825i,-0.0042697-0.0035023i,-0.0016977-0.0094591i,0.0056905-0.0025886i,0.0039753+0.0027427i,0.0016605+0.0091613i,-0.0020191-0.00082792i,0.0054334+0.005236i,-0.0040297+0.0019816i,0.003569+0.0039227i,0.0013012-0.00025386i,-0.0018171-0.002424i,0.0048255-0.0080818i,-0.0030436+0.0010473i,0.0036218-0.0047747i,-0.0031942+0.0045652i,-0.002594-0.0016197i,-0.00057006-0.00059679i,-0.0030881+0.0023643i,-0.002684-0.00066892i,-0.012533-0.00023768i,6.6147e-05-0.0025382i,-0.0029083+0.001979i,-0.0017519+0.0018925i,-0.0013216+0.004339i,0.0061632-0.003075i,-0.0062969+0.0039586i,-0.0056122-0.0037626i,-0.0027428-0.001014i,-0.0043238+0.0029172i,0.0017281-0.0040385i,0.0046639-0.0016535i,0.0021603-0.0032264i,0.0024051+0.0023164i,0.0010942+0.0012076i,0.009413-0.0010347i,-0.021268+0.011451i,-0.025075+0.03067i,-0.0072424+0.021344i,0.0073006+0.0050344i,0.0025451-0.0047633i,-0.013049+0.013063i
-0.0014554-0.0078532i,-0.0099761-0.030558i,-0.020808-0.0067658i,-0.015084-0.0064465i,-0.019484-0.0080892i,-0.014026-0.0067292i,0.001246-0.020036i,0.0044638-0.019661i,-0.0093533-0.002856i,0.0024378-0.0026188i,7.6896e-05-0.00020088i,0.001297+0.00064654i,4.4317e-05-0.00052448i,0.00078926-0.001216i,-0.0015677-0.00052123i,0.00016495-0.0053159i,-0.0001497+0.0016645i,-0.0010592+0.00076391i,-0.00034457-3.574e-05i,0.00080848+0.0002657i,0.0011734+0.00053079i,-0.00068091+0.00028838i,0.00096288-0.00068792i,0.0020162+0.00099051i,0.0011534-2.5551e-05i,0.00025212-0.00022614i,0.0005718+0.00079575i,0.00031138+0.00034418i,0.00025168-8.3755e-06i,0.00025359-0.00041167i,-8.1241e-05-0.00026176i,0.0010586-0.0010375i,1.1594e-06-0.00033791i,-0.00034798-2.3155e-05i,0.00088894-0.0011424i,0.0038995-0.0051495i,0.00049394-0.00015333i,0.00053379-0.00059858i,6.985e-06-0.00046674i,-0.0013575-0.0020266i,0.00093654-0.00015901i,-0.00042613-0.00028339i,-0.0004534+0.00042712i,0.0009585-0.00021667i,-0.0090791-0.0035166i,0.014894+0.018562i,0.028289-0.014004i,0.023914-0.018992i,0.00069379-0.0065722i,0.035365-0.013068i,0.033801+0.010996i,0.032362-0.0030921i,0.019975+0.012492i,-0.010368+0.015074i,-0.0050555-0.0037011i,-0.0060924-0.0004259i,-0.0064912-0.0084514i,0.0037521-0.002995i,0.0037059+0.0021236i,0.0044005+0.0080368i,-0.0010209-9.3059e-05i,0.004754+0.0029406i,-0.0018479+0.0043723i,0.0054309+0.0029121i,0.0015531-0.00067506i,-0.0024581-0.00098946i,0.0022003-0.0098103i,-0.0024967+0.0015823i,0.002213-0.0060622i,-0.00087317+0.0038174i,-0.00368-0.0011398i,-0.00076042-0.00056057i,-0.0014991+0.0035936i,-0.0023558-0.000423i,-0.010427+0.0039176i,-0.00097096-0.0029756i,-0.001794+0.0021914i,-0.0012892+0.0019242i,0.00022688+0.0036248i,0.0051777-0.0058481i,-0.0037433+0.0055846i,-0.0059136-0.0015377i,-0.0032185-0.00047255i,-0.0033363+0.0040795i,0.00071147-0.0038009i,0.0038608-0.0024306i,0.0016475-0.0039887i,0.0010082+0.0019027i,0.00076735+0.0017783i,0.0082496-0.0042983i,-0.017918+0.012604i,-0.01679+0.034472i,-0.0038333+0.021444i,0.0090567+0.0041634i,0.0021738-0.003045i,-0.010551+0.014861i
-0.0028432-0.0080757i,-0.014917-0.027754i,-0.021663-0.0033321i,-0.015313-0.0041385i,-0.020403-0.0042165i,-0.014708-0.0047518i,-0.0029402-0.019214i,0.0017372-0.020186i,-0.009122-0.0013127i,0.0013971-0.002775i,4.5675e-05+7.0133e-05i,0.0014933-0.0001211i,5.7655e-05-0.00033263i,0.00019991-0.0012486i,-0.0013348+4.4425e-05i,-0.0011268-0.0049007i,0.00023615+0.001544i,-0.00065098+0.0013642i,-0.00031694+5.8588e-05i,0.00052598-0.00010766i,0.0012201-2.4456e-06i,-0.00059764+0.00053899i,0.00064919-0.0008823i,0.0016973-0.00060939i,0.0010019-0.00079852i,4.3053e-05-0.00032807i,0.00080765+0.00057573i,0.00047706+0.00019877i,0.00023313-0.00011838i,6.0581e-05-0.00039408i,-0.00010867-0.00010524i,0.00074253-0.001369i,-0.00020115-0.00028666i,-0.00035576+0.00016769i,-7.7082e-06-0.0014306i,0.0023897-0.0060685i,0.0003982-0.00043434i,0.00033356-0.00079505i,2.7035e-05-0.00039797i,-0.0023147-0.0016768i,0.00067605-0.00050896i,-0.00058893+2.4802e-05i,-0.00030826+0.00082274i,0.00085678-0.0005372i,-0.0086495-0.0028168i,0.018761+0.013009i,0.02643-0.018955i,0.021668-0.023978i,0.0040631-0.0034772i,0.032751-0.021664i,0.034473+0.0045702i,0.030072-0.010613i,0.018852+0.009505i,-0.0053551+0.01291i,-0.004608-0.0023002i,-0.0059544+0.0034714i,-0.011119-0.0047724i,0.0022039-0.0030549i,0.0034449+0.0016696i,0.0064626+0.0063151i,2.4958e-05-0.00027485i,0.0031665+0.0019669i,0.0014196+0.0037083i,0.006901+0.00068235i,0.001686-0.0015027i,-0.002162+0.0008708i,-0.0012174-0.011032i,-0.0023272+0.0025035i,0.00026831-0.0070581i,-0.00067249+0.0032567i,-0.0043723+7.6691e-05i,-0.0010485-0.0004543i,0.0013229+0.0037856i,-0.0023452-0.00068153i,-0.0068834+0.0064923i,-0.0027312-0.0026908i,-0.00094694+0.001884i,-0.00080009+0.0019648i,0.0010094+0.0026149i,0.0030791-0.0081763i,-0.0010575+0.0055679i,-0.0051669+5.1846e-05i,-0.0031445+0.0002478i,-0.0015403+0.005272i,-0.00058565-0.0030074i,0.0029166-0.0030259i,0.00046884-0.0043539i,0.00016316+0.0023836i,0.00095963+0.0022796i,0.0063151-0.0064559i,-0.018109+0.012347i,-0.0092464+0.034044i,0.00036302+0.019753i,0.010403+0.0021608i,0.0024473-0.0020954i,-0.0075486+0.015763i
-0.0041004-0.0079477i,-0.018889-0.02422i,-0.02171+0.00026898i,-0.015244-0.0017267i,-0.020774-0.00067689i,-0.015072-0.0027992i,-0.0061211-0.018055i,-0.0010856-0.020771i,-0.0084935-0.00050466i,0.00079545-0.002507i,0.00026647+0.00025329i,0.001309-0.00069226i,3.1286e-05-0.00021092i,-7.7437e-06-0.00091814i,-0.00096542+0.00016421i,-0.0019896-0.0039229i,0.00077325+0.0013524i,-4.8032e-05+0.0015069i,-0.00023478+0.00018906i,0.00029851-0.00013363i,0.001064-0.00052108i,-0.00043588+0.00068181i,0.00028414-0.0010733i,0.00089902-0.0015816i,0.00038686-0.0011727i,-0.00023038-0.000192i,0.0010971+0.00024469i,0.00054855+1.0141e-05i,0.00017962-0.00017672i,-0.00015182-0.00032712i,-7.1098e-05-5.1092e-05i,0.00013632-0.0015478i,-0.00023265-1.0398e-05i,-8.8713e-05+0.00030493i,-0.00034161-0.0010221i,0.00064352-0.0065031i,0.00026449-0.00039131i,-2.899e-05-0.0008291i,-5.5584e-07-0.00045529i,-0.0031109-0.00075752i,0.00037303-0.00067732i,-0.00052803+0.0002856i,6.6229e-05+0.0012868i,0.00065041-0.0009443i,-0.0086955-0.0030055i,0.020413+0.0068882i,0.023582-0.023823i,0.016688-0.029567i,0.0092242-0.0048647i,0.026937-0.028886i,0.03441-0.0013773i,0.02688-0.016076i,0.018748+0.0082806i,-0.0023891+0.0092261i,-0.004544-0.0016994i,-0.0032752+0.0065614i,-0.013466+0.0010712i,0.00082293-0.0029231i,0.0032428+0.001559i,0.0071643+0.0040015i,0.00026056-0.0011348i,0.0018895+0.0017536i,0.001949+0.0021212i,0.0065716-0.0024169i,0.0012461-0.002698i,-6.0268e-05+0.0020037i,-0.0060836-0.009278i,-0.0011224+0.0039687i,-0.0029037-0.0069423i,0.00063586+0.0035703i,-0.0045578+0.0017351i,-0.001268-5.1326e-05i,0.003992+0.0010928i,-0.0027727-0.00039272i,-0.0025125+0.006606i,-0.0042269-0.001218i,-0.00040824+0.0013338i,-0.00074039+0.0018483i,0.0015322+0.0013874i,-0.00026916-0.0098633i,0.001275+0.0044752i,-0.0044343+0.00086068i,-0.003106+0.00095276i,0.001139+0.0052738i,-0.00061429-0.0018246i,0.0018835-0.0031055i,-0.00066459-0.0043692i,-0.00030335+0.0031305i,0.0012337+0.0026609i,0.0043187-0.0075953i,-0.019218+0.01502i,-0.0037365+0.03265i,0.0031953+0.015996i,0.010942-0.00023103i,0.0026793-0.0020747i,-0.0042911+0.015268i
-0.0054692-0.007886i,-0.021799-0.020242i,-0.021128+0.0036171i,-0.014651+0.00038073i,-0.02044+0.0030853i,-0.015226-0.00086292i,-0.0090285-0.016859i,-0.0044238-0.021049i,-0.0081745-0.00044771i,0.00062952-0.002332i,0.0005269+0.00034124i,0.00096303-0.00098883i,0.00011593-1.3742e-05i,1.0535e-05-0.00076901i,-0.0008123+0.0001651i,-0.0023434-0.0029688i,0.0011475+0.0010053i,0.00052255+0.0014505i,-7.9838e-05+0.00029076i,0.00022367-9.2547e-05i,0.00071345-0.00092097i,-0.00034002+0.00089078i,-8.5041e-05-0.00095376i,-4.9798e-05-0.0018939i,-9.7195e-05-0.0011442i,-0.00029144+8.0995e-05i,0.0010229-0.00023915i,0.00056959-0.00020816i,0.00011522-0.00022295i,-0.00029368-0.00010587i,-4.3783e-05-4.8278e-05i,-0.00036964-0.0012411i,-7.3727e-05+0.0001564i,0.00010112+0.00019107i,-0.00048711-0.00089689i,-0.00095246-0.0061154i,0.00037295-0.00047116i,-0.0003116-0.00061594i,-0.00014944-0.0005138i,-0.0034779+0.00052164i,0.00015037-0.00081985i,-0.00035931+0.00058191i,0.00070219+0.0014158i,0.00021908-0.0010858i,-0.0096537-0.0029736i,0.019951+0.0012222i,0.01949-0.027854i,0.0095804-0.032869i,0.01194-0.0093097i,0.020002-0.033581i,0.033748-0.0074431i,0.023921-0.021322i,0.0205+0.0067057i,-0.00042372+0.0058213i,-0.0053229-0.0012585i,0.00025488+0.007334i,-0.012403+0.0076487i,-0.00027047-0.0024502i,0.0034392+0.0014993i,0.0073189+0.0024446i,-0.00023867-0.0017624i,0.0005808+0.0022829i,0.0022505+0.0016016i,0.004436-0.0047711i,-0.00025033-0.0033892i,0.0015917+0.0011592i,-0.0084206-0.0050216i,0.0014419+0.0042136i,-0.0051537-0.0047547i,0.0019273+0.0026102i,-0.0038794+0.0036054i,-0.0011947+0.00018899i,0.0036457-0.0022484i,-0.0029535+0.0005425i,5.577e-05+0.0042493i,-0.0044089+0.00059584i,-0.00046321+0.00067108i,-0.00061347+0.0020487i,0.0012064+9.0641e-05i,-0.0048256-0.0093264i,0.0021401+0.0024504i,-0.0039832+0.0015198i,-0.0027289+0.0020238i,0.0031985+0.0039683i,-0.00012877-0.0016303i,0.0015011-0.0025519i,-0.0016178-0.0038267i,-0.00069834+0.0044003i,0.001687+0.002533i,0.0036989-0.0083314i,-0.018755+0.019286i,0.0012175+0.030517i,0.003681+0.011804i,0.010101-0.0032901i,0.002369-0.0015966i,-0.0021245+0.013303i
-0.0072301-0.007431i,-0.023728-0.016284i,-0.019985+0.0068528i,-0.013832+0.0020782i,-0.019161+0.0065269i,-0.015189+0.0011207i,-0.011868-0.015255i,-0.0079946-0.02051i,-0.0085173-0.00049205i,0.00039512-0.0024832i,0.00090248+0.00033395i,0.00062678-0.0011989i,0.00033354+7.3332e-05i,-2.3243e-05-0.0007656i,-0.00070516+0.00023341i,-0.0024088-0.0022664i,0.0014342+0.00072095i,0.0011201+0.0011573i,0.00011823+0.00020803i,0.00025284-0.00014712i,6.205e-05-0.0010121i,2.718e-05+0.0010636i,-0.00028319-0.00076186i,-0.00078091-0.0017796i,-0.00050655-0.00095146i,-0.0002104+0.00026664i,0.00066134-0.00049492i,0.00050057-0.00040584i,5.7989e-05-0.00012671i,-0.00034307+0.00010216i,-5.8153e-05-1.0892e-05i,-0.00047605-0.00081476i,0.00026216+0.00010945i,0.0001508+2.816e-05i,-0.00083469-0.00065435i,-0.0020531-0.0052444i,0.00019832-0.00068904i,-0.00043028-0.00039968i,-0.00032291-0.00032089i,-0.003261+0.0018164i,-0.00028594-0.00073482i,-0.00015022+0.00060519i,0.0013559+0.0012896i,-0.00015066-0.00080321i,-0.010834-0.0021569i,0.017902-0.0034161i,0.014667-0.030546i,0.0023149-0.033474i,0.011915-0.013777i,0.012329-0.036427i,0.032237-0.013729i,0.01969-0.026291i,0.022824+0.0037568i,0.00052734+0.0011166i,-0.006497+5.6717e-05i,0.0032919+0.0061939i,-0.0081635+0.012425i,-0.0010602-0.0019006i,0.0035255+0.001256i,0.007388+0.00092864i,-0.0010918-0.0016281i,0.00041273+0.0036711i,0.0030223+0.00059911i,0.001949-0.0051473i,-0.0015659-0.0030257i,0.0022093-9.7274e-05i,-0.0083962-0.0011973i,0.0034565+0.0029401i,-0.0061585-0.0023442i,0.0018348+0.001463i,-0.0021154+0.0049671i,-0.0013787+0.00043047i,0.0014829-0.004465i,-0.0026893+0.0013838i,0.00036056+0.0017887i,-0.0039444+0.0021908i,-0.00099582+0.00045591i,-0.000166+0.0019449i,0.00024389-0.00032671i,-0.0078852-0.0066107i,0.001953+0.0010374i,-0.0034213+0.0019099i,-0.0016964+0.0025762i,0.0042326+0.0019798i,-0.00037867-0.0014503i,0.0018386-0.002428i,-0.0020058-0.0027947i,0.00079449+0.0064696i,0.0017272+0.0027374i,0.0021842-0.0099298i,-0.016817+0.023832i,0.0050121+0.027604i,0.001807+0.0086667i,0.0065674-0.0051359i,0.0029212-0.0017074i,-0.001838+0.011489i
-0.0088062-0.0062869i,-0.025066-0.012713i,-0.018206+0.0097476i,-0.012971+0.0034103i,-0.01745+0.009263i,-0.014892+0.0032744i,-0.014264-0.013216i,-0.011213-0.019225i,-0.0093683-8.7173e-05i,6.2865e-05-0.002474i,0.0013366-2.1863e-05i,0.00031847-0.0010603i,0.00055943+0.00010824i,-0.00010696-0.0006488i,-0.00063788+0.00025126i,-0.0023328-0.0019055i,0.0020329+0.00031186i,0.0014658+0.00055649i,0.00013874+3.6747e-05i,0.00024785-0.0001586i,-0.00031479-0.00080217i,0.0005884+0.00093232i,-0.0003302-0.00068856i,-0.0011403-0.0015685i,-0.00088868-0.00072403i,-2.3755e-05+0.00035878i,0.00052148-0.00039216i,0.00030285-0.00049529i,5.5426e-05-9.125e-05i,-0.00023818+0.00036745i,-2.8289e-05+8.1134e-05i,-0.00049714-0.00074797i,0.00036968-0.00013268i,7.3353e-05+4.2733e-05i,-0.0009021-0.00010403i,-0.0027202-0.0043722i,-0.00012637-0.00064447i,-0.00055817-0.00015714i,-0.00023601-0.00016097i,-0.0024965+0.0029557i,-0.00048567-0.00042168i,0.00012868+0.00062981i,0.0018394+0.00081708i,-0.00014-0.00055367i,-0.011528-0.00069584i,0.015673-0.0059495i,0.010095-0.032262i,-0.0042184-0.032383i,0.0099817-0.017698i,0.0042782-0.03645i,0.029191-0.019755i,0.015018-0.029981i,0.024629-0.0003512i,-0.0012845-0.0030056i,-0.0072218+0.0022889i,0.0050868+0.0039386i,-0.0028493+0.01459i,-0.0018314-0.0011709i,0.0037738+0.0011379i,0.0069469-0.00068686i,-0.0014928-0.0013036i,0.0012049+0.005225i,0.0028481-0.00081871i,0.00036965-0.0045119i,-0.0027276-0.0022751i,0.0020431-0.0010435i,-0.0068895+0.0015745i,0.0045646+0.0010279i,-0.0061561+0.00024066i,0.0015313+0.0012487i,0.0001202+0.0051763i,-0.0011393+0.00097006i,-0.0010032-0.0051494i,-0.0020848+0.0016099i,-0.00082924+0.00073752i,-0.0029859+0.0035324i,-0.0014432+0.00099362i,-0.00021701+0.0017382i,-0.00024968-0.00026976i,-0.0093492-0.0034569i,0.0012975+0.00011623i,-0.0031725+0.0021346i,-0.00078025+0.0026022i,0.0044594-0.00022576i,-0.00010879-0.0012561i,0.0021839-0.0031084i,-0.002144-0.0026621i,0.0032133+0.0064618i,0.0022919+0.0029913i,0.00061343-0.010618i,-0.012987+0.029026i,0.0079113+0.024845i,-0.00091916+0.0081103i,0.0033444-0.0037594i,0.0027663-0.0023905i,-0.0019225+0.010331i
-0.0097979-0.0048317i,-0.026601-0.009532i,-0.01605+0.011966i,-0.012104+0.0046448i,-0.015481+0.01195i,-0.013927+0.005286i,-0.016374-0.010934i,-0.014327-0.017655i,-0.010401+0.00099883i,-0.00015373-0.0027014i,0.001468-0.00062946i,0.00026564-0.0010762i,0.00083907+4.4859e-05i,2.3122e-05-0.00077939i,-0.00062774+0.00026192i,-0.00238-0.0016584i,0.0023163-0.00067554i,0.0014132-6.935e-05i,8.7224e-05-6.4538e-05i,0.00035976-0.00027791i,-0.00057078-0.00055897i,0.00082538+0.00052305i,-0.00050855-0.00069086i,-0.0013736-0.0015921i,-0.0011176-0.00031185i,0.00021718+0.00035252i,0.00042209-0.00048411i,0.00010474-0.00045701i,7.767e-05-3.6508e-05i,0.00012007+0.00052256i,3.705e-05+0.00014706i,-0.00073369-0.00063106i,0.00043177-0.00041851i,0.00016565+4.5673e-05i,-0.00061557+0.00012483i,-0.0032307-0.0036153i,-0.00025125-0.00043825i,-0.00043578+0.00016257i,-0.00015583-0.00019344i,-0.001208+0.0035424i,-0.00048949-0.00016765i,0.00036599+0.00035912i,0.0021445+2.0457e-05i,-4.2082e-05-0.00049941i,-0.012045+0.00076112i,0.014462-0.0079285i,0.0055166-0.033363i,-0.010023-0.029586i,0.0079351-0.020253i,-0.0028407-0.033843i,0.025156-0.025055i,0.010291-0.033252i,0.025772-0.0057756i,-0.004466-0.0051493i,-0.0065117+0.0053725i,0.005533+0.00144i,0.0019927+0.014306i,-0.0021708-0.00021739i,0.0045868+0.00074431i,0.0062279-0.0022405i,-0.0019199-0.0011036i,0.0034877+0.0059513i,0.0020026-0.0011214i,-0.0005043-0.0037028i,-0.0033971-0.0010802i,0.0018076-0.0017779i,-0.005535+0.0032641i,0.0046496-0.0012279i,-0.0052509+0.0023932i,0.0022171+0.0016024i,0.0018865+0.0043869i,-0.00064103+0.0010361i,-0.0035717-0.0046567i,-0.0018393+0.0016315i,-0.0015113+0.001292i,-0.0014368+0.0043476i,-0.0011283+0.0017196i,-0.00022713+0.0021594i,-0.00047002-0.00029778i,-0.0097196-0.00054081i,0.00043326-0.00019219i,-0.0030528+0.0029701i,-0.00030162+0.0026015i,0.0038933-0.0023893i,7.7063e-05-0.0019091i,0.0020846-0.0041689i,-0.002705-0.0022606i,0.0053409+0.0053194i,0.0032667+0.0028922i,-0.0011878-0.011121i,-0.0056994+0.032204i,0.010836+0.021265i,-0.0027232+0.009336i,0.0020281-0.0014468i,0.0019885-0.0023646i,-0.0021505+0.0096965i
