-0.0079358-0.039278i,-0.013689-0.042948i,0.0010109-0.045491i,-0.026948-0.027362i,-0.020543+0.014073i,-0.032737-0.03047i,-0.059984-0.0594i,-0.022138-0.071127i,-0.033417-0.050228i,0.0013497+0.015193i,-0.0066518+0.010646i,-0.014567+0.013759i,0.0016948+0.015962i,-0.0035119-0.0036641i,0.0010268+0.0062102i,0.00025825+0.036962i,0.01909+0.059284i,0.00077443-0.00016171i,-0.0046592-0.0078679i,0.0082346+0.0044833i,0.0016432+0.0011111i,-0.0010593+0.0036034i,0.0001643-0.0013593i,-0.035263-0.00966i,-0.0026079-0.0071542i,-0.00010137+0.0045857i,0.0052289-0.00018438i,0.00023094+0.00050053i,-0.00029154-0.0011433i,3.823e-05-0.0024957i,-0.0015272-0.0054377i,-0.0022468-0.0038196i,-0.00059849-0.0074204i,0.0032362-0.0014709i,0.0031225-0.0023633i,-0.00096412+0.033355i,0.0060694-0.0041123i,0.0033523-0.0023257i,0.0048605+0.00023137i,-0.013428-0.0040385i,-6.844e-05+0.00031799i,0.0094941-0.000832i,0.0059095-0.00060999i,-0.0035651+0.0034939i,0.0025141+0.0016686i,-0.0032167+0.0073569i,0.012748-0.087451i,-0.0074676-0.04881i,-0.024974-0.040289i,-0.020511-0.041885i,0.061528-0.017889i,0.026229-0.06162i,0.038549-0.046064i,0.029054-0.057244i,0.019127-0.015897i,0.0084063+0.010066i,0.024188-0.031216i,-0.0075497-0.0048291i,0.0024188-0.0027276i,-0.0051311-0.0062396i,0.00093723-0.032151i,-0.023764+0.031554i,0.0076684-0.010119i,-0.010832-0.0012165i,-0.0049814-0.0010431i,-0.0012872-0.013894i,-0.01035+0.0040674i,0.003777+0.0078764i,-0.010431+0.031559i,0.005447+0.0079251i,-0.0052075-0.0013036i,-0.0019681-0.0022961i,-0.011518-0.0074794i,0.00054468-0.0036401i,-0.034723+0.0049572i,0.0021959-0.01236i,-0.008695-0.0021086i,-0.006588-0.0027691i,0.0066268+0.0013448i,-0.0096042+0.0019543i,0.0013266+0.000857i,0.0052755+0.0085527i,0.0047259+0.0002283i,-0.0092343-0.0094462i,0.0022938+0.0084633i,-0.01891+0.0067112i,0.0064745+0.0025522i,-0.029338-0.0079268i,-0.033641+0.0031723i,0.023793-0.078881i,0.012768-0.01076i,-0.042913-0.026199i,-0.023259-0.0030424i,0.017972+0.012229i,-0.026299+0.012552i,-0.011749-0.0079965i
0.0086787+0.013604i,0.039017-0.010167i,0.024714-0.032337i,-0.002794-0.012942i,-0.0086138-0.016313i,-0.0088587-0.02247i,0.01482-0.016494i,0.027796-0.013055i,0.008632-0.016115i,0.0063898-0.00046201i,0.0019623-0.0032703i,-0.0018242-0.0015484i,0.0016757-0.0026273i,-7.9239e-05-0.0017025i,-0.0018777-0.0016159i,0.0052967-0.0052891i,-0.0048965+0.00083024i,-0.002401-9.8599e-05i,0.0010775+0.00033539i,0.001353+0.0013182i,0.00016977+0.0022859i,-0.00058611+0.00068823i,0.0014626+0.0019537i,-0.00044329+0.0047679i,-0.00048088+0.00054075i,-0.00074716+0.0014303i,-0.001242+0.00020598i,0.0004642-0.00037803i,-0.00014298+0.00022897i,-0.00049636-0.00062723i,0.0013501-0.00085733i,0.0020026+2.2635e-05i,0.0015009+4.2416e-06i,9.3592e-05-0.00084917i,0.0011456+0.00071319i,0.0046371-0.0026487i,-0.00076379+0.0011029i,0.0004133+0.00021679i,-6.4263e-05-0.0004104i,-0.00055007-0.0011448i,0.0022189+0.00099485i,0.0017914+0.00089325i,0.0026004-0.0074934i,0.0022644+0.0018235i,0.0083731+0.012584i,0.015757+0.025326i,0.041912+0.017453i,0.02599+0.0024679i,0.00076791-0.016474i,0.019015-0.0027492i,0.022021+0.015689i,0.017045+0.018074i,0.018334+0.025023i,-0.007036+0.032353i,0.0016992-0.0059729i,0.0019163-0.0035959i,0.0050604-0.005825i,0.0091325-0.0017175i,0.0014994+0.0041695i,-0.0099282+0.0080702i,-0.0046195-0.0076666i,0.0031277+0.014999i,-0.0030595-0.0018099i,0.00085291+0.0018533i,-0.00092438+0.001078i,0.0016838-0.003491i,0.0064352-0.0024019i,-0.003873-0.00060271i,0.0046149-0.0013788i,-0.0066673+0.00026208i,-0.0020373+0.0008151i,0.00042436+2.4253e-05i,-0.0056719-0.0021105i,-0.0035603-0.0024032i,-0.014052-0.010808i,0.0031963-0.0025976i,-0.0034024+0.00094135i,-0.0010465+0.0018802i,-0.0047081+0.003164i,0.0057501+0.0018708i,-0.0086469-0.0013567i,-0.00095129-0.0050753i,-0.0025931-0.00060272i,-0.0053341-0.00051618i,0.0050246-0.0045282i,0.0036425+0.0022218i,0.0023865-0.0022741i,0.0029309+0.0094449i,0.0056054+0.0018279i,0.027466+0.021725i,-0.022354-0.0018257i,-0.026492+0.016316i,-0.0050352+0.014092i,0.0010566+0.00072219i,0.0057467-0.0075067i,-0.0094764+0.0034181i
0.010127+0.012522i,0.036675-0.016453i,0.018221-0.035646i,-0.0054967-0.011585i,-0.012561-0.014857i,-0.01228-0.020365i,0.010138-0.019903i,0.025104-0.016982i,0.0051341-0.016368i,0.0059893-0.0021893i,0.00069748-0.0040982i,-0.0019133-0.0006751i,0.00038642-0.0025663i,-0.00026259-0.0014776i,-0.0021014-0.00098056i,0.0040623-0.006494i,-0.0036589+0.0024524i,-0.002548+0.00066209i,0.00076118-3.3527e-05i,0.0017016+0.00074626i,0.00091665+0.0022974i,-0.00035924+0.0011165i,0.0020736+0.0013616i,0.0020771+0.0041333i,0.00021951+0.00071751i,-2.2894e-05+0.0014472i,-0.00097652+0.00091225i,0.0003997-0.00022925i,-9.294e-06+0.00048278i,-0.00034315-4.0751e-05i,0.00083299-0.0015216i,0.0019889-0.00081591i,0.001522-0.00052847i,-0.00028019-0.0005445i,0.0018285+0.00023289i,0.0037646-0.0035038i,-0.00025585+0.0014785i,0.0003873-3.8828e-06i,0.00028851+0.00013797i,-0.0013725-0.0016445i,0.0021265+0.00019919i,0.0018958+3.3853e-05i,0.00062106-0.0068415i,0.0036533+0.0011214i,0.010424+0.011219i,0.019361+0.022859i,0.043041+0.010628i,0.026026-0.0034239i,-0.0032766-0.013128i,0.021015-0.007034i,0.025956+0.010138i,0.021118+0.010323i,0.02007+0.015001i,0.00088507+0.029447i,-0.00028035-0.0059536i,-0.0012322-0.0035782i,0.0025303-0.0078757i,0.006319-0.0043817i,0.0023423+0.0033919i,-0.0050829+0.011328i,-0.0058412-0.0039948i,0.0056651+0.01289i,-0.003706-0.00057888i,0.0019845+0.0023699i,0.00021079+0.0014128i,-0.00049015-0.0035085i,0.0062501-0.005842i,-0.0042793+0.00033535i,0.0044632-0.0034998i,-0.0058389+0.0030581i,-0.0016476+0.00033234i,5.5863e-05-0.00066873i,-0.0052499+0.0012984i,-0.0038743-0.0012611i,-0.015327-0.0042336i,0.0014511-0.0034261i,-0.0024499+0.0017393i,-0.0011039+0.0011395i,-0.0029566+0.0043519i,0.0071406-0.00051432i,-0.0081041+0.0021123i,-0.0025497-0.0046469i,-0.0021737-0.00021674i,-0.0047033+0.0015903i,0.0020775-0.0049888i,0.0045662+0.00043789i,0.0019593-0.0024866i,0.0050196+0.007481i,0.0045688+0.00078486i,0.028055+0.014179i,-0.021386+0.0026243i,-0.024435+0.023045i,-0.0026418+0.011503i,0.0023073+0.0034313i,0.0033747-0.0069077i,-0.010899+0.0053957i
0.012119+0.010929i,0.032759-0.022616i,0.011068-0.037328i,-0.0072262-0.0096752i,-0.016328-0.012458i,-0.015259-0.017835i,0.0050312-0.021937i,0.022314-0.020714i,0.0019477-0.016079i,0.0049871-0.0035449i,-0.0010371-0.0042226i,-0.0017332+0.00012161i,-0.00054237-0.0019756i,-0.00033299-0.0013169i,-0.0023953-0.00034219i,0.0025071-0.0072687i,-0.0019627+0.0028581i,-0.0025817+0.001619i,0.00041798+8.5955e-05i,0.0017066-9.4624e-05i,0.0017888+0.0017409i,-0.00023369+0.0011914i,0.0023571+0.00057604i,0.0038234+0.0024735i,0.0010903+0.00041178i,0.00057741+0.0011978i,-0.00037589+0.0013092i,0.00036436-0.00016783i,0.00022682+0.00062826i,2.5013e-05+0.00010825i,8.3544e-05-0.0017739i,0.0015159-0.0016432i,0.0011981-0.0011413i,-0.00024164-0.00021408i,0.0021269-0.0010009i,0.0027739-0.0042505i,0.00064868+0.0014429i,0.00030367-0.00010686i,0.00062147-0.00017417i,-0.0022327-0.0013335i,0.0019799-0.00052996i,0.0015678-0.00067751i,-0.00085273-0.0060522i,0.0042423-0.00048012i,0.012144+0.0090749i,0.023689+0.01949i,0.0436+0.0036829i,0.024419-0.0088429i,-0.0049619-0.0090905i,0.022258-0.012306i,0.028118+0.0037159i,0.023648+0.0031481i,0.018162+0.0075493i,0.0062863+0.026432i,-0.0025235-0.0050352i,-0.003746-0.0017701i,-0.0014756-0.0086645i,0.0029811-0.0050887i,0.0023529+0.0026065i,-0.00051176+0.011871i,-0.0051565-0.0011036i,0.0070027+0.0099704i,-0.0041035+0.0018756i,0.0031759+0.0021734i,0.00085555+0.00094676i,-0.0018874-0.0023752i,0.0043389-0.0079773i,-0.0036704+0.0014818i,0.0034689-0.0050403i,-0.0028906+0.0045535i,-0.0018699+0.00011221i,-0.00062431-0.00060998i,-0.0035792+0.0032358i,-0.0034926-6.6796e-05i,-0.014336+0.0014682i,0.00012643-0.0038652i,-0.0014591+0.0019843i,-0.0012248+0.0012948i,-0.00077373+0.0041715i,0.006969-0.0036405i,-0.0061594+0.0047437i,-0.003917-0.0034551i,-0.0020997-0.00013376i,-0.0036274+0.0026304i,0.00068362-0.0043836i,0.0040958-0.0012606i,0.0018339-0.0027568i,0.0051323+0.004542i,0.0036473+0.00023588i,0.028071+0.0085338i,-0.019183+0.0062497i,-0.019006+0.028829i,-0.0020324+0.0095205i,0.0051266+0.0042498i,0.0012269-0.0053618i,-0.010399+0.0080284i
0.013597+0.0083461i,0.027805-0.0274i,0.0045694-0.037836i,-0.0078947-0.0082085i,-0.019238-0.00855i,-0.017653-0.014945i,-0.00040749-0.02242i,0.018827-0.024488i,-0.00020895-0.015329i,0.0036831-0.0045037i,-0.0027143-0.0030403i,-0.0012075+0.00043818i,-0.00087952-0.0011561i,-0.00045149-0.0014566i,-0.0022717+0.0007001i,0.00062534-0.0074882i,-0.0010877+0.002578i,-0.0020027+0.0029685i,0.00051668+0.00050017i,0.001282-0.00074278i,0.0022467+0.00082468i,-0.00022581+0.0013891i,0.0022119-0.00018776i,0.004553-9.6903e-05i,0.0016071-0.00047511i,0.00087945+0.00085497i,0.00022118+0.00137i,0.00056273-0.00014906i,0.0005374+0.00052076i,0.00021123-0.00011849i,-0.00060444-0.0017571i,0.00064655-0.002i,0.00069017-0.0014833i,-0.00015818-0.0003626i,0.0014781-0.0024374i,0.0017116-0.0046995i,0.001376+0.00089166i,0.00030431-0.00013172i,0.00063513-0.00044029i,-0.0029919-0.0006767i,0.0015518-0.0010576i,0.00098962-0.00097198i,-0.0019919-0.004821i,0.0038955-0.0016697i,0.013542+0.0059816i,0.027667+0.013886i,0.043077-0.0032865i,0.022174-0.013163i,-0.0040221-0.0049189i,0.021523-0.019116i,0.028644-0.0029779i,0.024516-0.0050415i,0.015741+0.0027286i,0.012138+0.022509i,-0.0037102-0.0030794i,-0.0049604+0.0010007i,-0.0058256-0.0078275i,0.00070161-0.0046661i,0.0022643+0.002413i,0.0031565+0.010947i,-0.003718+0.00082821i,0.0071409+0.0067957i,-0.00181+0.0042491i,0.0045344+0.0012246i,0.0015557+0.00054567i,-0.0025738-0.0010237i,0.0019602-0.0095505i,-0.0027471+0.0020089i,0.001977-0.0067657i,-0.00081532+0.0037846i,-0.0024792+0.00019365i,-0.00073347-0.00040016i,-0.0015312+0.0046276i,-0.002877+0.00053428i,-0.011374+0.0061913i,-0.0015562-0.0042067i,-0.00032967+0.0017211i,-0.001152+0.0011636i,0.00060542+0.0030226i,0.0055827-0.0067045i,-0.0030861+0.006199i,-0.0041325-0.0016222i,-0.0023696+0.00015874i,-0.0027343+0.0036231i,-0.00030333-0.0038806i,0.003154-0.00193i,0.0016466-0.0035542i,0.0041233+0.0037201i,0.0031109+0.00014412i,0.027165+0.0028787i,-0.017125+0.0072943i,-0.011356+0.031612i,-0.0011153+0.0088176i,0.0070713+0.0036108i,0.00066799-0.003365i,-0.0086525+0.0099479i
0.014185+0.0054852i,0.022208-0.030866i,-0.0018634-0.037373i,-0.008974-0.0074769i,-0.020166-0.0044075i,-0.019606-0.011777i,-0.0052253-0.021327i,0.01461-0.027227i,-0.0014554-0.014727i,0.0020866-0.0047608i,-0.0031529-0.0013461i,-0.00098866+0.00058521i,-0.00085205-0.00051652i,-0.0011164-0.0012398i,-0.001481+0.0015707i,-0.0013643-0.0069796i,-0.0003088+0.0026858i,-0.00042149+0.0037129i,0.00088829+0.00047257i,0.00063485-0.0011232i,0.0022503-0.00010749i,0.00018041+0.0015055i,0.0019271-0.00082404i,0.0034622-0.002387i,0.001237-0.0015938i,0.0010632+0.00049908i,0.00077592+0.0012453i,0.00069255-0.00034842i,0.00067568+0.00021289i,1.9188e-05-0.00033392i,-0.0012789-0.0014966i,-4.2881e-05-0.001976i,-2.3193e-05-0.0016559i,-0.00033564-0.00025859i,-0.00023348-0.0028779i,0.00069213-0.0048356i,0.0015651+9.6597e-05i,0.0002744-0.00038566i,0.00069503-0.00072019i,-0.0035247+0.00029417i,0.00099733-0.0014608i,0.00053512-0.00090676i,-0.002705-0.0035807i,0.0033807-0.0025026i,0.014813+0.0026816i,0.029467+0.0071035i,0.041551-0.010035i,0.020064-0.017824i,-0.00066829-0.0019181i,0.018116-0.025958i,0.027706-0.0089318i,0.022308-0.012778i,0.012439+0.0003191i,0.016986+0.016879i,-0.0035858-0.0019567i,-0.0045034+0.0043227i,-0.0099528-0.0046428i,-0.00097412-0.0038911i,0.0023785+0.0022365i,0.0059398+0.0092648i,-0.0019382+0.0013899i,0.0059287+0.004699i,0.0013132+0.0034942i,0.0055909-0.00070383i,0.0020165-0.00035469i,-0.0023007+0.00083829i,-0.0013426-0.010889i,-0.0025343+0.0027988i,-0.00043324-0.0078639i,-0.00037689+0.0032899i,-0.0030552+0.00090872i,-0.0008041-0.00034008i,0.0020031+0.0047813i,-0.0025278+0.00039147i,-0.006714+0.0089608i,-0.0039294-0.0036336i,0.00035364+0.00088016i,-0.0010725+0.0012245i,0.0012648+0.0019403i,0.0031416-0.0091117i,-0.00011263+0.0056148i,-0.003478-0.00049385i,-0.0021698+0.00065495i,-0.0012278+0.0045919i,-0.0012849-0.0027944i,0.0022524-0.0022917i,0.00052651-0.0041611i,0.0035101+0.0032732i,0.0027404-9.8682e-05i,0.025426-0.0017654i,-0.018336+0.0071924i,-0.0045622+0.030295i,0.00038357+0.0070986i,0.0086538+0.00191i,0.0010555-0.0020048i,-0.0060108+0.011144i
0.014373+0.0029676i,0.016596-0.03315i,-0.0079111-0.035783i,-0.010026-0.0061853i,-0.020413-0.00089905i,-0.020778-0.0084022i,-0.0090905-0.019597i,0.010192-0.029723i,-0.002411-0.015069i,0.0010571-0.004335i,-0.0027247+5.6429e-06i,-0.00066769+0.0008978i,-0.00073492+0.00010799i,-0.0013191-0.00041387i,-0.000493+0.001701i,-0.0027511-0.0056199i,0.00093055+0.0025955i,0.001115+0.0033416i,0.0010918+0.00024041i,6.4973e-05-0.0010562i,0.0019411-0.00092747i,0.00056839+0.0013985i,0.0013317-0.0013943i,0.0018008-0.0034696i,0.0001883-0.0020673i,0.0011428+0.00022256i,0.0013607+0.00092599i,0.0005453-0.0006645i,0.00068115+2.275e-05i,-0.00027267-0.0001622i,-0.0018097-0.00089783i,-0.00073304-0.0017967i,-0.00065431-0.0012917i,-0.00014797-0.00010324i,-0.00098929-0.0022478i,-0.00031066-0.0048748i,0.0015005-0.00031616i,-2.1768e-06-0.00048436i,0.00044397-0.0011459i,-0.0035695+0.0015225i,0.00043584-0.0015238i,0.0003848-0.00083779i,-0.0028875-0.002298i,0.0027429-0.0033629i,0.01472-0.0018772i,0.029355+0.00010837i,0.038897-0.016577i,0.015672-0.022617i,0.0042811-0.0027431i,0.011944-0.031173i,0.026078-0.014148i,0.01884-0.018336i,0.010558+0.00062589i,0.01935+0.00971i,-0.0039846-0.0014818i,-0.0020111+0.0067972i,-0.012061+0.00041249i,-0.0024363-0.002893i,0.0025067+0.0021384i,0.007175+0.0069479i,-0.00081857+0.00069789i,0.0048308+0.0035347i,0.0020284+0.0019439i,0.0051634-0.0031946i,0.001834-0.0018599i,-0.00030394+0.0020755i,-0.0062158-0.0093677i,-0.001343+0.0044397i,-0.0040279-0.0076944i,0.0010344+0.003402i,-0.0032205+0.0022374i,-0.00088094-0.0001684i,0.0052322+0.0014448i,-0.0024824+0.00054496i,-0.0011791+0.008357i,-0.0057049-0.0014821i,0.00028904-8.0319e-05i,-0.001357+0.0011712i,0.0014989+0.00085242i,-0.00072964-0.010643i,0.0020582+0.0039603i,-0.0031089-0.00017666i,-0.0022014+0.001047i,0.001197+0.0044931i,-0.0011163-0.0015078i,0.0014906-0.0021132i,-0.0005336-0.0041317i,0.0030053+0.0032387i,0.0021029-0.0001706i,0.023252-0.0051325i,-0.020569+0.010238i,0.00042997+0.027928i,0.00075316+0.0043149i,0.0093099-0.00053593i,0.0016184-0.0018738i,-0.0030727+0.01054i
0.014086+0.00026873i,0.011064-0.034505i,-0.013338-0.033349i,-0.010539-0.0049651i,-0.020122+0.0026875i,-0.021402-0.0050455i,-0.012428-0.017658i,0.0050455-0.031682i,-0.0041603-0.016345i,0.00053019-0.0040149i,-0.0019771+0.00098266i,-0.00016739+0.0011573i,-0.00021969+0.00054916i,-0.00092815+0.00023943i,0.00021822+0.0014811i,-0.0032776-0.0042268i,0.0018163+0.0018657i,0.0021631+0.0025873i,0.0012272+7.8547e-05i,-0.00030926-0.00074214i,0.001318-0.0015381i,0.0008719+0.0014364i,0.00070063-0.0014527i,0.00023252-0.003567i,-0.00063132-0.001893i,0.0011871-8.5835e-05i,0.0016786+0.00027755i,0.00028695-0.00082408i,0.00063867-0.00020233i,-0.00028501+0.00018981i,-0.0019985-0.00020363i,-0.0012663-0.0012252i,-0.00093557-0.00091362i,2.7925e-05-0.00019057i,-0.00144-0.0018391i,-0.0012286-0.0045389i,0.0015979-0.00094942i,-0.00023594-0.00034483i,-0.00026253-0.0012352i,-0.003141+0.0028127i,8.1376e-05-0.0015407i,0.00018773-0.00076606i,-0.0026638-0.0011758i,0.0017432-0.0037875i,0.012625-0.0057248i,0.02739-0.0059824i,0.034947-0.02232i,0.0097788-0.025183i,0.0070516-0.0066003i,0.0049073-0.033879i,0.024158-0.019394i,0.015584-0.023371i,0.01149+0.0010559i,0.02007+0.0031637i,-0.0049944-0.00090009i,0.0012304+0.0073034i,-0.011277+0.0062656i,-0.0034049-0.0016352i,0.0028694+0.0021339i,0.0078127+0.0054471i,-0.00063496-8.0204e-05i,0.0034426+0.0033112i,0.0023884+0.0012566i,0.0031772-0.0050718i,0.00029047-0.0027524i,0.0013951+0.0013281i,-0.008646-0.004988i,0.0014316+0.0046255i,-0.006654-0.0051934i,0.0020991+0.0022535i,-0.0024897+0.0038074i,-0.00082762-0.00015609i,0.0048162-0.002741i,-0.0024105+0.001003i,0.0017272+0.0050619i,-0.005704+0.00092974i,-0.00040833-0.00087964i,-0.0014946+0.0016904i,0.0010632-0.00031243i,-0.0056272-0.009778i,0.0025548+0.0015983i,-0.0031065+4.502e-05i,-0.0018455+0.0019511i,0.0029848+0.003334i,-0.00052396-0.0013674i,0.0012572-0.0015594i,-0.0014271-0.0039015i,0.0025444+0.0039513i,0.0017758-8.7051e-05i,0.022184-0.0078928i,-0.020808+0.015347i,0.0040091+0.025024i,-0.00044645+0.0014379i,0.0084528-0.0033469i,0.0014688-0.0014888i,-0.0015791+0.0085818i
0.013052-0.0021014i,0.0058624-0.035125i,-0.018348-0.030251i,-0.011048-0.0042796i,-0.018877+0.0058153i,-0.021465-0.0017888i,-0.015499-0.015263i,-0.00075337-0.032558i,-0.0071784-0.017445i,6.8192e-05-0.0039972i,-0.00094047+0.0015115i,0.00054773+0.0010426i,0.00040601+0.00070135i,-0.00045878+0.00048326i,0.00080413+0.001117i,-0.0033475-0.0031652i,0.0025031+0.0011852i,0.0029755+0.0015414i,0.001372-0.00034597i,-0.0003462-0.00040788i,0.00040654-0.001698i,0.0014882+0.0013552i,0.00026835-0.0014171i,-0.00081258-0.0031743i,-0.0012524-0.0014899i,0.0010918-0.00050454i,0.0015319-0.00046247i,5.4314e-05-0.00086644i,0.00051203-0.0001781i,-0.00022848+0.00033155i,-0.0020041+0.000506i,-0.0013981-0.00057383i,-0.00097115-0.00056731i,-4.4771e-05-0.00042144i,-0.0022042-0.0011858i,-0.0019474-0.0038644i,0.0011225-0.0016117i,-0.00030811-0.00011389i,-0.00065174-0.00067536i,-0.0023303+0.0038319i,-0.00048754-0.0013498i,-4.9811e-05-0.00075575i,-0.002019-0.00038385i,0.00088233-0.0035641i,0.0099516-0.0080824i,0.024214-0.010784i,0.030127-0.026662i,0.0038799-0.025628i,0.007247-0.010255i,-0.0026793-0.034729i,0.021423-0.02499i,0.011037-0.027966i,0.013714-0.00057729i,0.01934-0.0039996i,-0.0062294+0.00028905i,0.0040515+0.0061744i,-0.0076916+0.010521i,-0.0038523-0.00043332i,0.0031559+0.0019099i,0.0086328+0.0037261i,-0.00095745-0.00030655i,0.0028407+0.0045416i,0.0030867+0.00017277i,0.00085511-0.0052783i,-0.00099172-0.0024572i,0.0020794+0.00012524i,-0.0086342-0.0010469i,0.0036103+0.0032278i,-0.0077471-0.0020437i,0.0019142+0.0010798i,-0.0006755+0.0048177i,-0.0010985-0.00017538i,0.0021964-0.0054633i,-0.00212+0.0013688i,0.0018617+0.0017646i,-0.0048258+0.0028942i,-0.0015405-0.0009453i,-0.0011785+0.0019315i,-8.4202e-06-0.00073288i,-0.0086599-0.0066784i,0.00192+6.7758e-05i,-0.0032157+0.00017587i,-0.00070595+0.0022371i,0.0041085+0.0014746i,-0.00064691-0.0011792i,0.0018398-0.0013835i,-0.0020672-0.0031607i,0.0037504+0.0053364i,0.0012339+0.00017147i,0.020191-0.011547i,-0.019114+0.020584i,0.0066081+0.022027i,-0.0035202-0.00040509i,0.005199-0.0049392i,0.0019499-0.0014199i,-0.0017644+0.0069072i
0.011937-0.0037676i,0.00075627-0.035283i,-0.022473-0.026173i,-0.011955-0.0035166i,-0.017566+0.0080837i,-0.021199+0.0015112i,-0.01785-0.012315i,-0.0062947-0.032031i,-0.010991-0.017249i,-0.0004284-0.0038973i,0.00011584+0.0012963i,0.0010603+0.00077365i,0.00099487+0.00065476i,-5.6231e-05+0.00065261i,0.0010579+0.00056997i,-0.0032013-0.0026146i,0.0034042+0.00012869i,0.0031695+0.00024522i,0.0011088-0.0009551i,-0.00016137-0.00016224i,-0.00025933-0.0015039i,0.002203+0.00068625i,-1.6737e-05-0.0013942i,-0.0013125-0.0026884i,-0.0017752-0.0010095i,0.00090204-0.00088358i,0.0011448-0.00089018i,-0.0001807-0.00064257i,0.00043927-8.5306e-05i,-4.6487e-05+0.00064321i,-0.0017541+0.0012228i,-0.0012937-0.00015894i,-0.0011013-0.00024945i,-0.0002672-0.00028165i,-0.0023902-2.6986e-05i,-0.0023449-0.003109i,0.0003962-0.0018632i,-0.00035844+0.00010737i,-0.00053779-0.00038382i,-0.0011479+0.0046104i,-0.00071928-0.001002i,-0.00010489-0.00068822i,-0.0013946-0.00018676i,0.00056606-0.0034642i,0.0077561-0.0092979i,0.020986-0.013676i,0.025368-0.029896i,-0.0011595-0.024457i,0.0058323-0.013403i,-0.010298-0.032737i,0.017181-0.030168i,0.0060893-0.031092i,0.015338-0.0033243i,0.015587-0.010143i,-0.0073132+0.0025138i,0.0057762+0.0039866i,-0.0031337+0.012643i,-0.0042105+0.00095201i,0.0035982+0.0018079i,0.0089749+0.0016821i,-0.0011766-0.00057621i,0.0037793+0.0061624i,0.0026502-0.0011998i,-0.00068449-0.0045831i,-0.0020483-0.0016728i,0.0021279-0.00076148i,-0.0070855+0.0017185i,0.0048367+0.001154i,-0.0073756+0.0013467i,0.0014889+0.00094975i,0.0014398+0.0045811i,-0.0012001+0.00020939i,-0.0009977-0.0063198i,-0.0016945+0.0012296i,0.00021062+0.00016035i,-0.0035468+0.0043838i,-0.0024192-6.1027e-05i,-0.0011105+0.0021851i,-0.00069243-0.00047429i,-0.0099073-0.0032142i,0.00093722-0.00077594i,-0.0036754+0.00045483i,0.0001874+0.0018891i,0.0042733-0.00064475i,-0.00047805-0.0010464i,0.0024834-0.0020613i,-0.0025776-0.0028693i,0.0055372+0.0047117i,0.0012405+0.00081561i,0.017868-0.014319i,-0.015418+0.026442i,0.0083695+0.01917i,-0.0071534+0.00024262i,0.0021455-0.0036754i,0.0019874-0.0019228i,-0.0024456+0.0059406i
0.011025-0.0053031i,-0.004418-0.035321i,-0.025721-0.022195i,-0.012864-0.0022583i,-0.016348+0.010707i,-0.019934+0.0047258i,-0.019569-0.0091401i,-0.011682-0.031254i,-0.01497-0.015851i,-0.00084876-0.0039254i,0.00064563+0.00073202i,0.0015417+0.00020792i,0.0016352+0.00038412i,0.00066984+0.00045749i,0.0010805+6.2308e-05i,-0.0032512-0.0022408i,0.0034309-0.0017943i,0.0026996-0.0007834i,0.00058085-0.0012336i,0.00017848-0.00015801i,-0.00077788-0.0011825i,0.0022823-0.00029021i,-0.0004214-0.001331i,-0.0015104-0.0026378i,-0.0020573-0.00040419i,0.0004959-0.0012058i,0.00071553-0.0012267i,-0.00023791-0.00037043i,0.00059716-1.9035e-05i,0.00051783+0.00076139i,-0.0011847+0.0018423i,-0.0012632+0.00022037i,-0.00095691+7.3412e-05i,-0.0002451-0.00013059i,-0.0017749+0.00073242i,-0.0026467-0.0024831i,-0.00024444-0.0017814i,-0.00018064+0.00033561i,-0.00050068-0.00040565i,0.00033835+0.0048105i,-0.0007598-0.00067968i,-0.00021157-0.00072378i,-0.00094271-0.00047591i,0.00028438-0.0036757i,0.0053628-0.010554i,0.018665-0.016124i,0.02041-0.032465i,-0.005309-0.02207i,0.0044608-0.015451i,-0.016792-0.028136i,0.011722-0.034799i,0.0015158-0.033934i,0.016449-0.0077535i,0.010065-0.013543i,-0.0069597+0.0058951i,0.0063115+0.0014467i,0.0012181+0.012368i,-0.0039931+0.0023755i,0.0046225+0.0013877i,0.0088812-0.00067178i,-0.0018587-0.00081646i,0.0065378+0.0065073i,0.0016315-0.0013048i,-0.0016359-0.0036961i,-0.0025079-0.00050665i,0.0020515-0.0015416i,-0.0057064+0.0034083i,0.0049609-0.0013435i,-0.0056677+0.0038916i,0.0021414+0.0012514i,0.0028919+0.0034272i,-0.0010776+0.00031408i,-0.0043513-0.0055788i,-0.0017705+0.0012034i,-0.00086089+0.00060923i,-0.0018008+0.0053636i,-0.0023333+0.0011055i,-0.00085543+0.0029701i,-0.0010257-0.00024069i,-0.010287-0.00013014i,-0.0001622-0.00082141i,-0.0041831+0.0015719i,0.00044359+0.0015143i,0.003586-0.0028726i,-0.00046791-0.0017444i,0.0025726-0.0033105i,-0.0033934-0.0021869i,0.0070398+0.0032508i,0.0018157+0.0011906i,0.014964-0.01646i,-0.0083355+0.030053i,0.0099126+0.015978i,-0.0093973+0.0026388i,0.00078555-0.0012642i,0.0014781-0.0019996i,-0.0033497+0.0055905i
