-0.031305-0.038773i,-0.020909-0.020082i,-0.013365-0.035656i,-0.029644-0.019704i,-0.022152-0.00035298i,-0.013783-0.0056833i,-0.05469-0.058573i,-0.046778-0.017272i,-0.03711-0.010434i,0.012514+0.011518i,-0.0077305+0.0042801i,-0.019389+0.019157i,0.0018543+0.011432i,-0.0058862-0.0022036i,9.5065e-05+0.0014097i,-0.0018427+0.030405i,0.025417+0.025386i,0.0024113-0.0020063i,-0.0023786-0.0070741i,0.0073101+0.003957i,0.0027126+0.00068722i,6.5849e-05+0.0038069i,-0.00033214+0.00030149i,-0.036231-0.011424i,-8.4987e-05-0.0078701i,0.0014594+0.002065i,0.0071078+0.0012458i,0.0016678+0.00073304i,0.0011458-0.00052945i,-0.00043626-0.0025016i,0.0014532-0.0023542i,-0.0020398-0.0062509i,-0.00070685-0.0050229i,0.0028762-0.00064805i,0.0046906-0.0030469i,0.00097126+0.029774i,0.0042322-0.0036054i,0.002867-0.0017905i,0.0081365-0.0014188i,-0.0065124-0.0035087i,-0.00012828+0.00085111i,0.0091331-0.00077035i,0.0046224-0.0024727i,-0.0012757+0.0083828i,-0.017433-0.0076127i,-0.018741+0.014704i,-0.0025604-0.061588i,-0.0053566-0.026605i,-0.026523-0.032434i,-0.010668-0.027281i,0.054623-0.020035i,0.017034-0.042654i,0.023134-0.047404i,0.0046602-0.054004i,0.027368-0.021255i,0.0082171+0.0058795i,0.025547-0.034518i,-0.0079686-0.0067783i,0.004149-0.0048234i,-0.0046482-0.0069774i,-0.00103-0.033282i,-0.018129+0.028872i,0.0090527-0.01201i,-0.0091725-0.0040796i,-0.0040714-0.0014351i,0.00054597-0.01327i,-0.011357+0.0042949i,0.0025408+0.010308i,-0.0046337+0.025114i,0.0051097+0.0027833i,-0.0051706-0.0020528i,-0.0021186-0.002092i,-0.013378-0.0081318i,-0.00047642-0.0040849i,-0.02381+0.0057173i,0.0012023-0.011043i,-0.0084179-0.00012734i,-0.0069235-0.0021637i,0.0051701+0.0016835i,-0.0078309-0.00047324i,0.0027191+0.00031806i,0.0035663+0.0069649i,0.0046254+0.00046383i,-0.0071773-0.013137i,0.002638+0.0096023i,-0.0151+0.0046737i,0.0068655-2.1237e-05i,-0.021965-0.0013748i,-0.017401+0.0061463i,-0.011634-0.068547i,0.0079401-0.012944i,-0.048436-0.023205i,-0.020757+0.00016088i,0.017366+0.011731i,-0.022842+0.014519i,-0.018918-0.0051658i
0.023093-0.026902i,0.010032-0.015182i,0.010476-0.019331i,0.0025217-0.010835i,0.0007305-0.018686i,-0.0052379-0.0042438i,0.01187-0.016414i,-0.0070049-0.012864i,-0.0099069-0.009461i,0.0040618-0.0015233i,-0.0004251-0.00045472i,-0.0013387+0.00101i,0.0025192-0.00052422i,0.0002082-0.00073244i,-0.00033094-0.0012064i,0.0021659-0.0038465i,-0.0052335+0.0015943i,-0.00039385-0.00027933i,0.00020207-0.00026827i,6.6521e-05+0.0017832i,-0.00052816+0.0024183i,-0.00074555+0.00079121i,0.0011795+0.00049371i,-0.0022465+0.0036785i,-3.64e-06-0.0025275i,-0.00040757-0.00015745i,-0.0002016+0.00066022i,0.00087751-0.00067344i,0.0010463-0.00013149i,0.00035459-0.00095842i,0.0022818-0.001737i,0.0033045-0.0001712i,0.0017427+0.0004544i,0.00018925-0.00075727i,0.0026076-0.0004718i,0.0061739-0.0018465i,0.00086798+0.0014655i,-0.00010396+1.6457e-05i,0.00023511-0.0015811i,0.00084925-0.0014658i,0.0013862+0.0022257i,0.00047366+0.0025763i,0.00070755-0.001546i,0.0039341+0.0033263i,-0.00087623-0.026908i,0.0058342+0.0020878i,0.020198+0.0046624i,0.0050568+0.0065334i,-0.0081616-0.021943i,0.0078865+0.0073777i,0.012724+0.016565i,0.0024735+0.016019i,0.018523+0.010335i,0.002301+0.0049738i,0.00012907-0.0089193i,0.0017598-0.0029069i,0.0013597-0.0047562i,0.0085437+4.8868e-05i,0.0010859+0.004184i,-0.0075456+0.011715i,-0.0046219-0.0065556i,0.0056326+0.010091i,-0.0040862-0.0010386i,0.00012812+0.001533i,-8.2098e-05+0.0017492i,-0.0023513-0.0026827i,0.0052742-0.0029387i,-0.0056553-0.0010724i,0.003549+0.00014261i,-0.0061406+0.0028669i,-0.0017053+0.00021406i,0.0011048-0.00083493i,-0.0053733-0.0014848i,-0.0036031-0.00077868i,-0.012062-0.0090595i,0.0034058-0.0029441i,-0.0028897-0.001023i,-0.001065+0.0016599i,-0.0028068+0.0030225i,0.0090423+0.0033356i,-0.0051414+0.001185i,-0.0012188-0.0051602i,-0.0030833-0.00068719i,-0.0026273-0.00079889i,0.0032638-0.0041618i,0.0030078+0.0012235i,0.0019244-0.0015884i,0.0011056+0.0078134i,0.00049999+0.0044396i,0.021617-0.0062296i,-0.023881-0.0021628i,-0.032013+0.021265i,-0.0051098+0.011245i,0.0017661+0.0022376i,0.0070497-0.0026476i,-0.013157-0.0014102i
0.017498-0.029159i,0.0071198-0.017383i,0.0068258-0.020568i,0.00034983-0.010386i,-0.0032726-0.018895i,-0.0053637-0.003401i,0.0074117-0.019492i,-0.0088535-0.010997i,-0.011152-0.0075708i,0.0033649-0.0022355i,-0.00057814-0.00066697i,-0.0006304+0.0015534i,0.002216-0.0012035i,0.00029319-0.00034495i,-0.00047564-0.0011216i,0.0013399-0.0038714i,-0.0042605+0.0029356i,-0.0007389-1.2077e-05i,-9.0188e-05-0.00036318i,0.00046774+0.0016201i,0.00039905+0.0025197i,-0.0004674+0.00094022i,0.0013157+4.6985e-05i,8.6609e-05+0.003515i,-0.00086644-0.001999i,-0.00037862+5.5487e-05i,0.00021915+0.0011592i,0.00057973-0.0006981i,0.0008735-0.00033081i,0.00011452-0.00085037i,0.0014608-0.002618i,0.003369-0.001353i,0.0018424-0.00010499i,-0.00015161-0.0007433i,0.0027312-0.00151i,0.0057727-0.0033623i,0.0016197+0.00059238i,-0.00011062+1.0214e-05i,4.3734e-05-0.0012946i,0.00029551-0.0021665i,0.0021725+0.0016201i,0.0015611+0.0018552i,0.00027809-0.0014508i,0.0052808+0.0025721i,-0.0051615-0.025363i,0.0061823+0.0023319i,0.020532+0.0015946i,0.0073614+0.003032i,-0.013123-0.017662i,0.011848+0.0040452i,0.016213+0.012096i,0.0053456+0.011333i,0.016065+0.0023265i,0.0048826+0.0015418i,-0.002788-0.0085576i,-0.00090161-0.0033926i,-0.00060018-0.0061391i,0.0060511-0.0026581i,0.0021082+0.0035158i,-0.0019132+0.014011i,-0.0058356-0.0030652i,0.0070827+0.0079768i,-0.0039542+0.0007028i,0.0010376+0.0023585i,0.0011617+0.001695i,-0.0040097-0.001699i,0.0052044-0.0063181i,-0.0060057+0.00038777i,0.003992-0.0013658i,-0.0050506+0.005927i,-0.0012811-0.00046992i,0.00031357-0.0015281i,-0.0044318+0.0016478i,-0.0032369+0.00016326i,-0.01304-0.0034065i,0.0014786-0.0033338i,-0.0026911+0.00018294i,-0.0015109+0.0010074i,-0.0015322+0.0036051i,0.011065-2.141e-05i,-0.0042208+0.0036282i,-0.0028017-0.0044669i,-0.002522+3.8086e-05i,-0.0026486+0.00057132i,0.00044061-0.0039743i,0.0036738-7.0256e-05i,0.0018922-0.0017223i,0.0027889+0.0053972i,0.0001605+0.0044166i,0.018719-0.011657i,-0.022988+0.003164i,-0.028372+0.028266i,-0.0038367+0.0087094i,0.0032079+0.0042883i,0.0046969-0.0038945i,-0.014458+0.0012601i
0.012521-0.030351i,0.0034019-0.019149i,0.0030678-0.021144i,-0.0012415-0.0095182i,-0.0073431-0.018084i,-0.0053128-0.0029591i,0.002768-0.021252i,-0.010107-0.0091749i,-0.012202-0.0055911i,0.0024957-0.0030325i,-0.0010167-0.00073221i,0.00027847+0.0018013i,0.0013444-0.00097677i,0.00076288-0.00018161i,-0.000664-0.0010883i,0.00065394-0.0038259i,-0.0028035+0.0037332i,-0.0011042+0.00024799i,-0.00037261-0.00024691i,0.00078405+0.0012252i,0.0013122+0.0018854i,-0.00029366+0.00096321i,0.0012484-0.0004791i,0.0017392+0.0023411i,-0.0015002-0.0015121i,-0.00021023+0.00016785i,0.00090253+0.0010768i,0.00027888-0.00074047i,0.00072819-0.00047816i,-0.00017573-0.00084564i,0.00041694-0.0030799i,0.0028352-0.0026463i,0.0016629-0.0008561i,-0.0004099-0.00050468i,0.0023336-0.0028713i,0.0047859-0.0048783i,0.0014307+0.0001819i,-0.00013424+8.3623e-05i,-0.00018658-0.0013306i,-0.00061702-0.0025272i,0.0026908+0.00061722i,0.0018882+0.00086608i,-9.0111e-05-0.0012854i,0.006167+0.0010322i,-0.0087139-0.023546i,0.0081853+0.002408i,0.02116-0.0017134i,0.0079927-0.00067875i,-0.015523-0.012659i,0.015-0.00061881i,0.017854+0.0072889i,0.0073346+0.0072815i,0.013066-0.003466i,0.0056895-0.001134i,-0.0056218-0.0066856i,-0.0036051-0.0022946i,-0.0041486-0.0064355i,0.003191-0.0035714i,0.0023145+0.0025107i,0.0029168+0.013244i,-0.0053657-0.00037553i,0.007684+0.004863i,-0.003221+0.0030788i,0.0022294+0.0025818i,0.0017741+0.0010639i,-0.0048685+0.00029134i,0.0032435-0.0083014i,-0.0052396+0.0019096i,0.0037327-0.0026998i,-0.00023295+0.0072936i,-0.0017855-0.0010235i,-0.00055433-0.0013308i,-0.0026852+0.00323i,-0.0023088+0.00080461i,-0.012059+0.0015763i,0.0005527-0.0034729i,-0.0019525+0.00073113i,-0.0016174+0.0015478i,0.00017718+0.0034018i,0.011182-0.0047844i,-0.00216+0.0051891i,-0.0041243-0.0030826i,-0.0021264+0.00013875i,-0.0019016+0.0015316i,-0.00011429-0.0029123i,0.0034591-0.0014686i,0.0020035-0.0019242i,0.001824+0.0034256i,0.00014949+0.0047634i,0.016006-0.015464i,-0.019878+0.0067813i,-0.021282+0.034187i,-0.0041127+0.0070262i,0.0058594+0.0042436i,0.0027501-0.00276i,-0.013896+0.0041107i
0.0078633-0.031309i,-0.00074053-0.019588i,-0.00053162-0.021555i,-0.0020677-0.0089468i,-0.010997-0.015913i,-0.0055097-0.0027021i,-0.0024694-0.021618i,-0.010914-0.0073747i,-0.01255-0.0032709i,0.001411-0.0035976i,-0.0015922-0.00025264i,0.0011302+0.0012202i,0.0012516-0.00074369i,0.0011081-0.00067577i,-0.00092988-0.00086395i,-5.9302e-05-0.0035893i,-0.0015881+0.0036533i,-0.0012058+0.0010186i,-0.00047465+0.00015608i,0.00089445+0.00071349i,0.0016086+0.00092522i,-0.00029293+0.0010079i,0.00093047-0.00089444i,0.0027217+0.00016257i,-0.0015928-0.0008433i,-0.00016001+0.00015933i,0.0011718+0.00077295i,4.4817e-05-0.00067773i,0.00058452-0.00074212i,-0.00064307-0.00064056i,-0.00076698-0.0032213i,0.0016498-0.003526i,0.001349-0.0013862i,-0.00047908-0.00032951i,0.0010137-0.0042314i,0.0035009-0.0062089i,0.001409-2.9423e-05i,-7.6835e-05+0.00026587i,-0.00045447-0.0011419i,-0.0016218-0.002511i,0.0027141-0.00028084i,0.0018242+0.00015766i,-0.0004462-0.0010091i,0.0062759-0.00028916i,-0.011789-0.021557i,0.010941+0.00028016i,0.021628-0.0053207i,0.0080186-0.0036271i,-0.01517-0.0074828i,0.016136-0.0071378i,0.018469+0.0028517i,0.0082499+0.0025738i,0.010684-0.00732i,0.0063471-0.0038907i,-0.0069808-0.0038851i,-0.0053594+0.00016161i,-0.0082092-0.0052911i,0.00096293-0.0035474i,0.002164+0.002147i,0.0066828+0.011702i,-0.0043688+0.0016234i,0.0059854+0.0016768i,-0.00031702+0.0047282i,0.0034521+0.0021218i,0.0025337+0.00054143i,-0.0045994+0.0024905i,0.00067563-0.009483i,-0.0043871+0.0028675i,0.0028872-0.004203i,0.0029778+0.0050338i,-0.0029569-0.0010457i,-0.00078268-0.00099831i,-0.00069691+0.0045158i,-0.0014784+0.00084299i,-0.0090675+0.0059358i,-0.0010443-0.0037825i,-0.001195+0.00079028i,-0.001298+0.001382i,0.0011997+0.0023591i,0.0090009-0.0091533i,0.00070998+0.0055573i,-0.0044075-0.0012335i,-0.002107+0.00029008i,-0.0012804+0.0019932i,-0.00035046-0.0025479i,0.0024801-0.0022218i,0.0020112-0.0023859i,0.0010613+0.0035122i,0.00066243+0.0053203i,0.012275-0.01892i,-0.017684+0.007301i,-0.013132+0.036044i,-0.0041747+0.0069623i,0.0071888+0.0029232i,0.0024201-0.0012362i,-0.012152+0.0060098i
0.0029487-0.031608i,-0.0046061-0.01882i,-0.0046297-0.020994i,-0.0031408-0.0090254i,-0.013455-0.01336i,-0.0058901-0.0024836i,-0.0069609-0.020122i,-0.011373-0.0057493i,-0.012177-0.0011863i,5.2889e-05-0.0035066i,-0.0017185+0.00069214i,0.0014102+0.00050848i,0.0013318-0.00081388i,0.00061823-0.00094405i,-0.0010494-0.00046466i,-0.00078038-0.0031262i,-0.00058182+0.0034604i,-0.00037358+0.001579i,-0.0003641+0.00036951i,0.00068261+0.00032701i,0.0014201+7.6313e-05i,-3.1158e-05+0.0010467i,0.00054944-0.0010303i,0.0020175-0.0018809i,-0.0013796-0.00050656i,-0.00014336+0.00019183i,0.0014182+0.0005856i,-3.3305e-05-0.00050151i,0.0002879-0.00098385i,-0.00086616-6.7754e-05i,-0.002038-0.0027684i,0.00043689-0.0038599i,0.00055405-0.0018652i,-0.00053319-0.00014278i,-0.0011863-0.0043899i,0.0019747-0.0074325i,0.001565-0.00090298i,8.4333e-05+0.00017234i,-0.00052619-0.00091436i,-0.0027419-0.0020063i,0.0023504-0.0011978i,0.0016908-0.00035805i,-0.00066379-0.00070534i,0.0062202-0.0013836i,-0.01421-0.019495i,0.012349-0.0035905i,0.021816-0.0095656i,0.0077889-0.0073667i,-0.012543-0.0034381i,0.014368-0.014209i,0.018106-0.0013142i,0.0072216-0.0016341i,0.0075943-0.0094104i,0.0062693-0.0071333i,-0.0070387-0.0021207i,-0.0055565+0.0034023i,-0.012038-0.0017582i,-0.00081311-0.002919i,0.0021763+0.0020537i,0.010078+0.009301i,-0.0028219+0.0029431i,0.0037003+0.00090954i,0.0026805+0.0031467i,0.0048535+0.00095521i,0.0030335-0.00059935i,-0.0031559+0.0047377i,-0.0026808-0.010466i,-0.0036607+0.004103i,0.001507-0.0052912i,0.0036432+0.0030644i,-0.0038872-0.00010704i,-0.0010482-0.00085774i,0.0026735+0.0035526i,-0.0011645+0.0002776i,-0.0047944+0.0078672i,-0.0027411-0.0027267i,-0.00078703+0.00032377i,-0.0010168+0.0013701i,0.0013617+0.0011519i,0.0051955-0.01272i,0.003404+0.0041213i,-0.0036179-3.0899e-05i,-0.0019232+0.00074574i,-0.00069463+0.0028102i,-0.00092633-0.0018292i,0.0013872-0.0023966i,0.0017624-0.0032366i,0.00082607+0.0037373i,0.0014842+0.0055636i,0.0074857-0.021134i,-0.018847+0.0075723i,-0.0063334+0.034477i,-0.0032567+0.0064713i,0.0079992+0.0018951i,0.0029827-0.00055555i,-0.010279+0.0067254i
-0.0014885-0.030886i,-0.0077215-0.017367i,-0.0081448-0.019571i,-0.0045683-0.0086106i,-0.015628-0.010903i,-0.0064544-0.0022151i,-0.010039-0.018192i,-0.011837-0.004377i,-0.011299+0.00041054i,-0.00067689-0.0028025i,-0.0010765+0.0014435i,0.0013874+1.3537e-05i,0.0012271-0.00093892i,0.00039911-0.00067261i,-0.00095592-0.00021609i,-0.0013582-0.0023609i,0.00043895+0.0028079i,0.0001761+0.0014082i,-0.00019108+0.00064836i,0.00048411+0.00027274i,0.0010533-0.00049919i,0.00015385+0.00090757i,0.00011475-0.0011842i,0.00069151-0.0030937i,-0.0013717-0.00065356i,-0.00014529+0.00037143i,0.0016527+7.6474e-05i,-0.00016473-0.0004781i,-5.0184e-05-0.00097429i,-0.00077937+0.00041641i,-0.002971-0.0017956i,-0.0011054-0.0037813i,-0.00033285-0.0018026i,-0.00040873+4.6631e-05i,-0.0026592-0.0034197i,0.00010559-0.0081717i,0.0013942-0.001871i,6.2372e-05+9.2949e-05i,-0.0005821-0.00082619i,-0.0036332-0.00087833i,0.0016055-0.0017478i,0.0015981-0.00077191i,-0.00078679-0.00023378i,0.0062099-0.0028825i,-0.01653-0.017611i,0.011944-0.0078495i,0.020842-0.014039i,0.0051329-0.011424i,-0.0080373-0.0028411i,0.0092351-0.019734i,0.017523-0.0047529i,0.0057915-0.0041637i,0.0053088-0.0090259i,0.0046693-0.010265i,-0.0071803-0.00042386i,-0.0037873+0.0061854i,-0.013621+0.0038231i,-0.0023133-0.0021187i,0.0025035+0.0021098i,0.01163+0.0055515i,-0.00082819+0.0029081i,0.0022692+0.0010461i,0.0028692+0.0010171i,0.0053341-0.0013033i,0.002702-0.002399i,-0.00014879+0.0058635i,-0.007338-0.0086021i,-0.0019905+0.0058574i,0.00013168-0.0066009i,0.0048355+0.0016917i,-0.0042439+0.0015136i,-0.0012196-0.00061431i,0.0044975+0.0001788i,-0.0010202-1.3472e-05i,1.7909e-06+0.0072278i,-0.0037445-0.0025446i,-0.00080241-0.00019249i,-0.0012962+0.0012856i,0.0012379+0.00021853i,-0.00014273-0.014418i,0.0048559+0.0013184i,-0.0033083+0.00036683i,-0.0018054+0.0011586i,0.0010007+0.0030223i,-0.0005226-0.00072202i,0.00044384-0.0019433i,0.00068773-0.0040479i,0.00089095+0.0039639i,0.0022896+0.005326i,0.0028847-0.02148i,-0.020232+0.01057i,-0.0011841+0.032576i,-0.0028658+0.0050186i,0.0088405+0.00025638i,0.0034252-0.00080337i,-0.0086402+0.0066279i
-0.0055492-0.029992i,-0.010069-0.015481i,-0.011271-0.017666i,-0.0056561-0.0079526i,-0.017398-0.0077786i,-0.0071022-0.0016622i,-0.012632-0.016583i,-0.012287-0.002791i,-0.01032+0.0011796i,-0.00085633-0.0021038i,-0.00027824+0.0017774i,0.0012541-0.00029374i,0.0012222-0.00096004i,0.00059101-0.00057612i,-0.00088876-5.8316e-05i,-0.0014777-0.0015748i,0.0013405+0.0016093i,0.00057639+0.0012142i,0.00016268+0.00070801i,0.0005067+0.00033237i,0.00042223-0.00080007i,0.00017558+0.00090543i,-0.00035206-0.0010119i,-0.00069509-0.0032821i,-0.0016959-0.00024027i,6.3791e-05+0.00052534i,0.0014488-0.00039472i,-0.00026585-0.00035909i,-0.00024347-0.00084989i,-0.00048218+0.00082823i,-0.0034539-0.00065114i,-0.0023998-0.0028196i,-0.00071248-0.001494i,-0.00025673+0.00013625i,-0.0034929-0.0023478i,-0.0018856-0.0081278i,0.00059322-0.0017223i,9.2668e-05+0.00014319i,-0.00084601-0.00065592i,-0.0039714+0.00057288i,0.00088118-0.0020221i,0.0013096-0.0012137i,-0.00068102+0.00023601i,0.0057985-0.0044443i,-0.019164-0.015411i,0.010075-0.011398i,0.018696-0.018106i,0.0012097-0.013084i,-0.005755-0.0054557i,0.0032555-0.022365i,0.017386-0.0084491i,0.0048704-0.0065185i,0.0052299-0.0085901i,0.002882-0.01216i,-0.0075138+0.001044i,-0.00096538+0.0074626i,-0.01219+0.010476i,-0.0034845-0.00094151i,0.0028887+0.0018814i,0.011858+0.0028504i,9.7779e-05+0.0017425i,0.0010335+0.0019246i,0.0027205+0.00017816i,0.0041313-0.0035118i,0.0011023-0.0035414i,0.0028036+0.0048833i,-0.009547-0.0039588i,0.0012812+0.0059887i,-0.0046363-0.0058389i,0.0052432-0.00050034i,-0.0037615+0.0034251i,-0.0012946-0.00039296i,0.0035098-0.0031239i,-0.0013534-8.8315e-05i,0.0025176+0.004328i,-0.0051626-0.00061243i,-0.001244-0.00062588i,-0.0016087+0.0015562i,0.00072765-0.00045869i,-0.0063998-0.013102i,0.0043-0.0015931i,-0.0033125+0.00078949i,-0.0015543+0.0018294i,0.0024857+0.0019377i,0.00010222-0.0011569i,0.00024043-0.0010087i,-0.00039827-0.0041314i,0.0010662+0.0047204i,0.0031608+0.0050167i,-0.00016707-0.020749i,-0.020006+0.014487i,0.0023378+0.029726i,-0.0034812+0.0033727i,0.0083238-0.0025873i,0.0032406-0.00068116i,-0.008003+0.005859i
-0.0097173-0.028678i,-0.011764-0.013588i,-0.014019-0.01536i,-0.0066246-0.0074468i,-0.018345-0.0044684i,-0.007854-0.00088476i,-0.015242-0.014709i,-0.012386-0.0010998i,-0.0096022+0.0015719i,-0.00081205-0.0016879i,0.00060387+0.00192i,0.001122-0.00057057i,0.0012695-0.0012112i,0.00071221-0.00070727i,-0.00081616+0.00012187i,-0.0012238-0.00096531i,0.0019398+0.00040216i,0.001029+0.00095836i,0.00047462+0.00057283i,0.00076915+0.0002333i,-0.0003481-0.00055462i,0.00048907+0.00085287i,-0.00062556-0.00071229i,-0.0017065-0.0029286i,-0.0016603+0.00035285i,0.00025474+0.00047686i,0.0010855-0.00083215i,-0.00027499-0.00025345i,-0.00042334-0.0006279i,-0.00011178+0.00098025i,-0.0035786+0.00061609i,-0.0029772-0.0015624i,-0.0010283-0.0015393i,-0.0001227+8.4946e-05i,-0.0041626-0.00097689i,-0.0035726-0.0070651i,3.8194e-05-0.0012381i,0.00013905+0.00020189i,-0.00093709-0.00014968i,-0.0037072+0.0021671i,0.00010915-0.0020369i,0.00075725-0.0016637i,-0.00033311+0.00051957i,0.0045669-0.0055811i,-0.021387-0.012303i,0.0069432-0.013987i,0.015393-0.021289i,-0.0024928-0.013449i,-0.0059886-0.0075304i,-0.0031164-0.023251i,0.016571-0.013038i,0.0033901-0.0091903i,0.0056044-0.0095243i,0.00057054-0.014266i,-0.0080065+0.0028637i,0.0018911+0.0071027i,-0.0074177+0.014925i,-0.0040367+0.00050965i,0.0030417+0.0016464i,0.012148+8.4316e-05i,0.00022089+0.0012812i,0.0011035+0.0033409i,0.0030565-0.00091639i,0.0021241-0.004237i,-0.00036036-0.003568i,0.0044612+0.0029881i,-0.0091477+0.00034538i,0.0038952+0.0044166i,-0.0061229-0.0033332i,0.0040141-0.0025569i,-0.0018816+0.0049433i,-0.0015946-0.00016236i,0.00088931-0.0051055i,-0.0017582+0.00015373i,0.0026837+0.0014778i,-0.0048463+0.0017382i,-0.002009-0.00057019i,-0.0011973+0.0012128i,-0.00019747-0.00070087i,-0.010286-0.009538i,0.0025897-0.003386i,-0.0029538+0.0013217i,-0.00066565+0.0022957i,0.0030847+0.00046724i,-0.00031244-0.0010386i,0.00094222-0.00059686i,-0.0012068-0.0039145i,0.0022124+0.0054418i,0.0038932+0.0045762i,-0.0033509-0.020227i,-0.018856+0.018777i,0.0050499+0.02788i,-0.0052544+0.0022931i,0.005487-0.0039721i,0.0036529-0.00086008i,-0.0085177+0.0054306i
-0.013669-0.026422i,-0.013172-0.012119i,-0.016182-0.012335i,-0.0077352-0.006882i,-0.018727-0.0014169i,-0.0083745+0.00035129i,-0.01726-0.012373i,-0.012226+0.00052997i,-0.0094357+0.0017075i,-0.00071654-0.0013869i,0.0015543+0.0015309i,0.0010864-0.0005866i,0.0011423-0.0013593i,0.00070676-0.0008543i,-0.000733+0.00022551i,-0.00083796-0.00089133i,0.0027633-0.0010276i,0.0013144+0.00043575i,0.00062447+0.00020928i,0.0010512+0.00024568i,-0.00059145-1.8797e-07i,0.00088164+0.00055917i,-0.00066528-0.00043768i,-0.0023374-0.0025058i,-0.0014926+0.00078358i,0.00049392+0.0003815i,0.00042723-0.00092056i,-0.00033307-1.0218e-05i,-0.00056221-0.00038399i,0.00035739+0.0010863i,-0.0031842+0.0019653i,-0.0031152-0.00048951i,-0.0017418-0.0010783i,-9.5114e-05+0.00010598i,-0.0042102+0.0006966i,-0.0045747-0.0056206i,-0.00022674-0.00085429i,0.00019295+0.00018916i,-0.00066524+4.0475e-05i,-0.0027503+0.0034963i,-0.00049404-0.001771i,0.00028947-0.0017227i,5.4743e-05+0.00055448i,0.0034918-0.0066643i,-0.022544-0.0088872i,0.0040423-0.014358i,0.011944-0.023605i,-0.0059401-0.012768i,-0.0075356-0.0084305i,-0.0097104-0.021286i,0.014304-0.01787i,0.0018045-0.011202i,0.005595-0.010853i,-0.0026093-0.015237i,-0.00812+0.0055806i,0.0039403+0.0056126i,-0.0016893+0.017028i,-0.0042868+0.0020923i,0.0034783+0.0016408i,0.010902-0.0035398i,0.00020535+0.0008851i,0.0023562+0.004636i,0.0023596-0.0021392i,0.0009835-0.0038628i,-0.0017723-0.0029992i,0.0050842+0.0010255i,-0.0068921+0.0032852i,0.0055542+0.0019593i,-0.0061703-0.00060478i,0.0023066-0.003062i,0.00055423+0.0049607i,-0.0016555+0.0004567i,-0.0015385-0.0053501i,-0.0020717+0.00014487i,0.0011365-5.583e-05i,-0.0036846+0.0033319i,-0.0025339+0.00020209i,-0.00075918+0.0015118i,-0.00063633-0.00041026i,-0.012274-0.0054217i,0.00043552-0.0041697i,-0.0027073+0.0016428i,0.00018257+0.0021741i,0.0031076-0.0010191i,-0.0002275-0.00093641i,0.0016611-0.0010498i,-0.0022051-0.0040421i,0.0035152+0.0051478i,0.0045462+0.0041457i,-0.0055216-0.018982i,-0.015697+0.024267i,0.0081255+0.025454i,-0.0076028+0.0024973i,0.0028107-0.0030583i,0.0035578-0.0013254i,-0.0092022+0.0056501i
-0.016807-0.023794i,-0.015164-0.010992i,-0.017267-0.0097731i,-0.0088148-0.0058717i,-0.018654+0.0021465i,-0.0084061+0.0017564i,-0.019044-0.0097332i,-0.011883+0.0019226i,-0.0097865+0.0022136i,-0.00041972-0.001411i,0.0020801+0.00065894i,0.0012019-0.00091291i,0.0010946-0.0014661i,0.00087427-0.0013512i,-0.00063835+0.00033729i,-0.00072354-0.00099419i,0.0032799-0.002861i,0.0011646-7.7289e-05i,0.00056421-0.0001152i,0.0014406-1.2112e-06i,-0.00053646+0.00039062i,0.00088319+0.00013994i,-0.00069222-0.00028281i,-0.0028581-0.002229i,-0.0012115+0.0011985i,0.00067309+0.00015721i,-2.4778e-05-0.00090418i,-0.00029345+0.00018527i,-0.0005801-0.00010169i,0.00092391+0.00091159i,-0.002282+0.0030138i,-0.0029724+0.00055171i,-0.0015206-0.00078791i,1.8212e-05+0.00011824i,-0.0034897+0.0019872i,-0.0052757-0.0039417i,-1.6758e-05-0.00070476i,0.00034731+0.00026812i,-0.00062689+1.5809e-06i,-0.0011778+0.0040461i,-0.00077734-0.0013839i,-0.00014983-0.0018701i,0.00034828+0.00038235i,0.0014177-0.0078567i,-0.023067-0.0055445i,0.0025526-0.014247i,0.0084049-0.025073i,-0.008986-0.010444i,-0.0083205-0.0080608i,-0.014694-0.016368i,0.010595-0.021975i,0.00019274-0.013648i,0.0054806-0.012678i,-0.0056719-0.014556i,-0.0063952+0.0087832i,0.0050543+0.0036759i,0.0036186+0.01628i,-0.0037747+0.0037039i,0.004445+0.0013128i,0.0088589-0.0065144i,1.5618e-05+0.00052221i,0.0046132+0.0045734i,0.0013207-0.002065i,0.00029685-0.0037013i,-0.0026783-0.0021025i,0.005088-0.00080729i,-0.0049315+0.0046011i,0.0058178-0.0010425i,-0.00594+0.0018342i,0.0016592-0.0027916i,0.0024139+0.0040095i,-0.0013603+0.00079601i,-0.0040593-0.0045943i,-0.0023352+0.0014716i,0.00010264+0.00039619i,-0.0020196+0.0041382i,-0.0024196+0.0012754i,-0.00022424+0.0019434i,-0.0006226-0.0002514i,-0.012863-0.0012097i,-0.0016877-0.0038712i,-0.0026412+0.002224i,0.00073613+0.0019753i,0.0025941-0.0026864i,-0.00026606-0.0013876i,0.0018822-0.00186i,-0.0034601-0.0033296i,0.0049579+0.0043366i,0.0054344+0.0036448i,-0.007318-0.01759i,-0.0091453+0.02744i,0.011159+0.022673i,-0.0094481+0.0037275i,0.0016588-0.0010362i,0.0034287-0.0015541i,-0.0098307+0.0065594i
