-0.032077-0.039533i,-0.021338-0.01995i,-0.012655-0.035904i,-0.029894-0.020274i,-0.021972-0.00016799i,-0.013904-0.0060275i,-0.055484-0.058516i,-0.047257-0.017018i,-0.038146-0.012568i,0.012264+0.012436i,-0.007447+0.004818i,-0.018894+0.019143i,0.0017653+0.012076i,-0.005355-0.0018604i,0.00019775+0.0014371i,-0.0020216+0.03119i,0.026219+0.025208i,0.0021079-0.002373i,-0.0021757-0.0073635i,0.0081715+0.0023076i,0.0028425+0.00086478i,-2.7081e-05+0.0029151i,-0.00033386+0.00034421i,-0.036991-0.011655i,0.00022783-0.0078055i,0.0015364+0.0022773i,0.0067844+0.00017276i,0.0020734+0.00035709i,0.0010313-0.00023664i,-0.00047877-0.0026838i,0.0013-0.0024993i,-0.0019168-0.0061829i,-0.00064554-0.0049229i,0.0026972-0.00071845i,0.0046693-0.0032155i,0.00029998+0.029789i,0.004142-0.0039662i,0.0029147-0.0015307i,0.008402-0.0016682i,-0.006685-0.0039887i,-0.00013508+0.00086213i,0.0091013-0.00049881i,0.004614-0.003177i,-0.0015101+0.0085764i,-0.017628-0.007253i,-0.018534+0.015913i,-0.0027879-0.061972i,-0.0052243-0.027082i,-0.026889-0.032449i,-0.011011-0.026674i,0.055516-0.020644i,0.017008-0.042705i,0.023144-0.048242i,0.0051384-0.052493i,0.026783-0.020839i,0.0083461+0.0059444i,0.02503-0.035122i,-0.0086261-0.0065433i,0.0042241-0.0048466i,-0.0044838-0.0072193i,-0.0015861-0.032772i,-0.018088+0.029751i,0.0089013-0.011732i,-0.0087278-0.0046511i,-0.0044539-0.0011942i,0.0017171-0.012545i,-0.010964+0.0043507i,0.0023568+0.010028i,-0.0052117+0.026177i,0.0052526+0.0030114i,-0.0054879-0.0014089i,-0.0019023-0.0019411i,-0.012366-0.0079487i,-0.00073984-0.0038978i,-0.021849+0.011546i,0.0012946-0.010818i,-0.0083418-0.00032244i,-0.0068193-0.0015157i,0.0053277+0.0013796i,-0.007816+0.00036375i,0.0022627-9.263e-05i,0.0035386+0.0071348i,0.0041969+0.00018251i,-0.0073834-0.011422i,0.0028288+0.0095379i,-0.015702+0.0039424i,0.0069264-0.00034234i,-0.021881-0.00021386i,-0.01722+0.0067392i,-0.0077974-0.067289i,0.0080881-0.013114i,-0.049541-0.02254i,-0.021281+0.00082786i,0.017295+0.010494i,-0.023835+0.014372i,-0.019999-0.0046921i
0.02373-0.026239i,0.01036-0.01553i,0.010541-0.019825i,0.0024848-0.010819i,0.00083048-0.01929i,-0.0052236-0.0041385i,0.012544-0.016518i,-0.0071728-0.013158i,-0.0099478-0.0093667i,0.0043669+0.0010605i,-0.00045617-0.00030666i,-0.0012958+0.001076i,0.0024861-0.00054349i,0.00016817-0.00077604i,-0.00030414-0.001193i,0.0021641-0.0036662i,-0.004523+0.0015005i,-0.001027+0.00020385i,0.00013822-0.00023487i,9.3986e-05+0.0017221i,-0.00054819+0.0022824i,-0.00078011+0.00085026i,0.00117+0.00045954i,-0.0021742+0.0038091i,-0.00015127-0.0043805i,-0.00040218-0.0001473i,-0.00024143+0.00063164i,0.00089436-0.0007521i,0.0008958-0.00032997i,0.00032353-0.00092787i,0.0023234-0.0017851i,0.0032413-0.00030415i,0.0014935+0.00055772i,0.00015195-0.00076729i,0.002517-0.00084848i,0.0047726-0.0012281i,0.0020765+0.0015682i,-7.9908e-05+3.7992e-06i,0.0002395-0.001777i,0.00078908-0.0015518i,0.001234+0.0024367i,0.00065646+0.0021935i,0.00072096-0.0016739i,0.0037228+0.0028335i,-8.9304e-05-0.026387i,0.0062741+0.0022557i,0.02125+0.0042744i,0.0047988+0.0067123i,-0.0090581-0.021542i,0.0079515+0.0072644i,0.012454+0.016427i,0.0019487+0.016605i,0.018991+0.0059086i,0.0029081+0.0073384i,0.0005817-0.0085934i,0.0016908-0.0030593i,0.0013943-0.0049597i,0.0080074+9.9089e-06i,0.001196+0.0042906i,-0.0074407+0.012115i,-0.004065-0.0065562i,0.0048373+0.0083225i,-0.0034779-0.0013105i,0.00017292+0.0015665i,-3.4421e-05+0.0017855i,-0.0024219-0.0026962i,0.0053402-0.0030851i,-0.006318-0.00063838i,0.0033105-0.00038389i,-0.0068267+0.0043621i,-0.0017956+0.00025254i,0.0010545-0.00083064i,-0.0057089-0.0016049i,-0.0034192-0.00082899i,-0.0077999-0.0084272i,0.0042478-0.0029562i,-0.0028307-0.00071516i,-0.0011175+0.0017404i,-0.0027164+0.0032056i,0.0095958+0.0020244i,-0.0050452+0.0014008i,-0.0014512-0.005173i,-0.0026402-0.0012071i,-0.0023826-0.00088937i,0.0032198-0.0034623i,0.0031675+0.00090028i,0.0023069-0.0010989i,0.00073505+0.005019i,0.00077329+0.0043948i,0.020979-0.0082679i,-0.024233-0.0020446i,-0.031547+0.019921i,-0.0065191+0.01185i,0.0017062+0.0024913i,0.0073357-0.004443i,-0.013296-0.0012724i
0.018518-0.028785i,0.0073351-0.0178i,0.0067403-0.021011i,0.00039333-0.010367i,-0.0034397-0.019278i,-0.005333-0.0033204i,0.0081098-0.019775i,-0.0090373-0.011165i,-0.011226-0.007481i,0.0048353-0.0015764i,-0.00053758-0.00056239i,-0.00054976+0.0015448i,0.0017207-0.00096232i,0.00029731-0.0004375i,-0.00042946-0.0011421i,0.0015055-0.0036863i,-0.0036037+0.0025879i,-0.0016519+0.00026531i,-0.00011929-0.0002714i,0.00051393+0.0015505i,0.0003423+0.0023869i,-0.00046842+0.0010068i,0.001307+5.6776e-06i,7.558e-05+0.0035554i,-0.0015094-0.00413i,-0.00034934+5.5266e-05i,0.00019574+0.0012298i,0.00054997-0.00081778i,0.00068321-0.00046683i,0.00011576-0.00081017i,0.0014143-0.0026209i,0.0031881-0.0014255i,0.0017568+0.0001457i,-0.0001954-0.00070828i,0.0025676-0.0019298i,0.0048968-0.0024141i,0.0015833-0.0010631i,-8.905e-05-5.421e-05i,5.3872e-05-0.0014844i,0.00017267-0.0023053i,0.0019896+0.0019768i,0.0015411+0.0014127i,0.00021929-0.0015447i,0.0047789+0.0022153i,-0.0041776-0.02507i,0.0066569+0.0024751i,0.022135+0.0013884i,0.0071142+0.0031586i,-0.013858-0.017376i,0.011767+0.0038186i,0.015885+0.011941i,0.0052601+0.012105i,0.017361-0.0017936i,0.0065572+0.0030127i,-0.0024785-0.008451i,-0.0012378-0.0034898i,-0.00062998-0.0060927i,0.0059773-0.002391i,0.0022677+0.0035145i,-0.0016123+0.014364i,-0.0054025-0.0032847i,0.0060044+0.006223i,-0.0035554+0.0004261i,0.0010552+0.0022685i,0.0012942+0.0017506i,-0.0040209-0.0017747i,0.0053106-0.0063242i,-0.0064392+0.0009592i,0.0037083-0.0021561i,-0.0036749+0.0069925i,-0.0014314-0.00037868i,0.0002679-0.0014845i,-0.0047519+0.0017884i,-0.0030299+6.5565e-05i,-0.0090993-0.0040397i,0.0020329-0.0038456i,-0.0024311+0.00025076i,-0.0014875+0.0011152i,-0.0013942+0.0038217i,0.011168-0.0022198i,-0.0040375+0.0036688i,-0.0031033-0.0043616i,-0.002287-0.00043027i,-0.0025321+0.00041121i,0.00049621-0.0035272i,0.0036822-0.00051581i,0.002213-0.0012077i,0.0011532+0.0035865i,0.00045797+0.0041309i,0.01781-0.013317i,-0.022897+0.0029987i,-0.028932+0.02686i,-0.0047131+0.0092406i,0.0031754+0.0044551i,0.004867-0.0046467i,-0.014898+0.001596i
0.013822-0.030304i,0.0034558-0.019658i,0.002901-0.021526i,-0.0011781-0.0095276i,-0.0075983-0.018317i,-0.0053107-0.0028993i,0.003299-0.021715i,-0.010302-0.0092527i,-0.012207-0.0054915i,0.0034503-0.0031793i,-0.00098991-0.0006503i,0.00036948+0.0017341i,0.0012582-0.00077651i,0.00077552-0.00027964i,-0.00066136-0.0010922i,0.00086015-0.0037793i,-0.0024968+0.0031026i,-0.0019589+0.00051598i,-0.00037396-0.00015046i,0.00085907+0.0011525i,0.0012446+0.0017641i,-0.00031134+0.0010195i,0.0012682-0.00052143i,0.0017919+0.0024379i,-0.0030174-0.0042406i,-0.00018468+0.000152i,0.00096956+0.0011133i,0.0002244-0.0008017i,0.0005885-0.00050665i,-0.00016876-0.00081023i,0.00041281-0.0030618i,0.0026772-0.002691i,0.0017569-0.0005273i,-0.00043652-0.00045746i,0.0019277-0.003189i,0.0044411-0.004287i,0.0011232-0.00083017i,-0.00018311-1.4451e-06i,-0.00022123-0.0014227i,-0.00077004-0.0025684i,0.0027037+0.0011585i,0.0017498+0.00055118i,-0.00012622-0.0013992i,0.0055587+0.00083742i,-0.007692-0.023575i,0.0087555+0.0023984i,0.023077-0.0017366i,0.0076895-0.0003132i,-0.016084-0.012337i,0.014829-0.0007923i,0.017719+0.0071595i,0.0074762+0.0080273i,0.013909-0.0065574i,0.0079933-0.00035863i,-0.0053561-0.0068535i,-0.0038539-0.0020773i,-0.0040895-0.0063751i,0.0033886-0.0035001i,0.0023653+0.002448i,0.0035057+0.013715i,-0.0050422-0.00065767i,0.0058294+0.003815i,-0.0032787+0.0025291i,0.0021677+0.0023662i,0.0019599+0.0010179i,-0.0048904+0.000206i,0.003282-0.0081389i,-0.005502+0.0026099i,0.0028985-0.0033324i,0.0005336+0.0073761i,-0.001861-0.00096027i,-0.00053775-0.0012762i,-0.0028034+0.0034101i,-0.0021925+0.00072755i,-0.0090254-0.00026106i,0.00094332-0.0043304i,-0.0018098+0.00073167i,-0.0014871+0.0016116i,0.0003544+0.0035595i,0.0099362-0.0065798i,-0.0019113+0.0049635i,-0.00454-0.0027589i,-0.0019445-0.00038903i,-0.0017925+0.0012969i,-3.99e-05-0.0025588i,0.002955-0.0017792i,0.0022491-0.0015067i,0.00073576+0.0025996i,0.00048744+0.0043162i,0.01506-0.01652i,-0.020028+0.0065331i,-0.022676+0.032762i,-0.0047805+0.0073346i,0.0055381+0.0046455i,0.0029112-0.0033057i,-0.014301+0.0046253i
0.0091886-0.031707i,-0.00069729-0.020071i,-0.0008701-0.021825i,-0.0020232-0.0089935i,-0.011379-0.016129i,-0.0055053-0.0027049i,-0.0020623-0.021981i,-0.011067-0.0073813i,-0.012509-0.0031394i,0.0021171-0.0037581i,-0.0015821-0.00011365i,0.0011667+0.0011094i,0.0012283-0.00059011i,0.0010338-0.00084623i,-0.00093549-0.00084375i,8.7348e-05-0.0036109i,-0.0015659+0.0031126i,-0.0019817+0.0011368i,-0.00044892+0.00024551i,0.00093195+0.00066642i,0.0015363+0.00087512i,-0.00031683+0.0011159i,0.0009294-0.0009046i,0.0028426+0.00031695i,-0.0044671-0.0020649i,-0.00015561+0.00015255i,0.0012392+0.00066305i,-4.8023e-06-0.00072199i,0.00049927-0.00073875i,-0.00062054-0.00060701i,-0.00075789-0.003196i,0.0015216-0.0035823i,0.0016236-0.0011672i,-0.0004695-0.0003038i,0.00047451-0.0042873i,0.0032087-0.0058914i,0.0012452-0.00067539i,-0.00014556+0.00023506i,-0.00054329-0.0011981i,-0.0018603-0.0025157i,0.0028294+0.00018903i,0.0016839-1.1481e-05i,-0.00053325-0.0010879i,0.0055363-0.00039947i,-0.010722-0.021869i,0.011444+9.0413e-05i,0.023451-0.0056441i,0.0078843-0.0030746i,-0.015333-0.0071812i,0.01589-0.0073636i,0.018457+0.0025053i,0.0087307+0.003275i,0.010956-0.0094728i,0.0094443-0.0036104i,-0.0067582-0.0040873i,-0.00537+0.00051537i,-0.0080333-0.0050944i,0.0011856-0.0036054i,0.0021814+0.002088i,0.0071177+0.011948i,-0.0039918+0.0012006i,0.0046739+0.001631i,-0.00067079+0.0044795i,0.003506+0.0021367i,0.0026081+0.00036899i,-0.004606+0.002413i,0.000837-0.0094393i,-0.0043754+0.0034018i,0.0019106-0.0043227i,0.0034053+0.0047813i,-0.0027825-0.0009491i,-0.00085991-0.00094616i,-0.00081326+0.0045689i,-0.0015285+0.00086727i,-0.0071416+0.0035713i,-0.00088736-0.0051705i,-0.0010197+0.00077803i,-0.0011833+0.001527i,0.0013907+0.0023188i,0.0076891-0.010382i,0.00083914+0.0052148i,-0.0045533-0.00091786i,-0.0021862-0.00027978i,-0.0011893+0.001688i,-0.00026772-0.0022731i,0.0020771-0.0020187i,0.002329-0.0020221i,0.00035368+0.0025911i,0.00088914+0.0047215i,0.011746-0.020103i,-0.017803+0.0071781i,-0.015103+0.035183i,-0.005057+0.0073176i,0.0073986+0.0039843i,0.0025603-0.0016365i,-0.012353+0.006465i
0.0041303-0.03248i,-0.0046485-0.019235i,-0.004952-0.021179i,-0.0031336-0.0090683i,-0.013738-0.013353i,-0.0059764-0.0024977i,-0.006612-0.020557i,-0.011464-0.0057078i,-0.01207-0.0010119i,0.0006816-0.003706i,-0.0016308+0.00079963i,0.0013624+0.000421i,0.0013399-0.00062592i,0.00050972-0.0010783i,-0.0010243-0.00043278i,-0.00074534-0.0031968i,-0.00090486+0.0030248i,-0.0011732+0.0022661i,-0.00025774+0.00038012i,0.00068755+0.0003162i,0.0013795+8.4215e-05i,1.5333e-05+0.0011234i,0.00056969-0.0010459i,0.0021927-0.0017516i,-0.0041525+0.00022913i,-0.00014205+0.00020643i,0.001412+0.00034877i,-7.6286e-05-0.00053017i,0.00014632-0.00096113i,-0.00083275-7.7857e-05i,-0.00198-0.0027045i,0.00018448-0.0039275i,0.00091153-0.0018243i,-0.0005093-0.00011247i,-0.0017194-0.0041543i,0.0013138-0.0069007i,0.001688-0.0014338i,6.1002e-05+0.0001458i,-0.00062181-0.00094862i,-0.0029866-0.0018868i,0.0024984-0.00089158i,0.0015612-0.00048624i,-0.00077582-0.00073839i,0.0054443-0.0013474i,-0.013199-0.020136i,0.012658-0.0038566i,0.023056-0.0099272i,0.0078706-0.0067695i,-0.012469-0.0031843i,0.014124-0.014451i,0.018305-0.0016904i,0.0079673-0.0012524i,0.007643-0.010883i,0.01016-0.0075837i,-0.0069788-0.0023764i,-0.0053049+0.0036864i,-0.011678-0.0014704i,-0.00075358-0.0031212i,0.0021892+0.0020441i,0.010661+0.0091816i,-0.0025944+0.0021873i,0.002854+0.0010409i,0.0025692+0.0033416i,0.0049788+0.00081422i,0.0030287-0.00071115i,-0.0032103+0.0046526i,-0.0025747-0.010598i,-0.0036475+0.0046126i,0.00013418-0.0053481i,0.0037598+0.0026834i,-0.0036256-3.3604e-05i,-0.0011159-0.0007569i,0.0029802+0.0038535i,-0.0012198+0.00033851i,-0.003538+0.0057513i,-0.0047116-0.0043031i,-0.00059684+0.00037207i,-0.00090729+0.0014342i,0.0014748+0.0011331i,0.003815-0.013566i,0.0033541+0.0037875i,-0.0038569+0.00023502i,-0.0020917+0.00027932i,-0.00064837+0.0022773i,-0.00088175-0.0017219i,0.0011607-0.0021647i,0.0018582-0.0027249i,0.00011802+0.0027453i,0.0016172+0.0049346i,0.0071687-0.02261i,-0.018783+0.0074993i,-0.0084585+0.034545i,-0.0042843+0.0069901i,0.0088474+0.0023999i,0.0031708-0.00086259i,-0.010449+0.0074718i
-0.00050628-0.032187i,-0.0078626-0.017691i,-0.0085108-0.019664i,-0.0045362-0.0086967i,-0.015766-0.010823i,-0.0065431-0.0022056i,-0.0098404-0.018737i,-0.011833-0.0043038i,-0.0111+0.00056884i,-0.000134-0.0029184i,-0.00092777+0.0015611i,0.0013195+4.0201e-06i,0.0012917-0.00074554i,0.00033538-0.00081155i,-0.00093195-0.00022846i,-0.0013355-0.0024771i,1.6871e-05+0.0024578i,-0.00011201+0.002158i,-0.00012357+0.00047919i,0.00050146+0.00028902i,0.00098105-0.00045915i,0.00019987+0.00093661i,0.00016287-0.001196i,0.00081647-0.0029552i,-0.0028097+0.00079938i,-0.00015055+0.00037146i,0.0016349-0.00023749i,-0.00015378-0.00048218i,-0.00022337-0.00091325i,-0.00074574+0.00037041i,-0.0028817-0.0017614i,-0.0012951-0.003735i,0.00028029-0.0018975i,-0.00035831+6.1448e-05i,-0.003031-0.0030016i,-0.0004731-0.0069885i,0.00097393-0.0027548i,2.6696e-05+8.7501e-05i,-0.00069133-0.00083703i,-0.0038727-0.00067359i,0.0018158-0.0016151i,0.001322-0.00088772i,-0.00088712-0.00021982i,0.0053775-0.0026088i,-0.015706-0.01853i,0.012226-0.0080119i,0.021752-0.014252i,0.0057037-0.010708i,-0.0079953-0.0026451i,0.008793-0.020004i,0.017797-0.0053369i,0.0065649-0.004059i,0.0051788-0.010082i,0.0093394-0.01193i,-0.0072813-0.00067356i,-0.0034165+0.0062495i,-0.013167+0.0040868i,-0.0024162-0.0022878i,0.0024812+0.002067i,0.011867+0.0047319i,-0.0012515+0.0022015i,0.0015399+0.0011233i,0.0028978+0.0011666i,0.0051837-0.0015288i,0.0027904-0.0024866i,-0.00017378+0.0058344i,-0.0073508-0.0087195i,-0.0017936+0.0064681i,-0.0046448-0.0047777i,0.0045763+0.0014504i,-0.0039433+0.0014482i,-0.001203-0.00048748i,0.0043289+0.00028004i,-0.001067-2.3235e-05i,0.00062265+0.0053764i,-0.0045878-0.00060313i,-0.00060111-0.00013739i,-0.0010609+0.0012047i,0.0013429+0.00025407i,-0.0014654-0.014845i,0.0045856+0.0010995i,-0.0033781+0.0005736i,-0.0018904+0.00078945i,0.00072576+0.0025314i,-0.00055382-0.00048372i,0.0003528-0.0018251i,0.0010032-0.0033931i,-0.00018135+0.0029549i,0.0023015+0.0048215i,0.0020708-0.022916i,-0.020165+0.010387i,-0.0031008+0.033791i,-0.0038508+0.0056405i,0.009666+0.00030157i,0.0037017-0.001121i,-0.0085787+0.0074069i
-0.0049384-0.031602i,-0.010231-0.015804i,-0.01154-0.017733i,-0.0056727-0.0080343i,-0.017488-0.0077518i,-0.0072243-0.001694i,-0.012619-0.017036i,-0.012216-0.0027934i,-0.010042+0.0013479i,-0.00042511-0.0021674i,-6.9008e-06+0.0018745i,0.0011978-0.00025229i,0.0013545-0.00096351i,0.00052104-0.00071362i,-0.00088-5.1775e-05i,-0.001561-0.0016806i,0.0007515+0.0014015i,0.00051071+0.001831i,9.1438e-05+0.00060914i,0.00054675+0.0003489i,0.00047458-0.00071552i,0.00023296+0.00091908i,-0.00028052-0.0010304i,-0.00056129-0.0031906i,-0.0023557+0.0011785i,1.7366e-05+0.00052936i,0.0012982-0.00071529i,-0.00024373-0.00036184i,-0.00040025-0.00078542i,-0.00048002+0.00074143i,-0.0033019-0.00064454i,-0.0023118-0.0027931i,-0.00023679-0.0020563i,-0.00019992+0.00010387i,-0.003743-0.0018116i,-0.0022527-0.0065415i,0.00021096-0.0018236i,6.8642e-05+0.00016456i,-0.00097026-0.00062689i,-0.0042162+0.00094484i,0.0011051-0.0021282i,0.00096134-0.0011535i,-0.00074276+0.00029685i,0.0049993-0.0038185i,-0.018526-0.016414i,0.010189-0.011642i,0.019496-0.018236i,0.0020482-0.013139i,-0.0056383-0.0052972i,0.0026582-0.022483i,0.017488-0.008959i,0.0056146-0.0066754i,0.005132-0.0094884i,0.0080925-0.015618i,-0.0076375+0.00081063i,-0.00061937+0.0073189i,-0.011723+0.010301i,-0.0037945-0.00089813i,0.0028029+0.0018541i,0.011629+0.0018469i,-0.00041562+0.0017691i,0.00037513+0.0018725i,0.002702+0.00034664i,0.0038672-0.0034635i,0.0011115-0.0037586i,0.0026238+0.0048987i,-0.0096886-0.0039392i,0.0017957+0.0065171i,-0.002055-0.0019689i,0.0048941-0.0006086i,-0.0035215+0.0031398i,-0.0012977-0.00034919i,0.0037869-0.0025827i,-0.0014574-0.00010871i,0.0024822+0.0026574i,-0.0044934+0.000102i,-0.00097324-0.00062836i,-0.0010565+0.0015898i,0.00083199-0.0004625i,-0.0075692-0.013178i,0.0040842-0.0015559i,-0.0032737+0.00098907i,-0.0015634+0.0016158i,0.0019833+0.0018358i,-1.3795e-05-0.00093307i,0.00018969-0.0010304i,9.008e-05-0.0035585i,-0.00020596+0.0036438i,0.0031058+0.0045718i,-0.0012484-0.02197i,-0.020114+0.014442i,0.0016771+0.032093i,-0.0045029+0.003951i,0.0090507-0.0027147i,0.0035872-0.0011177i,-0.0076339+0.0063482i
-0.0096043-0.030425i,-0.011998-0.013887i,-0.014217-0.015421i,-0.0066529-0.0075438i,-0.018443-0.004399i,-0.0079323-0.0008673i,-0.01527-0.015101i,-0.012356-0.0012517i,-0.0092252+0.0016681i,-0.00044026-0.0017326i,0.00085734+0.0017465i,0.0011112-0.00051157i,0.001284-0.0011245i,0.00060241-0.00089717i,-0.00079777+0.0001275i,-0.001349-0.0010369i,0.0014167+0.00026719i,0.0011536+0.001545i,0.00046547+0.00051864i,0.00073786+0.00025989i,-0.00031958-0.00058875i,0.00050378+0.00088524i,-0.00056496-0.00074487i,-0.0016315-0.002909i,-0.0016523+0.0017298i,0.00021456+0.00050037i,0.00080004-0.0010085i,-0.00029043-0.00030139i,-0.00049408-0.00055948i,-0.00012216+0.00090396i,-0.0033953+0.00055188i,-0.0028572-0.0016661i,-0.0012875-0.0027183i,-9.5848e-05+4.1936e-05i,-0.0041585-0.00040201i,-0.0037553-0.0052138i,-0.00015504-0.0011638i,0.00016815+0.00021411i,-0.0010474-0.00010331i,-0.0039464+0.0025901i,0.00017787-0.0021483i,0.00053128-0.0014708i,-0.00034888+0.0006021i,0.0041973-0.0046687i,-0.020897-0.013373i,0.0069235-0.014114i,0.016252-0.021487i,-0.0019567-0.013886i,-0.0058899-0.007354i,-0.0036991-0.023193i,0.01666-0.013421i,0.0039997-0.0095253i,0.0055638-0.010393i,0.0055561-0.019672i,-0.0082298+0.002668i,0.0020862+0.0068336i,-0.007313+0.014926i,-0.0042154+0.00075292i,0.0029998+0.0016512i,0.012239-0.00032203i,7.509e-06+0.001362i,0.00045326+0.0033016i,0.0031518-0.00059088i,0.0021637-0.0040654i,-0.00054065-0.003696i,0.0043321+0.0030936i,-0.0092276+0.00039814i,0.0045061+0.004604i,-0.0033879-0.0012457i,0.0037675-0.0024928i,-0.0019812+0.0047187i,-0.0016536-0.00017315i,0.001428-0.0052045i,-0.0018608+0.00017104i,0.0022377+0.00046627i,-0.004307+0.0018862i,-0.0017367-0.00067131i,-0.00057776+0.0016411i,-0.00016333-0.00069362i,-0.011237-0.0094383i,0.0024742-0.0031013i,-0.002928+0.0013156i,-0.00065816+0.0020767i,0.0024952+0.00047393i,-9.0597e-05-0.00075946i,0.00080055-0.00068729i,-0.00075869-0.0035166i,0.00032698+0.0043951i,0.0036427+0.0042025i,-0.0045639-0.021154i,-0.018974+0.018805i,0.0063792+0.029499i,-0.0064607+0.0030811i,0.0058719-0.004425i,0.0040971-0.0013786i,-0.0081306+0.0057948i
-0.014072-0.028137i,-0.01355-0.012296i,-0.016183-0.012508i,-0.0078211-0.0069499i,-0.018825-0.0012549i,-0.0084236+0.0003819i,-0.017486-0.012843i,-0.012275+0.00032633i,-0.0089808+0.0016907i,-0.00042524-0.0014796i,0.0015715+0.0012759i,0.0010713-0.00053904i,0.0012088-0.001347i,0.00057655-0.00094899i,-0.00073214+0.00023091i,-0.00098281-0.00095567i,0.0022145-0.0012698i,0.0016241+0.0011239i,0.00061283+0.00014694i,0.0010081+0.0002562i,-0.00059534-6.5904e-05i,0.00095444+0.00056382i,-0.00062411-0.00047941i,-0.002325-0.0025034i,-0.0011381+0.0019138i,0.00039976+0.00043066i,0.00032364-0.00097288i,-0.00035346-1.8019e-05i,-0.00058572-0.00034345i,0.00035044+0.00099221i,-0.0030136+0.0018164i,-0.0031487-0.00058037i,-0.0018969-0.0010926i,-0.00012644+8.7261e-05i,-0.0040033+0.0011868i,-0.0043366-0.0034358i,-0.00028728-0.00087059i,0.00021279+0.00014061i,-0.00071145+0.00012166i,-0.0026896+0.0041161i,-0.00035356-0.0018681i,0.00010525-0.0015111i,9.2168e-05+0.00061184i,0.0035158-0.0053562i,-0.022192-0.0099801i,0.0039925-0.014402i,0.012836-0.023608i,-0.0058577-0.013137i,-0.0074224-0.0083975i,-0.010131-0.021188i,0.0142-0.018193i,0.0022473-0.011885i,0.0054551-0.011539i,0.00095567-0.022708i,-0.0084636+0.0051812i,0.0039831+0.0052299i,-0.0015922+0.016946i,-0.0040627+0.002354i,0.0034014+0.0017219i,0.011761-0.004369i,0.00011868+0.00090458i,0.0016024+0.0045041i,0.0025111-0.0018001i,0.00091414-0.0039043i,-0.0019271-0.0030563i,0.0050652+0.0011676i,-0.006825+0.0032678i,0.0059977+0.0018725i,-0.0027597-0.00091117i,0.0021916-0.003017i,0.00040861+0.0049259i,-0.0016799+0.00045756i,-0.0017222-0.0054282i,-0.0021181-0.00024627i,0.00090558-0.00032i,-0.0032879+0.0033762i,-0.0024922+2.5639e-05i,-0.00070482+0.001894i,-0.00061619-0.00029912i,-0.013331-0.0051302i,0.00060084-0.0038188i,-0.0026973+0.0016853i,0.00013957+0.0019777i,0.0023262-0.00073116i,-9.8413e-05-0.00075377i,0.001417-0.0010277i,-0.0017683-0.0037974i,0.0010755+0.0047562i,0.0043795+0.0039148i,-0.0068535-0.019448i,-0.01573+0.024359i,0.0096432+0.026251i,-0.0085978+0.0038195i,0.0028047-0.0031948i,0.0040646-0.0025392i,-0.0089721+0.0059767i
-0.017501-0.025136i,-0.015606-0.011021i,-0.017299-0.0099742i,-0.008895-0.0059417i,-0.018682+0.0023049i,-0.0084376+0.0017985i,-0.019395-0.010151i,-0.012016+0.0018082i,-0.0093768+0.0019861i,-0.00018713-0.0014844i,0.0019991+0.00052241i,0.0011865-0.00086112i,0.0010247-0.0015098i,0.00081687-0.0014304i,-0.00066955+0.00034415i,-0.00088337-0.0010195i,0.0026006-0.0030185i,0.0017743+0.00036577i,0.00053559-9.0561e-05i,0.0014246+3.6694e-05i,-0.00057784+0.0003476i,0.0009489+0.00010993i,-0.00066528-0.00030796i,-0.0028378-0.0022256i,-0.0006924+0.0020563i,0.00059292+0.0002504i,3.272e-05-0.00091043i,-0.00030502+0.00026065i,-0.00059808-5.9723e-05i,0.00086031+0.00080812i,-0.0021595+0.0028071i,-0.0029787+0.00045841i,-0.0011682-0.00089781i,-1.2262e-05+0.00012902i,-0.003132+0.0023697i,-0.0040084-0.0024i,-8.3893e-05-0.00072218i,0.00027761+0.00021127i,-0.00065034+4.8502e-05i,-0.00087262+0.0047018i,-0.0006758-0.0015574i,-0.0002132-0.0015643i,0.00042653+0.00038635i,0.0024936-0.0067937i,-0.022906-0.0067869i,0.0026219-0.014119i,0.0093944-0.025263i,-0.0091338-0.010786i,-0.0081741-0.0079984i,-0.015144-0.016292i,0.010427-0.022232i,0.00035925-0.014297i,0.0054469-0.013503i,-0.0043693-0.023329i,-0.0070624+0.0086929i,0.0048001+0.0033741i,0.0036001+0.015957i,-0.0034336+0.0037892i,0.0044754+0.0014078i,0.0072079-0.0088329i,-6.0593e-05+0.00057869i,0.0035679+0.0044301i,0.0015227-0.0018699i,8.1822e-05-0.0036903i,-0.0028096-0.002144i,0.005129-0.00066021i,-0.004896+0.004521i,0.0062247-0.0014432i,-0.0041334-7.0018e-05i,0.0014913-0.0027588i,0.0021152+0.0038996i,-0.0013504+0.0007949i,-0.0039428-0.0041367i,-0.0040632+0.002025i,0.00027764+0.00025756i,-0.0016595+0.0041513i,-0.0025216+0.0010706i,-0.00041368+0.002534i,-0.00059879-0.00015605i,-0.013872-0.00056845i,-0.0014204-0.0036588i,-0.0024406+0.0023283i,0.0006585+0.001903i,0.0022845-0.0016901i,-0.00010902-0.0012451i,0.0016263-0.0017366i,-0.0029504-0.0031045i,0.0022771+0.0047879i,0.0052151+0.003346i,-0.008582-0.01759i,-0.0092134+0.027535i,0.012246+0.02269i,-0.010033+0.0056076i,0.0015438-0.0010537i,0.0028345-0.0036583i,-0.009494+0.0068454i
