-0.0065359-0.039577i,-0.012401-0.043204i,0.0019393-0.045851i,-0.027318-0.027457i,-0.020544+0.014361i,-0.032339-0.03252i,-0.05932-0.061969i,-0.021433-0.073177i,-0.034686-0.050748i,0.00091199+0.014599i,-0.0071156+0.010861i,-0.015072+0.013781i,0.0016364+0.016413i,-0.003878-0.003719i,0.0005084+0.0065126i,5.4917e-05+0.039078i,0.019307+0.059072i,0.00050088-0.0003152i,-0.0048549-0.0080804i,0.0086688+0.0049489i,0.0013775+0.00095737i,-0.00089221+0.0036983i,0.00014346-0.0013908i,-0.0362-0.0099771i,-0.0024834-0.0075029i,-0.00019978+0.004739i,0.0051894+2.1972e-05i,0.00040967+0.00059951i,-0.00021292-0.0012086i,0.00012699-0.0025912i,-0.0011035-0.0059366i,-0.0023963-0.0038993i,-0.00053329-0.0076439i,0.0031936-0.0014454i,0.0031424-0.0023715i,-0.0016063+0.034404i,0.0060843-0.0041398i,0.003717-0.0023349i,0.0051062+0.00023683i,-0.013814-0.0050117i,-0.00010076+0.00068298i,0.0096435-0.00042578i,0.0059493-0.0011821i,-0.0039698+0.0035219i,0.0036138+0.0025949i,-0.0038239+0.0091191i,0.015315-0.086891i,-0.0065866-0.047483i,-0.024222-0.038468i,-0.019456-0.041492i,0.064225-0.015816i,0.028308-0.060974i,0.03883-0.044565i,0.029819-0.056522i,0.019199-0.015523i,0.0084824+0.0098766i,0.024669-0.032625i,-0.0074763-0.0048802i,0.002412-0.0024418i,-0.0046446-0.0060349i,0.0015413-0.032318i,-0.024554+0.031106i,0.0077326-0.0097023i,-0.011282-0.0015517i,-0.0052391-0.0011178i,-0.00095898-0.013479i,-0.010297+0.0040716i,0.0035135+0.0082319i,-0.010953+0.031364i,0.0057116+0.0078062i,-0.0052658-0.0014928i,-0.002056-0.0020269i,-0.011367-0.0074945i,0.00099319-0.0037266i,-0.035242+0.004549i,0.0024072-0.012308i,-0.0089123-0.0023122i,-0.0066667-0.003267i,0.0063931+0.0014358i,-0.0097357+0.0014684i,0.0011253+0.00084916i,0.0054642+0.0090637i,0.0047689+0.00033978i,-0.0084941-0.0090628i,0.0026706+0.0085891i,-0.019224+0.0064429i,0.0070869+0.0031543i,-0.028888-0.0087327i,-0.034001+0.0022222i,0.025816-0.077643i,0.012575-0.010131i,-0.042528-0.027522i,-0.022843-0.0040326i,0.017889+0.01275i,-0.026978+0.012041i,-0.011017-0.0087675i
0.0086552+0.012569i,0.040268-0.0096605i,0.025342-0.03219i,-0.0026911-0.01304i,-0.0081894-0.016865i,-0.0080211-0.023071i,0.016571-0.015913i,0.028881-0.011423i,0.0084665-0.015849i,0.0065712+7.9372e-05i,0.0020254-0.0031297i,-0.0017802-0.0015817i,0.0017232-0.0028064i,-7.0412e-05-0.0017839i,-0.0018769-0.0018994i,0.0051365-0.0055189i,-0.0048881+0.0008513i,-0.0020324-0.00022558i,0.00088207+0.00046246i,0.0013909+0.0014744i,0.00019915+0.0024723i,-0.00058878+0.00070859i,0.0014169+0.0019379i,-0.000506+0.004805i,-0.00012383+0.00033605i,-0.00060591+0.0015441i,-0.0012761+0.00022507i,0.00062075-0.0003325i,-8.9543e-05+0.00020946i,-0.00033204-0.00052298i,0.0010763-0.0012242i,0.0020314+6.43e-05i,0.0015124+3.4732e-05i,-1.9036e-05-0.00087873i,0.0010809+0.00078726i,0.0048283-0.0030725i,-0.0011656+0.0010322i,0.00043596+0.00016696i,-0.00029017-0.00042443i,7.907e-05-0.00089171i,0.0022373+0.0011151i,0.0017681+0.00065671i,0.0027258-0.0072914i,0.0025837+0.0021552i,0.0075441+0.011387i,0.014826+0.026016i,0.040987+0.018953i,0.02506+0.0031896i,0.00035218-0.01575i,0.01896-0.0021999i,0.021439+0.01744i,0.017031+0.019624i,0.017437+0.024832i,-0.0081957+0.031886i,0.0023185-0.0061806i,0.0018652-0.0035388i,0.0045849-0.0060568i,0.0092513-0.001634i,0.0014231+0.0042188i,-0.010035+0.0081635i,-0.0050426-0.0072828i,0.0032351+0.014582i,-0.0028039-0.0019161i,0.00086531+0.0024803i,-0.00090376+0.0011873i,0.0016678-0.0033635i,0.0065087-0.0023121i,-0.0037585-0.00059147i,0.0046139-0.0015877i,-0.0067576+0.0001166i,-0.0019843+0.00086206i,0.00040375+7.1729e-05i,-0.0058407-0.0021234i,-0.0034821-0.0025618i,-0.014635-0.01117i,0.0032209-0.0024694i,-0.0036121+0.0011217i,-0.0010139+0.0017808i,-0.0047392+0.0030581i,0.005805+0.0018751i,-0.0089302-0.0015189i,-0.0010166-0.0052111i,-0.0026214-0.00070058i,-0.005158-0.00070615i,0.0053124-0.00469i,0.0036477+0.0021757i,0.0027605-0.0020039i,0.0026897+0.0096593i,0.0057106+0.0014219i,0.026719+0.022144i,-0.022789-0.0024027i,-0.027315+0.015939i,-0.0052948+0.014566i,0.0011198+0.00035987i,0.0060173-0.0078321i,-0.0096953+0.00346i
0.0098496+0.011533i,0.037827-0.016157i,0.01887-0.035698i,-0.0054085-0.011715i,-0.012359-0.01547i,-0.011587-0.021139i,0.01181-0.019663i,0.026534-0.015671i,0.0050445-0.015923i,0.0063916-0.001716i,0.00089426-0.0040197i,-0.0019234-0.00076734i,0.00039239-0.0027325i,-0.00022765-0.0015094i,-0.0021868-0.0012619i,0.0038224-0.0066362i,-0.0036159+0.0024266i,-0.0023211+0.00040946i,0.00062206+0.00016806i,0.0017633+0.00089629i,0.0010508+0.0024308i,-0.00038522+0.0011668i,0.0020799+0.0013568i,0.0020729+0.0041631i,0.00041458+0.0003544i,0.00016318+0.001473i,-0.00095822+0.00098154i,0.00049845-0.00021781i,4.4722e-05+0.00042169i,-0.0001693-2.5647e-05i,0.00042749-0.0017392i,0.0020148-0.00075467i,0.0016329-0.00050393i,-0.00044525-0.00046404i,0.0016866+0.00028498i,0.0037816-0.0039582i,-0.00061348+0.0016296i,0.00039482-5.9045e-05i,9.0372e-05+0.00013877i,-0.0008409-0.0016007i,0.0022099+0.00021977i,0.0017772-0.00019252i,0.00094091-0.0067038i,0.0040652+0.0012894i,0.0091954+0.010569i,0.01839+0.023841i,0.042446+0.012338i,0.025349-0.0026414i,-0.0034172-0.012362i,0.02124-0.0064159i,0.025854+0.011824i,0.021395+0.011666i,0.019177+0.015205i,-0.0003208+0.029376i,0.00023476-0.0063156i,-0.0012319-0.0035046i,0.0020454-0.0079635i,0.0065413-0.0042439i,0.0022365+0.003428i,-0.0051483+0.011514i,-0.0059195-0.0035326i,0.0056374+0.012638i,-0.0036291-0.00084331i,0.0022656+0.0029036i,0.00030719+0.0014748i,-0.00039999-0.0034003i,0.0063792-0.0058711i,-0.0042412+0.00034359i,0.0044127-0.0037557i,-0.0060276+0.0031443i,-0.0016151+0.00026932i,7.1418e-05-0.00068603i,-0.0054209+0.0012601i,-0.0038362-0.0014674i,-0.016033-0.0043568i,0.0015105-0.0032996i,-0.00251+0.0019704i,-0.0010867+0.0010422i,-0.0030714+0.0043337i,0.0072021-0.00058623i,-0.0084405+0.0021597i,-0.0027763-0.0046487i,-0.0021825-0.00027065i,-0.0047609+0.0013129i,0.00218-0.005147i,0.0045424+0.00031824i,0.0024647-0.0024565i,0.00495+0.0079729i,0.0043914+0.00037518i,0.027163+0.014689i,-0.021924+0.0025168i,-0.025425+0.023173i,-0.0026065+0.012131i,0.0023661+0.0032355i,0.0036345-0.0072788i,-0.011128+0.0054258i
0.011566+0.0099845i,0.033855-0.022533i,0.011681-0.037564i,-0.007245-0.0098282i,-0.016386-0.013063i,-0.01474-0.018687i,0.0066007-0.022013i,0.02391-0.019807i,0.0017979-0.015549i,0.0054966-0.0033118i,-0.00079493-0.0042373i,-0.0018017+7.7594e-05i,-0.00060802-0.0020895i,-0.00024498-0.0013619i,-0.0025817-0.00056621i,0.0022557-0.0072877i,-0.0019352+0.0027915i,-0.0024044+0.0013571i,0.00035723+0.00031022i,0.0017881+3.0412e-05i,0.0019208+0.0018301i,-0.00022154+0.0012945i,0.0023771+0.00057252i,0.0038768+0.0024497i,0.0010791+5.4283e-05i,0.00071413+0.0011135i,-0.00034085+0.0012931i,0.00037385-0.00011738i,0.00023935+0.00058438i,0.00018728+6.0114e-05i,-0.00035517-0.0018226i,0.0015749-0.0015903i,0.0012836-0.0011869i,-0.00032262-0.00010415i,0.0020396-0.00090855i,0.0026833-0.0045993i,0.00038388+0.0016862i,0.00030848-0.00015129i,0.00049923-8.1388e-05i,-0.0018069-0.0014472i,0.0020167-0.00056651i,0.0013464-0.0008639i,-0.00039953-0.006089i,0.0045622-0.00046505i,0.010947+0.0089616i,0.022945+0.020764i,0.043272+0.0053783i,0.023957-0.00806i,-0.0050138-0.0085136i,0.022768-0.011824i,0.028242+0.0051935i,0.023976+0.0042909i,0.017528+0.0079789i,0.0052916+0.026539i,-0.002111-0.0054774i,-0.0037493-0.0016971i,-0.001964-0.0086203i,0.0032208-0.0050659i,0.0023795+0.0026084i,-0.00057151+0.01202i,-0.0050105-0.00074016i,0.0070295+0.0097237i,-0.0041107+0.001625i,0.0036377+0.0024773i,0.00097348+0.00090726i,-0.0018057-0.0023712i,0.0045307-0.007924i,-0.0036251+0.0014418i,0.0032645-0.005269i,-0.0031648+0.0047589i,-0.0019119+4.5832e-05i,-0.00063541-0.00068084i,-0.0036869+0.0031494i,-0.003522-0.00034853i,-0.015035+0.0015645i,0.0002288-0.0038724i,-0.0013808+0.0022313i,-0.0012461+0.0011881i,-0.00085827+0.0042375i,0.0071548-0.003665i,-0.0064248+0.0049968i,-0.0041525-0.0033241i,-0.0021671-0.0001585i,-0.0036398+0.0025243i,0.00082268-0.004434i,0.0040847-0.0013141i,0.0023176-0.0029993i,0.0053802+0.0049126i,0.003332+6.5856e-07i,0.027041+0.0093966i,-0.019337+0.0062134i,-0.019788+0.029362i,-0.0018382+0.0099482i,0.0052242+0.0040389i,0.0014243-0.0057137i,-0.010666+0.0080775i
0.012799+0.007565i,0.028772-0.027395i,0.0050928-0.03814i,-0.0078788-0.0083131i,-0.019483-0.0090728i,-0.017308-0.01588i,0.0010096-0.022745i,0.020495-0.023958i,-0.00029381-0.014784i,0.0040986-0.0043759i,-0.0024929-0.0031398i,-0.001201+0.00042835i,-0.00096939-0.0012257i,-0.00042478-0.0014998i,-0.0024742+0.00057297i,0.00043523-0.007439i,-0.0010493+0.0024838i,-0.0019433+0.0026638i,0.00058324+0.00075869i,0.0013821-0.00065069i,0.0023655+0.00088535i,-0.00019156+0.0015233i,0.002259-0.00013246i,0.0045625-0.00020285i,0.0015349-0.00076574i,0.00095319+0.00069663i,0.00023508+0.001324i,0.00059478-0.00016563i,0.0005394+0.00050699i,0.00034687-0.000201i,-0.0010138-0.0016647i,0.00073542-0.0019987i,0.00077898-0.0015371i,-0.00019063-0.00021951i,0.0014895-0.0023546i,0.0015427-0.0049653i,0.0011948+0.0011917i,0.0002955-0.00015012i,0.00056977-0.00039162i,-0.0026847-0.00079981i,0.0015798-0.0010782i,0.0007381-0.0010394i,-0.0014957-0.0049678i,0.0040517-0.0017423i,0.012704+0.0061554i,0.027153+0.015288i,0.04305-0.0015512i,0.021842-0.012479i,-0.0041238-0.0045216i,0.022207-0.018949i,0.029025-0.0016371i,0.024914-0.0039837i,0.015495+0.0030795i,0.01137+0.022715i,-0.003298-0.0036311i,-0.0049713+0.0010973i,-0.0063006-0.0076982i,0.00078996-0.0047083i,0.0022534+0.0024303i,0.0029995+0.011165i,-0.0034274+0.0010214i,0.0067697+0.006694i,-0.0018825+0.0040836i,0.005061+0.0013912i,0.0017178+0.00049002i,-0.0024723-0.0010481i,0.0021405-0.0096497i,-0.0027436+0.0019192i,0.0017075-0.006854i,-0.0009471+0.0040438i,-0.0025703+0.00019336i,-0.00082318-0.00043471i,-0.0016743+0.0045623i,-0.003018+0.00029466i,-0.011828+0.0064766i,-0.0015009-0.00428i,-0.00019882+0.0018801i,-0.0012627+0.00096876i,0.00055512+0.0031668i,0.0057355-0.0068681i,-0.0031469+0.0065116i,-0.0042409-0.0014467i,-0.002397+0.00021026i,-0.0027236+0.0034538i,-8.7617e-05-0.003839i,0.0030597-0.0020442i,0.0018799-0.0039366i,0.004333+0.0038094i,0.0027732-2.058e-05i,0.026527+0.004334i,-0.017251+0.006927i,-0.011905+0.032211i,-0.00087266+0.00925i,0.0072118+0.0035106i,0.00072496-0.0036449i,-0.0088808+0.010203i
0.013238+0.0049353i,0.023147-0.030878i,-0.0014639-0.037742i,-0.0089479-0.0075715i,-0.020549-0.0048142i,-0.019448-0.012703i,-0.0039762-0.02181i,0.016205-0.027054i,-0.0012861-0.014141i,0.0025849-0.0047169i,-0.0030814-0.0015343i,-0.00099756+0.00054396i,-0.00094113-0.0005585i,-0.0010933-0.0012139i,-0.0016357+0.0015177i,-0.0015723-0.0068767i,-0.00035835+0.0025923i,-0.00053005+0.0034976i,0.0010473+0.00062595i,0.00076959-0.0010632i,0.0023477-0.00011906i,0.00019874+0.0015793i,0.0020071-0.00083158i,0.0034609-0.0024991i,0.0010684-0.0019695i,0.0010768+0.00033733i,0.00078091+0.0012275i,0.00071714-0.00046853i,0.00067399+0.00022527i,9.5006e-05-0.0004382i,-0.0015822-0.0012544i,-2.5589e-06-0.0019782i,7.8405e-05-0.0016699i,-0.00031548-8.6063e-05i,-0.00018904-0.0028075i,0.00047065-0.0050679i,0.0015346+0.00045646i,0.00031153-0.00044435i,0.00071213-0.00055212i,-0.0032448+0.00016539i,0.0010475-0.0014684i,0.00026332-0.00089566i,-0.0023093-0.0039774i,0.0035038-0.0025906i,0.014265+0.0028746i,0.02928+0.0085896i,0.041861-0.0085068i,0.019697-0.017122i,-0.00069969-0.0016597i,0.018896-0.026151i,0.028267-0.0078079i,0.022837-0.011726i,0.0123+0.00046105i,0.016331+0.01713i,-0.0033807-0.0027647i,-0.0044424+0.0044137i,-0.010418-0.0043967i,-0.00091902-0.0039058i,0.0024424+0.0022795i,0.0058344+0.0095078i,-0.0016503+0.0013702i,0.0056612+0.0048739i,0.0011829+0.0033857i,0.0061653-0.00083271i,0.0022291-0.00048969i,-0.002255+0.00077995i,-0.0012065-0.011144i,-0.0026182+0.002779i,-0.00058864-0.0077325i,-0.00048648+0.0034986i,-0.003155+0.00096422i,-0.00087761-0.00030708i,0.0018199+0.0047753i,-0.0027744+0.00019154i,-0.0069861+0.0093536i,-0.0038791-0.0036604i,0.00052892+0.00098292i,-0.0013126+0.0011403i,0.0012011+0.002069i,0.003132-0.0092272i,-5.2058e-05+0.0059149i,-0.0034033-0.00029542i,-0.0021984+0.0007315i,-0.0014281+0.004343i,-0.0010255-0.0028447i,0.0021704-0.0023548i,0.00069793-0.0044461i,0.0036507+0.003383i,0.0024102-5.6592e-05i,0.025167-0.00039618i,-0.018682+0.006848i,-0.0048227+0.030961i,0.00080641+0.0073926i,0.0086854+0.0018952i,0.00096115-0.0021029i,-0.0060541+0.011179i
0.013335+0.0025532i,0.017578-0.033224i,-0.0076367-0.036259i,-0.0099749-0.0062589i,-0.020875-0.001176i,-0.020825-0.0092978i,-0.0079982-0.020208i,0.011712-0.029838i,-0.0019817-0.014707i,0.0015393-0.0044814i,-0.0027266-0.00014624i,-0.00069801+0.00087363i,-0.00080951+4.517e-05i,-0.0012724-0.00042932i,-0.00061955+0.0016789i,-0.0029171-0.0054702i,0.00079284+0.0024867i,0.0010214+0.0031963i,0.00126+0.00028047i,0.00019288-0.0010278i,0.0019881-0.00095391i,0.00054673+0.0015433i,0.001411-0.00145i,0.0017-0.0035754i,-0.00019961-0.0023609i,0.0010527+7.1479e-05i,0.0014009+0.00088526i,0.00054946-0.00078451i,0.00069378-9.2108e-07i,-0.00023064-0.00028064i,-0.0019643-0.00058721i,-0.00070904-0.0017903i,-0.00059712-0.0013352i,-5.2502e-05-1.913e-05i,-0.00096017-0.0021859i,-0.00056051-0.0050346i,0.0016258-8.9281e-06i,-1.3278e-05-0.00056991i,0.00060403-0.00096417i,-0.0033454+0.0013894i,0.00046808-0.0015892i,0.00015371-0.0006706i,-0.0026701-0.0028156i,0.0027593-0.003471i,0.014344-0.0017634i,0.029579+0.0015218i,0.039385-0.015214i,0.015321-0.021863i,0.004107-0.0024893i,0.012531-0.031628i,0.026737-0.013245i,0.01965-0.01729i,0.010561+0.00083864i,0.018727+0.0098813i,-0.0041793-0.0022269i,-0.0018738+0.0067766i,-0.012392+0.00083747i,-0.0023229-0.0029031i,0.0025759+0.0021518i,0.0071835+0.0071664i,-0.00050403+0.00054323i,0.0045918+0.0039308i,0.0017128+0.0018652i,0.0055445-0.0035648i,0.0019633-0.0021231i,-0.0002888+0.0020127i,-0.006187-0.0096809i,-0.0014205+0.0044345i,-0.0040712-0.007505i,0.00099772+0.0035512i,-0.0033036+0.0023748i,-0.00086093-0.00010916i,0.0050518+0.0015719i,-0.0027495+0.0004493i,-0.0011755+0.0087844i,-0.0058055-0.001502i,0.00045919-0.00010802i,-0.0015922+0.001249i,0.0015386+0.0009465i,-0.00079383-0.01085i,0.0022248+0.004223i,-0.002927-9.44e-06i,-0.0021202+0.0012223i,0.00086962+0.0044323i,-0.00096751-0.0016451i,0.0014123-0.0021807i,-0.00051322-0.0044439i,0.0031892+0.0034895i,0.0018846-4.5288e-05i,0.023202-0.0037777i,-0.021202+0.0099351i,0.00031377+0.028729i,0.0013311+0.0042443i,0.0093296-0.00043997i,0.0015071-0.0017722i,-0.0031642+0.010601i
0.012963+0.00012814i,0.012106-0.034678i,-0.013232-0.033792i,-0.010488-0.005039i,-0.020587+0.0025306i,-0.021619-0.0058383i,-0.011491-0.018479i,0.0064407-0.032011i,-0.0037066-0.016363i,0.00090602-0.004237i,-0.0020213+0.000883i,-0.00019371+0.0012209i,-0.00029977+0.00052435i,-0.00096378+0.00016989i,7.1798e-05+0.0015236i,-0.0033235-0.0040717i,0.0016356+0.0018668i,0.0020873+0.0024875i,0.0013938+4.2908e-05i,-0.00016695-0.00076481i,0.0013287-0.0015456i,0.00089851+0.0015822i,0.00072061-0.001497i,0.00014939-0.0035975i,-0.0010964-0.0019677i,0.0010616-0.00015254i,0.0016919+0.00021853i,0.00031142-0.00090103i,0.00068464-0.00023609i,-0.00021554+4.7502e-05i,-0.0020042+0.00015591i,-0.0012207-0.0012388i,-0.00087327-0.0009406i,0.00013363-0.00019482i,-0.0013457-0.0017924i,-0.0014828-0.0046138i,0.0017987-0.0007093i,-0.00031816-0.00038635i,-5.9396e-05-0.0011543i,-0.0029006+0.0026196i,4.333e-05-0.0015977i,0.00010104-0.00054839i,-0.0027094-0.0016712i,0.0017557-0.0038788i,0.012314-0.0058028i,0.027857-0.0047499i,0.03561-0.021193i,0.0094704-0.024377i,0.0067801-0.0062495i,0.0051846-0.034461i,0.024921-0.01861i,0.01658-0.022487i,0.011576+0.00095924i,0.019459+0.0033619i,-0.005545-0.0015413i,0.0013275+0.0072177i,-0.011398+0.0068523i,-0.0032991-0.0017109i,0.002995+0.0021748i,0.0078722+0.0056218i,-0.00047927-0.00035034i,0.003393+0.0037587i,0.002158+0.001401i,0.003345-0.0054578i,0.00028703-0.0030493i,0.0013953+0.0012987i,-0.008793-0.0053205i,0.0013639+0.0046467i,-0.0066835-0.0049599i,0.002138+0.0022975i,-0.0025304+0.0039814i,-0.00080863-0.00012721i,0.0048638-0.0026211i,-0.0026745+0.0010682i,0.0018929+0.0052678i,-0.0057856+0.00092944i,-0.00032267-0.00092374i,-0.0016084+0.001926i,0.0011135-0.000304i,-0.0057913-0.0099478i,0.0027704+0.0017222i,-0.002856+0.00010252i,-0.0016649+0.0020726i,0.0027074+0.0034265i,-0.00039433-0.0016858i,0.0011752-0.0015901i,-0.0014706-0.00418i,0.0027189+0.0040598i,0.0015744+9.9313e-05i,0.022508-0.0066883i,-0.021621+0.015275i,0.0042727+0.025755i,-9.0196e-05+0.0010861i,0.008466-0.0034421i,0.0014033-0.0012749i,-0.0015997+0.008664i
0.011944-0.0019824i,0.0069676-0.035416i,-0.018358-0.030596i,-0.010977-0.0043553i,-0.019345+0.0057966i,-0.02182-0.0024816i,-0.014799-0.016194i,0.00057743-0.033021i,-0.0068698-0.017645i,0.00037674-0.0042566i,-0.0010143+0.0014618i,0.00058638+0.0010929i,0.00033747+0.00065988i,-0.000553+0.00044954i,0.00069309+0.0012423i,-0.0033134-0.0030981i,0.0023013+0.0012377i,0.0028524+0.0014542i,0.0014986-0.0004778i,-0.00021212-0.00050958i,0.00042273-0.001694i,0.0014956+0.0014576i,0.00024948-0.0014498i,-0.00091304-0.0031679i,-0.0016547-0.0014552i,0.00098468-0.00051054i,0.0015287-0.0004748i,0.00013918-0.0009937i,0.00055141-0.00022679i,-0.00019356+0.00020901i,-0.001845+0.00082705i,-0.0013659-0.00061148i,-0.00090986-0.00059614i,5.0057e-05-0.00042129i,-0.0021176-0.0012055i,-0.0022246-0.0039232i,0.0013562-0.0014422i,-0.00039935-0.00010957i,-0.00048543-0.00070201i,-0.0021752+0.0035401i,-0.00051361-0.0013799i,-6.9523e-05-0.00056942i,-0.0022285-0.00080001i,0.00085993-0.0036903i,0.0094475-0.008273i,0.02482-0.0097866i,0.030767-0.025818i,0.0037434-0.024684i,0.0070059-0.009756i,-0.0026662-0.035375i,0.022377-0.024381i,0.012271-0.027311i,0.013685-0.00075945i,0.018733-0.0036179i,-0.0070895+6.5392e-05i,0.004102+0.0060518i,-0.0075754+0.011126i,-0.0037193-0.00055014i,0.0032666+0.0019644i,0.0088736+0.0038513i,-0.00098359-0.00066237i,0.0029532+0.0049459i,0.0030282+0.00036202i,0.00091531-0.0056176i,-0.0010945-0.002641i,0.0020703+0.00013819i,-0.0089396-0.0012935i,0.0035678+0.0032991i,-0.0077394-0.0019291i,0.002029+0.0011461i,-0.0006284+0.0049678i,-0.0010824-0.00013874i,0.0022693-0.0053789i,-0.0021984+0.0015374i,0.002058+0.0018684i,-0.004916+0.0028751i,-0.0014907-0.0010147i,-0.0011764+0.0022374i,2.4415e-05-0.00069222i,-0.0088448-0.0068154i,0.0020822-3.8946e-06i,-0.0029393+0.00013001i,-0.00054883+0.0022778i,0.0038543+0.0016324i,-0.00059414-0.0014567i,0.0017264-0.0014139i,-0.0020916-0.0034862i,0.0038817+0.0054346i,0.0011169+0.00034251i,0.020625-0.010619i,-0.019987+0.020899i,0.0069547+0.022603i,-0.0032993-0.00076761i,0.0051246-0.0049119i,0.0019993-0.0012585i,-0.001745+0.0068974i
0.010888-0.0034329i,0.0018481-0.035824i,-0.022567-0.026464i,-0.011956-0.0036462i,-0.017999+0.0081599i,-0.021642+0.00094589i,-0.01732-0.013304i,-0.0050255-0.032722i,-0.010868-0.017619i,-0.00014457-0.0041929i,9.4347e-05+0.0012735i,0.0011205+0.000805i,0.00091073+0.00061017i,-6.5567e-05+0.00062294i,0.0009938+0.00070849i,-0.0031672-0.0026008i,0.0031584+0.00023878i,0.0030669+0.00022533i,0.0012013-0.0011198i,-9.0884e-05-0.0003022i,-0.00023496-0.0014962i,0.0022127+0.0007363i,-7.2895e-05-0.001425i,-0.0014024-0.0026604i,-0.0022006-0.00087992i,0.00080887-0.00084609i,0.001171-0.00090362i,-0.00016238-0.00071709i,0.0004776-0.000154i,-4.617e-05+0.00052043i,-0.0014839+0.0014417i,-0.0012738-0.00018501i,-0.0010776-0.00028377i,-0.00017597-0.00030124i,-0.0023523-8.821e-05i,-0.0026142-0.0031095i,0.00070165-0.0017971i,-0.00044693+0.00015953i,-0.0003753-0.00043527i,-0.0010953+0.0042122i,-0.00072046-0.0010017i,-9.2305e-05-0.00053343i,-0.0017067-0.00043071i,0.00051426-0.0035697i,0.006992-0.0094189i,0.021724-0.012825i,0.02597-0.029245i,-0.0010962-0.023541i,0.0057954-0.012679i,-0.01048-0.033303i,0.01814-0.02992i,0.0074896-0.030689i,0.015227-0.0036489i,0.015004-0.009552i,-0.0080822+0.0026851i,0.0057877+0.003822i,-0.0028576+0.013192i,-0.0041378+0.00080671i,0.0037617+0.0019248i,0.0092455+0.0017361i,-0.0014442-0.00089117i,0.004127+0.0064277i,0.0026033-0.0010615i,-0.00076523-0.0048962i,-0.0021915-0.0017936i,0.002057-0.00075271i,-0.0074215+0.0017309i,0.004902+0.0012162i,-0.007394+0.001347i,0.0016837+0.001089i,0.0015432+0.004673i,-0.0011759+0.00022459i,-0.00086942-0.0062551i,-0.0016349+0.0013669i,0.00031204+0.00025245i,-0.0036437+0.0044681i,-0.0024421-0.00014576i,-0.00094543+0.0024526i,-0.00069748-0.000509i,-0.010184-0.0033111i,0.00096926-0.00082098i,-0.0034875+0.00034988i,0.00024501+0.0018968i,0.0040622-0.0004229i,-0.00058402-0.001335i,0.0024531-0.0020603i,-0.0027389-0.003254i,0.0058102+0.0048319i,0.0011352+0.00093454i,0.01822-0.013518i,-0.01599+0.027022i,0.008792+0.01961i,-0.0071147-0.00011926i,0.0021092-0.0035742i,0.0019798-0.0019192i,-0.002549+0.0057836i
0.010101-0.0047764i,-0.0034865-0.036057i,-0.025786-0.022474i,-0.012978-0.0023526i,-0.016749+0.010925i,-0.020486+0.0042792i,-0.019178-0.010172i,-0.010575-0.032175i,-0.015142-0.016227i,-0.00069912-0.0042787i,0.00070652+0.00066326i,0.0016512+0.00020455i,0.0015576+0.00035215i,0.00065622+0.00031748i,0.0010218+0.00019298i,-0.0031996-0.0022291i,0.0032475-0.0015583i,0.0025987-0.00081256i,0.0006155-0.0013684i,0.00019993-0.00030748i,-0.00075494-0.0011413i,0.0023339-0.00022728i,-0.00048646-0.0013023i,-0.0016357-0.0025526i,-0.002382-7.3596e-05i,0.00044382-0.0011358i,0.00073443-0.0012482i,-0.00025716-0.00036566i,0.00059564-7.1038e-05i,0.00046583+0.00065389i,-0.00087396+0.0019132i,-0.0012305+0.0001749i,-0.00096067+3.8665e-05i,-0.00017305-0.00023154i,-0.001786+0.0006747i,-0.002894-0.0024179i,6.0059e-05-0.0018645i,-0.00024941+0.00042402i,-0.00035721-0.00054331i,0.00024447+0.0043339i,-0.00076059-0.00070359i,-0.00019515-0.00060373i,-0.0012285-0.00057577i,0.00018616-0.0037304i,0.0044436-0.010435i,0.019545-0.015453i,0.020964-0.03183i,-0.0050342-0.021207i,0.0045409-0.014725i,-0.017205-0.028507i,0.012572-0.034739i,0.0030241-0.033986i,0.016242-0.0081218i,0.0097632-0.012745i,-0.0074408+0.0063127i,0.0062693+0.0012469i,0.0016885+0.012845i,-0.0039678+0.0022188i,0.0048678+0.0015195i,0.0091123-0.00079181i,-0.0022661-0.0010707i,0.0069651+0.0066211i,0.0015983-0.0011943i,-0.0018149-0.0039327i,-0.002683-0.00061786i,0.0020124-0.001468i,-0.0058171+0.0036165i,0.0050995-0.001307i,-0.005695+0.0037785i,0.0023615+0.0014414i,0.00307+0.0034737i,-0.0010892+0.00029064i,-0.0041441-0.0055743i,-0.0016868+0.0013208i,-0.0008508+0.00072048i,-0.0017566+0.0053896i,-0.0024205+0.0010681i,-0.00062276+0.0030801i,-0.00098361-0.00025833i,-0.010604-0.00017028i,-0.0001429-0.00086876i,-0.0041039+0.0014081i,0.0004001+0.001537i,0.0035066-0.0025486i,-0.00074682-0.0019244i,0.002545-0.0033118i,-0.0036598-0.0025289i,0.0073343+0.0031707i,0.0016779+0.0013142i,0.015495-0.015699i,-0.0087392+0.030687i,0.01034+0.016396i,-0.009552+0.0024444i,0.0009221-0.0011489i,0.0014182-0.0019956i,-0.0035824+0.0055266i
