-0.030151-0.041426i,-0.021145-0.021884i,-0.012876-0.037125i,-0.029513-0.021146i,-0.023293-0.0013589i,-0.014251-0.0058502i,-0.054032-0.060524i,-0.047892-0.017936i,-0.034808-0.016492i,0.012718+0.012231i,-0.0086456+0.0051069i,-0.02005+0.018965i,0.0021261+0.012659i,-0.0057065-0.0024618i,0.00038908+0.0014217i,-0.0025276+0.031489i,0.024093+0.022201i,0.0026737-0.0022078i,-0.0025245-0.0074539i,0.0081533+0.002893i,0.0025725+0.00079623i,-0.0004777+0.003474i,-0.00038796+0.00028246i,-0.039052-0.0069581i,0.00044689-0.0089823i,0.0014308+0.0023559i,0.0067567+0.00052016i,0.0018789+0.00063834i,0.001055-0.00061134i,-0.00045329-0.0029157i,0.0014326-0.0023987i,-0.0022725-0.0064691i,-0.00092325-0.0048268i,0.0031544-0.00040371i,0.0038383-0.0031751i,-0.00039867+0.0308i,0.0049358-0.003784i,0.0031963-0.001626i,0.007507-0.0020212i,-0.0077704-0.0028345i,-0.00032623+0.00082339i,0.0065057+0.0010377i,0.0045615-0.001963i,-0.0027333+0.0079285i,-0.017515-0.0094906i,-0.019172+0.014334i,-0.0011701-0.062508i,-0.0043365-0.02737i,-0.025504-0.033616i,-0.010277-0.027577i,0.055914-0.020325i,0.017755-0.043316i,0.023898-0.048421i,0.0074985-0.053388i,0.027576-0.022207i,0.0083471+0.006617i,0.027311-0.033072i,-0.0082053-0.0068557i,0.0035234-0.0046172i,-0.004153-0.0070899i,-0.0013362-0.033486i,-0.020781+0.028371i,0.0090164-0.011882i,-0.0097325-0.003982i,-0.0040755-0.001869i,0.0011179-0.012973i,-0.010965+0.0041277i,0.0022993+0.010533i,-0.0062336+0.025964i,0.0048916+0.0026716i,-0.0056105-0.0021139i,-0.0020576-0.0023763i,-0.01278-0.0082754i,-0.00033864-0.0041055i,-0.025695+0.00013847i,0.0011205-0.010539i,-0.0085946+0.0001606i,-0.0070689-0.0027818i,0.0053883+0.00133i,-0.0080265-0.00047942i,0.0024006+6.5993e-05i,0.004333+0.0075641i,0.0041734+0.00073951i,-0.0069536-0.012177i,0.0027684+0.010288i,-0.013488+0.0035556i,0.0068524+0.00010161i,-0.024051-0.0023069i,-0.017735+0.0061328i,-0.0073592-0.069165i,0.0075051-0.012479i,-0.048834-0.024488i,-0.021239-7.429e-05i,0.017194+0.011867i,-0.02419+0.015089i,-0.019729-0.0067834i
0.026578-0.027672i,0.011648-0.015645i,0.011918-0.019697i,0.0033551-0.011425i,0.0015446-0.019551i,-0.0052383-0.0048629i,0.013447-0.017747i,-0.0068937-0.013692i,-0.011547-0.0099999i,0.0031511-0.00067346i,-0.00038083-0.0004847i,-0.0013039+0.0011471i,0.0030244-0.00068599i,0.00020295-0.00070542i,-0.00040909-0.0012507i,0.0020396-0.0037069i,-0.005941+0.00099459i,9.9821e-05+0.00011971i,0.00022035-0.00020304i,0.00016542+0.0017495i,-0.00048915+0.0022824i,-0.00069075+0.00097281i,0.0011974+0.00060353i,-0.0018211+0.003227i,-0.0015639-0.0022725i,-0.00046662-0.00019283i,-0.0002714+0.00067377i,0.0009077-0.00071405i,0.000833+7.7695e-05i,0.00037291-0.00097958i,0.0024496-0.0015864i,0.0032819-9.1877e-05i,0.0015979+0.00059764i,0.00031167-0.00075937i,0.0019346+0.0002568i,0.0050007-0.0022498i,0.0031817+0.00091015i,-7.4189e-05-9.099e-06i,-5.7129e-05-0.0012112i,0.000792-0.0012504i,0.00087593+0.0011579i,0.0029927+0.0020831i,0.0018256-0.0011097i,0.0059103+0.001748i,5.1136e-05-0.025817i,0.0069752+0.0027625i,0.020029+0.0060252i,0.0055627+0.0069819i,-0.0079294-0.022535i,0.0080216+0.0081768i,0.013569+0.01734i,0.0023549+0.016379i,0.020029+0.010279i,0.0030617+0.0064519i,-0.00023144-0.0081285i,0.0018769-0.0028666i,0.0013746-0.0056174i,0.0081875+0.00081976i,0.0011685+0.0044367i,-0.007507+0.012264i,-0.0043298-0.0067158i,0.0045421+0.0093552i,-0.0041998-0.00094434i,-0.00018175+0.0015366i,-0.00010826+0.0018747i,-0.0025457-0.0026018i,0.0055196-0.0031321i,-0.0059811-8.1306e-05i,0.0032467+0.00018066i,-0.006201+0.0038368i,-0.002035+0.00018896i,0.001092-0.00085981i,-0.0058781-0.0016194i,-0.0036543-0.00099666i,-0.0094957-0.012413i,0.0035822-0.0035402i,-0.0029419-0.0008029i,-0.0012744+0.0015982i,-0.0026634+0.0031088i,0.0088179+0.0026832i,-0.0051718+0.0013894i,-0.0012713-0.0050493i,-0.003596-0.001172i,-0.0026504-0.001069i,0.003689-0.0038135i,0.0034513+0.001785i,0.0022755-0.001436i,-0.00042332+0.0048572i,0.00016524+0.004712i,0.022399-0.0061973i,-0.024462-0.0022944i,-0.03193+0.021061i,-0.0053416+0.011279i,0.0013429+0.0021219i,0.0072716-0.0035099i,-0.013102-0.0017509i
0.020714-0.030323i,0.0086667-0.018127i,0.0080377-0.021233i,0.0010719-0.011086i,-0.0026994-0.019768i,-0.0054495-0.0039983i,0.0088658-0.021059i,-0.0088965-0.011757i,-0.013004-0.0077567i,0.0035858-0.0019185i,-0.00046734-0.00074628i,-0.00051009+0.0015737i,0.0019427-0.0016692i,0.00034348-0.00031011i,-0.00053925-0.0011728i,0.0014193-0.0037814i,-0.0050928+0.0025439i,-0.00052794+0.00038335i,-3.4598e-05-0.00037723i,0.00058187+0.0015624i,0.00033534+0.0023221i,-0.00033271+0.0011075i,0.0013095+0.00017624i,9.9042e-05+0.0033296i,-0.0024498-0.0014932i,-0.00040301+2.6205e-05i,6.3025e-05+0.0012777i,0.00059418-0.00080831i,0.00076683+3.6963e-05i,0.00012271-0.00085054i,0.001693-0.0024419i,0.0034008-0.001248i,0.0018311+8.9289e-05i,-6.3328e-05-0.00076212i,0.0023445-0.00054902i,0.0044662-0.0031281i,0.0015386-0.0019905i,-7.4537e-05-5.355e-05i,-0.00011488-0.00093084i,0.00027031-0.0018533i,0.0013268+0.00075394i,0.0031324+0.00053894i,0.0012198-0.0014395i,0.0067894+0.00049575i,-0.004202-0.024679i,0.0074249+0.0027688i,0.020557+0.0029565i,0.0078631+0.003124i,-0.013182-0.018126i,0.012259+0.0048349i,0.017129+0.012849i,0.0055693+0.011761i,0.01834+0.0019122i,0.006146+0.0022906i,-0.003076-0.0076293i,-0.00080915-0.0035118i,-0.0009622-0.0067781i,0.0064208-0.0018856i,0.0022582+0.0036539i,-0.0018419+0.014623i,-0.0057327-0.0033713i,0.0058098+0.0072412i,-0.0038907+0.00085822i,0.0006888+0.0025197i,0.0012561+0.0017578i,-0.0041665-0.0015813i,0.0051048-0.0065295i,-0.0060581+0.0014324i,0.003816-0.0012988i,-0.0039014+0.0063841i,-0.0014589-0.00065399i,0.00028403-0.001541i,-0.0049127+0.0019435i,-0.0032881-6.9558e-06i,-0.011994-0.0067704i,0.0014463-0.0039395i,-0.0025639+0.00028632i,-0.0016634+0.00097785i,-0.00145+0.0037177i,0.010412-0.0010551i,-0.0041179+0.0037489i,-0.0030726-0.0042568i,-0.0030826-0.00038172i,-0.002756+0.00026533i,0.0010374-0.0037545i,0.004581+8.7408e-05i,0.0021886-0.0014013i,0.00015545+0.0040076i,2.9148e-05+0.0046138i,0.018864-0.011619i,-0.023412+0.0030086i,-0.028089+0.028274i,-0.0038494+0.0088674i,0.0030678+0.0042619i,0.0046175-0.0039083i,-0.01454+0.00093799i
0.01555-0.031892i,0.0048055-0.020217i,0.0038874-0.021964i,-0.00062331-0.01027i,-0.0069142-0.018983i,-0.0054879-0.0035195i,0.0040063-0.022998i,-0.010329-0.0098905i,-0.014085-0.0053049i,0.0027766-0.0031059i,-0.00094557-0.00088921i,0.00032012+0.0016234i,0.0011913-0.00095647i,0.00083433-0.00013372i,-0.00074442-0.0011082i,0.00080491-0.0038304i,-0.0037956+0.0034839i,-0.00090463+0.00087554i,-0.0003456-0.00029509i,0.000877+0.0011789i,0.001209+0.0017134i,-0.00019051+0.0010685i,0.0012306-0.00031036i,0.001763+0.0023936i,-0.0033923-0.00091427i,-0.00024329+0.0001728i,0.00074449+0.0013178i,0.00021987-0.0008008i,0.00077049-0.00012325i,-0.00017025-0.00088285i,0.00076231-0.0029733i,0.0028431-0.0026504i,0.0018237-0.00061657i,-0.00032686-0.00052286i,0.0023587-0.0017332i,0.0037533-0.0044846i,0.00075151-0.0014953i,-0.00015194-3.0646e-05i,-0.00024419-0.00084272i,-0.0005159-0.002108i,0.0014473+9.6864e-05i,0.0026165-0.0003975i,0.00076897-0.0015621i,0.0068488-0.001373i,-0.0078419-0.023159i,0.0094047+0.0026232i,0.021366-0.00023142i,0.0084473-0.00072895i,-0.015774-0.012951i,0.015545+7.5425e-05i,0.018795+0.0078327i,0.0077526+0.0077728i,0.015291-0.0036771i,0.007192-0.0006501i,-0.0057348-0.0059776i,-0.0036328-0.0024441i,-0.0047013-0.0068867i,0.0038135-0.003345i,0.0024333+0.0026251i,0.0032794+0.013925i,-0.0052795-0.00058654i,0.0060664+0.004514i,-0.0031993+0.0031486i,0.0019214+0.002859i,0.0018741+0.0010595i,-0.0050242+0.00035546i,0.0029194-0.0084533i,-0.0050417+0.0028218i,0.0038058-0.0024078i,0.00014363+0.0070425i,-0.001962-0.0012972i,-0.00053633-0.0013508i,-0.0028527+0.0036889i,-0.0024633+0.00066988i,-0.012089-0.0018002i,0.00019865-0.0042803i,-0.0018266+0.00078441i,-0.0016927+0.0015502i,0.00020327+0.0035606i,0.0099734-0.0051547i,-0.0019017+0.0052391i,-0.0042589-0.0029721i,-0.0027017-0.00028991i,-0.0020502+0.0011112i,0.00020233-0.0026062i,0.004019-0.0019149i,0.0023311-0.001538i,3.4324e-05+0.003041i,3.5793e-06+0.0048846i,0.016244-0.015124i,-0.020565+0.0067171i,-0.021683+0.033761i,-0.0039501+0.0069487i,0.0057349+0.0043011i,0.0026537-0.0027026i,-0.014084+0.0038022i
0.010552-0.033083i,0.00040732-0.020987i,-1.6062e-05-0.022154i,-0.0015445-0.0098066i,-0.010734-0.016878i,-0.0057629-0.0032374i,-0.0013233-0.023554i,-0.011252-0.0079188i,-0.014388-0.0025413i,0.0015264-0.0036672i,-0.0016-0.00038158i,0.0010201+0.0011054i,0.0012188-0.00070988i,0.0011824-0.0006616i,-0.0009803-0.00086755i,4.4689e-05-0.0037669i,-0.0027318+0.0036886i,-0.0011307+0.0017442i,-0.00046649+9.3581e-05i,0.00095854+0.0006729i,0.0014918+0.00082358i,-0.00014849+0.0010346i,0.00087246-0.00075537i,0.0028296+0.00041221i,-0.0034877+0.0006796i,-0.00017773+0.00016875i,0.0011292+0.00099868i,-4.9037e-05-0.00069347i,0.00069152-0.00035761i,-0.00066272-0.00065676i,-0.00036602-0.0032492i,0.001645-0.0035313i,0.0015903-0.0012541i,-0.0004176-0.00037372i,0.001528-0.0031372i,0.0023062-0.0059109i,0.0011643-0.0013935i,-0.00014989+0.00013993i,-0.0003639-0.00069984i,-0.001404-0.0019705i,0.00131-0.00036412i,0.0021494-0.00085086i,0.00021658-0.0015563i,0.0063418-0.0027104i,-0.010992-0.021445i,0.012042+0.00030833i,0.022081-0.0037084i,0.0082359-0.0040009i,-0.015326-0.0075328i,0.016842-0.0066328i,0.019322+0.0031461i,0.0089852+0.0028413i,0.012336-0.0077177i,0.0082542-0.0036921i,-0.0067681-0.0033473i,-0.0055183+1.2756e-05i,-0.0087254-0.0054526i,0.0013805-0.0038259i,0.0022467+0.0021856i,0.007222+0.01209i,-0.0043227+0.0012865i,0.0050557+0.0020214i,-0.00025962+0.0048299i,0.0033507+0.0025345i,0.0026866+0.0004392i,-0.0047001+0.0025612i,0.00042455-0.009554i,-0.0039752+0.0034547i,0.003671-0.0038638i,0.0031674+0.0049124i,-0.0031308-0.0013096i,-0.00086048-0.0010831i,-0.00033076+0.004583i,-0.00176+0.00071351i,-0.01003+0.0027395i,-0.0020646-0.0046675i,-0.00098434+0.00077356i,-0.0013817+0.0015506i,0.0012503+0.0023357i,0.0079123-0.0090933i,0.0010624+0.005514i,-0.0044722-0.0013651i,-0.0027614+4.8649e-05i,-0.001576+0.0015135i,-0.00014487-0.0021496i,0.002681-0.0026408i,0.0024181-0.0019919i,-0.00036324+0.0032012i,0.00046111+0.0055305i,0.01287-0.018723i,-0.018197+0.007473i,-0.013799+0.035961i,-0.0040588+0.0068878i,0.0071843+0.0033468i,0.0024827-0.0011566i,-0.012585+0.0056707i
0.0052818-0.033627i,-0.0038227-0.020366i,-0.0041037-0.021705i,-0.0028417-0.0098898i,-0.013267-0.014377i,-0.0062296-0.0029727i,-0.0061538-0.022333i,-0.01171-0.0061586i,-0.01374-1.6397e-05i,0.00012509-0.0034535i,-0.0016334+0.00057667i,0.0013376+0.00053523i,0.0013471-0.00072636i,0.00064558-0.00094088i,-0.0010914-0.00045571i,-0.00078707-0.0033821i,-0.0020292+0.0037784i,-0.00033865+0.0020598i,-0.00040001+0.00031962i,0.00067968+0.0003136i,0.001359+6.0119e-05i,0.00015859+0.0010021i,0.00050189-0.0009698i,0.0022073-0.0016339i,-0.0024528+0.0020697i,-0.0001562+0.00019899i,0.0014432+0.00065785i,-0.00011792-0.00057896i,0.00040972-0.00058093i,-0.00089292-0.00010614i,-0.0016559-0.0029971i,0.00042713-0.0038683i,0.00098293-0.0019036i,-0.00045957-0.00015977i,-0.00027522-0.0037059i,0.00052907-0.0068572i,0.00072779-0.0021069i,-3.7343e-05+0.00017324i,-0.00039109-0.00061532i,-0.002331-0.0014261i,0.0010207-0.00072691i,0.0018138-0.001273i,-0.00034302-0.0013754i,0.0059797-0.0037649i,-0.013435-0.019614i,0.013408-0.0037049i,0.022508-0.0080639i,0.0078231-0.0079731i,-0.012435-0.0033059i,0.015396-0.013995i,0.019008-0.00095866i,0.0081297-0.0016314i,0.0089239-0.0097565i,0.0085668-0.0072214i,-0.0066142-0.0017836i,-0.0058392+0.003315i,-0.012577-0.0018448i,-0.00091786-0.0033896i,0.0022993+0.0021384i,0.010592+0.009449i,-0.0028915+0.0025223i,0.003119+0.0012002i,0.0027359+0.0034111i,0.0051024+0.001336i,0.0031548-0.00073904i,-0.003213+0.0048068i,-0.0028351-0.010487i,-0.0032356+0.0046064i,0.0027791-0.0050569i,0.0037886+0.0029702i,-0.0041568-9.6088e-05i,-0.0011254-0.00087318i,0.0028004+0.0035541i,-0.0012572+0.00027468i,-0.0063296+0.0053515i,-0.0051396-0.0021037i,-0.00054799+0.00034288i,-0.0010954+0.0015181i,0.0014233+0.0010923i,0.0041763-0.01231i,0.0037417+0.0039027i,-0.0038212-0.00025409i,-0.0024263+0.00055328i,-0.0012214+0.0022942i,-0.00075932-0.0015498i,0.0015038-0.0027691i,0.0020247-0.0026326i,-0.00058997+0.0035364i,0.0014904+0.0058481i,0.0083407-0.021077i,-0.019254+0.0076783i,-0.0068799+0.03468i,-0.003354+0.0063989i,0.008158+0.0021367i,0.0031083-0.00035731i,-0.010742+0.006752i
0.00058737-0.033173i,-0.0073875-0.018938i,-0.0078263-0.020381i,-0.0044032-0.0094545i,-0.015607-0.01207i,-0.0068065-0.0026175i,-0.0096278-0.020549i,-0.012048-0.0047263i,-0.012467+0.0017955i,-0.00071203-0.0027225i,-0.0010983+0.0013508i,0.0013365+5.6039e-05i,0.0013411-0.00082499i,0.00045283-0.00070693i,-0.0010178-0.00021824i,-0.001446-0.002602i,-0.0010493+0.0035874i,0.00033105+0.001762i,-0.00032433+0.00058476i,0.0004684+0.00031897i,0.0010326-0.00049332i,0.00030081+0.000783i,9.8031e-05-0.0011239i,0.0009516-0.0029302i,-0.0013809+0.0011897i,-0.00016738+0.00035509i,0.0017946+0.00012662i,-0.00026021-0.00049767i,0.00012273-0.00063079i,-0.0008033+0.00034477i,-0.0026961-0.0021892i,-0.0010518-0.0038438i,0.00038608-0.0021716i,-0.0003259+3.4414e-05i,-0.0016519-0.003177i,-0.0012978-0.0065461i,0.00020857-0.002301i,6.2686e-06+0.00016113i,-0.00048576-0.00058355i,-0.0029796-0.00034424i,0.00074542-0.00091803i,0.0014454-0.0017486i,-0.00083396-0.00092463i,0.0051796-0.0053949i,-0.015992-0.01777i,0.012872-0.0082168i,0.021775-0.012974i,0.0045141-0.01188i,-0.0077551-0.0026401i,0.010138-0.019945i,0.018299-0.0045057i,0.0067011-0.004545i,0.0062768-0.0094412i,0.0076858-0.010987i,-0.0068307-0.00031337i,-0.0039632+0.0063246i,-0.014388+0.0036318i,-0.0028774-0.0022189i,0.0025554+0.0021216i,0.012006+0.0055571i,-0.0010764+0.0026958i,0.0018574+0.0013075i,0.0029971+0.0010981i,0.0056078-0.0012156i,0.0028949-0.0025899i,-5.8098e-05+0.0060495i,-0.007557-0.0085213i,-0.0014715+0.0063439i,0.0022699-0.0063273i,0.004796+0.0017208i,-0.0045123+0.0016674i,-0.001277-0.00056819i,0.0041819+0.00012422i,-0.001153-2.6919e-05i,-0.0017914+0.0055095i,-0.0022655-0.00064279i,-0.00061585-0.00018928i,-0.0012412+0.0012997i,0.0012715+0.00020277i,-0.00088094-0.013963i,0.0049845+0.0010352i,-0.0033993+0.00016883i,-0.002251+0.00096983i,0.00044626+0.0029177i,-0.00045802-0.00062652i,0.00048026-0.0022095i,0.0012735-0.0030346i,-0.00063152+0.00399i,0.0023588+0.0056917i,0.0037276-0.021517i,-0.020656+0.010773i,-0.0019589+0.032838i,-0.0030027+0.0050602i,0.0090097+0.00030162i,0.0035931-0.00070075i,-0.0090058+0.0067906i
-0.0037895-0.032614i,-0.010163-0.016981i,-0.010891-0.018468i,-0.0056508-0.0087486i,-0.017633-0.0089789i,-0.0075226-0.0020329i,-0.012652-0.018947i,-0.012445-0.0033659i,-0.011069+0.0026085i,-0.0010085-0.0019222i,-0.00040459+0.0017978i,0.0012152-0.00024552i,0.0014603-0.00090588i,0.00062147-0.0005846i,-0.00095092-3.3478e-05i,-0.0016577-0.0016844i,-0.0003164+0.0026951i,0.00074348+0.0014853i,3.6238e-05+0.00087308i,0.0004695+0.00040674i,0.0005104-0.00081266i,0.00028687+0.00074928i,-0.00031609-0.00095658i,-0.00048024-0.003258i,-0.0013831+0.001118i,1.4354e-05+0.00051598i,0.0017692-0.00067663i,-0.00033899-0.00030756i,-8.8734e-05-0.00062728i,-0.00051721+0.00070002i,-0.003294-0.0011861i,-0.002328-0.0030444i,9.9071e-05-0.002291i,-0.00016273+0.00010326i,-0.0025636-0.0024445i,-0.0024658-0.006294i,-0.0004157-0.0015873i,1.6915e-05+0.00024525i,-0.00069814-0.00048663i,-0.0031032+0.00094052i,0.00039242-0.0010573i,0.000877-0.0019973i,-0.0010517-0.00031694i,0.0036128-0.006581i,-0.018654-0.015378i,0.010696-0.011922i,0.019552-0.017571i,0.00070427-0.012964i,-0.0053042-0.0053692i,0.0039186-0.022734i,0.017954-0.0083359i,0.0056564-0.0071788i,0.0060905-0.0089011i,0.0064724-0.013807i,-0.0072398+0.00083938i,-0.00096528+0.0076452i,-0.013109+0.010404i,-0.0040379-0.00049878i,0.0028704+0.0019006i,0.012463+0.0027225i,-4.4882e-05+0.0017672i,0.00068169+0.0021632i,0.0028374+0.00019281i,0.0043055-0.0035835i,0.0012144-0.0038124i,0.0029548+0.0050589i,-0.0095855-0.0038223i,0.0020058+0.0062082i,-0.0033305-0.0078922i,0.0051055-0.00052343i,-0.003983+0.0038439i,-0.0013422-0.00042352i,0.0034374-0.0027404i,-0.0016124-9.1138e-05i,0.00092019+0.0032352i,-0.0039453-0.00077132i,-0.0010662-0.00065002i,-0.0013611+0.001542i,0.00081181-0.00048867i,-0.006769-0.01263i,0.0042836-0.0017681i,-0.0033503+0.00070402i,-0.0018975+0.0018423i,0.00196+0.0022805i,0.0001952-0.000911i,0.00023291-0.0012369i,0.00064972-0.0033513i,-0.00063752+0.0048466i,0.0034335+0.0052747i,0.00081163-0.02096i,-0.020411+0.014882i,0.0018383+0.03063i,-0.0035972+0.0033953i,0.0085096-0.0023315i,0.0034872-0.00070751i,-0.0083221+0.0061097i
-0.008514-0.031611i,-0.01215-0.014935i,-0.013628-0.016324i,-0.0067465-0.0082322i,-0.01881-0.0056475i,-0.0083196-0.0011169i,-0.015606-0.017094i,-0.012704-0.0017903i,-0.010201+0.0029634i,-0.00097034-0.0014995i,0.00049146+0.0020218i,0.0011154-0.00051981i,0.0014815-0.0012157i,0.00068033-0.00074969i,-0.00089337+0.00015239i,-0.0013995-0.00097682i,8.8886e-05+0.0011355i,0.0012067+0.0010634i,0.00047136+0.00072111i,0.0007409+0.00034668i,-0.00029677-0.00062894i,0.00055465+0.00069853i,-0.00055309-0.00068121i,-0.0015702-0.0029917i,-0.00091434+0.0014774i,0.00019239+0.00047868i,0.00098855-0.0013581i,-0.00036282-0.00025648i,-0.00025293-0.00049467i,-0.00017331+0.00086288i,-0.0036445-3.7473e-05i,-0.0028972-0.0018227i,-0.0007459-0.0037811i,-6.358e-05+4.7747e-05i,-0.0033823-0.0014172i,-0.0038372-0.0050981i,-0.00062441-0.0010164i,8.6946e-05+0.00029364i,-0.00074353-0.00012979i,-0.0026859+0.0022488i,-4.7421e-05-0.0010692i,0.00014425-0.0021905i,-0.00093434+0.0003667i,0.001725-0.0067505i,-0.020713-0.012191i,0.0073199-0.014363i,0.016251-0.02113i,-0.00267-0.013247i,-0.0055953-0.0075428i,-0.0026329-0.023637i,0.017003-0.012996i,0.0038782-0.0099712i,0.0065012-0.010031i,0.0043941-0.017203i,-0.0079464+0.0025975i,0.0019946+0.0071939i,-0.0083943+0.015408i,-0.0042495+0.0011688i,0.0030714+0.0016404i,0.012284-0.00041321i,3.8237e-05+0.0013255i,0.00063296+0.0035931i,0.0031623-0.00085079i,0.0022079-0.0044062i,-0.00038756-0.0038776i,0.0047073+0.0030966i,-0.0092392+0.0004788i,0.0046305+0.0042681i,-0.0055805-0.005237i,0.0038789-0.0024278i,-0.001826+0.0053323i,-0.0017196-0.00020969i,0.0013503-0.0047452i,-0.0020069+0.00017621i,0.0014671+0.0010971i,-0.0041906+0.0010034i,-0.0019299-0.00057802i,-0.0009828+0.0013157i,-9.5312e-05-0.00079702i,-0.010563-0.0089358i,0.0025102-0.0034801i,-0.002978+0.001203i,-0.00091573+0.0023344i,0.0028018+0.0011066i,-0.00013349-0.0011772i,0.00089992-0.00075523i,-0.00027053-0.0034852i,0.0002707+0.006233i,0.004003+0.0045706i,-0.0025921-0.020678i,-0.019139+0.019365i,0.0052934+0.028522i,-0.0054148+0.0023869i,0.0058224-0.0039342i,0.0037983-0.00091149i,-0.008752+0.0056139i
-0.01306-0.029607i,-0.013796-0.013292i,-0.01591-0.013669i,-0.0079635-0.0075805i,-0.019458-0.0024276i,-0.0088462+0.00018843i,-0.018192-0.014618i,-0.012716-0.00026887i,-0.0099171+0.0031159i,-0.00076798-0.0011833i,0.001529+0.001647i,0.0010389-0.00047726i,0.0014226-0.0014598i,0.00065864-0.00085026i,-0.00083164+0.00031551i,-0.00095583-0.00084727i,0.00050721-0.0004829i,0.0014575+0.0004859i,0.00066304+0.00029929i,0.0011008+0.00028018i,-0.00055291-0.00010181i,0.00090006+0.00039081i,-0.00056358-0.00042521i,-0.002317-0.0025941i,-0.00056622+0.0015672i,0.00040125+0.00043094i,0.00035656-0.001228i,-0.00039634-2.1295e-05i,-0.00039155-0.00036085i,0.00028026+0.00097128i,-0.0035472+0.0013557i,-0.0031239-0.00082053i,-0.0017412-0.001843i,-8.8132e-05+0.00010671i,-0.0036085+4.2866e-05i,-0.0043358-0.0033278i,-0.00056654-0.00061046i,0.00012337+0.00031708i,-0.00051854+1.6111e-05i,-0.0016478+0.0030598i,-0.00031327-0.00086248i,-0.00038657-0.0021826i,-0.00048835+0.0008139i,6.8113e-05-0.0066482i,-0.021685-0.0086687i,0.0043065-0.014647i,0.012696-0.023526i,-0.0060559-0.012593i,-0.0073007-0.0085561i,-0.0093712-0.021669i,0.014662-0.017788i,0.0020101-0.011904i,0.006495-0.011343i,0.00066044-0.019359i,-0.0082109+0.005293i,0.0040476+0.0055608i,-0.0021549+0.017688i,-0.0040097+0.0027479i,0.0034327+0.0016514i,0.011224-0.0036059i,0.00019865+0.00088504i,0.0018347+0.0048021i,0.0024633-0.0020715i,0.00090352-0.0040562i,-0.0019955-0.0032601i,0.0053431+0.0010441i,-0.0070872+0.0033275i,0.0061288+0.0015309i,-0.0078897-0.0023342i,0.002247-0.0030534i,0.00071262+0.0053048i,-0.0017715+0.00048253i,-0.0011844-0.0054094i,-0.002211+0.00032471i,0.00068713+3.0821e-05i,-0.0034698+0.0025317i,-0.0025448+0.00024135i,-0.0007161+0.0014157i,-0.00057392-0.00043919i,-0.012453-0.0045903i,0.00036562-0.004134i,-0.0027237+0.0015624i,2.8994e-05+0.0022306i,0.0029462-0.00015222i,-0.00014703-0.00087118i,0.001606-0.0011661i,-0.0012207-0.0035576i,0.0018216+0.0064416i,0.0046117+0.0040723i,-0.0050451-0.019526i,-0.016026+0.024778i,0.0083388+0.026097i,-0.0077112+0.002757i,0.0028859-0.0030005i,0.0037369-0.0015617i,-0.009488+0.0059332i
-0.016761-0.026998i,-0.015937-0.011902i,-0.017426-0.011095i,-0.0090788-0.0065421i,-0.019548+0.0013273i,-0.0088488+0.0016801i,-0.02036-0.011815i,-0.012621+0.0012184i,-0.010127+0.0037505i,-0.00043544-0.0012768i,0.0020698+0.00076223i,0.0011737-0.00073286i,0.0012776-0.0017061i,0.0008147-0.0012687i,-0.00069108+0.00048201i,-0.00086565-0.0009006i,0.00033563-0.0024196i,0.0013103+0.00014483i,0.0006487-0.00013117i,0.0015352+3.3066e-05i,-0.00053296+0.00029661i,0.00083565+1.116e-05i,-0.0006044-0.0002943i,-0.0027997-0.0022924i,-0.00016879+0.0015796i,0.00058224+0.00030751i,4.6086e-06-0.0010527i,-0.00027891+0.00025069i,-0.00047381-0.00018659i,0.00080255+0.00083248i,-0.0028538+0.0026406i,-0.0031827+8.8394e-05i,-0.0015415-0.0013385i,7.6953e-07+0.00011404i,-0.0031328+0.0012841i,-0.0040887-0.002157i,-0.00023371-0.00061155i,0.00035294+0.00047143i,-0.00046242+6.4731e-06i,-0.00035235+0.0031197i,-0.00042849-0.00073971i,-0.0011161-0.0021134i,0.00018971+0.00090599i,-0.0013046-0.0056358i,-0.022137-0.0053305i,0.0027737-0.014397i,0.0091476-0.025211i,-0.0088797-0.010414i,-0.0083002-0.0080538i,-0.014497-0.016701i,0.0109-0.021978i,1.6596e-05-0.014325i,0.0062578-0.013325i,-0.0034758-0.019765i,-0.0068945+0.0086543i,0.0051234+0.0035224i,0.0035182+0.016759i,-0.0033143+0.0040364i,0.0043792+0.0012831i,0.0079222-0.0076319i,-2.7574e-05+0.00062352i,0.004116+0.0047308i,0.0014492-0.0021619i,4.6311e-05-0.0039003i,-0.0029101-0.002255i,0.0052666-0.00087623i,-0.005123+0.0045673i,0.006028-0.0018893i,-0.0069576+0.0015826i,0.0015076-0.002962i,0.0025236+0.0041381i,-0.0014592+0.00085612i,-0.0037903-0.004714i,-0.0023342+0.0013728i,0.00019709+0.0002978i,-0.0019788+0.0034218i,-0.0024766+0.0012276i,-0.00063673+0.0020273i,-0.00059818-0.00026518i,-0.01291-0.00045146i,-0.0016542-0.0036856i,-0.0026977+0.0023138i,0.00049404+0.0020084i,0.0032008-0.0013742i,-0.00012124-0.0013985i,0.0019149-0.0019373i,-0.0021278-0.0031519i,0.0037022+0.0059668i,0.0054325+0.003524i,-0.0070815-0.018323i,-0.009279+0.028121i,0.011374+0.023067i,-0.0094224+0.0041277i,0.0016033-0.0011047i,0.0036897-0.0018577i,-0.010041+0.006809i
