-0.026089-0.044825i,-0.021118-0.023084i,-0.013192-0.038109i,-0.029704-0.021071i,-0.025221-0.0020476i,-0.013557-0.0037494i,-0.051784-0.053854i,-0.048235-0.017004i,-0.038007-0.014639i,0.01046+0.014253i,-0.0088322+0.005411i,-0.019767+0.019219i,0.0022855+0.012847i,-0.0036612-0.0024035i,0.0010614+0.0010775i,-8.0927e-05+0.027994i,0.026116+0.025401i,0.0028503-0.0023474i,-0.0020642-0.0071939i,0.0068759+0.00289i,0.0027493+0.0007763i,0.00059217+0.0033212i,-0.00058681+3.0395e-05i,-0.035455-0.011144i,9.5837e-05-0.0076222i,0.0016141+0.002373i,0.0058739+0.0006659i,0.0020004+0.00038288i,0.0012917-0.00038875i,-0.00035909-0.0026679i,0.0017053-0.0021396i,-0.0023162-0.0055332i,-0.00074387-0.0043802i,0.0031132-0.00082525i,0.0045995-0.0030707i,0.0031903+0.029097i,0.0040093-0.0034933i,0.0029594-0.0018026i,0.0083426-0.0010113i,-0.0057381-0.0032003i,-0.00027536+0.00067519i,0.0097057+0.00038039i,0.0049548-0.0016866i,-0.002916+0.0090079i,-0.016225-0.010122i,-0.017944+0.014963i,0.0014021-0.062944i,-0.0044195-0.027146i,-0.02499-0.034528i,-0.0090787-0.02786i,0.051256-0.024548i,0.016696-0.043623i,0.025336-0.047377i,0.0087008-0.054861i,0.028044-0.019961i,0.0086558+0.0068866i,0.0278-0.032148i,-0.0087471-0.0060066i,0.0032295-0.0037007i,-0.0050505-0.0069656i,-0.0013358-0.032321i,-0.020825+0.029308i,0.0095008-0.012067i,-0.0092504-0.0038068i,-0.0041713-0.001989i,0.00035614-0.012656i,-0.011179+0.0039393i,0.0025018+0.010759i,-0.0046927+0.026821i,0.0048005+0.002631i,-0.0052911-0.0018578i,-0.0020521-0.0024144i,-0.012532-0.0080849i,-0.00033496-0.0045359i,-0.037679+0.00042665i,0.0018576-0.011034i,-0.0083831+8.7932e-06i,-0.00735-0.0024076i,0.0049286+0.0010509i,-0.0080492-0.00072969i,0.0021796+0.00020544i,0.0039422+0.0068829i,0.0042844+0.00049922i,-0.0083161-0.014576i,0.0025583+0.0099273i,-0.015354+0.0035761i,0.0071719+0.00017772i,-0.023715-0.0014145i,-0.018809+0.0062921i,-0.0065222-0.070946i,0.0079211-0.012881i,-0.047033-0.024819i,-0.020208-0.0015888i,0.016353+0.013402i,-0.023851+0.013634i,-0.019944-0.0075984i
0.028432-0.023464i,0.012754-0.016158i,0.011615-0.01944i,0.0037634-0.012267i,0.0025748-0.020423i,-0.0054929-0.0059949i,0.011457-0.020936i,-0.0077477-0.014618i,-0.0099647-0.010503i,0.0038021-0.0016251i,-0.00039813-0.00058015i,-0.0014357+0.0011626i,0.0034813+1.119e-05i,0.00010741-0.00029885i,-0.00067778-0.0011046i,0.0017662-0.0036668i,-0.0058905+0.0020848i,-0.00053829-0.0005136i,0.00020175-0.00037146i,-9.0877e-05+0.0017014i,-0.0003515+0.0017895i,-0.0004463+0.0010199i,0.0013714+0.00062281i,-0.0014642+0.0032811i,0.0010842-0.0024323i,-0.0005879-0.00027121i,-6.2212e-05+0.00057517i,0.00083971-0.0005299i,0.0012105+0.00011551i,0.00054067-0.0010309i,0.0027008-0.0016089i,0.0037257+0.00014496i,0.0015535+0.0003671i,0.00030459-0.00081668i,0.0030383+0.00022406i,0.0059215-0.00098478i,-0.00052841+0.00035465i,-0.00023598-0.00011664i,0.00067976-0.0013286i,0.0012082-0.0015455i,0.00057333+0.0028866i,0.0015602+0.0023862i,0.00098836-0.002247i,0.0043453+0.0022228i,0.0049433-0.026671i,0.0083915+0.0041805i,0.020359+0.0084033i,0.0052233+0.0067418i,-0.0070358-0.021853i,0.0089951+0.0088673i,0.015684+0.017047i,0.0044927+0.014067i,0.018398+0.0096341i,0.0018308+0.0076456i,0.00066731-0.0090055i,0.0016526-0.0033618i,0.0014278-0.005201i,0.008208+0.00010454i,0.00095795+0.0042022i,-0.0074436+0.01053i,-0.0044757-0.0063333i,0.0047911+0.010179i,-0.0033562-0.00076206i,0.00020301+0.0013699i,-0.00030727+0.001691i,-0.0027279-0.0021217i,0.0054231-0.0029728i,-0.0043361-0.0013654i,0.0031732+0.00012162i,-0.0069467+0.0037341i,-0.0014105+0.00022813i,0.0012632-0.00070235i,-0.0054977-0.0014301i,-0.003736-0.0010085i,-0.014331-0.0099234i,0.0038248-0.002864i,-0.0022485-0.00048669i,-0.001045+0.0017151i,-0.0034858+0.0029432i,0.0093846+0.0042598i,-0.0043661+0.0010684i,-0.001851-0.0048249i,-0.0037671-0.00018941i,-0.0029619-0.00050449i,0.003367-0.0038672i,0.003908+0.00030467i,0.0017432-0.0017182i,-0.0015364+0.0061167i,0.00098919+0.0047238i,0.022511-0.00070717i,-0.025263-0.0031632i,-0.033474+0.021387i,-0.0064647+0.011589i,0.0013749+0.0015004i,0.0070064-0.003991i,-0.013536-0.0016678i
0.023253-0.02678i,0.0095066-0.018792i,0.0079484-0.020862i,0.0012953-0.011953i,-0.0014854-0.02086i,-0.0059834-0.0049932i,0.0067574-0.02359i,-0.009789-0.012653i,-0.01158-0.0084902i,0.0034843-0.002883i,-0.00055276-0.00090107i,-0.00066322+0.0016869i,0.0020264-0.00089678i,0.00029257+5.2214e-05i,-0.00077566-0.00096533i,0.0010171-0.0036869i,-0.0047539+0.0038075i,-0.00085942-0.00040689i,-0.00010279-0.00044861i,0.00031525+0.0016129i,0.00027525+0.0018361i,-0.00010581+0.0011252i,0.0015173+0.00016496i,0.00061855+0.0030652i,0.00024346-0.002398i,-0.00057322+1.5797e-05i,0.00026274+0.0010213i,0.00066201-0.00062453i,0.0011601-0.00018339i,0.0002571-0.0009832i,0.0019785-0.0026674i,0.0038182-0.0012191i,0.001797-0.00018608i,-9.4389e-05-0.00077995i,0.0034085-0.00096244i,0.0052552-0.0022181i,-0.00038456+0.00063388i,-0.00027758-8.144e-05i,0.00049017-0.0012215i,0.00066445-0.0023407i,0.0014542+0.0025634i,0.0022445+0.0015105i,0.00032406-0.0019815i,0.0054692+0.0013823i,0.0003199-0.026325i,0.0088537+0.0038127i,0.021234+0.0052263i,0.0074464+0.0029983i,-0.012487-0.017798i,0.013105+0.0054882i,0.01865+0.012501i,0.0068127+0.0094175i,0.016561+0.0019848i,0.0055949+0.0035439i,-0.0022769-0.0090022i,-0.001454-0.0035771i,-0.00076108-0.0064557i,0.0060167-0.0024823i,0.0019759+0.0035592i,-0.0023523+0.012825i,-0.0057096-0.0030079i,0.0061188+0.0078707i,-0.0033467+0.00069861i,0.001069+0.002269i,0.00095121+0.0016964i,-0.0041352-0.0010977i,0.0052765-0.0061923i,-0.0049316-0.00012026i,0.0039075-0.0012861i,-0.0045795+0.0068505i,-0.0011746-0.00046749i,0.00050509-0.0015206i,-0.0044537+0.0016978i,-0.0033532+8.1379e-06i,-0.015409-0.0034282i,0.0019746-0.0035424i,-0.0019618+0.00015935i,-0.0014319+0.0010293i,-0.0021568+0.0038266i,0.011613+0.00050581i,-0.0034881+0.0031424i,-0.003302-0.0039047i,-0.0029905+0.00053241i,-0.0029137+0.0010038i,0.00066643-0.0038101i,0.004078-0.001187i,0.0016974-0.0017351i,0.00017466+0.0056345i,0.00070005+0.0044967i,0.020774-0.0073664i,-0.02414+0.0023077i,-0.029879+0.029111i,-0.0047569+0.0097715i,0.0031269+0.0039595i,0.0049282-0.0041122i,-0.014918+0.0012163i
0.018482-0.028955i,0.0053425-0.0209i,0.00392-0.021679i,-0.00054582-0.011148i,-0.0056284-0.020433i,-0.0062253-0.0042418i,0.001907-0.025127i,-0.011235-0.010651i,-0.012869-0.0062761i,0.0023971-0.0037181i,-0.0011537-0.00096992i,0.00024164+0.0018926i,0.0018789-0.00053508i,0.00074989+0.00016416i,-0.00093189-0.00086434i,0.00029985-0.0035713i,-0.0031067+0.0050242i,-0.0012221-7.7497e-05i,-0.00042208-0.00031986i,0.00067541+0.0013045i,0.0010443+0.001403i,9.6799e-05+0.0010148i,0.0014744-0.0004005i,0.0021184+0.0019392i,-6.1593e-05-0.002176i,-0.0003913+0.00023675i,0.00088266+0.00096626i,0.00037108-0.0006871i,0.0010421-0.00041441i,-0.00011003-0.0010557i,0.00093903-0.0033716i,0.003237-0.002679i,0.0016873-0.0010476i,-0.00034407-0.00049855i,0.0032009-0.0025434i,0.0046615-0.0037643i,7.5239e-05+0.00078618i,-0.00033479+7.6871e-06i,0.00021831-0.0013847i,-0.00021171-0.002715i,0.0023221+0.0018818i,0.0023672+0.00067633i,-5.7422e-05-0.0017129i,0.0060203-7.0641e-05i,-0.0038748-0.025475i,0.011+0.0033044i,0.022275+0.0016364i,0.0080314-0.00069505i,-0.015266-0.012681i,0.016361+0.00064203i,0.019944+0.0076846i,0.0081864+0.0055148i,0.013424-0.0028277i,0.0070107+0.00039357i,-0.0053513-0.0075138i,-0.0042009-0.0019426i,-0.0045699-0.0068823i,0.0030127-0.003469i,0.0022748+0.0026766i,0.0021639+0.012449i,-0.0049594-0.00032508i,0.0061923+0.0051327i,-0.003203+0.0027569i,0.0022957+0.0023801i,0.0015926+0.0011682i,-0.0048143+0.00089018i,0.0033041-0.0081846i,-0.0044808+0.0011792i,0.0039675-0.0025958i,-1.276e-05+0.0075452i,-0.0017155-0.00091774i,-0.00039605-0.0013737i,-0.0026611+0.0030386i,-0.0025077+0.00065995i,-0.014065+0.0019246i,0.00093063-0.0038307i,-0.001484+0.00045265i,-0.0014333+0.0015708i,-0.00030278+0.0038321i,0.011781-0.0043656i,-0.0015894+0.004464i,-0.0044639-0.0026502i,-0.0024651+0.00064709i,-0.0019997+0.0018576i,-6.0344e-05-0.002537i,0.0030144-0.002491i,0.0020133-0.0018411i,0.00037687+0.0039342i,0.00067003+0.0047662i,0.018297-0.011986i,-0.021517+0.006008i,-0.02274+0.035295i,-0.0043564+0.0081428i,0.0059629+0.0039591i,0.0030219-0.0031362i,-0.014295+0.004274i
0.013846-0.030833i,0.00075615-0.0216i,-4.2662e-05-0.021957i,-0.0016656-0.010664i,-0.0096203-0.018839i,-0.0065746-0.0037113i,-0.0033949-0.025454i,-0.012278-0.0085577i,-0.013423-0.0036809i,0.0012542-0.0041508i,-0.0018117-0.00028347i,0.0011372+0.0013104i,0.0018242-0.00049259i,0.0010983-0.0002455i,-0.0011365-0.00062913i,-0.00045516-0.0032258i,-0.001413+0.0052644i,-0.0013475+0.00072709i,-0.00052228+0.00010833i,0.00084166+0.00082965i,0.0012898+0.00066914i,0.0001277+0.00091053i,0.0011221-0.00094691i,0.0028439+4.5751e-05i,-0.00037937-0.0022415i,-0.00028039+0.00027429i,0.0011627+0.00064423i,0.0001126-0.00066433i,0.00093584-0.00063302i,-0.00070663-0.00085347i,-0.00040121-0.0037242i,0.0020462-0.0036845i,0.0012455-0.0016499i,-0.00037846-0.00034022i,0.002004-0.0042232i,0.0035848-0.0053173i,0.00059155+0.00058181i,-0.00026673+0.00026408i,-0.00012955-0.0012963i,-0.0012095-0.0027806i,0.0027714+0.00089805i,0.00232-3.462e-05i,-0.00038853-0.0014364i,0.0059244-0.0015028i,-0.0075797-0.024221i,0.013596+0.00053648i,0.023253-0.002189i,0.0080016-0.003769i,-0.014967-0.0072194i,0.017566-0.0060374i,0.020167+0.0031051i,0.0085993+0.0011243i,0.011214-0.0062885i,0.0086044-0.0030619i,-0.0069116-0.0047267i,-0.005603+0.00083817i,-0.0090182-0.0056904i,0.00077437-0.0032934i,0.0023072+0.0022984i,0.0057315+0.011181i,-0.0038649+0.0014635i,0.0053509+0.0027575i,-0.00053829+0.0045907i,0.0035829+0.0017342i,0.0024035+0.00071601i,-0.0042605+0.0030154i,0.00076163-0.0094962i,-0.0037646+0.0019822i,0.0036285-0.0042784i,0.0031863+0.0053469i,-0.0026184-0.00084581i,-0.00073924-0.0011746i,-0.00084374+0.0040151i,-0.0017751+0.00068652i,-0.010746+0.0064896i,-0.00070352-0.0044682i,-0.0008181+0.00039834i,-0.001168+0.0015643i,0.001053+0.0026048i,0.0097962-0.0093014i,0.00098201+0.0047409i,-0.0044781-0.00081616i,-0.0024508+0.00092082i,-0.0013173+0.0022818i,-0.00032598-0.0020543i,0.0017925-0.0026171i,0.0022775-0.0023112i,-0.00030304+0.003881i,0.0012471+0.005433i,0.015248-0.016438i,-0.019393+0.0070666i,-0.014085+0.037738i,-0.0040269+0.0080868i,0.0074904+0.002988i,0.0024796-0.0016285i,-0.012503+0.0060117i
0.0087633-0.03209i,-0.0035795-0.020925i,-0.0040771-0.02148i,-0.0030956-0.010664i,-0.012666-0.016682i,-0.0069754-0.0031649i,-0.008357-0.024134i,-0.012885-0.0067106i,-0.012991-0.0012845i,-0.00013867-0.0038867i,-0.0017997+0.00077499i,0.0014569+0.00058715i,0.0019169-0.00062408i,0.00071765-0.00062557i,-0.001229-0.00019264i,-0.001059-0.0026277i,2.0096e-05+0.0051191i,-0.00083688+0.0014531i,-0.00036935+0.00033785i,0.00062425+0.00044281i,0.0012333+7.0825e-05i,0.00036989+0.00082965i,0.00073611-0.0011757i,0.0021327-0.0018013i,-0.001104-0.002342i,-0.00022281+0.00032448i,0.0013282+0.00031236i,1.0797e-05-0.00054695i,0.0006818-0.0009079i,-0.0010085-0.00026675i,-0.001904-0.0034435i,0.00061988-0.0041701i,0.00041751-0.0020591i,-0.00044495-0.0001441i,-0.00030023-0.004822i,0.0023358-0.0065021i,0.00068213+0.00016516i,-6.4022e-05+0.00027831i,-0.00033888-0.001126i,-0.0023599-0.0024631i,0.0027292-0.00024095i,0.0022014-0.00066134i,-0.00073472-0.0011185i,0.0056695-0.0026261i,-0.010547-0.022802i,0.014677-0.0037434i,0.023741-0.0071041i,0.0079632-0.0077715i,-0.012077-0.0028848i,0.016087-0.013204i,0.01959-0.0009854i,0.0073815-0.0025834i,0.0085266-0.0079082i,0.0090741-0.0074655i,-0.0070757-0.0028202i,-0.0053075+0.0039493i,-0.013092-0.0019201i,-0.00090741-0.0027673i,0.0024572+0.0021088i,0.0087834+0.0089629i,-0.0022995+0.0021666i,0.003777+0.0017789i,0.0025396+0.0034463i,0.0049125+0.00038847i,0.0029665-0.00038552i,-0.002669+0.0050318i,-0.002447-0.010562i,-0.003384+0.0031333i,0.0025009-0.0061448i,0.0039222+0.0032951i,-0.0033964+0.00017222i,-0.0010046-0.0010247i,0.0020925+0.003902i,-0.0014447+0.00016994i,-0.006057+0.0087801i,-0.003-0.0037977i,-0.00048287+2.0405e-05i,-0.00088196+0.0014576i,0.0013409+0.0013555i,0.0061782-0.013231i,0.0032115+0.0033957i,-0.0036313+0.00024076i,-0.002193+0.0013644i,-0.00063184+0.0030088i,-0.00091184-0.0014433i,0.00088101-0.0024967i,0.0020659-0.0030883i,-0.00051232+0.004385i,0.0021579+0.00556i,0.010679-0.019779i,-0.020515+0.0074068i,-0.0063135+0.036248i,-0.0028869+0.0074567i,0.0084245+0.0017462i,0.0029152-0.00073435i,-0.010641+0.0068797i
0.0039861-0.032242i,-0.0071791-0.019486i,-0.0078696-0.020083i,-0.0047887-0.010123i,-0.015563-0.01448i,-0.0074007-0.0025974i,-0.012-0.022084i,-0.013421-0.0049928i,-0.012006+0.00053843i,-0.001022-0.0030656i,-0.0011104+0.0015728i,0.0014178+3.1267e-05i,0.0019059-0.00093314i,0.00052932-0.00047713i,-0.0010798+9.977e-05i,-0.0014553-0.0017806i,0.0015234+0.0044949i,-0.00019856+0.0015383i,-0.00014835+0.00057374i,0.0004199+0.00043675i,0.00099523-0.0004435i,0.00047008+0.00054518i,0.0002876-0.0013504i,0.0008915-0.0028896i,-0.0020666-0.0018175i,-0.00021084+0.00049309i,0.0014666-0.00016932i,-0.00012961-0.00048158i,0.00025505-0.0010351i,-0.00098758+0.00021897i,-0.0031469-0.0025301i,-0.0010188-0.0041627i,-0.0005634-0.0017941i,-0.00033316+3.6538e-05i,-0.0020848-0.0041402i,0.00077225-0.0069923i,0.00068984+7.1865e-05i,-6.5545e-06+0.00024442i,-0.00054899-0.0009778i,-0.0033798-0.0015221i,0.0023143-0.0010711i,0.0019469-0.0013179i,-0.0009806-0.00060856i,0.0051103-0.003977i,-0.013713-0.021429i,0.013936-0.0084053i,0.022617-0.012298i,0.0050223-0.012279i,-0.0073361-0.0022379i,0.011108-0.01894i,0.01899-0.004385i,0.0059233-0.004689i,0.0068593-0.0077042i,0.0076991-0.011902i,-0.0073743-0.0010529i,-0.0032496+0.0064558i,-0.015239+0.003608i,-0.0024972-0.0019018i,0.0027171+0.0018978i,0.010113+0.005748i,-0.00096042+0.0021926i,0.0024684+0.0014234i,0.0029506+0.0012503i,0.0050258-0.0019317i,0.0027878-0.0021485i,0.00038083+0.0059941i,-0.0073186-0.0087812i,-0.0020695+0.0049399i,0.00079549-0.0071003i,0.0050437+0.0020796i,-0.0035074+0.0017319i,-0.0011886-0.00077454i,0.0047535+0.00067158i,-0.0012996-3.5577e-05i,-0.00094327+0.0080855i,-0.0043257-0.0024108i,-0.00064077-0.0004864i,-0.0011225+0.0013132i,0.0012696+0.00047185i,0.00049565-0.015556i,0.0044997+0.00090981i,-0.0031613+0.00065483i,-0.0021013+0.0018098i,0.0012515+0.0031787i,-0.00049024-0.00037156i,0.00015406-0.0018854i,0.0010337-0.0038304i,-0.00053771+0.0050043i,0.0029185+0.0052889i,0.0056491-0.020718i,-0.021834+0.010601i,-0.00090036+0.033739i,-0.0021194+0.0058203i,0.0092528-0.00020192i,0.0033961-0.00085255i,-0.0091352+0.0067739i
-0.00046005-0.032225i,-0.0099044-0.017525i,-0.011107-0.01816i,-0.0060807-0.009259i,-0.018035-0.01138i,-0.0079604-0.0019039i,-0.015085-0.020087i,-0.013863-0.0031468i,-0.010948+0.0015545i,-0.0012329-0.0022019i,-0.00023963+0.001972i,0.0012348-0.00033297i,0.0017896-0.0011739i,0.00059549-0.00043165i,-0.0008895+0.0003255i,-0.001394-0.00092393i,0.0024793+0.0036917i,0.00034764+0.0014071i,0.00018978+0.00064459i,0.00046083+0.00057319i,0.00056648-0.0007368i,0.00037682+0.00044831i,-0.00023427-0.001227i,-0.00036149-0.0030488i,-0.002466-0.00084383i,2.1777e-06+0.00065247i,0.0012608-0.00073729i,-0.00024088-0.00033596i,-2.3671e-05-0.00097766i,-0.00073157+0.00066667i,-0.0039031-0.0012348i,-0.0024399-0.0032865i,-0.0012395-0.0012843i,-0.00015653+9.8786e-05i,-0.0032354-0.0031441i,-0.00068686-0.0069805i,0.00092888-1.2233e-05i,4.5712e-05+0.00032304i,-0.00087491-0.00079215i,-0.0039283-0.00026162i,0.001748-0.0017648i,0.0014314-0.0017946i,-0.00092241-3.3525e-05i,0.0039486-0.0050541i,-0.017088-0.019349i,0.011668-0.012088i,0.020011-0.016766i,0.00061046-0.013771i,-0.0046415-0.0050094i,0.0053057-0.021802i,0.018831-0.008146i,0.0051901-0.0067395i,0.0072731-0.0077726i,0.0056641-0.014937i,-0.0078642+0.00033843i,-0.00031725+0.0073476i,-0.013758+0.010673i,-0.0036313-0.00065819i,0.0029422+0.0015129i,0.010454+0.0031833i,-0.00014545+0.0014809i,0.00092124+0.0020359i,0.0029097+0.00036888i,0.0035752-0.0039336i,0.0013207-0.0033353i,0.0032526+0.0048644i,-0.0096176-0.0041545i,0.0008413+0.0052306i,-0.0041693-0.0065088i,0.0055954-0.00044482i,-0.0027749+0.0032871i,-0.0013251-0.00060265i,0.0040066-0.0029779i,-0.0016611+8.4191e-05i,0.0018327+0.0049207i,-0.0050152-0.00044051i,-0.0011181-0.00083463i,-0.001278+0.0017411i,0.00089963-0.00038967i,-0.0058277-0.014485i,0.0039486-0.0018052i,-0.0029593+0.0010746i,-0.0016446+0.0025845i,0.0028506+0.0023068i,0.00035294-0.00070443i,2.3157e-05-0.0010808i,-0.00011091-0.004385i,-0.0004778+0.0061572i,0.0038113+0.0048206i,0.0025494-0.020167i,-0.021903+0.014821i,0.0030991+0.030271i,-0.0025992+0.0036196i,0.008244-0.0028538i,0.00344-0.00083977i,-0.008557+0.0060032i
-0.0052136-0.031853i,-0.011912-0.015557i,-0.013886-0.015867i,-0.0071858-0.0085558i,-0.019657-0.0079168i,-0.0085455-0.0010298i,-0.018072-0.0177i,-0.013955-0.0011842i,-0.010167+0.0021937i,-0.0012204-0.0016947i,0.00071049+0.0019392i,0.0011053-0.0006036i,0.0016923-0.0014598i,0.00061054-0.00055733i,-0.00068832+0.00044412i,-0.00094307-0.00034212i,0.0030245+0.0025664i,0.00084623+0.0010809i,0.00048706+0.00046126i,0.00071482+0.00055533i,-0.00013396-0.00066729i,0.00051692+0.00042806i,-0.00059381-0.00096166i,-0.0011745-0.0027167i,-0.0025379+5.7593e-05i,0.00023294+0.00060179i,0.00074253-0.0011338i,-0.00022754-0.00027694i,-0.00026061-0.00082996i,-0.00037661+0.00094715i,-0.0042926+0.00026026i,-0.0031893-0.0019691i,-0.0010754+2.5975e-05i,-6.0202e-05+2.946e-05i,-0.0041905-0.0018976i,-0.0022279-0.006164i,0.00093943-0.00039177i,0.00015424+0.00039647i,-0.00099215-0.00033582i,-0.0040052+0.0011198i,0.00080623-0.0020519i,0.00072777-0.002192i,-0.00058783+0.00045285i,0.0026125-0.0054136i,-0.019792-0.016207i,0.0082048-0.014559i,0.016684-0.020128i,-0.0030474-0.013861i,-0.0048141-0.0074124i,-0.00099428-0.022959i,0.018021-0.012751i,0.0039596-0.0093516i,0.0076896-0.0095978i,0.0029317-0.018411i,-0.0085572+0.002254i,0.0023914+0.0067236i,-0.0087469+0.015776i,-0.0041736+0.00074498i,0.0030012+0.0012353i,0.010872+0.00078744i,-5.2372e-05+0.0010237i,0.00056887+0.0034675i,0.0033015-0.00066975i,0.0015942-0.0044139i,-8.869e-05-0.0035094i,0.004886+0.0027936i,-0.0095254+0.00026121i,0.0031859+0.003924i,-0.0058183-0.0040085i,0.0042969-0.002656i,-0.0012102+0.0043747i,-0.0017039-0.00033213i,0.001362-0.0053221i,-0.0019257+0.00042937i,0.0021391+0.0017983i,-0.0048211+0.0015633i,-0.001927-0.00069204i,-0.0010019+0.0017367i,1.1792e-06-0.00073908i,-0.01011-0.010837i,0.0022353-0.0034917i,-0.0025667+0.0013956i,-0.00050299+0.0029526i,0.0038212+0.0007136i,4.5626e-05-0.0010906i,0.00069943-0.00073367i,-0.001211-0.0043763i,0.0010797+0.0077565i,0.0042262+0.0041819i,-0.0005929-0.020049i,-0.02058+0.019696i,0.0053466+0.028128i,-0.0046636+0.0023105i,0.0054707-0.0042781i,0.0037605-0.0011531i,-0.0091951+0.0055615i
-0.0099341-0.030227i,-0.013702-0.014031i,-0.016031-0.013023i,-0.0082998-0.0077638i,-0.020735-0.0045037i,-0.0089978+0.00024708i,-0.020463-0.014799i,-0.01365+0.00058822i,-0.0096976+0.002611i,-0.00099572-0.001316i,0.0015817+0.0014235i,0.0010198-0.00057695i,0.0014849-0.0016082i,0.00054275-0.00068703i,-0.00056931+0.0004449i,-0.00032964-0.00036317i,0.0035905+0.0014508i,0.0011088+0.0005172i,0.00055052+0.00012545i,0.00096749+0.00050825i,-0.00044736-0.00027979i,0.00078719+0.00024234i,-0.00071715-0.00062686i,-0.0015563-0.0024694i,-0.0022013+0.00084963i,0.00044359+0.000557i,0.00020619-0.001098i,-0.00027672-0.00010969i,-0.0004535-0.0006488i,0.0001386+0.0011482i,-0.00399+0.0019835i,-0.0035228-0.00074553i,-0.00098505-4.366e-05i,-8.4106e-05+6.9504e-05i,-0.0045588-0.0002103i,-0.0032691-0.0047465i,0.00068025-0.00066865i,0.00029067+0.00039015i,-0.00070823-0.0001366i,-0.0035038+0.0025231i,0.00017417-0.0019514i,2.6146e-05-0.0022604i,-0.00010081+0.00065193i,0.0016768-0.0053906i,-0.021512-0.012753i,0.0052084-0.01497i,0.013229-0.022452i,-0.0066313-0.013068i,-0.0066285-0.0086361i,-0.0075408-0.021288i,0.015866-0.017478i,0.002428-0.011295i,0.0076001-0.011258i,-0.0014595-0.020323i,-0.0088288+0.004987i,0.0042051+0.0050183i,-0.0025599+0.018106i,-0.0043834+0.0023826i,0.0032234+0.0012621i,0.010055-0.0018492i,1.9731e-05+0.00058163i,0.0016998+0.0049545i,0.0026403-0.0019125i,0.00050554-0.0038046i,-0.0016085-0.0031141i,0.005385+0.00076138i,-0.007299+0.0034896i,0.0046394+0.0018855i,-0.0062033-0.00073183i,0.002438-0.0032798i,0.00092443+0.0043032i,-0.0017499+0.00035679i,-0.0017372-0.0059379i,-0.0020452+0.00065629i,0.00068295+0.00016222i,-0.0038477+0.0030375i,-0.0025805+0.00012803i,-0.00081946+0.0018336i,-0.00053113-0.00047496i,-0.012718-0.0062403i,0.00020241-0.0041597i,-0.0022912+0.0017324i,0.0004431+0.0027042i,0.0039278-0.0011774i,0.00014109-0.00094569i,0.0013542-0.0011866i,-0.0023383-0.0046165i,0.0032037+0.0076543i,0.00475+0.0036422i,-0.0032438-0.019174i,-0.017268+0.025281i,0.0079577+0.026071i,-0.0071223+0.0027065i,0.0026288-0.0031896i,0.0034341-0.0019456i,-0.010076+0.0060048i
-0.013793-0.02799i,-0.015991-0.012772i,-0.017388-0.010376i,-0.0093207-0.0067405i,-0.021147-0.00044903i,-0.0089894+0.0017061i,-0.022342-0.011589i,-0.013289+0.0022377i,-0.0096085+0.0032494i,-0.00067187-0.0013538i,0.0020335+0.00059985i,0.0011267-0.00080889i,0.001341-0.0018012i,0.00071644-0.0008748i,-0.00047688+0.00047947i,-9.7517e-05-0.00067873i,0.0036368-0.00016997i,0.0010023+0.0001362i,0.00052323-0.00019954i,0.0014199+0.00024585i,-0.00050489+5.24e-05i,0.00072301-0.00010842i,-0.00080661-0.00038646i,-0.0018261-0.0025273i,-0.0018062+0.0013873i,0.00066651+0.00039793i,-0.00012328-0.00094125i,-0.00024333+7.1807e-05i,-0.00058731-0.00037931i,0.00077286+0.0010751i,-0.002993+0.0034091i,-0.003491+0.00051285i,-0.00098913-3.7792e-05i,1.2349e-05+6.5508e-05i,-0.0041129+0.0013258i,-0.0038296-0.0035604i,0.00043478-0.00080568i,0.00060923+0.00035895i,-0.00063923-0.00016261i,-0.0022637+0.0035875i,-0.00023014-0.0017666i,-0.00072046-0.0022215i,0.00039844+0.00046322i,0.0011763-0.0055163i,-0.022718-0.0093376i,0.0036099-0.014922i,0.0098362-0.024122i,-0.0097966-0.010633i,-0.0076058-0.0081964i,-0.012534-0.016688i,0.012278-0.021679i,0.00075486-0.013685i,0.0070718-0.013566i,-0.0060654-0.020092i,-0.007623+0.0085731i,0.0049737+0.0030408i,0.0033219+0.01723i,-0.0038485+0.0040532i,0.0040536+0.00099073i,0.0099845-0.004405i,-0.00032329+0.0004371i,0.003923+0.0052431i,0.0015144-0.0020781i,-5.2935e-05-0.003603i,-0.0025781-0.0021928i,0.0052757-0.0011625i,-0.0052597+0.0048086i,0.0048445-0.00075365i,-0.0054931+0.0013932i,0.0015534-0.0030551i,0.0023901+0.00316i,-0.0014798+0.00070662i,-0.004472-0.0051814i,-0.002067+0.00083608i,-0.00030572+0.00069652i,-0.0022575+0.0039497i,-0.0023925+0.0011215i,-0.00057393+0.0025947i,-0.00058156-0.00032269i,-0.013836-0.0017832i,-0.0018741-0.0037964i,-0.0021979+0.0023584i,0.00085095+0.0024214i,0.0033814-0.0031812i,9.7547e-05-0.001564i,0.001473-0.0019465i,-0.0041034-0.0040897i,0.0052034+0.0066947i,0.0055509+0.0030422i,-0.0053497-0.018051i,-0.010511+0.028768i,0.010978+0.023581i,-0.008859+0.0041513i,0.0014415-0.0011175i,0.0027147-0.0020335i,-0.010636+0.007156i
