-0.031394-0.038566i,-0.021681-0.019652i,-0.01322-0.035562i,-0.029843-0.019626i,-0.022112+9.3062e-07i,-0.013731-0.0056229i,-0.054981-0.057969i,-0.047141-0.017278i,-0.037576-0.01171i,0.012429+0.012237i,-0.0075791+0.0046627i,-0.019186+0.019389i,0.0016712+0.011358i,-0.0060852-0.0023842i,0.00016302+0.0013409i,-0.0016269+0.030884i,0.026817+0.023349i,0.0023476-0.0023431i,-0.0022805-0.0071386i,0.0080919+0.0028526i,0.0027111+0.0010069i,0.00044966+0.0036029i,-0.00033786+0.00032329i,-0.036686-0.01177i,0.00010575-0.0079544i,0.0013832+0.0022087i,0.0073987+0.00020936i,0.0018521+0.00073057i,0.0010135-0.00035186i,-0.00045763-0.0025562i,0.0014849-0.0024781i,-0.0017413-0.0062461i,-0.00085925-0.0048456i,0.0029817-0.00069776i,0.0045519-0.003091i,0.0014615+0.031039i,0.0039387-0.0036267i,0.0028831-0.0016082i,0.0082749-0.0015934i,-0.0065377-0.0037639i,-0.00015157+0.00086721i,0.0094298-0.00066504i,0.0046433-0.0027192i,-0.0011139+0.0080904i,-0.017696-0.0072715i,-0.019081+0.015664i,-0.0031264-0.061017i,-0.0054648-0.027111i,-0.026984-0.032372i,-0.010908-0.027057i,0.055264-0.02049i,0.016961-0.042953i,0.022944-0.047629i,0.003812-0.054132i,0.026164-0.020989i,0.0083351+0.0059268i,0.025143-0.035094i,-0.0075505-0.006521i,0.0042418-0.0048464i,-0.004813-0.0071324i,-0.0014282-0.032822i,-0.017928+0.029178i,0.0087416-0.011863i,-0.0089221-0.0047855i,-0.0042385-0.0012927i,0.0006782-0.013043i,-0.01113+0.0045148i,0.00229+0.010386i,-0.0050164+0.026075i,0.0048591+0.0029011i,-0.0048502-0.0013845i,-0.0022899-0.0023224i,-0.012012-0.0073391i,-0.00057325-0.0041351i,-0.036212+0.010087i,0.0012615-0.010731i,-0.0085941-8.0499e-05i,-0.0064331-0.0021807i,0.0054475+0.0013475i,-0.0081091+0.00021373i,0.002081+0.00024672i,0.0034388+0.0070986i,0.0043623+0.00037371i,-0.0092833-0.012672i,0.0028225+0.0091817i,-0.015675+0.0050698i,0.0066979-9.7796e-05i,-0.022467-4.2345e-05i,-0.017569+0.0062555i,-0.008771-0.066285i,0.0079706-0.013059i,-0.04828-0.022264i,-0.021058+0.00041298i,0.017642+0.010825i,-0.023343+0.014031i,-0.019269-0.0050414i
0.023428-0.026877i,0.010047-0.015469i,0.010525-0.019477i,0.0024664-0.01084i,0.00079929-0.018921i,-0.0052399-0.0040746i,0.01202-0.016296i,-0.0071869-0.013169i,-0.010438-0.0094995i,0.0048029+2.2395e-05i,-0.00043757-0.0003577i,-0.0012936+0.0010476i,0.0024048-0.00036394i,0.0001728-0.00078322i,-0.00031661-0.0011419i,0.0022513-0.0036436i,-0.0056181+0.0015059i,-0.00070369-9.5384e-05i,0.00021117-0.00022843i,-8.4318e-06+0.0016995i,-0.00038+0.0023921i,-0.00076596+0.00080513i,0.0011598+0.00048452i,-0.0023336+0.0035886i,-1.1497e-05-0.0031493i,-0.0004765-6.6453e-05i,-0.00025029+0.00057886i,0.00091159-0.00070822i,0.0010211-0.00012852i,0.0003601-0.00094937i,0.0022869-0.0017527i,0.003334-0.00033491i,0.0015925+0.00054821i,0.00021483-0.00081515i,0.0025454-0.00055615i,0.0062838-0.0022574i,0.0011557+0.0029891i,-5.84e-05+3.0824e-05i,0.0003349-0.0015187i,0.0008429-0.0014366i,0.0013416+0.0022921i,0.00058752+0.0022487i,0.00083897-0.0016772i,0.0041284+0.0029538i,-0.00086815-0.026405i,0.0059013+0.0020415i,0.020943+0.0039716i,0.004901+0.0065669i,-0.0090789-0.021911i,0.0078954+0.0072323i,0.012739+0.01646i,0.0019957+0.01652i,0.01986+0.0094578i,0.0026955+0.0054006i,0.00070369-0.00877i,0.0018062-0.0029252i,0.0011853-0.0049468i,0.0081245+0.00011254i,0.0011846+0.0042962i,-0.0077393+0.011927i,-0.0042535-0.006272i,0.0058709+0.0098221i,-0.0033553-0.0010259i,0.00011871+0.0015854i,-4.5376e-05+0.0017014i,-0.0024334-0.0027734i,0.0053528-0.0030334i,-0.0057615-0.0013282i,0.0034329-8.3636e-05i,-0.0062486+0.003333i,-0.0017987+0.00015594i,0.0010192-0.00087358i,-0.0054378-0.0015794i,-0.0034147-0.00090424i,-0.010452-0.0081052i,0.0038574-0.0029289i,-0.0028566-0.00087294i,-0.0010452+0.0015476i,-0.0029731+0.0032636i,0.0087498+0.0030323i,-0.0051815+0.0014344i,-0.001386-0.0051063i,-0.0026536-0.00082092i,-0.0025737-0.00068104i,0.0035709-0.0041345i,0.0028486+0.0011337i,0.0021297-0.0014422i,0.00039921+0.0078751i,0.0007184+0.0043473i,0.025774-0.0079381i,-0.023513-0.0019925i,-0.032475+0.020724i,-0.0053763+0.011306i,0.0018792+0.0024987i,0.0072693-0.002207i,-0.012996-0.0013671i
0.01799-0.029285i,0.0069946-0.017643i,0.0068513-0.020917i,0.00032551-0.010309i,-0.0034041-0.019054i,-0.005324-0.0033046i,0.0075668-0.019501i,-0.0090519-0.011223i,-0.011696-0.0074845i,0.0043004-0.0020904i,-0.00052442-0.00059874i,-0.00056278+0.001529i,0.0020011-0.00082255i,0.00029296-0.0004133i,-0.00043287-0.0010964i,0.0015421-0.0037848i,-0.0046821+0.003212i,-0.0010344+0.00014931i,-4.4536e-05-0.00031062i,0.00041151+0.001589i,0.00047512+0.0024037i,-0.00045524+0.00098628i,0.0012844+4.9159e-05i,-2.3875e-05+0.003665i,-0.0011341-0.0026872i,-0.00039611+0.00010469i,0.00010961+0.0011109i,0.0005746-0.00079058i,0.00085696-0.00031298i,0.00014958-0.00083676i,0.0014252-0.0025566i,0.003308-0.001364i,0.0018819-2.6143e-05i,-0.00014994-0.00075652i,0.0027078-0.0015946i,0.0055478-0.0035545i,0.0029811+0.00039308i,-7.7435e-05-2.9267e-06i,7.8135e-05-0.00121i,0.0003198-0.0021292i,0.0021321+0.0017415i,0.0014845+0.0015762i,0.00039581-0.0015461i,0.0053096+0.0021571i,-0.0050184-0.024935i,0.0063083+0.0023834i,0.021488+0.00087508i,0.0070556+0.0031188i,-0.013797-0.017482i,0.011865+0.0037884i,0.016336+0.012085i,0.0051962+0.011905i,0.017903+0.0014391i,0.0053217+0.0016781i,-0.0024014-0.008393i,-0.0010401-0.0034734i,-0.00075515-0.0060779i,0.0059313-0.0024983i,0.0021618+0.0035713i,-0.0020549+0.014232i,-0.0054928-0.0030735i,0.0071283+0.007536i,-0.0034321+0.00063303i,0.0010218+0.0023149i,0.0011647+0.0016494i,-0.0040599-0.0017498i,0.0053334-0.0063396i,-0.0061825+0.00011858i,0.0035814-0.0018216i,-0.004624+0.0062672i,-0.0013469-0.00053831i,0.00022201-0.0014897i,-0.0046147+0.0017339i,-0.0030388-3.434e-05i,-0.011868-0.003021i,0.001883-0.003677i,-0.0025779+0.00016059i,-0.0014945+0.0010024i,-0.0015664+0.0038609i,0.010625-0.00049318i,-0.0040852+0.0037724i,-0.0030897-0.0043547i,-0.0021922-0.00014502i,-0.0025264+0.00061258i,0.00081918-0.0041985i,0.0035396+1.4569e-05i,0.0021663-0.0015522i,0.0023272+0.0057815i,0.00046144+0.0042234i,0.02042-0.015216i,-0.022617+0.0029264i,-0.029378+0.028328i,-0.0038948+0.0088406i,0.0034859+0.0043121i,0.0051433-0.0036157i,-0.014332+0.001331i
0.012941-0.030672i,0.0032409-0.019314i,0.0030163-0.021557i,-0.0012056-0.0093959i,-0.0075168-0.018199i,-0.0052766-0.0028845i,0.0028424-0.021305i,-0.01039-0.00932i,-0.012568-0.0053172i,0.0030096-0.0032523i,-0.00094391-0.00070549i,0.00034084+0.0017179i,0.0014156-0.00090936i,0.00077277-0.00025311i,-0.00065034-0.0010631i,0.00085082-0.0038783i,-0.003177+0.0040988i,-0.0014354+0.00042141i,-0.00030663-0.0002059i,0.00078586+0.0011835i,0.0013055+0.0017965i,-0.00027722+0.00098143i,0.00124-0.00044002i,0.0018642+0.0025129i,-0.0020153-0.0023998i,-0.00019406+0.00017845i,0.00091081+0.0011131i,0.00021415-0.0007514i,0.00077016-0.00049741i,-0.00012752-0.00081732i,0.00043105-0.0030027i,0.0027986-0.002523i,0.0018079-0.00083411i,-0.00039816-0.00047344i,0.0022831-0.0029302i,0.0044157-0.0049198i,0.0019066-0.00020627i,-0.00014689+5.0985e-05i,-0.00011287-0.0012717i,-0.00057245-0.0024823i,0.0026864+0.00079409i,0.0018118+0.00071352i,9.3161e-06-0.001445i,0.0060482+0.00057081i,-0.0084737-0.023274i,0.0084398+0.002332i,0.02231-0.0021794i,0.0077563-0.00041815i,-0.01584-0.012451i,0.014863-0.00099257i,0.018169+0.0071374i,0.0073858+0.0078828i,0.014804-0.0040537i,0.006091-0.0012883i,-0.0053985-0.0068777i,-0.0037244-0.0021576i,-0.0041522-0.0063079i,0.0030842-0.0034362i,0.0024207+0.0025835i,0.002999+0.013494i,-0.0051115-0.0004672i,0.0077004+0.0045797i,-0.0029305+0.0027899i,0.0020053+0.0024444i,0.0018509+0.0010035i,-0.0048587+0.00021391i,0.0031857-0.0082705i,-0.0054079+0.0019234i,0.003367-0.0028996i,1.6417e-05+0.0072057i,-0.0018327-0.001141i,-0.00061904-0.0012555i,-0.0026467+0.0033912i,-0.0022264+0.00060557i,-0.011155+0.001575i,0.00068798-0.0040649i,-0.0019595+0.00067651i,-0.0015103+0.0015943i,0.00018116+0.0035388i,0.010439-0.0049758i,-0.0020323+0.0051281i,-0.0044305-0.0028212i,-0.0019191-4.8161e-05i,-0.001798+0.0015161i,-4.7746e-05-0.0030597i,0.0032705-0.0013666i,0.0023122-0.0018275i,0.0016296+0.003728i,0.00046324+0.0043534i,0.016179-0.017982i,-0.019943+0.0067335i,-0.022355+0.034708i,-0.0039144+0.0070844i,0.0060729+0.0043551i,0.0029934-0.002736i,-0.013761+0.0039127i
0.0080499-0.031811i,-0.00080712-0.019704i,-0.00071137-0.021835i,-0.0020276-0.0088386i,-0.011244-0.016025i,-0.0054802-0.0026501i,-0.0023563-0.02162i,-0.01118-0.0073935i,-0.012749-0.0029089i,0.0017163-0.0037817i,-0.0015239-0.00022564i,0.0011817+0.0011393i,0.0012785-0.00064463i,0.0010874-0.00083542i,-0.00090347-0.00083616i,0.00010996-0.0036813i,-0.0019753+0.0042585i,-0.0015246+0.0011549i,-0.00041634+0.00016286i,0.00087712+0.00065692i,0.0015588+0.00087572i,-0.00025693+0.0010674i,0.0009303-0.00085583i,0.0029806+0.00032126i,-0.0026981-0.001149i,-0.00014812+0.00014467i,0.0013403+0.00068064i,3.7302e-05-0.00060885i,0.00069254-0.00076246i,-0.00058455-0.00061274i,-0.00073293-0.0031641i,0.0016116-0.0034723i,0.001328-0.0015718i,-0.00043602-0.00031541i,0.00098703-0.0042378i,0.0032911-0.0062199i,0.001686-0.00028633i,-0.00012172+0.00024126i,-0.00044753-0.0011255i,-0.0016166-0.0024957i,0.002607-0.00021869i,0.0017754+0.0001017i,-0.00043181-0.0011826i,0.0060122-0.00072202i,-0.011438-0.021415i,0.011032+8.0679e-06i,0.02273-0.0059469i,0.0078318-0.0033282i,-0.015243-0.0074237i,0.015849-0.0074906i,0.018899+0.0024114i,0.0085208+0.0031577i,0.012007-0.0083808i,0.006733-0.0040722i,-0.0069108-0.0041408i,-0.0052891+0.00037106i,-0.0079937-0.0049424i,0.00098725-0.0035059i,0.0022094+0.0021329i,0.006597+0.011875i,-0.0039952+0.0014944i,0.0060778+0.0013758i,-0.00030327+0.0044117i,0.003312+0.0021627i,0.0026079+0.00048864i,-0.0045087+0.0023545i,0.0005738-0.009467i,-0.0044091+0.0027531i,0.0023024-0.0043812i,0.0031487+0.0049997i,-0.0028365-0.0012514i,-0.00089693-0.00092885i,-0.00052642+0.004384i,-0.0015344+0.00074175i,-0.0083183+0.0054565i,-0.0011568-0.0044311i,-0.0011989+0.00082564i,-0.0011731+0.0014413i,0.0012709+0.0024022i,0.0084667-0.0091471i,0.00080632+0.0054197i,-0.004528-0.00098628i,-0.0020404+0.00010706i,-0.0011275+0.0019399i,-0.00031254-0.0025223i,0.0023507-0.0019326i,0.0023533-0.0024286i,0.0010717+0.0037316i,0.00078831+0.0047886i,0.012529-0.020906i,-0.017565+0.0073246i,-0.013312+0.037104i,-0.003996+0.0067935i,0.0073898+0.0030018i,0.0025465-0.0012434i,-0.012296+0.0057974i
0.0027664-0.032061i,-0.0046215-0.018948i,-0.004812-0.021256i,-0.003128-0.0089157i,-0.013696-0.013286i,-0.0058729-0.0024734i,-0.0068379-0.020197i,-0.011596-0.0057149i,-0.012273-0.00079895i,0.00034395-0.0037447i,-0.0015622+0.00063555i,0.0014308+0.0004279i,0.0013706-0.00066307i,0.00055703-0.001069i,-0.001007-0.00046063i,-0.00069674-0.003285i,-0.0010037+0.0042754i,-0.00059861+0.0018799i,-0.00031543+0.00035411i,0.00064721+0.00030404i,0.0014457+7.2312e-05i,4.6422e-05+0.00107i,0.00055253-0.0010489i,0.0023262-0.0017723i,-0.0022684-0.00012648i,-0.00014495+0.00019688i,0.0014482+0.00025294i,2.9625e-06-0.00047701i,0.00032412-0.00098666i,-0.00081422-7.4212e-05i,-0.0020048-0.0027147i,0.00020644-0.0037623i,0.00064902-0.0019562i,-0.0005078-0.0001202i,-0.001221-0.0043401i,0.0017652-0.0073345i,0.0020441-0.0013148i,4.6543e-05+0.00015825i,-0.00051424-0.0008954i,-0.0027464-0.0019104i,0.0022112-0.0010324i,0.0016592-0.00043283i,-0.00072846-0.00083381i,0.0059374-0.0017863i,-0.013836-0.019509i,0.012182-0.003876i,0.022444-0.0099482i,0.0076196-0.0070475i,-0.01249-0.0035078i,0.014104-0.014555i,0.018539-0.0018617i,0.0076785-0.0012375i,0.0080668-0.010589i,0.0067212-0.0071009i,-0.0071824-0.0022649i,-0.0053858+0.0034959i,-0.011591-0.001412i,-0.00082997-0.0029647i,0.0021948+0.0020886i,0.0099358+0.0093032i,-0.0025487+0.0024925i,0.003593+0.00074022i,0.0026931+0.003155i,0.0047555+0.00097423i,0.0030988-0.00063881i,-0.0031257+0.0045876i,-0.002607-0.010401i,-0.003809+0.0040228i,0.00042886-0.0047242i,0.0036221+0.0030162i,-0.0038607-0.00030978i,-0.0011002-0.00078009i,0.0027828+0.0038742i,-0.0011683+0.00027558i,-0.0041137+0.007292i,-0.0035524-0.0032062i,-0.00070882+0.00045456i,-0.00094303+0.0012832i,0.0014412+0.0011647i,0.0050972-0.012436i,0.0034256+0.0040187i,-0.0036447+6.9972e-05i,-0.0019709+0.00064423i,-0.00041738+0.0025539i,-0.00097329-0.0019413i,0.0014468-0.0022147i,0.0018788-0.0031841i,0.00099654+0.0038299i,0.0014008+0.0050147i,0.0079622-0.023065i,-0.018744+0.0073858i,-0.0060023+0.035027i,-0.0032914+0.0061704i,0.0079856+0.0017594i,0.0031298-0.0004463i,-0.010371+0.0068077i
-0.001955-0.03124i,-0.0077467-0.017521i,-0.0084795-0.019701i,-0.0045205-0.0085374i,-0.015795-0.010725i,-0.0064189-0.0022374i,-0.010034-0.018333i,-0.012023-0.0043201i,-0.011232+0.00082614i,-0.00046801-0.0030351i,-0.001017+0.0013126i,0.001395-3.3516e-05i,0.0012778-0.00085304i,0.00038042-0.00075704i,-0.00092185-0.00024695i,-0.001329-0.0025177i,-0.00017975+0.0040026i,0.00013261+0.0017059i,-0.00018256+0.00058505i,0.00049921+0.00030142i,0.0009714-0.00054276i,0.000219+0.00095378i,0.00012182-0.0012033i,0.00097268-0.0030958i,-0.0017286-0.00019406i,-0.00014935+0.00038679i,0.0016437-7.332e-05i,-0.00014283-0.00046227i,-3.4102e-05-0.00096872i,-0.00075865+0.00038048i,-0.0028978-0.0017305i,-0.0013065-0.0034995i,-1.7771e-05-0.0019858i,-0.00038149+8.0967e-05i,-0.0026313-0.0032933i,-0.000175-0.0075215i,0.0014779-0.0026182i,2.6758e-05+0.00010378i,-0.00063625-0.00082285i,-0.0036024-0.00073727i,0.0016358-0.0016251i,0.0014433-0.00084548i,-0.00087586-0.00029422i,0.0057151-0.0033682i,-0.016241-0.017752i,0.011759-0.0080237i,0.021075-0.014261i,0.0051248-0.01087i,-0.0080865-0.0028673i,0.0088646-0.020028i,0.017973-0.005349i,0.0063968-0.0039256i,0.0052763-0.0098072i,0.0057204-0.010259i,-0.0073406-0.00047357i,-0.0035829+0.0061829i,-0.013672+0.0040987i,-0.0024119-0.0020774i,0.0024042+0.002055i,0.011426+0.0053896i,-0.00095367+0.0024596i,0.0020484+0.0010266i,0.0028999+0.0010673i,0.0051734-0.0012714i,0.0028442-0.002401i,-0.00010674+0.0057725i,-0.0072924-0.0086259i,-0.002185+0.0059935i,-0.00043486-0.0041138i,0.0046041+0.0016885i,-0.0044247+0.0012402i,-0.0011977-0.00048546i,0.0047014-2.1812e-05i,-0.001054-8.6159e-05i,0.0003067+0.0066031i,-0.0035122-0.0017197i,-0.00069091-8.7153e-05i,-0.0012127+0.0012108i,0.0013564+0.00027282i,-0.00036517-0.014531i,0.0047433+0.0011696i,-0.0032531+0.00037695i,-0.0018112+0.0011103i,0.0011139+0.0026636i,-0.00077582-0.00079i,0.00054288-0.0019471i,0.00082479-0.0037117i,0.0010177+0.0040048i,0.0021068+0.0049516i,0.0028439-0.022913i,-0.02027+0.010423i,-0.0014094+0.032694i,-0.0030787+0.0047629i,0.0086925+0.00037217i,0.0037017-0.00073734i,-0.0085995+0.0066599i
-0.0061111-0.03014i,-0.01011-0.015646i,-0.011459-0.01765i,-0.0056568-0.0079279i,-0.017474-0.007675i,-0.0071382-0.0017245i,-0.012626-0.016611i,-0.012494-0.0027393i,-0.010058+0.0015701i,-0.00073936-0.0022121i,-0.00031986+0.0017192i,0.0012463-0.00030896i,0.0013107-0.00097058i,0.00057518-0.00064724i,-0.00087853-6.607e-05i,-0.001501-0.0016955i,0.00058633+0.0030362i,0.00056374+0.0013917i,0.00013663+0.00074439i,0.00053922+0.00034926i,0.00043177-0.00074494i,0.00027125+0.00091143i,-0.00033266-0.0010125i,-0.00052344-0.0033849i,-0.0018205+0.00015419i,6.3544e-05+0.00054016i,0.001435-0.00053187i,-0.00023024-0.00034293i,-0.00024806-0.0008656i,-0.00049377+0.00078556i,-0.0033017-0.00062166i,-0.0025121-0.0027101i,-0.00047505-0.0018499i,-0.00021185+0.00013471i,-0.003457-0.0022403i,-0.0018283-0.0072407i,0.00071492-0.0019272i,8.6276e-05+0.00016836i,-0.00086704-0.00066541i,-0.0039287+0.00071113i,0.00091473-0.0020151i,0.0011084-0.0011819i,-0.00079349+0.0002479i,0.0050751-0.0046288i,-0.018888-0.015547i,0.0097772-0.011473i,0.0188-0.01826i,0.0017314-0.012986i,-0.0057234-0.0054366i,0.0027854-0.022512i,0.017642-0.0091558i,0.0055412-0.0065286i,0.0052342-0.0089527i,0.0044981-0.012809i,-0.0077217+0.00099512i,-0.00080691+0.0073289i,-0.011994+0.010857i,-0.0035464-0.00080266i,0.0027249+0.0019242i,0.011299+0.0023967i,-0.0001867+0.0017156i,0.0007333+0.0019181i,0.0025939+0.00030016i,0.0040059-0.0033932i,0.0011909-0.0036061i,0.0027411+0.004808i,-0.0095472-0.0038058i,0.0012653+0.0062971i,-0.002782-0.0064714i,0.0049163-0.00042793i,-0.0040464+0.0033831i,-0.0012486-0.00033246i,0.0032301-0.0029304i,-0.001496-8.6218e-05i,0.0025578+0.0037996i,-0.0045609-0.00089569i,-0.0010614-0.00053195i,-0.0012449+0.0015062i,0.00086671-0.00045961i,-0.0068719-0.013457i,0.0041376-0.0016266i,-0.003163+0.00079557i,-0.001555+0.0017773i,0.002359+0.0017501i,-0.00027801-0.00092813i,0.000286-0.0010685i,-0.00029622-0.0040882i,0.0011509+0.0048289i,0.0029238+0.0047895i,-0.00017126-0.021767i,-0.020048+0.014462i,0.002501+0.030538i,-0.0038286+0.002997i,0.0083846-0.0022083i,0.0035212-0.00073569i,-0.0079109+0.0057883i
-0.010217-0.028707i,-0.011873-0.013749i,-0.014132-0.01523i,-0.0066362-0.0074682i,-0.018382-0.0043515i,-0.0078775-0.00089438i,-0.015205-0.014697i,-0.012612-0.0010149i,-0.0093015+0.0018365i,-0.00074691-0.0016837i,0.00050946+0.0018996i,0.0011242-0.00058111i,0.001285-0.0011616i,0.00067562-0.00081404i,-0.00080068+9.6704e-05i,-0.0012847-0.0010628i,0.00093435+0.0017424i,0.0010219+0.0011i,0.00051926+0.00057329i,0.00074836+0.00029155i,-0.00034857-0.00057328i,0.00055322+0.00084887i,-0.00059124-0.00072801i,-0.0016837-0.0029965i,-0.0015416+0.00070538i,0.00025893+0.00051414i,0.0010332-0.00098593i,-0.00022061-0.00028595i,-0.00047273-0.00063844i,-0.00013978+0.0009363i,-0.0033892+0.00057585i,-0.003103-0.0014975i,-0.0013641-0.0018092i,-0.00011927+4.8613e-05i,-0.0041166-0.00089033i,-0.003368-0.0062533i,9.0414e-06-0.0014587i,0.00015663+0.00021887i,-0.0010111-0.00017475i,-0.0036551+0.0023152i,0.0001234-0.0019998i,0.00064057-0.0015674i,-0.00039496+0.00061148i,0.004075-0.0055505i,-0.021065-0.012393i,0.0067245-0.013696i,0.015537-0.02143i,-0.0022128-0.013528i,-0.0059351-0.0075751i,-0.0035259-0.023282i,0.016518-0.013578i,0.0040363-0.0095117i,0.005781-0.0098471i,0.0023304-0.015564i,-0.0082114+0.0029271i,0.001886+0.006913i,-0.0073089+0.015226i,-0.0040967+0.00069906i,0.0028989+0.0017267i,0.010877+0.00011247i,0.00013617+0.001353i,0.00083332+0.0034413i,0.0029856-0.00057451i,0.0022081-0.004143i,-0.00041741-0.0036105i,0.0043946+0.0029625i,-0.0090417+0.0005152i,0.0039598+0.0046141i,-0.0061681-0.0035652i,0.0039117-0.0022857i,-0.0020406+0.0049796i,-0.001612-0.00015459i,0.0012258-0.0049293i,-0.0017624+0.00026459i,0.0026355+0.0011514i,-0.0047722+0.0012102i,-0.0017318-0.00055498i,-0.00075279+0.001361i,-7.533e-05-0.00072157i,-0.010844-0.0095047i,0.0024404-0.0032379i,-0.0028609+0.0011695i,-0.00064697+0.0022485i,0.0028801+0.00027379i,-0.00025158-0.00075623i,0.00094636-0.00068595i,-0.0013066-0.0038436i,0.0024579+0.0055789i,0.003581+0.00452i,-0.0034245-0.021368i,-0.018756+0.018752i,0.0056309+0.027835i,-0.0058337+0.001964i,0.0056404-0.0039568i,0.0039968-0.00089612i,-0.0084504+0.005345i
-0.014022-0.026361i,-0.013383-0.012219i,-0.016079-0.012286i,-0.0077934-0.006905i,-0.018764-0.0012308i,-0.00837+0.00034799i,-0.017252-0.012469i,-0.012434+0.00064489i,-0.0090894+0.0018869i,-0.00062438-0.0013245i,0.0014452+0.0015674i,0.0010604-0.00059278i,0.0011809-0.0013038i,0.00062247-0.00090212i,-0.00077236+0.00022335i,-0.00090366-0.00097892i,0.0016437+0.0002885i,0.0013557+0.00063684i,0.00064002+0.00016598i,0.0010828+0.00019501i,-0.0005578-6.9854e-05i,0.00090107+0.00053118i,-0.00064546-0.00044556i,-0.0024184-0.0026234i,-0.0012552+0.0010258i,0.00048995+0.00039063i,0.00040118-0.00093011i,-0.0003186-6.9411e-05i,-0.00060426-0.00041112i,0.00034115+0.0010385i,-0.002984+0.0018909i,-0.0031355-0.00031663i,-0.0015107-0.00077523i,-0.00015001+0.00010108i,-0.0041792+0.00077388i,-0.0047636-0.0049022i,-0.00030512-0.0010273i,0.00023476+0.00020977i,-0.00068856+1.9862e-05i,-0.0025221+0.0036514i,-0.00033174-0.0016606i,0.0001683-0.0017114i,6.9049e-05+0.00066061i,0.0031427-0.0066037i,-0.022242-0.0090029i,0.004124-0.013966i,0.011951-0.023701i,-0.0058069-0.012805i,-0.007493-0.0085693i,-0.010056-0.021254i,0.014079-0.018124i,0.0022057-0.011881i,0.0057443-0.011045i,-0.0011098-0.017172i,-0.0082607+0.0055034i,0.0038438+0.0054531i,-0.0016225+0.01698i,-0.004106+0.0023682i,0.0033622+0.0018133i,0.010482-0.0023387i,0.0001702+0.00082264i,0.0021547+0.0047786i,0.0025398-0.0016912i,0.00093458-0.0038419i,-0.0019201-0.0029895i,0.005056+0.0010392i,-0.0067014+0.0033246i,0.0056375+0.0021609i,-0.006201+0.00011207i,0.0024104-0.0029738i,0.00044755+0.0051017i,-0.001668+0.00045899i,-0.0015746-0.00539i,-0.0018981+0.00017945i,0.0011022-0.00012273i,-0.0038431+0.0030635i,-0.0024571+1.147e-05i,-0.00054376+0.0014693i,-0.000617-0.0003729i,-0.012577-0.0051556i,0.00040019-0.0040251i,-0.0026561+0.0014515i,0.00019288+0.0021441i,0.0026484-0.0012205i,-9.2767e-05-0.00077932i,0.0016158-0.001132i,-0.0024118-0.0038128i,0.0038436+0.0051701i,0.0043535+0.0042192i,-0.0059823-0.020138i,-0.015724+0.024063i,0.0083007+0.025603i,-0.0083185+0.002383i,0.0028532-0.0030749i,0.0039822-0.0017314i,-0.0091349+0.0055705i
-0.016916-0.023842i,-0.015425-0.010907i,-0.017157-0.0097849i,-0.0088841-0.0059217i,-0.018628+0.0023193i,-0.0083969+0.0017672i,-0.019163-0.0098595i,-0.012009+0.0021404i,-0.0094604+0.0022681i,-0.0003167-0.0014192i,0.002055+0.0007775i,0.0011646-0.00089899i,0.0011005-0.0014754i,0.00084216-0.0013808i,-0.00066463+0.0003604i,-0.00082564-0.0010731i,0.0016186-0.0014997i,0.0012952+0.00010615i,0.00054306-0.00012478i,0.001465-7.4041e-05i,-0.00049526+0.00029973i,0.00088966+0.00014231i,-0.00067027-0.00027907i,-0.0029711-0.002332i,-0.00099951+0.0013233i,0.00064671+0.00015849i,9.3016e-05-0.00085069i,-0.0003239+0.0001928i,-0.00062897-0.00012394i,0.00088948+0.00084621i,-0.0020991+0.0028732i,-0.0028515+0.00060615i,-0.0013581-0.00072477i,-1.4749e-05+0.0001358i,-0.0034094+0.0020272i,-0.0053699-0.0033016i,-7.0173e-05-0.00077806i,0.00039123+0.00027905i,-0.00063996-3.154e-05i,-0.00088116+0.0040665i,-0.00058939-0.0014148i,-0.00032582-0.0017554i,0.00042462+0.00043897i,0.00090959-0.0072723i,-0.022739-0.0056752i,0.0029029-0.013982i,0.0084345-0.025163i,-0.0088979-0.010504i,-0.0083499-0.0081035i,-0.014948-0.016302i,0.010407-0.022174i,0.00018952-0.014399i,0.0058458-0.012875i,-0.0046623-0.017266i,-0.0066683+0.0087635i,0.0048806+0.0035563i,0.0035041+0.016164i,-0.0034587+0.0038155i,0.0044413+0.0015061i,0.0079281-0.0051999i,-9.9684e-05+0.00050212i,0.0045572+0.0046719i,0.0015996-0.0018573i,0.00028577-0.0036438i,-0.0028404-0.0020303i,0.0050584-0.00082549i,-0.004959+0.0045092i,0.0060178-0.00097101i,-0.0054472+0.0022512i,0.0017284-0.002819i,0.002407+0.003985i,-0.0013546+0.00078723i,-0.0042011-0.0042108i,-0.0025625+0.00072695i,0.00026866+0.00040471i,-0.0022375+0.0041005i,-0.0024673+0.0011099i,-0.0003904+0.0018669i,-0.00058485-0.00018501i,-0.013093-0.0012289i,-0.0017075-0.0036802i,-0.0026662+0.0020696i,0.00071029+0.0019812i,0.0018799-0.0024648i,-0.00011187-0.0012848i,0.0017956-0.001947i,-0.0035923-0.002841i,0.0051413+0.0042961i,0.0053137+0.0036962i,-0.0080968-0.018293i,-0.0092724+0.02742i,0.01135+0.022609i,-0.010238+0.0039141i,0.00163-0.001023i,0.0034096-0.0025387i,-0.0097029+0.0063437i
