-0.022909-0.018906i,-0.032285-0.034261i,-0.022227-0.019791i,-0.032304-0.020272i,-0.023982+0.004162i,-0.028844-0.017395i,-0.05784-0.044242i,-0.040655-0.041642i,-0.030217-0.017247i,0.0056408+0.0058074i,-0.0035811+0.0061318i,-0.011097+0.011188i,0.0037607+0.0069636i,-0.0040107-0.0026864i,0.002909+0.0016594i,0.0040699+0.028522i,0.01824+0.022195i,-4.5801e-05+0.00034604i,-0.0029339-0.0027679i,0.0085057+0.0042334i,0.0018814+0.00061052i,-9.1743e-05+0.0023781i,-0.00061324+0.00043798i,-0.03133-0.0013286i,-0.003292-0.0048135i,-3.4069e-05+0.0027319i,0.0047184-0.00054407i,0.0005678-0.0002527i,-0.00041433-0.00060481i,-0.0012909-0.0018577i,-0.0022314-0.0004832i,-0.0036849-0.0042094i,-0.0033946-0.0058495i,0.00041747-0.0011794i,0.00042616-0.0027228i,-0.0037473+0.02479i,0.0021412-0.0031226i,0.0023965-0.0039089i,0.0042576-0.0024251i,-0.0087676-0.0014335i,0.0005588+0.0012327i,0.008738+0.0021519i,-0.0031546+0.00036508i,-0.0033969+0.0011509i,-0.0093935-0.003087i,-0.019002+0.021504i,-0.0083275-0.086369i,-0.0025225-0.060804i,-0.021438-0.053467i,-0.01091-0.04623i,0.0539-0.02624i,0.023911-0.068094i,0.041003-0.053267i,0.019443-0.039272i,0.02593-0.019954i,0.012335+0.011732i,0.025278-0.029782i,-0.011076-0.0011847i,-0.00084721-0.0012791i,-0.007317-0.0018556i,-0.0053369-0.028801i,-0.020599+0.027007i,0.0071245-0.0095386i,-0.010168-0.0033483i,-0.0025605-0.0018413i,-0.00064335-0.015003i,-0.0080938+0.0048352i,0.0052755+0.010632i,-0.012445+0.031636i,0.0072168+0.0074559i,-0.0036569-0.0018304i,-0.0022045-0.0014281i,-0.012817-0.0059325i,0.00032229-0.0039204i,-0.035871+0.00092408i,0.0030616-0.0086613i,-0.0073958-0.001718i,-0.0051786-0.0029161i,0.0066498+0.0019117i,-0.010528+0.00067387i,0.0022639-0.00048296i,0.0061662+0.0078933i,0.0053393+0.0011611i,-0.0083218-0.0093695i,0.0029114+0.0076472i,-0.020911+0.0076658i,0.0031438+0.0055513i,-0.02101-0.0089809i,-0.02727-0.0044312i,0.0094688-0.06129i,0.019067-0.01473i,-0.051099-0.028512i,-0.023862+0.003321i,0.018903+0.010386i,-0.026972+0.012188i,-0.012692-0.0072227i
0.0020112-0.0070532i,0.0071455-0.031634i,-0.015101-0.016439i,-0.010564-0.01501i,-0.011089-0.016212i,-0.010787-0.012352i,0.014143-0.014029i,0.012431-0.016758i,-0.0059695-0.0070176i,0.0034603+0.00025377i,0.00010878+0.00055686i,-0.00075304+0.00068611i,0.0011822-0.00071634i,0.00076006-0.00062652i,-0.0012017-0.0016102i,0.0031503-0.0047369i,-0.0030417+0.00080074i,-0.00069059+0.00017573i,0.00014301-0.00047033i,8.2616e-05+0.0012148i,-0.0002807+0.0012683i,-0.00046238-9.1013e-05i,0.0012356+0.00062823i,-0.0027108+0.003039i,8.0444e-06+0.00029498i,2.9885e-05+0.00019982i,-0.00063008+0.00029301i,1.7385e-05+0.00024764i,0.0002214+3.9855e-05i,0.00038894-0.0002708i,0.00043195-0.00010942i,0.0010342+0.00055345i,0.00023976-0.00016208i,-3.2092e-05-0.00068226i,0.00038467+0.00052583i,0.0080549+0.00011464i,0.00035333-0.00012367i,0.00094457+0.00042189i,5.5328e-06-0.00063773i,0.00069712-0.0011577i,-9.9941e-05+0.00082599i,6.0009e-05-0.00012823i,-0.00018821-0.00072533i,-0.0008045+0.00096084i,-0.0077746-0.0080688i,0.0011925+0.021415i,0.029997-0.00067825i,0.030412-0.004321i,0.0079318-0.016917i,0.030173+0.0073271i,0.022524+0.029534i,0.027147+0.019806i,0.018893+0.033411i,-0.024027+0.013186i,-1.2088e-05-0.008538i,0.0025867-0.0051574i,0.0056836-0.0063703i,0.009639+0.0016462i,0.0031854+0.0054177i,-0.005648+0.0069737i,-0.0021653-0.005291i,0.0042037+0.0095367i,-0.0033738-0.0017995i,0.00077119+0.0029857i,-1.8151e-05+0.00051371i,0.0017429-0.0034468i,0.0065093-0.002037i,-0.0029266-0.00046824i,0.0046811-0.00075523i,-0.0066092-0.00055202i,-0.0016181-0.0016066i,3.9532e-05+8.1689e-05i,-0.0047758-0.0024974i,-0.0029049-0.0021009i,-0.011547-0.010496i,0.0024419-0.001858i,-0.004607-0.00010048i,-0.0016463+0.0016471i,-0.0049095+0.0024455i,0.0049655+0.0012843i,-0.0080462-0.0015974i,-0.0021431-0.0064696i,-0.0025225-0.0015197i,-0.0058872-0.00030767i,0.0061177-0.0034308i,0.004141+0.0012282i,0.0028252-0.0024969i,0.00092068+0.0052157i,0.0030981+0.0013835i,0.011141+0.0065834i,-0.025507+0.0019808i,-0.031687+0.015526i,-0.013583+0.022342i,0.0025435+0.0024025i,0.0063345-0.0057181i,-0.014083+0.0080795i
0.00067782-0.0073059i,0.0016482-0.032444i,-0.017736-0.013424i,-0.012986-0.012276i,-0.01426-0.014205i,-0.012023-0.010486i,0.010208-0.017155i,0.0095131-0.017697i,-0.0075119-0.0060282i,0.0035712-0.0011568i,0.00046837+0.0002639i,-0.00015085+0.0010309i,0.0007053-0.0008983i,0.00080944-0.00063551i,-0.0012851-0.0012701i,0.0022245-0.0051724i,-0.0022673+0.001666i,-0.00078098+6.7129e-05i,-0.00017909-0.00049083i,0.00040456+0.0011137i,0.00027182+0.0014614i,-0.00040863+6.0589e-05i,0.0013559+0.00011194i,-0.00068295+0.0033091i,0.00029113+0.00043137i,0.0001731+0.0001292i,-0.00033508+0.00074157i,0.00015436+0.00042998i,0.00019983+4.9194e-05i,0.00042615-0.00017199i,0.00024295-0.00026158i,0.0014469-2.1308e-05i,0.0003518-0.00020486i,-0.00033847-0.00044017i,0.00088436+0.00040561i,0.0091855-0.0028017i,0.00016837-4.0361e-05i,0.0011091+0.00014418i,-3.234e-05-0.00036968i,0.0003655-0.0018923i,0.00043958+0.00056819i,-4.6707e-05-0.00032839i,-0.0004778-0.00028723i,0.00027139+0.0010268i,-0.0087827-0.0061267i,0.00447+0.021989i,0.02983-0.0048282i,0.028994-0.010799i,0.0031734-0.013974i,0.033154+0.0017372i,0.028191+0.02397i,0.030216+0.011906i,0.021592+0.024589i,-0.018748+0.013549i,-0.0019938-0.0075429i,-0.001035-0.0053794i,0.0026913-0.0082635i,0.007966-0.0011924i,0.0040086+0.0039682i,-0.0016969+0.0093241i,-0.0027109-0.0025566i,0.0052562+0.0072453i,-0.0040138-0.00049303i,0.0019112+0.0036365i,0.00083872+0.00049922i,-0.0004136-0.0034636i,0.0063835-0.0055192i,-0.0034944+0.00017806i,0.0045875-0.0030406i,-0.0063343+0.0026836i,-0.0016679-0.0012898i,-9.846e-05-0.000584i,-0.0046161+0.00053557i,-0.0029983-0.0013612i,-0.012859-0.004892i,0.00090283-0.0023905i,-0.0041342+0.0012613i,-0.0017147+0.0012258i,-0.0033387+0.0040799i,0.0060929-0.00054198i,-0.0076267+0.0015849i,-0.0041191-0.0054489i,-0.0024258-0.0011822i,-0.0052821+0.001643i,0.0031608-0.0044963i,0.0047213-0.0001889i,0.0022374-0.0028575i,0.0022686+0.0042384i,0.0018119+0.00114i,0.010378+0.0020346i,-0.024125+0.0072507i,-0.029963+0.023146i,-0.0097243+0.021606i,0.004157+0.0047678i,0.0046631-0.0057366i,-0.014233+0.010252i
-0.0002115-0.0075326i,-0.0041971-0.032336i,-0.019562-0.01001i,-0.014393-0.0092161i,-0.017154-0.011703i,-0.013126-0.0086949i,0.0059744-0.01913i,0.0070848-0.018646i,-0.0088426-0.0046213i,0.0029239-0.0024905i,0.00043487-0.00013216i,0.00052256+0.0011525i,0.00021643-0.00083077i,0.000933-0.00077234i,-0.0014594-0.0010042i,0.0012896-0.0054848i,-0.00084588+0.0019472i,-0.0010553+7.7778e-05i,-0.00040583-0.00026543i,0.0007233+0.00081315i,0.0010615+0.0011887i,-0.00046011+5.5619e-05i,0.0012751-0.00038911i,0.0010418+0.0026791i,0.00069095+0.00036608i,0.00029496-9.9925e-06i,0.00016006+0.00091189i,0.00041916+0.00038489i,0.00019049+6.9199e-05i,0.00050164-0.0003239i,7.4293e-05-0.00028878i,0.0013794-0.00056308i,0.0002368-0.00038128i,-0.00041864-0.00013232i,0.0011787-0.00034895i,0.0067195-0.0052823i,0.00032832+3.2666e-05i,0.00093534-0.00048061i,6.9906e-05-0.00041336i,-0.00043002-0.0022427i,0.00074207+0.00023826i,-0.00025408-0.00038942i,-0.0005508+3.0034e-05i,0.00083823+0.00042025i,-0.0092066-0.0045784i,0.009479+0.021913i,0.029537-0.0094073i,0.026112-0.015868i,0.00068043-0.010234i,0.035234-0.004956i,0.031641+0.017458i,0.031926+0.0044753i,0.021474+0.017804i,-0.015086+0.014083i,-0.0038916-0.0059516i,-0.0041487-0.0035509i,-0.0014254-0.0089425i,0.0054516-0.0026677i,0.0038855+0.0025753i,0.0019154+0.0090337i,-0.0019808-0.00084824i,0.0053973+0.0049889i,-0.0042262+0.0020636i,0.0034767+0.0034215i,0.0011882-0.00015277i,-0.0017698-0.0022594i,0.0044637-0.0079877i,-0.0031033+0.0010607i,0.0036337-0.0047643i,-0.0031481+0.0045809i,-0.0025758-0.0016107i,-0.00058291-0.00061323i,-0.003122+0.002273i,-0.0026152-0.0005748i,-0.012305-0.00043974i,0.0001135-0.002543i,-0.0030751+0.0021327i,-0.0017022+0.0017829i,-0.0012196+0.0041576i,0.0060442-0.0031585i,-0.0061171+0.0039219i,-0.0057579-0.003623i,-0.002653-0.00094832i,-0.0041638+0.0026167i,0.0017773-0.0040417i,0.0044777-0.0015758i,0.0020422-0.0031998i,0.0018888+0.0021954i,0.0010901+0.0012149i,0.009799-0.00078853i,-0.020955+0.011477i,-0.024683+0.030352i,-0.0070736+0.020907i,0.0070649+0.0051105i,0.0027727-0.0044846i,-0.012878+0.012882i
-0.0013406-0.0079727i,-0.0098368-0.030768i,-0.02076-0.0068274i,-0.014908-0.0064757i,-0.019466-0.0081332i,-0.014028-0.0068297i,0.0012949-0.0199i,0.0044743-0.019605i,-0.0093646-0.002802i,0.0012229-0.0036146i,0.00013515-0.00013757i,0.0012826+0.00061755i,-1.3613e-06-0.00053677i,0.00085008-0.0012076i,-0.0015778-0.000538i,4.8455e-05-0.0054532i,1.6229e-06+0.0015729i,-0.0012733+0.00039986i,-0.0003539+2.6254e-05i,0.00081624+0.00032246i,0.0013048+0.00056513i,-0.00067241+0.00022811i,0.00094619-0.00075846i,0.002107+0.0010455i,0.0011156+1.2193e-05i,0.00022173-0.0002061i,0.00043043+0.00079026i,0.00053388+0.00024002i,0.00026049+3.7964e-05i,0.00033567-0.00043297i,-5.2967e-05-0.00025868i,0.0010451-0.00095588i,0.00010608-0.00039699i,-0.00034095-8.5809e-06i,0.00074168-0.0012442i,0.0045052-0.005889i,0.00060508-0.00016953i,0.00075258-0.00062411i,-6.0111e-05-0.00041572i,-0.0012797-0.0022715i,0.0007758-0.0001358i,-0.00053574-0.0002008i,-0.00050953+0.00062795i,0.00086629+2.3029e-05i,-0.0090763-0.0034833i,0.015409+0.0187i,0.028658-0.014126i,0.022655-0.020048i,0.001468-0.0060198i,0.035319-0.013254i,0.033755+0.010814i,0.032108-0.0033284i,0.020975+0.012729i,-0.010236+0.014392i,-0.0047497-0.0036652i,-0.0059618-0.00052304i,-0.0060981-0.0081802i,0.0034761-0.0029591i,0.0035516+0.0021676i,0.0046747+0.0077733i,-0.00098673-5.6518e-05i,0.0046261+0.0029771i,-0.0018701+0.0045805i,0.0052308+0.0026i,0.0014656-0.00062333i,-0.002372-0.00091211i,0.0020736-0.0097663i,-0.0024399+0.0015559i,0.0022939-0.006108i,-0.00086663+0.0037472i,-0.0036287-0.0010848i,-0.00084235-0.00054865i,-0.0015051+0.0034777i,-0.0023954-0.00040317i,-0.010242+0.0035441i,-0.00092952-0.0030203i,-0.0017659+0.0023766i,-0.0013043+0.0018342i,0.00028049+0.0034692i,0.0051275-0.0057983i,-0.0036559+0.0055953i,-0.0058424-0.0013403i,-0.0032327-0.00055381i,-0.0033793+0.0037151i,0.00065921-0.0036753i,0.0037676-0.0023457i,0.0016681-0.00396i,0.00077523+0.0019865i,0.00080266+0.0017958i,0.0088574-0.0039364i,-0.017434+0.012793i,-0.016441+0.033888i,-0.0038523+0.021053i,0.0086516+0.0044789i,0.0023101-0.0030872i,-0.010698+0.014669i
-0.0027836-0.0082511i,-0.014799-0.028038i,-0.021694-0.0033661i,-0.015151-0.0042235i,-0.020377-0.0042661i,-0.014735-0.0048465i,-0.0028389-0.019188i,0.0018354-0.020158i,-0.0089803-0.0012862i,0.00040113-0.00083271i,6.0482e-05+8.6662e-05i,0.0012985-0.00016566i,1.7389e-06-0.00033544i,0.00025528-0.0012955i,-0.0013486+1.8352e-05i,-0.0011052-0.0050036i,0.00043973+0.0014328i,-0.0009001+0.0012027i,-0.00032206+7.3605e-05i,0.00054582-7.6152e-05i,0.0013464-8.1508e-06i,-0.00059673+0.00050676i,0.00061851-0.0009355i,0.0017747-0.00058696i,0.0011949-0.00070673i,7.4625e-07-0.00027644i,0.00070817+0.00060904i,0.00065266+2.5676e-05i,0.00024381-0.00010101i,0.00012653-0.00043987i,-9.2873e-05-0.00010026i,0.00076745-0.0012938i,-0.00012808-0.00032623i,-0.00036829+0.00015206i,-0.00029148-0.0013999i,0.0027354-0.0063476i,0.00049692-0.00050387i,0.00043714-0.0011144i,4.7146e-06-0.00035652i,-0.0022917-0.0020334i,0.0005357-0.00044445i,-0.00062863+0.00013463i,-0.00028226+0.0010332i,0.00090101-0.00027653i,-0.008655-0.0028651i,0.019419+0.012974i,0.027037-0.019114i,0.019919-0.023685i,0.0051776-0.0033414i,0.032666-0.021759i,0.034413+0.0043546i,0.029982-0.010769i,0.019826+0.0094099i,-0.0055708+0.012468i,-0.0043868-0.0024015i,-0.0058562+0.0032972i,-0.01054-0.0045826i,0.0020635-0.0028513i,0.0034219+0.0016785i,0.0052116+0.0052167i,6.0701e-05-0.00028638i,0.003011+0.002147i,0.0014831+0.0039137i,0.0067374+0.00055297i,0.0015959-0.001392i,-0.0020063+0.00080763i,-0.0013065-0.010982i,-0.0023221+0.0024571i,0.00044433-0.0074235i,-0.00074616+0.0032608i,-0.0042527+0.00015222i,-0.0010737-0.0003929i,0.0013258+0.0036494i,-0.0024561-0.00057202i,-0.0067496+0.0061745i,-0.0028441-0.0027349i,-0.0008657+0.0020768i,-0.00092195+0.0018247i,0.0010717+0.0024028i,0.0031533-0.0082278i,-0.0010425+0.005563i,-0.005127+0.00019712i,-0.0031423+0.0001195i,-0.00169+0.0050461i,-0.00040565-0.0028644i,0.0029268-0.0029169i,0.00033073-0.0042831i,9.109e-05+0.0023689i,0.00098121+0.0022518i,0.0070671-0.0062138i,-0.017368+0.012275i,-0.0092043+0.033626i,0.00018943+0.019301i,0.010129+0.0028017i,0.0025928-0.0022284i,-0.0077161+0.015791i
-0.0040829-0.0081597i,-0.018897-0.024546i,-0.021744+0.00021906i,-0.015188-0.0018841i,-0.020724-0.00063857i,-0.015058-0.0029146i,-0.0060782-0.017981i,-0.0010022-0.020805i,-0.0083406-0.00068763i,0.00050862-0.0018383i,0.00026215+0.00028454i,0.0011099-0.00047931i,-2.4689e-05-0.00019213i,1.6019e-05-0.0010274i,-0.00097143+0.00015506i,-0.0019616-0.0040384i,0.00090628+0.0011987i,-0.00023621+0.0013791i,-0.00022285+0.00020874i,0.0003287-0.00010702i,0.0011646-0.0006113i,-0.0004483+0.00062918i,0.00026658-0.0011188i,0.00091984-0.0016073i,0.00063364-0.0011823i,-0.00022181-0.00011712i,0.00097151+0.00032228i,0.00066554-0.00019209i,0.00019992-0.0001656i,-0.00011774-0.00037309i,-5.3085e-05-3.6849e-05i,0.00021946-0.0014209i,-0.00021913-7.4632e-05i,-0.00013905+0.00031107i,-0.00063939-0.0011147i,0.00098665-0.0067764i,0.00035595-0.00045766i,-0.00026649-0.00093224i,2.8364e-05-0.00044046i,-0.0033007-0.0012047i,0.00019664-0.00051443i,-0.00050858+0.00043034i,0.00019888+0.0015852i,0.00077003-0.00065129i,-0.008712-0.0030948i,0.02106+0.0067378i,0.024161-0.024141i,0.016037-0.028937i,0.01025-0.0051493i,0.026875-0.028908i,0.03431-0.0015697i,0.026843-0.016084i,0.019763+0.0081132i,-0.0025048+0.0091399i,-0.0044477-0.0018663i,-0.0033031+0.0063138i,-0.012814+0.00095023i,0.00076331-0.0026867i,0.0032226+0.0015139i,0.0066945+0.0037812i,0.00028677-0.0011754i,0.0018851+0.0019776i,0.0021614+0.0021265i,0.0064378-0.0024536i,0.0012579-0.0025239i,-8.7474e-06+0.0018365i,-0.0059934-0.0092657i,-0.0011668+0.0040086i,-0.0029999-0.0073007i,0.00060564+0.00375i,-0.004369+0.0017467i,-0.0012511-4.5509e-05i,0.0038236+0.0010233i,-0.0027919-0.00023547i,-0.0025273+0.0063071i,-0.0044265-0.0012069i,-0.00026343+0.0013907i,-0.0010121+0.0018787i,0.001488+0.001213i,-0.00012145-0.010058i,0.0012278+0.0043448i,-0.0045608+0.00099944i,-0.0030649+0.00078498i,0.0010845+0.0051769i,-0.00051458-0.0018454i,0.0020155-0.0030416i,-0.00071939-0.0041043i,-0.0003835+0.0029972i,0.0012885+0.0025318i,0.0052328-0.0074533i,-0.018684+0.014592i,-0.0036634+0.032471i,0.0027945+0.015702i,0.010941-5.2732e-05i,0.0029107-0.0021934i,-0.0043889+0.015383i
-0.0054965-0.0081076i,-0.021898-0.020532i,-0.021235+0.0035705i,-0.014646+0.00024815i,-0.020353+0.0030778i,-0.015238-0.00094328i,-0.0089468-0.016804i,-0.0042877-0.0212i,-0.0081622-0.00072483i,0.00063962-0.0020759i,0.00054406+0.00032998i,0.001381-0.0012861i,8.8435e-05+1.7503e-05i,-3.2248e-05-0.00088624i,-0.00081294+0.0001706i,-0.0023311-0.0030251i,0.0012147+0.00085363i,0.00041429+0.0013045i,-3.7845e-05+0.00027972i,0.00025733-8.8818e-05i,0.00070624-0.0010272i,-0.00037127+0.00082853i,-0.00014643-0.00099172i,-4.1098e-05-0.0018658i,0.00017384-0.0011351i,-0.00023405+0.000133i,0.00096518-0.00010047i,0.00052176-0.00042309i,0.00016249-0.00025714i,-0.00024728-0.00016763i,-3.6855e-06-4.1666e-05i,-0.0006825-0.0010688i,-0.00011364+8.0007e-05i,9.4099e-05+0.00022351i,-0.0010671-0.00020993i,-0.00091305-0.0064979i,0.00050021-0.00053665i,-0.00044342-0.00054845i,-0.00011613-0.00050023i,-0.0039189+0.00024012i,3.8003e-05-0.0006119i,-0.00027302+0.00062511i,0.0010973+0.0017903i,0.00044247-0.00082142i,-0.0097037-0.0031192i,0.020626+0.00092022i,0.019885-0.028401i,0.0094067-0.032367i,0.012831-0.010081i,0.01992-0.03345i,0.03359-0.0074662i,0.02398-0.021278i,0.02152+0.0066718i,-0.00044828+0.0058768i,-0.005291-0.0014257i,0.00016174+0.0071133i,-0.012181+0.0071877i,-0.00030494-0.0021733i,0.0034544+0.0015212i,0.0066635+0.0022398i,-0.00021506-0.001778i,0.00079651+0.0025003i,0.0024129+0.0014592i,0.004342-0.0046621i,-0.00017062-0.0032844i,0.0015409+0.0010187i,-0.0083288-0.0049082i,0.0014184+0.0042439i,-0.0050958-0.0050093i,0.0021376+0.0027447i,-0.00389+0.0036088i,-0.0012047+0.00020185i,0.0035636-0.0019679i,-0.0029592+0.00057945i,1.259e-05+0.0040997i,-0.0042283+0.00095447i,-0.0003822+0.00063433i,-0.00081538+0.0021711i,0.0010951-6.0157e-05i,-0.0048303-0.0097013i,0.0019576+0.0023501i,-0.0041339+0.001664i,-0.0027502+0.0019166i,0.0030894+0.003911i,-0.00012669-0.0016142i,0.0016829-0.0025905i,-0.0015073-0.0035931i,-0.0010036+0.0040728i,0.0017139+0.0024151i,0.0045402-0.0084364i,-0.0184+0.018872i,0.0012105+0.030327i,0.0033246+0.011661i,0.0098977-0.0031553i,0.0025537-0.001826i,-0.0022403+0.013494i
-0.0073335-0.0076637i,-0.023926-0.016557i,-0.02015+0.0068436i,-0.013873+0.0019276i,-0.019095+0.00652i,-0.015206+0.0010125i,-0.011783-0.01523i,-0.0078355-0.020713i,-0.008594-0.00072828i,0.00036866-0.0024047i,0.00090849+0.00028991i,0.00070712-0.0012902i,0.00031152+0.00012227i,-9.2026e-05-0.00084378i,-0.00069222+0.00022167i,-0.0024336-0.0021662i,0.0014348+0.00062291i,0.00094234+0.0010897i,0.00010704+0.00018982i,0.00026878-0.00017013i,3.8076e-05-0.0010644i,-2.6269e-05+0.001046i,-0.00031529-0.00077943i,-0.00084864-0.0017425i,-0.00024696-0.0010989i,-0.00014463+0.00025923i,0.00066284-0.00041237i,0.00023057-0.00047177i,0.00017697-0.0001748i,-0.0003362+6.208e-05i,-2.0895e-05-3.0745e-05i,-0.00067924-0.00097553i,0.00016146+0.0001219i,0.00018626+4.3133e-05i,-0.0013948-1.4211e-05i,-0.0022204-0.0055093i,0.00029063-0.00076613i,-0.00046212-0.00034452i,-0.00030973-0.00032095i,-0.0037414+0.0015699i,-0.00028417-0.00053405i,-8.4974e-05+0.0005822i,0.0024409+0.001504i,0.00014251-0.00058411i,-0.010906-0.002322i,0.018434-0.004102i,0.014919-0.031261i,0.0021416-0.033014i,0.012462-0.014875i,0.012318-0.036204i,0.032101-0.013737i,0.01966-0.026315i,0.024078+0.0052508i,0.00067232+0.0012566i,-0.0065431-0.00019953i,0.0030725+0.0059687i,-0.008079+0.012147i,-0.00085762-0.0015973i,0.003608+0.0013279i,0.0069884+0.00079921i,-0.0011098-0.0016389i,0.00054194+0.0037439i,0.0030884+0.00042348i,0.0019025-0.005041i,-0.0014996-0.0029769i,0.0020783-0.0001849i,-0.0082841-0.0010624i,0.0034257+0.0029687i,-0.0064402-0.0026823i,0.0021058+0.0013917i,-0.0020628+0.0049927i,-0.0013658+0.00045565i,0.0015192-0.0043288i,-0.0027465+0.0014576i,0.00017727+0.0017955i,-0.003643+0.0021039i,-0.00098922+0.00039109i,4.189e-05+0.0015086i,0.00023111-0.00039348i,-0.0078337-0.0069336i,0.0018282+0.0010986i,-0.0034927+0.0020868i,-0.0017683+0.0025439i,0.0042845+0.001926i,-0.00035118-0.001327i,0.0020316-0.0025617i,-0.0017698-0.0027776i,0.00038419+0.0062833i,0.0017712+0.0026452i,0.0029643-0.010078i,-0.016465+0.023229i,0.005041+0.027359i,0.0015786+0.0086697i,0.0065173-0.0049562i,0.0030262-0.0019373i,-0.0018463+0.011746i
-0.0089578-0.0064444i,-0.025264-0.01293i,-0.018376+0.0098015i,-0.013048+0.0032884i,-0.017406+0.0092555i,-0.014892+0.0031253i,-0.014147-0.013181i,-0.011078-0.019388i,-0.0095497-0.00033641i,-1.633e-05-0.0023766i,0.0013192-3.5885e-05i,0.00037164-0.0011208i,0.00052065+0.00017122i,-0.00021288-0.00068351i,-0.00062313+0.00024771i,-0.0023656-0.0017479i,0.001976+0.00033227i,0.0011947+0.00067362i,0.00011179+4.5923e-05i,0.0002429-0.00018631i,-0.00036797-0.00083735i,0.00053044+0.0009457i,-0.000346-0.0006995i,-0.0012357-0.0015033i,-0.0007562-0.00095246i,3.4049e-05+0.00032764i,0.00055646-0.00033673i,0.0001483-0.00036696i,0.00014258-0.00014177i,-0.00022457+0.00034897i,-4.6077e-05+6.9409e-05i,-0.00062291-0.00081593i,0.00026713+2.8376e-05i,9.9141e-05+1.8093e-05i,-0.00090811-0.00012869i,-0.0027974-0.0046i,-5.0069e-05-0.00072358i,-0.0005788-7.5655e-05i,-0.00020225-0.00016896i,-0.0031667+0.0027637i,-0.00043342-0.00026864i,0.00022183+0.00063793i,0.0029989+2.8672e-05i,0.00015105-0.00043664i,-0.011642-0.00087393i,0.01593-0.0065633i,0.010085-0.032974i,-0.0040203-0.031842i,0.010005-0.018977i,0.0043857-0.036205i,0.029137-0.019806i,0.014837-0.030063i,0.024356-0.0013326i,-0.0010547-0.0028108i,-0.0074269+0.0020959i,0.0048059+0.0038369i,-0.0029954+0.014125i,-0.0015166-0.0010779i,0.0038836+0.0011559i,0.0067307-0.00072818i,-0.0014589-0.0013091i,0.0012683+0.0052467i,0.0028677-0.00089467i,0.00030436-0.0044294i,-0.0025984-0.0022264i,0.0018975-0.0010566i,-0.006883+0.0015811i,0.0045778+0.0010076i,-0.0061338+0.00039156i,0.0016861+0.0010148i,-7.9685e-05+0.0051097i,-0.0011364+0.00096723i,-0.00089301-0.004992i,-0.0019707+0.0015518i,-0.00096635+0.00082189i,-0.0028134+0.0033546i,-0.0014411+0.00092432i,0.00032429+0.0014686i,-0.00024643-0.00027727i,-0.0093853-0.0038112i,0.0012997+0.00011396i,-0.0032404+0.0022196i,-0.00079425+0.0025877i,0.0042073-0.00055241i,-1.2055e-06-0.0013496i,0.0021893-0.003243i,-0.0019897-0.0027317i,0.0026925+0.006624i,0.0022792+0.0027886i,0.0012031-0.010916i,-0.013007+0.02825i,0.0076611+0.024943i,-0.0009126+0.0079882i,0.0032885-0.0039466i,0.002693-0.0024278i,-0.0018128+0.010712i
-0.0099439-0.0049232i,-0.026816-0.0096741i,-0.016103+0.012097i,-0.012246+0.004582i,-0.015456+0.011937i,-0.013957+0.0051613i,-0.016203-0.010896i,-0.014191-0.01792i,-0.010646+0.00085989i,-0.00013774-0.0025616i,0.0014803-0.0006946i,0.00033859-0.0011037i,0.00083907+0.0001034i,-3.846e-05-0.00073382i,-0.00061025+0.00028856i,-0.002373-0.0015076i,0.0023011-0.00060043i,0.0010767-0.0002956i,0.00011019-1.2266e-06i,0.0003515-0.0002878i,-0.00063081-0.00054992i,0.0008041+0.00052175i,-0.00052649-0.00071381i,-0.0014069-0.0014744i,-0.0011413-0.00050145i,0.00024989+0.00028471i,0.00051022-0.00046401i,0.00015169-0.00025471i,0.00011751-6.727e-05i,0.00013603+0.00049857i,1.0207e-05+0.00016624i,-0.00087586-0.00066213i,0.00038871-0.00029694i,0.00022265+4.5139e-05i,-0.00046801+2.9724e-05i,-0.003215-0.0038234i,-0.0001361-0.00057115i,-0.00037524+0.00027862i,-0.00012234-0.00021206i,-0.002015+0.0036991i,-0.00041531-5.0295e-05i,0.0004139+0.00034864i,0.0021025-0.0012362i,0.00026752-0.00046238i,-0.012177+0.00052581i,0.014684-0.0084485i,0.0051426-0.033946i,-0.0094584-0.029142i,0.007424-0.021377i,-0.002657-0.03372i,0.025041-0.025092i,0.010037-0.033159i,0.025653-0.0057374i,-0.0042394-0.0048901i,-0.0067749+0.0051809i,0.005228+0.0014324i,0.0017481+0.013871i,-0.0019308-0.00026079i,0.0046431+0.00073882i,0.006084-0.0021564i,-0.0019118-0.0010784i,0.0034524+0.0057592i,0.0020663-0.0011124i,-0.00065146-0.0037139i,-0.0032448-0.0011358i,0.0016537-0.0017088i,-0.005597+0.003174i,0.0046297-0.0013248i,-0.0049343+0.0023352i,0.0021731+0.0013107i,0.0015742+0.0044497i,-0.00068709+0.0010242i,-0.0034546-0.0046404i,-0.0017693+0.0014572i,-0.0019023+0.0013031i,-0.0013834+0.0041857i,-0.0011869+0.0015297i,0.00019859+0.0018732i,-0.00038384-0.00028937i,-0.0097907-0.00072602i,0.00039871-0.00018536i,-0.0030884+0.00314i,-0.00033161+0.0026024i,0.0033056-0.0024661i,1.7782e-05-0.0019699i,0.001873-0.0042358i,-0.0024184-0.002355i,0.0050286+0.0059076i,0.0031116+0.0027319i,-0.00063942-0.011433i,-0.0058497+0.03173i,0.010933+0.021479i,-0.0027626+0.0090904i,0.0019171-0.0016201i,0.0017302-0.0024047i,-0.001895+0.01011i
