-0.023749-0.018516i,-0.032186-0.032256i,-0.022435-0.019902i,-0.032338-0.020576i,-0.024006+0.004341i,-0.028724-0.017423i,-0.058325-0.043733i,-0.04148-0.04093i,-0.030508-0.023884i,0.0053576+0.0056714i,-0.0030031+0.0062283i,-0.011179+0.010862i,0.0038645+0.0069459i,-0.0037978-0.0027435i,0.0029113+0.0016832i,0.0041039+0.02867i,0.026587+0.032533i,9.5323e-05+0.00050657i,-0.0026571-0.0030539i,0.0076152+0.0038097i,0.0021853+0.00070041i,-0.00013651+0.0025654i,-0.00057662+0.0004598i,-0.032356-0.00077791i,-0.0031315-0.0046448i,5.663e-05+0.0025069i,0.0039612-0.0011312i,0.00047778-0.00046791i,-0.00047663-0.00044368i,-0.0010291-0.0018821i,-0.0020352-0.00056585i,-0.0039565-0.0037866i,-0.0030228-0.0051716i,0.00019364-0.0011815i,0.00045845-0.0028615i,-0.0014578+0.025222i,0.0021871-0.0030459i,0.0023048-0.0039122i,0.004248-0.0025798i,-0.0065741-0.0017819i,0.00083118+0.0012936i,0.010032-0.00075426i,-0.0018227-2.709e-05i,-0.0033154+0.0014366i,-0.0093573-0.0024086i,-0.018846+0.021536i,-0.0079821-0.086345i,-0.0032769-0.060482i,-0.02097-0.052606i,-0.01067-0.045496i,0.05397-0.025654i,0.02435-0.067166i,0.04146-0.053816i,0.018511-0.038572i,0.025204-0.020251i,0.012214+0.011597i,0.026463-0.028199i,-0.011195-0.0013674i,-0.00049902-0.00066533i,-0.0072316-0.0013566i,-0.0051484-0.029287i,-0.020207+0.027096i,0.0071199-0.0096783i,-0.010696-0.0030757i,-0.0025036-0.0016233i,-0.00074451-0.014569i,-0.007709+0.0050004i,0.0052812+0.010176i,-0.010581+0.031073i,0.0071933+0.0080687i,-0.0037495-0.0017636i,-0.0024488-0.0015619i,-0.012723-0.0054031i,0.00012803-0.0036428i,-0.033017+0.0034106i,0.0028147-0.0090185i,-0.0073765-0.0018872i,-0.0053637-0.0028925i,0.0069092+0.001737i,-0.010371+0.0012096i,0.0022159-0.00035475i,0.0059409+0.007764i,0.0054989+0.00086901i,-0.0084134-0.0097166i,0.0027177+0.0078028i,-0.019665+0.0074609i,0.002897+0.005902i,-0.02114-0.0088833i,-0.027595-0.0048042i,0.0097137-0.061133i,0.018814-0.015031i,-0.051017-0.029142i,-0.02425+0.0020467i,0.019018+0.01045i,-0.027583+0.012025i,-0.012949-0.0078961i
0.0018569-0.0070938i,0.0070322-0.031167i,-0.015028-0.016234i,-0.010446-0.014833i,-0.011118-0.016135i,-0.010838-0.012123i,0.013977-0.01439i,0.012506-0.016825i,-0.0060677-0.0070367i,0.0037441+0.00066519i,0.00026104+0.00061928i,-0.00078508+0.00052198i,0.0011948-0.00072313i,0.00073268-0.00067644i,-0.0012068-0.001576i,0.0028556-0.0047212i,-0.0029571+0.00085745i,-0.00059903+0.00023399i,0.00016387-0.00040911i,3.1679e-05+0.0013131i,-0.00014517+0.0011837i,-0.00046866-0.00011668i,0.0011982+0.00061366i,-0.0026715+0.0028904i,6.9488e-05+0.00053972i,5.381e-05+0.00018545i,-0.00075534+0.00037546i,4.1521e-05+0.00020875i,0.00022738+7.3168e-05i,0.00036214-0.00025882i,0.00043135-0.00014066i,0.0010694+0.00039522i,0.00018514-0.00011136i,-8.4674e-06-0.00066291i,0.00035395+0.00053797i,0.0064845-0.00042207i,0.00032699-0.00012897i,0.00098698+0.00024428i,0.00022545-0.00064629i,0.0005608-0.0011413i,0.00064288+0.0010427i,2.0836e-05-0.00015066i,-0.00018102-0.00084192i,-0.00042627+0.00086128i,-0.0077732-0.0076314i,0.00054268+0.020954i,0.029392-0.00050695i,0.030899-0.0042351i,0.0078363-0.016285i,0.030183+0.0073391i,0.022477+0.029243i,0.026687+0.019684i,0.017755+0.032871i,-0.02404+0.014101i,-0.00013638-0.0083802i,0.0021499-0.0054392i,0.0059651-0.0062283i,0.009476+0.0014953i,0.0029288+0.005393i,-0.0065443+0.0069426i,-0.0022217-0.0052544i,0.0037486+0.0095126i,-0.0036151-0.001504i,0.00049076+0.0031314i,-6.5863e-05+0.00058416i,0.0018128-0.0034478i,0.0066156-0.0016006i,-0.0027352-0.00054148i,0.004543-0.00081235i,-0.006552-0.00066603i,-0.0017794-0.00097083i,8.8933e-05+9.029e-05i,-0.0044713-0.0022393i,-0.002906-0.0020863i,-0.011401-0.010266i,0.0025554-0.0018241i,-0.0043164-0.00013633i,-0.0015312+0.0014546i,-0.0053657+0.0026146i,0.004984+0.0014352i,-0.0080105-0.0016256i,-0.0022206-0.0063232i,-0.0025923-0.0015167i,-0.0056998-0.00068002i,0.0060932-0.0034281i,0.0042979+0.0015161i,0.0026114-0.0025062i,0.00090576+0.0056579i,0.003164+0.0013206i,0.010639+0.0063988i,-0.025607+0.0020161i,-0.031691+0.015659i,-0.014093+0.022813i,0.0024095+0.002565i,0.0068273-0.0064626i,-0.013913+0.0081838i
0.00045541-0.0073468i,0.0015813-0.032023i,-0.01766-0.013277i,-0.012825-0.01217i,-0.014193-0.014131i,-0.012075-0.010286i,0.0099369-0.017441i,0.0094885-0.017919i,-0.0076361-0.0060167i,0.0038685-0.00071672i,0.00059664+0.00025105i,-0.00023674+0.00092319i,0.00070087-0.00093268i,0.00074531-0.0006509i,-0.0012794-0.0012191i,0.0020055-0.0048839i,-0.0021266+0.0018599i,-0.00064284+0.0001964i,-9.6063e-05-0.00045279i,0.00042648+0.0011781i,0.00034095+0.0013646i,-0.00043805+5.9554e-05i,0.0013338+0.00018398i,-0.00072091+0.0032695i,0.00041303+0.00058654i,0.00017612+0.00015046i,-0.00033796+0.00091982i,0.00013222+0.00029983i,0.0002244+7.7268e-05i,0.00038136-0.00016833i,0.00025009-0.00029729i,0.0013844-6.517e-05i,0.00026163-0.00016044i,-0.00031701-0.00047161i,0.00080075+0.00035953i,0.0060992-0.0020844i,0.00015313-5.5139e-05i,0.00097313-0.00016703i,0.00015536-0.00043998i,0.00014973-0.0017492i,0.00085626+0.00073966i,-6.1672e-05-0.00030672i,-0.00042827-0.0002709i,0.00051671+0.0008207i,-0.008671-0.0057852i,0.0037201+0.021816i,0.02924-0.0046429i,0.029373-0.010543i,0.0033951-0.013508i,0.033086+0.0016961i,0.027947+0.023794i,0.029584+0.012062i,0.020608+0.024535i,-0.018735+0.014014i,-0.002032-0.0072417i,-0.0015051-0.0053482i,0.0029827-0.0083852i,0.0077193-0.0012182i,0.0037718+0.0040711i,-0.0026191+0.0095022i,-0.0028549-0.0024983i,0.0050001+0.0074674i,-0.0040533-0.0001752i,0.001793+0.0039101i,0.00080062+0.00053596i,-0.00037593-0.0034076i,0.0067428-0.0053134i,-0.0032307-6.8698e-06i,0.0044923-0.0030681i,-0.0061682+0.0025084i,-0.0018045-0.0014627i,-3.3412e-05-0.00060752i,-0.0042909+0.00046645i,-0.0029898-0.0013805i,-0.012763-0.0048313i,0.00098025-0.0024263i,-0.0038388+0.0010009i,-0.0017497+0.0011197i,-0.003624+0.0042806i,0.0060451-0.00041679i,-0.0076089+0.0016219i,-0.004035-0.0052863i,-0.0024312-0.0012061i,-0.0053275+0.0013232i,0.0032497-0.0045213i,0.0048299-0.00010373i,0.0022562-0.002761i,0.0025534+0.0045732i,0.0017226+0.0010438i,0.0098543+0.0018741i,-0.024095+0.0072616i,-0.030004+0.023198i,-0.0098533+0.022042i,0.0043171+0.0049606i,0.0045927-0.0061281i,-0.013901+0.010299i
-0.00051024-0.0074858i,-0.0042577-0.031941i,-0.019499-0.0099481i,-0.014247-0.009163i,-0.017045-0.011599i,-0.013133-0.0085035i,0.0056624-0.019283i,0.0069428-0.018856i,-0.0090122-0.0044841i,0.0033383-0.001902i,0.00053094-0.00020427i,0.00041942+0.0011i,0.00021253-0.00083612i,0.00085075-0.00077754i,-0.0014115-0.00097149i,0.0012424-0.0049963i,-0.00091281+0.0022257i,-0.00090049+0.00028321i,-0.00028802-0.0002506i,0.00071402+0.00080808i,0.00096985+0.0010617i,-0.00051211+7.2272e-05i,0.0013032-0.00029771i,0.0010127+0.0026532i,0.00084157+0.0004789i,0.00031213+6.1553e-06i,0.00029487+0.0009788i,0.00020115+0.00030117i,0.00023232+6.0785e-05i,0.00043938-0.00027686i,6.3698e-05-0.00031783i,0.0013457-0.00070742i,0.00016716-0.00027002i,-0.00039951-0.00017611i,0.0011004-0.00029327i,0.0052777-0.0037407i,0.00031867+4.5316e-05i,0.00079913-0.00044953i,0.00019894-0.00051502i,-0.00053476-0.002005i,0.0010902+0.0002781i,-0.00027192-0.00036239i,-0.00034569+6.9432e-05i,0.0010007+0.00020036i,-0.0090105-0.0043196i,0.0089525+0.021887i,0.029075-0.0091124i,0.026393-0.015876i,0.0012037-0.010299i,0.035065-0.004978i,0.031386+0.017383i,0.031394+0.0050713i,0.02088+0.018163i,-0.01498+0.014499i,-0.0038069-0.0057927i,-0.004471-0.0033414i,-0.0013215-0.0091895i,0.0053509-0.0024636i,0.0038098+0.0027997i,0.0011354+0.009795i,-0.0020646-0.00072554i,0.0051838+0.0053552i,-0.0041646+0.0024342i,0.0034057+0.0037873i,0.0011369-0.00010802i,-0.0017632-0.0022772i,0.0048986-0.007857i,-0.0029018+0.00081465i,0.0036012-0.0045162i,-0.0032109+0.0044122i,-0.0026025-0.0016521i,-0.00053805-0.00068007i,-0.0031105+0.0020784i,-0.0026673-0.0005518i,-0.012232-7.5633e-05i,8.3941e-05-0.0026432i,-0.0030297+0.0018119i,-0.0018478+0.0016692i,-0.001284+0.004343i,0.0061676-0.0030365i,-0.0061134+0.0039347i,-0.0054283-0.0036487i,-0.0026087-0.00099388i,-0.004406+0.0026261i,0.0016999-0.0041363i,0.0043132-0.0014885i,0.0021624-0.0031375i,0.0022518+0.0022082i,0.00096328+0.0012884i,0.0093166-0.00063721i,-0.020992+0.011482i,-0.024757+0.030179i,-0.0070846+0.021148i,0.0073152+0.0050535i,0.0025979-0.0047804i,-0.012517+0.012729i
-0.0015646-0.0077862i,-0.0098754-0.030397i,-0.020697-0.0067691i,-0.014758-0.0064593i,-0.019332-0.0080772i,-0.014019-0.0066789i,0.0009546-0.019875i,0.0041838-0.019706i,-0.0094574-0.002556i,0.0024456-0.0026846i,0.00017052-0.00021016i,0.0011732+0.00065653i,7.8138e-06-0.00051015i,0.00073953-0.0011948i,-0.001538-0.00053608i,0.00030664-0.0050008i,-0.00015927+0.0019354i,-0.0010648+0.00079809i,-0.00016762-6.4022e-06i,0.00077984+0.00034328i,0.0012158+0.00052007i,-0.00071907+0.00023997i,0.00099746-0.00070206i,0.002113+0.0010809i,0.0012599+1.8557e-05i,0.0002348-0.00018594i,0.00056401+0.00075021i,0.00034734+0.00028674i,0.00025385+1.178e-05i,0.00030004-0.00039659i,-9.4971e-05-0.0002611i,0.001031-0.0010673i,8.725e-05-0.00029358i,-0.00036151-4.1751e-05i,0.00082416-0.0011218i,0.0040679-0.005054i,0.00055874-0.00015623i,0.00057981-0.00063543i,3.571e-05-0.00054149i,-0.001333-0.0019854i,0.0010265-0.00020084i,-0.00053175-0.00018375i,-0.0002954+0.00046992i,0.00095002-0.00022871i,-0.0089271-0.0032584i,0.014823+0.018668i,0.028242-0.013886i,0.023301-0.019791i,0.0016952-0.0065505i,0.035136-0.013166i,0.033478+0.010839i,0.031827-0.0028121i,0.020989+0.013311i,-0.010098+0.014316i,-0.0046077-0.0036111i,-0.0061169-0.00023366i,-0.0060308-0.0083816i,0.0035914-0.0027766i,0.0035868+0.0022625i,0.0042959+0.0089716i,-0.0010179+0.00010175i,0.0045127+0.0033286i,-0.0015927+0.0048524i,0.0051991+0.0028459i,0.0014291-0.00057242i,-0.0023418-0.00091791i,0.0023656-0.009774i,-0.0025382+0.0012687i,0.0023378-0.0058126i,-0.0010113+0.0036648i,-0.0037189-0.0011779i,-0.00081734-0.00061232i,-0.0017271+0.0034078i,-0.0023088-0.00028874i,-0.0099921+0.0038735i,-0.001126-0.0030809i,-0.0019376+0.0021364i,-0.0015731+0.0018337i,0.00038349+0.0035819i,0.0052414-0.0058953i,-0.0036838+0.0054935i,-0.0056092-0.00157i,-0.0031664-0.00055815i,-0.0036504+0.004055i,0.00066508-0.0038185i,0.0035711-0.0021711i,0.0016521-0.003954i,0.00085218+0.0021111i,0.00080063+0.0019499i,0.008448-0.0037609i,-0.017639+0.012763i,-0.016776+0.034028i,-0.0037802+0.021211i,0.0090678+0.0042771i,0.0020011-0.0030257i,-0.0103+0.014263i
-0.0029174-0.0080262i,-0.014827-0.027643i,-0.021552-0.0033696i,-0.015087-0.0042169i,-0.020294-0.0042591i,-0.014718-0.0047556i,-0.0031416-0.018982i,0.0014403-0.020097i,-0.0089396-0.0010183i,0.0014001-0.0028591i,0.00012462+1.0905e-05i,0.0013659-4.5997e-05i,2.4034e-05-0.00030171i,0.00017207-0.0012617i,-0.0013401+1.3622e-05i,-0.00084547-0.0046817i,0.00043113+0.0017862i,-0.00061233+0.0013918i,-0.00017154-6.2375e-05i,0.00052465-6.7777e-05i,0.0012295+6.3012e-06i,-0.00066266+0.00050812i,0.00064479-0.00088711i,0.00184-0.0005735i,0.0011415-0.00080623i,3.6387e-05-0.00028951i,0.00077194+0.00055056i,0.00046978+0.00014283i,0.00027189-0.00011507i,7.3946e-05-0.00042735i,-0.00013988-7.3118e-05i,0.00070709-0.0013698i,-8.0536e-05-0.00034876i,-0.00038307+0.00015841i,-3.4434e-05-0.0013638i,0.0025486-0.0060497i,0.00046729-0.00045578i,0.00029058-0.00086131i,-1.2917e-05-0.00045573i,-0.0022585-0.0016654i,0.00073159-0.00055415i,-0.00062236+0.00016389i,-0.00019206+0.00073805i,0.00091377-0.00053734i,-0.0084678-0.0026546i,0.018805+0.013243i,0.026577-0.018871i,0.020794-0.024414i,0.0050327-0.0038869i,0.032548-0.021651i,0.034194+0.0045709i,0.029733-0.010205i,0.020141+0.0097542i,-0.0055881+0.012118i,-0.0042284-0.0024295i,-0.0058407+0.0035936i,-0.010712-0.0048756i,0.0021459-0.002824i,0.0034911+0.0018109i,0.0069388+0.0071549i,8.15e-05-7.3792e-05i,0.0031204+0.0023272i,0.0019766+0.0038362i,0.0067138+0.00076409i,0.0015918-0.0013255i,-0.0019348+0.00078327i,-0.0012465-0.011028i,-0.0025592+0.0022479i,0.00052431-0.0069229i,-0.00090887+0.0032546i,-0.0045011+0.00013277i,-0.0010756-0.00045217i,0.001157+0.0037306i,-0.0022728-0.00054612i,-0.0065531+0.0062431i,-0.0030096-0.0025938i,-0.0010643+0.0018954i,-0.0010483+0.0020416i,0.0011892+0.0024665i,0.0031344-0.0083172i,-0.0011018+0.0054803i,-0.0048991-0.00026345i,-0.0031623+0.00024523i,-0.0018623+0.0054593i,-0.00041765-0.003121i,0.0027864-0.0027202i,0.00042608-0.00429i,0.00022127+0.0026012i,0.0010016+0.0023238i,0.0067516-0.0060291i,-0.017571+0.012249i,-0.0093745+0.033674i,0.00034293+0.019525i,0.010569+0.0023021i,0.0023445-0.0019093i,-0.0076702+0.015116i
-0.004156-0.0078933i,-0.018841-0.024159i,-0.021668+0.00021106i,-0.015118-0.0018173i,-0.020666-0.00069424i,-0.015065-0.0027656i,-0.006172-0.017754i,-0.0012765-0.020504i,-0.0081553-0.00034144i,0.00076924-0.0025897i,0.00028982+0.00018566i,0.00122-0.00055502i,-1.0639e-05-0.00017031i,6.5289e-06-0.00099988i,-0.00096481+0.00016953i,-0.0016682-0.0038901i,0.0010859+0.0014399i,-5.3905e-07+0.001489i,-0.00020282+5.9388e-05i,0.00030437-0.00012106i,0.0011211-0.00053893i,-0.00051377+0.00065821i,0.00027808-0.001049i,0.0010088-0.0016759i,0.00046211-0.0012576i,-0.00019431-0.00015238i,0.001034+0.00026381i,0.00050624-1.5508e-05i,0.00022259-0.00018597i,-0.00017416-0.00035932i,-7.378e-05-1.0869e-05i,0.00011994-0.0015657i,-0.00020663-0.00013932i,-0.0001121+0.00032609i,-0.00034282-0.0010005i,0.00077245-0.0065085i,0.0003122-0.00044445i,-0.00010778-0.00084246i,-3.9926e-05-0.00047497i,-0.0030408-0.00079948i,0.00039537-0.00071289i,-0.00044514+0.00041304i,7.4437e-05+0.0012115i,0.00071204-0.00096068i,-0.0085034-0.0029855i,0.020635+0.0070945i,0.023809-0.023885i,0.015724-0.029582i,0.0097957-0.0055498i,0.026876-0.028821i,0.034227-0.0012289i,0.026825-0.015571i,0.020101+0.0078177i,-0.0029979+0.0086671i,-0.0043729-0.0020063i,-0.0031715+0.0065969i,-0.013104+0.0008446i,0.00083637-0.0026947i,0.0034052+0.0015988i,0.0080516+0.0043859i,0.0004701-0.0009648i,0.0020343+0.0020906i,0.0024118+0.0019275i,0.0065212-0.0022501i,0.0012306-0.0025012i,4.2042e-05+0.0017665i,-0.006098-0.0092487i,-0.0014968+0.003952i,-0.0026705-0.0070307i,0.00058828+0.0037924i,-0.0045901+0.0018759i,-0.0012889-7.4242e-05i,0.0038071+0.001104i,-0.0026505-0.00027391i,-0.0024522+0.0062091i,-0.0043701-0.000934i,-0.00054243+0.0014195i,-0.00087662+0.0020312i,0.0015844+0.0011527i,-0.00042821-0.0099166i,0.0011549+0.0043927i,-0.0046066+0.00038734i,-0.0030887+0.0010081i,0.0009394+0.0054748i,-0.00066095-0.0020386i,0.0020386-0.0027411i,-0.00060481-0.0041962i,-6.3171e-05+0.0032075i,0.0012451+0.0027026i,0.0048962-0.0072028i,-0.018819+0.014553i,-0.0039058+0.032588i,0.0031267+0.015767i,0.011051-0.0003703i,0.0027973-0.0018876i,-0.0048169+0.014813i
-0.0054683-0.0078638i,-0.021771-0.020191i,-0.021075+0.0036043i,-0.014579+0.00030804i,-0.020319+0.0030696i,-0.015184-0.00079396i,-0.0089915-0.016553i,-0.0044485-0.020722i,-0.0077188-0.00046683i,0.00055793-0.0024086i,0.00055032+0.00027059i,0.00096932-0.00081517i,0.00012023+4.9528e-05i,7.5791e-06-0.0008665i,-0.0007881+0.00017789i,-0.0020861-0.0030925i,0.0014219+0.00089633i,0.00052841+0.0013833i,-8.3435e-05+0.00018306i,0.00023098-0.00010649i,0.00072259-0.00098207i,-0.00041714+0.00087321i,-8.9143e-05-0.00093659i,-4.1682e-05-0.002018i,-8.7395e-05-0.00123i,-0.00022908+7.5041e-05i,0.00096753-0.00017189i,0.00052307-0.00019227i,0.00013315-0.00022234i,-0.00030729-0.00012181i,-1.513e-05-1.4745e-05i,-0.00036189-0.001271i,-0.00011347+3.5981e-05i,0.00011582+0.00022646i,-0.00043823-0.00087077i,-0.00087259-0.0061979i,0.00038027-0.00053284i,-0.00038163-0.00058627i,-0.00017233-0.00049019i,-0.0034718+0.00038586i,0.00011032-0.00086401i,-0.00025822+0.00061425i,0.00060348+0.0014037i,0.00025101-0.0011124i,-0.0095919-0.003072i,0.02028+0.0012662i,0.01963-0.028093i,0.0087638-0.032381i,0.012278-0.01018i,0.020059-0.033516i,0.033762-0.0072236i,0.024118-0.020773i,0.021512+0.0055456i,-0.0010949+0.0055943i,-0.0053872-0.0016001i,0.00037901+0.0072755i,-0.012222+0.0073233i,-0.00017116-0.002238i,0.0035664+0.0014316i,0.0081571+0.0022301i,5.1513e-05-0.0017085i,0.00090489+0.0026947i,0.0025739+0.0012128i,0.0045337-0.004575i,-0.00017613-0.0031565i,0.0015346+0.00096792i,-0.0085696-0.0048856i,0.0011105+0.0044483i,-0.0050314-0.0049178i,0.0020644+0.0026151i,-0.0037934+0.0037385i,-0.0012495+0.00023983i,0.0035214-0.0021273i,-0.0028291+0.00044911i,-0.00011101+0.0039067i,-0.0042709+0.00085269i,-0.00049731+0.00084261i,-0.00061197+0.0022022i,0.001091-9.1609e-05i,-0.0049362-0.0092255i,0.002058+0.0024647i,-0.0045106+0.0013552i,-0.0026807+0.002076i,0.0032206+0.0042259i,-0.00023621-0.0017379i,0.0018389-0.0024797i,-0.0014056-0.0037021i,-0.00051358+0.0043083i,0.0017249+0.0026812i,0.0044082-0.0081096i,-0.018524+0.018701i,0.0010287+0.030517i,0.0034993+0.011584i,0.0099367-0.0035361i,0.0025668-0.0015412i,-0.0027185+0.013289i
-0.0072285-0.0074467i,-0.023712-0.016221i,-0.01997+0.0068464i,-0.013801+0.0020006i,-0.019073+0.0065061i,-0.015101+0.0011279i,-0.01179-0.015028i,-0.0078821-0.020144i,-0.0080728-0.00076774i,0.00026939-0.0024802i,0.00088424+0.00024518i,0.00074952-0.0010738i,0.00036741+0.00014845i,-8.8067e-05-0.00083613i,-0.00067093+0.00020965i,-0.0022816-0.0024694i,0.0015716+0.00049948i,0.0010892+0.001121i,6.3897e-06+0.00012229i,0.00024814-0.00017728i,5.597e-05-0.0010325i,-5.2433e-05+0.001082i,-0.00032588-0.00076164i,-0.00088345-0.001875i,-0.00053192-0.0010547i,-0.00018375+0.00022228i,0.00061868-0.00038745i,0.00049356-0.00036959i,0.00011099-0.00011368i,-0.00038115+0.000101i,-2.3703e-05-1.0291e-05i,-0.00049956-0.00085444i,0.00017196+7.357e-05i,0.00018254+5.4195e-05i,-0.00083072-0.00067521i,-0.0020588-0.0053286i,0.00016605-0.00070838i,-0.0004514-0.00032456i,-0.00032158-0.00028928i,-0.0033616+0.0016705i,-0.00036347-0.00072351i,-9.3393e-05+0.00058886i,0.0012377+0.0014321i,-0.00012562-0.00080341i,-0.010909-0.0022025i,0.018141-0.0036899i,0.01472-0.030864i,0.001828-0.032718i,0.011887-0.014698i,0.012381-0.036373i,0.032388-0.0136i,0.020237-0.025944i,0.022968+0.0020834i,-0.00017765+0.0011809i,-0.0066768-0.0001715i,0.0033809+0.0060543i,-0.008273+0.012089i,-0.00080747-0.0017893i,0.003575+0.0012053i,0.0080245+0.00027041i,-0.00089253-0.0017885i,0.00091153+0.0038422i,0.0031041+0.0001019i,0.0021387-0.0050239i,-0.0013521-0.0028776i,0.0020829-0.00021696i,-0.0083764-0.0007799i,0.0033246+0.0033631i,-0.006108-0.0025895i,0.0018108+0.0012056i,-0.0019451+0.0049439i,-0.0013778+0.00053386i,0.0015093-0.0042966i,-0.0027281+0.0012096i,3.0555e-05+0.0015279i,-0.0036077+0.0022688i,-0.00086495+0.00060225i,-7.2356e-05+0.0019601i,0.00010453-0.00039548i,-0.0077735-0.0065064i,0.0019489+0.0011495i,-0.0038376+0.0021901i,-0.0017106+0.0025654i,0.0044895+0.0022367i,-0.00043482-0.0013609i,0.0021187-0.00271i,-0.0017243-0.0028524i,0.0008602+0.0062442i,0.001832+0.0028244i,0.0029106-0.01017i,-0.016755+0.023029i,0.0048043+0.027684i,0.0017413+0.0085496i,0.0063937-0.0051385i,0.0030694-0.0016956i,-0.0021399+0.011684i
-0.0088238-0.0062644i,-0.025003-0.012598i,-0.018146+0.0097726i,-0.012952+0.0033234i,-0.017405+0.0092763i,-0.014791+0.003276i,-0.014108-0.013058i,-0.010956-0.018956i,-0.0091278-0.00057725i,-2.1045e-05-0.0024323i,0.0012762-9.2955e-05i,0.00044723-0.0010625i,0.0006229+0.00015071i,-0.000168-0.00066822i,-0.00062577+0.00022815i,-0.0023072-0.0021037i,0.0019974+6.7888e-05i,0.0014606+0.00055333i,-4.2584e-05+4.8624e-05i,0.00022132-0.00019822i,-0.00032016-0.00084022i,0.00053116+0.00099301i,-0.0003612-0.0006342i,-0.0013057-0.0015804i,-0.00099075-0.00078531i,-4.1562e-05+0.0003199i,0.00052003-0.00030561i,0.00034383-0.00046441i,0.00012526-0.00011162i,-0.00024848+0.00041046i,-3.2288e-05+6.7128e-05i,-0.00055623-0.00075485i,0.00028849-0.00010025i,0.00011284-1.7829e-06i,-0.0008888-0.00013102i,-0.0027917-0.0044301i,-0.00015241-0.00061075i,-0.00049516-9.7171e-05i,-0.00022578-0.00014928i,-0.0026511+0.0028506i,-0.00051073-0.00036103i,0.00016656+0.00062703i,0.0018278+0.0010099i,-0.00011597-0.00054609i,-0.011615-0.00065232i,0.015722-0.0062921i,0.010047-0.032599i,-0.0043195-0.031462i,0.0095441-0.018391i,0.004352-0.036413i,0.029308-0.01981i,0.015631-0.029977i,0.02372-0.0016937i,-0.0018262-0.0025411i,-0.00743+0.0021639i,0.0050959+0.0038193i,-0.0031142+0.014497i,-0.0015713-0.0011867i,0.0038709+0.0010798i,0.007175-0.0016682i,-0.0014999-0.0015082i,0.001762+0.0049651i,0.002642-0.0010599i,0.00054421-0.0044402i,-0.0024533-0.002251i,0.0018953-0.0010964i,-0.0066128+0.0018994i,0.0047191+0.0013959i,-0.0062365-4.0536e-05i,0.0012668+0.0010855i,0.00023295+0.0050095i,-0.0010853+0.0010498i,-0.00084057-0.0050073i,-0.0022196+0.0015602i,-0.0012588+0.00074658i,-0.0026684+0.0033772i,-0.0012291+0.0010079i,-0.00011785+0.0016696i,-0.00047726-0.00025888i,-0.0091575-0.0034998i,0.0013932+0.00020533i,-0.0032553+0.0025036i,-0.00080366+0.002576i,0.0048967-0.00015433i,-0.00015965-0.0012361i,0.002178-0.0034474i,-0.0019114-0.0028408i,0.003034+0.0062037i,0.0023985+0.0029306i,0.0010949-0.010954i,-0.013287+0.028367i,0.0077084+0.024994i,-0.0009608+0.0078089i,0.0030928-0.0038114i,0.0029062-0.002383i,-0.0020696+0.010649i
-0.0098091-0.0048133i,-0.026448-0.0093781i,-0.015939+0.012004i,-0.012127+0.0045703i,-0.015389+0.01198i,-0.013803+0.0052938i,-0.016148-0.010851i,-0.014032-0.01756i,-0.010399+0.00046327i,-0.00025028-0.002641i,0.001405-0.00066936i,0.00034377-0.0010959i,0.00091305+2.382e-05i,5.8179e-06-0.00072605i,-0.00061733+0.00027155i,-0.0024439-0.0018441i,0.0021462-0.00083964i,0.0013937-8.6569e-05i,-9.7197e-06+6.5982e-05i,0.00033188-0.00028295i,-0.00062342-0.00057069i,0.00084949+0.00054944i,-0.00047897-0.00064057i,-0.0014568-0.0014697i,-0.0011885-0.00031249i,0.0001737+0.0003478i,0.00043398-0.0004317i,0.00018527-0.0004534i,8.2647e-05-8.5158e-05i,0.00016227+0.00058219i,2.2134e-05+0.00015862i,-0.00076974-0.0005774i,0.00036327-0.00031494i,0.00018825-2.0564e-05i,-0.00057241+5.4617e-05i,-0.0033207-0.0035766i,-0.00026446-0.00042502i,-0.00030343+0.00014964i,-0.00017921-0.00021669i,-0.0014013+0.0035219i,-0.00047225-0.00014382i,0.00042065+0.00034411i,0.0022838+0.00025934i,-3.5628e-05-0.00051036i,-0.012099+0.00084829i,0.014437-0.0083284i,0.0053422-0.03366i,-0.0096505-0.028623i,0.0072874-0.020722i,-0.0027731-0.033828i,0.025145-0.025101i,0.010822-0.033662i,0.024332-0.0063286i,-0.0045606-0.0044184i,-0.0066875+0.0052606i,0.005506+0.0013404i,0.0018772+0.014304i,-0.0019752-0.00033515i,0.004624+0.00061033i,0.0058182-0.0032121i,-0.0019793-0.0011634i,0.0036586+0.0053906i,0.0016811-0.0010733i,-0.0003488-0.0037957i,-0.0031624-0.0012455i,0.00161-0.0017289i,-0.0052686+0.0031231i,0.0049761-0.0010787i,-0.0054755+0.0021954i,0.0019253+0.0016321i,0.0018835+0.0041555i,-0.00059328+0.0010732i,-0.0034477-0.0046039i,-0.0018925+0.0016701i,-0.0018654+0.001497i,-0.0012456+0.0040437i,-0.00098483+0.001594i,-0.00023662+0.0020313i,-0.0005922-0.00013934i,-0.0097177-0.00062013i,0.00062711-0.00012299i,-0.0029357+0.0033306i,-0.0003638+0.0025846i,0.0042301-0.0026772i,-0.00011073-0.0018157i,0.0018446-0.0043612i,-0.0025663-0.0025093i,0.0050456+0.0052641i,0.0033464+0.0029341i,-0.00082603-0.011438i,-0.0060994+0.03177i,0.010855+0.021559i,-0.0030167+0.0089496i,0.001677-0.0013237i,0.0020273-0.0024782i,-0.0021268+0.010195i
