-0.023415-0.038358i,-0.012096-0.049953i,-0.018544-0.044335i,-0.030889-0.034961i,-0.030163-0.015848i,-0.050367-0.026655i,-0.057514-0.02557i,-0.044792-0.036861i,-0.03047-0.031155i,0.0078778+0.011672i,-0.005239+0.015198i,-0.004514+0.014303i,0.01061+0.020637i,0.00085754+0.0043195i,0.0031076+0.0035131i,0.0061184+0.018309i,0.020555+0.037797i,-0.0026802-0.0011479i,-0.0046215-0.0058188i,0.0081032+0.003131i,-0.00028526-0.00069004i,-0.0012721+0.002277i,3.0866e-05-0.00032348i,-0.028984-0.0026434i,-0.0022012-0.0058351i,0.0013479+0.004393i,0.0030875-0.00030137i,-0.00030583+0.00070708i,0.00061592-0.00023867i,-0.0010703-0.0026794i,-0.0018822-0.0058676i,-0.0045-0.0047216i,-0.0026952-0.0042939i,0.0022548-0.00048197i,0.0017204-0.0030139i,-0.0012651+0.026203i,0.0011223-0.0031721i,0.0029786+0.00072087i,0.0054116+0.0013042i,-0.0086969-0.0028252i,-0.0039757+0.00028969i,0.0048422+1.2934e-05i,0.0072103-0.00024748i,-0.0033696+0.0048077i,0.0011684-0.0098103i,-0.011564+0.017669i,0.035757-0.090751i,0.01188-0.070212i,-0.016133-0.059763i,-0.016382-0.055269i,0.038787-0.045602i,0.017638-0.062296i,0.033274-0.055051i,0.029856-0.060198i,0.01599-0.013686i,0.0047841+0.016621i,0.016448-0.025822i,-0.010935+0.0054634i,-0.00032131+0.0057959i,-0.0048741-0.0012049i,-0.0020357-0.029585i,-0.02428+0.031806i,0.010659-0.011557i,-0.01337-0.0025594i,-0.00018631-0.005033i,-0.0012987-0.016766i,-0.0070823+0.0049951i,0.0053815+0.0063532i,-0.0082374+0.029978i,0.0046958+0.0057177i,-0.0052066-0.00091389i,-0.003082-0.00060533i,-0.011544-0.0080506i,-0.0013269-0.0047429i,-0.026079+0.0048587i,0.0002102-0.0096942i,-0.0097071-0.001852i,-0.0063531-0.003183i,0.0070413+0.0027665i,-0.0078935+0.0011348i,-0.00021701+0.00043647i,0.0063345+0.011263i,0.0038972+0.0014674i,-0.009292-0.010118i,0.0031736+0.0078781i,-0.021942+0.0043879i,0.0082745+0.00035351i,-0.02911-0.003657i,-0.042445+0.0022935i,0.020534-0.099954i,-0.0018144-0.012184i,-0.052513-0.021525i,-0.02228-0.001402i,0.017788+0.010548i,-0.02533+0.013389i,-0.018299-0.014025i
0.014156-0.0096015i,0.043947-0.012904i,0.022334-0.026745i,0.010768-0.021537i,0.013382-0.040208i,-0.018439-0.022321i,-0.0088097-0.014328i,-0.0031472-0.027845i,0.0066919-0.018123i,0.0041223-0.0015915i,0.001663-0.0047449i,-1.6987e-05-0.0051731i,-0.00089674-0.0057574i,-0.00085389-0.002747i,-0.0011227+0.00095189i,0.0010303-0.0029034i,-0.003929+0.0016927i,-0.00076979+0.0010171i,0.00018961+0.00032897i,0.00072643+0.0021931i,0.0014359+0.0017687i,0.0011583-0.0010509i,0.0019124+0.000422i,-0.00069684+0.0024978i,-0.00047049+0.00018224i,-0.00053347+0.00052613i,-0.0013378+0.00024291i,-0.00058225+0.00041486i,-4.2636e-05+9.5442e-05i,-0.00024453-0.00026889i,0.0023846-0.0019561i,0.0015257-5.4171e-05i,0.00027338-0.00069582i,0.00059124-0.00095393i,0.0006517+0.00028999i,-0.00014015-0.0066106i,-6.0106e-05+3.3495e-05i,-0.00070882+0.00082924i,-0.00018506-0.00041683i,0.00041702+0.00048229i,0.0004834+0.0010851i,0.00096115+0.00035002i,2.8121e-05-0.0025533i,-0.00058288-0.0030891i,0.019249+0.0050557i,0.028767+0.039735i,0.035664+0.039625i,0.047202+0.02858i,0.015732-0.00083872i,0.035711-0.00015597i,0.037066+0.012755i,0.013637+0.0066236i,0.028065+0.023307i,-0.0020709+0.033548i,0.0063673-0.0049559i,0.0045481-0.0033181i,0.0068214-0.0038491i,0.0078136+0.0037351i,0.0037663+0.0064455i,-0.0069084+0.0044902i,-0.0040611-0.0059311i,0.0036691+0.01323i,-0.0038182+0.00066312i,-0.00021642+0.0055098i,-0.00049843+0.0014189i,0.0025549-0.0030224i,0.0072904-0.00058328i,-0.0025665-0.00068377i,0.0045114-0.0016537i,-0.0052577-0.00035625i,-0.0014354+0.00064806i,0.0003156+2.4877e-05i,-0.004741-0.002837i,-0.004468-0.0020398i,-0.0071187-0.009171i,0.0033619-0.0019169i,-0.0047793+0.0019053i,-0.0016083+0.00090006i,-0.0039356+0.0025475i,0.0065728+0.00030365i,-0.0072457-0.0014303i,-0.0039477-0.0074424i,-0.0027322-0.0012563i,-0.0059917-0.00070491i,0.0042741-0.0034681i,0.0057766+0.00016981i,0.0030248-0.0012981i,0.0055547+0.0078648i,0.0063317+0.0056612i,0.041641+0.027205i,-0.031833-0.0047478i,-0.036679+0.01827i,-0.010097+0.02035i,0.0020747+0.0023083i,0.0093071-0.0054507i,-0.011118+0.00021952i
0.011757-0.011597i,0.040678-0.020157i,0.017071-0.02986i,0.0068539-0.022075i,0.0051576-0.041805i,-0.020837-0.018659i,-0.011554-0.013374i,-0.0078156-0.026343i,0.0032378-0.018544i,0.0036571-0.0026152i,0.00040746-0.0052825i,-0.0011112-0.0044898i,-0.0026189-0.0046812i,-0.0014278-0.0021634i,-0.00062958+0.0011436i,0.00074443-0.0029098i,-0.0028044+0.0030063i,-0.00064182+0.0013474i,5.3833e-05+0.00027646i,0.0013559+0.0018985i,0.0020143+0.0014933i,0.00091548-0.0012257i,0.0019108-0.00024643i,0.0010736+0.0025597i,-0.00021666+0.00025238i,-0.00019825+0.00048685i,-0.001073+0.00098743i,-0.00050047+0.00066573i,0.00030594-0.00028141i,9.1064e-06+0.00011957i,0.0013842-0.0027439i,0.0014861-0.00058858i,8.3885e-05-0.00071211i,8.9936e-05-0.00095843i,0.0010405-1.9482e-05i,0.0036417-0.0032728i,-6.2581e-05+0.0002363i,-0.009083+0.0030776i,-1.2771e-05-4.1875e-05i,0.00045709-0.00012235i,0.000735+0.00088861i,0.0010817-9.256e-05i,-0.00059689-0.0019122i,-0.00010249-0.0027398i,0.019845+0.0025804i,0.034433+0.035035i,0.04043+0.032953i,0.05051+0.019695i,0.012878-0.00033447i,0.036197-0.0061447i,0.039019+0.0057541i,0.014736+0.00098186i,0.029512+0.013433i,0.0054683+0.029499i,0.0045414-0.0059739i,0.00072949-0.0035074i,0.0044064-0.0065464i,0.0069463+0.00094407i,0.00525+0.0048295i,-0.0039566+0.007313i,-0.0047898-0.0026303i,0.0057268+0.011136i,-0.0036442+0.0015575i,0.0026766+0.0060612i,0.00043021+0.0016607i,0.00047421-0.0033043i,0.0077691-0.0048663i,-0.0029666-0.0003482i,0.0043265-0.0034513i,-0.0051719+0.0023077i,-0.0016783-9.6968e-05i,9.5129e-05-0.00058325i,-0.0045682+0.00018228i,-0.0043457-0.00060094i,-0.0087795-0.0058563i,0.0018253-0.0028866i,-0.0033411+0.0028158i,-0.0018085+0.00064391i,-0.0027203+0.0037373i,0.0073577-0.0025981i,-0.0069528+0.0016326i,-0.0063657-0.0056947i,-0.0023544-0.00079372i,-0.005579+0.0013804i,0.0016311-0.0041618i,0.0057286-0.0023012i,0.0029404-0.0017633i,0.0071439+0.0058196i,0.0058187+0.0049752i,0.042743+0.017751i,-0.031078+0.0021486i,-0.034414+0.026239i,-0.0062666+0.018718i,0.0035173+0.0050043i,0.0067318-0.0063669i,-0.012841+0.0021827i
0.0098239-0.013245i,0.035772-0.02674i,0.011351-0.031488i,0.0034387-0.02185i,-0.0032916-0.041881i,-0.022714-0.015056i,-0.01405-0.011829i,-0.011678-0.02442i,-0.00026716-0.0184i,0.0029714-0.0033254i,-0.0013058-0.005256i,-0.0019122-0.0036055i,-0.0036943-0.0031365i,-0.001761-0.0014985i,-0.00039617+0.0011174i,0.00050195-0.0029416i,-0.001011+0.0033956i,-0.0003875+0.0015149i,7.6807e-06+0.00044973i,0.0018071+0.001194i,0.0027026+0.0006844i,0.000613-0.0015394i,0.0016756-0.00083201i,0.0024424+0.0015094i,-9.3488e-05+6.2012e-05i,1.822e-05+0.00028507i,-0.00043513+0.0013748i,-0.00032023+0.00080897i,0.00046499-5.6086e-05i,0.00019878+0.00012949i,0.00020511-0.0030084i,0.0012081-0.0011294i,-0.00021053-0.00071929i,-0.00023403-0.0008028i,0.0010834-0.00078011i,0.0036382-0.00346i,0.00026267+0.00031096i,0.0025953+0.002055i,0.00018232-8.1878e-05i,0.00021744-0.0004981i,0.0010681+0.00062891i,0.00078298-0.00061028i,-0.00080895-0.0014628i,-0.000189-0.0030496i,0.020309-0.00048852i,0.040904+0.028385i,0.044442+0.025639i,0.051929+0.010917i,0.01173+0.00073339i,0.035963-0.012526i,0.039147-0.0011093i,0.014951-0.0037005i,0.027992+0.0056086i,0.010534+0.025687i,0.0023079-0.0059606i,-0.0020993-0.0015814i,0.00056036-0.0079329i,0.0051726-0.00080225i,0.0056093+0.0029105i,-0.001036+0.0082393i,-0.0038015-0.00036385i,0.0067253+0.0086214i,-0.0034224+0.0036022i,0.0054482+0.0050085i,0.001074+0.0012246i,-0.0010713-0.0025347i,0.0060701-0.0076062i,-0.0028105+0.00029114i,0.0037117-0.0045048i,-0.0025179+0.0042233i,-0.0023607-0.00019655i,-0.00035308-0.00065439i,-0.0032971+0.0017397i,-0.0036304+0.000634i,-0.0096011-0.0025659i,0.00081502-0.0033183i,-0.0020638+0.0030319i,-0.0019671+0.0011587i,-0.00070985+0.003762i,0.0065115-0.0058328i,-0.0053798+0.0039705i,-0.0076613-0.0029942i,-0.0023633-0.00057802i,-0.0045895+0.0026275i,0.00030541-0.0034374i,0.0044105-0.0041052i,0.0030184-0.0023911i,0.00667+0.0024687i,0.0055784+0.0045313i,0.042975+0.010373i,-0.027888+0.0077099i,-0.028882+0.033509i,-0.0041186+0.016898i,0.0066644+0.0056321i,0.0040295-0.0053591i,-0.012767+0.0048214i
0.007654-0.015105i,0.029942-0.031627i,0.0062006-0.032552i,0.00075343-0.021748i,-0.011514-0.039684i,-0.023979-0.011346i,-0.016425-0.0097266i,-0.015174-0.021991i,-0.0030374-0.017442i,0.0021984-0.0039139i,-0.0028192-0.0040347i,-0.0021712-0.0028834i,-0.0040255-0.0015271i,-0.0019058-0.00096038i,-9.1077e-05+0.0013476i,0.00012301-0.0029566i,-0.00019632+0.0029522i,-3.0172e-05+0.0020515i,0.0002636+0.00076824i,0.0019353+0.00034799i,0.0027869-0.00047251i,-3.8931e-05-0.0017382i,0.0012229-0.0012319i,0.0029425-0.00051016i,-0.0006236+0.00090042i,-9.0355e-05+0.00015388i,0.00010737+0.0014248i,7.6493e-05+0.00094548i,0.00043468-0.00018955i,0.0003334+7.7324e-05i,-0.00090812-0.0028947i,0.00072132-0.0014521i,-0.00036926-0.00054801i,-0.00048051-0.00068658i,0.00057513-0.0015199i,0.0032552-0.0045128i,0.00054605+7.8048e-05i,0.0021967+0.00075758i,0.00023961-0.00028733i,-0.00018058-0.00069159i,0.0013136+0.00038273i,0.00033079-0.0006248i,-0.00096172-0.00090756i,-0.00060171-0.0028356i,0.020375-0.0040565i,0.045463+0.018866i,0.047438+0.017495i,0.052515+0.0026426i,0.012288+0.0021672i,0.034172-0.019754i,0.038414-0.0075306i,0.014324-0.0088027i,0.025816-0.00024757i,0.015449+0.021316i,0.00048932-0.0051591i,-0.0033452+0.0010238i,-0.0040288-0.0077693i,0.0036171-0.0015631i,0.0054349+0.0017526i,0.0017853+0.0080801i,-0.0026666+0.00081329i,0.0063954+0.0057038i,-0.00096316+0.0055228i,0.0078627+0.0028743i,0.0016825+0.00086971i,-0.001817-0.0013832i,0.0035181-0.0097149i,-0.0026612+0.00058964i,0.0030478-0.0058143i,-0.00036336+0.003359i,-0.0031314+0.00042361i,-0.00050282-0.00058094i,-0.0018703+0.0031429i,-0.0027102+0.0010845i,-0.0089743+0.00088806i,-0.0005447-0.0038226i,-0.00079999+0.0027965i,-0.0017037+0.0012159i,0.00070128+0.002697i,0.0044319-0.0089058i,-0.0027034+0.0051921i,-0.0070473-0.00030594i,-0.002647-0.00031584i,-0.0040348+0.0038392i,-0.00042803-0.0028786i,0.0027135-0.0045423i,0.0029511-0.0035252i,0.0051287+0.0010838i,0.0059403+0.0044599i,0.042561+0.0028946i,-0.024894+0.0096343i,-0.020703+0.037786i,-0.0019709+0.016234i,0.0089095+0.0047314i,0.0031843-0.003452i,-0.011478+0.0066588i
0.0047512-0.016811i,0.023703-0.034987i,0.00056688-0.03288i,-0.0022576-0.021908i,-0.017915-0.03609i,-0.024881-0.0076381i,-0.018248-0.0067472i,-0.017929-0.019161i,-0.0050897-0.016509i,0.0010641-0.0039899i,-0.0033399-0.0025572i,-0.0025736-0.0023819i,-0.0036768-0.00016029i,-0.0022336-0.00030891i,0.00061283+0.001497i,-0.00044388-0.0029777i,0.00038788+0.002937i,0.00098124+0.0023009i,0.00065658+0.00065509i,0.0015909-0.00037007i,0.0022967-0.0013904i,-0.0006255-0.0016878i,0.00083101-0.0014283i,0.0018211-0.0019584i,0.001009+0.00063831i,-0.00023083+0.00013284i,0.00069581+0.0013637i,0.0005473+0.00085732i,0.00024916-0.00034035i,0.00035891-5.6359e-05i,-0.0018945-0.0023337i,0.0002483-0.0015448i,-0.00056158-0.0004248i,-0.00073538-0.00040373i,-0.00038363-0.0015443i,0.002233-0.0054589i,0.00050221-0.0002557i,0.0018705-0.00026731i,0.00027549-0.00045173i,-0.00070244-0.00070129i,0.0015529+0.00024213i,8.932e-05-0.00043154i,-0.00097777-0.00042859i,-0.00094671-0.0026016i,0.020295-0.0081305i,0.046861+0.0085601i,0.048683+0.0090159i,0.052372-0.006483i,0.014873+0.0031606i,0.03038-0.026811i,0.036735-0.013668i,0.011745-0.013278i,0.022433-0.0042995i,0.01948+0.015352i,-0.00037632-0.0048111i,-0.0029481+0.0042678i,-0.0085644-0.0050437i,0.0020575-0.0020384i,0.0051903+0.00073239i,0.0044061+0.0070377i,-0.0013014+0.0010586i,0.0052001+0.0041076i,0.0021667+0.0046958i,0.0092437-0.0010012i,0.002259+0.0001255i,-0.0018142+0.00019338i,-0.00028121-0.011796i,-0.0028365+0.0013476i,0.0021855-0.0071505i,-0.00012006+0.002893i,-0.0033419+0.0015276i,-0.00064436-0.00056448i,0.0011915+0.0036984i,-0.0020445+0.0007534i,-0.0067851+0.0034288i,-0.0025371-0.0036605i,4.6041e-05+0.0020874i,-0.0014861+0.0013697i,0.001043+0.0014867i,0.00079358-0.011252i,-0.00016098+0.0047502i,-0.0057888+0.0011719i,-0.0026791+0.00012938i,-0.0021291+0.0055305i,-0.0013346-0.0019773i,0.0013225-0.004604i,0.0018255-0.0044205i,0.0038247+0.00062356i,0.0066993+0.0036515i,0.040663-0.0041471i,-0.02524+0.0097307i,-0.013261+0.038112i,0.00086314+0.014352i,0.010427+0.0027127i,0.0038661-0.0022441i,-0.0099368+0.0080767i
0.0017467-0.017878i,0.017674-0.037173i,-0.0047558-0.032178i,-0.0055546-0.021354i,-0.023948-0.032012i,-0.025204-0.0040163i,-0.01904-0.0035884i,-0.020143-0.016393i,-0.0070339-0.015986i,0.00043639-0.0036924i,-0.0031888-0.0013581i,-0.0029204-0.0015353i,-0.0031818+0.00093956i,-0.0020788+0.00061818i,0.0012337+0.0010511i,-0.00099102-0.0025846i,0.0013067+0.0032666i,0.0020247+0.0016846i,0.00080884+0.00044796i,0.0011586-0.00066488i,0.0017084-0.0020173i,-0.0012075-0.0014548i,0.00032057-0.0016531i,0.00062059-0.0026511i,0.00059656-0.00037836i,-0.0003405+0.00039119i,0.0012548+0.00095252i,0.00086161+0.00051151i,-5.9685e-05-0.00043619i,0.00019602-6.7156e-05i,-0.0026185-0.001499i,-0.00026041-0.0015883i,-0.00067003+1.3695e-05i,-0.00065159-9.3151e-05i,-0.00073513-0.0011162i,0.00037051-0.0059921i,0.00040348-0.00023714i,0.0015189-0.00061305i,0.00020783-0.00071668i,-0.0011482-0.00036297i,0.0019523-0.00069634i,7.0917e-05-0.0003655i,-0.00069627+7.703e-05i,-0.0012433-0.0023447i,0.018875-0.013142i,0.045692-0.0016808i,0.048495+0.00086091i,0.049553-0.016361i,0.019161+0.00083437i,0.024413-0.03245i,0.034217-0.019286i,0.008847-0.016107i,0.019722-0.0055149i,0.020873+0.0085963i,-0.0016834-0.0046067i,-0.00012058+0.0064195i,-0.011116-0.00049087i,0.00048005-0.0020099i,0.004686-0.00012497i,0.0055021+0.0050019i,-0.00053917+0.00049476i,0.0042697+0.0031564i,0.0029309+0.0027875i,0.0079202-0.0051364i,0.0023914-0.0010461i,-0.00023549+0.0013312i,-0.00544-0.010324i,-0.0023968+0.0029426i,0.0009683-0.0090583i,0.0013921+0.0030369i,-0.0031668+0.0029058i,-0.00078433-0.00040065i,0.0040487+0.0004951i,-0.0020172+0.0004681i,-0.0038494+0.0040613i,-0.0042163-0.0021398i,0.00032425+0.0012579i,-0.0015895+0.0013872i,0.0011409+0.00042447i,-0.0042102-0.011813i,0.0016577+0.0033122i,-0.0052808+0.002149i,-0.0027962+0.00067314i,0.00064224+0.0056971i,-0.0012245-0.00069996i,4.0692e-05-0.0041734i,0.00055691-0.0048421i,0.002765+0.00061922i,0.0069229+0.0027611i,0.03773-0.0095755i,-0.026896+0.012917i,-0.007081+0.03781i,0.0024073+0.010897i,0.011322+0.00024919i,0.0044008-0.0025875i,-0.0079061+0.008535i
-0.0016266-0.01861i,0.011885-0.03869i,-0.0097944-0.030606i,-0.0084371-0.020323i,-0.029043-0.026509i,-0.025057-0.00038914i,-0.019287-0.0006928i,-0.022193-0.013418i,-0.009179-0.015634i,0.00017508-0.0035129i,-0.002846-0.00041907i,-0.0029251-0.00048516i,-0.0023342+0.0018339i,-0.0014927+0.0012707i,0.0015151+0.00053221i,-0.0013366-0.0021764i,0.0020725+0.0033844i,0.0022899+0.00072134i,0.001007+0.00032469i,0.0009172-0.00075704i,0.00086041-0.0025374i,-0.0017314-0.00085741i,-0.00022798-0.0015055i,-0.00037343-0.0026097i,0.00025688-0.0004659i,-0.00015474+0.00069368i,0.0014381+0.00035942i,0.001008+8.3905e-05i,-0.00010905+1.2159e-05i,0.0002009+9.275e-05i,-0.0029554-0.0005208i,-0.00078308-0.0012883i,-0.00037036+0.00038238i,-0.00050587+1.0316e-05i,-0.00094393-0.00081645i,-0.00096621-0.0055559i,0.00048278-0.00037043i,0.0010457-0.00093239i,-0.00012608-0.00077614i,-0.0014567+0.00020968i,0.0015873-0.0014954i,-3.3133e-05-0.00033157i,-0.00029247+0.0003264i,-0.0014632-0.001907i,0.015335-0.017579i,0.042086-0.010491i,0.047034-0.0069917i,0.043919-0.024342i,0.021431-0.0041917i,0.017648-0.036236i,0.031304-0.024352i,0.0063056-0.018688i,0.019745-0.0062908i,0.021447+0.0027335i,-0.0036248-0.0042159i,0.0032109+0.0061604i,-0.011193+0.0050446i,-0.00078178-0.0014928i,0.0041639-0.00063627i,0.006165+0.003904i,-0.00051652-6.227e-05i,0.0029326+0.0031328i,0.0033764+0.0019583i,0.0045109-0.0076756i,0.0015173-0.0020778i,0.0011311+0.00090121i,-0.008151-0.0059256i,-0.00047481+0.0039064i,-0.0053636-0.013175i,0.0025265+0.0015895i,-0.002074+0.0041506i,-0.00083016-0.00036732i,0.0032534-0.0030102i,-0.0022865+0.00073963i,-0.0020847+0.0029882i,-0.0038726-0.0004931i,-1.969e-05+0.00048836i,-0.001716+0.0017025i,0.00059978-0.00058185i,-0.0094649-0.0093245i,0.0020993+0.0012823i,-0.0047542+0.0030636i,-0.0027428+0.0016303i,0.0030166+0.0047652i,-0.00052591-0.00057972i,-0.00026677-0.003151i,-0.00049953-0.0047229i,0.0017557+0.0013064i,0.0068426+0.0017428i,0.035611-0.014201i,-0.02726+0.017918i,-0.0014764+0.036301i,0.0018249+0.0073763i,0.010718-0.0032511i,0.0040141-0.00252i,-0.0065504+0.0077822i
-0.005539-0.018522i,0.0062081-0.039506i,-0.014512-0.028256i,-0.011188-0.019299i,-0.032398-0.020273i,-0.024411+0.0030946i,-0.019116+0.002093i,-0.023841-0.0099371i,-0.011643-0.014992i,-0.0002013-0.003591i,-0.0022405+0.00024264i,-0.0024265+0.00030334i,-0.0012484+0.0023268i,-0.0008399+0.0015461i,0.0016784-5.454e-05i,-0.0014796-0.001878i,0.0010938+0.0026441i,0.0023467+4.8081e-06i,0.0011883-3.6045e-05i,0.00075226-0.00096765i,-0.00032128-0.0025401i,-0.0019015-0.00010548i,-0.00057308-0.0012448i,-0.0012384-0.0022374i,6.8993e-05-0.00048317i,0.00015+0.00076622i,0.001259-0.00023173i,0.0010252-0.00030907i,1.7812e-05+3.342e-05i,0.00022486+0.00011748i,-0.0029705+0.00049881i,-0.00098599-0.00081412i,2.5082e-05+0.00037641i,-0.00045961+6.6122e-05i,-0.0011563-0.00039689i,-0.0017422-0.0050046i,0.00022144-0.00054155i,0.00043103-0.0011234i,-0.00021597-0.00039936i,-0.0014503+0.00078317i,0.00030405-0.0016895i,-0.0001924-0.00032913i,0.00021003+0.00034231i,-0.0015233-0.0012596i,0.010931-0.020452i,0.036542-0.017025i,0.044199-0.013953i,0.037201-0.030115i,0.021084-0.0091155i,0.010304-0.038301i,0.027809-0.029482i,0.0030449-0.021312i,0.020602-0.0089994i,0.020567-0.0040383i,-0.0055879-0.0028432i,0.0055428+0.0039899i,-0.0083097+0.0094801i,-0.0016498-0.00076849i,0.0035525-0.00095453i,0.0067284+0.0021492i,-0.00081976-6.5736e-05i,0.0023816+0.0041338i,0.0040461+0.00054104i,0.0011073-0.0076013i,0.0005673-0.0024658i,0.0017687-4.9468e-05i,-0.0083965-0.0021405i,0.0014648+0.0035081i,-0.0073873-0.011767i,0.0020695+0.00019812i,-4.8066e-05+0.0047665i,-0.0011678-0.00033893i,0.00067558-0.0048744i,-0.0021819+0.0013307i,-0.0014753+0.0016683i,-0.004716+0.00049627i,-0.00074781+0.0004835i,-0.0014337+0.0019078i,-0.00059416-0.00071282i,-0.011907-0.0047112i,0.0015364-1.4289e-05i,-0.0040585+0.003569i,-0.0018303+0.0023106i,0.0048986+0.0030658i,-0.00067239-0.00027211i,0.00027333-0.0029789i,-0.0013168-0.0042432i,0.0025378+0.0029002i,0.0066684+0.0010221i,0.032689-0.019457i,-0.026228+0.02373i,0.0032214+0.034092i,-0.00029079+0.0050543i,0.0073358-0.0052753i,0.0044473-0.0028832i,-0.0067405+0.007088i
-0.0092052-0.017265i,0.0006853-0.039894i,-0.018494-0.025016i,-0.013968-0.017768i,-0.034424-0.014273i,-0.02345+0.0065934i,-0.018409+0.0049824i,-0.024707-0.00639i,-0.014478-0.013796i,-0.00074248-0.003461i,-0.001588+0.00036973i,-0.001842+0.00084405i,1.0911e-06+0.0025372i,-0.00026659+0.0016775i,0.0015064-0.00064463i,-0.0015593-0.0018105i,0.001142+0.0011295i,0.0021564-0.00075077i,0.0011027-0.00058639i,0.00050043-0.0010636i,-0.0011728-0.0020359i,-0.0015372+0.00055483i,-0.00069091-0.0011059i,-0.001488-0.0018049i,-0.00014517-0.00056358i,0.0005072+0.00067047i,0.00095528-0.00051658i,0.00069798-0.0005523i,4.6111e-05-6.2628e-05i,0.00035641+0.00022078i,-0.0026853+0.0016128i,-0.001075-0.00052873i,0.00015288+0.0002705i,-0.00042874+0.0002629i,-0.001112+0.0001334i,-0.0025286-0.0044528i,-5.4255e-05-0.00041857i,1.417e-05-0.00070067i,2.2295e-05-0.00033873i,-0.0011327+0.0012938i,-0.00016463-0.0020391i,-0.00016217-0.00016005i,0.00057253-3.4067e-05i,-0.001269-0.00088756i,0.0066246-0.022104i,0.031765-0.020703i,0.040613-0.019721i,0.030137-0.033855i,0.019281-0.013095i,0.0028942-0.038272i,0.023176-0.034056i,-0.00044468-0.022819i,0.0208-0.012665i,0.01702-0.0098496i,-0.0071387-0.00031659i,0.0061886+0.0012559i,-0.0038382+0.012138i,-0.0024536+0.00028004i,0.0031824-0.0009269i,0.007213+0.00090576i,-0.00083566-1.0703e-05i,0.0032585+0.0058568i,0.0035225-0.00087915i,-0.00113-0.0065353i,-0.00061819-0.0024302i,0.0017936-0.00079407i,-0.0071492+0.00081801i,0.0028857+0.0023756i,-0.024811-0.037785i,0.0013946+0.00019935i,0.0019276+0.0040584i,-0.0013434+0.00010961i,-0.001988-0.0053046i,-0.0017679+0.0014184i,-0.0017586+0.0010515i,-0.0042938+0.0022988i,-0.0010712+0.0010699i,-0.0013852+0.0020558i,-0.0012771-0.00015416i,-0.012014-0.00035828i,0.00067197-0.00063457i,-0.0037617+0.0042867i,-0.00095107+0.0024366i,0.006461-0.00049769i,-0.00015495-2.7015e-06i,0.00049874-0.003674i,-0.0022616-0.0042465i,0.0037964+0.0026513i,0.0068894+0.00022009i,0.029038-0.023626i,-0.02253+0.030926i,0.006749+0.031867i,-0.0030873+0.0046945i,0.0039722-0.004468i,0.0039342-0.0038707i,-0.0073342+0.0073295i
-0.012055-0.015366i,-0.0052224-0.040197i,-0.021613-0.021776i,-0.01652-0.015761i,-0.035836-0.0077759i,-0.02148+0.0098521i,-0.017076+0.0075963i,-0.025382-0.0029236i,-0.017239-0.011698i,-0.0011443-0.0035635i,-0.001221+0.00035256i,-0.0010628+0.0011258i,0.0012102+0.00218i,0.0005236+0.0015468i,0.0011484-0.0010513i,-0.0018748-0.0017677i,0.0018347-0.00049787i,0.0016167-0.0013571i,0.00075662-0.00093654i,0.00041223-0.0011589i,-0.0017108-0.0013617i,-0.0011386+0.00086975i,-0.0010142-0.0010363i,-0.0015219-0.0017412i,-0.00043101-0.00050402i,0.00076414+0.00048691i,0.00057888-0.00075928i,0.00030218-0.00071636i,-4.8578e-05-6.0073e-05i,0.0007094+0.00021953i,-0.0018662+0.0025351i,-0.0011075-0.00012931i,0.00036257+0.00018118i,-0.00021255+0.00037731i,-0.00075115+0.00037017i,-0.0040049-0.0042384i,-2.9347e-05-0.00022013i,2.8663e-05-0.00058359i,-1.8725e-05-0.00055874i,-0.00062192+0.0015262i,-0.0015126-0.00055577i,-0.0001044-0.00036612i,0.00052435-0.00071535i,-0.00094663-0.00081656i,0.0020574-0.022994i,0.028326-0.024344i,0.036693-0.024891i,0.023234-0.035634i,0.017657-0.015808i,-0.0040072-0.036082i,0.017869-0.037925i,-0.003662-0.024142i,0.02027-0.017287i,0.012162-0.013088i,-0.0070106+0.0033184i,0.005573-0.0013684i,0.00035586+0.012222i,-0.0026749+0.0016862i,0.0034767-0.0010067i,0.0071065-0.00076913i,-0.0010466-4.7052e-05i,0.0057749+0.0062359i,0.0026188-0.0011745i,-0.0023476-0.0051177i,-0.0014721-0.0018304i,0.0018251-0.0015198i,-0.0059071+0.0025581i,0.0036601+0.00078991i,-0.0052952+0.010509i,0.0017576+0.00061628i,0.0031446+0.0029689i,-0.0012692+0.00034537i,-0.0048325-0.0043369i,-0.0017832+0.0016819i,-0.0016395+0.0018639i,-0.0032187+0.0036577i,-0.00063086+0.0016378i,-0.0013306+0.0028725i,-0.0013134+0.00040203i,-0.01095+0.0032447i,-0.00021179-0.00066665i,-0.0028986+0.0055891i,-0.00046388+0.0025721i,0.0047307-0.0042256i,0.00029715-0.00067231i,-6.071e-05-0.0045146i,-0.0033363-0.0037028i,0.0047643+0.0018173i,0.0071192-0.00083813i,0.025174-0.026956i,-0.014461+0.036402i,0.011284+0.029013i,-0.005321+0.005676i,0.0023154-0.0024566i,0.0025893-0.0042106i,-0.0074382+0.0079092i
