-0.0084107-0.040004i,-0.014095-0.04273i,0.00037537-0.046013i,-0.027441-0.02724i,-0.020265+0.014037i,-0.033566-0.030018i,-0.060863-0.059853i,-0.022361-0.071486i,-0.034599-0.050984i,0.0012126+0.014706i,-0.0069417+0.010536i,-0.01391+0.013321i,0.0023308+0.01553i,-0.0034916-0.0034943i,0.00078613+0.0062466i,0.0014024+0.037125i,0.020191+0.059024i,0.00088769-0.00056762i,-0.0050495-0.0079625i,0.0078764+0.0041723i,0.001696+0.001175i,-0.00096226+0.0034682i,6.7363e-05-0.0013542i,-0.035808-0.0098092i,-0.0025946-0.0072262i,-0.00016407+0.0044961i,0.0047923+0.00012387i,1.7303e-05+0.00087152i,1.5372e-05-0.0010213i,-3.6642e-05-0.0026892i,-0.0013242-0.005775i,-0.002472-0.0038014i,-0.00042355-0.0076892i,0.0032474-0.0012328i,0.0031468-0.0025948i,-0.00038464+0.033568i,0.0062104-0.0039883i,0.0035826-0.0022022i,0.0050032+9.855e-05i,-0.014147-0.0048221i,-2.7519e-05+0.0001886i,0.0095352-0.00084722i,0.0051251-0.00058693i,-0.0038592+0.003831i,0.0036035+0.001666i,-0.0027131+0.0055976i,0.010959-0.088932i,-0.0084736-0.049758i,-0.025965-0.040378i,-0.021384-0.041643i,0.061466-0.01953i,0.025714-0.062418i,0.038139-0.047088i,0.028481-0.058312i,0.018286-0.016023i,0.0084538+0.0098643i,0.023513-0.031969i,-0.0076597-0.004861i,0.0023786-0.0029551i,-0.0049314-0.0059475i,0.00027082-0.03184i,-0.023289+0.031148i,0.0074606-0.010922i,-0.010774-0.00093397i,-0.0049026-0.0011292i,-0.0011553-0.014302i,-0.0096306+0.0039351i,0.0037327+0.0074422i,-0.010861+0.031341i,0.0061436+0.0073545i,-0.005164-0.0012437i,-0.0019414-0.002002i,-0.011039-0.007663i,0.00032378-0.0035096i,-0.034512+0.0057326i,0.0018438-0.012539i,-0.0088527-0.0019738i,-0.0065305-0.0026247i,0.0063985+0.0014753i,-0.0092184+0.001317i,0.00099912+0.00054104i,0.0054949+0.0084808i,0.0044789+0.00054801i,-0.0092852-0.0097378i,0.0031135+0.008767i,-0.018801+0.0070282i,0.006537+0.0023561i,-0.029765-0.0073362i,-0.03384+0.0038052i,0.023906-0.079974i,0.011486-0.010363i,-0.044111-0.026754i,-0.023194-0.0031102i,0.018012+0.011976i,-0.026088+0.013205i,-0.011656-0.0075334i
0.0086024+0.014773i,0.039431-0.010311i,0.024564-0.03251i,-0.0028641-0.013079i,-0.008538-0.016055i,-0.00918-0.022529i,0.015079-0.016524i,0.028817-0.013141i,0.0091321-0.015804i,0.0066276-0.00095262i,0.0019268-0.0032894i,-0.0017389-0.0016108i,0.0016203-0.0025649i,-4.1578e-05-0.0016997i,-0.0018965-0.0015022i,0.0053004-0.0053922i,-0.0046156+0.00053898i,-0.0021924-0.00013176i,0.0010694+0.00046625i,0.0013148+0.0012437i,0.00017862+0.0022736i,-0.0005093+0.00068961i,0.0015443+0.0018917i,-0.00036911+0.0048517i,-0.00071177+0.00057615i,-0.00062707+0.0014883i,-0.0012761+0.00023552i,0.0004748-0.0003704i,-0.00018225+0.00030741i,-0.00051223-0.00056048i,0.0014081-0.00082102i,0.002062-4.2959e-05i,0.0014965-0.00017449i,0.00021671-0.00091623i,0.00094572+0.00069408i,0.0045565-0.0027138i,-0.000946+0.0012996i,0.00041159+0.00024643i,-0.0002142-0.00031658i,-0.00074887-0.00094461i,0.0020865+0.0011443i,0.001817+0.00086227i,0.0024987-0.0081432i,0.002589+0.0017237i,0.0093896+0.013876i,0.017181+0.02425i,0.04279+0.01696i,0.026779+0.0018373i,0.0010292-0.016624i,0.018964-0.0032437i,0.022589+0.014817i,0.017387+0.017457i,0.019142+0.02505i,-0.0057108+0.03272i,0.0015284-0.0051988i,0.0019088-0.0035757i,0.0044628-0.0060414i,0.0089963-0.0015931i,0.0012731+0.0040947i,-0.010187+0.008253i,-0.0049893-0.0078599i,0.0030046+0.014918i,-0.0027267-0.0016133i,0.00065264+0.0022186i,-0.00094833+0.0010487i,0.0017532-0.0034866i,0.0064201-0.0025639i,-0.0037584-0.00059282i,0.0044254-0.0014907i,-0.006472+0.00018717i,-0.0019819+0.00081223i,0.00023204+1.0687e-05i,-0.0057748-0.0018317i,-0.0036601-0.0024784i,-0.013909-0.010665i,0.0029878-0.0026549i,-0.0033891+0.0008468i,-0.0011605+0.0015385i,-0.0045317+0.0030685i,0.0055967+0.0017282i,-0.0084569-0.0013346i,-0.00074331-0.0048256i,-0.0026038-0.00058015i,-0.0053744-0.00059636i,0.0052328-0.0045695i,0.003514+0.0020358i,0.0020634-0.0022553i,0.0034518+0.0091933i,0.0062166+0.0018522i,0.029647+0.021923i,-0.022178-0.001643i,-0.025899+0.015813i,-0.0053547+0.013635i,0.0011444+0.00067895i,0.0053031-0.0076244i,-0.0089989+0.0030704i
0.010323+0.013724i,0.036992-0.016645i,0.018093-0.035782i,-0.0055087-0.01171i,-0.012448-0.01467i,-0.012595-0.020373i,0.010441-0.019934i,0.026072-0.017248i,0.005692-0.01605i,0.0060902-0.0027145i,0.00064933-0.0040407i,-0.0018786-0.00077698i,0.00036987-0.0025286i,-0.00019304-0.0014778i,-0.0020538-0.00090225i,0.0040988-0.0066384i,-0.0035032+0.0021143i,-0.0024519+0.00059648i,0.00074976+0.00017653i,0.0016035+0.00071578i,0.00094429+0.0022816i,-0.00032596+0.0010911i,0.0021531+0.0012908i,0.0021638+0.0042469i,-7.4155e-05+0.00085063i,0.0001099+0.0014587i,-0.00094732+0.0010085i,0.00035558-0.00025192i,4.6517e-06+0.00055226i,-0.00033462+2.9912e-05i,0.00090307-0.001513i,0.0020103-0.00084155i,0.0015111-0.00061314i,-0.00014245-0.00061145i,0.0016515+0.00037999i,0.0037108-0.0036123i,-0.00029701+0.0017526i,0.00038121-1.854e-05i,0.00018919+0.00020212i,-0.0014819-0.0013943i,0.0022183+0.00035441i,0.0018875+1.6774e-05i,0.00033826-0.0074898i,0.003977+0.00084259i,0.01162+0.012156i,0.02038+0.021643i,0.043772+0.010219i,0.026624-0.0041042i,-0.0028524-0.013269i,0.020935-0.0073477i,0.026352+0.0092512i,0.02139+0.0099109i,0.020938+0.015i,0.0019522+0.029453i,-9.2684e-05-0.0050764i,-0.0011414-0.0035274i,0.0020802-0.0076574i,0.0062945-0.004176i,0.0021368+0.0034288i,-0.005213+0.011639i,-0.0060359-0.0038637i,0.005546+0.012854i,-0.0034217-0.00054454i,0.0019366+0.0028048i,0.00014274+0.0013326i,-0.00040716-0.0035471i,0.0060736-0.0060786i,-0.0041211+0.00023853i,0.0043366-0.0035653i,-0.0056226+0.0030018i,-0.0016216+0.0003049i,-3.8179e-05-0.0006169i,-0.0051618+0.0015224i,-0.0038816-0.0014762i,-0.015249-0.0041806i,0.0012123-0.0034282i,-0.0025032+0.001628i,-0.0012674+0.00098929i,-0.0028567+0.0042503i,0.006875-0.00055389i,-0.0078831+0.0021059i,-0.0023379-0.0044952i,-0.0021522-0.00017069i,-0.0047861+0.0014952i,0.0021121-0.0051668i,0.0042125+0.0004339i,0.0016669-0.0023579i,0.0053151+0.007461i,0.0050713+0.00050164i,0.029832+0.014029i,-0.021374+0.0029964i,-0.023964+0.022338i,-0.0029859+0.011232i,0.0025072+0.0035352i,0.0030108-0.0068447i,-0.01055+0.0048283i
0.012532+0.012028i,0.03302-0.022887i,0.010973-0.037405i,-0.0072867-0.0098693i,-0.016161-0.012376i,-0.015542-0.017791i,0.0053119-0.022053i,0.023185-0.021034i,0.0027897-0.01593i,0.0048609-0.0041271i,-0.0010231-0.0041186i,-0.0018113+3.3673e-05i,-0.00057843-0.0019416i,-0.00028125-0.0013133i,-0.0023519-0.00024986i,0.0024756-0.0074442i,-0.0019013+0.0025725i,-0.0025052+0.0015593i,0.0004587+0.00031233i,0.0016209-5.1881e-05i,0.0018198+0.0016723i,-0.00020786+0.001132i,0.0023922+0.00046943i,0.0040094+0.0025795i,0.00074913+0.0006807i,0.0006843+0.0011293i,-0.00028782+0.0013638i,0.00021922-0.00020881i,0.00022369+0.00067534i,7.1382e-05+0.00018507i,0.00019213-0.0018296i,0.0014784-0.0016958i,0.0011759-0.0012364i,-0.00019149-0.00022346i,0.0020989-0.00083074i,0.0027377-0.0043313i,0.0006477+0.0017086i,0.00031403-0.00012768i,0.00060709-8.9069e-06i,-0.0022314-0.0010852i,0.002111-0.00046933i,0.0015356-0.00069938i,-0.0013721-0.0064737i,0.0044509-0.0007547i,0.013641+0.0096649i,0.024325+0.018197i,0.044282+0.0033442i,0.024857-0.0095782i,-0.0044933-0.0094096i,0.022165-0.012546i,0.028277+0.0029133i,0.023815+0.0027595i,0.018922+0.0073639i,0.0072916+0.026291i,-0.0019519-0.0042469i,-0.0036645-0.0017909i,-0.0017081-0.0082856i,0.003031-0.0049297i,0.0022922+0.0025931i,-0.00046901+0.012094i,-0.0051492-0.00096878i,0.0072016+0.010001i,-0.003826+0.0018746i,0.0033166+0.0025365i,0.00074458+0.00090151i,-0.0018546-0.0024068i,0.0041173-0.0079033i,-0.0036409+0.0013488i,0.0035064-0.0050003i,-0.0026754+0.0044327i,-0.0018876+4.449e-05i,-0.00064996-0.00061369i,-0.003507+0.003266i,-0.0035349-0.00023965i,-0.014222+0.001431i,-6.7784e-05-0.0038483i,-0.0014508+0.0019529i,-0.001352+0.0011524i,-0.00072625+0.004271i,0.0068079-0.0035006i,-0.0059009+0.0046226i,-0.0037263-0.0034448i,-0.0021296-6.8678e-05i,-0.0036586+0.0025856i,0.00050984-0.0043848i,0.0037964-0.0011394i,0.001735-0.0026502i,0.005272+0.0044561i,0.0040342-6.74e-05i,0.029421+0.0082596i,-0.019057+0.0065771i,-0.018807+0.028228i,-0.0023561+0.009253i,0.0054351+0.0040345i,0.0010341-0.0050363i,-0.010419+0.0074504i
0.014138+0.0094617i,0.027971-0.027727i,0.004581-0.037918i,-0.0081147-0.008389i,-0.01909-0.0085926i,-0.017946-0.014869i,-0.00017003-0.0226i,0.019662-0.024827i,0.00059644-0.015325i,0.0033662-0.0049471i,-0.0027082-0.0029874i,-0.0012919+0.00043818i,-0.00089919-0.0010883i,-0.000421-0.0014353i,-0.0022048+0.00078885i,0.00053261-0.0076835i,-0.0010537+0.0022738i,-0.0020048+0.0027708i,0.00065627+0.00071886i,0.0012764-0.0006673i,0.0022401+0.0007757i,-0.00019887+0.0013147i,0.0022329-0.00025346i,0.0046793-4.7752e-05i,0.001333-8.3682e-05i,0.00095969+0.00075637i,0.00027116+0.0013578i,0.00041961-0.00019279i,0.00046722+0.00059887i,0.00025221-7.2726e-05i,-0.00049721-0.0018692i,0.00064485-0.0020617i,0.00063337-0.0015493i,-0.00016148-0.00026504i,0.0014581-0.0023268i,0.0016398-0.0048336i,0.0014822+0.0010632i,0.00034069-0.00013944i,0.00060001-0.00032687i,-0.0028687-0.00042094i,0.0016788-0.0010097i,0.00092191-0.00095374i,-0.0025211-0.0051941i,0.0040372-0.0019779i,0.015019+0.006369i,0.028085+0.012717i,0.043785-0.0035806i,0.022395-0.013934i,-0.0035575-0.0053178i,0.021453-0.019321i,0.028739-0.0036508i,0.024801-0.0054666i,0.016488+0.0023564i,0.012861+0.022296i,-0.0028105-0.0026937i,-0.0049368+0.00099653i,-0.0058916-0.0074899i,0.000662-0.0044596i,0.0021742+0.0023532i,0.003312+0.011097i,-0.0037846+0.00076689i,0.0073822+0.0067034i,-0.0015253+0.0041484i,0.0047682+0.001531i,0.0014207+0.00054269i,-0.0025105-0.0010151i,0.0019252-0.009394i,-0.0028115+0.0020061i,0.0020881-0.0067468i,-0.00069113+0.0036116i,-0.0024971+0.00012796i,-0.00077881-0.00038715i,-0.0015057+0.0045991i,-0.0029246+0.00046977i,-0.011266+0.0060439i,-0.0016667-0.0041451i,-0.00031695+0.0016876i,-0.0012058+0.0010788i,0.00072966+0.0031947i,0.0055552-0.0063399i,-0.0028552+0.0060308i,-0.0040494-0.0017295i,-0.0023293+0.00027066i,-0.0027899+0.00354i,-0.00048846-0.0037833i,0.0028787-0.0017837i,0.0015585-0.0035067i,0.0041583+0.0035342i,0.0032326-0.00025938i,0.028466+0.0027968i,-0.017024+0.0075118i,-0.011205+0.031055i,-0.001555+0.0087407i,0.0072317+0.0034339i,0.00068073-0.0029065i,-0.0089623+0.0095932i
0.015012+0.0065977i,0.022286-0.031195i,-0.0018745-0.037474i,-0.0092073-0.0075512i,-0.020123-0.0045227i,-0.01987-0.011617i,-0.0050593-0.021585i,0.015411-0.027823i,-0.00076674-0.015033i,0.0017213-0.0050398i,-0.0031657-0.0012907i,-0.0010581+0.00061807i,-0.00083509-0.00044538i,-0.0010663-0.0011818i,-0.0013639+0.0016084i,-0.0015196-0.0071141i,-0.00040693+0.0024589i,-0.00056472+0.0035615i,0.001056+0.00056189i,0.00068107-0.0010505i,0.0022452-0.00018098i,0.00015541+0.0014324i,0.0019523-0.00088355i,0.0035538-0.0024174i,0.0011435-0.0011326i,0.0010949+0.00034243i,0.00079038+0.0012294i,0.00058654-0.00038368i,0.00064174+0.0003106i,3.114e-05-0.00027519i,-0.0012048-0.0016151i,-0.00010315-0.0020138i,-7.8806e-05-0.0016396i,-0.00029737-0.00015516i,-0.0002711-0.0027227i,0.0005817-0.0049746i,0.0016917+0.00023147i,0.00031821-0.00036512i,0.00070301-0.00055836i,-0.003301+0.00052201i,0.0010951-0.00141i,0.0004807-0.00088875i,-0.0032175-0.0037213i,0.0034706-0.0028486i,0.016353+0.0026625i,0.02972+0.0059616i,0.042278-0.010375i,0.020107-0.018498i,-8.6636e-05-0.0024809i,0.01814-0.026083i,0.027743-0.0096539i,0.022538-0.013242i,0.013058-0.00020153i,0.017411+0.016691i,-0.002874-0.0021326i,-0.0045179+0.0043516i,-0.009836-0.0043989i,-0.0010258-0.0036453i,0.0023038+0.0022294i,0.0062081+0.0092328i,-0.0020473+0.0012134i,0.0061671+0.0047205i,0.001481+0.0033854i,0.0058699-0.00050121i,0.0019027-0.00032323i,-0.0022275+0.00084597i,-0.0013686-0.010808i,-0.0025111+0.0028781i,-0.00027242-0.0077281i,-0.00031742+0.0031378i,-0.0030335+0.00087464i,-0.00082976-0.00025815i,0.0019829+0.0047921i,-0.002517+0.00036046i,-0.0067041+0.0087169i,-0.0039436-0.0034782i,0.00030814+0.00084503i,-0.0012102+0.0011551i,0.0012825+0.0019133i,0.0030748-0.0089301i,3.0869e-05+0.005554i,-0.0034462-0.00070871i,-0.002029+0.0007712i,-0.0011926+0.0045489i,-0.0013431-0.002773i,0.0022138-0.0021692i,0.00043706-0.003981i,0.0036041+0.0033339i,0.0026992-0.00039572i,0.026732-0.0018373i,-0.018075+0.0074084i,-0.004432+0.029812i,-1.8216e-05+0.0073782i,0.0086843+0.0017574i,0.0012799-0.0015828i,-0.0064102+0.010858i
0.015391+0.0039028i,0.016596-0.03334i,-0.0079643-0.035979i,-0.01021-0.0062369i,-0.020426-0.0010258i,-0.02099-0.0081779i,-0.0090136-0.019952i,0.0109-0.030405i,-0.0018911-0.01551i,0.00057863-0.0045443i,-0.0027442+9.0004e-05i,-0.00071426+0.00099792i,-0.00064884+9.1818e-05i,-0.0012581-0.00037744i,-0.00041722+0.0016743i,-0.0029566-0.0057506i,0.00068747+0.0024216i,0.00089007+0.0033239i,0.0012414+0.00025663i,0.0001059-0.0010078i,0.0019255-0.00097557i,0.00053211+0.0013391i,0.00136-0.0014529i,0.0019011-0.0035287i,0.00022085-0.0016844i,0.0010484+2.218e-05i,0.0013893+0.00087658i,0.00050416-0.00062129i,0.00071138+6.2289e-05i,-0.00021902-0.00012139i,-0.0017701-0.0010265i,-0.00081194-0.001762i,-0.00072334-0.0012764i,-0.00011289-8.4581e-05i,-0.0010893-0.0021249i,-0.00046901-0.0049659i,0.0016855-0.00027518i,5.0215e-05-0.00044282i,0.0005253-0.0010928i,-0.0032845+0.0016928i,0.00049765-0.0015288i,0.00031848-0.00072595i,-0.0034157-0.0022673i,0.0027025-0.0036599i,0.016208-0.0021413i,0.029537-0.0007912i,0.039656-0.01695i,0.015648-0.023147i,0.0046523-0.0035014i,0.011972-0.031404i,0.02598-0.014776i,0.019151-0.018928i,0.011065-5.5215e-05i,0.019779+0.009817i,-0.0035906-0.0017918i,-0.0019227+0.0067775i,-0.011864+0.00048072i,-0.0023797-0.0027328i,0.002411+0.0022067i,0.0073574+0.0066054i,-0.00090413+0.00063872i,0.0049162+0.0035588i,0.0019777+0.0017258i,0.0053881-0.003267i,0.001774-0.0018244i,-0.0002884+0.0020085i,-0.0062576-0.0091963i,-0.0011651+0.0045456i,-0.003816-0.0075809i,0.0010583+0.0031421i,-0.0032095+0.002186i,-0.0008478-7.7063e-05i,0.0051783+0.0013276i,-0.0024436+0.00048643i,-0.001376+0.0081694i,-0.0056662-0.0013895i,0.00026828-6.1879e-05i,-0.0014387+0.0010749i,0.0015063+0.00084888i,-0.00076252-0.01047i,0.0022066+0.0039458i,-0.0031486-0.00026186i,-0.0019397+0.0011434i,0.0012484+0.0045904i,-0.0012698-0.0015593i,0.0015795-0.0021323i,-0.00079021-0.0039532i,0.0031659+0.0033896i,0.0020995-0.00053384i,0.024591-0.0052258i,-0.020035+0.010564i,0.00028625+0.0275i,0.00067048+0.0046581i,0.0092146-0.00060999i,0.0018303-0.001479i,-0.0035966+0.01059i
0.015301+0.0010351i,0.011085-0.034632i,-0.013483-0.033543i,-0.010755-0.0050069i,-0.020167+0.0026143i,-0.021558-0.004779i,-0.012495-0.018073i,0.0057543-0.032534i,-0.0037646-0.016999i,4.7489e-05-0.0040465i,-0.0020237+0.0010643i,-0.00017357+0.0012903i,-0.00013015+0.00050517i,-0.00091282+0.00025843i,0.00025481+0.0014965i,-0.0034556-0.0043132i,0.0015345+0.001749i,0.0019465+0.0026203i,0.0014116-1.8195e-06i,-0.00024367-0.0007353i,0.0013187-0.0016043i,0.00085263+0.0013413i,0.00071176-0.0015127i,0.00029348-0.0037552i,-0.00045505-0.0016012i,0.0010229-0.00022781i,0.0017059+0.00019578i,0.00033466-0.00079074i,0.0006336-0.00019654i,-0.00024971+0.00016207i,-0.0019854-0.00029927i,-0.0013231-0.0011921i,-0.0010097-0.00085945i,-2.4525e-07-0.0001912i,-0.001539-0.0018154i,-0.0013997-0.0045488i,0.0017453-0.00096657i,-0.00016917-0.00025676i,-0.00012267-0.0012478i,-0.0028155+0.0029254i,2.5965e-05-0.0015164i,0.00017756-0.0007119i,-0.0031938-0.00097801i,0.0016882-0.0039784i,0.013902-0.0062931i,0.027544-0.0068091i,0.035713-0.022855i,0.009629-0.02566i,0.0071599-0.0073936i,0.0047794-0.034173i,0.02408-0.019964i,0.015877-0.024119i,0.011454+8.5942e-05i,0.020647+0.0033305i,-0.0048481-0.0012078i,0.0013107+0.0072289i,-0.011125+0.0060719i,-0.0032582-0.001545i,0.0027518+0.0021507i,0.0078125+0.0049287i,-0.00081033-0.00014872i,0.0034151+0.0034759i,0.0023218+0.0011273i,0.0032817-0.0052093i,0.00022494-0.0026679i,0.0013351+0.0013161i,-0.0085962-0.0048594i,0.0016573+0.0046599i,-0.0065306-0.0051571i,0.0020589+0.0019862i,-0.0024933+0.0037021i,-0.00074893-0.00013133i,0.0047253-0.0027758i,-0.0025201+0.001017i,0.0014672+0.0050351i,-0.0056687+0.00094142i,-0.00034117-0.00080037i,-0.0015987+0.0016692i,0.0011305-0.00032872i,-0.0055663-0.0095746i,0.0025996+0.0015733i,-0.0031135+4.5897e-05i,-0.0015656+0.001808i,0.0031179+0.003401i,-0.0007617-0.0014098i,0.0012239-0.0017195i,-0.0017151-0.0035214i,0.0027456+0.0037471i,0.0016448-0.00055005i,0.023813-0.0082846i,-0.020126+0.01546i,0.0037288+0.024592i,-0.00031819+0.0016896i,0.008329-0.0034557i,0.0017271-0.0010911i,-0.0018815+0.0089784i
0.014413-0.0015556i,0.0059734-0.035183i,-0.018531-0.030369i,-0.011199-0.0041695i,-0.018945+0.0058256i,-0.021599-0.0015061i,-0.015662-0.015597i,-0.00011523-0.033531i,-0.0070313-0.018099i,-0.00032329-0.0038243i,-0.00099703+0.0016186i,0.00058216+0.001173i,0.0004768+0.00063338i,-0.00046941+0.00053124i,0.00083203+0.0011252i,-0.0035122-0.0031939i,0.0020731+0.0011477i,0.0027215+0.0016216i,0.0014788-0.00055085i,-0.00028967-0.00045797i,0.00038568-0.0017175i,0.0014779+0.0012167i,0.00028528-0.0014295i,-0.00090398-0.0033613i,-0.00099399-0.0013404i,0.00089251-0.00054486i,0.0015403-0.00051847i,0.000151-0.00087478i,0.00054578-0.00019104i,-0.00016945+0.00031516i,-0.0020306+0.00042597i,-0.0013971-0.000514i,-0.00099424-0.00047856i,-4.1481e-05-0.00041458i,-0.0023154-0.001104i,-0.0021595-0.0038021i,0.0012835-0.0016595i,-0.00024121-7.334e-05i,-0.00052562-0.00077785i,-0.0020045+0.0038999i,-0.00050379-0.0012589i,-5.081e-06-0.0007506i,-0.0023902-2.7844e-05i,0.00082652-0.0037772i,0.010927-0.0088446i,0.02426-0.011356i,0.030872-0.027334i,0.0037685-0.026012i,0.0071913-0.011038i,-0.0028093-0.034945i,0.02129-0.025525i,0.011211-0.028935i,0.013302-0.0010233i,0.020008-0.0038129i,-0.0062415+0.00010085i,0.0040651+0.0060362i,-0.0076393+0.010189i,-0.0036222-0.00042498i,0.0030327+0.0019453i,0.0083166+0.0032179i,-0.0011946-0.00030849i,0.0028065+0.0045751i,0.0029695-7.5996e-05i,0.00087393-0.0053938i,-0.00098508-0.0023718i,0.0019948+0.0001643i,-0.0083993-0.0010975i,0.0039001+0.0031901i,-0.0077966-0.0021392i,0.0018126+0.00095914i,-0.00083098+0.0047303i,-0.0010254-0.00017551i,0.0021066-0.0054962i,-0.0020808+0.0015168i,0.0016429+0.0018729i,-0.0048809+0.0028778i,-0.0014461-0.00093981i,-0.0012597+0.0020451i,6.4325e-05-0.0006933i,-0.0085132-0.006496i,0.0018704+7.3571e-05i,-0.0030635+0.0002249i,-0.00059734+0.0019587i,0.0040964+0.001543i,-0.00077063-0.0011238i,0.0015976-0.001342i,-0.0022554-0.0026824i,0.0039597+0.0048716i,0.00096228-0.00038142i,0.021736-0.01225i,-0.018585+0.020414i,0.0062111+0.021711i,-0.003286-0.00022016i,0.0051382-0.0048421i,0.002254-0.001141i,-0.001715+0.007284i
0.013394-0.0035661i,0.00094464-0.035419i,-0.022705-0.026235i,-0.012018-0.0033784i,-0.017567+0.0081134i,-0.021239+0.0017918i,-0.018055-0.012612i,-0.0058755-0.033134i,-0.010982-0.017935i,-0.00073132-0.0036495i,0.00019338+0.0014095i,0.0011447+0.00090246i,0.0010022+0.00054103i,1.6217e-07+0.00070164i,0.0011005+0.00059023i,-0.0033568-0.0026128i,0.003023+0.00024295i,0.0029651+0.00041585i,0.0010936-0.0012145i,-0.00016494-0.00023736i,-0.00026233-0.0015364i,0.0021753+0.00055288i,1.0585e-05-0.0013993i,-0.0015925-0.0028047i,-0.0015153-0.0010314i,0.00069187-0.00084382i,0.0011532-0.00091743i,-9.2817e-05-0.00067887i,0.00051942-0.0002001i,1.8138e-06+0.00062482i,-0.0018384+0.00118i,-0.001274-6.7635e-05i,-0.001093-0.00016192i,-0.00025118-0.00028787i,-0.0024665+0.00014225i,-0.002519-0.0030038i,0.00051205-0.0019334i,-0.00030047+0.00012134i,-0.00034261-0.00048333i,-0.00083662+0.0046037i,-0.0006978-0.00095891i,-7.1056e-05-0.00067164i,-0.0015218+0.00036798i,0.00039402-0.0036777i,0.0084865-0.010275i,0.021127-0.014093i,0.025991-0.030735i,-0.0011968-0.024872i,0.0056292-0.014131i,-0.010413-0.032978i,0.016926-0.030724i,0.0059071-0.032026i,0.014928-0.0032401i,0.016372-0.0098719i,-0.0073609+0.0025725i,0.0057452+0.0038483i,-0.0032039+0.012314i,-0.004016+0.00086928i,0.0034871+0.001889i,0.008456+0.0014462i,-0.0013424-0.00048642i,0.0035624+0.0059036i,0.0023387-0.0014285i,-0.00071273-0.0047102i,-0.0019709-0.0016408i,0.0020195-0.00076241i,-0.0070187+0.0016109i,0.0050048+0.0009844i,-0.0075437+0.0012587i,0.0014482+0.00087415i,0.0011991+0.0044911i,-0.0010954+0.00019441i,-0.0010471-0.0063168i,-0.0015542+0.0012891i,0.00016167+0.00039687i,-0.0036778+0.0043691i,-0.0024106-0.00012534i,-0.0011776+0.0023377i,-0.0005831-0.0004393i,-0.0097884-0.0033142i,0.00093843-0.00066756i,-0.0033914+0.00043687i,0.00010079+0.0016422i,0.0043108-0.00059176i,-0.00041883-0.00087254i,0.0023013-0.0017907i,-0.0026815-0.0024151i,0.0058026+0.0042668i,0.00081572+0.0002471i,0.019019-0.015337i,-0.01497+0.02603i,0.0079963+0.019043i,-0.0068521+0.00027008i,0.0020923-0.0035654i,0.0021979-0.0017374i,-0.0021102+0.0061512i
0.012453-0.0054187i,-0.0042358-0.035559i,-0.025921-0.022186i,-0.012927-0.0021279i,-0.016299+0.010772i,-0.019907+0.0049796i,-0.019805-0.0094402i,-0.011455-0.032307i,-0.015026-0.016566i,-0.0010839-0.003621i,0.0008214+0.00075226i,0.0016669+0.00029446i,0.001568+0.00026102i,0.00068632+0.00045129i,0.0010861+9.075e-05i,-0.0034185-0.0022344i,0.0031808-0.0015004i,0.0025733-0.00057643i,0.00049274-0.0014368i,0.00013915-0.00021528i,-0.00077756-0.001175i,0.0022447-0.00040141i,-0.00042099-0.001331i,-0.0017987-0.0025603i,-0.0018058-0.00054938i,0.00036477-0.0010519i,0.00073372-0.0012499i,-0.00017443-0.00039096i,0.00062177-0.00014139i,0.00057289+0.00071412i,-0.0012957+0.0018434i,-0.001161+0.0002788i,-0.00087529+0.00020616i,-0.00023332-0.00018456i,-0.001815+0.00086186i,-0.0027461-0.0023332i,-0.00013471-0.0019706i,-0.00013489+0.00034998i,-0.00032388-0.00050618i,0.00069012+0.0046639i,-0.00074568-0.00068304i,-0.00019214-0.00070265i,-0.00086297+7.4931e-05i,-8.9567e-05-0.0037677i,0.0058448-0.011579i,0.019013-0.016509i,0.020904-0.033319i,-0.0053783-0.022564i,0.0042034-0.016022i,-0.016966-0.028421i,0.011488-0.035189i,0.0010486-0.034916i,0.016358-0.0073878i,0.011209-0.013526i,-0.0068029+0.0060622i,0.0063133+0.0013099i,0.001059+0.012243i,-0.003849+0.0022452i,0.0044712+0.001521i,0.0084106-0.00050955i,-0.0019919-0.00067709i,0.0060505+0.006338i,0.0013327-0.0014386i,-0.0017057-0.0038208i,-0.0024289-0.0006033i,0.0019365-0.0015298i,-0.0056976+0.0033262i,0.0049543-0.0016019i,-0.0059342+0.0038549i,0.0019553+0.0011918i,0.002572+0.0035132i,-0.00099376+0.00020715i,-0.0043163-0.005616i,-0.0016922+0.001092i,-0.0008888+0.00094596i,-0.0018236+0.0052266i,-0.0024091+0.0010681i,-0.00088496+0.0030653i,-0.0008271-0.00016262i,-0.010125-0.00014715i,-0.00013535-0.0007662i,-0.0038352+0.0013676i,0.00019858+0.0012925i,0.003519-0.0027855i,-0.00036875-0.0015164i,0.0025397-0.0028532i,-0.0033092-0.0018752i,0.0070127+0.0027492i,0.001118+0.00071517i,0.015934-0.0176i,-0.0081793+0.029543i,0.0095015+0.01599i,-0.009233+0.0025765i,0.00074822-0.0011302i,0.001609-0.0018528i,-0.0028539+0.0055726i
