-0.0087978-0.039093i,-0.013526-0.042925i,0.00032572-0.046407i,-0.027054-0.026924i,-0.020278+0.014374i,-0.032872-0.031019i,-0.06061-0.059751i,-0.023679-0.07245i,-0.022974-0.057327i,0.0013437+0.013985i,-0.0072432+0.010165i,-0.014982+0.013352i,0.002698+0.016498i,-0.0036795-0.0035174i,0.0007027+0.0061088i,0.0012307+0.036827i,0.015019+0.060958i,0.00093629-0.00031454i,-0.0051336-0.008034i,0.0086721+0.0035001i,0.001547+0.00086067i,-0.0010969+0.0035086i,1.9173e-05-0.0014582i,-0.034445-0.0082647i,-0.0021668-0.0072899i,-0.00017665+0.004344i,0.0072532-4.7222e-05i,6.7985e-05+0.00072229i,5.4484e-05-0.0012248i,-0.00038781-0.0025195i,-0.0011588-0.0055803i,-0.0024364-0.0041582i,-0.00070288-0.0075521i,0.0034535-0.00093719i,0.0029097-0.0026073i,-0.0028288+0.032872i,0.0060692-0.0047193i,0.0035965-0.001979i,0.0046783-0.00013209i,-0.011726+0.0030345i,-0.00034641+0.00021136i,0.014978-0.0015297i,0.0059676-0.00024804i,-0.0026697+0.0039391i,0.0031698+0.0017884i,-0.0031481+0.0073913i,0.014386-0.086773i,-0.0061367-0.049399i,-0.025284-0.039642i,-0.020246-0.041699i,0.06202-0.018836i,0.026943-0.061146i,0.038022-0.045376i,0.029008-0.058049i,0.018902-0.015042i,0.0090076+0.0099499i,0.024118-0.031768i,-0.0089801-0.0049171i,0.0023117-0.0027912i,-0.0050585-0.0060867i,0.0016491-0.032181i,-0.023436+0.030492i,0.0074265-0.010158i,-0.010587-0.0014412i,-0.0053038-0.00098295i,-0.0016652-0.013647i,-0.0099364+0.0038781i,0.0042883+0.0083945i,-0.0086048+0.030793i,0.0058991+0.0075896i,-0.0044885-0.001287i,-0.0019069-0.0020293i,-0.012408-0.0082699i,0.00074883-0.0038047i,-0.028095+0.0027349i,0.0023748-0.013059i,-0.0092712-0.0016046i,-0.0060562-0.0030273i,0.0063021+0.0015042i,-0.009278+0.0012531i,0.0014521+0.00053722i,0.0060512+0.0087949i,0.0043823+0.00068592i,-0.0095099-0.0082145i,0.0021841+0.008804i,-0.019174+0.0069174i,0.006591+0.0030878i,-0.029412-0.00796i,-0.033568+0.0020117i,0.026463-0.079759i,0.012716-0.010734i,-0.043052-0.026437i,-0.022522-0.0037123i,0.018256+0.012372i,-0.026484+0.012641i,-0.011201-0.007964i
0.008887+0.01634i,0.039512-0.0099271i,0.02595-0.03281i,-0.0026512-0.012948i,-0.0084465-0.016226i,-0.0087169-0.022785i,0.01509-0.016643i,0.029353-0.012948i,0.0083297-0.015714i,0.0069121-0.0020135i,0.0020133-0.0032778i,-0.0017413-0.0014302i,0.001607-0.0026242i,-1.3651e-05-0.0017234i,-0.0018874-0.0015734i,0.0049808-0.0053322i,-0.0045673+0.00074023i,-0.0026239-0.00033603i,0.001216+0.00048708i,0.0013002+0.0014054i,0.00040052+0.0023945i,-0.00070715+0.00073678i,0.001455+0.0017819i,0.00045255+0.0044399i,-0.001587+0.00064305i,-0.00055284+0.0012383i,-0.0011845+0.00015602i,0.00049373-0.00056684i,-0.00021231+0.00017948i,-0.00046435-0.00067721i,0.0014707+3.3188e-05i,0.0019425-7.5709e-05i,0.0020867-0.00036228i,0.00026652-0.00067446i,0.0015651+0.00045587i,0.0040758-0.0022644i,-0.00086967+0.0020585i,2.091e-05+0.00028214i,-0.00028786-0.00014579i,-0.0012633-0.0023415i,0.0021684+0.001109i,0.0018376+0.0010361i,0.00359-0.007378i,0.0024109+0.00054056i,0.0097275+0.013798i,0.016013+0.025513i,0.041296+0.016959i,0.026494+0.0032867i,0.00076241-0.016314i,0.018838-0.0027162i,0.022453+0.015653i,0.017346+0.017727i,0.017313+0.023746i,-0.006839+0.032122i,0.00079208-0.005266i,0.0019839-0.0035492i,0.0049655-0.0064595i,0.0091745-0.0015653i,0.0013979+0.0041085i,-0.010128+0.0073306i,-0.0046809-0.0077022i,0.0026961+0.014277i,-0.0032173-0.001803i,0.0008541+0.0020911i,-0.00086595+0.0011609i,0.0018384-0.0034257i,0.006039-0.0022637i,-0.0037004-0.00052501i,0.0041911-0.0018151i,-0.0065495+0.00036058i,-0.0017837+0.0012866i,0.00033115+7.9277e-05i,-0.0059376-0.002076i,-0.0034417-0.0023536i,-0.013916-0.011223i,0.0032249-0.0027083i,-0.0036382+0.0009927i,-0.00082421+0.001589i,-0.0046361+0.0031254i,0.0057811+0.0020062i,-0.0086578-0.0014382i,-0.0015457-0.0050036i,-0.0028249-0.00058326i,-0.0051271-0.00069797i,0.0053238-0.0043656i,0.0032122+0.0021335i,0.001962-0.0027296i,0.0033202+0.0098838i,0.0055378+0.0025941i,0.026716+0.021874i,-0.022471-0.0017541i,-0.026678+0.016041i,-0.0056262+0.013739i,0.00074203+0.00019524i,0.0077006-0.012056i,-0.0093737+0.003602i
0.011033+0.015115i,0.037132-0.016352i,0.018886-0.036434i,-0.0053041-0.011672i,-0.012365-0.014886i,-0.012231-0.020637i,0.010314-0.020035i,0.026408-0.017646i,0.0050643-0.015941i,0.0060456-0.0038255i,0.00076711-0.0040864i,-0.0018512-0.00066349i,0.00032143-0.0025911i,-0.00016472-0.001472i,-0.0021157-0.00094068i,0.0035989-0.0062572i,-0.0034673+0.0021146i,-0.0030056+0.0005819i,0.00087265+2.3448e-05i,0.0016699+0.00087924i,0.0011047+0.0024418i,-0.00042699+0.0012122i,0.0020129+0.0011928i,0.0024135+0.0036146i,-0.00090984+0.0012093i,0.00012342+0.0011674i,-0.00094242+0.00096705i,0.00042335-0.00025175i,-1.4574e-05+0.00068723i,-0.00030743-7.5802e-05i,0.0013027-0.00076991i,0.0018915-0.00085948i,0.0023722-0.0010154i,-0.00011657-0.00045302i,0.0021356-0.00023182i,0.0033083-0.0030722i,-4.1158e-05+0.0024416i,0.000221-0.00021142i,0.00021198+0.00020703i,-0.0026265-0.002482i,0.0022408+0.00031027i,0.0018098+0.00020862i,0.0013018-0.0070145i,0.0032803-0.00028595i,0.011908+0.012082i,0.019571+0.023022i,0.042181+0.010398i,0.027159-0.0027101i,-0.0032553-0.012917i,0.02098-0.0068425i,0.026322+0.0097689i,0.021039+0.0099676i,0.018374+0.014403i,0.0012129+0.029384i,-0.00099144-0.0049007i,-0.0011229-0.0036796i,0.0022207-0.0082724i,0.0063071-0.0044354i,0.0021935+0.003393i,-0.0058296+0.010687i,-0.0058612-0.0040305i,0.0051805+0.012379i,-0.0036803-0.00060329i,0.0022431+0.0026538i,0.00034028+0.001484i,-0.00036581-0.0035516i,0.0059981-0.0057678i,-0.0040686+0.00027593i,0.0040327-0.0035952i,-0.005211+0.0031292i,-0.0017365+0.00039024i,8.9058e-05-0.00062145i,-0.005287+0.0016838i,-0.0037364-0.0014826i,-0.015644-0.004537i,0.001436-0.003527i,-0.0022201+0.0020174i,-0.0012567+0.00073606i,-0.0029096+0.004327i,0.0073985-0.00031234i,-0.0080643+0.0021223i,-0.0030443-0.0039606i,-0.0023664-9.3125e-05i,-0.0046214+0.0013106i,0.0023164-0.0049327i,0.0041578+0.00030039i,0.0014412-0.0028306i,0.0054807+0.008079i,0.0046559+0.0014526i,0.027116+0.014875i,-0.021553+0.0028521i,-0.024924+0.022725i,-0.0031665+0.011757i,0.0019593+0.0033474i,0.0028723-0.0071815i,-0.010696+0.0054684i
0.013556+0.013029i,0.033237-0.022584i,0.011283-0.038278i,-0.007138-0.0098473i,-0.016142-0.0126i,-0.015276-0.018084i,0.0052261-0.022044i,0.022953-0.02194i,0.0019727-0.015689i,0.0044741-0.0051173i,-0.0009528-0.0042768i,-0.0016694+0.00013784i,-0.00067235-0.0019411i,-0.00019335-0.001319i,-0.0024285-0.00029588i,0.0018297-0.0066509i,-0.0019912+0.0025597i,-0.0025252+0.0022173i,0.0005099+0.00014509i,0.0016992+3.6775e-05i,0.0020365+0.0019482i,-0.00017451+0.0012975i,0.0022368+0.00043933i,0.0039133+0.0020408i,0.00012808+0.0014573i,0.00059418+0.00089536i,-0.00018276+0.0010248i,0.00032348-0.00021518i,-0.00042775+0.00039046i,0.00011715+7.2165e-05i,0.00079377-0.001284i,0.001361-0.0016032i,0.0027512-0.0022198i,-0.0001197-0.00011569i,0.0022627-0.0017297i,0.0023859-0.0038007i,0.0016057+0.0025386i,0.00022189-0.0001374i,0.00059981-0.00011231i,-0.0037219-0.0017022i,0.0022634-0.00049836i,0.0014419-0.0004267i,-0.0003328-0.0062497i,0.0033067-0.0016135i,0.013952+0.0096023i,0.023837+0.019554i,0.042649+0.0038563i,0.026095-0.0088434i,-0.0049286-0.0090387i,0.022306-0.01212i,0.028174+0.0033832i,0.023187+0.0028635i,0.016455+0.0077064i,0.0065888+0.02636i,-0.0027468-0.0039284i,-0.0037558-0.0019857i,-0.0019379-0.0087815i,0.002995-0.0051519i,0.002265+0.0025484i,-0.0017038+0.011673i,-0.0052435-0.0011019i,0.0063681+0.009922i,-0.0040671+0.0019215i,0.0037435+0.0024839i,0.0010732+0.00094272i,-0.0018817-0.0024593i,0.0044275-0.007627i,-0.0034737+0.0013489i,0.0030727-0.0046699i,-0.002727+0.0043191i,-0.0021188+1.0461e-05i,-0.00051731-0.00062751i,-0.0033825+0.0033322i,-0.0035967-0.00023284i,-0.014757+0.0017571i,0.00016314-0.0040611i,-0.00098877+0.0020009i,-0.0016626+0.00094448i,-0.00069542+0.0041492i,0.0073863-0.0037407i,-0.0060263+0.0048004i,-0.0035674-0.0025864i,-0.0022618+7.8043e-05i,-0.0036266+0.0023449i,0.00091668-0.0041994i,0.0036513-0.0013545i,0.0013464-0.0030222i,0.0057343+0.0045504i,0.0037999+0.00090058i,0.027425+0.00964i,-0.019377+0.0063844i,-0.019384+0.029367i,-0.00225+0.0096865i,0.0049264+0.0042473i,0.00096021-0.005523i,-0.010037+0.008191i
0.015351+0.010075i,0.028188-0.027513i,0.0044811-0.038599i,-0.0079779-0.0083878i,-0.019126-0.0088015i,-0.017698-0.01516i,-0.00023843-0.022538i,0.018613-0.025627i,-0.0002723-0.015115i,0.0026969-0.0056597i,-0.0026623-0.0031021i,-0.0011384+0.00042966i,-0.00094339-0.0011269i,-0.00035372-0.0014863i,-0.0022329+0.00075442i,0.00023626-0.0066002i,-0.0012713+0.0022854i,-0.0016781+0.0022613i,0.00067203+0.00055069i,0.0013066-0.00063639i,0.0025389+0.00088103i,-7.1253e-05+0.0014463i,0.0020777-0.00025488i,0.0044926-0.00048487i,0.0012176+0.0010336i,0.00084355+0.00056638i,4.0715e-05+0.001053i,0.0004326-0.00024878i,0.00030841+0.00017631i,0.00025412-0.00011628i,0.00023384-0.0015486i,0.000604-0.0020138i,0.00063861-0.002699i,-6.522e-05-0.0002156i,0.0011867-0.003338i,0.0013236-0.0044186i,0.0027681+0.0014771i,0.00022552-0.00012391i,0.0007301-0.00053317i,-0.004561-0.00054298i,0.0019563-0.001216i,0.00093889-0.00056473i,-0.001533-0.0052798i,0.0026118-0.0023369i,0.015561+0.0059419i,0.027756+0.013994i,0.042291-0.0024498i,0.024101-0.014473i,-0.0040885-0.0049281i,0.021672-0.018917i,0.028585-0.0030436i,0.023767-0.0049881i,0.014474+0.0037563i,0.012376+0.022467i,-0.0033012-0.0023149i,-0.0051384+0.00084751i,-0.0064565-0.0076828i,0.00060453-0.0046008i,0.0021543+0.0024393i,0.0020573+0.011297i,-0.0039301+0.00089138i,0.0065398+0.0068139i,-0.0016003+0.0044059i,0.0051285+0.0016181i,0.0018089+0.00042689i,-0.0025819-0.0010124i,0.0021471-0.0094067i,-0.0025702+0.0017743i,0.0020249-0.0063149i,-0.00084473+0.003779i,-0.0027969+0.00011395i,-0.00061895-0.00045321i,-0.0015013+0.0045677i,-0.0030432+0.00052896i,-0.011298+0.0067039i,-0.0014912-0.0044936i,-6.8746e-05+0.0013727i,-0.0018265+0.0010772i,0.00062765+0.003131i,0.0059026-0.007009i,-0.003218+0.0060759i,-0.0035096-0.0011941i,-0.0023377+0.00048134i,-0.003074+0.00335i,-3.0502e-05-0.0034695i,0.0026402-0.0019131i,0.0010113-0.0035177i,0.0045039+0.0034202i,0.0033382+0.00091841i,0.027067+0.0042111i,-0.017203+0.0072998i,-0.011377+0.031912i,-0.0013435+0.0090265i,0.0070939+0.0034948i,0.00057235-0.0034545i,-0.0080541+0.0098561i
0.016282+0.0068318i,0.022473-0.031023i,-0.0022049-0.037852i,-0.0090545-0.0075196i,-0.02022-0.0047281i,-0.019659-0.011924i,-0.005089-0.021494i,0.014059-0.027936i,-0.001635-0.014518i,0.00098044-0.0054237i,-0.0030988-0.0015455i,-0.0009657+0.00055127i,-0.00091301-0.00046981i,-0.0010636-0.0012497i,-0.0013892+0.0015556i,-0.0014318-0.0063066i,-0.00073665+0.0025521i,-0.00065674+0.0026823i,0.0010402+0.00040157i,0.00074376-0.0010527i,0.0023578-0.00017617i,0.00032321+0.0014515i,0.0018215-0.00087233i,0.0032989-0.0025881i,0.001515-0.00016627i,0.00098946+0.00025651i,0.000639+0.001185i,0.0005085-0.0003983i,0.00062638+7.0749e-07i,3.4324e-05-0.00027323i,-0.00033036-0.0015717i,-7.6084e-05-0.0020423i,-0.00037307-0.0026376i,-0.00019742-0.00014923i,-0.0010482-0.0033248i,0.00022785-0.0047454i,0.0028006+0.0006047i,0.00019143-0.00034068i,0.0008292-0.0010056i,-0.0050239+0.0010866i,0.001197-0.0016775i,0.00067221-0.00054244i,-0.0024587-0.004157i,0.0020182-0.0027709i,0.016785+0.0018738i,0.029634+0.0072697i,0.041276-0.0090661i,0.020232-0.023825i,-0.00071545-0.0019083i,0.018385-0.025911i,0.027473-0.0089656i,0.021486-0.012601i,0.011997+0.0018881i,0.017206+0.016779i,-0.0030806-0.0017549i,-0.004762+0.0042618i,-0.010333-0.0041071i,-0.0010971-0.0036276i,0.0022993+0.0023798i,0.0051966+0.010157i,-0.0021318+0.0015067i,0.0055066+0.0047221i,0.0015834+0.0035681i,0.0062487-0.00040878i,0.0022764-0.00064572i,-0.002306+0.00087624i,-0.00081211-0.011075i,-0.0024373+0.0024517i,-1.5485e-05-0.0076995i,-0.00030997+0.0034323i,-0.0032857+0.0010242i,-0.00074063-0.00040727i,0.0019769+0.0050778i,-0.0026289+0.00042672i,-0.0065115+0.0093047i,-0.0037377-0.0042291i,0.00029792+0.00058136i,-0.0016284+0.001557i,0.0012084+0.0020361i,0.0032386-0.0094327i,-0.00041153+0.0058818i,-0.0026991-0.00045837i,-0.002025+0.00090309i,-0.0017062+0.0046865i,-0.00087592-0.0024565i,0.001812-0.0020423i,-4.6352e-05-0.0038023i,0.0039133+0.0033354i,0.0031148+0.00072766i,0.02568-0.00063133i,-0.01845+0.007323i,-0.0047131+0.03059i,0.00041664+0.0073617i,0.008601+0.0017567i,0.00097603-0.0020007i,-0.0058846+0.010503i
0.016685+0.003755i,0.016791-0.033278i,-0.0084074-0.035887i,-0.010053-0.006173i,-0.020558-0.0011419i,-0.020874-0.0085645i,-0.008954-0.019754i,0.0097106-0.029853i,-0.002837-0.014743i,-9.1914e-05-0.0046386i,-0.0026581-0.00013105i,-0.00063017+0.00088239i,-0.00074875+0.00013842i,-0.0012562-0.00045004i,-0.0004778+0.0016179i,-0.0025968-0.0050499i,0.00056313+0.0028034i,0.00017894+0.0025495i,0.0011358+1.0634e-05i,0.00020651-0.0010481i,0.0019599-0.00094667i,0.00067794+0.0013397i,0.0012968-0.0014321i,0.0016325-0.0034732i,0.0010398-0.00089246i,0.00095454-1.0057e-05i,0.001312+0.00086376i,0.00032423-0.00059667i,0.0010043-9.9995e-05i,-0.00024086-7.8297e-05i,-0.0009188-0.0013812i,-0.00081854-0.0017601i,-0.0019362+1.4268e-05i,-1.1221e-05-0.00011767i,-0.0018621-0.0022649i,-0.00082568-0.0047628i,0.0027598+9.1683e-05i,-9.4015e-05-0.00041434i,0.00039856-0.0015485i,-0.0047219+0.0027459i,0.00046291-0.0016622i,0.00062717-0.00057178i,-0.0029865-0.0028242i,0.0014662-0.0032069i,0.016283-0.0031903i,0.029675+0.00037947i,0.039108-0.015666i,0.013795-0.02198i,0.0041686-0.002806i,0.012266-0.031237i,0.025776-0.01413i,0.01821-0.017781i,0.011207+0.0021994i,0.019501+0.0096991i,-0.003603-0.0014373i,-0.0022723+0.006887i,-0.012221+0.00090709i,-0.002379-0.002569i,0.0024973+0.0022842i,0.0070826+0.0075016i,-0.00079203+0.0009049i,0.0041863+0.0039117i,0.0021238+0.0018995i,0.0057132-0.0032818i,0.0019573-0.0023053i,-0.0003033+0.0020898i,-0.0058751-0.0096483i,-0.0015479+0.004097i,-0.0034396-0.0076688i,0.0012854+0.0033301i,-0.0033613+0.0024862i,-0.00086631-0.00020448i,0.0055336+0.0014767i,-0.0025649+0.00047931i,-0.0010072+0.0086262i,-0.0043139-0.00075279i,0.00017941-0.0002161i,-0.0016333+0.0017861i,0.0014518+0.00089955i,-0.00091459-0.010901i,0.0023702+0.0043598i,-0.0023279-0.00054244i,-0.0019644+0.0013668i,0.00068339+0.0047941i,-0.00070421-0.0014786i,0.0011908-0.001715i,-0.0010064-0.0035963i,0.0034361+0.0032084i,0.0026854+0.00040235i,0.023695-0.0043036i,-0.020661+0.010494i,0.00085744+0.028701i,0.00087548+0.0045384i,0.0091688-0.00027698i,0.0015189-0.0017731i,-0.0032963+0.010029i
0.016532+0.0005268i,0.011262-0.034619i,-0.013608-0.033186i,-0.010553-0.0049848i,-0.020324+0.0025359i,-0.021488-0.0052971i,-0.012345-0.017848i,0.0046458-0.031686i,-0.0045177-0.015779i,-0.00057361-0.0039477i,-0.0019685+0.00078382i,-1.2992e-05+0.0011183i,-0.00021647+0.00056284i,-0.0009149+0.00014801i,0.00021168+0.0014512i,-0.0028947-0.003892i,0.0017753+0.0020838i,0.00093051+0.0024956i,0.0011831-0.00017007i,-0.00015917-0.00080508i,0.0013531-0.0015266i,0.00091772+0.0013161i,0.00064835-0.0015026i,0.00023227-0.003511i,0.00060645-0.0011627i,0.00091365-0.00018917i,0.0016514+0.00010933i,0.00014287-0.00072001i,0.00087289-9.9055e-05i,-0.00020305+0.00025579i,-0.0014089-0.00097157i,-0.0012882-0.0011008i,-0.00057246-0.00041306i,0.00014032-0.0002527i,-0.0021669-0.0016576i,-0.0016635-0.0044153i,0.0030194-0.00064963i,-0.00029831-0.00025353i,-0.0005275-0.001435i,-0.0037333+0.0042284i,6.5948e-05-0.001664i,0.00048251-0.00065824i,-0.0029892-0.0015846i,0.00073001-0.0032718i,0.013736-0.0073798i,0.027794-0.0059363i,0.035404-0.02162i,0.0089662-0.024319i,0.006876-0.0066884i,0.005128-0.034068i,0.02397-0.019037i,0.015197-0.022751i,0.013034+0.001649i,0.020108+0.0031037i,-0.0046893-0.0010102i,0.0010897+0.0074504i,-0.011435+0.0066904i,-0.0031396-0.0014214i,0.0029186+0.0022093i,0.0069588+0.0060354i,-0.00049306+1.6785e-05i,0.0029153+0.0040533i,0.0024651+0.0012187i,0.0035629-0.0053607i,0.00020683-0.0030947i,0.0013816+0.0013709i,-0.0088044-0.0052699i,0.0010512+0.0045172i,-0.0065704-0.0050953i,0.0022162+0.0021229i,-0.0024286+0.0039306i,-0.00086544-0.00016613i,0.0049031-0.0029968i,-0.0024449+0.00099858i,0.0018826+0.0051107i,-0.0057102+0.0011751i,-0.00054795-0.00090031i,-0.0014664+0.0022621i,0.0010286-0.00030573i,-0.005861-0.0097467i,0.0028387+0.0014513i,-0.0026987-0.00069434i,-0.0013622+0.0021207i,0.0026929+0.0037878i,-0.00016385-0.0015897i,0.0011858-0.0010835i,-0.0018376-0.0032886i,0.002857+0.003674i,0.0022812+0.00021843i,0.022912-0.0074776i,-0.020791+0.015552i,0.005955+0.023785i,-0.00033651+0.001539i,0.0086175-0.0030989i,0.0013961-0.0011826i,-0.0019613+0.0083036i
0.015557-0.0023275i,0.0060589-0.035178i,-0.01847-0.02995i,-0.01105-0.004239i,-0.019114+0.005823i,-0.021591-0.0020318i,-0.015559-0.015401i,-0.00066448-0.032345i,-0.0074316-0.016648i,-0.00083266-0.0035769i,-0.00098374+0.001354i,0.00070968+0.00095847i,0.00046579+0.00065096i,-0.00049907+0.00040451i,0.00084203+0.0010774i,-0.0027956-0.0029072i,0.0026089+0.0011797i,0.0018822+0.0020794i,0.0011736-0.00062139i,-0.00023114-0.00053929i,0.00046726-0.0017174i,0.0014431+0.0011647i,0.0001887-0.0014805i,-0.00084329-0.0031827i,0.00026188-0.0012538i,0.00082497-0.00049265i,0.001465-0.00059665i,4.6243e-05-0.00069618i,0.00064488-0.00010323i,-0.00010908+0.00037944i,-0.0017153-0.00038465i,-0.0013704-0.00043651i,-0.00080013-0.00036083i,3.9079e-05-0.00050812i,-0.0029212-0.00084212i,-0.0023571-0.0036805i,0.0023732-0.0016963i,-0.00035292-2.3507e-05i,-0.0008515-0.00060624i,-0.0026814+0.0055584i,-0.00064706-0.0012838i,0.00027799-0.00080104i,-0.0025119-0.00062498i,6.6703e-05-0.0029016i,0.010407-0.0099393i,0.024535-0.010984i,0.030865-0.026202i,0.0036845-0.024829i,0.00705-0.010384i,-0.0025286-0.034924i,0.021479-0.02457i,0.011054-0.027194i,0.015128-0.0010583i,0.019238-0.0041596i,-0.0060579+0.00025344i,0.0039568+0.0062971i,-0.0076827+0.01111i,-0.0034785-0.00045212i,0.00324+0.0019871i,0.0090683+0.0062906i,-0.00074987-0.00031435i,0.0026805+0.0054742i,0.003191-4.3938e-05i,0.0010142-0.0055746i,-0.0011228-0.0025984i,0.0021065+0.00016832i,-0.0091853-0.001003i,0.0032268+0.0033375i,-0.0081343-0.0028041i,0.0019515+0.0010708i,-0.00062235+0.004901i,-0.0011429-0.00010084i,0.0020658-0.0056207i,-0.0020106+0.0012036i,0.0020083+0.0015001i,-0.0050418+0.0030482i,-0.001571-0.00090246i,-0.00083438+0.0021144i,-0.00013385-0.00073463i,-0.0088071-0.0064796i,0.0018585-0.00010687i,-0.00325-0.00063252i,-0.00018577+0.002066i,0.0040271+0.0021653i,-0.00063802-0.0014017i,0.0020658-0.00086477i,-0.0022996-0.0023979i,0.0045226+0.0049675i,0.0016975+0.00044949i,0.020894-0.011287i,-0.01891+0.020703i,0.0060334+0.022395i,-0.0033704-0.00014475i,0.0055096-0.0051287i,0.0020334-0.00095122i,-0.0022211+0.0066737i
0.014328-0.004646i,0.0010492-0.035278i,-0.022394-0.025957i,-0.011915-0.0034791i,-0.017775+0.0082106i,-0.021352+0.0012984i,-0.01794-0.012423i,-0.0060843-0.032138i,-0.010883-0.016278i,-0.0011031-0.0032087i,1.4541e-05+0.0011629i,0.001182+0.00072815i,0.0010461+0.00057804i,-7.8212e-05+0.00060122i,0.0010579+0.00048722i,-0.002713-0.0025516i,0.0034019-2.8603e-05i,0.0025948+0.0011177i,0.00069169-0.0011261i,-0.00012402-0.0003175i,-0.00025481-0.0015388i,0.0020788+0.00056538i,-9.6319e-05-0.0014054i,-0.0014797-0.0026988i,-0.0002136-0.0013918i,0.00064974-0.0008164i,0.0011165-0.0010091i,-8.1867e-05-0.00052457i,0.00061628-7.9625e-05i,9.7749e-05+0.00059219i,-0.0017445+0.00024771i,-0.0012653+1.9595e-05i,-0.000854-0.00013789i,-0.00020929-0.00041246i,-0.0029278+0.00062038i,-0.0027943-0.0028026i,0.0015093-0.0024358i,-0.00033216+0.00024172i,-0.00060011-0.00035895i,-0.0013214+0.0067323i,-0.00072731-0.00078528i,0.00012798-0.00090703i,-0.0020022-2.5834e-05i,-8.8006e-05-0.0026441i,0.0076044-0.01129i,0.021225-0.013987i,0.026168-0.029731i,-0.00097593-0.023955i,0.0056395-0.013445i,-0.010231-0.033015i,0.017466-0.029933i,0.0066791-0.030359i,0.01605-0.004902i,0.015304-0.0099961i,-0.0070079+0.0025281i,0.0057673+0.004117i,-0.0030522+0.012808i,-0.0039645+0.00074799i,0.0036874+0.0018181i,0.011194+0.0035677i,-0.0011332-0.00066115i,0.0042822+0.006765i,0.0025541-0.0014367i,-0.0007311-0.0049211i,-0.0020965-0.0017043i,0.0021009-0.00082303i,-0.0074115+0.0022919i,0.0046265+0.0014738i,-0.0078631+0.0014542i,0.0016316+0.00093761i,0.0015571+0.004449i,-0.0012301+0.00028293i,-0.0015374-0.0061867i,0.0015658+0.00026217i,0.00011121-0.00010954i,-0.0036135+0.0045767i,-0.0024452-5.1276e-05i,-0.00067399+0.0025067i,-0.00081112-0.00047622i,-0.010119-0.0030586i,0.00083312-0.00071254i,-0.0040397-0.00019832i,0.00051049+0.0015205i,0.0049487-0.00014212i,-0.00055308-0.001318i,0.0029312-0.0017492i,-0.0025317-0.0020842i,0.0062139+0.0037666i,0.0016989+0.00098349i,0.018463-0.014068i,-0.015345+0.026356i,0.0083091+0.019051i,-0.0068444+0.00046981i,0.0021974-0.0037853i,0.0022298-0.0014362i,-0.0029889+0.005836i
0.013125-0.0067472i,-0.0040813-0.035291i,-0.025442-0.02192i,-0.012911-0.0022631i,-0.016429+0.010936i,-0.020171+0.0045868i,-0.019618-0.0092164i,-0.0117-0.031358i,-0.014644-0.015196i,-0.0014336-0.0030981i,0.00056695+0.0006751i,0.0017151+0.00012714i,0.0015808+0.00029942i,0.00064777+0.00041419i,0.00095989+6.7976e-06i,-0.0029918-0.0023744i,0.0030869-0.0018063i,0.0025298+0.00026603i,0.00055692-0.0010188i,0.00012953-0.00030294i,-0.00075553-0.0011603i,0.0021653-0.00034761i,-0.00050155-0.0012719i,-0.0018492-0.0025557i,-0.0007251-0.0013329i,0.0002587-0.0010118i,0.00054402-0.0013518i,-0.0001792-0.00032961i,0.00073274-1.5105e-05i,0.00064447+0.00068521i,-0.0015967+0.00085114i,-0.0012219+0.00040938i,-0.00071421+5.6757e-06i,-0.00023891-0.00033118i,-0.0019222+0.0013999i,-0.0030532-0.0020658i,0.00047251-0.0024501i,-7.6683e-05+0.00052096i,-0.00058033-0.00045641i,0.0012014+0.006955i,-0.000638-0.00065176i,-0.00020351-0.00095717i,-0.0013905-1.6603e-05i,-0.00014931-0.0027174i,0.0045218-0.012345i,0.018806-0.016347i,0.021252-0.032505i,-0.0050037-0.021938i,0.0042626-0.015318i,-0.016833-0.028365i,0.012037-0.034652i,0.0027852-0.033707i,0.01593-0.0095312i,0.0099198-0.012907i,-0.0064966+0.0056429i,0.0063367+0.0015404i,0.0011909+0.012497i,-0.003956+0.0021158i,0.0046826+0.0013291i,0.011336-0.00054569i,-0.0018577-0.00082044i,0.0071691+0.0068252i,0.0014728-0.0014879i,-0.0018625-0.0040072i,-0.0025107-0.00051391i,0.0020281-0.0015955i,-0.005587+0.0039981i,0.0050229-0.00086724i,-0.0053236+0.0036189i,0.0022957+0.001117i,0.0026568+0.0033494i,-0.0010239+0.00037081i,-0.0047005-0.0049118i,-0.0021064+0.0016053i,-0.001259+0.00034735i,-0.0017165+0.0054555i,-0.002379+0.0012526i,-0.00023669+0.0031594i,-0.0011117-0.00021173i,-0.010625+1.3372e-05i,-0.00023411-0.00077402i,-0.0047824+0.0013912i,0.00046771+0.0010912i,0.0041769-0.003051i,-0.00068632-0.001945i,0.0031354-0.0032448i,-0.0027753-0.0013986i,0.0070078+0.0021797i,0.002275+0.0011036i,0.015601-0.016439i,-0.0083791+0.029937i,0.0096815+0.015881i,-0.0091473+0.0024414i,0.00076645-0.0012719i,0.0022042-0.0014022i,-0.0038004+0.0057555i
