-0.027987-0.04212i,-0.0206-0.022146i,-0.011931-0.037796i,-0.029411-0.021488i,-0.024618-0.0020001i,-0.013232-0.003745i,-0.052152-0.054522i,-0.046981-0.016468i,-0.038284-0.012535i,0.012261+0.013728i,-0.0086475+0.0050923i,-0.019676+0.01981i,0.0018728+0.012058i,-0.0044749-0.0018286i,0.00087309+0.0010267i,-0.00056662+0.029216i,0.023568+0.025412i,0.0026542-0.0020243i,-0.0026379-0.0072906i,0.0084744+0.0025259i,0.0023657+0.00083441i,-0.00021074+0.0030274i,-0.00046559+7.6656e-05i,-0.033611-0.0089419i,0.00041628-0.0083861i,0.0016534+0.0022612i,0.0065941+0.00078104i,0.002261+0.0004312i,0.0011681-0.00039952i,-0.00036366-0.0027586i,0.0015204-0.0022298i,-0.0020419-0.0063325i,-0.00063136-0.0045158i,0.0033873-0.0003842i,0.0050966-0.0031319i,0.00040143+0.030004i,0.0044275-0.0035151i,0.0029877-0.001496i,0.0085291-0.00061129i,-0.0072832-0.0028196i,-0.00044419+0.00083453i,0.0092661+0.00090086i,0.0052745-0.001992i,-0.0029818+0.0083035i,-0.016607-0.0085718i,-0.018405+0.016564i,0.00057881-0.061569i,-0.0040615-0.027196i,-0.025544-0.034183i,-0.0096499-0.027432i,0.052648-0.022846i,0.017424-0.043515i,0.02647-0.045673i,0.0081724-0.052884i,0.028253-0.019767i,0.0087593+0.0064018i,0.027429-0.033654i,-0.0085137-0.0065249i,0.0033297-0.0039613i,-0.0048324-0.0070123i,-0.00075316-0.033495i,-0.019255+0.028831i,0.0091944-0.011797i,-0.0087714-0.004087i,-0.0042924-0.0017954i,0.00076636-0.013102i,-0.011422+0.0040205i,0.002133+0.010568i,-0.0053295+0.026434i,0.0049155+0.0028093i,-0.0053039-0.0016855i,-0.0019932-0.0022709i,-0.013105-0.0087359i,-0.00011776-0.0043352i,-0.032684+0.00077901i,0.0017168-0.010781i,-0.0088242-0.00022452i,-0.007165-0.0024661i,0.0051266+0.0015087i,-0.0084496-0.00055246i,0.0023244+1.6226e-05i,0.0045037+0.0077263i,0.0043202+0.00067133i,-0.0073897-0.012664i,0.0028235+0.0098812i,-0.01524+0.0041186i,0.0072006+0.00021814i,-0.02256-0.0021697i,-0.018217+0.0057537i,-0.0053566-0.06551i,0.0084738-0.012585i,-0.04687-0.025391i,-0.019674-0.0010302i,0.016628+0.013158i,-0.024024+0.014459i,-0.019766-0.0058126i
0.027727-0.024522i,0.012132-0.015709i,0.011099-0.019189i,0.003422-0.011685i,0.0028296-0.020188i,-0.0054405-0.0056689i,0.011449-0.020171i,-0.0072486-0.014069i,-0.010656-0.010362i,0.0044553-0.0012779i,-0.00023896-0.00053727i,-0.0013763+0.0010558i,0.0031529-8.3343e-05i,0.00017336-0.00049539i,-0.00049521-0.0010747i,0.0018986-0.0036136i,-0.0066089+0.00058626i,-0.00038732-0.00044106i,0.00016846-0.00032236i,-0.00010324+0.0015424i,-0.00052528+0.0019919i,-0.000349+0.001012i,0.0013278+0.00050425i,-0.0013365+0.0031616i,0.0003041-0.002635i,-0.0006965-0.00017132i,-7.1363e-05+0.00052125i,0.00075907-0.00064656i,0.0011026+1.2654e-05i,0.00059747-0.0010429i,0.0028284-0.0017196i,0.0034732-0.00016456i,0.0018205+0.00069514i,0.00032899-0.00074686i,0.0025764-8.9561e-05i,0.00447-0.0020593i,0.00092466-5.9393e-05i,-0.00014931-0.00013904i,0.00039823-0.0014276i,0.0010057-0.0013415i,0.00089142+0.0024124i,0.0013966+0.0033588i,0.0015162-0.0016883i,0.0051364+0.0028375i,0.0029094-0.025361i,0.0071601+0.0035884i,0.020076+0.0068737i,0.0046106+0.0068385i,-0.0083671-0.022346i,0.0085266+0.0085878i,0.015075+0.017242i,0.0037907+0.015089i,0.020115+0.012549i,0.00041473+0.0065965i,0.00080915-0.0092173i,0.0014799-0.0031555i,0.0013837-0.0053403i,0.0082435+0.00022454i,0.00087332+0.0042284i,-0.0075974+0.010859i,-0.0043101-0.0065105i,0.0054203+0.0099938i,-0.0038849-0.001259i,0.00017631+0.0014662i,-0.00030292+0.0018281i,-0.0026304-0.002223i,0.005417-0.0030889i,-0.0056181-0.0013052i,0.0030986-0.00015587i,-0.0061808+0.0030975i,-0.0015906+0.00010944i,0.0011865-0.00077016i,-0.005927-0.0014888i,-0.0037886-0.0010628i,-0.011279-0.0090876i,0.0038642-0.0031096i,-0.0025252-0.000422i,-0.0012406+0.0017132i,-0.0031954+0.0030113i,0.008777+0.0039857i,-0.0046806+0.0012263i,-0.0017784-0.0049777i,-0.0030796-0.0004865i,-0.003111-0.00065827i,0.0034249-0.0039122i,0.0025339+0.00054493i,0.0018943-0.0013399i,0.00049025+0.0067397i,0.00094487+0.0040448i,0.024353-0.0048106i,-0.025127-0.0029818i,-0.032889+0.020887i,-0.0056048+0.012015i,0.0014106+0.0016541i,0.0070008-0.0017373i,-0.012985-0.0016072i
0.022112-0.027658i,0.0088867-0.018358i,0.0074122-0.020425i,0.0010694-0.011413i,-0.0013355-0.020697i,-0.0058457-0.0046879i,0.0070286-0.022988i,-0.0092504-0.012168i,-0.012145-0.0081712i,0.0036987-0.002785i,-0.00035223-0.00085909i,-0.00066204+0.0015582i,0.0021105-0.0010585i,0.00031434-0.0001681i,-0.00058047-0.0010021i,0.0011183-0.0036737i,-0.0060532+0.0026471i,-0.00066936-0.0003179i,-9.5873e-05-0.00041669i,0.00030223+0.0014563i,0.0001632+0.0021251i,-2.8833e-05+0.001056i,0.0014808+5.907e-05i,0.00058658+0.0029565i,-0.00066565-0.0022546i,-0.00057052+9.5658e-05i,0.00027669+0.00092661i,0.00055917-0.00071232i,0.0010873-0.00016792i,0.00028815-0.0009834i,0.0019763-0.0027782i,0.0034739-0.0013287i,0.0021071+0.00012559i,-5.3001e-05-0.00073573i,0.0029207-0.0010966i,0.0042001-0.0028464i,0.00074667-0.0003057i,-0.00020772-0.00013539i,0.00029236-0.0011632i,0.00060923-0.0019934i,0.0016212+0.0019714i,0.0025226+0.0021087i,0.0008612-0.0016677i,0.0064254+0.0017707i,-0.0013729-0.024656i,0.0076376+0.0035166i,0.020918+0.0038559i,0.0069412+0.0032605i,-0.01351-0.01794i,0.012716+0.005217i,0.018461+0.012703i,0.0063568+0.01026i,0.017664+0.0056725i,0.0038893+0.0031466i,-0.0023268-0.0092284i,-0.0014386-0.0032777i,-0.00075547-0.0066133i,0.0060953-0.0023345i,0.0019083+0.0035754i,-0.0024033+0.013301i,-0.0056902-0.0033001i,0.0068435+0.0077478i,-0.003807+0.00053418i,0.0011191+0.0022872i,0.001064+0.0017817i,-0.003998-0.0011849i,0.0051882-0.0063829i,-0.0059413+0.00024981i,0.0034771-0.0017905i,-0.0047567+0.0062818i,-0.0011571-0.00062576i,0.00042238-0.0015237i,-0.004805+0.0020159i,-0.0034187-4.1999e-05i,-0.012754-0.0035895i,0.0018356-0.0037543i,-0.0021535+0.0003686i,-0.0016116+0.0010927i,-0.0018671+0.0038i,0.010907+0.00033318i,-0.0037582+0.0034244i,-0.0033544-0.0040604i,-0.0025768+0.00019913i,-0.0030141+0.0009202i,0.00072965-0.0037849i,0.0030321-0.00019113i,0.0019264-0.0013863i,0.0019494+0.004929i,0.00058608+0.0038703i,0.020585-0.012038i,-0.024244+0.0023857i,-0.029205+0.028308i,-0.0040079+0.0098639i,0.0029573+0.0037772i,0.0052687-0.0038216i,-0.014472+0.0011403i
0.016949-0.02943i,0.0047202-0.02045i,0.0037114-0.021105i,-0.00071041-0.010564i,-0.0056287-0.020346i,-0.0060158-0.0039837i,0.0022761-0.024717i,-0.010648-0.010276i,-0.013229-0.0058025i,0.0025532-0.003717i,-0.00087514-0.00099668i,0.00019677+0.0017879i,0.0015598-0.00055175i,0.00073564-2.6269e-05i,-0.0007596-0.00096428i,0.00042114-0.0035489i,-0.0047716+0.0041989i,-0.00099292+3.1905e-05i,-0.00037586-0.00030332i,0.00064288+0.0011713i,0.0010699+0.0016607i,0.00012769+0.00094571i,0.0014469-0.00045265i,0.0020311+0.001872i,-0.0012647-0.0017534i,-0.00034983+0.00028472i,0.00079644+0.0008219i,0.00024758-0.00075083i,0.00098093-0.00036871i,-6.9583e-05-0.0010666i,0.00087635-0.00338i,0.0029477-0.0025703i,0.0021561-0.00067033i,-0.00031626-0.00049969i,0.0027413-0.0025306i,0.0039746-0.004088i,0.00074169-0.00049668i,-0.000278-2.6714e-05i,0.00012705-0.0012229i,-0.00012854-0.0023475i,0.0021984+0.0012484i,0.0026865+0.00079278i,0.00041692-0.0015663i,0.007032+3.7304e-05i,-0.0051393-0.023609i,0.0096772+0.0032416i,0.021888+0.00040649i,0.007631-0.00038238i,-0.016104-0.012823i,0.015996+0.00041292i,0.019937+0.0077254i,0.007882+0.0063389i,0.014135+0.00016113i,0.0051341+0.00054145i,-0.0052842-0.0077252i,-0.0040125-0.0017513i,-0.0044277-0.0069839i,0.0032197-0.0035028i,0.0021846+0.0027331i,0.0022154+0.012961i,-0.005147-0.00054195i,0.0075642+0.0047394i,-0.003561+0.0028352i,0.002233+0.0023682i,0.00176+0.0011792i,-0.0046939+0.00070094i,0.0031527-0.0082572i,-0.0051312+0.001825i,0.0029707-0.0028334i,-0.00010234+0.007347i,-0.0016528-0.0012598i,-0.00045312-0.0013589i,-0.0026618+0.0036141i,-0.0025502+0.00057428i,-0.012066+0.0013514i,0.00054398-0.0041957i,-0.0015654+0.00071376i,-0.0015904+0.0015901i,-7.6816e-05+0.003744i,0.011156-0.0042743i,-0.0018412+0.0046827i,-0.0046016-0.0025255i,-0.0021394+0.00025618i,-0.0020616+0.0017588i,-8.3971e-05-0.0025304i,0.0030952-0.0012719i,0.0021934-0.0016867i,0.0012771+0.0030933i,0.00053288+0.0040856i,0.017035-0.015916i,-0.021412+0.0061816i,-0.022385+0.034586i,-0.0037733+0.0081796i,0.0055373+0.0037663i,0.0030703-0.0031553i,-0.013828+0.0040282i
0.012076-0.030843i,0.0001706-0.021006i,-8.2819e-05-0.021437i,-0.001669-0.010033i,-0.0097427-0.018698i,-0.0063186-0.003475i,-0.0030053-0.025218i,-0.011574-0.0083797i,-0.013528-0.003207i,0.0013365-0.0042191i,-0.0015429-0.0004184i,0.0010894+0.0013001i,0.0016014-0.00040539i,0.0010463-0.00046555i,-0.00099369-0.00074798i,-0.00023938-0.0032339i,-0.0032741+0.0048174i,-0.0010634+0.00091389i,-0.00049063+2.3532e-05i,0.00078776+0.00075171i,0.0013749+0.00086069i,0.00015299+0.00083071i,0.0010837-0.00091937i,0.0028815-4.9285e-05i,-0.0016541-0.0010301i,-0.00021418+0.00029845i,0.0010219+0.00052459i,2.1319e-05-0.00064726i,0.00088818-0.00063192i,-0.00066008-0.00088336i,-0.00043015-0.0036808i,0.0018414-0.0034956i,0.0019107-0.0014067i,-0.00037809-0.00035408i,0.0015945-0.004053i,0.0029405-0.0054534i,0.001035-0.00076083i,-0.00023587+0.00023216i,-0.00015498-0.0011453i,-0.0010245-0.0024363i,0.0023997+0.00043019i,0.0024559-6.067e-05i,1.0415e-05-0.0014268i,0.0068497-0.0015491i,-0.008469-0.022259i,0.012361+0.00084042i,0.022594-0.0036995i,0.0076398-0.0032903i,-0.015847-0.00728i,0.017231-0.0062946i,0.020441+0.0029883i,0.0085924+0.0018256i,0.011801-0.0044285i,0.0064341-0.0021246i,-0.0070025-0.0048992i,-0.0054102+0.00083493i,-0.0086405-0.0058118i,0.00084449-0.0035434i,0.0022385+0.0023558i,0.0057735+0.011736i,-0.0043077+0.0013365i,0.0060383+0.0015281i,-0.00073445+0.0047911i,0.0035521+0.00189i,0.0025606+0.00063942i,-0.0042735+0.0028114i,0.00064833-0.0094206i,-0.0041735+0.0026033i,0.0022309-0.0037417i,0.0030383+0.0051442i,-0.002754-0.0012532i,-0.00076191-0.0011306i,-0.00031783+0.0044455i,-0.0018561+0.00063985i,-0.0093083+0.0055088i,-0.0017911-0.0047342i,-0.00076565+0.0006237i,-0.0012762+0.0015216i,0.0011309+0.0024987i,0.0092384-0.0092429i,0.00076837+0.0050077i,-0.0043866-0.00075094i,-0.0022426+0.00034089i,-0.0014391+0.0021555i,-0.00038057-0.0020994i,0.0023231-0.0019814i,0.0022702-0.0022041i,0.00054837+0.0031351i,0.00087315+0.0046349i,0.012899-0.01978i,-0.019117+0.0069985i,-0.013798+0.037132i,-0.0034458+0.0080239i,0.0068646+0.0027956i,0.0025159-0.0015534i,-0.01223+0.0057835i
0.0069603-0.031679i,-0.004077-0.020181i,-0.004073-0.020994i,-0.0029227-0.01013i,-0.012817-0.016308i,-0.0066861-0.0030122i,-0.0079778-0.023947i,-0.01212-0.0066897i,-0.012932-0.00092548i,-4.3843e-05-0.0039442i,-0.0016445+0.00057406i,0.0014524+0.00059652i,0.0017513-0.00056599i,0.00060319-0.00072999i,-0.0011134-0.00030432i,-0.00092457-0.0027853i,-0.0023062+0.0048981i,-0.00046634+0.0016088i,-0.0004249+0.00018377i,0.00057408+0.00040445i,0.0013418+0.0001222i,0.00035363+0.00074279i,0.00065858-0.0011383i,0.0021456-0.0019409i,-0.0015207-5.8838e-05i,-0.00016585+0.00032307i,0.0011371+0.00026062i,-3.3759e-05-0.00053925i,0.00065665-0.00088384i,-0.00099776-0.00028521i,-0.0019004-0.0033508i,0.00046703-0.0038514i,0.0012446-0.0020844i,-0.00045845-0.00015096i,-0.00056511-0.0044993i,0.0015773-0.0063784i,0.00078777-0.0014825i,-4.6602e-05+0.00026733i,-0.00035176-0.00097468i,-0.0020928-0.0021201i,0.002252-0.00046683i,0.0022694-0.00074638i,-0.00039971-0.0011966i,0.0067118-0.002755i,-0.011124-0.020822i,0.013527-0.0032997i,0.02251-0.0082687i,0.0076784-0.0071722i,-0.012799-0.0027008i,0.01568-0.013554i,0.020055-0.00094584i,0.0074562-0.002147i,0.0088181-0.0068942i,0.0069061-0.0054942i,-0.0073007-0.0029309i,-0.0052893+0.0038581i,-0.012643-0.002077i,-0.00099856-0.0029629i,0.0023999+0.0021906i,0.0089094+0.0097857i,-0.0028879+0.0025767i,0.0036739+0.00090996i,0.0025265+0.0036133i,0.0049217+0.00052048i,0.0031177-0.00052362i,-0.0027762+0.0048503i,-0.0025811-0.010496i,-0.0036394+0.0038929i,0.0011065-0.0044116i,0.0037095+0.0031838i,-0.003742-0.0002081i,-0.00104-0.00097942i,0.0025291+0.0034944i,-0.0015226+0.00014543i,-0.0050796+0.0075385i,-0.0044601-0.0012503i,-0.00042962+0.00013883i,-0.0010395+0.0013691i,0.0013742+0.0012742i,0.0056998-0.012984i,0.0031491+0.003677i,-0.0035641+0.0002625i,-0.0021249+0.00084854i,-0.00083718+0.0028594i,-0.00095058-0.0014739i,0.0014579-0.0022523i,0.0017909-0.0028743i,0.00032135+0.0034412i,0.0015586+0.0048106i,0.007866-0.022123i,-0.020339+0.0071295i,-0.0062721+0.035947i,-0.00239+0.0071916i,0.0078768+0.0017874i,0.0029551-0.00064396i,-0.010305+0.006697i
0.0023396-0.03155i,-0.0075255-0.018581i,-0.0076383-0.019757i,-0.0046068-0.009652i,-0.015542-0.013979i,-0.0071134-0.002523i,-0.011747-0.021926i,-0.01258-0.0052722i,-0.011862+0.0008252i,-0.00081713-0.0031351i,-0.0010127+0.00143i,0.0014741+6.832e-05i,0.0016543-0.00078642i,0.0004435-0.00051854i,-0.0010227-4.0579e-05i,-0.0014504-0.0020001i,-0.0014748+0.0047507i,0.00020956+0.0014266i,-0.00041736+0.00047762i,0.00039766+0.00040645i,0.0010529-0.0004345i,0.00041111+0.00049153i,0.00021787-0.0012847i,0.00080937-0.0030046i,-0.0011333-0.00022733i,-0.00017573+0.00049811i,0.0014092-0.00013166i,-0.0001391-0.00045438i,0.00028423-0.00094867i,-0.00098175+0.00024732i,-0.0030562-0.0024197i,-0.0010163-0.0038015i,0.00028978-0.0024743i,-0.0003362+1.878e-05i,-0.002172-0.0037822i,-7.874e-05-0.0066301i,0.00023084-0.0017479i,1.6693e-05+0.0002202i,-0.00048795-0.00089452i,-0.003004-0.0012451i,0.0018244-0.001104i,0.0020157-0.0014162i,-0.00074498-0.0007576i,0.0062698-0.0044733i,-0.013902-0.019491i,0.012935-0.0077745i,0.021329-0.012804i,0.0050835-0.011252i,-0.0078237-0.0019791i,0.010527-0.019371i,0.019412-0.0043439i,0.005949-0.0044675i,0.0067732-0.006935i,0.0060488-0.0089837i,-0.0076148-0.00094937i,-0.0033175+0.0063706i,-0.014693+0.0035115i,-0.0026566-0.0020128i,0.0027498+0.0020424i,0.010435+0.0068242i,-0.0010269+0.0028189i,0.0023146+0.0010111i,0.0028664+0.0012828i,0.0050925-0.0017141i,0.0028645-0.0024049i,0.00027849+0.0059275i,-0.0073001-0.0086876i,-0.0020193+0.0057958i,0.00049007-0.0026003i,0.0048444+0.0019967i,-0.0041948+0.0014964i,-0.0012326-0.00070484i,0.0043029+0.00026805i,-0.0014407-3.4221e-05i,-0.00046687+0.0069502i,-0.0030794-0.0019856i,-0.00057878-0.00037715i,-0.001268+0.0012183i,0.0012667+0.00045886i,9.3096e-05-0.015209i,0.0045506+0.0010948i,-0.0031047+0.00058468i,-0.0020687+0.0013168i,0.0010091+0.0032007i,-0.0005519-0.00045215i,0.00046826-0.0018936i,0.00082104-0.0035411i,0.00026764+0.0038628i,0.0020931+0.0047778i,0.0030227-0.02183i,-0.021851+0.010338i,-0.00086373+0.033849i,-0.0017987+0.0054867i,0.0087971+1.5821e-05i,0.0034318-0.00077057i,-0.0086472+0.0064407i
-0.0020088-0.031123i,-0.010045-0.016619i,-0.010795-0.018076i,-0.0058514-0.0087966i,-0.017833-0.010899i,-0.0076722-0.0019035i,-0.014924-0.0199i,-0.013174-0.0038456i,-0.010675+0.0016994i,-0.0010404-0.002352i,-0.00017912+0.001804i,0.0013439-0.00027677i,0.001675-0.00086106i,0.00054234-0.0004273i,-0.00091541+0.0001808i,-0.0014729-0.0010921i,-0.0010914+0.004087i,0.0006287+0.0012533i,-1.7955e-05+0.00072931i,0.00045229+0.00049782i,0.00058236-0.00078577i,0.00031655+0.0004542i,-0.00023751-0.0011411i,-0.00054994-0.0031116i,-0.0013639+4.3889e-06i,5.5591e-05+0.00068033i,0.0011668-0.00064543i,-0.00024623-0.00033426i,2.6406e-05-0.00085906i,-0.00072679+0.00069044i,-0.0037224-0.0012277i,-0.0022795-0.0029649i,-0.00038926-0.0028163i,-0.00015853+8.0333e-05i,-0.0032318-0.0028317i,-0.001448-0.0066032i,-0.00036588-0.0014365i,1.8563e-05+0.00027574i,-0.00077873-0.00079637i,-0.0035299-7.4234e-05i,0.0012986-0.0015696i,0.0014428-0.0019486i,-0.00081625-0.0002247i,0.0050646-0.0060588i,-0.016999-0.017562i,0.010797-0.011346i,0.018993-0.017009i,0.001431-0.013389i,-0.0050905-0.0048031i,0.0045331-0.022035i,0.019089-0.0081924i,0.0051192-0.006585i,0.007139-0.0069378i,0.0047657-0.011384i,-0.0080945+0.00056903i,-0.00048494+0.0073164i,-0.013251+0.010535i,-0.0038302-0.00065892i,0.0030401+0.0016721i,0.011525+0.0045853i,0.0001522+0.0017802i,0.00098436+0.0018408i,0.0027632+0.00035051i,0.0037315-0.0037269i,0.001283-0.0035996i,0.0031258+0.0047976i,-0.0094532-0.0041201i,0.0012625+0.0059756i,-0.0016035-0.0073057i,0.0053083-0.00032723i,-0.0035672+0.0036484i,-0.0013414-0.00055756i,0.0036164-0.0029842i,-0.0017614+7.2034e-05i,0.0020028+0.004119i,-0.0046121-0.00066773i,-0.0010571-0.0007632i,-0.0013319+0.0014139i,0.00089117-0.00038472i,-0.006443-0.013935i,0.0040025-0.0016727i,-0.0030113+0.00098177i,-0.0016466+0.0020998i,0.0026978+0.00233i,0.00011094-0.00080931i,0.00028321-0.0010742i,-6.7274e-05-0.0038242i,0.00034329+0.0047512i,0.0029093+0.0046525i,0.00030951-0.020784i,-0.021845+0.014685i,0.0036414+0.030919i,-0.0023607+0.003283i,0.0082436-0.0026074i,0.0033053-0.00073412i,-0.0081595+0.0055108i
-0.0065687-0.030358i,-0.011839-0.014672i,-0.013678-0.015795i,-0.0068892-0.0082104i,-0.019275-0.0074828i,-0.0082786-0.0010878i,-0.017923-0.017467i,-0.013675-0.0020932i,-0.0099074+0.0021365i,-0.0010617-0.0018791i,0.00070539+0.0018465i,0.0012349-0.0006032i,0.0017174-0.0011722i,0.00059621-0.00056296i,-0.00080018+0.00039118i,-0.0010274-0.00047202i,-0.0015517+0.0022347i,0.001183+0.0010134i,0.00038508+0.0005327i,0.0007487+0.00043494i,-0.00019352-0.00068116i,0.00047772+0.00043792i,-0.00051591-0.00089358i,-0.0014259-0.0026986i,-0.0012447+0.00043437i,0.0002974+0.00063305i,0.0007093-0.0010335i,-0.0002664-0.00028307i,-0.00015647-0.00075122i,-0.0003621+0.00094808i,-0.0040854+0.00012161i,-0.0029243-0.0017381i,-0.0020539-0.0031385i,-7.548e-05+2.2325e-05i,-0.0040877-0.0015592i,-0.0028267-0.0059277i,-0.00058001-0.00074465i,3.2029e-05+0.00035872i,-0.00092039-0.00033533i,-0.0034506+0.0012432i,0.00051664-0.0017616i,0.00057839-0.0023133i,-0.00059353+0.00030818i,0.0033067-0.0069456i,-0.019496-0.014563i,0.0076097-0.013779i,0.015785-0.020133i,-0.002619-0.01415i,-0.0051563-0.0071161i,-0.0017942-0.023006i,0.018209-0.012841i,0.0037847-0.0091629i,0.0076809-0.0087957i,0.0027594-0.014306i,-0.0089153+0.0025408i,0.0021536+0.0067421i,-0.0085896+0.015386i,-0.0042846+0.00089316i,0.0031313+0.0013602i,0.012908+0.0016055i,0.00013517+0.0011408i,0.00092157+0.0032657i,0.003193-0.00073996i,0.0017822-0.0042903i,-0.00020036-0.0037117i,0.0047158+0.002822i,-0.0093334+0.00024486i,0.0038847+0.0044324i,-0.0046456-0.0055691i,0.0041795-0.0024656i,-0.0015366+0.0050045i,-0.001748-0.00030183i,0.0012637-0.0052275i,-0.0020889+0.00037203i,0.0021775+0.0012997i,-0.0045432+0.0013033i,-0.001846-0.00063793i,-0.00078388+0.0014177i,-3.9874e-05-0.00073352i,-0.010784-0.0099882i,0.0023151-0.0034262i,-0.0026033+0.0012909i,-0.0006216+0.0024912i,0.003586+0.00077974i,2.2524e-05-0.00084125i,0.00092433-0.00069995i,-0.00090399-0.0040554i,0.0014917+0.005754i,0.0035287+0.0042761i,-0.002921-0.020364i,-0.020701+0.019466i,0.0061843+0.027981i,-0.0043875+0.0018797i,0.0056243-0.0040795i,0.0035883-0.00085272i,-0.0088913+0.0050474i
-0.011056-0.028533i,-0.013359-0.013237i,-0.015835-0.012911i,-0.0080626-0.0075861i,-0.020171-0.0042082i,-0.0087557+0.00012227i,-0.020371-0.014519i,-0.013875-0.00024488i,-0.009564+0.0024206i,-0.00093131-0.0015166i,0.0015123+0.0014727i,0.0011224-0.0006298i,0.0015586-0.0014383i,0.00056157-0.0006414i,-0.00064729+0.00054978i,-0.00045153-0.00046622i,-0.0014172-0.00072241i,0.0015724+0.00039083i,0.00053215+0.000171i,0.0011252+0.00030539i,-0.0004584-0.00023296i,0.00072459+0.00024877i,-0.00058629-0.00061632i,-0.0019078-0.0023123i,-0.0010429+0.00071921i,0.00054989+0.0005356i,0.00024552-0.0010129i,-0.00030117-9.5335e-05i,-0.00037927-0.00057988i,0.00011231+0.0011354i,-0.003878+0.0016893i,-0.0030939-0.00064104i,-0.0019121-0.0016343i,-0.00010594+7.4777e-05i,-0.0043027+8.8959e-05i,-0.0037233-0.0048308i,-0.00042913-0.00026916i,5.5149e-05+0.00041547i,-0.00066222-7.6601e-05i,-0.0027295+0.0023822i,-1.2054e-06-0.0016195i,-0.00012756-0.0022699i,-0.00014241+0.00059385i,0.0017644-0.0073685i,-0.020958-0.011216i,0.004721-0.014246i,0.012454-0.022384i,-0.0066213-0.013391i,-0.0068246-0.008345i,-0.0083375-0.02118i,0.015719-0.017598i,0.0022888-0.011011i,0.0076046-0.010573i,-0.00051999-0.015985i,-0.0091437+0.0054674i,0.0039784+0.0052064i,-0.0026446+0.017906i,-0.0042967+0.0025905i,0.0033409+0.0013812i,0.013617-0.0027518i,0.00013497+0.00064542i,0.0021542+0.0045017i,0.0026224-0.0020086i,0.00063372-0.0037772i,-0.0017276-0.0032224i,0.0053004+0.00081784i,-0.0072002+0.0033643i,0.0055077+0.0021439i,-0.0078168-0.0027468i,0.002389-0.0030854i,0.00082404+0.0048609i,-0.0017945+0.00041405i,-0.0017583-0.0057551i,-0.00245+0.00031482i,0.00076871-3.8863e-05i,-0.0036574+0.00283i,-0.0024812+9.5996e-05i,-0.00039897+0.0015631i,-0.00054962-0.00044868i,-0.012831-0.0051702i,0.00020955-0.0041865i,-0.0023973+0.0015383i,0.00026685+0.0023987i,0.0037842-0.00098342i,0.00014603-0.00079597i,0.0015905-0.001147i,-0.0022259-0.004305i,0.0028833+0.0056221i,0.0043051+0.0038127i,-0.0051326-0.018909i,-0.017422+0.02523i,0.0085168+0.02573i,-0.0068717+0.0020623i,0.0028125-0.0031503i,0.0035385-0.0014704i,-0.0097888+0.0054132i
-0.014524-0.026133i,-0.015494-0.012099i,-0.01714-0.010379i,-0.0092271-0.0065601i,-0.020577-0.00038301i,-0.0087678+0.0015485i,-0.022264-0.011361i,-0.013729+0.0016144i,-0.0096548+0.003044i,-0.00060529-0.0015797i,0.0021268+0.00066865i,0.0012041-0.00089004i,0.0014316-0.0016625i,0.00077957-0.00091618i,-0.00039525+0.00058379i,-0.00021376-0.0006655i,-0.00088837-0.0039492i,0.0015194-4.0856e-05i,0.00047851-0.00017379i,0.0017047-1.5092e-05i,-0.00044871+9.4914e-05i,0.00070008-8.1358e-05i,-0.000664-0.00046841i,-0.0021842-0.0021409i,-0.00087038+0.00091745i,0.00081639+0.00028754i,-1.3108e-05-0.00095546i,-0.00023193+9.9977e-05i,-0.00050266-0.0003235i,0.00073492+0.0010644i,-0.0030253+0.0029957i,-0.0030111+0.00028899i,-0.0014266-0.0017288i,-8.605e-06+9.363e-05i,-0.003758+0.0014945i,-0.004226-0.0035834i,-0.00015527-0.00044439i,0.00026381+0.00059944i,-0.00057988-7.2419e-05i,-0.001525+0.0029245i,-0.00029785-0.0013783i,-0.00081915-0.0022435i,0.00037675+0.00045778i,-0.00014419-0.0072891i,-0.021915-0.0078914i,0.0032879-0.014119i,0.0090536-0.023969i,-0.0098712-0.010779i,-0.0078144-0.0080038i,-0.013285-0.016443i,0.011968-0.021772i,0.00066532-0.013423i,0.0071006-0.01284i,-0.003847-0.015853i,-0.0075891+0.0092256i,0.0049367+0.0033113i,0.0031062+0.017366i,-0.003689+0.0040923i,0.0042812+0.0010769i,0.008269-0.0085955i,-0.00024784+0.00048413i,0.004275+0.004465i,0.0016257-0.0022076i,-3.6384e-06-0.003496i,-0.0026933-0.0022867i,0.0052679-0.0010824i,-0.005214+0.0047245i,0.0058513-0.0009065i,-0.0067612+0.0012816i,0.0016092-0.0028875i,0.0024905+0.0036369i,-0.0014912+0.00075246i,-0.0045259-0.0045946i,-0.0016098+0.0014451i,-0.00016868+0.00055198i,-0.0021097+0.0037784i,-0.0023398+0.0010534i,-0.00012688+0.0017381i,-0.00060393-0.00028537i,-0.013285-0.00092151i,-0.0019366-0.0037271i,-0.0024906+0.0021386i,0.00070761+0.0021845i,0.0033622-0.0029968i,0.0001195-0.0013192i,0.0017512-0.0019208i,-0.0035211-0.003492i,0.0043139+0.0050228i,0.0051396+0.0032156i,-0.0068882-0.01751i,-0.01058+0.02885i,0.011355+0.022968i,-0.0088181+0.0033693i,0.0015291-0.0010787i,0.0033159-0.0017586i,-0.010476+0.0064151i
