-0.00078688-0.041383i,-0.0011389-0.046124i,-0.007783-0.047554i,-0.030714-0.023403i,-0.022738+0.01084i,-0.036649-0.033417i,-0.063192-0.058131i,-0.019209-0.07078i,-0.024422-0.043564i,-0.00081438+0.015878i,-0.010557+0.013055i,-0.014161+0.012948i,0.0036495+0.013337i,-0.0027595-0.0021866i,0.0019125+0.0057211i,0.00027769+0.03347i,0.019702+0.056601i,0.00095485-0.00061808i,-0.0034551-0.0090973i,0.0074293+0.0042461i,0.0016648+0.0013296i,-0.00046391+0.003197i,-2.6865e-05-0.00062127i,-0.037409-0.0091452i,-0.0023832-0.0075553i,-0.0014193+0.0045114i,0.0053499-0.00025926i,1.0927e-05+0.00023749i,0.00056533-0.0008748i,0.00038298-0.0021738i,-0.001355-0.0059471i,-0.0032853-0.0060128i,-0.00075079-0.0072537i,0.0032198-0.0006444i,0.0033802-0.0016643i,-0.001459+0.03887i,0.0066733-0.0036763i,0.0032511-0.00077293i,0.0052377-0.00021536i,-0.01253-0.0060904i,-0.0011042+0.00037632i,0.0095546-0.00044974i,0.0031425+0.0016086i,-0.0046972+0.0021331i,1.6807e-05+0.010277i,-0.0057947+0.018282i,0.026172-0.08172i,-0.00023581-0.05514i,-0.023366-0.043235i,-0.019657-0.037157i,0.063003-0.016345i,0.030383-0.058119i,0.038736-0.044698i,0.033867-0.052573i,0.01935-0.015587i,0.0077976+0.012077i,0.023977-0.034892i,-0.0086709-0.0054709i,0.0030208-0.0016164i,-0.0024387-0.0056227i,0.0048198-0.031769i,-0.025653+0.030786i,0.0087911-0.010372i,-0.012606-0.0026925i,-0.004611-0.0017214i,0.0001418-0.014752i,-0.010774+0.0053786i,0.003371+0.0067307i,-0.014019+0.029851i,0.0054509+0.006935i,-0.0059562-0.0020858i,-0.0011914-0.0024311i,-0.01184-0.0080741i,0.00031718-0.0035796i,-0.036089+0.0064578i,0.0017114-0.012547i,-0.0093361-0.0029191i,-0.0070639-0.0034096i,0.006493+0.0020736i,-0.0092355+0.0021165i,-2.0877e-05+0.0017018i,0.0057933+0.010032i,0.005008+0.00053643i,-0.0093422-0.010322i,0.001957+0.0084516i,-0.020226+0.0053629i,0.006979+0.0031398i,-0.027868-0.0088119i,-0.036041-0.0024861i,0.026586-0.077353i,0.013757-0.0094238i,-0.043098-0.028342i,-0.024619-0.0061101i,0.017337+0.011526i,-0.026968+0.011319i,-0.012116-0.0095544i
0.014303+0.010224i,0.050924+0.0041653i,0.021212-0.034147i,-0.0048944-0.0087885i,-0.0105-0.017916i,-0.017644-0.023155i,0.014751-0.013219i,0.036896-0.012386i,0.010225-0.012997i,0.0092503-0.0020508i,0.0026136-0.0033417i,-0.0021488-0.0011586i,0.001421-0.0020304i,0.00024421-0.0014524i,-0.0011238-0.001353i,0.0033575-0.0053058i,-0.004708+0.0010348i,-0.0011335-0.00086721i,0.00095804-0.00040885i,0.00098119+0.0016489i,0.00061379+0.0017261i,-0.00038383+0.0009424i,0.0019019+0.0012459i,-0.00065743+0.0052855i,-0.00073206+0.00084945i,-0.00049293+0.00099489i,-0.0010643+0.00013387i,0.00043846-0.00055324i,-7.5824e-05+0.0001421i,8.7109e-05-0.00046729i,0.00065786-0.0011367i,0.0021682+0.00052213i,0.001192-0.00011447i,0.00030773-4.1479e-05i,0.0011527+0.00097817i,0.0053431-0.0050971i,-9.5129e-05+0.00056178i,0.0004602+0.00045992i,-0.00042099-0.00047533i,-0.00031573-0.00091878i,0.0011057+0.0012953i,0.001584+0.0014821i,0.0021424-0.0048545i,0.0037778+0.0010115i,0.0015925+0.017331i,0.0096107+0.0377i,0.036775+0.027248i,0.029377+0.0021601i,-0.0020652-0.016446i,0.016812-0.00064209i,0.022005+0.014624i,0.014689+0.021656i,0.023148+0.023923i,-0.011015+0.032274i,0.0032223-0.0038967i,0.0015941-0.0046216i,0.0042305-0.0064458i,0.009502-0.0015806i,0.0014708+0.0040939i,-0.010225+0.010157i,-0.0048719-0.0083189i,0.0028796+0.015128i,-0.0028253-0.0016095i,0.00082949+0.0029639i,-0.0010657+0.0011217i,0.0021222-0.0038309i,0.0070007-0.0025294i,-0.0038752-0.00070677i,0.0046165-0.0016734i,-0.006685+0.00039728i,-0.0019538+0.00095877i,0.00040126+0.00011192i,-0.0059427-0.0024132i,-0.0036405-0.0022312i,-0.015184-0.0098349i,0.0034599-0.0033034i,-0.0040891+0.0021949i,-0.0016778+0.0019472i,-0.0051273+0.003354i,0.0057525+0.0020996i,-0.0096562-0.001732i,-0.0020724-0.0046112i,-0.0027619-0.00059696i,-0.0059632-0.0011452i,0.005425-0.0041047i,0.00387+0.0015681i,0.002551-0.0019383i,0.0024457+0.008906i,0.0057974+0.0022014i,0.025356+0.019024i,-0.022669-0.0029019i,-0.027514+0.017331i,-0.0045451+0.016104i,0.0016553+0.0012665i,0.0061587-0.0083367i,-0.0097662+0.0026837i
0.014184+0.0081254i,0.050484-0.0045094i,0.01452-0.036663i,-0.0064577-0.007236i,-0.014853-0.015977i,-0.020707-0.019579i,0.010498-0.016482i,0.033754-0.017491i,0.0074105-0.013784i,0.0083206-0.0044858i,0.0011724-0.0043669i,-0.0022908-0.00029841i,0.00043744-0.0019618i,3.9719e-05-0.0012738i,-0.0011829-0.0010035i,0.0024699-0.0059046i,-0.0035989+0.0023316i,-0.0017631-0.00041023i,0.00032192-0.00071114i,0.001578+0.0011305i,0.00121+0.0016714i,-0.00014915+0.0010908i,0.0022051+0.00051658i,0.0020429+0.0045758i,0.00017682+0.0010163i,8.3451e-05+0.0008125i,-0.00077908+0.00077303i,0.00031378-0.00039415i,2.7605e-05+0.0002722i,0.00026281-0.00014772i,0.00011363-0.0015636i,0.0024645-0.00042933i,0.0011856-0.00046203i,0.00024509+9.5859e-06i,0.0019576+0.00056096i,0.0037551-0.0060447i,0.00018876+0.00082767i,0.00057706+0.00021067i,-3.8739e-05+0.00011466i,-0.0010747-0.0015305i,0.0013153+0.00089851i,0.0019125+0.00084246i,0.00076701-0.0043781i,0.0050485+0.00031673i,0.0053505+0.016802i,0.015478+0.035149i,0.039258+0.020456i,0.029502-0.004415i,-0.0056464-0.012884i,0.018768-0.0049275i,0.025909+0.0087512i,0.019542+0.014366i,0.025131+0.012307i,-0.0030507+0.030016i,0.0017652-0.0042582i,-0.0023228-0.0040206i,0.001547-0.0081022i,0.0069132-0.0041247i,0.0021897+0.0034167i,-0.0047872+0.013472i,-0.0062765-0.0040305i,0.0055383+0.013118i,-0.00328-0.0006593i,0.0026876+0.0033918i,2.7903e-05+0.0014285i,-0.00015563-0.0040101i,0.0067669-0.0061681i,-0.0044076+0.00037578i,0.0045904-0.0041327i,-0.0056581+0.0033512i,-0.0019616+0.00040514i,-6.0633e-06-0.00065447i,-0.0054002+0.00099959i,-0.0037973-0.0010683i,-0.016012-0.0030031i,0.0013665-0.0041495i,-0.0025967+0.0031245i,-0.0016719+0.0014841i,-0.0033748+0.0046574i,0.0073797-0.000354i,-0.0091125+0.0022452i,-0.0035445-0.003668i,-0.0024224-0.00024575i,-0.005802+0.0012333i,0.0024855-0.0046986i,0.0045105-0.00044542i,0.0024332-0.0023229i,0.004561+0.0073618i,0.0047037+0.0013816i,0.025254+0.011784i,-0.022274+0.001814i,-0.024948+0.024373i,-0.0015529+0.01272i,0.0032963+0.003674i,0.0034653-0.0078043i,-0.011743+0.0046436i
0.014738+0.006193i,0.048109-0.013288i,0.0076131-0.037436i,-0.007198-0.0056782i,-0.018842-0.012947i,-0.02323-0.015713i,0.0059625-0.018518i,0.030547-0.022013i,0.0046931-0.014071i,0.0065599-0.0062925i,-0.00080618-0.0045448i,-0.0021248+0.00064139i,-0.00027052-0.0014462i,2.3805e-05-0.001125i,-0.0014158-0.00065263i,0.0013645-0.0063438i,-0.0021337+0.0027497i,-0.002147+0.00050792i,-0.00026892-0.00024645i,0.0018011+0.00026075i,0.0018428+0.001098i,-0.00010929+0.0011178i,0.002131-0.00025028i,0.0039498+0.0028587i,0.0011557+0.00072134i,0.00045234+0.00042556i,-0.00025224+0.0009863i,0.00020012-0.00023189i,0.00014063+0.00044853i,0.00044293-0.0002457i,-0.00058177-0.0016175i,0.0020995-0.001508i,0.00088914-0.0009608i,0.00030317+7.4036e-05i,0.0024257-0.00069258i,0.0019981-0.0065864i,0.00086227+0.0006355i,0.00055876+9.9427e-06i,0.00041883+1.9572e-06i,-0.0019827-0.0013767i,0.0015716+0.0003625i,0.0019148+7.4262e-05i,-0.0001836-0.0037978i,0.0055813-0.0013355i,0.0087951+0.015045i,0.021757+0.030889i,0.040926+0.013433i,0.027927-0.010564i,-0.0071123-0.0088835i,0.019741-0.010103i,0.027685+0.0021755i,0.022804+0.0074031i,0.02276+0.003835i,0.002781+0.027494i,5.9551e-05-0.0039186i,-0.0049361-0.0013538i,-0.0023812-0.0086429i,0.0038411-0.0048969i,0.0023715+0.0026473i,0.00046347+0.01381i,-0.0053335-0.00067676i,0.0069908+0.010007i,-0.0033771+0.0015839i,0.0044568+0.0026793i,0.00070228+0.0010995i,-0.0019668-0.0028918i,0.0046343-0.0085355i,-0.003745+0.001542i,0.0033844-0.0057525i,-0.0026036+0.0047814i,-0.0023851+0.00046195i,-0.00067604-0.00066031i,-0.003644+0.0030749i,-0.0033942-8.5059e-05i,-0.014461+0.0026422i,-0.00031201-0.0044698i,-0.0011578+0.0032125i,-0.001632+0.0018515i,-0.0011493+0.0046572i,0.0073034-0.0037061i,-0.0070926+0.0052199i,-0.0045944-0.0021237i,-0.0024044-0.00014721i,-0.0045549+0.0027435i,0.0011004-0.0039957i,0.0038278-0.0021285i,0.0023971-0.002931i,0.004962+0.0046113i,0.0040273+0.0012562i,0.02476+0.006593i,-0.020187+0.0056854i,-0.019201+0.030399i,-0.00099157+0.0098247i,0.0063639+0.0038786i,0.0011073-0.0059535i,-0.011444+0.0076061i
0.015022+0.0036431i,0.044087-0.020755i,0.0014888-0.037267i,-0.0073205-0.0047962i,-0.021704-0.0082279i,-0.024995-0.011534i,0.0010787-0.019171i,0.026692-0.026441i,0.0025751-0.013762i,0.004516-0.0073532i,-0.0026043-0.0032859i,-0.0014698+0.001122i,-0.00042704-0.00077296i,-0.00013791-0.0012901i,-0.0013907+5.4658e-05i,-3.7896e-05-0.0064423i,-0.0014933+0.0025708i,-0.0018697+0.0017203i,-4.9218e-05+0.00052626i,0.0015422-0.00060755i,0.0020144+0.00030027i,-0.00016345+0.001218i,0.0017129-0.00083265i,0.0047101+0.0002223i,0.0018615-0.00036368i,0.00040227+6.808e-05i,0.00014473+0.00093916i,0.00035197-0.00015975i,0.00042755+0.00046549i,0.00036146-0.00044832i,-0.0012364-0.0014123i,0.0013312-0.0021209i,0.00045292-0.001219i,0.00039626-0.00011449i,0.0018447-0.0023629i,0.00030915-0.0067278i,0.0012523-3.2254e-05i,0.00056777-0.00014246i,0.00054832-0.00031256i,-0.002702-0.00071755i,0.0015241-0.00014552i,0.0016125-0.0003714i,-0.00092045-0.0031193i,0.0051375-0.0026496i,0.011565+0.011688i,0.026715+0.024064i,0.041728+0.0060445i,0.025748-0.015696i,-0.0060287-0.004879i,0.018802-0.016498i,0.028024-0.0045815i,0.024514-0.00088146i,0.019982-0.0022896i,0.0089607+0.023935i,-0.00091631-0.0027274i,-0.0058383+0.0021722i,-0.0067222-0.0077402i,0.0016326-0.0047747i,0.0022566+0.0024789i,0.0047117+0.012512i,-0.0036616+0.0012563i,0.0067844+0.0068979i,-0.0011784+0.00348i,0.00595+0.0010352i,0.0016119+0.00075624i,-0.0028095-0.001327i,0.0020699-0.010226i,-0.0028807+0.0021339i,0.0016978-0.0074426i,-0.00033516+0.0038484i,-0.0029272+0.0010243i,-0.0008485-0.00042471i,-0.0014047+0.0043753i,-0.0028635+0.00030025i,-0.010948+0.0071344i,-0.0023099-0.0045176i,0.00019584+0.0026871i,-0.0014074+0.0017335i,0.00052917+0.0036659i,0.0057583-0.006946i,-0.0037444+0.0070691i,-0.0041799-0.00038121i,-0.0027231+0.00013094i,-0.0034143+0.0040601i,0.00018514-0.0035519i,0.002862-0.0026488i,0.0021191-0.0038415i,0.0042564+0.0037301i,0.0039484+0.0012099i,0.023864+0.0017018i,-0.018154+0.006608i,-0.011115+0.033171i,-0.00048023+0.0089709i,0.00821+0.0030364i,0.00054595-0.0035766i,-0.0096764+0.0096843i
0.014659+0.00091493i,0.039169-0.026854i,-0.0045598-0.03636i,-0.0080989-0.0044598i,-0.022174-0.0035227i,-0.026006-0.0072591i,-0.0032028-0.018321i,0.022371-0.030025i,0.0012654-0.013695i,0.0022961-0.0076815i,-0.0031185-0.0015398i,-0.0010213+0.0013486i,-0.00022925-0.0004416i,-0.00079317-0.00098837i,-0.0007426+0.00068861i,-0.0015498-0.0060234i,-0.00096222+0.0028174i,-0.0007986+0.0025447i,0.00051625+0.00059809i,0.00084477-0.0012146i,0.0019016-0.00039966i,0.00011424+0.0012571i,0.0013228-0.0011874i,0.0035661-0.0021324i,0.0013555-0.0016888i,0.00020821-0.0001433i,0.0005397+0.00092562i,0.00049875-0.00029493i,0.00062995+0.0001441i,4.7851e-05-0.00064411i,-0.0016974-0.00095026i,0.00054377-0.0023388i,-0.00017701-0.0012899i,0.00032042-0.00023853i,9.4512e-05-0.002859i,-0.001141-0.0063418i,0.0010398-0.00073257i,0.00056913-0.00046209i,0.00068255-0.00061336i,-0.0032628+0.00015211i,0.0012559-0.00068654i,0.0014171-0.00050053i,-0.001427-0.0023083i,0.0044333-0.003578i,0.014007+0.0077557i,0.029122+0.016406i,0.041031-0.0013037i,0.023238-0.021416i,-0.0028607-0.0019604i,0.015418-0.022791i,0.026983-0.010533i,0.022943-0.0086104i,0.015787-0.0058186i,0.01394+0.018411i,-0.00089101-0.0024925i,-0.0047206+0.0059625i,-0.010875-0.0043096i,-3.5161e-05-0.0044319i,0.0024364+0.0024124i,0.0082685+0.010029i,-0.0015346+0.001522i,0.0055785+0.005232i,0.0015531+0.0025998i,0.0067451-0.0016178i,0.0022314-0.00021333i,-0.002492+0.00071508i,-0.001561-0.0117i,-0.0027046+0.003119i,-0.0008191-0.0084438i,0.0001292+0.0033131i,-0.0030893+0.002122i,-0.00094183-0.0002462i,0.0017674+0.0043568i,-0.0025682+0.00010242i,-0.0059844+0.0093598i,-0.0046347-0.003345i,0.0010804+0.0016107i,-0.0010735+0.0017068i,0.0011824+0.0023473i,0.0028932-0.0093124i,-0.00043937+0.0068384i,-0.0030448+0.00040188i,-0.0025088+0.00075025i,-0.0017622+0.0051266i,-0.0008982-0.0027423i,0.0018286-0.0029433i,0.00090666-0.0045789i,0.0036833+0.0031257i,0.0040094+0.00074973i,0.021953-0.0024056i,-0.020139+0.00658i,-0.0038962+0.031729i,0.00071753+0.0073148i,0.0094661+0.00097404i,0.0011772-0.0021231i,-0.0071543+0.011146i
0.014117-0.0014852i,0.033908-0.031846i,-0.01028-0.034367i,-0.0089408-0.0035006i,-0.021942+0.00025337i,-0.026202-0.0031047i,-0.0064379-0.017079i,0.017688-0.033389i,-6.2935e-06-0.014158i,0.00064049-0.0073275i,-0.0026644-0.00013345i,-0.00043614+0.0015878i,-0.00013878-0.00017839i,-0.00076372-0.00033505i,-9.6423e-06+0.00059606i,-0.0027922-0.0049844i,0.00016078+0.0030397i,0.00030512+0.0025109i,0.00085925+0.00030325i,0.00011328-0.0012687i,0.0015775-0.0010328i,0.00040916+0.0011988i,0.00077055-0.0015094i,0.0019688-0.0033126i,0.00022146-0.0021139i,-8.162e-05+4.6078e-05i,0.0010598+0.00068954i,0.00045958-0.00055412i,0.00066543-9.2084e-05i,-0.00041393-0.00046919i,-0.0020553-0.00026196i,-0.0002769-0.002338i,-0.0007208-0.00086577i,0.00041122-0.00038764i,-0.00071191-0.002429i,-0.0024874-0.0057636i,0.00072842-0.00091517i,0.00027386-0.00065182i,0.00050064-0.0010449i,-0.0033439+0.0014238i,0.00088593-0.00097653i,0.0013533-0.00077004i,-0.001629-0.0013277i,0.003703-0.0046564i,0.014672+0.0026766i,0.029431+0.008688i,0.03903-0.0083511i,0.018167-0.027226i,0.0017634-0.0024029i,0.009383-0.027397i,0.025262-0.015783i,0.020285-0.01414i,0.012591-0.0061582i,0.016704+0.011715i,-0.0016359-0.0026096i,-0.0012689+0.0084104i,-0.013081+0.00091028i,-0.0018008-0.0036922i,0.0026892+0.0023302i,0.0097119+0.0064928i,-0.00018775+0.00049911i,0.0046918+0.0043839i,0.0017199+0.0012037i,0.0057589-0.0045796i,0.0020244-0.0019108i,-0.00035015+0.002056i,-0.0067581-0.010046i,-0.0012762+0.0049518i,-0.0046084-0.0082497i,0.0014186+0.0031586i,-0.0024879+0.0035538i,-0.00091441+4.097e-06i,0.0048353+0.0012551i,-0.0026015+0.00039036i,-0.00057529+0.0082951i,-0.0060883-0.00089012i,0.0010176+0.0003604i,-0.0012758+0.0014562i,0.0014188+0.0012524i,-0.0011003-0.010495i,0.0022641+0.0051592i,-0.0026716+0.00058313i,-0.0025219+0.0013088i,0.00082788+0.005095i,-0.0011411-0.0014951i,0.00098523-0.0028215i,-0.00043667-0.0048393i,0.0031282+0.002917i,0.0038821+0.00027422i,0.019819-0.0051512i,-0.022794+0.010439i,0.0013063+0.029195i,0.00093641+0.0043782i,0.0098182-0.0016795i,0.0016505-0.0020727i,-0.0040145+0.011065i
0.013118-0.004009i,0.028546-0.036051i,-0.015228-0.031604i,-0.0094298-0.0025938i,-0.021114+0.0038448i,-0.025793+0.00092606i,-0.009433-0.015865i,0.012257-0.036242i,-0.0015763-0.01527i,-0.00059778-0.0068163i,-0.0019246+0.00073581i,0.00019842+0.0016815i,0.00019168+3.1866e-05i,-0.00040716+6.6283e-05i,0.0003764+0.00032061i,-0.0034134-0.003814i,0.0011177+0.0025997i,0.0011425+0.0021678i,0.0010295+2.4854e-05i,-0.00040929-0.00095922i,0.0010246-0.0014943i,0.00061195+0.0013473i,0.00019153-0.0013793i,0.00037965-0.003471i,-0.00057025-0.0018412i,2.8407e-05+0.00030782i,0.0012874+0.00012047i,0.00033223-0.00072293i,0.00062771-0.00027193i,-0.00059083+1.0082e-05i,-0.002068+0.00052245i,-0.0010044-0.0019245i,-0.00087559-0.00046616i,0.00040347-0.00059994i,-0.0012416-0.0022624i,-0.0034335-0.0047542i,0.00061835-0.0012469i,-9.3162e-05-0.00061389i,-0.00012617-0.0011867i,-0.0029273+0.0027261i,0.00053719-0.0012311i,0.0010813-0.0010835i,-0.0013539-0.00048602i,0.0024894-0.0053265i,0.012889-0.0016162i,0.027515+0.0019365i,0.03564-0.014618i,0.011061-0.030706i,0.004384-0.0056996i,0.0027973-0.029434i,0.023093-0.021136i,0.017871-0.019473i,0.012374-0.0061214i,0.018163+0.0055566i,-0.003128-0.0024945i,0.0027297+0.0083967i,-0.012268+0.0070329i,-0.0031331-0.0025331i,0.0030679+0.002296i,0.0098014+0.0038711i,-1.0069e-05-0.00083053i,0.0033592+0.0042907i,0.0018869+0.00091129i,0.0030644-0.0064151i,0.00040205-0.0029065i,0.0014048+0.0012605i,-0.0093821-0.005457i,0.0019189+0.0050301i,-0.0075597-0.0053778i,0.0023313+0.001892i,-0.00097855+0.0047012i,-0.00076401+2.0585e-06i,0.0045067-0.0027852i,-0.0025963+0.00097496i,0.0019541+0.0048559i,-0.005724+0.0015131i,0.00024296-0.00058552i,-0.001421+0.0020015i,0.0011187+8.6003e-05i,-0.0058662-0.0094475i,0.0030922+0.0024986i,-0.0026653+0.0007224i,-0.0021659+0.0022247i,0.00291+0.0039656i,-0.00065158-0.0013525i,0.00065174-0.0021551i,-0.0016853-0.0046167i,0.002409+0.0034205i,0.0037263-0.00013211i,0.019004-0.0074945i,-0.02305+0.016165i,0.0049628+0.026177i,-0.00063925+0.001467i,0.0086011-0.0046175i,0.0015488-0.001571i,-0.0019086+0.0093493i
0.011286-0.0060613i,0.022909-0.039636i,-0.019747-0.028306i,-0.010026-0.0018386i,-0.019657+0.0068214i,-0.024739+0.0047537i,-0.012383-0.014124i,0.0061246-0.037946i,-0.0042147-0.016303i,-0.0017519-0.0064301i,-0.00096323+0.001203i,0.00092239+0.0014322i,0.00059624+1.587e-05i,-5.6407e-05+0.00022353i,0.00062007-2.1331e-05i,-0.0035789-0.0027714i,0.0018928+0.0021119i,0.001869+0.0015829i,0.001092-0.00048376i,-0.00059971-0.00063072i,0.00028553-0.0015134i,0.0012521+0.0013154i,-0.00010621-0.0011708i,-0.00060466-0.0031931i,-0.0010783-0.0015492i,0.00016225+0.00035528i,0.0010604-0.00038406i,0.00012547-0.00086478i,0.00051551-0.0003682i,-0.0004726+0.00036994i,-0.0018665+0.0013278i,-0.0013235-0.0013794i,-0.00070109-6.8605e-05i,0.00018054-0.00087388i,-0.0021259-0.0016925i,-0.0040175-0.0034811i,-3.1693e-05-0.0014811i,-0.00031654-0.00040612i,-0.00052632-0.00075213i,-0.0020161+0.0037394i,-9.3058e-05-0.0012315i,0.0006102-0.0013471i,-0.00072507+7.9068e-05i,0.0012246-0.0052162i,0.010646-0.0043838i,0.024266-0.003037i,0.031187-0.019386i,0.0036619-0.031442i,0.0046684-0.0087126i,-0.0041095-0.029705i,0.020087-0.026808i,0.014195-0.024804i,0.013123-0.0076086i,0.017938-0.00173i,-0.0051321-0.0014123i,0.0057883+0.006508i,-0.0084819+0.011488i,-0.0038223-0.0012819i,0.0034821+0.0022236i,0.0096798+0.0014036i,-0.000787-0.0013349i,0.0030728+0.005441i,0.0025408-8.6227e-05i,0.00040658-0.0062573i,-0.00096678-0.0026031i,0.0020331+3.0474e-05i,-0.0092654-0.001013i,0.0043917+0.0033007i,-0.0088139-0.0019349i,0.0019821+0.00070255i,0.0011537+0.0048439i,-0.0010097-1.2934e-06i,0.0018831-0.0055613i,-0.0023296+0.0015672i,0.0018772+0.0017477i,-0.0045622+0.0034046i,-0.0008579-0.0006775i,-0.0010349+0.0022973i,1.4269e-05-0.00043067i,-0.0087676-0.0063291i,0.0025616+0.00065538i,-0.0025093+0.0006729i,-0.0010617+0.0025627i,0.0041054+0.0020166i,-0.00067983-0.0011248i,0.0012187-0.0018472i,-0.0023592-0.0037384i,0.0033342+0.0048013i,0.0031466-0.00033335i,0.0171-0.010797i,-0.021268+0.022238i,0.0076906+0.023051i,-0.004052-8.0782e-05i,0.0049586-0.0058955i,0.0020367-0.0016945i,-0.0016399+0.0073287i
0.009545-0.007276i,0.01692-0.042852i,-0.023404-0.02421i,-0.010903-0.00086115i,-0.018338+0.0088755i,-0.023106+0.008445i,-0.014736-0.011843i,0.00015041-0.03841i,-0.0075014-0.016537i,-0.0027862-0.005834i,2.3733e-06+0.00096512i,0.0014485+0.0011365i,0.00087397-0.0001031i,0.00038511+0.00021147i,0.00065616-0.00041741i,-0.0034236-0.0021513i,0.0030601+0.0011833i,0.0022239+0.00075985i,0.00069578-0.001067i,-0.0005642-0.00027914i,-0.00020194-0.0013099i,0.0019924+0.00071114i,-0.00017788-0.0011003i,-0.001297-0.00289i,-0.0016762-0.0011768i,0.00036806+0.00027743i,0.00077219-0.00060018i,-0.00015078-0.0007481i,0.00031639-0.00045455i,-8.71e-05+0.00074383i,-0.0013043+0.0020641i,-0.0015309-0.00097679i,-0.00056667+0.00013502i,-0.00022261-0.00085455i,-0.0024084-0.00044574i,-0.004091-0.0022291i,-0.00066042-0.0012127i,-0.00046062-0.00015713i,-0.00042354-0.00053523i,-0.00079026+0.0043485i,-0.00038075-0.0010426i,0.00022464-0.0014046i,-0.00010119+0.00024966i,0.00054614-0.0049891i,0.0089478-0.0060536i,0.021426-0.0057399i,0.026747-0.022841i,-0.0029379-0.029946i,0.0036502-0.011037i,-0.011025-0.027296i,0.015424-0.031992i,0.0096532-0.028607i,0.01383-0.0096793i,0.014474-0.0080674i,-0.0066624+0.0010297i,0.0074117+0.0036459i,-0.0037366+0.013832i,-0.004439+0.00030546i,0.0042365+0.002167i,0.0088296-0.00074037i,-0.0014796-0.001465i,0.0040223+0.0066622i,0.0020089-0.0013656i,-0.0011527-0.0053124i,-0.0020991-0.0018203i,0.0020013-0.00084408i,-0.0074496+0.00191i,0.005635+0.00086626i,-0.0085233+0.0016927i,0.0014064+0.00080732i,0.0029717+0.0037102i,-0.0010291+0.00036009i,-0.0013963-0.0064033i,-0.0018711+0.0015659i,0.00034211+0.00039975i,-0.0030733+0.0046239i,-0.0015848+0.00011314i,-0.00087691+0.0024689i,-0.00069067-0.00022874i,-0.010008-0.0028578i,0.001681-0.00037331i,-0.0027924+0.00085751i,-0.00013097+0.0023938i,0.0043825-7.1431e-05i,-0.00033628-0.00090562i,0.0015852-0.0024082i,-0.0031054-0.0035608i,0.0049826+0.0043796i,0.0030631-0.0002905i,0.014609-0.013035i,-0.017216+0.028872i,0.0095852+0.020165i,-0.0077663+0.00087129i,0.0016356-0.0044169i,0.0019647-0.0023372i,-0.0023022+0.0060931i
0.0082723-0.0083552i,0.009957-0.045844i,-0.026277-0.020173i,-0.01161+0.00083151i,-0.017168+0.011575i,-0.020479+0.011694i,-0.016615-0.0093458i,-0.0060534-0.038534i,-0.011167-0.015823i,-0.0036491-0.0051874i,0.00046+0.00041541i,0.0019512+0.00038932i,0.0011963-0.00026923i,0.00092997-0.00036374i,0.00044304-0.00079053i,-0.0035282-0.0016573i,0.0035607-0.0005919i,0.0021808+8.9211e-06i,3.3578e-06-0.0012241i,-0.00023965-0.00010773i,-0.00060947-0.0010357i,0.0021053-0.0002468i,-0.00049097-0.0010941i,-0.0016837-0.0028676i,-0.001963-0.00058058i,0.00052222+0.00012812i,0.0004821-0.00082433i,-0.00032734-0.00050789i,0.00020938-0.00031159i,0.00064148+0.00083236i,-0.00041226+0.0025384i,-0.0017806-0.00050674i,-0.0002+0.00026278i,-0.00045842-0.00071418i,-0.0018903+0.00035015i,-0.0039714-0.0012401i,-0.00089968-0.0007414i,-0.00035499+0.00014173i,-0.00053106-0.00051141i,0.00078589+0.0042828i,-0.00052772-0.00081959i,-0.00020062-0.0015285i,0.00043161-9.3959e-05i,0.00018779-0.0051322i,0.0068881-0.0078316i,0.019667-0.0082077i,0.022214-0.025528i,-0.0083001-0.026568i,0.0030726-0.012486i,-0.016471-0.022232i,0.0095904-0.036428i,0.0051239-0.032311i,0.014258-0.013254i,0.009248-0.011616i,-0.0064245+0.0045232i,0.0076016+0.00051896i,0.00080438+0.013682i,-0.0043785+0.0021293i,0.0055582+0.0015299i,0.0075014-0.0024109i,-0.002403-0.0014725i,0.0066829+0.0069895i,0.0010325-0.0012918i,-0.0020674-0.0044377i,-0.0026228-0.00075955i,0.0019216-0.0015288i,-0.0058356+0.0036711i,0.005583-0.002093i,-0.0067394+0.004593i,0.0020579+0.0012095i,0.003826+0.0021596i,-0.00092142+0.00035546i,-0.0047377-0.0056057i,-0.0018315+0.0016092i,-0.00061006+0.0010428i,-0.0013691+0.0052397i,-0.0014507+0.00089945i,-0.0005905+0.0031457i,-0.00091283+1.1705e-05i,-0.010179+0.00027309i,0.00071447-0.00072715i,-0.0033813+0.0017031i,0.00010638+0.0021316i,0.0039426-0.0024999i,-0.00023988-0.0015992i,0.0014681-0.003319i,-0.0041173-0.0026976i,0.006422+0.0030963i,0.0032571-0.00052857i,0.012005-0.014658i,-0.009318+0.033081i,0.011259+0.016804i,-0.010027+0.0037307i,0.00010903-0.0015527i,0.0012561-0.0022806i,-0.0031377+0.0056277i
