-0.030484-0.040025i,-0.022466-0.019334i,-0.013451-0.035475i,-0.029949-0.019849i,-0.022371+2.0045e-05i,-0.013603-0.0053612i,-0.055438-0.058092i,-0.047388-0.017295i,-0.038309-0.014029i,0.010367+0.011636i,-0.0077824+0.0056154i,-0.018972+0.019024i,0.0026557+0.011364i,-0.0060524-0.0029058i,0.00024597+0.0011524i,-0.0014316+0.030233i,0.0277+0.027742i,0.0022682-0.0018777i,-0.0024089-0.0063017i,0.0079154+0.0024694i,0.0026193+0.0010517i,0.00025993+0.0037179i,-0.00034007+0.00029678i,-0.037267-0.011289i,-0.00025681-0.0075638i,0.0012884+0.0022812i,0.006282+0.0015093i,0.0019729+0.00053442i,0.0011537-0.00056845i,-0.00039876-0.0025632i,0.0015686-0.0025147i,-0.002675-0.0055315i,-0.00020343-0.0049239i,0.0029359-0.00081877i,0.0046964-0.0028649i,0.0025127+0.029855i,0.0038333-0.0033106i,0.0031071-0.0017065i,0.0081282-0.0012568i,-0.0048768-0.0020637i,-0.00018492+0.0011461i,0.0092668+8.8192e-05i,0.0039257-0.0025606i,-0.0014329+0.0090187i,-0.018644-0.0078447i,-0.018664+0.014245i,-0.0043896-0.061386i,-0.0055506-0.027113i,-0.026917-0.03268i,-0.011258-0.026757i,0.054044-0.021496i,0.016387-0.043151i,0.022133-0.049347i,0.0051295-0.055191i,0.025999-0.021089i,0.0083806+0.0059966i,0.024269-0.034488i,-0.0081548-0.0065319i,0.0040193-0.0046727i,-0.0047044-0.0071896i,-0.0023001-0.033191i,-0.01837+0.030041i,0.0082654-0.01228i,-0.0091832-0.0038573i,-0.0042709-0.0015281i,0.00065243-0.013039i,-0.011656+0.0047643i,0.0027098+0.010373i,-0.0048625+0.026753i,0.0045409+0.0026225i,-0.0054193-0.001786i,-0.0022061-0.0019742i,-0.0128-0.0076276i,-0.00037959-0.0043202i,-0.035599+0.0015417i,0.00087765-0.010858i,-0.0083592+0.0002048i,-0.0066453-0.0026704i,0.0053535+0.0013032i,-0.0080149-0.0006391i,0.0019595-0.00036845i,0.0037624+0.0068772i,0.0043933+0.00044193i,-0.0085713-0.01317i,0.0029058+0.0093131i,-0.015136+0.0048275i,0.0071019+0.00022357i,-0.022459+0.0003889i,-0.017499+0.0053075i,-0.0084593-0.066186i,0.0071963-0.013128i,-0.049497-0.022522i,-0.02151+0.0012302i,0.01745+0.011168i,-0.022563+0.015109i,-0.019407-0.0047254i
0.021446-0.027013i,0.010894-0.016053i,0.010652-0.019606i,0.0023227-0.010966i,0.00062069-0.018626i,-0.0053678-0.004212i,0.011642-0.016603i,-0.007407-0.013393i,-0.010558-0.0093506i,0.0050397-0.0011655i,-0.00059351-0.00060334i,-0.0012462+0.00086702i,0.0023441-0.00037629i,0.00013781-0.00082495i,-0.00031155-0.0011124i,0.00224-0.0038501i,-0.0051669+0.0026193i,-0.00079542-0.00084614i,-3.9791e-05-1.3529e-05i,1.2679e-05+0.0015726i,-0.00042317+0.0021951i,-0.00077751+0.00083199i,0.0011702+0.00045077i,-0.0020359+0.0036113i,7.5059e-05-0.0025335i,-0.00057121+0.00015873i,-0.0001627+0.0006292i,0.00078057-0.00065196i,0.0011769+0.000123i,5.6019e-05-0.00081263i,0.0015487-0.0016209i,0.0034064-0.00031915i,0.0015733+0.00023571i,0.0003185-0.00092122i,0.0026723-0.00017234i,0.0074097-0.0018703i,-0.00017638+0.00039012i,-9.0794e-05+0.00028512i,0.00053614-0.0012599i,0.00092851-0.0013864i,0.00085688+0.0022638i,0.001605+0.0013286i,0.0014229-0.002041i,0.0020921+0.0022978i,-0.00027199-0.02723i,0.0072141+0.0012739i,0.020489+0.0042424i,0.0053114+0.0063001i,-0.0087801-0.02175i,0.0080784+0.0070376i,0.012801+0.01548i,0.0026489+0.01583i,0.019509+0.0053657i,0.0028661+0.0066289i,0.00038923-0.0081788i,0.0017491-0.0029831i,0.0011305-0.0047634i,0.0083767+7.8826e-05i,0.00094031+0.0042359i,-0.0073454+0.011397i,-0.0044824-0.0060744i,0.0048521+0.0097566i,-0.0027623-0.001041i,-6.6161e-05+0.0018149i,-8.1497e-06+0.0015545i,-0.0025532-0.0027139i,0.0051379-0.0030991i,-0.0043917-0.0012755i,0.004348-0.00018834i,-0.0060284+0.0028997i,-0.0016372+0.00015382i,0.0012215-0.0010289i,-0.0052257-0.0014342i,-0.0034772-0.00075809i,-0.013247-0.0089695i,0.003491-0.0029992i,-0.0028902-0.00070972i,-0.0010139+0.00179i,-0.0033114+0.0028023i,0.0090839+0.0024979i,-0.0040682+0.00054333i,-0.0015056-0.0050536i,-0.003377-0.00027528i,-0.0022542-0.00095968i,0.0036882-0.0039513i,0.0034311+0.00060546i,0.0020656-0.0012721i,-0.0014127+0.0068567i,0.001926+0.0045318i,0.02138-0.0036314i,-0.024111-0.0019994i,-0.031375+0.020291i,-0.0058535+0.011091i,0.0012365+0.0025889i,0.0061269-0.004194i,-0.013058-0.0012511i
0.016192-0.029029i,0.0077413-0.01838i,0.0068794-0.02095i,0.00015879-0.010439i,-0.0033281-0.018716i,-0.005492-0.0033676i,0.0071422-0.019638i,-0.0093469-0.011355i,-0.011802-0.0073652i,0.0045864-0.0026484i,-0.00081049-0.00082635i,-0.00058795+0.001368i,0.0018638-0.00073182i,0.00023097-0.00042223i,-0.00041409-0.0010648i,0.0014695-0.0039368i,-0.0038705+0.0041399i,-0.0010795-0.00059468i,-0.00021403-4.3667e-05i,0.00036695+0.0014689i,0.00038496+0.002283i,-0.00047205+0.00096544i,0.0012552+3.3092e-05i,0.00021836+0.0034541i,-0.00063766-0.0022087i,-0.0003685+0.00039033i,0.00021513+0.0011756i,0.00048815-0.00072723i,0.0011578-0.00015634i,-0.00010582-0.00061169i,0.00088179-0.0022485i,0.0033099-0.0014815i,0.001697-0.00029693i,-0.00010302-0.00087867i,0.0029761-0.0011828i,0.0065578-0.0036512i,-9.0837e-05+0.00057205i,-2.8265e-06+0.00027929i,0.00038107-0.0010704i,0.00047583-0.0021148i,0.0015996+0.0018134i,0.0019866+0.00050936i,0.00076633-0.0019606i,0.0031306+0.0019553i,-0.0046095-0.025704i,0.0073007+0.0013098i,0.021226+0.0013682i,0.0073965+0.0027331i,-0.013465-0.017335i,0.011885+0.0036879i,0.016057+0.011093i,0.0054254+0.011093i,0.017862-0.0021611i,0.006123+0.0024952i,-0.0023393-0.0080103i,-0.0011115-0.0034965i,-0.00083637-0.0059168i,0.0060756-0.0025919i,0.0019481+0.0035098i,-0.001897+0.01364i,-0.0056008-0.0028514i,0.0061979+0.0073987i,-0.0029777+0.0001099i,0.0010287+0.0026652i,0.0011552+0.0015073i,-0.0041958-0.0016131i,0.0049909-0.0062001i,-0.0050178-0.00014406i,0.0046793-0.0021382i,-0.0039461+0.0056384i,-0.0012741-0.00044038i,0.00038267-0.0017203i,-0.0042414+0.0015776i,-0.0031501+0.0002049i,-0.014181-0.0030353i,0.0015682-0.0035596i,-0.0025779+0.00015334i,-0.0013294+0.0012373i,-0.0019477+0.0036274i,0.010512-0.00092527i,-0.0033847+0.0024923i,-0.0031278-0.0042886i,-0.0027121+0.00036387i,-0.0024895+0.00018205i,0.00087431-0.0039003i,0.0035987-0.0008955i,0.0021324-0.0014335i,0.00037263+0.0062658i,0.0016183+0.0039093i,0.018901-0.0095409i,-0.023005+0.0031494i,-0.028306+0.02725i,-0.0044331+0.0086711i,0.0030064+0.0046587i,0.0043453-0.004047i,-0.014284+0.0014175i
0.011447-0.030089i,0.0038021-0.020257i,0.0028564-0.021582i,-0.0013522-0.0095279i,-0.0072623-0.017965i,-0.0054233-0.0028828i,0.0024124-0.021349i,-0.010681-0.0093848i,-0.012773-0.0052834i,0.00352-0.0037877i,-0.0013561-0.00080895i,0.00022459+0.0015706i,0.0013946-0.00074637i,0.00072352-0.00023897i,-0.00063054-0.0010494i,0.00071794-0.0039478i,-0.0021087+0.004871i,-0.0014123-0.00022731i,-0.00038174+0.00010603i,0.00066031+0.0011639i,0.0012519+0.0016803i,-0.00030771+0.00096074i,0.0011652-0.00044756i,0.0019094+0.0022692i,-0.0008989-0.0017936i,-4.6915e-05+0.00046932i,0.00092432+0.0010703i,0.00016168-0.00071231i,0.0010749-0.00042138i,-0.00028851-0.00053375i,3.146e-05-0.0025698i,0.0026402-0.0027292i,0.0014884-0.00099487i,-0.00037947-0.00061538i,0.0027259-0.0026426i,0.005363-0.0053145i,0.00023701+0.00068654i,7.2456e-05+0.00030127i,0.0002702-0.0012092i,-0.00036311-0.0024955i,0.0021877+0.0010796i,0.0018825-0.00027452i,0.00029777-0.0017916i,0.0037875+0.00093502i,-0.0081922-0.023897i,0.0090511+0.0011684i,0.02206-0.0017964i,0.0079787-0.00080776i,-0.015687-0.012338i,0.01486-0.0009534i,0.017698+0.006365i,0.0073174+0.0071611i,0.014201-0.0068832i,0.0072888-0.00083825i,-0.0050152-0.0063782i,-0.0038593-0.0021501i,-0.0042579-0.0060684i,0.003073-0.0036724i,0.0021019+0.0025759i,0.0028183+0.013013i,-0.0050709-0.00033777i,0.0063586+0.0046889i,-0.0027106+0.002047i,0.0023076+0.002767i,0.0017292+0.00093677i,-0.0049786+0.0004231i,0.0029757-0.0079512i,-0.004671+0.0012871i,0.0042572-0.0037981i,4.0845e-05+0.0062839i,-0.0017011-0.00095153i,-0.00055509-0.001532i,-0.0026324+0.0030174i,-0.0022564+0.00092631i,-0.01313+0.0020791i,0.00057683-0.003832i,-0.0019901+0.0006903i,-0.0013154+0.0017506i,-0.0002146+0.0035236i,0.010229-0.0051492i,-0.0018262+0.0036955i,-0.0044602-0.0028948i,-0.0023228+0.00046537i,-0.0019538+0.0011054i,0.0001874-0.0026791i,0.0027829-0.0020742i,0.0024689-0.0018233i,0.00062643+0.0046151i,0.0014587+0.0038431i,0.016593-0.013368i,-0.020069+0.0067408i,-0.022229+0.03322i,-0.0046517+0.0070056i,0.0057121+0.0046676i,0.0027394-0.0028724i,-0.013579+0.0041472i
0.006912-0.030895i,-0.0005967-0.020798i,-0.00096972-0.021734i,-0.002165-0.0089806i,-0.010938-0.015952i,-0.0055891-0.0025922i,-0.0027435-0.021577i,-0.011499-0.0074437i,-0.013089-0.0027938i,0.0021983-0.0044079i,-0.001967-0.0001313i,0.0010254+0.0010497i,0.0012924-0.00057763i,0.0010384-0.00073688i,-0.00089996-0.00084063i,-5.0955e-05-0.0037218i,-0.00064145+0.0047825i,-0.0015344+0.00052807i,-0.00029774+0.00052899i,0.00078971+0.00074059i,0.0014448+0.0008136i,-0.00032672+0.0009908i,0.00080934-0.00082021i,0.0028769+7.2131e-05i,-0.0010722-0.0015685i,0.00010816+0.00035985i,0.001256+0.00064003i,-1.1714e-05-0.0005957i,0.00095449-0.00072381i,-0.00058079-0.0003132i,-0.00097744-0.0026372i,0.0013995-0.0034453i,0.0010201-0.0015196i,-0.00047992-0.00047079i,0.0015044-0.0041371i,0.0037885-0.0066641i,0.00071372+0.00046064i,0.00021633+0.00039255i,5.0123e-05-0.0012626i,-0.0013182-0.0025669i,0.0023507+0.00020434i,0.0016224-0.00075998i,-0.00020757-0.0015793i,0.0038931+0.00015333i,-0.011204-0.021919i,0.011543-0.0011429i,0.022609-0.0054329i,0.0079321-0.0036866i,-0.015106-0.0072987i,0.015868-0.0074577i,0.018232+0.0019105i,0.008228+0.0026147i,0.011028-0.0097941i,0.0083589-0.0040346i,-0.0062327-0.0036923i,-0.0055103+0.00040021i,-0.0080206-0.0048641i,0.00080013-0.0035089i,0.0020416+0.0022925i,0.0064048+0.01136i,-0.0039688+0.0014942i,0.0053335+0.0021461i,-0.00047925+0.0037313i,0.0035869+0.0022515i,0.0024626+0.00041526i,-0.004573+0.0026745i,0.00060995-0.0090959i,-0.0039292+0.0021626i,0.0030646-0.0056836i,0.0025972+0.0041802i,-0.0026924-0.00090361i,-0.00093139-0.0011579i,-0.00090716+0.0040279i,-0.0014246+0.0010715i,-0.010106+0.0064619i,-0.00079536-0.0043522i,-0.001206+0.00082138i,-0.00093553+0.0015611i,0.00095594+0.0025068i,0.0082263-0.0095035i,0.00046109+0.0040002i,-0.0046299-0.00099291i,-0.0023154+0.00072996i,-0.001505+0.0016423i,0.00011823-0.0022079i,0.0017561-0.0022835i,0.0027268-0.0025915i,0.00027767+0.0043794i,0.0017141+0.0041818i,0.013394-0.017135i,-0.017862+0.0073765i,-0.01398+0.036021i,-0.0048272+0.0070286i,0.0073999+0.0037537i,0.0025221-0.0013811i,-0.012004+0.0058136i
0.0020612-0.031109i,-0.0047581-0.019917i,-0.0049868-0.021153i,-0.0032939-0.0089949i,-0.013452-0.013431i,-0.0059336-0.0023808i,-0.0071724-0.020023i,-0.011994-0.0056467i,-0.012558-0.00052558i,0.00068604-0.0043804i,-0.001941+0.00090999i,0.0012489+0.00038521i,0.0014536-0.00062499i,0.00051382-0.00095125i,-0.0010143-0.00047047i,-0.00084807-0.00325i,0.00060617+0.004606i,-0.0010416+0.0012336i,-3.235e-05+0.00064677i,0.00058127+0.00041633i,0.0012753+0.00011405i,-2.8105e-05+0.0010299i,0.00045059-0.00097767i,0.002125-0.0019188i,-0.0015118-0.0014376i,0.00016939+0.00025305i,0.0014284+0.00027018i,-4.3004e-05-0.00045665i,0.00065768-0.001026i,-0.0006358+0.0001535i,-0.0020612-0.002189i,0.00021041-0.0036574i,0.00022907-0.0017975i,-0.00058032-0.0002627i,-0.00069426-0.0044745i,0.0019973-0.0075805i,0.0007679+1.3964e-05i,0.00041286+0.00019822i,-0.00016619-0.0011877i,-0.0024031-0.0021534i,0.0022096-0.00068004i,0.0013283-0.0011517i,-0.00056705-0.0012932i,0.0040494-0.0005466i,-0.013611-0.020059i,0.012557-0.0051826i,0.022608-0.0095858i,0.0077322-0.00724i,-0.01234-0.0033294i,0.014079-0.014449i,0.017915-0.0020601i,0.0073208-0.001583i,0.0075325-0.011222i,0.0087514-0.0078979i,-0.0063232-0.0021754i,-0.0055965+0.0036284i,-0.011609-0.0013181i,-0.00092416-0.0027859i,0.0021866+0.00219i,0.0094462+0.0089199i,-0.0025763+0.0024072i,0.0034348+0.0011627i,0.0022551+0.0026208i,0.0051012+0.00088971i,0.0028852-0.00060793i,-0.0030101+0.0048549i,-0.0025205-0.010156i,-0.0035328+0.0032759i,0.0011081-0.0069862i,0.0029663+0.0024399i,-0.0035222-5.5285e-05i,-0.001207-0.0009079i,0.0020237+0.0039486i,-0.001046+0.00058482i,-0.0055503+0.0088355i,-0.0032117-0.0042111i,-0.00069713+0.00044276i,-0.00065919+0.0013643i,0.0012512+0.0012638i,0.0044685-0.012802i,0.0025194+0.0027484i,-0.0038102+0.00017965i,-0.0020811+0.0010587i,-0.00091326+0.002634i,-0.00050916-0.0017165i,0.00089811-0.0022832i,0.0022493-0.0036488i,5.9135e-05+0.0045193i,0.0024014+0.0041592i,0.0092039-0.019642i,-0.018844+0.0074701i,-0.0070042+0.034804i,-0.0040124+0.0067099i,0.0085373+0.002205i,0.0031526-0.00067791i,-0.010175+0.0066927i
-0.0022523-0.030373i,-0.0081528-0.018295i,-0.0085542-0.019666i,-0.0046485-0.0085417i,-0.015703-0.011044i,-0.0064713-0.0021057i,-0.010216-0.018047i,-0.012411-0.0040925i,-0.011479+0.0011195i,-0.00030567-0.0037836i,-0.0012079+0.0017023i,0.0011918-1.6631e-05i,0.0014605-0.00085936i,0.0003403-0.00067128i,-0.00097201-0.00022913i,-0.0014115-0.002454i,0.0020135+0.0041947i,-0.00041322+0.0013806i,0.00026835+0.00071295i,0.00044071+0.00045422i,0.00091802-0.0003923i,0.00013448+0.00088591i,4.1445e-05-0.0010999i,0.00079002-0.0030928i,-0.0021672-0.00095177i,0.00012708+0.00025374i,0.0015737-0.0002459i,-0.00013449-0.00042792i,0.00024079-0.0011065i,-0.00044659+0.00047433i,-0.0028335-0.0012616i,-0.0011969-0.0035556i,-0.00052874-0.0015249i,-0.00048349-3.4882e-05i,-0.0021967-0.0036254i,-2.7472e-05-0.0080137i,0.0006828-6.4705e-05i,0.00041633+2.4856e-05i,-0.00031061-0.0011126i,-0.0033232-0.0011991i,0.0017148-0.0013593i,0.00097607-0.0014762i,-0.00085154-0.00077845i,0.0040096-0.0015674i,-0.016009-0.018374i,0.011767-0.0093662i,0.021544-0.014149i,0.0053966-0.01108i,-0.0077677-0.0028025i,0.0089366-0.019884i,0.017423-0.0053915i,0.0059045-0.0041346i,0.0051577-0.010239i,0.0075166-0.012054i,-0.0067643-0.00073917i,-0.0036365+0.0064271i,-0.013241+0.0039179i,-0.0023698-0.001836i,0.0025161+0.0021763i,0.01079+0.0053641i,-0.0011165+0.0024584i,0.0020369+0.0010483i,0.0024238+0.00054055i,0.0054257-0.0014867i,0.0026562-0.0022769i,9.5155e-05+0.0059682i,-0.0070435-0.0083141i,-0.0021364+0.0051337i,-0.0020944-0.0073136i,0.0037877+0.0015184i,-0.0039264+0.001431i,-0.0013439-0.00056596i,0.0047423+0.0008508i,-0.00087013+0.00015863i,-0.00051179+0.0080879i,-0.0053155-0.0022263i,-0.00064291-8.4914e-05i,-0.00089+0.0011583i,0.0012553+0.00040423i,-0.00079224-0.014343i,0.0035374+0.0005015i,-0.0034271+0.00065155i,-0.001957+0.0014582i,0.0008601+0.0028523i,-0.00029482-0.00068093i,0.00016592-0.0018413i,0.0011689-0.0045562i,0.0001303+0.0049394i,0.0027743+0.0037888i,0.0046928-0.02014i,-0.020095+0.010473i,-0.001896+0.032982i,-0.0036309+0.0055157i,0.0092945+0.00027188i,0.0035973-0.00093846i,-0.0085909+0.0065226i
-0.006246-0.029413i,-0.010684-0.01629i,-0.011597-0.017694i,-0.0057227-0.007888i,-0.017609-0.0078788i,-0.0071206-0.001573i,-0.012771-0.016373i,-0.012791-0.0024354i,-0.010355+0.0019191i,-0.00077595-0.0030566i,-0.00031568+0.0021222i,0.0010676-0.00026495i,0.0014182-0.0010525i,0.00055799-0.00057244i,-0.00091728-4.3037e-05i,-0.0015645-0.0016275i,0.0030516+0.0032519i,7.0168e-05+0.0012973i,0.00061461+0.00063042i,0.00051454+0.00057398i,0.0004036-0.00066733i,0.00016309+0.00089607i,-0.0003782-0.00092062i,-0.00052573-0.0033095i,-0.0023311-8.3927e-05i,0.0002559+0.00031002i,0.0013073-0.00085055i,-0.00017593-0.00032661i,-6.8927e-05-0.0010245i,-0.00014509+0.00069718i,-0.0031374-0.00018267i,-0.002397-0.0026907i,-0.00093757-0.0010821i,-0.00034139+6.3476e-05i,-0.0031285-0.0026871i,-0.0020363-0.0076752i,0.00085281-0.00024062i,0.00039733-5.8473e-05i,-0.00061554-0.00098425i,-0.0038002+0.0001072i,0.0011001-0.0018078i,0.00044344-0.0016543i,-0.00089291-0.00020283i,0.003607-0.0023691i,-0.018661-0.016254i,0.0095345-0.012757i,0.019152-0.018373i,0.0016561-0.013295i,-0.0054154-0.0056027i,0.0029406-0.022427i,0.017199-0.0090114i,0.0050884-0.0065127i,0.0051851-0.0095113i,0.0057032-0.015081i,-0.0073753+0.0006182i,-0.00071602+0.0075197i,-0.011952+0.010284i,-0.0033483-0.00061597i,0.0029385+0.0019371i,0.010982+0.0026535i,-0.00020782+0.0019576i,0.00054838+0.0018059i,0.0021142-6.1982e-05i,0.004007-0.0036762i,0.0011255-0.0034394i,0.0029968+0.0048774i,-0.0091862-0.0038414i,0.00083253+0.0055081i,-0.0047445-0.005684i,0.0040648-0.00052041i,-0.0035117+0.0032862i,-0.0014045-0.00034006i,0.0041407-0.0029009i,-0.0012294+6.5381e-05i,0.0021664+0.0050111i,-0.005489+0.00015076i,-0.0010369-0.00057566i,-0.0010396+0.0015237i,0.00079863-0.00036162i,-0.0067184-0.013079i,0.0028615-0.0018315i,-0.0032635+0.0011343i,-0.0016454+0.002209i,0.0022864+0.0019246i,0.00029231-0.001048i,-1.9373e-05-0.00096554i,-6.1854e-05-0.0048755i,0.00015829+0.0058568i,0.0032991+0.0034537i,0.0019967-0.019715i,-0.019934+0.014358i,0.0023246+0.030908i,-0.0041567+0.0038651i,0.0086342-0.0025033i,0.0034529-0.00089838i,-0.0080063+0.0057448i
-0.010395-0.028047i,-0.012532-0.014175i,-0.014249-0.015313i,-0.0067082-0.0073874i,-0.018595-0.0044294i,-0.0078661-0.00080067i,-0.015331-0.014482i,-0.012799-0.00059925i,-0.0095519+0.0023195i,-0.0010216-0.0026119i,0.00068654+0.002193i,0.0010248-0.00045654i,0.001366-0.0012812i,0.00068087-0.00074972i,-0.00081229+0.0001318i,-0.0013258-0.00096647i,0.0037174+0.0022392i,0.00055128+0.0011348i,0.00088267+0.0003152i,0.00076832+0.00055391i,-0.00036172-0.00045102i,0.00044133+0.00090213i,-0.00060378-0.00063699i,-0.0015372-0.0029721i,-0.0020965+0.00075108i,0.00034124+0.00020558i,0.00066198-0.0011462i,-0.00017071-0.00028975i,-0.00036396-0.00083126i,0.0001441+0.00069147i,-0.0031063+0.00096135i,-0.0029399-0.0014345i,-0.00098803-0.00063703i,-0.00025196+5.3121e-05i,-0.0039166-0.0014111i,-0.0036917-0.0064746i,0.00071808-0.00061985i,0.0003491-7.1474e-05i,-0.00083409-0.00051475i,-0.0037198+0.001461i,0.00026765-0.0019402i,-0.00016235-0.0017795i,-0.00061817+0.00025676i,0.0030293-0.0026609i,-0.020899-0.013269i,0.0062568-0.014877i,0.015866-0.021647i,-0.002358-0.013668i,-0.0056463-0.0077856i,-0.0034021-0.023237i,0.016323-0.013402i,0.0036066-0.0093025i,0.0057019-0.010409i,0.0032078-0.01838i,-0.0081071+0.0024948i,0.0020767+0.0070405i,-0.0073456+0.014901i,-0.0037176+0.00064684i,0.0031392+0.001622i,0.010944+8.6943e-05i,0.0002115+0.0014846i,0.00045524+0.0032823i,0.0023484-0.00085657i,0.0020776-0.0042627i,-0.0003698-0.0034609i,0.0046487+0.002908i,-0.0088488+0.00026835i,0.0032571+0.0041038i,-0.0064759-0.0034561i,0.0028695-0.0022551i,-0.001768+0.0047069i,-0.0017337-9.2622e-05i,0.0015481-0.0053239i,-0.0016196+0.00033402i,0.0024992+0.002005i,-0.0048167+0.0022029i,-0.0018439-0.00060039i,-0.00084625+0.0016636i,-7.0853e-05-0.00066149i,-0.010625-0.0094359i,0.0012708-0.0031145i,-0.0027941+0.0015276i,-0.00066058+0.0027171i,0.0029626+0.0003942i,-0.00019222-0.0012045i,0.00064174-0.00056403i,-0.0011493-0.0045979i,0.0016276+0.0072558i,0.0035523+0.0029948i,-0.0011127-0.019628i,-0.018772+0.018618i,0.0058199+0.02828i,-0.0059902+0.0030022i,0.0059342-0.004009i,0.0037514-0.0011972i,-0.0086455+0.0052817i
-0.014238-0.025654i,-0.014028-0.012412i,-0.016239-0.0124i,-0.0077979-0.0068074i,-0.018975-0.0012171i,-0.0083813+0.00040764i,-0.017422-0.012191i,-0.012417+0.0010903i,-0.0092132+0.0025391i,-0.0011488-0.0022176i,0.0016951+0.0017454i,0.0010399-0.00046349i,0.0011905-0.0014905i,0.00066129-0.00086491i,-0.00072831+0.00025007i,-0.00092369-0.00084629i,0.0043635+0.0010522i,0.00085738+0.00079118i,0.00086937-0.0001706i,0.0010459+0.00047577i,-0.00056995+4.38e-05i,0.00088262+0.00069313i,-0.00061736-0.0003709i,-0.0021738-0.0026619i,-0.0017138+0.0012834i,0.00044487+9.2648e-05i,0.00013438-0.00098921i,-0.00028193-8.6421e-05i,-0.00057312-0.00058043i,0.00047667+0.00066371i,-0.0026016+0.0021633i,-0.002973-0.000397i,-0.0010466-0.00030596i,-0.00024303+0.00018004i,-0.0040636+0.00021539i,-0.0046843-0.0049194i,0.00037751-0.00075158i,0.00029685-0.00010374i,-0.000623-0.00024778i,-0.0031003+0.0027789i,-0.00030527-0.0017042i,-0.00062567-0.0016329i,-0.00016757+0.00041743i,0.0027999-0.0029244i,-0.022235-0.0099975i,0.0033592-0.01504i,0.012381-0.023957i,-0.0059993-0.012879i,-0.0072485-0.0088264i,-0.0098402-0.021247i,0.014006-0.017955i,0.0019387-0.011534i,0.0056174-0.011681i,-0.0010559-0.02052i,-0.0083093+0.0051172i,0.004063+0.0054984i,-0.0016625+0.016896i,-0.0039681+0.0020667i,0.0034827+0.001565i,0.010071-0.0024472i,0.00029891+0.00099112i,0.0014869+0.0048154i,0.0018309-0.0018659i,0.00098171-0.0038579i,-0.001753-0.0028972i,0.0051937+0.00085088i,-0.0066715+0.0030678i,0.0047375+0.0019545i,-0.007052-0.00047348i,0.0014217-0.0024986i,0.00056629+0.004773i,-0.0017314+0.0005416i,-0.0014011-0.0059601i,-0.0016505+0.00036809i,0.0011479+0.000303i,-0.0035802+0.0036307i,-0.0025417+0.00016496i,-0.00094949+0.0019749i,-0.00058615-0.00032338i,-0.012759-0.0050346i,-0.00064115-0.0035292i,-0.0024715+0.0017751i,0.0002624+0.0025303i,0.0029232-0.0011819i,-0.0002704-0.001019i,0.0014032-0.00098867i,-0.0023666-0.0047022i,0.0035669+0.007049i,0.003918+0.0027208i,-0.0032295-0.018785i,-0.01555+0.023926i,0.0085603+0.025666i,-0.0080955+0.0036271i,0.0032256-0.0031655i,0.0034806-0.0019722i,-0.0094408+0.0055871i
-0.01708-0.022825i,-0.015985-0.011012i,-0.017415-0.0097926i,-0.0088182-0.0058329i,-0.018803+0.0024541i,-0.0084001+0.0018105i,-0.019251-0.0095896i,-0.011899+0.0024199i,-0.009349+0.0030809i,-0.0010549-0.0021362i,0.0023133+0.00085792i,0.0011902-0.00077453i,0.001032-0.0016046i,0.0008787-0.0013524i,-0.00063046+0.00036026i,-0.00077113-0.00092311i,0.0045141-0.00054794i,0.0008842+0.00044638i,0.0006838-0.00054389i,0.0014644+0.00016775i,-0.00050467+0.00040672i,0.00093373+0.00025386i,-0.00063501-0.00021181i,-0.0027163-0.0025015i,-0.0012258+0.0016569i,0.00050251-7.13e-05i,-0.00014089-0.000827i,-0.00028973+0.00014096i,-0.00067773-0.00024215i,0.00081489+0.00046722i,-0.0016311+0.0030589i,-0.0028327+0.00064164i,-0.00090055-7.0249e-05i,-6.5282e-05+0.00022068i,-0.0034456+0.0014922i,-0.0051491-0.0034189i,0.00024083-0.00070005i,0.00043542-5.5949e-05i,-0.00054995-0.0002764i,-0.0018414+0.0036121i,-0.00068829-0.0013951i,-0.0010675-0.0014266i,0.00017364+0.00024432i,0.0026685-0.0034852i,-0.022987-0.006702i,0.0018875-0.014714i,0.0088637-0.025606i,-0.0089851-0.010537i,-0.0081036-0.0083071i,-0.014733-0.016398i,0.010346-0.021995i,0.00015515-0.013921i,0.0055641-0.013548i,-0.0055766-0.020438i,-0.0068685+0.0084283i,0.0050881+0.0035141i,0.0036229+0.016093i,-0.0035367+0.0035972i,0.0044031+0.0012274i,0.0085599-0.0047626i,0.0001589+0.00062203i,0.0037245+0.0049847i,0.00084782-0.0018148i,0.00036509-0.0037365i,-0.0026016-0.0020671i,0.0051006-0.0010188i,-0.0048923+0.0043347i,0.0049942-0.00070446i,-0.0062638+0.0022089i,0.00087982-0.0020162i,0.0022152+0.0037732i,-0.0013903+0.00086339i,-0.0043417-0.0050532i,-0.0018717+0.00064213i,0.00010931+0.00056128i,-0.0018868+0.0044345i,-0.0023781+0.0012203i,-0.00067042+0.0029102i,-0.00050408-0.00011198i,-0.013263-0.00070369i,-0.0024614-0.0028676i,-0.0023612+0.0023361i,0.00072025+0.0023456i,0.0024519-0.0030948i,-0.00029767-0.0014539i,0.0016028-0.001766i,-0.0038912-0.0038507i,0.0054674+0.005999i,0.0045117+0.0023824i,-0.0051277-0.017976i,-0.0092118+0.027159i,0.011417+0.022693i,-0.0095636+0.0051843i,0.0019689-0.001374i,0.0026166-0.0020435i,-0.010042+0.0065011i
