-0.023315-0.019306i,-0.032024-0.034144i,-0.022504-0.019921i,-0.032173-0.020844i,-0.024168+0.0038192i,-0.028821-0.01872i,-0.055086-0.048518i,-0.04159-0.044431i,-0.030028-0.02384i,0.0051577+0.0056747i,-0.0036338+0.0068016i,-0.010813+0.011185i,0.0041351+0.0069447i,-0.0039057-0.0028655i,0.0029075+0.0019507i,0.0014767+0.029214i,0.024952+0.031845i,-3.9203e-06+7.3976e-05i,-0.0029727-0.0026842i,0.0074741+0.0038592i,0.0021163+0.0004815i,-0.00019025+0.0025078i,-0.00065971+0.00013782i,-0.031905-0.0024988i,-0.0033489-0.0051257i,3.6891e-05+0.0024842i,0.0039772-0.00082002i,0.00078772-0.00035172i,-0.00064404-0.0005408i,-0.00099237-0.0020657i,-0.0021404-0.00068961i,-0.0038884-0.0038227i,-0.0030369-0.0050416i,0.00042498-0.0016141i,0.00059243-0.0032141i,-0.0015907+0.025679i,0.0020222-0.0029047i,0.0024144-0.0040103i,0.0046635-0.0022216i,-0.0058966-0.0018025i,0.000602+0.0014008i,0.010049-0.00060317i,-0.0014764+0.00014246i,-0.0031196+0.0017356i,-0.0082199-0.00298i,-0.018728+0.021765i,-0.0085688-0.087126i,-0.0026824-0.061541i,-0.020953-0.054118i,-0.01154-0.045812i,0.052785-0.026771i,0.023968-0.066767i,0.040681-0.054951i,0.018426-0.039993i,0.025786-0.02017i,0.01242+0.011838i,0.025085-0.02881i,-0.011245-0.00082935i,-0.0011131-0.00026956i,-0.0085446-0.0013982i,-0.0049947-0.029725i,-0.021189+0.026212i,0.0072771-0.0097475i,-0.010421-0.0031022i,-0.0025096-0.0017235i,-0.00094468-0.014696i,-0.0082251+0.0054032i,0.0061937+0.010345i,-0.01063+0.029639i,0.006496+0.0075105i,-0.0035123-0.0018645i,-0.0022243-0.0014151i,-0.01246-0.0062249i,0.00040704-0.0042978i,-0.03355+0.0031659i,0.0030778-0.0090483i,-0.0074232-0.0020921i,-0.0053693-0.0028695i,0.0068268+0.0022643i,-0.010124+0.00028876i,0.002472-0.00049647i,0.0060953+0.0077771i,0.0055074+0.001263i,-0.0074614-0.0096252i,0.0029596+0.0083847i,-0.019837+0.0074904i,0.0030697+0.0059764i,-0.021417-0.0091628i,-0.026942-0.0050368i,0.010115-0.061623i,0.018372-0.01567i,-0.050519-0.028654i,-0.021854+0.0008185i,0.018881+0.010636i,-0.026699+0.011889i,-0.012353-0.0080792i
0.0022364-0.0069027i,0.007815-0.032133i,-0.015483-0.016782i,-0.01061-0.015366i,-0.011149-0.016556i,-0.010638-0.01268i,0.015497-0.013923i,0.013625-0.016342i,-0.0060839-0.0068133i,0.0035882+0.00053112i,0.00010354+0.000413i,-0.00082308+0.00065763i,0.0011498-0.00067111i,0.00083595-0.00072505i,-0.0012928-0.0016378i,0.0031039-0.0053247i,-0.0025269+0.0010608i,-0.00061159+0.000326i,0.00016823-0.00052781i,0.00011613+0.0012837i,-0.00020914+0.0011478i,-0.00047131-0.00011079i,0.0012125+0.0006564i,-0.0029406+0.0028194i,4.8719e-05+0.00046735i,3.0558e-05+0.00014465i,-0.0007913+0.00034329i,1.0234e-05+0.00016881i,0.00020506+4.3953e-05i,0.00032569-0.00038771i,0.00044727-0.00013457i,0.0011238+0.00036836i,0.00021533-0.00013398i,2.6539e-05-0.00058688i,0.00040045+0.00062009i,0.0064856-0.00033961i,0.00040419-0.00015959i,0.00097335+0.0002277i,0.00030612-0.00067345i,0.00071246-0.0011431i,0.00061527+0.0011565i,0.00010458-3.9491e-05i,-0.0004578-0.00098952i,-0.00065776+0.001063i,-0.0076172-0.0078252i,0.001441+0.02164i,0.029961-0.00059276i,0.03083-0.0039448i,0.0086018-0.017085i,0.030407+0.0072181i,0.022897+0.029354i,0.027295+0.019681i,0.019146+0.032579i,-0.024018+0.014745i,-2.5894e-05-0.0084197i,0.002242-0.0050831i,0.0059504-0.006466i,0.0096875+0.0017584i,0.0030672+0.0054075i,-0.0057814+0.0068793i,-0.0020605-0.0050104i,0.0039337+0.0095646i,-0.0030137-0.0013318i,0.00037529+0.0032482i,2.8744e-05+0.00057036i,0.0017669-0.0036317i,0.0064333-0.0018053i,-0.0028059-0.0006836i,0.0047412-0.00093427i,-0.0065381-0.0005058i,-0.0016981-0.00085132i,7.984e-05+9.5129e-05i,-0.0047824-0.0020721i,-0.0028433-0.0021396i,-0.011398-0.010395i,0.0024499-0.001882i,-0.0044658-7.53e-06i,-0.0015618+0.0015728i,-0.0050319+0.002604i,0.0050834+0.0014049i,-0.0083424-0.0017005i,-0.0022392-0.00644i,-0.0026872-0.0015737i,-0.0060285-0.00034975i,0.0060116-0.0034755i,0.0042911+0.0016312i,0.0024199-0.0024025i,0.0012121+0.005428i,0.0031889+0.0015173i,0.011399+0.006087i,-0.025435+0.0021475i,-0.031455+0.015733i,-0.013979+0.023009i,0.002778+0.0022433i,0.0068025-0.0065698i,-0.014627+0.0085408i
0.00090458-0.0072071i,0.0022139-0.033088i,-0.018212-0.013688i,-0.01317-0.012561i,-0.014324-0.014494i,-0.011966-0.010845i,0.01156-0.017329i,0.010648-0.017804i,-0.0073881-0.0059524i,0.0036518-0.00078976i,0.00041978+0.00016972i,-0.00021191+0.0010904i,0.00068942-0.00091445i,0.00080716-0.00073431i,-0.0013497-0.0012784i,0.0019937-0.0055604i,-0.0016922+0.0017094i,-0.00061712+0.00029171i,-0.00014665-0.00051184i,0.00045067+0.0011217i,0.0002509+0.0013585i,-0.00043657+6.4022e-05i,0.0013164+0.00017765i,-0.001032+0.003277i,0.00029944+0.00055871i,0.00018675+0.00010637i,-0.00040885+0.00094413i,6.8788e-05+0.00030406i,0.00021496+6.7116e-05i,0.00034144-0.00029522i,0.00026374-0.0003177i,0.0013718-5.2647e-05i,0.00029123-0.00020157i,-0.00025473-0.00048976i,0.00091915+0.00047197i,0.0061178-0.002018i,0.00019392-0.00010734i,0.00096235-0.00018086i,0.00022625-0.00048849i,0.00023282-0.0018731i,0.000883+0.00080055i,9.6259e-05-0.00021104i,-0.00078845-0.00025373i,0.00047178+0.0010899i,-0.0085136-0.0060306i,0.0047271+0.02229i,0.029853-0.0047631i,0.029549-0.01011i,0.0036692-0.014509i,0.03321+0.0014425i,0.028411+0.023936i,0.030228+0.011913i,0.021545+0.023891i,-0.018377+0.014579i,-0.0020434-0.0073929i,-0.0012718-0.0051274i,0.0029205-0.0084505i,0.0079323-0.001064i,0.003916+0.0040177i,-0.0019219+0.0090599i,-0.00258-0.0023198i,0.0052028+0.0076046i,-0.0034721-0.00041141i,0.0019603+0.0039336i,0.00087412+0.00051566i,-0.00045582-0.0034555i,0.0065117-0.0053613i,-0.0034098-0.00016344i,0.0046522-0.0033232i,-0.0061921+0.0025255i,-0.0017231-0.0014032i,-9.7068e-05-0.00056654i,-0.0043702+0.00075515i,-0.0029876-0.001313i,-0.012915-0.0050155i,0.00086302-0.002338i,-0.0038566+0.0011793i,-0.0016463+0.0012734i,-0.0035161+0.0041135i,0.0062249-0.00058877i,-0.0079139+0.0017146i,-0.0041783-0.0054487i,-0.0024452-0.0011029i,-0.0055076+0.0017139i,0.0029952-0.0043693i,0.0049972+5.2899e-06i,0.0022286-0.002641i,0.0025218+0.0043173i,0.0020064+0.00129i,0.010502+0.0013709i,-0.024195+0.0075255i,-0.030104+0.023163i,-0.0098714+0.022213i,0.0042924+0.0046973i,0.0044672-0.0061808i,-0.014383+0.010894i
-3.8008e-06-0.0074667i,-0.0038461-0.033078i,-0.020079-0.01022i,-0.014594-0.0094093i,-0.017266-0.011917i,-0.013089-0.0090841i,0.0073015-0.019588i,0.0079803-0.019024i,-0.008764-0.004729i,0.0031285-0.0018927i,0.00034614-0.00020965i,0.00051922+0.0012316i,0.0001739-0.00085855i,0.00090375-0.00081638i,-0.0015012-0.0010012i,0.00099439-0.0055868i,-0.00064145+0.0019072i,-0.00079703+0.00033153i,-0.00037529-0.00032006i,0.00070401+0.0007557i,0.0008987+0.0011134i,-0.00046979+0.00010424i,0.0012269-0.00030022i,0.00071918+0.0028065i,0.00073776+0.00045249i,0.0003115-3.2666e-05i,0.00027011+0.001038i,0.0001233+0.00037808i,0.00024852+7.8059e-05i,0.0003433-0.00039494i,5.6738e-05-0.0003376i,0.0013575-0.00065461i,0.00013542-0.00035432i,-0.00038838-0.00019429i,0.0012814-0.00027373i,0.0053259-0.0036074i,0.00029822-1.7312e-05i,0.00076841-0.00045268i,0.00022904-0.00053882i,-0.00058945-0.0021495i,0.0011102+0.00035863i,-0.00013076-0.00035985i,-0.00071194+0.00025217i,0.00099754+0.00049187i,-0.0088984-0.004553i,0.010029+0.021929i,0.0297-0.0093885i,0.026771-0.01543i,0.00084905-0.011011i,0.035046-0.0051212i,0.03191+0.017433i,0.031889+0.0046677i,0.021138+0.017217i,-0.014457+0.014788i,-0.0039352-0.0058751i,-0.0042951-0.0032741i,-0.0013631-0.0092415i,0.0054908-0.0025198i,0.0039326+0.0026361i,0.0015351+0.0089315i,-0.0017089-0.0008592i,0.0055213+0.0055758i,-0.0038478+0.0019457i,0.0036291+0.0036955i,0.0011581-0.00010002i,-0.0017792-0.0022814i,0.0046602-0.0077391i,-0.0032846+0.00092881i,0.0035031-0.0047963i,-0.0032721+0.0044195i,-0.002491-0.0016255i,-0.00062886-0.00062055i,-0.0029679+0.0023087i,-0.0025909-0.00046963i,-0.012512-0.00032122i,6.176e-05-0.0024432i,-0.0029079+0.0019509i,-0.0015988+0.0017443i,-0.0013443+0.0042858i,0.0062878-0.0030943i,-0.0061749+0.0041824i,-0.0056735-0.0037151i,-0.002527-0.00088236i,-0.0042492+0.0029882i,0.0017727-0.0038404i,0.0046655-0.0015217i,0.0020822-0.0031266i,0.002095+0.0020403i,0.0013265+0.0015081i,0.0097887-0.0013281i,-0.020895+0.011852i,-0.024794+0.030376i,-0.006932+0.021289i,0.0073525+0.0050296i,0.0023899-0.0047583i,-0.012757+0.013416i
-0.0010945-0.0078976i,-0.0096784-0.031559i,-0.021249-0.0069402i,-0.015085-0.0066318i,-0.019652-0.0082643i,-0.01407-0.0072585i,0.0024536-0.020683i,0.0051132-0.020088i,-0.0093495-0.0031064i,0.0022833-0.0025992i,8.5073e-06-0.00014868i,0.0013174+0.00070494i,-4.8394e-05-0.00053293i,0.00081917-0.001249i,-0.0016059-0.00053766i,-0.00012713-0.005373i,-5.9555e-05+0.001578i,-0.00094412+0.00086422i,-0.00034172-1.2837e-05i,0.00077287+0.00028013i,0.0012033+0.00056646i,-0.00064882+0.00023844i,0.00092413-0.00064956i,0.0019773+0.0012177i,0.0011226+5.8514e-05i,0.00021716-0.00024365i,0.00059448+0.00080548i,0.00035716+0.00040368i,0.00029878+3.9383e-05i,0.00020762-0.00042873i,-7.8711e-05-0.00028899i,0.0010991-0.0010543i,3.2336e-05-0.0003296i,-0.00032391-1.7396e-05i,0.0009922-0.0011929i,0.0042448-0.0049362i,0.00050836-0.00016502i,0.00060461-0.00061604i,8.3533e-05-0.00060182i,-0.0014802-0.0020763i,0.0011294-0.00011908i,-0.00041205-0.00016299i,-0.00047927+0.00085287i,0.0010439+4.7104e-05i,-0.0088238-0.0034774i,0.015868+0.018491i,0.02871-0.014283i,0.024024-0.019404i,0.0010747-0.0068369i,0.035147-0.01327i,0.033949+0.010803i,0.032176-0.0031492i,0.020351+0.012463i,-0.0097287+0.014375i,-0.0047949-0.0036385i,-0.0059575-0.00021799i,-0.0061129-0.0084286i,0.0036284-0.0028443i,0.0035595+0.002i,0.0041403+0.0079385i,-0.00082546-0.00031631i,0.0049454+0.0032919i,-0.0017324+0.0042868i,0.0053825+0.0026396i,0.0015361-0.00051631i,-0.0023422-0.00097407i,0.002368-0.0092667i,-0.0026915+0.0016301i,0.0020575-0.0060402i,-0.0010541+0.003542i,-0.003624-0.0012114i,-0.0008575-0.00051754i,-0.0013904+0.0035065i,-0.0022606-0.00033866i,-0.010461+0.0038545i,-0.00095854-0.0028517i,-0.0017299+0.0021226i,-0.0012269+0.0017718i,0.00030026+0.0035678i,0.0052184-0.0057897i,-0.0035098+0.0056967i,-0.0058025-0.0015149i,-0.0030125-0.00049628i,-0.0031895+0.003981i,0.00077397-0.0037106i,0.0037536-0.0024119i,0.0016426-0.0038487i,0.00072911+0.0018665i,0.0010634+0.0020046i,0.0085783-0.004415i,-0.017628+0.012974i,-0.016709+0.034061i,-0.003713+0.021214i,0.0091517+0.0040211i,0.0019306-0.0029491i,-0.010184+0.015019i
-0.0025007-0.0082488i,-0.014865-0.028796i,-0.022122-0.0034166i,-0.015364-0.00434i,-0.020573-0.0043699i,-0.014856-0.0053277i,-0.002046-0.020141i,0.0021701-0.020649i,-0.0091313-0.0017648i,0.0012341-0.0027338i,-1.8731e-05+9.5144e-05i,0.0014902-9.0811e-05i,-1.3478e-05-0.00030766i,0.00020713-0.0013115i,-0.0013642+8.6249e-06i,-0.0013068-0.0048222i,0.00026868+0.0014331i,-0.00053397+0.001374i,-0.00030028+4.1687e-05i,0.00050367-9.0443e-05i,0.0012578+1.3644e-05i,-0.00061836+0.00051407i,0.00065072-0.00084952i,0.0017458-0.0004047i,0.0010678-0.00069363i,-5.254e-06-0.00035075i,0.00081402+0.00057371i,0.0005378+0.0002228i,0.00024957-9.2541e-05i,6.1877e-05-0.00042056i,-0.00011402-0.00012891i,0.00078046-0.0014218i,-0.0001252-0.00029997i,-0.00030115+0.00011689i,5.8382e-07-0.0014468i,0.002834-0.0060363i,0.00042902-0.00044772i,0.00037916-0.00085504i,2.438e-05-0.0005736i,-0.002437-0.0015961i,0.00084915-0.00056211i,-0.00050329+0.00014167i,-0.00015971+0.0012055i,0.0010718-0.00035887i,-0.0083842-0.0028976i,0.019634+0.012801i,0.026893-0.019259i,0.021835-0.024212i,0.0043659-0.0037871i,0.032521-0.021749i,0.034647+0.0043721i,0.029993-0.010535i,0.018802+0.0094929i,-0.0051738+0.012117i,-0.0044178-0.0024162i,-0.0056753+0.0034807i,-0.010764-0.0049086i,0.0021885-0.0029331i,0.003291+0.00163i,0.0061687+0.0062401i,1.8016e-05-0.00051778i,0.0033141+0.0021065i,0.0013954+0.003703i,0.0067521+0.00035306i,0.0017451-0.0014152i,-0.0020872+0.00084411i,-0.00093046-0.010767i,-0.002517+0.0025629i,5.1568e-05-0.0069925i,-0.0010175+0.0030581i,-0.0045012+4.469e-05i,-0.0010481-0.0003863i,0.001466+0.0036941i,-0.0023986-0.00063766i,-0.0069594+0.0064128i,-0.0027853-0.0026152i,-0.00083957+0.001849i,-0.00087183+0.0018362i,0.0011563+0.002389i,0.0030226-0.0082335i,-0.00072676+0.0055606i,-0.0048854+8.5666e-07i,-0.0030349+0.00021688i,-0.0014427+0.0050258i,-0.00042676-0.0029993i,0.0027505-0.0029953i,0.0004609-0.0042497i,-5.6175e-05+0.0024157i,0.0012668+0.0022399i,0.0067221-0.0066587i,-0.017523+0.012587i,-0.0092819+0.033765i,0.00024525+0.019497i,0.010321+0.0021759i,0.0024351-0.0018551i,-0.0071158+0.015701i
-0.0037588-0.0082258i,-0.019051-0.025197i,-0.022156+0.00024813i,-0.015392-0.0019111i,-0.020953-0.00077427i,-0.015283-0.0032955i,-0.0054772-0.018989i,-0.00081632-0.021082i,-0.0087813-0.0010569i,0.00067718-0.0024457i,0.00018908+0.00028338i,0.00129-0.00064593i,-5.9277e-06-0.00016657i,-2.4408e-05-0.0010242i,-0.0010177+0.0001434i,-0.0020969-0.0038435i,0.00074476+0.0012493i,6.6389e-05+0.0014578i,-0.00022669+0.00020958i,0.00029421-0.0001177i,0.0010896-0.00052049i,-0.00040267+0.00068826i,0.00026394-0.0010663i,0.0010804-0.001454i,0.00043546-0.0011107i,-0.00026051-0.00018408i,0.0010982+0.00030014i,0.00056475-1.0452e-05i,0.00021343-0.00014857i,-0.00018951-0.00036408i,-6.7832e-05-7.281e-05i,0.00015297-0.0016298i,-0.00017644-4.7e-05i,-0.00014748+0.00021471i,-0.00039001-0.0010784i,0.0010049-0.0066269i,0.0002795-0.00040007i,1.0219e-05-0.0008927i,-5.2837e-05-0.00058776i,-0.0031324-0.00060952i,0.00050759-0.00076749i,-0.00037419+0.00039521i,0.0003301+0.0015272i,0.00086274-0.00081711i,-0.0084263-0.0033154i,0.021157+0.0063997i,0.023922-0.02415i,0.017026-0.029841i,0.009488-0.0051406i,0.026753-0.028871i,0.034479-0.0015659i,0.027115-0.016036i,0.018702+0.0086412i,-0.0025015+0.0086492i,-0.0045016-0.0017443i,-0.0030879+0.0063078i,-0.013185+0.0007499i,0.00082623-0.0027796i,0.0031832+0.0015205i,0.0067207+0.0041345i,0.00016368-0.0012982i,0.0022163+0.0017813i,0.0018654+0.002039i,0.0065223-0.0026027i,0.0012698-0.002688i,-6.0574e-05+0.0019666i,-0.0058318-0.0092121i,-0.0013277+0.0041183i,-0.0029754-0.0068429i,0.00040797+0.003587i,-0.0047713+0.0018434i,-0.001215-3.0176e-05i,0.0040489+0.00089707i,-0.0026752-0.00035775i,-0.0026021+0.0066003i,-0.0042945-0.0010872i,-0.00032429+0.0013063i,-0.00083571+0.0018043i,0.0015302+0.0011155i,-0.00047749-0.0098336i,0.0014538+0.0042769i,-0.004375+0.00072021i,-0.0030678+0.00090455i,0.0010046+0.005038i,-0.00055285-0.0018482i,0.0017787-0.0029845i,-0.00060612-0.0041728i,-0.00057979+0.0032392i,0.0014003+0.0025863i,0.0047785-0.007722i,-0.018508+0.015084i,-0.0036901+0.032608i,0.0029994+0.015981i,0.010933-0.00023135i,0.0028088-0.0018705i,-0.0040421+0.015078i
-0.0052106-0.0082788i,-0.022133-0.021098i,-0.021585+0.0036889i,-0.014787+0.00025175i,-0.020619+0.0030249i,-0.015503-0.0012741i,-0.0086127-0.017856i,-0.0041115-0.021229i,-0.0087314-0.00083593i,0.00051766-0.0022306i,0.00046217+0.00040159i,0.00094884-0.00097385i,0.00013128+3.5915e-05i,-7.6701e-06-0.00085514i,-0.00086924+0.00019142i,-0.002391-0.0028863i,0.00115+0.00096613i,0.00057647+0.0013414i,-3.3417e-05+0.00025185i,0.00024015-7.6274e-05i,0.00073544-0.00092442i,-0.00026801+0.00086222i,-9.2858e-05-0.00093647i,0.00024103-0.0018794i,-5.0875e-05-0.001147i,-0.00030498+8.0294e-05i,0.0011031-0.00018808i,0.00054189-0.00020855i,0.00015343-0.00021271i,-0.0003346-9.5467e-05i,-4.8375e-05-5.4213e-05i,-0.00038582-0.0013477i,-1.2478e-06+0.00013635i,1.9033e-05+0.00025964i,-0.00054742-0.00095608i,-0.00074887-0.0063659i,0.00037239-0.00049181i,-0.00031853-0.00067792i,-0.00021926-0.00055799i,-0.0033856+0.00063274i,0.00022011-0.00092639i,-0.00015456+0.00053532i,0.00099214+0.0015259i,0.00041157-0.00098107i,-0.0095346-0.0033829i,0.020598+0.00051336i,0.019729-0.028285i,0.0099414-0.03332i,0.012315-0.009711i,0.019936-0.033444i,0.033838-0.0075869i,0.024212-0.021472i,0.020712+0.0073952i,-0.00074303+0.0054644i,-0.0053274-0.0013797i,0.00026857+0.0070595i,-0.012325+0.0071967i,-0.0002351-0.0023805i,0.0034136+0.0014789i,0.0068268+0.0027573i,-0.00035164-0.0017564i,0.00082997+0.0022511i,0.0021101+0.0016941i,0.0043781-0.0048594i,-0.00025113-0.0033689i,0.0016304+0.0012078i,-0.0082756-0.0050297i,0.0012988+0.004486i,-0.0052069-0.0046227i,0.0019784+0.0026137i,-0.0040677+0.0037736i,-0.0011981+0.00011963i,0.0036731-0.0024176i,-0.002884+0.00041989i,1.4495e-05+0.0043892i,-0.004409+0.00066632i,-0.000399+0.00057952i,-0.00058865+0.0020769i,0.0011203-0.00015135i,-0.0050729-0.0091013i,0.00219+0.0021903i,-0.0039741+0.001467i,-0.0028241+0.0020422i,0.0030747+0.0039174i,4.1656e-05-0.0018116i,0.0014565-0.0023592i,-0.0015258-0.0037215i,-0.00082453+0.0045578i,0.001712+0.0025088i,0.0041717-0.0087346i,-0.018083+0.019287i,0.0013331+0.030425i,0.0034876+0.011884i,0.010151-0.0033795i,0.0025914-0.0015446i,-0.0021071+0.013161i
-0.0071406-0.0078898i,-0.02419-0.017i,-0.020478+0.0070306i,-0.014017+0.0019723i,-0.019323+0.0065018i,-0.015495+0.00072902i,-0.011715-0.01626i,-0.0075712-0.020626i,-0.0090699-0.00065369i,0.00030648-0.0023469i,0.00089163+0.00038727i,0.00064946-0.0011673i,0.00036115+0.00010654i,-7.3723e-05-0.00083667i,-0.00072911+0.00026863i,-0.0024349-0.0021624i,0.0014577+0.00067936i,0.0011144+0.0010981i,0.00012667+0.00014994i,0.00026815-0.00013197i,0.00010126-0.0010161i,5.6181e-05+0.0010087i,-0.00029424-0.00077549i,-0.0005478-0.0019407i,-0.00047139-0.00096706i,-0.0002265+0.00026571i,0.00074744-0.00050121i,0.00050083-0.0004113i,6.2925e-05-0.00014025i,-0.00037468+0.00013148i,-7.0503e-05-4.4947e-05i,-0.00054664-0.00093811i,0.00032235+9.2261e-05i,0.00013094+0.00013521i,-0.0009321-0.00070102i,-0.0019819-0.0055288i,0.00015294-0.00068444i,-0.0004751-0.00040558i,-0.00036858-0.00030893i,-0.0031184+0.0018293i,-0.00028709-0.00084655i,-6.4814e-07+0.00049676i,0.0016696+0.0012776i,5.9764e-05-0.00080385i,-0.010846-0.0026141i,0.018323-0.0042088i,0.014825-0.031045i,0.0026084-0.034189i,0.012283-0.014242i,0.012394-0.036327i,0.032358-0.013872i,0.01987-0.0267i,0.023548+0.0041356i,0.00027626+0.00096707i,-0.0066372-9.9074e-05i,0.0031623+0.005924i,-0.0083727+0.011952i,-0.0009955-0.0019135i,0.0035555+0.0011942i,0.0072489+0.0015011i,-0.0011356-0.0015748i,0.00037997+0.0036337i,0.0030274+0.00064151i,0.0018891-0.0051262i,-0.001566-0.0030266i,0.0022339-7.5424e-05i,-0.0083097-0.0011872i,0.0034812+0.0031851i,-0.0061564-0.0022845i,0.0020108+0.0012624i,-0.0021843+0.0051967i,-0.0013741+0.0003875i,0.0014223-0.004524i,-0.0026297+0.0011747i,0.00048621+0.0019471i,-0.0038807+0.0022151i,-0.0010436+0.00038761i,-8.9728e-05+0.0018951i,0.00016596-0.00043558i,-0.0079535-0.00627i,0.0017786+0.00086105i,-0.003404+0.0019591i,-0.0018511+0.0026213i,0.0042235+0.0019647i,-0.00057184-0.0015501i,0.002019-0.0022934i,-0.0019334-0.0027526i,0.00081953+0.0066199i,0.0017203+0.002675i,0.0025875-0.01055i,-0.016087+0.023457i,0.0051049+0.027504i,0.0017887+0.0088757i,0.0066805-0.0052331i,0.003098-0.0017099i,-0.0018779+0.011509i
-0.0088408-0.0067332i,-0.025624-0.01329i,-0.018647+0.010009i,-0.01315+0.0033755i,-0.017609+0.0092729i,-0.01524+0.0029212i,-0.014272-0.014057i,-0.010678-0.019457i,-0.0097767-0.00010759i,3.2081e-05-0.0023493i,0.0013573+4.2873e-05i,0.00036423-0.001078i,0.00059374+9.9996e-05i,-0.00016807-0.00068627i,-0.00064601+0.00029143i,-0.0022767-0.0017938i,0.0020849+0.00019989i,0.0014718+0.0004889i,9.4463e-05-2.4898e-05i,0.00028343-0.0001671i,-0.00029394-0.00079406i,0.00056398+0.00088411i,-0.00034582-0.00070764i,-0.001061-0.0018765i,-0.00083359-0.00075078i,-4.4903e-05+0.00036546i,0.00050845-0.00047004i,0.00029696-0.00049578i,2.1192e-05-8.0151e-05i,-0.00029704+0.0003919i,-6.8259e-05+4.6027e-05i,-0.00061902-0.00084967i,0.00035657-0.00017196i,9.9306e-05+8.7852e-05i,-0.0010146-0.00015742i,-0.0027546-0.0046135i,-0.00014829-0.00062305i,-0.00058119-0.00012949i,-0.00024263-0.00015058i,-0.002348+0.0028307i,-0.00054081-0.00051771i,0.00020441+0.00050311i,0.0020875+0.00065672i,4.0318e-05-0.00063071i,-0.011704-0.0012132i,0.015763-0.0065332i,0.010147-0.032732i,-0.0041693-0.033156i,0.010326-0.018151i,0.0044469-0.036527i,0.02935-0.02004i,0.014802-0.030393i,0.025439-0.00034295i,-0.001572-0.0030881i,-0.0073503+0.0023597i,0.0048206+0.0038297i,-0.0033155+0.014351i,-0.0018292-0.0012593i,0.0037864+0.0011329i,0.0072909-8.2527e-05i,-0.0014908-0.0012271i,0.0012619+0.0052836i,0.0029115-0.0008303i,0.00038721-0.0043447i,-0.0027672-0.0022485i,0.0020495-0.0010832i,-0.0069545+0.0016008i,0.0046451+0.0011739i,-0.0060936+0.00025925i,0.0014878+0.00090137i,0.0002109+0.0053085i,-0.0011738+0.00091534i,-0.0010921-0.0050803i,-0.0020997+0.0013208i,-0.000593+0.00072774i,-0.0028515+0.0035049i,-0.0015109+0.0010489i,-0.0001538+0.0016586i,-0.00025224-0.00024195i,-0.0091083-0.0032579i,0.0011164+7.085e-05i,-0.0032746+0.0022024i,-0.00083477+0.0026783i,0.0044615-0.00019356i,-0.00018901-0.0012285i,0.0024257-0.0031637i,-0.0021021-0.0026488i,0.0032936+0.0066107i,0.0023135+0.0029307i,0.00072677-0.01137i,-0.012333+0.028577i,0.0078061+0.024712i,-0.00068728+0.0082153i,0.0033532-0.0041287i,0.0029156-0.0023729i,-0.00197+0.010633i
-0.0099065-0.0052544i,-0.027126-0.0099585i,-0.01639+0.012311i,-0.012321+0.0046974i,-0.015647+0.011996i,-0.014342+0.005039i,-0.016345-0.011654i,-0.013811-0.018078i,-0.010665+0.00096658i,-0.00011922-0.0025802i,0.0015714-0.00055566i,0.00029203-0.0010533i,0.00087779+2.0399e-05i,-6.4163e-06-0.00077999i,-0.00061787+0.00030127i,-0.0022186-0.0015869i,0.0023521-0.00079978i,0.0014113-0.00011487i,4.9398e-05-0.00011222i,0.0003936-0.00028589i,-0.00053986-0.00053712i,0.00084721+0.00048464i,-0.00054715-0.00068289i,-0.0013802-0.0019459i,-0.0010951-0.00037191i,0.00020117+0.00037429i,0.00036517-0.00055053i,9.4344e-05-0.00042824i,7.6302e-05-2.2459e-05i,6.3183e-05+0.00059801i,-2.0222e-05+0.00014241i,-0.00084123-0.00064672i,0.00035907-0.00043824i,0.00018353+7.7993e-05i,-0.00072459+0.00010643i,-0.0033174-0.0037343i,-0.0002473-0.00045211i,-0.00043816+0.00019174i,-0.00016145-0.0002344i,-0.0011371+0.0033267i,-0.00055231-0.00025526i,0.00036883+0.00026503i,0.0023125-0.00016521i,0.00010694-0.00056398i,-0.012404+0.00025258i,0.01467-0.0085228i,0.0054883-0.033789i,-0.010281-0.030295i,0.0082817-0.020867i,-0.0027115-0.033902i,0.025112-0.025375i,0.0099639-0.033359i,0.026374-0.0060679i,-0.004782-0.0050382i,-0.0064683+0.0054626i,0.0053053+0.0015175i,0.0016455+0.014281i,-0.002288-0.00024212i,0.0046532+0.00069647i,0.0069553-0.0019667i,-0.0018714-0.00093445i,0.0036179+0.0060546i,0.0020387-0.0011546i,-0.00025851-0.0035725i,-0.0033953-0.0010071i,0.0017563-0.0018409i,-0.0055697+0.0033659i,0.0047553-0.0011468i,-0.0050385+0.0024062i,0.0019571+0.0012785i,0.0020544+0.0044272i,-0.00071512+0.0010638i,-0.0036189-0.004571i,-0.0018997+0.0014694i,-0.0013646+0.001143i,-0.0013041+0.0042784i,-0.0012084+0.001824i,-0.00020361+0.0021212i,-0.0005156-0.00024769i,-0.0094804-0.00047451i,0.00033247-0.0002048i,-0.0032567+0.0030784i,-0.00027092+0.0025544i,0.0039339-0.0024123i,2.2658e-05-0.0018875i,0.0021714-0.0043595i,-0.0026199-0.0022493i,0.0052649+0.0054972i,0.0032657+0.0028934i,-0.0012729-0.011766i,-0.0051523+0.031586i,0.010516+0.021375i,-0.0023408+0.0091186i,0.0018603-0.0017334i,0.0020177-0.0024117i,-0.0021441+0.010255i
