-0.023128-0.018442i,-0.032271-0.033058i,-0.022256-0.019469i,-0.032488-0.020398i,-0.023872+0.0044353i,-0.028725-0.017353i,-0.058506-0.04368i,-0.040683-0.040162i,-0.030597-0.019335i,0.0053286+0.0054511i,-0.0037704+0.0061471i,-0.010552+0.011175i,0.003667+0.0071106i,-0.0039491-0.0024799i,0.0028365+0.0017905i,0.0041598+0.028475i,0.020016+0.01961i,5.5326e-05+0.00022889i,-0.0030105-0.0027822i,0.0079389+0.0040319i,0.0020494+0.0006433i,-9.1426e-06+0.0024108i,-0.00065351+0.00047214i,-0.030737-0.00061606i,-0.0033791-0.0049537i,-1.0018e-05+0.0027022i,0.0049202-0.00093931i,0.00048744-0.00033729i,-0.00034448-0.00048017i,-0.0014055-0.001856i,-0.0021249-0.00050582i,-0.0039202-0.0039233i,-0.0036453-0.0050607i,0.00033312-0.0011762i,0.00031252-0.0026786i,-0.0030078+0.024818i,0.0022154-0.0030519i,0.0022867-0.0038186i,0.0040874-0.002588i,-0.0084985-0.002273i,0.00063424+0.0012546i,0.014279-0.00016094i,-0.002458-0.00019784i,-0.0035593+0.0012283i,-0.0096766-0.0027693i,-0.018926+0.021571i,-0.0079997-0.0854i,-0.0023963-0.060981i,-0.021383-0.053102i,-0.010673-0.045319i,0.054049-0.025306i,0.024264-0.067462i,0.041493-0.052628i,0.018737-0.038855i,0.025615-0.019669i,0.012216+0.011911i,0.025593-0.029842i,-0.010916-0.0010472i,-0.00073536-0.001019i,-0.0071545-0.0014295i,-0.0047612-0.029197i,-0.020432+0.026903i,0.0073743-0.009346i,-0.010437-0.0033072i,-0.0024724-0.0019173i,-0.00053908-0.014526i,-0.0078388+0.0052912i,0.005384+0.01021i,-0.011345+0.032154i,0.0069685+0.0075232i,-0.0035703-0.001929i,-0.0021038-0.0015776i,-0.012863-0.0057128i,0.00020694-0.0037469i,-0.030102+0.0025802i,0.0033178-0.0089848i,-0.0074086-0.0016996i,-0.0049888-0.0027687i,0.0065588+0.001831i,-0.01106+0.00075685i,0.0023852-0.00026219i,0.0062247+0.008i,0.0054723+0.0013198i,-0.0079774-0.0095461i,0.002403+0.0076179i,-0.020306+0.0087837i,0.0032148+0.0056711i,-0.02094-0.0084167i,-0.027139-0.0049545i,0.0092284-0.061997i,0.019011-0.014775i,-0.050704-0.029289i,-0.024614+0.0020949i,0.019131+0.010238i,-0.027937+0.011451i,-0.01266-0.0076744i
0.0019508-0.0070163i,0.0065355-0.031291i,-0.015008-0.016226i,-0.010606-0.014869i,-0.01115-0.01623i,-0.010805-0.012061i,0.013977-0.014431i,0.01229-0.016718i,-0.0060677-0.0071465i,0.0036695+0.00030831i,8.3619e-05+0.00060312i,-0.00072081+0.00066856i,0.0012083-0.00069568i,0.00074001-0.00065719i,-0.0011611-0.0015793i,0.0027412-0.0046778i,-0.0026999+0.0003835i,-0.00061155+0.00027516i,0.00015646-0.00045711i,3.7781e-05+0.0012162i,-0.00020419+0.0012241i,-0.0004332-8.2217e-05i,0.0012017+0.00064943i,-0.002676+0.0031628i,5.3953e-05+0.00045231i,3.2666e-05+0.00018266i,-0.00069055+0.00031861i,-3.3822e-06+0.00024868i,0.00023538+5.7719e-05i,0.00034864-0.00025832i,0.00043586-0.00011387i,0.00098827+0.00038897i,0.00020612-9.6772e-05i,1.2436e-05-0.00063082i,0.00034256+0.00049907i,0.0069945+0.0018383i,0.0002853-0.00012958i,0.0009352+0.00036259i,0.00013041-0.00054056i,0.0004897-0.0010997i,0.00046519+0.0010013i,2.0549e-05-0.00022359i,-0.00012349-0.00057824i,-0.00077728+0.00097108i,-0.0080449-0.007436i,0.00055645+0.021099i,0.029615-0.00058702i,0.030215-0.0036313i,0.0075047-0.016904i,0.030108+0.0073685i,0.022458+0.029292i,0.026492+0.019504i,0.017683+0.033262i,-0.023736+0.013955i,0.00014555-0.008558i,0.0025252-0.0050243i,0.0056766-0.006222i,0.0096341+0.0014509i,0.0029847+0.0053583i,-0.0066026+0.0072558i,-0.0022468-0.0052672i,0.0037312+0.0096966i,-0.0034024-0.0019932i,0.00040656+0.0030294i,5.0694e-05+0.00061236i,0.0015953-0.0034356i,0.0069049-0.0016126i,-0.0026407-0.00044025i,0.0045632-0.00060346i,-0.0065921-0.00051242i,-0.0014657+1.957e-05i,8.193e-05+6.1688e-05i,-0.0045245-0.0023012i,-0.0028338-0.0020666i,-0.011498-0.0103i,0.0025685-0.0018277i,-0.0044359+8.0495e-05i,-0.0016275+0.0014019i,-0.0052015+0.0025985i,0.0049941+0.0014724i,-0.0078507-0.0014557i,-0.0023652-0.0063547i,-0.0024694-0.0015782i,-0.0057983-0.00050313i,0.0059975-0.0034791i,0.0039163+0.0014087i,0.0027124-0.002448i,0.00096623+0.0058546i,0.0028725+0.0013632i,0.01081+0.0064963i,-0.025525+0.0017207i,-0.031571+0.015538i,-0.014051+0.02281i,0.0023084+0.0023894i,0.0070358-0.0062648i,-0.014139+0.0080858i
0.00061667-0.0072869i,0.0011389-0.03191i,-0.017678-0.013273i,-0.01296-0.012141i,-0.014294-0.014268i,-0.012047-0.010249i,0.0099627-0.017454i,0.0093977-0.017768i,-0.0076535-0.0060211i,0.0039546-0.0011441i,0.00046654+0.00030917i,-0.00010513+0.0010355i,0.00069312-0.0008909i,0.00077958-0.00064149i,-0.0012359-0.0012452i,0.0018738-0.004849i,-0.0018849+0.001323i,-0.00063948+0.00020856i,-0.00013684-0.00051222i,0.00041433+0.0011297i,0.00027169+0.0014416i,-0.00038224+0.0001119i,0.0013491+0.00019107i,-0.00065353+0.0034201i,0.00029735+0.00060147i,0.00016675+0.00012392i,-0.00040381+0.00087105i,0.00012233+0.00039672i,0.00020055+4.9102e-05i,0.00037917-0.00016669i,0.00024189-0.00028337i,0.0012914-5.6118e-06i,0.00031754-0.00012787i,-0.00032552-0.00045793i,0.00071919+0.00035247i,0.013359-0.0020367i,9.54e-05-3.6646e-06i,0.0010966+7.0962e-05i,4.4964e-05-0.00035083i,0.00011084-0.0016612i,0.00069417+0.00065495i,-0.00011523-0.00035061i,-0.00038589-0.00018024i,0.00028592+0.0010468i,-0.0088932-0.0055902i,0.0037976+0.022006i,0.029378-0.0047045i,0.029171-0.0097i,0.0027208-0.013807i,0.033169+0.0017629i,0.027946+0.023871i,0.029336+0.011895i,0.02058+0.025008i,-0.018375+0.013837i,-0.0020133-0.0074803i,-0.0010261-0.0052115i,0.0027704-0.0081562i,0.0078653-0.0012827i,0.003847+0.0040619i,-0.0024737+0.0097769i,-0.0028726-0.0024559i,0.0051902+0.0077448i,-0.0042298-0.00066279i,0.0017058+0.0036803i,0.0009348+0.00047985i,-0.0004572-0.003367i,0.0069093-0.0055214i,-0.0032479+2.38e-05i,0.0045884-0.0029822i,-0.0062297+0.0025854i,-0.0018003-0.0014908i,-4.0823e-05-0.00064476i,-0.0042009+0.00050521i,-0.0030016-0.0014263i,-0.012645-0.0048528i,0.00097328-0.0023953i,-0.003812+0.0011339i,-0.0018402+0.0010879i,-0.0033924+0.004217i,0.0061534-0.00034951i,-0.0075228+0.0014601i,-0.0041482-0.0051678i,-0.0024455-0.0013338i,-0.0051693+0.0015001i,0.0032151-0.0042554i,0.0046727+8.3261e-05i,0.0021402-0.002783i,0.0025538+0.0043372i,0.0015956+0.001219i,0.010006+0.0019865i,-0.024234+0.0071351i,-0.029819+0.023148i,-0.0099413+0.021977i,0.0042164+0.0049707i,0.0047613-0.0061076i,-0.014125+0.010315i
-0.00028818-0.0075149i,-0.0045817-0.031653i,-0.019488-0.0099532i,-0.014335-0.0090758i,-0.017186-0.011718i,-0.01313-0.0085223i,0.0056508-0.019286i,0.0068997-0.018776i,-0.0090308-0.0044482i,0.0035702-0.0023715i,0.00044932-0.00011331i,0.00059071+0.0011583i,0.00026052-0.00081142i,0.00091656-0.00076632i,-0.0014191-0.00099363i,0.0011817-0.0049387i,-0.0010296+0.0015484i,-0.00084085+0.00021588i,-0.00040476-0.00030378i,0.00072921+0.00077874i,0.00095837+0.0011897i,-0.00043049+9.2781e-05i,0.0012973-0.00033439i,0.001039+0.002759i,0.0007464+0.00059329i,0.00027762-1.9165e-05i,0.00017691+0.0009713i,0.0002818+0.00037025i,0.00019195+5.0588e-05i,0.0004682-0.00027972i,5.4433e-05-0.00029697i,0.0011957-0.00063438i,0.00025531-0.00026214i,-0.00043089-0.0001463i,0.0010063-0.00021146i,0.0063966-0.0054503i,0.00030842+8.2789e-05i,0.00091855-0.00046719i,0.00011043-0.00037014i,-0.00045294-0.0019238i,0.0009453+0.00026058i,-0.00031516-0.00034255i,-0.00035202+0.00012042i,0.00091586+0.00044929i,-0.0091886-0.0040693i,0.0090338+0.021971i,0.029213-0.0090681i,0.026614-0.014882i,0.00036267-0.010009i,0.035232-0.0049506i,0.031345+0.017527i,0.031197+0.0050264i,0.020721+0.01853i,-0.014767+0.014365i,-0.0038997-0.0058611i,-0.0040456-0.0034732i,-0.0012822-0.0089627i,0.0053957-0.0026523i,0.0038799+0.0027142i,0.0015963+0.0096347i,-0.0021214-0.00068831i,0.0053238+0.0056492i,-0.0044429+0.0021347i,0.0033426+0.003585i,0.0011858-0.00020753i,-0.0018152-0.0022559i,0.0048198-0.008281i,-0.0029255+0.00079457i,0.0035591-0.0046513i,-0.0033104+0.0044986i,-0.0026812-0.0016324i,-0.00056513-0.00071994i,-0.0029672+0.0021065i,-0.0026699-0.00057888i,-0.012122-0.00017028i,0.00013256-0.0025918i,-0.0030051+0.0019595i,-0.0019087+0.0016522i,-0.0011979+0.0042394i,0.0063034-0.0030303i,-0.0061595+0.0038712i,-0.0055096-0.0036603i,-0.0026706-0.0010706i,-0.0041378+0.0025033i,0.0020278-0.0038914i,0.0043775-0.001423i,0.0020307-0.0032227i,0.0019637+0.0021956i,0.00096648+0.0013143i,0.0093588-0.00073351i,-0.021088+0.011392i,-0.024487+0.030353i,-0.0071157+0.021056i,0.0072507+0.0051861i,0.0025616-0.0047429i,-0.012683+0.012823i
-0.0013985-0.0079361i,-0.0101-0.029992i,-0.02073-0.0067491i,-0.014786-0.0063528i,-0.019515-0.0081143i,-0.014077-0.0066779i,0.00097322-0.019823i,0.0041191-0.019604i,-0.0094532-0.0024933i,0.0023271-0.003525i,0.0001668-0.0001274i,0.0012808+0.00054168i,4.9748e-05-0.00055573i,0.0007969-0.0011959i,-0.0015608-0.00052905i,0.00032938-0.0048568i,-0.00023116+0.0015762i,-0.0010188+0.00053055i,-0.00036591+1.608e-05i,0.00078341+0.00031323i,0.0012779+0.00062584i,-0.00065361+0.00021942i,0.00093912-0.00070479i,0.002158+0.001164i,0.0012482+5.6112e-05i,0.00021085-0.00018757i,0.00049007+0.00080408i,0.00042127+0.00025681i,0.00021707+4.2606e-05i,0.0003626-0.00042346i,-6.0425e-05-0.00024351i,0.00094589-0.00094285i,0.0001737-0.00034415i,-0.0003701-1.4747e-06i,0.00081823-0.0010945i,0.0042814-0.0058944i,0.00062125-0.00013664i,0.00070308-0.00067723i,-1.1367e-05-0.00038776i,-0.001216-0.0019301i,0.0008975-0.00019927i,-0.00052946-0.00016713i,-0.00022304+0.00047889i,0.00093761+1.1941e-05i,-0.0090638-0.0030218i,0.014946+0.018761i,0.028534-0.013867i,0.024351-0.019064i,0.0012057-0.0057553i,0.035366-0.013227i,0.033369+0.010972i,0.031682-0.0027109i,0.020815+0.013798i,-0.0099591+0.014293i,-0.0048474-0.0035348i,-0.0058691-0.00055233i,-0.0059492-0.0082873i,0.0035324-0.0029505i,0.0035857+0.0021999i,0.0046032+0.0086625i,-0.00099651+0.00011378i,0.0044958+0.0031122i,-0.0018484+0.0045978i,0.0052354+0.002615i,0.0014459-0.00062771i,-0.0023817-0.00090055i,0.0021202-0.010169i,-0.0025259+0.0012488i,0.002097-0.0060008i,-0.0010392+0.0038447i,-0.0037203-0.0010042i,-0.00085805-0.00063456i,-0.0014578+0.003457i,-0.0023691-0.00040824i,-0.009962+0.0038048i,-0.0010781-0.0030874i,-0.0018093+0.0023009i,-0.0015339+0.0018081i,0.00028815+0.0036045i,0.0052809-0.0058093i,-0.0036794+0.0054757i,-0.0057211-0.0014663i,-0.003236-0.00065115i,-0.0035717+0.0037103i,0.00098891-0.0037616i,0.0036056-0.0021069i,0.0016602-0.003974i,0.00072731+0.0022358i,0.00074639+0.0019211i,0.0083571-0.0037074i,-0.017512+0.012663i,-0.016583+0.034122i,-0.0038231+0.021211i,0.0092142+0.0045003i,0.0019893-0.0028903i,-0.010455+0.014424i
-0.0028454-0.0081737i,-0.014888-0.027269i,-0.021521-0.0032827i,-0.015053-0.0041303i,-0.02043-0.0042325i,-0.01473-0.004711i,-0.0031472-0.018948i,0.0014247-0.020011i,-0.0089147-0.00096199i,0.00055913-0.0024209i,0.00010741+5.0492e-05i,0.0013414-0.00011263i,1.0139e-05-0.00035239i,0.00022365-0.0012753i,-0.0013423+1.8829e-05i,-0.00078523-0.0045347i,0.00042915+0.0015373i,-0.00067348+0.0011371i,-0.00033427+6.8395e-05i,0.0005454-7.0046e-05i,0.0012789+3.0239e-05i,-0.00063824+0.00048886i,0.00058521-0.00087253i,0.0019034-0.00053425i,0.0012019-0.00092237i,1.3147e-05-0.00025245i,0.00074229+0.00062097i,0.00051663+8.5421e-05i,0.00024807-9.4526e-05i,0.00012931-0.00044497i,-8.6954e-05-9.1481e-05i,0.00056533-0.0012803i,-1.8435e-05-0.00036059i,-0.00040432+0.00018978i,-0.00021767-0.0014129i,0.0025546-0.0067824i,0.00050366-0.00047886i,0.00045541-0.0010893i,-2.0601e-05-0.00031864i,-0.0021361-0.0015927i,0.00064281-0.00052341i,-0.00060635+0.00015199i,-0.00010599+0.00071309i,0.0009398-0.00025129i,-0.0085276-0.0023832i,0.018921+0.013249i,0.026814-0.01904i,0.021805-0.024571i,0.0049403-0.0030803i,0.032712-0.021783i,0.034121+0.0045913i,0.02962-0.0099498i,0.020226+0.01027i,-0.005395+0.012157i,-0.0044563-0.0023028i,-0.0057585+0.0032043i,-0.010711-0.004873i,0.0020502-0.0029133i,0.0034601+0.0018093i,0.0039143+0.0077337i,0.00012007-0.0001331i,0.0031244+0.0023065i,0.0015089+0.0038963i,0.0065192+0.00051623i,0.0015452-0.0014289i,-0.0019562+0.00082744i,-0.0013982-0.011291i,-0.0025751+0.0022923i,0.00053345-0.0070027i,-0.0008234+0.0034566i,-0.0044231+0.00019226i,-0.0011223-0.00042715i,0.0012821+0.003613i,-0.0023726-0.00059371i,-0.0064171+0.0062254i,-0.0030202-0.0027107i,-0.00095179+0.0019395i,-0.0010085+0.0019437i,0.0011817+0.0024883i,0.0031486-0.0082277i,-0.0010684+0.0054285i,-0.0048951-0.00014103i,-0.0033264+0.00013235i,-0.0018945+0.0052366i,-0.00029824-0.0031336i,0.0029757-0.0026344i,0.00039498-0.0041546i,6.206e-05+0.0028544i,0.00093131+0.0023359i,0.0067485-0.0058541i,-0.017638+0.012138i,-0.0093173+0.033947i,0.00035095+0.01947i,0.010719+0.0024301i,0.0023898-0.0018483i,-0.0077115+0.015265i
-0.0041144-0.0080394i,-0.018766-0.023811i,-0.021603+0.00027799i,-0.015063-0.0017505i,-0.020711-0.00062176i,-0.015039-0.0027676i,-0.006184-0.017751i,-0.001265-0.020433i,-0.0081558-0.00027031i,0.00066539-0.0023349i,0.00025696+0.00020888i,0.0012027-0.00053733i,-3.0777e-05-0.00020027i,2.996e-05-0.0010033i,-0.00096867+0.00016995i,-0.001537-0.0038154i,0.0010174+0.0012342i,-0.00010991+0.0012843i,-0.00026705+0.00020199i,0.00033587-0.00011775i,0.0011446-0.00049504i,-0.00047992+0.0006421i,0.00026594-0.001082i,0.0010441-0.001642i,0.00063262-0.0014898i,-0.0001849-9.5224e-05i,0.0010224+0.00030642i,0.0005009-9.1434e-05i,0.00019505-0.00018943i,-0.00010329-0.00038427i,-3.8924e-05-2.9381e-05i,-7.683e-05-0.0013435i,-0.00015688-0.00017496i,-0.00013851+0.00039198i,-0.00064836-0.0012485i,0.00037991-0.0074392i,0.00033911-0.00042812i,-0.00029872-0.00099632i,1.5835e-05-0.00038066i,-0.0027281-0.00062535i,0.00028584-0.00065193i,-0.00045607+0.00042324i,0.00020459+0.001164i,0.00084772-0.00064369i,-0.0084486-0.0026718i,0.020725+0.0069832i,0.023983-0.024102i,0.016714-0.029864i,0.01002-0.004861i,0.026843-0.028941i,0.034152-0.0011996i,0.026872-0.015307i,0.020318+0.0084034i,-0.0028242+0.00872i,-0.004518-0.0018169i,-0.00333+0.0062411i,-0.012983+0.00069488i,0.00073792-0.0027829i,0.00334+0.0015756i,0.0074328+0.0044276i,0.0005418-0.0010662i,0.0019657+0.0019679i,0.0021062+0.002193i,0.0061879-0.0024266i,0.0011358-0.0025877i,3.7481e-05+0.0017625i,-0.0063983-0.0095403i,-0.0014733+0.0040094i,-0.0028764-0.0074171i,0.00064175+0.0038601i,-0.0045111+0.0019833i,-0.0013363-1.605e-05i,0.0037802+0.0011514i,-0.0026813-0.00027425i,-0.0023169+0.0061085i,-0.0045309-0.00095508i,-0.00046166+0.0014052i,-0.00092903+0.0019429i,0.001561+0.001189i,-0.00036941-0.0099259i,0.0011019+0.0043648i,-0.0045669+0.00041973i,-0.0032231+0.00094958i,0.0010261+0.0052764i,-0.00052831-0.002047i,0.0022227-0.0028882i,-0.00062784-0.0038994i,-0.00010974+0.0036134i,0.001174+0.0026051i,0.0049489-0.0071823i,-0.019052+0.014679i,-0.0036607+0.03271i,0.0030047+0.015792i,0.011246-0.00050993i,0.002827-0.0018772i,-0.0046793+0.014888i
-0.0054773-0.007996i,-0.021712-0.019945i,-0.021022+0.0036923i,-0.01452+0.00030558i,-0.020288+0.0031142i,-0.015205-0.00076463i,-0.0089866-0.016615i,-0.004378-0.020647i,-0.0077602-0.00038706i,0.00056584-0.0021834i,0.00051227+0.00029774i,0.0014882-0.0011485i,8.5896e-05+1.0066e-05i,-1.5638e-05-0.00087344i,-0.00080485+0.00017882i,-0.0018766-0.0029653i,0.0013874+0.00078467i,0.0003509+0.0011529i,-7.5402e-05+0.00032055i,0.00026281-0.00010525i,0.00075964-0.00091087i,-0.0003737+0.00084503i,-0.00012599-0.00097884i,-1.1789e-05-0.0019737i,0.00019744-0.001412i,-0.00018361+0.00012345i,0.00099695-0.00014501i,0.00047691-0.00026692i,0.00013608-0.00022819i,-0.00026751-0.0001642i,7.8397e-06-3.362e-05i,-0.00045962-0.0010121i,-0.00011108-1.3902e-06i,0.00014586+0.00028912i,-0.00090535-0.00054079i,-0.0013986-0.0063688i,0.00047407-0.0005313i,-0.00050655-0.00050604i,-8.7338e-05-0.00046396i,-0.003142+0.00045876i,5.0755e-05-0.00071454i,-0.00026606+0.00062087i,0.00088489+0.0014374i,0.00044738-0.00084943i,-0.0094404-0.0027799i,0.020274+0.0010662i,0.019677-0.028356i,0.0094385-0.032879i,0.012751-0.009702i,0.01989-0.033535i,0.03374-0.0072164i,0.024289-0.020526i,0.021757+0.0061551i,-0.0010005+0.0057217i,-0.0054375-0.0013807i,0.00010062+0.0069546i,-0.012637+0.0070339i,-0.00034387-0.0022382i,0.0034434+0.00146i,0.0076785+0.0020634i,0.00017966-0.0017819i,0.00096788+0.0026731i,0.00242+0.001613i,0.004234-0.0045756i,-0.00030367-0.0032501i,0.0015118+0.00093062i,-0.0089127-0.0050226i,0.0011743+0.0044579i,-0.0053717-0.0052512i,0.0021863+0.0028439i,-0.003584+0.0037931i,-0.0012855+0.00027435i,0.003627-0.002084i,-0.002811+0.00049842i,-0.0001177+0.0038502i,-0.0044335+0.00086687i,-0.00042805+0.00079917i,-0.000676+0.0022218i,0.0010934-4.1649e-05i,-0.004845-0.0094771i,0.0019628+0.0024331i,-0.0044685+0.0013334i,-0.0027352+0.0021144i,0.0029539+0.0039933i,-0.00022804-0.0016854i,0.0019021-0.0027398i,-0.0012896-0.0034206i,-0.00033093+0.0044908i,0.0015949+0.0025564i,0.0044449-0.0081198i,-0.018618+0.019099i,0.00085785+0.030476i,0.0036623+0.011735i,0.009992-0.0033343i,0.0025637-0.0015961i,-0.0027057+0.013137i
-0.0072754-0.0075217i,-0.023632-0.016068i,-0.019941+0.0069843i,-0.013762+0.001966i,-0.019046+0.0065547i,-0.015121+0.0011576i,-0.011768-0.015077i,-0.0078179-0.020132i,-0.0080966-0.00066514i,0.00036245-0.0023686i,0.00087414+0.0002798i,0.00067517-0.0013333i,0.00030644+0.00012706i,-0.00012749-0.00084043i,-0.00068409+0.00021768i,-0.0021293-0.0024072i,0.0015376+0.00045928i,0.00074473+0.0010265i,0.00010484+0.00022417i,0.0002642-0.00018797i,8.6404e-05-0.0010208i,-3.7471e-05+0.0010842i,-0.00034462-0.00077605i,-0.00083571-0.0018026i,-0.00030736-0.0012844i,-0.00010258+0.00023275i,0.0006637-0.00039695i,0.00035835-0.00047187i,0.00013615-0.00012434i,-0.00035287+5.6573e-05i,-2.1121e-05-2.7209e-05i,-0.00056783-0.00086542i,0.00011777+3.4502e-05i,0.00022548+6.1696e-05i,-0.0016154-0.00042473i,-0.0023898-0.0055151i,0.00027528-0.00080751i,-0.00045773-0.00022864i,-0.00026381-0.00032279i,-0.0031379+0.0018709i,-0.00027775-0.00058792i,-8.3032e-05+0.00060853i,0.002076+0.0012129i,8.3207e-05-0.00057724i,-0.010718-0.0020036i,0.018062-0.0037054i,0.014618-0.031149i,0.0021882-0.033307i,0.012454-0.014602i,0.012214-0.03633i,0.03243-0.013676i,0.02036-0.025658i,0.022033+0.0058892i,5.4024e-05+0.0013126i,-0.0066926+3.9521e-05i,0.0029803+0.0059147i,-0.0085296+0.012192i,-0.00092836-0.0016582i,0.0035386+0.0013052i,0.0078169+0.00024825i,-0.00077542-0.0018611i,0.0011418+0.0038342i,0.0031673+0.00058017i,0.001934-0.0049507i,-0.0015265-0.0029007i,0.0020445-0.00025026i,-0.0085698-0.00087274i,0.003366+0.0033146i,-0.0062854-0.0028963i,0.002169+0.0013886i,-0.0018829+0.0047849i,-0.0013918+0.00055645i,0.0014909-0.0042908i,-0.0026578+0.0014162i,-2.6804e-05+0.0016001i,-0.0037001+0.0023554i,-0.00083901+0.00053581i,-1.7343e-05+0.0018195i,0.00021697-0.00035516i,-0.0079305-0.0068696i,0.0018283+0.0011547i,-0.0038333+0.0022974i,-0.001774+0.0025802i,0.0040442+0.0021735i,-0.00044817-0.0013533i,0.0020302-0.0029104i,-0.0017601-0.002639i,0.00096467+0.0061715i,0.0017767+0.0028371i,0.0030094-0.0099277i,-0.016555+0.023458i,0.0045654+0.027812i,0.0018978+0.0085607i,0.0065584-0.0050546i,0.0031974-0.0017358i,-0.0023273+0.011632i
-0.0088371-0.0063059i,-0.024945-0.01251i,-0.018093+0.0098106i,-0.012974+0.0033172i,-0.017355+0.0092522i,-0.014776+0.0032708i,-0.0141-0.013118i,-0.010878-0.018947i,-0.0091161-0.00040293i,7.6956e-06-0.0023956i,0.001251-4.5335e-05i,0.00029347-0.0010842i,0.0005594+0.00012806i,-0.00019021-0.00067059i,-0.00063846+0.00021835i,-0.002188-0.0020852i,0.0019707+4.1728e-05i,0.00058673+0.0007608i,0.00013154+5.7839e-05i,0.00023225-0.000196i,-0.00031205-0.00083108i,0.00057242+0.0010101i,-0.00036252-0.00064468i,-0.0012822-0.0015452i,-0.00088054-0.0011485i,6.4132e-05+0.00027967i,0.00054774-0.00032425i,0.0002632-0.00042648i,0.00016012-0.0001076i,-0.00024705+0.00038564i,-4.4733e-05+6.0596e-05i,-0.00064499-0.00084406i,0.00013471-0.00010669i,0.00011768+1.231e-05i,-0.00096774-0.00066727i,-0.0030124-0.0046209i,-0.00015395-0.00073748i,-0.00051278+2.5686e-05i,-0.00017088-0.00020431i,-0.0021813+0.0031979i,-0.00042047-0.00032488i,0.0002082+0.00065747i,0.0027123-0.000394i,0.0001529-0.0003533i,-0.01145-0.00051597i,0.015761-0.0062044i,0.009645-0.032825i,-0.0041819-0.032182i,0.0099953-0.018609i,0.0042196-0.036326i,0.029361-0.01987i,0.015767-0.029705i,0.024661-0.0032782i,-0.0015988-0.0024791i,-0.0072913+0.0023581i,0.004782+0.003911i,-0.0034241+0.01452i,-0.0016184-0.0010965i,0.0038726+0.0011998i,0.0072293-0.0016235i,-0.0014208-0.0015564i,0.0019616+0.0048733i,0.0029918-0.00075037i,0.00038579-0.0044004i,-0.0025528-0.0021392i,0.0018691-0.0011026i,-0.0067086+0.0017838i,0.0047289+0.0012792i,-0.0062926-0.00045082i,0.0017136+0.0009787i,0.00016871+0.0048508i,-0.0010727+0.0010374i,-0.00079598-0.0050081i,-0.0019797+0.0015133i,-0.0012637+0.00081342i,-0.0028607+0.0033445i,-0.0012157+0.00097034i,0.00027486+0.0016957i,-0.00025538-0.00027342i,-0.0094838-0.0036603i,0.0013518+0.00026762i,-0.0031582+0.0025562i,-0.00085739+0.0025742i,0.0042111+6.0505e-06i,-0.00018833-0.001263i,0.0021535-0.0035303i,-0.0020171-0.0024694i,0.0030025+0.0063713i,0.0023304+0.0028966i,0.0012757-0.010763i,-0.013069+0.028549i,0.0076695+0.025087i,-0.00084716+0.0077452i,0.0030919-0.0038204i,0.0030758-0.002536i,-0.0021309+0.010738i
-0.0098137-0.0048896i,-0.026457-0.0092609i,-0.015914+0.012024i,-0.012141+0.0045802i,-0.015374+0.011894i,-0.013827+0.0052837i,-0.016125-0.010901i,-0.014004-0.017606i,-0.010256+0.00066913i,-0.00024575-0.0026581i,0.0014255-0.00061307i,0.00029164-0.0010368i,0.0008291+9.4233e-05i,-3.6725e-05-0.00073581i,-0.0006489+0.00028028i,-0.0023532-0.0018315i,0.0020985-0.00084i,0.00048762+0.00026867i,0.00014827-1.0099e-05i,0.00034037-0.00027641i,-0.00058702-0.00056898i,0.0008774+0.00055313i,-0.00049771-0.00063414i,-0.001419-0.0014269i,-0.0012247-0.00060201i,0.00024451+0.00023768i,0.00045981-0.00041889i,0.00012504-0.00035002i,0.00013675-9.7504e-05i,0.00016727+0.00053403i,-4.4756e-06+0.00017195i,-0.00088146-0.0006153i,0.0002685-0.00023186i,0.0001912+1.0394e-05i,-0.00053233-2.9359e-05i,-0.0036706-0.0036826i,-0.00020354-0.00053019i,-0.00024166+0.00029562i,-0.00012098-0.00025067i,-0.00055781+0.0037866i,-0.00040653-0.00011098i,0.00040548+0.00040886i,0.0016733-0.00089078i,0.00027268-0.00044641i,-0.01195+0.0010074i,0.014576-0.0082425i,0.0047987-0.03355i,-0.0097593-0.029442i,0.0074815-0.021058i,-0.0028579-0.033675i,0.0252-0.025115i,0.010962-0.033384i,0.024657-0.0071666i,-0.0044378-0.0043169i,-0.0064839+0.0054453i,0.0052537+0.0015678i,0.0015302+0.014203i,-0.002016-0.00021422i,0.0047335+0.00071541i,0.0058746-0.0032737i,-0.0018947-0.0012009i,0.0038009+0.0052757i,0.0022531-0.001084i,-0.00052398-0.0036502i,-0.0031299-0.0011191i,0.0015826-0.0017095i,-0.0053595+0.0031951i,0.0049494-0.0012299i,-0.005616+0.0021713i,0.0021769+0.001258i,0.0016703+0.0040927i,-0.00055443+0.0010453i,-0.0033323-0.0046635i,-0.0018526+0.0015855i,-0.0020389+0.0016322i,-0.0014059+0.0040805i,-0.0010179+0.0015475i,0.00016346+0.0019239i,-0.00041185-0.00020574i,-0.0099484-0.00066885i,0.00054194-0.00011327i,-0.0029238+0.0032916i,-0.00037688+0.0025687i,0.0038546-0.0019656i,-0.0001266-0.0018115i,0.0018449-0.00439i,-0.0023606-0.002068i,0.0050388+0.0052799i,0.003198+0.0028872i,-0.00055119-0.011454i,-0.0059334+0.031895i,0.01083+0.021569i,-0.0030137+0.0088996i,0.0017176-0.0016361i,0.0020209-0.0026021i,-0.0020747+0.010231i
