-0.023168-0.03972i,-0.0093092-0.050416i,-0.018238-0.046372i,-0.031672-0.035682i,-0.029727-0.017517i,-0.051496-0.028932i,-0.061618-0.025452i,-0.045991-0.038947i,-0.029917-0.040166i,0.0076578+0.012503i,-0.0058502+0.015984i,-0.0049782+0.015402i,0.0098358+0.022025i,-0.00014138+0.0052598i,0.0037976+0.0034711i,0.0075165+0.018615i,0.027472+0.038245i,-0.0028901-0.0013652i,-0.0044559-0.0062095i,0.0071714+0.00099849i,-0.00029209-0.0010575i,-0.0010158+0.0012126i,0.00013543-0.00034471i,-0.032302-0.0014729i,-0.0015436-0.0058671i,0.0020186+0.0048098i,0.0041412+0.00034103i,-0.00033962+0.00062245i,0.00066821-0.0006029i,-0.00080552-0.0027238i,-0.001717-0.0063027i,-0.0052202-0.0048021i,-0.0021374-0.0051571i,0.0025059-0.0008535i,0.0020855-0.0028376i,0.0037258+0.026613i,0.0015639-0.0033093i,0.0025052+0.00070997i,0.0063349+0.00067431i,-0.011633-0.0034419i,-0.0032985+0.00055696i,0.0072927+0.0006029i,0.005539+0.00037439i,-0.0033291+0.0048774i,0.0021657-0.0091141i,-0.011091+0.016659i,0.034979-0.092403i,0.011962-0.071945i,-0.015636-0.060981i,-0.017603-0.056422i,0.035661-0.049812i,0.016199-0.06472i,0.034405-0.056762i,0.031516-0.060608i,0.014917-0.013352i,0.0045097+0.017301i,0.015638-0.026467i,-0.010518+0.0063201i,-0.00067657+0.0061236i,-0.0049251-0.00010614i,-0.0032202-0.027052i,-0.023799+0.032696i,0.010687-0.011372i,-0.012687-0.0030372i,-0.00015572-0.0051218i,-0.0015095-0.015697i,-0.0076453+0.0046576i,0.0053043+0.0060049i,-0.0076684+0.031434i,0.0054722+0.0056097i,-0.0046527-0.00047809i,-0.0032219-0.00020452i,-0.012511-0.0078191i,-0.00034734-0.0043193i,-0.0038181-0.0032878i,0.00016712-0.0095036i,-0.0097745-0.001097i,-0.0063586-0.0023329i,0.0070703+0.0032204i,-0.0076491+0.0012836i,1.5124e-05+0.00053395i,0.0062926+0.01102i,0.0038793+0.0016621i,-0.0094459-0.0095563i,0.0034508+0.0078969i,-0.021804+0.0058665i,0.0082866+0.00025373i,-0.029544-0.0029368i,-0.042203+0.0040706i,0.020057-0.098976i,-0.0021152-0.012587i,-0.055035-0.021102i,-0.024512+0.0014656i,0.018595+0.010692i,-0.024495+0.013237i,-0.018606-0.012341i
0.013939-0.0091647i,0.045236-0.011511i,0.024067-0.027454i,0.011851-0.022214i,0.015253-0.041411i,-0.019267-0.023769i,-0.0087622-0.016292i,-0.0019398-0.029469i,0.0070752-0.017916i,0.0043009-0.0020133i,0.0018037-0.0049682i,-1.1279e-05-0.0054841i,-0.0011794-0.0058788i,-0.00097988-0.0030818i,-0.0013736+0.0011109i,0.0013401-0.0028374i,-0.0040436+0.0017794i,-0.00038616+0.001482i,0.00026724+0.0003562i,0.00059693+0.0023642i,0.0015107+0.0018059i,0.0011464-0.00096748i,0.0019973+0.00045813i,-0.00076681+0.0028233i,-0.00091697+0.00048629i,-0.00059236+0.00044107i,-0.0015761+0.0001013i,-0.00039372+0.00033405i,0.00010385+7.3653e-05i,-0.00032075-0.00028334i,0.0025468-0.0018263i,0.0016556-9.4729e-05i,0.00042489-0.00083931i,0.00051985-0.0010845i,0.00094985+0.00066764i,0.004825+0.0027347i,-6.8269e-05+7.3115e-06i,-0.0001497+0.0015905i,-0.00023664-0.00032002i,0.00041551+0.00042358i,0.0011655+0.00044707i,0.00089733+0.00074613i,-0.00021743-0.00264i,0.00014713-0.0028693i,0.020262+0.0055195i,0.03016+0.03982i,0.03731+0.040459i,0.049545+0.027859i,0.017386-0.00023662i,0.036146-0.001586i,0.040058+0.010119i,0.015873+0.0051427i,0.030487+0.02269i,-0.0017825+0.03406i,0.0067427-0.0048413i,0.004891-0.0030985i,0.0066211-0.0039524i,0.0077242+0.0040339i,0.0038965+0.0062527i,-0.0060247+0.0040052i,-0.003914-0.0056895i,0.0043058+0.012805i,-0.0035433+0.00047455i,-9.7041e-05+0.0055172i,-0.00047978+0.0015122i,0.0026211-0.0032001i,0.0068211-0.00095622i,-0.0027728-0.00061264i,0.0045142-0.0024382i,-0.0059933-0.00044118i,-0.0015037+0.00046774i,0.00030567+0.00016777i,-0.0044588-0.0027485i,-0.0041296-0.0019803i,-0.0068288-0.009396i,0.0031857-0.0017357i,-0.0047632+0.0018338i,-0.0017012+0.0010522i,-0.004167+0.0028695i,0.0071845+0.00099235i,-0.006692-0.0015252i,-0.0039051-0.0080681i,-0.0025406-0.0011359i,-0.0055088-0.00034655i,0.0044285-0.0036684i,0.0059737+0.0010662i,0.0027509-0.0013919i,0.0056767+0.0076031i,0.0063308+0.0057406i,0.04242+0.027175i,-0.032158-0.0037178i,-0.037006+0.018414i,-0.0096245+0.019867i,0.0024881+0.0026209i,0.0082735-0.0058955i,-0.011537-0.0002687i
0.011453-0.01106i,0.042039-0.019097i,0.018669-0.030797i,0.0077621-0.022883i,0.0066929-0.043385i,-0.021908-0.019841i,-0.012045-0.015323i,-0.006711-0.028186i,0.003807-0.018405i,0.0037709-0.0030034i,0.00052063-0.0055689i,-0.0012477-0.0048013i,-0.0028323-0.0047287i,-0.0016389-0.0024512i,-0.00082694+0.0014073i,0.001034-0.0030781i,-0.0025282+0.0031558i,-0.00042197+0.0014868i,0.00015907+0.00029001i,0.0012962+0.002112i,0.0021014+0.0015073i,0.00095998-0.0011549i,0.0019505-0.00021569i,0.001163+0.0025158i,-0.00054424+0.00074841i,-0.00023612+0.00040722i,-0.00132+0.0010807i,-0.00038971+0.00042939i,0.00014788+0.00012127i,-0.00012315+9.6016e-05i,0.0014676-0.002736i,0.0016732-0.0006327i,0.00017485-0.00086832i,4.6103e-06-0.0010737i,0.0014904+0.00036518i,0.0033811-0.0018559i,-4.8783e-05+0.00022536i,0.00037635+0.0015957i,-0.0001135+3.8397e-05i,0.00028713-0.00018697i,0.0012751+0.00012725i,0.0010331+0.00024163i,-0.00076762-0.0019955i,0.0005383-0.0024983i,0.02089+0.0027431i,0.035595+0.034775i,0.042288+0.033534i,0.051919+0.018811i,0.014686+4.012e-05i,0.036333-0.0074754i,0.041622+0.0028349i,0.016697-0.00098111i,0.031091+0.012187i,0.0054798+0.030604i,0.0046984-0.0058276i,0.0011415-0.0034848i,0.0042197-0.0065045i,0.0070548+0.001336i,0.0052784+0.004777i,-0.0033927+0.0063294i,-0.0045343-0.0025818i,0.0060397+0.010921i,-0.0036506+0.0013362i,0.0028141+0.0061574i,0.00038694+0.0016966i,0.00053019-0.0034907i,0.0073236-0.0044877i,-0.0030231-6.4724e-05i,0.0039239-0.0042597i,-0.0054219+0.0027668i,-0.0014822-0.0002911i,0.00010377-0.00047851i,-0.0044771+0.00026791i,-0.0040315-0.0006339i,-0.0086053-0.0060887i,0.0018464-0.0026826i,-0.0032749+0.0027303i,-0.0017565+0.00075137i,-0.0025486+0.0038524i,0.008406-0.001758i,-0.0064488+0.0013513i,-0.0067809-0.0061769i,-0.0022287-0.00071946i,-0.0048137+0.0015954i,0.0015696-0.0041782i,0.0063729-0.0018093i,0.0027653-0.0016982i,0.006918+0.0056677i,0.0057697+0.0046523i,0.043952+0.017513i,-0.030974+0.0029248i,-0.034755+0.026487i,-0.0061942+0.018172i,0.0039309+0.0050928i,0.0064236-0.0055417i,-0.013228+0.0019235i
0.0095368-0.012643i,0.037215-0.025989i,0.01278-0.032743i,0.0042261-0.022686i,-0.0021018-0.043692i,-0.023934-0.015882i,-0.015014-0.013561i,-0.010818-0.026579i,0.00059427-0.018689i,0.0030148-0.0036966i,-0.0013536-0.0055892i,-0.0021186-0.0039029i,-0.0039567-0.0031528i,-0.0019379-0.0017349i,-0.0004468+0.0013794i,0.00065708-0.0032999i,-0.00064282+0.0032993i,-9.4845e-05+0.0017115i,0.00013428+0.0004955i,0.0018366+0.0013782i,0.0028066+0.00063453i,0.00062366-0.0014331i,0.0016933-0.00086773i,0.0024152+0.0015257i,0.00010904+0.0007726i,-6.9235e-05+0.0001853i,-0.00058217+0.0015532i,-0.00036888+0.00075561i,0.00016365+0.0001257i,6.8795e-05+0.00019353i,0.00027988-0.003063i,0.0013312-0.0013184i,-0.00018191-0.00086678i,-0.0003027-0.0008856i,0.0017845-0.0004997i,0.0034791-0.0033768i,0.00027043+0.00027792i,0.00067141+0.0013879i,0.0001129+2.2553e-05i,-9.1591e-05-0.00042438i,0.0014385-0.00035482i,0.00096015-0.00036816i,-0.00096807-0.0013626i,0.00057702-0.0028987i,0.021178-0.00055305i,0.041712+0.027982i,0.046179+0.02597i,0.0534+0.0097593i,0.013542+0.0007335i,0.035888-0.013588i,0.041403-0.00397i,0.016446-0.0060003i,0.028563+0.0047247i,0.010665+0.027387i,0.0023148-0.005969i,-0.0016985-0.0017565i,0.00037647-0.0078516i,0.0054308-0.00060301i,0.0056193+0.0029733i,-0.00078686+0.0069905i,-0.0036529-0.00069691i,0.0070222+0.0085913i,-0.0035494+0.0035096i,0.0055374+0.0049718i,0.0010268+0.0012986i,-0.0010406-0.0026718i,0.0061099-0.0070364i,-0.0027738+0.00062407i,0.0025138-0.0052837i,-0.0025235+0.0044431i,-0.0019985-0.00038979i,-0.00034578-0.00053837i,-0.0031609+0.0018203i,-0.003323+0.00046236i,-0.0094193-0.0028208i,0.00094702-0.0031769i,-0.0019986+0.003104i,-0.0017436+0.0011279i,-0.00054796+0.0036473i,0.0079467-0.0055299i,-0.0049242+0.0036522i,-0.0082042-0.0028903i,-0.0021324-0.00059167i,-0.0036378+0.0027684i,0.00018994-0.0035554i,0.0050449-0.0038723i,0.0029704-0.0023622i,0.0070532+0.0024943i,0.0053098+0.0044576i,0.044435+0.0095964i,-0.027577+0.0079035i,-0.028839+0.03332i,-0.0042948+0.016482i,0.0067649+0.0056437i,0.0043886-0.0047477i,-0.013348+0.0048812i
0.0073483-0.014512i,0.031283-0.03115i,0.0072617-0.033991i,0.0013711-0.022736i,-0.010629-0.041717i,-0.025331-0.011909i,-0.017756-0.011052i,-0.014811-0.024394i,-0.0024755-0.018089i,0.0020791-0.0042447i,-0.0030159-0.0043401i,-0.0025034-0.003096i,-0.0041419-0.0014198i,-0.0021564-0.0012188i,-7.026e-05+0.0015835i,5.6269e-05-0.0034031i,0.00052567+0.0026944i,0.00027933+0.0020392i,0.00042237+0.00072067i,0.0020298+0.00049797i,0.0028487-0.00056063i,1.7727e-05-0.0016248i,0.0012002-0.0012755i,0.0025708-0.00060685i,0.0005729+0.00046575i,-0.00019967+9.1004e-05i,8.223e-05+0.0015873i,5.0739e-05+0.00097276i,0.00022405+7.0177e-05i,0.00018394+0.0001406i,-0.00095698-0.002955i,0.00064295-0.0016201i,-0.00044169-0.00068614i,-0.00051844-0.00074272i,0.0014133-0.0015926i,0.002836-0.0040714i,0.000471+5.667e-05i,0.00096218+0.0011401i,0.00015675-0.00012195i,-0.00051084-0.0006234i,0.0012232-0.00086769i,0.000441-0.00060596i,-0.00099341-0.0007635i,0.0001528-0.0030043i,0.021109-0.0040525i,0.04634+0.01839i,0.049211+0.017951i,0.053149+0.0021906i,0.014185+0.0018288i,0.034067-0.02063i,0.040205-0.010865i,0.015203-0.011157i,0.026425-0.0003713i,0.016367+0.023305i,0.00079832-0.0052536i,-0.0029761+0.0008533i,-0.0040318-0.007716i,0.0038385-0.0015162i,0.0054023+0.0016882i,0.001312+0.0068035i,-0.0026299+0.00056015i,0.0069148+0.0055848i,-0.0010021+0.0055969i,0.0078732+0.002575i,0.0016677+0.00099239i,-0.0018787-0.0014259i,0.003759-0.0091913i,-0.0022935+0.00086246i,0.00077612-0.005956i,-0.0003987+0.0036172i,-0.0027054-4.5738e-05i,-0.00043439-0.00048806i,-0.0018878+0.0030439i,-0.0025015+0.00099006i,-0.0089456+0.00061888i,-0.00034382-0.0038076i,-0.00068915+0.0027534i,-0.0015806+0.0011768i,0.00066978+0.0025713i,0.0056403-0.0090008i,-0.0025168+0.0048622i,-0.0073842+3.6387e-05i,-0.0025012-0.00035069i,-0.002686+0.0034674i,-0.00065124-0.0030407i,0.0033179-0.0047766i,0.0027791-0.0033958i,0.0056772+0.00086549i,0.0055418+0.0043598i,0.043553+0.0016586i,-0.024431+0.0093494i,-0.021037+0.037683i,-0.002335+0.015998i,0.0089093+0.0047284i,0.0038894-0.0032451i,-0.012071+0.0071469i
0.0044857-0.016182i,0.025033-0.034575i,0.0013625-0.034359i,-0.0018059-0.022947i,-0.017597-0.038219i,-0.026267-0.0079514i,-0.019715-0.0076515i,-0.018193-0.021649i,-0.0049876-0.017191i,0.00086716-0.0042167i,-0.0035697-0.0027709i,-0.00293-0.0024552i,-0.0037639-0.00012708i,-0.0025581-0.00044593i,0.00064161+0.001737i,-0.00074111-0.003161i,0.0012496+0.0023489i,0.0011099+0.0021442i,0.00074077+0.0005344i,0.001701-0.00028287i,0.002351-0.0015692i,-0.00049409-0.0016i,0.00075616-0.0015199i,0.0014176-0.0019151i,0.00078822+1.3547e-05i,-0.00032568+0.00013265i,0.00067844+0.001527i,0.0004679+0.00093245i,0.00024722-0.00013253i,0.00026583+4.6871e-05i,-0.0020006-0.0024048i,0.00013243-0.0016416i,-0.00069672-0.00044987i,-0.00071654-0.00046532i,0.00018628-0.0021576i,0.0015586-0.0044902i,0.00045384-0.0001907i,0.0015588+0.00050094i,0.00027292-0.00022847i,-0.0010616-0.00053151i,0.00064219-0.0012978i,0.00015249-0.00040641i,-0.00078198-0.00041889i,-0.00025238-0.0028638i,0.020802-0.0080439i,0.047559+0.0080629i,0.050663+0.0092844i,0.053699-0.0063656i,0.016734+0.0023284i,0.030255-0.027514i,0.037667-0.017078i,0.012244-0.015645i,0.02344-0.0041942i,0.02113+0.01718i,-0.00012634-0.005129i,-0.0025679+0.0039985i,-0.0087134-0.0049717i,0.0022072-0.0018857i,0.0051647+0.00059009i,0.0031239+0.0058933i,-0.0014565+0.00087568i,0.005451+0.0040124i,0.0022989+0.0044785i,0.0092478-0.0012009i,0.0022228+0.000215i,-0.0018167+0.00025955i,0.00045633-0.011147i,-0.0024301+0.0013542i,-0.0008062-0.0059598i,6.0874e-05+0.0030402i,-0.0031551+0.00077414i,-0.00058116-0.00051543i,0.0010242+0.0035491i,-0.0019576+0.00067479i,-0.0069177+0.0033158i,-0.0022776-0.0037534i,6.2879e-05+0.0020113i,-0.0013922+0.0013129i,0.0011074+0.0014539i,0.0018788-0.011475i,-0.0001368+0.0046191i,-0.0058698+0.0015704i,-0.0025443+7.8998e-05i,-0.0012779+0.0044255i,-0.0014657-0.001984i,0.0014617-0.0052752i,0.00184-0.0042037i,0.004291+0.00016237i,0.0063787+0.003671i,0.041389-0.0053686i,-0.024689+0.0095125i,-0.013362+0.038374i,0.00039731+0.014275i,0.01031+0.0027303i,0.0042534-0.0026376i,-0.010016+0.0087121i
0.0016314-0.017143i,0.019118-0.036893i,-0.0042557-0.033561i,-0.0053269-0.022481i,-0.024059-0.034114i,-0.026563-0.0040137i,-0.020512-0.0040924i,-0.021099-0.018616i,-0.0070204-0.016448i,0.00028066-0.0038284i,-0.0034822-0.0015336i,-0.0032526-0.0014961i,-0.003275+0.00097095i,-0.0023248+0.00064093i,0.0013722+0.0012832i,-0.0013047-0.0026171i,0.0020903+0.0019394i,0.0018943+0.0015452i,0.00088683+0.00034016i,0.0012475-0.00060274i,0.0016883-0.0022492i,-0.001098-0.0014822i,0.00024729-0.0016772i,0.00024698-0.0023246i,0.00043511-0.00043053i,-0.00040057+0.0004198i,0.0013262+0.0011896i,0.0007445+0.00058808i,0.00013736-0.00023789i,0.00018813-4.6631e-06i,-0.0028065-0.0015279i,-0.00035711-0.0016726i,-0.00076231+8.4252e-05i,-0.00062508-0.00012066i,-0.00055264-0.0017573i,0.00081519-0.0051601i,0.00035445-0.00016868i,0.0014714-0.00021925i,0.00029855-0.00047142i,-0.0015152-1.0039e-05i,0.00018759-0.0013754i,0.00015122-0.00029458i,-0.00054605-9.3694e-05i,-0.00072026-0.0029128i,0.019373-0.013127i,0.046621-0.002096i,0.050471+0.00079097i,0.051222-0.016634i,0.020633-0.00037011i,0.024226-0.033098i,0.034623-0.022659i,0.0089158-0.018466i,0.021203-0.0055471i,0.02348+0.0096693i,-0.0017097-0.005003i,0.00024148+0.006032i,-0.011026-0.00026032i,0.00077835-0.0018545i,0.004576-0.00033004i,0.0035928+0.0047345i,-0.00074968+0.0005064i,0.0046351+0.0032678i,0.0028248+0.0026682i,0.0075645-0.0051937i,0.0023534-0.0010918i,-0.00026692+0.0013426i,-0.0048063-0.010004i,-0.002081+0.0025626i,-0.0025515-0.0052984i,0.0015426+0.0029771i,-0.0035115+0.0020912i,-0.00072792-0.00045445i,0.0037972+0.00053288i,-0.0019192+0.00043913i,-0.0038146+0.0042116i,-0.0041388-0.0024848i,0.00016885+0.0010882i,-0.0015934+0.0014006i,0.0012183+0.00036101i,-0.0031012-0.012307i,0.0016412+0.0031721i,-0.0048574+0.0022119i,-0.0027632+0.00048924i,0.00089498+0.0048013i,-0.0012476-0.00070667i,-7.7773e-05-0.004536i,0.00073057-0.0047122i,0.0029289+0.00014431i,0.0068495+0.0025295i,0.038268-0.01072i,-0.026624+0.012568i,-0.0071842+0.038087i,0.0018661+0.0112i,0.011106-7.4909e-06i,0.0044457-0.002988i,-0.007888+0.0087208i
-0.0016209-0.017958i,0.013412-0.03852i,-0.0094495-0.032096i,-0.008414-0.021475i,-0.029434-0.02839i,-0.026349-0.00020259i,-0.020693-0.0008977i,-0.023765-0.015189i,-0.0092113-0.015992i,3.265e-05-0.0036539i,-0.0031897-0.00050961i,-0.0031429-0.00038315i,-0.0024483+0.0018888i,-0.0016589+0.0013029i,0.0016909+0.00062531i,-0.0015643-0.0019936i,0.0029364+0.0010611i,0.002272+0.00065972i,0.001009+0.00017956i,0.00101-0.00074366i,0.00076836-0.0026824i,-0.0016997-0.00095233i,-0.00024354-0.0014518i,-0.00056076-0.0021524i,0.00017329-0.00046961i,-0.00017327+0.00074945i,0.0015889+0.00047198i,0.00090989+0.00034985i,0.00010558-0.0002959i,0.00017933+0.00017007i,-0.0031217-0.00049821i,-0.00084-0.0013372i,-0.00048773+0.00047455i,-0.00050306+4.3833e-05i,-0.00089378-0.0014744i,-0.0010924-0.0052823i,0.00042806-0.00029898i,0.0011953-0.00053309i,0.00013636-0.00054087i,-0.0016057+0.00068984i,-0.00026878-0.0014081i,8.0639e-05-0.00031749i,-0.00025423+0.00014012i,-0.001302-0.0025868i,0.015803-0.017447i,0.04318-0.011056i,0.048703-0.0073407i,0.045568-0.025396i,0.022335-0.005536i,0.017496-0.036766i,0.031078-0.027617i,0.0059556-0.02108i,0.021287-0.0065853i,0.023999+0.0027313i,-0.0037315-0.0042223i,0.0034402+0.0056678i,-0.010715+0.0050292i,-0.00045338-0.0015002i,0.0040029-0.00077295i,0.0046651+0.0042043i,-0.00055445+6.4574e-05i,0.0031907+0.002533i,0.0032871+0.0020166i,0.0041953-0.0076357i,0.0015742-0.0021576i,0.0011478+0.00087999i,-0.0077039-0.0061218i,-0.00050016+0.0032545i,-0.0041281-0.0046919i,0.0024434+0.0014887i,-0.0027812+0.0040785i,-0.00085136-0.00046046i,0.0032151-0.002882i,-0.0021861+0.00068574i,-0.0018765+0.0033014i,-0.004816-0.00084145i,-0.00027674+0.00040605i,-0.0014166+0.001917i,0.00060244-0.00066704i,-0.0085096-0.010365i,0.0020252+0.0012015i,-0.0042751+0.0027557i,-0.0027367+0.001512i,0.0031323+0.0040319i,-0.00060434-0.00055817i,-0.00056879-0.0032611i,-0.00025796-0.0047863i,0.0016556+0.00091442i,0.0068864+0.0017063i,0.036098-0.015068i,-0.027183+0.017791i,-0.0017391+0.036581i,0.00162+0.0080023i,0.01019-0.0030653i,0.0040723-0.0030647i,-0.0067239+0.0079384i
-0.0055377-0.017881i,0.0077569-0.039514i,-0.014402-0.029881i,-0.011411-0.020426i,-0.033123-0.022001i,-0.025629+0.0034343i,-0.020481+0.0021755i,-0.025772-0.011152i,-0.011726-0.01512i,-0.00035691-0.0037429i,-0.0025081+0.00025476i,-0.0025832+0.00041642i,-0.0013153+0.0024083i,-0.0010147+0.0015793i,0.0018319+4.7617e-05i,-0.0015198-0.0015431i,0.002831+0.001544i,0.0023802-0.0001706i,0.001072-0.00018903i,0.00085019-0.00098111i,-0.00041884-0.0026074i,-0.0018752-0.00021848i,-0.00057132-0.0012124i,-0.0011201-0.0018277i,5.2769e-05-0.00047286i,0.00016299+0.00083246i,0.0013536-0.00020792i,0.0010333-0.00011609i,-7.2886e-05-0.00023158i,0.00027804+0.0001936i,-0.0031768+0.0006072i,-0.00095973-0.00081055i,4.8534e-05+0.00065164i,-0.00043811+0.00012128i,-0.0013289-0.0010135i,-0.0028484-0.0044785i,0.00023835-0.00047327i,0.0009296-0.00089508i,-3.7145e-06-0.00029586i,-0.0014807+0.001235i,-0.00089958-0.0011239i,-0.000116-0.00030483i,0.00016522+0.00018672i,-0.0016674-0.001834i,0.011483-0.020278i,0.037814-0.017795i,0.045677-0.014515i,0.038239-0.031244i,0.021697-0.010314i,0.01024-0.038917i,0.027121-0.03246i,0.0019075-0.023201i,0.022266-0.0092975i,0.022704-0.0046645i,-0.0056138-0.0027245i,0.0055414+0.0035983i,-0.0078782+0.0098019i,-0.0013125-0.00081064i,0.0033647-0.0010079i,0.0054228+0.0041461i,-0.00064837+6.5062e-06i,0.0021762+0.0037098i,0.0040263+0.00065556i,0.00082255-0.0074922i,0.0005524-0.0025568i,0.0017259-7.8569e-05i,-0.0083678-0.0023289i,0.0010356+0.0029884i,-0.0069268-0.0019801i,0.0018964+0.00017694i,-0.00080229+0.0051014i,-0.0012075-0.00036913i,0.00066703-0.0051007i,-0.0021198+0.0011031i,-0.0012017+0.0019842i,-0.0046583+0.00073064i,-0.0010719+0.00047606i,-0.0013851+0.0022367i,-0.00062983-0.00073423i,-0.011496-0.0060108i,0.0013977-0.00011587i,-0.0039422+0.0031126i,-0.0019467+0.0022091i,0.0047548+0.0020772i,-0.00052687-0.00027835i,1.7303e-05-0.0028248i,-0.0011818-0.0044137i,0.0020784+0.0025243i,0.0067417+0.0008322i,0.032919-0.020311i,-0.026026+0.023711i,0.0024811+0.034911i,-0.00037046+0.0058132i,0.0073736-0.0052691i,0.0040487-0.0033553i,-0.0068244+0.0073751i
-0.0091034-0.016505i,0.0022952-0.040247i,-0.018642-0.02656i,-0.014366-0.018754i,-0.035533-0.015743i,-0.024507+0.007117i,-0.019696+0.0052207i,-0.026747-0.0071001i,-0.014289-0.013673i,-0.00087217-0.0036355i,-0.0018055+0.00042827i,-0.0019458+0.00097142i,-0.00013536+0.0025715i,-0.00039583+0.0017422i,0.0017057-0.00060447i,-0.0013915-0.0014188i,0.0031654+0.00056585i,0.0019404-0.00093952i,0.00091481-0.00057862i,0.00060184-0.0011007i,-0.0012665-0.0020954i,-0.0015704+0.00042046i,-0.00073402-0.0010711i,-0.0011905-0.0014545i,-0.00018407-0.00062995i,0.00053815+0.00072713i,0.0010181-0.00055346i,0.00071261-0.00053102i,-0.00013953-0.00012711i,0.00050268+0.00025333i,-0.0027535+0.0017094i,-0.0010099-0.00041598i,0.00032477+0.00039986i,-0.0003881+0.00032315i,-0.0014832-0.00029262i,-0.0038411-0.0033064i,7.5276e-05-0.00043635i,0.00020635-0.0010155i,0.00018898-0.00022437i,-0.0011019+0.0018996i,-0.001222-0.00062905i,-5.4974e-05-0.00015146i,0.00051388-9.3691e-05i,-0.0014709-0.0012645i,0.0070945-0.021943i,0.032934-0.021778i,0.04188-0.02074i,0.031062-0.034989i,0.019677-0.014166i,0.0028223-0.039039i,0.022261-0.036577i,-0.0016823-0.024164i,0.022436-0.013324i,0.018764-0.010965i,-0.0070729-0.00027043i,0.0060107+0.0009638i,-0.0033585+0.012227i,-0.0020933+0.000128i,0.0030704-0.00084287i,0.0072945+0.0031525i,-0.00065183-0.00021419i,0.0028445+0.005488i,0.0035267-0.00091884i,-0.001292-0.0063411i,-0.00058066-0.002462i,0.0017436-0.00088502i,-0.0071731+0.00076236i,0.0022584+0.0022086i,-0.0049811-0.00036461i,0.0012277+0.00021738i,0.0015967+0.0047563i,-0.0013455+6.3985e-05i,-0.0022759-0.0051969i,-0.0019522+0.0010374i,-0.0017853+0.0013131i,-0.0044058+0.0022406i,-0.0013391+0.0013291i,-0.0013811+0.002497i,-0.001167-0.00015877i,-0.012118-0.0014323i,0.00042427-0.0006936i,-0.0037887+0.0037071i,-0.0011095+0.0023559i,0.0060727-0.0011122i,-0.00020175-0.00014419i,0.00036042-0.0034626i,-0.0021651-0.0042846i,0.0031685+0.0025901i,0.0069319+0.00013339i,0.029266-0.024309i,-0.022418+0.030975i,0.0071955+0.033092i,-0.0028679+0.0057034i,0.0039411-0.0045929i,0.0032789-0.0041573i,-0.0071387+0.0073924i
-0.011748-0.014587i,-0.0037206-0.040976i,-0.022012-0.023251i,-0.017044-0.016629i,-0.036999-0.0089857i,-0.022422+0.010621i,-0.018321+0.0079853i,-0.027378-0.0031896i,-0.016738-0.011787i,-0.0010387-0.0036112i,-0.0014783+0.00040681i,-0.0010912+0.0012806i,0.0010785+0.0023566i,0.00046888+0.0015924i,0.0013107-0.0011538i,-0.0014941-0.0014952i,0.0035096-0.0010374i,0.001253-0.0012426i,0.00062706-0.00084261i,0.00050325-0.0012133i,-0.0018397-0.001388i,-0.0012149+0.00076974i,-0.0010043-0.00094878i,-0.0011235-0.0015903i,-0.00056027-0.00057479i,0.00079827+0.00049873i,0.00062976-0.00080203i,0.00057837-0.00076966i,-0.00012628+5.5234e-06i,0.000831+0.00014752i,-0.0018552+0.0026869i,-0.0010353-7.326e-05i,0.00052529+0.00014969i,-0.00017288+0.00046882i,-0.001062+0.00023625i,-0.0033928-0.0021575i,2.6489e-05-0.00036363i,7.1291e-06-0.00073601i,0.00023412-0.00049045i,-0.00027822+0.0021485i,-0.0009685+3.331e-05i,-3.5403e-05-0.00037912i,0.00051541-0.00062354i,-0.001172-0.0011212i,0.0025564-0.022934i,0.029285-0.02567i,0.037619-0.02611i,0.024163-0.037025i,0.017938-0.016851i,-0.0042102-0.036973i,0.016888-0.040178i,-0.0048198-0.025132i,0.021552-0.01818i,0.013262-0.014489i,-0.0069455+0.0032279i,0.0053044-0.0016149i,0.00071042+0.012282i,-0.002418+0.0013953i,0.0033671-0.00089101i,0.0082305+2.6514e-05i,-0.001033-0.00051019i,0.0056064+0.0060855i,0.002447-0.0011488i,-0.0025967-0.0049344i,-0.0013912-0.0018887i,0.0016904-0.001554i,-0.0060045+0.0025701i,0.0029627+0.00094963i,-0.0051963+0.0027182i,0.0016042+0.0006454i,0.003199+0.0033421i,-0.0012873+0.00025699i,-0.0049059-0.0043015i,-0.0020955+0.0014365i,-0.0019513+0.0016494i,-0.0034262+0.0036516i,-0.00070494+0.0019678i,-0.00092216+0.0030644i,-0.0012449+0.00028847i,-0.01125+0.0023029i,-0.00039859-0.0007055i,-0.0030156+0.004941i,-0.0006907+0.0025026i,0.0040903-0.0043031i,0.00012261-0.00076463i,-8.503e-05-0.0040854i,-0.0032162-0.0037928i,0.0042161+0.0020323i,0.0072222-0.00092231i,0.025114-0.02751i,-0.014499+0.036299i,0.01162+0.029795i,-0.0043462+0.0068312i,0.0021958-0.0024362i,0.0018734-0.0039884i,-0.0073567+0.0079835i
