-0.00070723-0.041906i,-0.00049171-0.046272i,-0.0078567-0.047672i,-0.03044-0.02329i,-0.022782+0.010842i,-0.036547-0.033707i,-0.064119-0.058361i,-0.019449-0.071151i,-0.024066-0.04399i,-0.00091498+0.016568i,-0.010022+0.012518i,-0.014432+0.013501i,0.003417+0.0138i,-0.0029905-0.0019888i,0.0017882+0.0058623i,0.00026334+0.033412i,0.019239+0.057099i,0.0014717-0.00039808i,-0.0030871-0.0094877i,0.0075973+0.0043035i,0.0015737+0.0014633i,-0.00046742+0.0032233i,2.6817e-06-0.00063382i,-0.037988-0.0098418i,-0.0025181-0.0075735i,-0.00096487+0.0044879i,0.0055284-0.00016395i,-8.7837e-05+0.0002729i,0.00062268-0.00084784i,0.00031663-0.002223i,-0.0015161-0.0058671i,-0.003161-0.006078i,-0.001002-0.007133i,0.0032703-0.00032219i,0.0032311-0.0014362i,-0.0021007+0.038989i,0.0066754-0.0039981i,0.0031972-0.00082726i,0.0052328-0.00038372i,-0.012554-0.0062624i,-0.00084705+0.00017258i,0.0098186-0.00041995i,0.0032581+0.0015614i,-0.0043838+0.0019597i,-0.00028867+0.0098983i,-0.0051459+0.017866i,0.026016-0.081951i,-0.00066318-0.052788i,-0.02313-0.041639i,-0.019813-0.037202i,0.063093-0.016423i,0.030715-0.058424i,0.039005-0.044604i,0.034008-0.052383i,0.019822-0.015847i,0.0074879+0.011446i,0.023905-0.034405i,-0.0081115-0.0049939i,0.0031788-0.0012128i,-0.0026803-0.0053704i,0.0050076-0.031908i,-0.025439+0.03069i,0.0083362-0.0099588i,-0.012668-0.0026457i,-0.0044731-0.0018063i,0.00016321-0.013914i,-0.010786+0.0053882i,0.0031538+0.006725i,-0.01425+0.030495i,0.0055075+0.0066918i,-0.005949-0.0018149i,-0.0012907-0.0025135i,-0.011828-0.0072201i,5.6175e-05-0.0035025i,-0.036447+0.0062009i,0.0017981-0.012444i,-0.0092874-0.0027479i,-0.0068807-0.0033698i,0.0060842+0.0017982i,-0.0090506+0.0022729i,-0.00014957+0.0017148i,0.0058152+0.010244i,0.0048926+0.00055645i,-0.0091824-0.009764i,0.0017886+0.0085249i,-0.020474+0.0053225i,0.0059477+0.0033589i,-0.028058-0.0086647i,-0.036007-0.0018843i,0.026388-0.077879i,0.014342-0.0090231i,-0.043023-0.028278i,-0.024891-0.0059623i,0.017335+0.012208i,-0.027263+0.010875i,-0.012024-0.0099052i
0.014071+0.012528i,0.050623+0.0044162i,0.021292-0.034284i,-0.0049136-0.0089362i,-0.010656-0.017985i,-0.017659-0.023538i,0.015004-0.013328i,0.037143-0.012098i,0.010358-0.012704i,0.0097621-0.0026629i,0.0027438-0.0032629i,-0.0022086-0.0012001i,0.0013475-0.0020102i,0.00025318-0.0014998i,-0.0011752-0.0013159i,0.0033292-0.005399i,-0.0047881+0.00090817i,-0.0017272-0.00083109i,0.0011283-0.00033944i,0.00095335+0.0016228i,0.00068463+0.001751i,-0.0004711+0.00091675i,0.0018632+0.0013124i,-0.00056104+0.0052827i,-0.001195+0.0012215i,-0.00054756+0.0009132i,-0.0010593+0.00017256i,0.00038567-0.00059012i,-0.00010713+8.6717e-05i,3.7255e-05-0.00053408i,0.0012081-0.00064571i,0.0021603+0.00041161i,0.0013675-0.0001011i,0.00038536-0.00010172i,0.0012983+0.00090497i,0.0056073-0.004771i,2.5635e-05+0.0006466i,0.00047767+0.00048083i,-0.00043018-0.00060153i,-0.0010529-0.0011378i,0.0011805+0.0015446i,0.0015998+0.0017915i,0.0018452-0.0054901i,0.0032676+0.00041696i,0.0016954+0.019189i,0.010087+0.037638i,0.037248+0.026964i,0.028307+0.0023384i,-0.0016592-0.015891i,0.01694-0.00075886i,0.022325+0.014607i,0.014926+0.021645i,0.023127+0.024276i,-0.011345+0.032306i,0.0029375-0.0039836i,0.0016046-0.004299i,0.0043126-0.0064491i,0.0091255-0.0013893i,0.0015235+0.0041088i,-0.010191+0.010124i,-0.004962-0.0083723i,0.002762+0.015238i,-0.0026669-0.0015982i,0.0008718+0.0026696i,-0.0011017+0.0011174i,0.0021487-0.0036885i,0.0068772-0.0024466i,-0.0039405-0.00072223i,0.0045629-0.0016323i,-0.0065804+0.00050791i,-0.0018708+0.00077979i,0.00035483+6.2446e-05i,-0.0056083-0.0023802i,-0.0037976-0.0022165i,-0.014933-0.0097969i,0.0035065-0.0033832i,-0.0040333+0.002191i,-0.0016417+0.0018917i,-0.005001+0.0031673i,0.0057919+0.0021949i,-0.0096794-0.0016028i,-0.002199-0.0043849i,-0.0027622-0.00057169i,-0.0056543-0.0011807i,0.0055588-0.0040704i,0.0039524+0.0013432i,0.0025112-0.0020215i,0.0024499+0.008945i,0.0055714+0.0023853i,0.025433+0.018847i,-0.023053-0.0029054i,-0.027326+0.017397i,-0.0043841+0.01608i,0.0016008+0.0011752i,0.006163-0.0084981i,-0.0096345+0.0026777i
0.0147+0.010354i,0.050297-0.0041892i,0.014612-0.036795i,-0.0064418-0.0073792i,-0.014967-0.016007i,-0.02081-0.019969i,0.010741-0.016655i,0.034059-0.017222i,0.0076225-0.013519i,0.0086209-0.0052519i,0.001318-0.0043762i,-0.0023527-0.000331i,0.00037208-0.0019126i,4.3105e-05-0.0012797i,-0.0011947-0.00096837i,0.0024227-0.0059785i,-0.003632+0.0023108i,-0.0023114-0.00020091i,0.00052981-0.00071718i,0.0015386+0.0011399i,0.0012348+0.0016912i,-0.00026643+0.001107i,0.00218+0.00061091i,0.0021608+0.0046077i,-0.00022248+0.0015835i,4.2456e-06+0.00078764i,-0.00073804+0.00081938i,0.00022922-0.00040488i,-3.0865e-05+0.00027063i,0.00018062-0.00016773i,0.00077227-0.0013473i,0.0024067-0.00053278i,0.0013265-0.00053893i,0.00030502-5.3495e-05i,0.0020073+0.00040795i,0.0041375-0.0058609i,0.00035115+0.00082748i,0.00056617+0.00020376i,-0.00012716-3.1191e-05i,-0.0018385-0.0014954i,0.0014915+0.001065i,0.0020086+0.0010993i,0.00027124-0.0048687i,0.0044367-6.9875e-05i,0.0059158+0.018352i,0.015758+0.034963i,0.039591+0.020118i,0.028458-0.0040296i,-0.0053182-0.012558i,0.018848-0.0050866i,0.026128+0.0086463i,0.019786+0.014358i,0.025184+0.012505i,-0.0031974+0.02996i,0.0013835-0.0041258i,-0.0019886-0.0037472i,0.0016528-0.0080984i,0.0066868-0.0038502i,0.0022298+0.0034647i,-0.0047157+0.013425i,-0.0063153-0.0041752i,0.0055019+0.013159i,-0.0031188-0.00063435i,0.002635+0.0030994i,-3.3257e-05+0.0014123i,-8.3389e-05-0.0039515i,0.0066603-0.0061995i,-0.0044769+0.00043492i,0.00452-0.0040364i,-0.0055869+0.0035149i,-0.0019496+0.0002411i,-4.182e-05-0.00067717i,-0.0051304+0.0009768i,-0.0038632-0.0011468i,-0.015836-0.0030155i,0.0014101-0.0043097i,-0.0026038+0.003058i,-0.0016755+0.0013527i,-0.0033698+0.0044387i,0.0074414-0.00026868i,-0.0091879+0.0023937i,-0.0034993-0.0033501i,-0.0024401-0.00017157i,-0.0055453+0.0010567i,0.0025562-0.004762i,0.0045637-0.00056179i,0.0023083-0.0022987i,0.0046937+0.0073837i,0.0044889+0.0017016i,0.025278+0.011734i,-0.022596+0.002067i,-0.024777+0.024237i,-0.0014973+0.012594i,0.0032462+0.0036611i,0.0034833-0.0079661i,-0.011614+0.0046699i
0.015876+0.0080749i,0.048056-0.012947i,0.0076633-0.037539i,-0.0071739-0.0057906i,-0.018959-0.012981i,-0.023414-0.016062i,0.0061624-0.018706i,0.030897-0.021812i,0.0049623-0.013899i,0.0066066-0.0071038i,-0.00068514-0.0045884i,-0.0021997+0.00063891i,-0.00028024-0.0014001i,3.4101e-05-0.0011392i,-0.0014173-0.0006615i,0.0013262-0.0063623i,-0.0021852+0.0027503i,-0.0026321+0.00089272i,-0.00010118-0.00035455i,0.0017614+0.00025784i,0.0018647+0.001118i,-0.00017788+0.0011962i,0.0021739-0.00018755i,0.0040472+0.0028917i,0.00099945+0.001398i,0.00032772+0.00048081i,-0.00018495+0.0010528i,0.00011952-0.00025618i,0.00010123+0.00049158i,0.00039329-0.00018272i,6.7048e-05-0.0017178i,0.0019457-0.0015708i,0.00097854-0.0010992i,0.0003711+3.5707e-05i,0.0023908-0.00085068i,0.0024049-0.0065675i,0.001021+0.00056504i,0.00055969-2.5656e-06i,0.00030361-0.00016133i,-0.0026715-0.0010907i,0.0018187+0.00042196i,0.002066+0.00032802i,-0.00083319-0.00406i,0.004822-0.001484i,0.0096605+0.016085i,0.021919+0.03074i,0.041163+0.013119i,0.027088-0.0099638i,-0.0068767-0.0087233i,0.019767-0.010241i,0.027878+0.0020479i,0.023015+0.00735i,0.02294+0.0037937i,0.0026921+0.027396i,-0.00019713-0.0035634i,-0.0045879-0.0013566i,-0.002258-0.008614i,0.003754-0.0046859i,0.0024088+0.0027026i,0.00053029+0.013738i,-0.0053854-0.00084278i,0.0069246+0.010108i,-0.0033795+0.0015277i,0.0042926+0.0024297i,0.00061508+0.0011016i,-0.0018721-0.0029305i,0.0045831-0.0085849i,-0.0038314+0.0015545i,0.0033951-0.0057401i,-0.0024538+0.004901i,-0.0024097+0.00031264i,-0.00073696-0.0006022i,-0.0034415+0.0029911i,-0.0034038-0.00010431i,-0.014326+0.0026102i,-0.00033884-0.0045866i,-0.0011462+0.00315i,-0.0016819+0.0017946i,-0.0010974+0.0044477i,0.007443-0.0036601i,-0.0070608+0.0053124i,-0.0043885-0.0018434i,-0.0024968-6.1269e-05i,-0.0044081+0.0025569i,0.0010001-0.0040048i,0.0038212-0.0022595i,0.0023735-0.0028992i,0.005054+0.0045772i,0.0039282+0.001595i,0.024829+0.0065633i,-0.02034+0.005933i,-0.019064+0.030276i,-0.00099755+0.0096702i,0.0062672+0.0039083i,0.0010538-0.0060153i,-0.011282+0.0076116i
0.016524+0.0050324i,0.04419-0.02044i,0.001509-0.037411i,-0.0072996-0.0049019i,-0.021801-0.0082506i,-0.025257-0.011824i,0.0012593-0.019357i,0.02709-0.026294i,0.0029023-0.013707i,0.0042987-0.0081406i,-0.0024831-0.0033241i,-0.001522+0.0011222i,-0.00042439-0.00075794i,-0.00015519-0.0013296i,-0.001403+5.4442e-05i,-2.0876e-05-0.0064609i,-0.0015029+0.0025835i,-0.0022377+0.0022388i,6.3018e-05+0.00042285i,0.001507-0.00060389i,0.0020388+0.00028869i,-0.00015816+0.0013156i,0.0017511-0.00081869i,0.0048394+0.00024169i,0.0019638+0.00039516i,0.00028717+0.00018822i,0.00022855+0.0010023i,0.00023817-0.00018034i,0.00038786+0.00053979i,0.00034262-0.00033675i,-0.00070343-0.001768i,0.0011616-0.0021035i,0.0004681-0.0013533i,0.00038813-0.00012129i,0.0017544-0.0025111i,0.00067043-0.0068557i,0.0013879-0.00014142i,0.00058322-0.00016082i,0.00036719-0.00037271i,-0.0033014-0.00021504i,0.0017642-0.00023651i,0.0018426-0.00018888i,-0.001565-0.0030203i,0.0044552-0.0025841i,0.012471+0.012438i,0.026958+0.02399i,0.041923+0.0058266i,0.024944-0.014965i,-0.0059133-0.0047958i,0.018758-0.016557i,0.028194-0.0046753i,0.024689-0.0010248i,0.020143-0.0024803i,0.0088483+0.023854i,-0.001012-0.0024151i,-0.005527+0.0019577i,-0.006552-0.0076893i,0.0016433-0.0046204i,0.00225+0.0025605i,0.0047208+0.012448i,-0.0037068+0.0011042i,0.0066963+0.0070032i,-0.0012415+0.0034816i,0.0056729+0.00091841i,0.001549+0.00086302i,-0.0026967-0.0013582i,0.0020112-0.010314i,-0.003004+0.0021722i,0.0017145-0.0074093i,-0.00019378+0.0037894i,-0.0029964+0.00091895i,-0.00088758-0.00037743i,-0.0013627+0.0042646i,-0.0028142+0.00030811i,-0.010854+0.0070873i,-0.0023237-0.004569i,0.00023688+0.002563i,-0.0014741+0.0017027i,0.00050583+0.003466i,0.0058598-0.007014i,-0.00372+0.0070642i,-0.0039594-0.00021202i,-0.0027724+0.00032238i,-0.0033301+0.0038946i,9.9201e-05-0.0036091i,0.0026629-0.0027967i,0.0020869-0.0038627i,0.0043075+0.0035971i,0.0038675+0.0016374i,0.023803+0.0016177i,-0.018291+0.0068863i,-0.010966+0.032948i,-0.00060335+0.0088405i,0.0081837+0.0030406i,0.00046977-0.0035533i,-0.0094895+0.0096587i
0.016395+0.0018394i,0.039367-0.02659i,-0.0045953-0.036479i,-0.0081073-0.0045713i,-0.022265-0.0035579i,-0.026321-0.0074297i,-0.0030038-0.018483i,0.022734-0.029886i,0.0015084-0.013644i,0.0018511-0.008317i,-0.0029621-0.0016218i,-0.0010678+0.0013502i,-0.00023494-0.00040628i,-0.00081461-0.0010323i,-0.00073994+0.00068931i,-0.0015349-0.0060694i,-0.00094133+0.0028523i,-0.0010075+0.0031201i,0.00058742+0.00044063i,0.0008173-0.0011953i,0.0019157-0.00041365i,0.00017008+0.0013562i,0.0013435-0.0011991i,0.0036731-0.0021941i,0.0017394-0.00098047i,0.0001513+8.0148e-06i,0.00063981+0.00095076i,0.00041241-0.00029305i,0.00062394+0.00024645i,8.2958e-05-0.00051097i,-0.0014007-0.0014687i,0.00043059-0.0022954i,-0.0001947-0.0014014i,0.00027356-0.00021681i,-4.6203e-05-0.0029146i,-0.00091387-0.0065953i,0.0011492-0.00087678i,0.00057213-0.00047585i,0.00050868-0.00061777i,-0.0036722+0.00080641i,0.0014744-0.00082508i,0.0016326-0.0004426i,-0.0019057-0.0019775i,0.0038483-0.003322i,0.014874+0.0081853i,0.029447+0.01614i,0.041234-0.0015583i,0.0226-0.020393i,-0.0029854-0.0018711i,0.015367-0.022749i,0.027168-0.010651i,0.02305-0.0088065i,0.015839-0.0059438i,0.01399+0.01832i,-0.00098745-0.0022761i,-0.0045644+0.0055508i,-0.010747-0.0044197i,-2.9919e-05-0.0043356i,0.0024439+0.0024307i,0.0081834+0.0099971i,-0.0015227+0.0015276i,0.0054543+0.0052846i,0.0014222+0.0027424i,0.0065936-0.0015787i,0.0022596-0.00015007i,-0.0024095+0.00063594i,-0.0015967-0.011686i,-0.0027179+0.0031355i,-0.00078741-0.0084165i,0.00015825+0.0030464i,-0.0031332+0.0020936i,-0.00094187-0.00019161i,0.001766+0.0043258i,-0.0025398+0.00020254i,-0.005947+0.0093033i,-0.004667-0.0034427i,0.0010392+0.0014462i,-0.0011519+0.0017211i,0.0011388+0.0022825i,0.0029328-0.0094138i,-0.00039645+0.0068351i,-0.0028058+0.00046818i,-0.0025624+0.00087149i,-0.0016636+0.0049459i,-0.0010721-0.002892i,0.0016387-0.0030529i,0.00091621-0.0045298i,0.0037481+0.0031064i,0.0040846+0.001197i,0.02192-0.002536i,-0.020019+0.0068929i,-0.0039272+0.031415i,0.00062041+0.0072346i,0.009522+0.0010336i,0.0010865-0.0021902i,-0.0070057+0.011012i
0.015931-0.001103i,0.03421-0.031699i,-0.010305-0.034531i,-0.0089526-0.0035579i,-0.022005+0.00018728i,-0.026507-0.003165i,-0.0062452-0.017276i,0.018064-0.033313i,0.00020307-0.014147i,4.2394e-05-0.0077729i,-0.002562-0.00026354i,-0.00046366+0.0016061i,-0.00013508-0.00014768i,-0.00078729-0.00037034i,-1.3466e-05+0.00059216i,-0.0027604-0.0049957i,9.0997e-05+0.0030132i,0.00025892+0.0030926i,0.00083415+0.0001629i,7.149e-05-0.0012327i,0.0015627-0.0010495i,0.00042873+0.0012734i,0.00080965-0.001532i,0.0019743-0.003391i,0.00087247-0.001583i,-4.6028e-05+0.00015877i,0.0011501+0.00067481i,0.00039578-0.00050296i,0.00069983+1.422e-05i,-0.00033655-0.00033394i,-0.0020067-0.00085336i,-0.0003925-0.002246i,-0.00078079-0.00092867i,0.00035477-0.000328i,-0.00089131-0.0023736i,-0.0024219-0.0060714i,0.0007993-0.0011234i,0.00025393-0.00066648i,0.00032947-0.0010023i,-0.0035165+0.002209i,0.00107-0.0011694i,0.0015388-0.00082352i,-0.0019603-0.00088212i,0.0031824-0.0042969i,0.015554+0.0028151i,0.029661+0.0083094i,0.039216-0.0086389i,0.017839-0.02597i,0.0015436-0.0020578i,0.0093969-0.027287i,0.025386-0.015933i,0.02029-0.014352i,0.012733-0.0062996i,0.016834+0.011591i,-0.0016782-0.0022595i,-0.0013292+0.0079592i,-0.01298+0.00073232i,-0.0018051-0.0036262i,0.0026374+0.0023426i,0.0096568+0.0064636i,-0.00012874+0.00052848i,0.0045528+0.0044595i,0.0016925+0.0012403i,0.0057131-0.0044745i,0.0020846-0.0019119i,-0.00039431+0.0019529i,-0.0067745-0.010052i,-0.0012854+0.0049343i,-0.0046041-0.0081791i,0.0013957+0.0029021i,-0.0025154+0.0035606i,-0.00090603+3.2798e-05i,0.0047134+0.0013205i,-0.0025139+0.00050809i,-0.000636+0.0082406i,-0.0061111-0.0010069i,0.00093274+0.00020399i,-0.001345+0.0015166i,0.0013867+0.0011576i,-0.0011508-0.010628i,0.0022525+0.0050937i,-0.0024024+0.0005383i,-0.0025155+0.0013932i,0.0008728+0.0049294i,-0.0012704-0.0015185i,0.00074853-0.0028329i,-0.00030705-0.0047503i,0.003154+0.0028257i,0.0039496+0.00063601i,0.019778-0.0053121i,-0.022634+0.010644i,0.0011245+0.029038i,0.00083411+0.0043691i,0.0099144-0.0015638i,0.0016356-0.002075i,-0.0039369+0.011014i
0.014782-0.0041178i,0.028791-0.036032i,-0.015305-0.031785i,-0.0094798-0.0026684i,-0.021193+0.0038178i,-0.026101+0.00095745i,-0.0092608-0.016082i,0.012647-0.036226i,-0.0014293-0.015284i,-0.0012591-0.0070718i,-0.0018655+0.00062481i,0.00020407+0.0016974i,0.00020824+4.0396e-05i,-0.00043222+2.7738e-05i,0.00036307+0.00031052i,-0.0033647-0.0037958i,0.0010142+0.002621i,0.001296+0.0027538i,0.00094463-2.89e-05i,-0.000416-0.00093077i,0.0010145-0.0014992i,0.00066856+0.0014061i,0.0002117-0.0014064i,0.00033253-0.0035308i,0.00028912-0.0016662i,8.1285e-05+0.00038927i,0.0013572+0.00011793i,0.0003029-0.00065092i,0.00070278-0.00021311i,-0.00045857+0.00012129i,-0.0022451-4.1521e-05i,-0.0010789-0.0018282i,-0.00093828-0.00046571i,0.00036041-0.00050708i,-0.001374-0.0021557i,-0.0035319-0.005007i,0.00059199-0.0014351i,-0.00010564-0.00059295i,-0.00026569-0.0011061i,-0.0028498+0.0035421i,0.00063749-0.0014706i,0.0012404-0.0011963i,-0.0015282+1.9924e-05i,0.002042-0.0047867i,0.01366-0.0017021i,0.027778+0.0015723i,0.035745-0.01496i,0.011154-0.029405i,0.0042687-0.0052344i,0.0028157-0.029302i,0.023202-0.021318i,0.017814-0.019691i,0.012506-0.0062492i,0.018243+0.0053385i,-0.0029634-0.0022005i,0.0024475+0.0079886i,-0.012156+0.0068355i,-0.0030886-0.0024593i,0.0030741+0.0023222i,0.0098399+0.0038905i,-3.3066e-06-0.00081529i,0.0032042+0.0046057i,0.001913+0.0007785i,0.0030588-0.0063101i,0.00045169-0.0029184i,0.0013043+0.0012323i,-0.0093724-0.0054207i,0.0018966+0.0049989i,-0.0075183-0.0053753i,0.0023017+0.0017022i,-0.0010485+0.0047101i,-0.00074517-8.8139e-07i,0.004408-0.0025949i,-0.0026181+0.0010704i,0.0018712+0.0048309i,-0.0058227+0.0014624i,0.00017319-0.00066431i,-0.0014424+0.0021005i,0.0011326+5.1474e-05i,-0.0059338-0.0095184i,0.0031334+0.0024548i,-0.002499+0.00058995i,-0.002088+0.0022627i,0.002835+0.003796i,-0.00060386-0.0012086i,0.0003998-0.002173i,-0.001536-0.0045702i,0.0023483+0.0033131i,0.0038898+0.00019042i,0.0189-0.0076593i,-0.022752+0.01619i,0.004869+0.026078i,-0.00067738+0.0015347i,0.0087311-0.0044913i,0.0015435-0.001586i,-0.0018138+0.0091795i
0.012691-0.0065773i,0.023085-0.039674i,-0.01987-0.028462i,-0.010116-0.0018986i,-0.019706+0.0067971i,-0.02501+0.0048499i,-0.012261-0.014395i,0.0065038-0.037981i,-0.0040702-0.016307i,-0.0024226-0.0065342i,-0.00097284+0.0010658i,0.00094211+0.001412i,0.00059701+1.9033e-05i,-8.1246e-05+0.00019167i,0.00062016-1.5358e-05i,-0.0035266-0.0028034i,0.0017961+0.0021579i,0.0022109+0.0020607i,0.0010392-0.00047485i,-0.0005813-0.0006032i,0.00025428-0.001517i,0.0012823+0.001273i,-0.00011747-0.0012098i,-0.00069791-0.0031975i,-0.00023085-0.0017203i,0.00027419+0.00037048i,0.0011178-0.00042152i,0.00011189-0.0007876i,0.00059203-0.00032154i,-0.00032691+0.00044183i,-0.0022586+0.00088473i,-0.0013151-0.0012521i,-0.00073595-3.3463e-05i,0.00016487-0.00078668i,-0.0022238-0.0015259i,-0.0042064-0.0036679i,-0.00013364-0.0016451i,-0.00035662-0.00037121i,-0.00065374-0.00062048i,-0.0016945+0.0045032i,-8.0418e-05-0.0014688i,0.00071407-0.0015204i,-0.00071287+0.00061258i,0.00098253-0.0046125i,0.011249-0.004562i,0.02449-0.0034081i,0.031245-0.019747i,0.0040526-0.03027i,0.0046776-0.0081732i,-0.004083-0.02954i,0.020132-0.027023i,0.014092-0.025042i,0.013247-0.0077084i,0.017828-0.002i,-0.0048064-0.0013394i,0.0053703+0.0062826i,-0.0084336+0.011276i,-0.0037787-0.0012545i,0.0034617+0.0021752i,0.0096345+0.0014961i,-0.00084924-0.0013477i,0.0030352+0.0056979i,0.0024976-0.00025145i,0.00039216-0.0061257i,-0.00091242-0.0026386i,0.0019495+8.5516e-05i,-0.0092863-0.000954i,0.004312+0.0033161i,-0.0088462-0.0019624i,0.0019361+0.00066023i,0.0010405+0.0048358i,-0.0010157-1.5819e-05i,0.0018885-0.005341i,-0.0023459+0.0015749i,0.001809+0.0017813i,-0.0046927+0.0033363i,-0.00091141-0.00069738i,-0.0010794+0.0024114i,8.9209e-05-0.00047614i,-0.008843-0.0063363i,0.0026116+0.00061675i,-0.002415+0.0005183i,-0.00093313+0.0025508i,0.0039666+0.0019937i,-0.00052797-0.0010934i,0.00090609-0.0017811i,-0.0022821-0.0037056i,0.0032383+0.0046997i,0.0033884-7.741e-05i,0.016959-0.010993i,-0.020995+0.022047i,0.007667+0.022869i,-0.0040618-1.1671e-05i,0.0051433-0.0058415i,0.0021053-0.0017005i,-0.0016644+0.0071938i
0.010605-0.0080144i,0.016991-0.042949i,-0.023541-0.024308i,-0.010987-0.00088251i,-0.018411+0.0088543i,-0.023354+0.0085828i,-0.014662-0.012098i,0.00052353-0.038493i,-0.0073707-0.016548i,-0.0034192-0.0057651i,-7.4674e-05+0.00085741i,0.0014358+0.0011064i,0.00087903-0.0001045i,0.00038204+0.00019685i,0.00064744-0.00043744i,-0.0034701-0.0022034i,0.0029243+0.0012718i,0.0027344+0.0011094i,0.00063339-0.0010758i,-0.00054742-0.00026993i,-0.00023901-0.0012894i,0.0020254+0.0006665i,-0.00021418-0.001146i,-0.0013545-0.0028476i,-0.00093264-0.0016826i,0.00050078+0.0002534i,0.00079611-0.00064614i,-0.00011222-0.00068351i,0.00042452-0.00044663i,9.6677e-05+0.00079956i,-0.0018254+0.0018321i,-0.0014633-0.00089074i,-0.00061087+0.0002077i,-0.00019721-0.00077993i,-0.0024809-0.00018151i,-0.0043356-0.0023117i,-0.00083169-0.0013263i,-0.00049358-0.00010011i,-0.00052982-0.0004241i,-0.00017473+0.0049524i,-0.0004421-0.0012355i,0.00026108-0.0016111i,7.1206e-05+0.00069168i,0.00049468-0.0042975i,0.0093516-0.006517i,0.021498-0.0061326i,0.026772-0.023143i,-0.0022587-0.02896i,0.0037054-0.010479i,-0.010952-0.02718i,0.015406-0.032261i,0.0095117-0.028793i,0.013753-0.0096977i,0.014305-0.0082934i,-0.0063477+0.0010076i,0.0069862+0.0036037i,-0.0037127+0.01359i,-0.0043602+0.00026487i,0.0042218+0.0021001i,0.0088788-0.00062613i,-0.0015668-0.0013823i,0.0041921+0.0068443i,0.0019334-0.0014196i,-0.0010757-0.0052284i,-0.002101-0.0018898i,0.0019428-0.00079212i,-0.0074411+0.0020165i,0.0055483+0.00083139i,-0.0085311+0.0016492i,0.0014311+0.00077122i,0.0028947+0.0037207i,-0.0010366+0.00039351i,-0.0012926-0.0061931i,-0.0018685+0.0015512i,0.0002884+0.00042842i,-0.0032596+0.0045783i,-0.0016941+0.00015626i,-0.00084722+0.0025828i,-0.00061569-0.00026649i,-0.010063-0.0028127i,0.001696-0.00037943i,-0.0027221+0.00061127i,-5.3895e-05+0.0022824i,0.0042573-0.00012105i,-0.00026402-0.00088409i,0.0014515-0.0022856i,-0.0030473-0.0034865i,0.004971+0.0043481i,0.0033057-0.00018912i,0.014522-0.013191i,-0.017122+0.028652i,0.0095629+0.020055i,-0.0077415+0.00093056i,0.0017269-0.0043674i,0.0019689-0.0023817i,-0.0023708+0.0060031i
0.0089456-0.009201i,0.009927-0.045983i,-0.026402-0.020229i,-0.011674+0.00077694i,-0.017226+0.011587i,-0.020698+0.011876i,-0.016624-0.0095726i,-0.0056721-0.03871i,-0.010997-0.01588i,-0.0042073-0.0049887i,0.0003349+0.00038477i,0.0019266+0.00040606i,0.0011949-0.00029949i,0.00091511-0.00036905i,0.00043889-0.00080912i,-0.0035968-0.0016718i,0.0034289-0.00046177i,0.0027977+0.00017586i,-3.007e-05-0.0012065i,-0.00022777-0.00012445i,-0.00064273-0.0010075i,0.0021189-0.0003186i,-0.0005397-0.0011182i,-0.0016416-0.00284i,-0.0014312-0.0013278i,0.00064108+4.7966e-05i,0.00048212-0.00085468i,-0.00025626-0.00046478i,0.00031024-0.0003537i,0.00080389+0.00082519i,-0.00098071+0.0025215i,-0.0017274-0.00040354i,-0.00021593+0.0003499i,-0.00040263-0.00065932i,-0.0018572+0.00060638i,-0.0042096-0.0012324i,-0.0010912-0.0007601i,-0.00038736+0.00021535i,-0.00062383-0.00043477i,0.0015345+0.0046732i,-0.00062631-0.0009987i,-0.00018541-0.0017671i,0.00066105+0.00021761i,0.00034095-0.0044862i,0.0069943-0.0084116i,0.019626-0.008524i,0.022208-0.025783i,-0.0074804-0.025842i,0.0031823-0.011889i,-0.016378-0.022122i,0.0095582-0.036656i,0.0049044-0.032476i,0.014172-0.013339i,0.0090102-0.01178i,-0.0061689+0.0045101i,0.007225+0.00065368i,0.00078289+0.01349i,-0.0042841+0.0020265i,0.0054937+0.0015029i,0.0076274-0.0023354i,-0.0024888-0.0014046i,0.0069221+0.0070488i,0.001015-0.0014271i,-0.0020608-0.0043787i,-0.002622-0.0007838i,0.0019103-0.0014655i,-0.0058191+0.0037068i,0.0054253-0.0020916i,-0.0068084+0.0045456i,0.0021505+0.0012756i,0.0037318+0.0021549i,-0.00093039+0.00038294i,-0.0045335-0.0054482i,-0.0018445+0.0015505i,-0.0006319+0.0010827i,-0.0015781+0.0052627i,-0.0015249+0.00097012i,-0.00056798+0.0031598i,-0.00084866-0.0001197i,-0.010188+0.00032494i,0.00073226-0.00079001i,-0.0033459+0.0014635i,0.00018924+0.0019502i,0.0037236-0.0024117i,-0.00013483-0.001517i,0.0014861-0.0031052i,-0.0040506-0.0027132i,0.0064394+0.0030487i,0.0034563-0.00045814i,0.011854-0.014773i,-0.009332+0.032886i,0.011307+0.016731i,-0.010049+0.0037225i,0.00014313-0.001546i,0.0013015-0.0022824i,-0.0031887+0.0056034i
