-0.030334-0.042223i,-0.021968-0.02113i,-0.013856-0.036967i,-0.030196-0.021305i,-0.023006-0.00097978i,-0.014347-0.0059588i,-0.05611-0.05921i,-0.049113-0.018052i,-0.037838-0.01226i,0.011867+0.011899i,-0.0082336+0.0053442i,-0.019635+0.019325i,0.0023658+0.011952i,-0.005732-0.0022469i,0.00030865+0.0013079i,-0.0017895+0.031401i,0.024848+0.025752i,0.0026751-0.0025098i,-0.0026197-0.0069662i,0.0081058+0.0031957i,0.0026535+0.0010174i,-0.00069347+0.0042189i,-0.00034799+0.00020292i,-0.034794-0.011477i,-0.00068094-0.0083983i,0.0013559+0.0022971i,0.0067201+0.0012945i,0.0021633+0.00062961i,0.0012302-0.00042178i,-0.0005058-0.0028368i,0.0015081-0.0025432i,-0.0024749-0.0061875i,-0.001089-0.0048792i,0.0031104-0.00071468i,0.0048367-0.0031972i,0.0024557+0.031391i,0.0044068-0.0036969i,0.0029527-0.0017408i,0.0084984-0.0012843i,-0.0062403-0.0026171i,-0.00036287+0.00079403i,0.0088123+0.0006906i,0.0049909-0.0026916i,-0.0022478+0.0090044i,-0.017623-0.0091026i,-0.017728+0.015272i,-0.0033438-0.063773i,-0.0050341-0.027346i,-0.025967-0.033183i,-0.01143-0.026663i,0.053913-0.022051i,0.01674-0.043916i,0.023031-0.049123i,0.0043812-0.055406i,0.02633-0.020784i,0.0085552+0.0060577i,0.025018-0.033228i,-0.0080968-0.0059577i,0.0030477-0.0046405i,-0.0048458-0.0069818i,-0.0021685-0.032873i,-0.018223+0.029233i,0.0089296-0.012007i,-0.0095565-0.0039558i,-0.004168-0.001545i,0.00091915-0.01273i,-0.010886+0.0048575i,0.002641+0.010073i,-0.003914+0.026024i,0.0049658+0.0025086i,-0.0055315-0.0014817i,-0.0019548-0.0022532i,-0.012545-0.0070665i,-0.00069139-0.0043808i,-0.034099+0.010817i,0.0011914-0.010678i,-0.008494+0.00046643i,-0.0067886-0.0019765i,0.0051082+0.0015361i,-0.0081857-0.00016879i,0.0021596+0.00017386i,0.0045917+0.0071704i,0.0040384+0.00060509i,-0.0090381-0.011889i,0.0031267+0.0099137i,-0.014329+0.0050842i,0.0073111-0.00042458i,-0.022069+0.00014862i,-0.017516+0.0069874i,-0.0065535-0.06647i,0.0071749-0.012596i,-0.049922-0.023016i,-0.021083+0.00062805i,0.017233+0.011573i,-0.023406+0.014563i,-0.019379-0.0055983i
0.027057-0.026723i,0.011282-0.016144i,0.011471-0.020217i,0.0033452-0.011639i,0.0015912-0.020069i,-0.0053163-0.0047702i,0.013373-0.018319i,-0.007021-0.014004i,-0.010638-0.010183i,0.0033503-0.0013517i,-0.00040816-0.00051479i,-0.0013694+0.0010755i,0.0026571-0.00046502i,9.7578e-05-0.00075931i,-0.00038422-0.0011891i,0.0020421-0.0041069i,-0.0062706+0.0011481i,-0.00066389-0.00025404i,0.00016128-0.00025067i,0.00012523+0.0016302i,-0.00043481+0.0023045i,-0.00068202+0.00091221i,0.0012851+0.00043003i,-0.0018237+0.0033702i,0.00016658-0.0031625i,-0.0005774-0.00010221i,-0.00024587+0.00068513i,0.00091163-0.00065624i,0.0011313-1.2578e-05i,0.00044459-0.0010287i,0.0022987-0.0018691i,0.0033636-7.1425e-05i,0.0017427+0.00029987i,0.00031852-0.00084129i,0.0024945-0.00033216i,0.0048262-0.0015804i,0.0031031+0.0012246i,-8.466e-05+3.8958e-06i,0.00018524-0.0014094i,0.00086433-0.0012723i,0.0010051+0.002156i,0.0014638+0.0032374i,0.0011667-0.002026i,0.0047636+0.0031452i,0.00099389-0.027201i,0.0080106+0.0023533i,0.021123+0.0045453i,0.0052045+0.0068051i,-0.0088887-0.021348i,0.0084134+0.0074068i,0.013191+0.015669i,0.003771+0.015701i,0.018569+0.007619i,0.0030345+0.0057361i,-5.4687e-05-0.0084927i,0.0018087-0.0027803i,0.0010405-0.0050341i,0.0079184+0.00035306i,0.0010044+0.0042158i,-0.0071422+0.010983i,-0.0045811-0.0064923i,0.004865+0.0093392i,-0.0029463-0.0006668i,-1.2277e-05+0.0016698i,-8.6035e-05+0.0016825i,-0.002375-0.0024277i,0.0049218-0.0029715i,-0.0055143-0.0011774i,0.0028504-0.00016829i,-0.0061267+0.0038201i,-0.0017704+3.1064e-05i,0.0010414-0.00079536i,-0.0053874-0.0013889i,-0.0036726-0.00093406i,-0.0082514-0.0081085i,0.0039176-0.0027806i,-0.0026404-0.00074112i,-0.00097523+0.0013307i,-0.0029168+0.0031235i,0.0089953+0.002574i,-0.0049064+0.0015957i,-0.0013864-0.0048097i,-0.0030733-0.000599i,-0.0022916-0.0006857i,0.0029486-0.0038602i,0.0029964+0.0011255i,0.0017198-0.0012232i,0.00086078+0.0065683i,0.00090483+0.0044401i,0.023985-0.0056177i,-0.024351-0.0019764i,-0.031477+0.019158i,-0.0048683+0.011411i,0.0011275+0.0021528i,0.006437-0.0035518i,-0.01256-0.0012079i
0.021563-0.029791i,0.0081273-0.018497i,0.007559-0.021595i,0.0010324-0.011283i,-0.0027617-0.020271i,-0.0055372-0.0039318i,0.0085467-0.021589i,-0.0090545-0.012104i,-0.012071-0.0080709i,0.0034027-0.0023432i,-0.00051274-0.0007346i,-0.00061103+0.0015978i,0.0018683-0.0013849i,0.00026279-0.00029804i,-0.00051061-0.0011193i,0.0012071-0.0041802i,-0.0055823+0.0029923i,-0.00092916-0.00012109i,-0.0001308-0.00033357i,0.00050374+0.0014524i,0.00035787+0.0024408i,-0.00034075+0.0010507i,0.0013672-4.1445e-05i,0.00025329+0.0032207i,-0.00099131-0.0028306i,-0.00044391+7.9687e-05i,0.00021657+0.0012108i,0.00063603-0.00078863i,0.0010613-0.00021255i,0.00017741-0.00090888i,0.0014882-0.0027183i,0.0034566-0.0012775i,0.0018179-0.00023088i,-0.00011842-0.00084451i,0.0027218-0.0012934i,0.0046499-0.0028662i,0.0017871-0.002094i,-0.00010123-3.5982e-05i,8.9939e-05-0.001103i,0.00044631-0.0018867i,0.0017077+0.0016987i,0.0025819+0.002021i,0.00041938-0.001854i,0.0060934+0.0021601i,-0.0035072-0.026034i,0.0084144+0.002181i,0.021835+0.0017345i,0.0075619+0.0031537i,-0.013672-0.017146i,0.012316+0.0040255i,0.016413+0.011219i,0.0061661+0.010906i,0.016628-0.00013255i,0.0059486+0.0017965i,-0.0028591-0.008101i,-0.00087775-0.0033313i,-0.0010018-0.0059791i,0.0059086-0.0021848i,0.0020274+0.0035899i,-0.00191+0.013134i,-0.0057639-0.0031004i,0.0060955+0.007234i,-0.0032349+0.00057039i,0.0009901+0.0025514i,0.0011266+0.0015265i,-0.0039503-0.0015056i,0.0045858-0.0058599i,-0.0057736+0.00033859i,0.0031491-0.0015365i,-0.0039292+0.0065029i,-0.0012455-0.00067586i,0.00032166-0.0014937i,-0.0044623+0.0016982i,-0.0032892+5.8623e-05i,-0.0097839-0.0035503i,0.0020945-0.0034646i,-0.0023302+0.00022531i,-0.0014271+0.00079524i,-0.001598+0.0037841i,0.010737-0.0013628i,-0.0037888+0.003911i,-0.0028056-0.004022i,-0.0024662+0.00018824i,-0.0023723+0.00051623i,0.00049464-0.0036722i,0.0036129-0.000155i,0.0016271-0.0012697i,0.0021188+0.004658i,0.00069199+0.0042622i,0.020602-0.011623i,-0.023225+0.0033064i,-0.028898+0.025969i,-0.003504+0.0088414i,0.0028489+0.0041991i,0.0045706-0.0037901i,-0.013799+0.001236i
0.016461-0.031673i,0.0042323-0.020445i,0.0033492-0.022363i,-0.00065564-0.010463i,-0.0071009-0.019471i,-0.0055749-0.0034158i,0.00347-0.023455i,-0.010462-0.0102i,-0.013147-0.0058078i,0.0025921-0.0033264i,-0.00096805-0.00080808i,0.00028816+0.001731i,0.0012035-0.00086663i,0.00081005-0.00010383i,-0.00073482-0.0010912i,0.00041583-0.0040525i,-0.0042455+0.0044392i,-0.0012463+0.00030762i,-0.00037905-0.00019841i,0.00077905+0.0010956i,0.0013414+0.0018298i,-0.00015972+0.001017i,0.001273-0.00054686i,0.0018205+0.0020774i,-0.0019183-0.0026919i,-0.00024116+0.00018472i,0.00093569+0.0011035i,0.00025477-0.00082941i,0.00095768-0.00037672i,-0.00014102-0.00096191i,0.00046429-0.0031719i,0.0029349-0.0026529i,0.0015959-0.00076011i,-0.00043643-0.0005785i,0.0024876-0.0026555i,0.0041308-0.0046292i,0.0007566-0.0011886i,-0.00019891+1.002e-06i,-8.9972e-05-0.0011549i,-0.00026938-0.0021771i,0.0022129+0.00098318i,0.002745+0.00070259i,-3.1012e-05-0.0016295i,0.0066742+0.00042062i,-0.0073719-0.024427i,0.010204+0.0017412i,0.023025-0.0011876i,0.008128-0.00043591i,-0.015924-0.012123i,0.015363-0.00070514i,0.018026+0.0063561i,0.0076981+0.0069671i,0.013557-0.0048445i,0.0068564-0.0010697i,-0.0055243-0.0065425i,-0.0035617-0.0022191i,-0.0042713-0.0059566i,0.0032535-0.0032746i,0.0022628+0.0027041i,0.0027615+0.012546i,-0.0051065-0.00046347i,0.0062574+0.0047489i,-0.0030403+0.002638i,0.0022157+0.00272i,0.0017101+0.00095887i,-0.0047821+0.00036296i,0.0027991-0.00745i,-0.0050371+0.0017403i,0.0026898-0.0024586i,0.00020222+0.0071438i,-0.0016597-0.0012089i,-0.0004776-0.0013355i,-0.0026358+0.0031749i,-0.0024733+0.00069139i,-0.0093964+0.00050869i,0.0010884-0.0040461i,-0.0017415+0.00064646i,-0.0014767+0.0013037i,9.5745e-05+0.0036785i,0.010047-0.0059333i,-0.0016266+0.0050823i,-0.0039743-0.0029343i,-0.0020196+0.00022375i,-0.0016627+0.0013845i,-0.0001525-0.0025483i,0.0033025-0.001551i,0.0017998-0.0014415i,0.0013775+0.0030132i,0.00080147+0.0045181i,0.01788-0.015603i,-0.020262+0.006807i,-0.023618+0.032431i,-0.0037104+0.0069988i,0.0052514+0.0042158i,0.0027817-0.0027603i,-0.013287+0.0039583i
0.011366-0.033243i,-0.00015114-0.021064i,-0.00054376-0.022475i,-0.0016314-0.0099918i,-0.011063-0.0173i,-0.0058492-0.0031147i,-0.0020323-0.02377i,-0.011463-0.0083512i,-0.013503-0.0032068i,0.0012745-0.0037262i,-0.0015714-0.00031124i,0.0011124+0.0011499i,0.0012161-0.00061237i,0.001142-0.0006421i,-0.00099024-0.00088162i,-0.00036447-0.0036796i,-0.0026794+0.0048694i,-0.0012792+0.00091508i,-0.00046597+0.00019076i,0.00087195+0.0006403i,0.001623+0.00083128i,-0.00013348+0.00099808i,0.00093037-0.00097451i,0.0027119+8.6046e-05i,-0.0026826-0.0016455i,-0.00018539+0.00016592i,0.0013239+0.0006964i,7.3104e-06-0.0007012i,0.00088568-0.00064566i,-0.00067012-0.00073828i,-0.00075796-0.0033312i,0.0017657-0.0035375i,0.0014705-0.0013486i,-0.00049507-0.00037174i,0.0012496-0.0040832i,0.0028936-0.0062484i,0.00094578-0.0012164i,-0.00018653+0.00020069i,-0.00033779-0.0010377i,-0.0011088-0.0022247i,0.0023444+0.00014885i,0.0024633-0.00015311i,-0.00042972-0.0013576i,0.0065315-0.0010173i,-0.01061-0.022555i,0.01269-0.00070234i,0.023909-0.0048389i,0.0080508-0.0032718i,-0.01526-0.0070296i,0.016459-0.0073365i,0.018568+0.0018404i,0.0085418+0.0023819i,0.010897-0.0081339i,0.0078884-0.0040697i,-0.0065725-0.0038746i,-0.0053146+0.00023541i,-0.0078586-0.0046715i,0.0011287-0.0033717i,0.0022059+0.0022677i,0.0063721+0.011039i,-0.0041918+0.0013269i,0.0052861+0.0022734i,-0.00051995+0.0043692i,0.0035397+0.0022369i,0.0024559+0.00040857i,-0.0045354+0.0024901i,0.00063171-0.0085369i,-0.0041545+0.0025457i,0.0020044-0.0032659i,0.0033523+0.0049394i,-0.0025654-0.0012087i,-0.00083939-0.0011223i,-0.00063967+0.0041664i,-0.0016453+0.0008007i,-0.0070417+0.0040774i,-0.00074106-0.0049181i,-0.00098624+0.00061348i,-0.0012251+0.0012737i,0.0011729+0.0024324i,0.0075862-0.0099495i,0.0011249+0.0052544i,-0.0042389-0.0012167i,-0.0020691+0.00027337i,-0.0010287+0.0016765i,-0.00041062-0.00211i,0.0023419-0.0022585i,0.0018192-0.0019581i,0.00070499+0.0031266i,0.0014091+0.005155i,0.014241-0.019537i,-0.017985+0.007509i,-0.015799+0.035831i,-0.003801+0.0069358i,0.0066911+0.0037347i,0.0024441-0.0012175i,-0.011768+0.005634i
0.0059715-0.034053i,-0.0043195-0.020344i,-0.0046014-0.022023i,-0.0029316-0.010052i,-0.01374-0.014548i,-0.0063119-0.0028745i,-0.0069313-0.022277i,-0.012083-0.0066749i,-0.012948-0.00087765i,-7.4672e-05-0.0034078i,-0.0015889+0.00060729i,0.0013533+0.0004744i,0.0013432-0.00065226i,0.0006371-0.00088359i,-0.0011339-0.00048002i,-0.0010646-0.0031103i,-0.0018072+0.005001i,-0.00057929+0.0013561i,-0.00037113+0.00038707i,0.00064748+0.00028747i,0.0014095+2.723e-05i,0.00012651+0.0010253i,0.00056481-0.0011574i,0.0018987-0.0018498i,-0.0025131-0.00077584i,-0.0001751+0.00022934i,0.0014732+0.00033922i,-9.0189e-05-0.00058565i,0.00056728-0.00092224i,-0.00094077-0.00014895i,-0.0020354-0.0028979i,0.00050326-0.0039499i,0.00065022-0.0019344i,-0.00056344-0.00014485i,-0.00093777-0.0043521i,0.0013707-0.0072688i,0.000508-0.0018594i,-2.9586e-05+0.00022486i,-0.00042645-0.00083379i,-0.0020719-0.0018462i,0.0021404-0.00066352i,0.0022532-0.00077449i,-0.00077865-0.00092885i,0.0064541-0.0021542i,-0.01302-0.020691i,0.013694-0.0048285i,0.023904-0.0091465i,0.0081348-0.0067937i,-0.012189-0.0030117i,0.014759-0.014545i,0.018628-0.0020546i,0.0075409-0.0016503i,0.0078924-0.0096166i,0.0079862-0.0078315i,-0.0065245-0.0022512i,-0.0054575+0.0034245i,-0.011368-0.0011619i,-0.00062924-0.0029522i,0.002322+0.0020955i,0.0093983+0.0088686i,-0.0027149+0.0024215i,0.0035607+0.0014624i,0.00244+0.0032095i,0.0051046+0.00087004i,0.0029068-0.00067214i,-0.0031308+0.0046109i,-0.0023515-0.0096139i,-0.0036663+0.0038274i,0.0011025-0.0037428i,0.0037864+0.0028779i,-0.0036465-0.00038992i,-0.0011421-0.00092297i,0.0025008+0.0039008i,-0.0011971+0.00019032i,-0.0034537+0.0057659i,-0.0041704-0.0041916i,-0.00062335+0.00019809i,-0.001047+0.0012156i,0.0014348+0.0012498i,0.0039747-0.013041i,0.0035248+0.003773i,-0.003545-0.0002204i,-0.0019365+0.00075196i,-0.00041366+0.0023068i,-0.00096222-0.0015116i,0.0013597-0.0023442i,0.0014176-0.0026915i,0.00048659+0.0035169i,0.0023448+0.0050998i,0.0095508-0.022069i,-0.018935+0.0076452i,-0.0087696+0.035556i,-0.0030961+0.0064106i,0.0080999+0.002374i,0.002975-0.00048262i,-0.0099938+0.006523i
0.0010458-0.033878i,-0.0077564-0.018791i,-0.0084279-0.020585i,-0.0044989-0.0095925i,-0.016036-0.012012i,-0.0069136-0.0025002i,-0.010394-0.020242i,-0.01274-0.0052341i,-0.011865+0.00085282i,-0.00080208-0.0025769i,-0.0010442+0.0013775i,0.0013239+1.0913e-05i,0.0013625-0.00083248i,0.00049877-0.00061189i,-0.0010878-0.00018512i,-0.0015326-0.0022928i,-0.00074997+0.0048942i,-5.0795e-05+0.0014114i,-0.00023811+0.00055836i,0.00044333+0.00027226i,0.0010398-0.00051233i,0.00026538+0.0008358i,0.00012231-0.0012858i,0.00057006-0.0029195i,-0.0023066-0.00034697i,-0.00018023+0.00039906i,0.0016326-0.00023112i,-0.00023284-0.00047972i,0.00020619-0.00095041i,-0.00087328+0.00036986i,-0.0030076-0.0019351i,-0.001084-0.0038983i,-0.00026702-0.0018021i,-0.00045865+7.8711e-05i,-0.0024255-0.003488i,-0.00037913-0.0078374i,-0.00014612-0.0018917i,2.1267e-05+0.0001798i,-0.00052504-0.00079894i,-0.0028342-0.00097055i,0.0016648-0.0012156i,0.0020139-0.0013421i,-0.00095041-0.00036295i,0.0061938-0.0037673i,-0.015581-0.018999i,0.012842-0.009242i,0.022855-0.013938i,0.0061888-0.010858i,-0.0075036-0.0025952i,0.0094558-0.020252i,0.018221-0.0054203i,0.0063284-0.0040896i,0.0059051-0.0093146i,0.0066199-0.011579i,-0.0068558-0.00070992i,-0.0035396+0.0062252i,-0.012972+0.0040695i,-0.0023756-0.0021509i,0.0025978+0.0020132i,0.010906+0.0055826i,-0.0010124+0.0026046i,0.0024088+0.0014462i,0.0026777+0.0010497i,0.0053368-0.0016025i,0.0026624-0.0024083i,-0.00014361+0.0057961i,-0.0068-0.0080303i,-0.0020941+0.0056614i,0.0008712-0.0025258i,0.0047121+0.0016662i,-0.0043001+0.0012086i,-0.0013145-0.00059197i,0.004875+0.0002394i,-0.0011178-7.7912e-05i,0.00042314+0.0050768i,-0.0048462-0.0015348i,-0.00069055-0.00026173i,-0.0013059+0.0010106i,0.0013322+0.00030553i,-0.0012744-0.014518i,0.0047048+0.0010686i,-0.00333+0.00022283i,-0.001793+0.0012183i,0.0011327+0.0024419i,-0.00053896-0.00048542i,0.00046997-0.0018791i,0.00039882-0.0033854i,0.0004912+0.003832i,0.0030471+0.0047436i,0.0046752-0.022478i,-0.020195+0.010609i,-0.0032161+0.034672i,-0.0027445+0.0051286i,0.0090985+0.0002619i,0.0033133-0.0007156i,-0.0085316+0.0063714i
-0.0036813-0.033453i,-0.010369-0.016809i,-0.011539-0.018602i,-0.0057395-0.0088681i,-0.018-0.0088234i,-0.007614-0.001914i,-0.013336-0.018429i,-0.013468-0.0036186i,-0.010663+0.0016847i,-0.00098688-0.0017812i,-0.00032251+0.0017997i,0.0011853-0.00029198i,0.0014927-0.00094454i,0.00065702-0.00056428i,-0.00097697+6.4658e-05i,-0.001607-0.0013926i,-5.5518e-05+0.00399i,0.00044084+0.0012746i,2.1915e-05+0.00075015i,0.00042524+0.00036535i,0.00050753-0.00082793i,0.00027245+0.00084967i,-0.00032607-0.0010887i,-0.00078271-0.0030492i,-0.002306+0.00028541i,9.4312e-06+0.00054907i,0.0014695-0.00089508i,-0.00032295-0.00027508i,-4.3351e-05-0.00087489i,-0.0005497+0.00077309i,-0.0035106-0.00075354i,-0.0024295-0.0030142i,-0.00053697-0.0015661i,-0.00022691+0.00018341i,-0.0033319-0.0024984i,-0.0022063-0.0075137i,-0.00035407-0.0013898i,5.5847e-05+0.00024174i,-0.00082836-0.00067605i,-0.0032057+0.00013433i,0.0011081-0.0016596i,0.0015263-0.0018489i,-0.00082041+0.00018752i,0.0054005-0.0053723i,-0.018388-0.016857i,0.010411-0.012734i,0.020589-0.018132i,0.0026429-0.013668i,-0.0050335-0.0052575i,0.0032992-0.022891i,0.018142-0.0091222i,0.0056748-0.0067042i,0.0058907-0.009143i,0.0048274-0.014191i,-0.007348+0.00056213i,-0.00068438+0.0072417i,-0.011894+0.010338i,-0.0035995-0.00080979i,0.0028795+0.0017256i,0.011433+0.0026836i,3.4552e-05+0.0017822i,0.0011606+0.0021404i,0.0025522+0.00022152i,0.0037993-0.0037601i,0.0012019-0.0035491i,0.0027191+0.0048388i,-0.0089009-0.0037436i,0.001133+0.0058621i,-0.0012-0.0075122i,0.0049675-0.00055907i,-0.0040446+0.0033622i,-0.0013522-0.00042149i,0.0037126-0.0033057i,-0.001495-5.8936e-05i,0.0022783+0.0027227i,-0.0048333+6.6283e-05i,-0.0010824-0.00064991i,-0.0012685+0.001357i,0.00081494-0.00046208i,-0.0073349-0.012879i,0.0041681-0.0016997i,-0.0032247+0.00080368i,-0.001452+0.0019192i,0.0023829+0.0015584i,0.00015316-0.0007716i,0.0002087-0.0010582i,-0.00062311-0.0034831i,0.0005167+0.0045726i,0.0037514+0.0042985i,0.0017429-0.021967i,-0.020061+0.014491i,0.0026848+0.032929i,-0.0033042+0.0033872i,0.0085418-0.0025172i,0.0031805-0.00068689i,-0.0079708+0.0057916i
-0.0086632-0.032448i,-0.012328-0.014804i,-0.01422-0.016288i,-0.0068881-0.0082969i,-0.019057-0.0054006i,-0.008392-0.0010433i,-0.016202-0.016265i,-0.013903-0.0015889i,-0.0099372+0.0020584i,-0.00095521-0.0013825i,0.0005203+0.0019683i,0.0010981-0.00055135i,0.0015063-0.0012124i,0.00070104-0.00073314i,-0.00084254+0.00025247i,-0.0012338-0.0007207i,0.00052529+0.0022891i,0.00089899+0.00096109i,0.00039923+0.00062913i,0.00069798+0.00032424i,-0.00030192-0.0006274i,0.00056958+0.00080735i,-0.00059112-0.00081293i,-0.001666-0.002653i,-0.001826+0.0010783i,0.00021441+0.00053589i,0.00073412-0.0013073i,-0.00030541-0.0002091i,-0.00026689-0.00073725i,-0.00019051+0.00096368i,-0.0036932+0.0005713i,-0.0030349-0.0017064i,-0.00061136-0.0016592i,-7.7124e-05+0.00012371i,-0.0040848-0.0012103i,-0.0039726-0.0062523i,-0.00055069-0.00070268i,0.00010071+0.00030112i,-0.00091359-0.00021139i,-0.0029991+0.0013743i,0.00033824-0.0017875i,0.0007235-0.0023042i,-0.00041598+0.00061803i,0.0039919-0.0064357i,-0.020666-0.013793i,0.007025-0.014915i,0.01734-0.021541i,-0.0019003-0.014566i,-0.0051543-0.007432i,-0.0032196-0.023693i,0.017189-0.013727i,0.0041994-0.0097212i,0.0060663-0.010545i,0.0023157-0.017321i,-0.008113+0.0024554i,0.0020467+0.0067784i,-0.007491+0.014885i,-0.0040961+0.00066618i,0.0030044+0.0014638i,0.011423-0.00029808i,0.00013615+0.0011749i,0.0010863+0.003421i,0.002928-0.00075249i,0.0017782-0.0043333i,-0.00026983-0.0037164i,0.0044505+0.0030072i,-0.0087177+0.00038095i,0.0036753+0.0043915i,-0.0032486-0.0055317i,0.0038135-0.0024882i,-0.0021484+0.0049463i,-0.0017059-0.00021216i,0.0011847-0.0051575i,-0.0018293+0.0002754i,0.0021302+0.00053791i,-0.0043905+0.0018472i,-0.0018576-0.00061878i,-0.00064795+0.0014519i,-9.3119e-05-0.000745i,-0.011038-0.0090053i,0.0023675-0.0034898i,-0.0027796+0.0012275i,-0.0005325+0.0022972i,0.0028133+8.3306e-05i,-0.00018203-0.0010755i,0.00079001-0.00058687i,-0.00123-0.003248i,0.0015573+0.0054424i,0.0040212+0.0037184i,-0.0016678-0.021852i,-0.018892+0.018805i,0.007109+0.028759i,-0.0051013+0.0023637i,0.0057295-0.0041579i,0.003395-0.00080326i,-0.0083569+0.0053516i
-0.013397-0.030256i,-0.013983-0.013149i,-0.01641-0.013469i,-0.0080948-0.0076139i,-0.019611-0.0022i,-0.0089168+0.00026745i,-0.018564-0.013703i,-0.013786+0.00048409i,-0.0096552+0.0022743i,-0.00073072-0.0010218i,0.001543+0.0016271i,0.0010427-0.00050616i,0.0013652-0.0015014i,0.00070269-0.00085018i,-0.00073975+0.00035521i,-0.00071112-0.00072837i,0.0012323+0.00061304i,0.0011503+0.00054234i,0.00060281+0.0002381i,0.0010428+0.00027004i,-0.00054394-0.0001157i,0.00096443+0.00049055i,-0.00063736-0.00052694i,-0.0022337-0.0022662i,-0.0013962+0.0014947i,0.00046699+0.00048367i,0.00022533-0.0011133i,-0.00033895-2.0997e-05i,-0.00049856-0.00057269i,0.00028766+0.0010654i,-0.0032798+0.0020218i,-0.0031687-0.00066923i,-0.0014422-0.0010907i,-7.3861e-05+0.00014661i,-0.0041846+0.00046997i,-0.0049609-0.0045303i,-0.00037492-0.00027449i,0.00012719+0.00031603i,-0.00064918-4.3763e-06i,-0.0023025+0.0022813i,-0.00015687-0.0015464i,3.3406e-05-0.0023384i,0.0001211+0.00072581i,0.0025219-0.0075247i,-0.022005-0.010472i,0.0040707-0.015147i,0.013806-0.023861i,-0.0058488-0.01357i,-0.0067159-0.0085796i,-0.0098227-0.021545i,0.014685-0.018565i,0.0023739-0.011891i,0.0058282-0.01172i,-0.0018208-0.019059i,-0.0083405+0.0051561i,0.0039741+0.005191i,-0.0017008+0.016982i,-0.0041852+0.0023325i,0.0032898+0.0015367i,0.010456-0.0037389i,0.00024116+0.00067709i,0.0022639+0.0046009i,0.0023172-0.001824i,0.00060998-0.0039199i,-0.001834-0.0032032i,0.0050694+0.00097373i,-0.0066715+0.0032469i,0.005255+0.0021637i,-0.0062222-0.0054594i,0.0020712-0.0031358i,0.00020324+0.0051506i,-0.0017274+0.00049719i,-0.0016782-0.0056971i,-0.0021286+0.00039883i,0.000769-0.00023643i,-0.0033174+0.003182i,-0.0025181+0.00014478i,-0.0004156+0.0017135i,-0.00056551-0.00042569i,-0.012773-0.0045152i,0.00027317-0.0041516i,-0.0024297+0.0015481i,0.00031359+0.002198i,0.0025556-0.0011014i,-0.00017413-0.00078896i,0.0015154-0.00094262i,-0.0020494-0.0034133i,0.0027302+0.0052437i,0.0044995+0.0033153i,-0.0042776-0.02068i,-0.015914+0.024069i,0.0093132+0.025374i,-0.0072239+0.0026679i,0.0029065-0.0030262i,0.0033209-0.0014472i,-0.0090343+0.0056173i
-0.017177-0.027546i,-0.016087-0.011783i,-0.017807-0.010729i,-0.0092308-0.0065629i,-0.019669+0.0015159i,-0.0089031+0.0017978i,-0.020523-0.01082i,-0.013333+0.0023838i,-0.009823+0.0028655i,-0.00035222-0.0010938i,0.0021079+0.00074313i,0.0011918-0.00077616i,0.0011927-0.0016731i,0.00090571-0.0013554i,-0.00059664+0.00045938i,-0.00054886-0.00088372i,0.0016237-0.0014463i,0.001067+0.00017371i,0.00059707-0.00014367i,0.0014622-1.5463e-05i,-0.0005221+0.00024849i,0.00096254+2.0677e-05i,-0.00071486-0.00035188i,-0.0025563-0.0020971i,-0.0010267+0.0017483i,0.00070315+0.00028644i,-8.2226e-05-0.00095759i,-0.00027895+0.00019453i,-0.00060627-0.00029684i,0.00088948+0.00088826i,-0.0023426+0.0031418i,-0.0030988+0.00038087i,-0.0014642-0.00090461i,3.2148e-05+0.00011201i,-0.0034964+0.0018181i,-0.0052347-0.0030364i,-8.6158e-05-0.00042019i,0.00034319+0.00049235i,-0.00058159-3.2047e-05i,-0.001279+0.0026831i,-0.00044659-0.0013235i,-0.00073497-0.0024035i,0.00057495+0.00039491i,-0.00013187-0.007803i,-0.022882-0.0071391i,0.0026915-0.014977i,0.010165-0.025618i,-0.0088566-0.01135i,-0.0076612-0.0081727i,-0.014726-0.016551i,0.010657-0.02264i,0.00040191-0.01447i,0.0053159-0.013535i,-0.0060094-0.018652i,-0.0069997+0.008479i,0.0049364+0.0032128i,0.0037119+0.016198i,-0.0035992+0.0038311i,0.0042293+0.0013399i,0.0066335-0.0062645i,-9.5653e-05+0.00047782i,0.0043708+0.0045408i,0.0013821-0.0019286i,-0.00016177-0.0036533i,-0.0027841-0.0022817i,0.0050174-0.00083395i,-0.0047189+0.0045485i,0.0056024-0.00078023i,-0.0076709+0.00013382i,0.0012867-0.0029436i,0.0021228+0.0042366i,-0.0014332+0.00086294i,-0.0044344-0.0045293i,-0.0019246+0.001382i,0.00018631+0.00043545i,-0.0017468+0.0039376i,-0.002399+0.0011952i,-0.00023164+0.0022009i,-0.00061715-0.00027098i,-0.013204-0.00033676i,-0.0017533-0.0037703i,-0.0024409+0.0022047i,0.00074213+0.0019795i,0.0020806-0.00209i,-0.00019497-0.0012538i,0.0018041-0.0016364i,-0.0032425-0.0026902i,0.004006+0.0047255i,0.0052099+0.002858i,-0.00651-0.019464i,-0.0095279+0.027398i,0.011561+0.022241i,-0.0088784+0.0039237i,0.001794-0.0010063i,0.0029342-0.0016766i,-0.0095618+0.0063558i
