-0.026657-0.042843i,-0.021358-0.021019i,-0.011758-0.037778i,-0.029723-0.021884i,-0.024159-0.0018663i,-0.013202-0.0040403i,-0.05266-0.054047i,-0.046947-0.017153i,-0.038346-0.015463i,0.0099155+0.01394i,-0.0090462+0.0062264i,-0.019906+0.019348i,0.0022482+0.012163i,-0.0041743-0.0025459i,0.00097206+0.00085064i,-0.00035747+0.028441i,0.026276+0.026773i,0.0028606-0.001785i,-0.0020907-0.0065135i,0.0081971+0.0026719i,0.002728+0.00092641i,0.00023676+0.0034794i,-0.00038808+2.5167e-05i,-0.035302-0.010122i,0.00045919-0.0078209i,0.001528+0.0023971i,0.0059318+0.0010757i,0.0023489+0.00035352i,0.0013213-0.00066201i,-9.1356e-05-0.0025592i,0.0018288-0.0022795i,-0.002666-0.0055374i,-0.00021622-0.0047242i,0.0032557-0.00072769i,0.0052326-0.0027116i,0.0027124+0.029549i,0.0042411-0.0032953i,0.0032764-0.0015036i,0.0086044-0.00082036i,-0.0049891-0.0022531i,-0.00036+0.0011653i,0.010264+0.0010936i,0.0044619-0.0016394i,-0.003231+0.0094596i,-0.016992-0.0070848i,-0.017531+0.016551i,0.00074086-0.062142i,-0.0039245-0.027138i,-0.025422-0.034161i,-0.010113-0.026867i,0.053577-0.022797i,0.017514-0.043406i,0.025547-0.047697i,0.0098257-0.053435i,0.027782-0.019668i,0.0087143+0.0063719i,0.0273-0.03314i,-0.0082757-0.0065268i,0.0031552-0.0042185i,-0.0047705-0.007117i,-0.0010203-0.03378i,-0.02071+0.029277i,0.0091265-0.011973i,-0.0093407-0.0038584i,-0.0039784-0.0018598i,0.00063276-0.013277i,-0.011197+0.00393i,0.0024363+0.010806i,-0.0061505+0.027106i,0.0046493+0.0025217i,-0.0054462-0.0019012i,-0.002001-0.002202i,-0.012922-0.0077609i,1.6076e-05-0.0044791i,-0.036121-0.0013323i,0.0014564-0.010916i,-0.0085589-0.00015446i,-0.0072601-0.0027543i,0.0054608+0.0012893i,-0.007983-0.00097205i,0.0021097-0.00011024i,0.0040931+0.007237i,0.00461+0.00057485i,-0.0072951-0.013869i,0.002819+0.009575i,-0.015241+0.004439i,0.0070478+0.00056559i,-0.022722-0.001094i,-0.018094+0.0045655i,-0.003221-0.0645i,0.0081321-0.012683i,-0.047152-0.025593i,-0.019981-0.0008822i,0.016774+0.013046i,-0.02409+0.014231i,-0.0193-0.0063086i
0.025633-0.023315i,0.012683-0.016498i,0.011642-0.019399i,0.0032679-0.011668i,0.0027708-0.02012i,-0.0054168-0.0056262i,0.01119-0.020284i,-0.007527-0.014712i,-0.009675-0.010064i,0.0051644-0.0019662i,-0.00028007-0.00061323i,-0.001456+0.00091447i,0.0024885+0.00022751i,0.00018242-0.00064033i,-0.0005411-0.00099414i,0.001961-0.0035449i,-0.0058054+0.0023529i,-0.00076797-0.00079574i,0.00016475-0.00024376i,-0.00021936+0.0015087i,-0.00030814+0.0017282i,-0.00051263+0.0010247i,0.001305+0.00053078i,-0.0013207+0.0034826i,0.00067439-0.0024746i,-0.00063327-2.7123e-05i,-7.3674e-05+0.00062778i,0.00072053-0.00057805i,0.0012401+3.9765e-05i,0.00042966-0.00099173i,0.0022297-0.0015411i,0.0038132+9.8397e-05i,0.0015311+0.0002185i,0.0004763-0.00086782i,0.0029709+0.00026011i,0.0067044-0.0013124i,-0.00023992+0.00049687i,3.4584e-05+0.00025394i,0.00074774-0.0012247i,0.0010001-0.0015094i,0.00048474+0.0024171i,0.0014811+0.0018643i,0.0018694-0.0018181i,0.0031436+0.0027661i,0.0027833-0.026253i,0.0084095+0.0036141i,0.019317+0.0069151i,0.0046401+0.0070181i,-0.0094154-0.022217i,0.0084772+0.0083927i,0.014276+0.01716i,0.0039585+0.015906i,0.018501+0.0068289i,-0.00061591+0.0094836i,0.0006261-0.0083729i,0.0013861-0.0030427i,0.0014099-0.0054845i,0.0084548+3.0315e-05i,0.0007519+0.0042142i,-0.0073955+0.010788i,-0.0046822-0.0062731i,0.0041652+0.010365i,-0.0028048-0.00084153i,-1.3068e-05+0.0019221i,-0.0001959+0.0016748i,-0.0027189-0.0024161i,0.0055475-0.002991i,-0.0042497-0.0012213i,0.0042409-0.0003387i,-0.0068686+0.0031316i,-0.0013403+0.0001107i,0.0013614-0.00076794i,-0.0054843-0.0012812i,-0.0038957-0.0011244i,-0.014159-0.009658i,0.0036765-0.0025822i,-0.0024523-0.0002395i,-0.0013247+0.0018184i,-0.003531+0.0030192i,0.009135+0.0036257i,-0.0041827+0.00071549i,-0.001706-0.0048914i,-0.0036769-0.00018767i,-0.002671-0.00060707i,0.0032309-0.0038815i,0.0035672+0.00028861i,0.0015113-0.0010055i,-0.0012061+0.006794i,0.0022262+0.0040338i,0.017956-0.0010474i,-0.024663-0.003331i,-0.032557+0.019703i,-0.0064241+0.012402i,0.00060432+0.0018115i,0.0066483-0.0048121i,-0.012916-0.00056761i
0.020634-0.026224i,0.0091792-0.01916i,0.0078398-0.020854i,0.00094336-0.011313i,-0.0013762-0.020639i,-0.0058328-0.0046571i,0.0066835-0.022959i,-0.0096754-0.012728i,-0.011143-0.0081838i,0.0044548-0.0033751i,-0.0004775-0.00093205i,-0.00074556+0.0014766i,0.0021091-0.00020133i,0.00027815-0.00028787i,-0.00060222-0.00089575i,0.001237-0.0036509i,-0.0045165+0.0041556i,-0.0011126-0.00057462i,-0.00010067-0.00034764i,0.00015026+0.0014797i,0.00027404+0.0018083i,-0.00015555+0.0011125i,0.0014186+8.4647e-05i,0.00079775+0.0032043i,-1.6553e-05-0.0023271i,-0.00047202+0.00024225i,0.00030259+0.0010492i,0.00049883-0.0006492i,0.0012005-0.00020928i,0.00022029-0.00091308i,0.0016199-0.002441i,0.0038166-0.0012483i,0.0016707-0.00030298i,3.5514e-05-0.00086573i,0.0034505-0.00088138i,0.0061303-0.0029211i,-0.0001086+0.00063765i,8.8693e-05+0.00022183i,0.00067917-0.00099029i,0.00053739-0.0022432i,0.0011766+0.0021423i,0.0020055+0.0010451i,0.0012383-0.0017924i,0.0043929+0.0022395i,-0.0017392-0.025319i,0.0089095+0.0032704i,0.020342+0.0040378i,0.006983+0.0033622i,-0.014385-0.017658i,0.012581+0.0049765i,0.017657+0.012631i,0.0065946+0.010999i,0.017088-0.00063435i,0.0037293+0.0055317i,-0.0020375-0.0080938i,-0.001452-0.0032763i,-0.00077586-0.0066413i,0.0061101-0.0026727i,0.0017596+0.0036577i,-0.0021926+0.013038i,-0.0057826-0.0029453i,0.0057439+0.0082688i,-0.0030981+0.00026101i,0.0011286+0.0028008i,0.0010456+0.0016002i,-0.0042218-0.0012956i,0.0052779-0.0061869i,-0.004837-7.8327e-05i,0.0045918-0.0022444i,-0.0048019+0.0061365i,-0.0011195-0.00056528i,0.00059759-0.0015839i,-0.0044091+0.0017747i,-0.0035734+3.2533e-05i,-0.015186-0.0031917i,0.0018844-0.0032045i,-0.0020551+0.0004491i,-0.0016567+0.0012928i,-0.0021977+0.0038845i,0.011197+9.2518e-05i,-0.0035404+0.0027798i,-0.0032846-0.0040348i,-0.0029642+0.00060327i,-0.0026413+0.00069434i,0.00046665-0.0036922i,0.0036195-0.0012615i,0.0017516-0.00092524i,0.00056357+0.0062133i,0.0017977+0.0034847i,0.015604-0.0066789i,-0.024007+0.0019728i,-0.02956+0.027082i,-0.0044772+0.010309i,0.002277+0.0041656i,0.0046215-0.0046789i,-0.01396+0.002062i
0.016007-0.028069i,0.004783-0.021173i,0.0038052-0.021645i,-0.00074063-0.010454i,-0.0055956-0.020316i,-0.006009-0.0039461i,0.0018837-0.024491i,-0.01123-0.010755i,-0.012291-0.0061208i,0.0032392-0.0043831i,-0.0010709-0.0010126i,0.00015169+0.0017397i,0.0017336-0.00027779i,0.00068199-0.00012138i,-0.00073316-0.00086321i,0.00054859-0.0036178i,-0.0026847+0.005169i,-0.0014257-9.4988e-05i,-0.00039136-0.0002025i,0.00047808+0.0012614i,0.0010045+0.0013647i,2.8845e-05+0.001022i,0.0013473-0.00044577i,0.0023108+0.0019756i,-0.00035749-0.0020674i,-0.00017786+0.00037806i,0.00090705+0.00096118i,0.00021101-0.00064534i,0.0010897-0.00048455i,-8.3538e-05-0.00096216i,0.00072409-0.0030364i,0.0032137-0.0026697i,0.00149-0.00099058i,-0.00026029-0.00065433i,0.0032951-0.0025087i,0.0052263-0.0044094i,0.00025249+0.00076934i,0.00014182+0.00022815i,0.00052007-0.0011333i,-0.0002725-0.0026022i,0.0018921+0.0015897i,0.0020349+0.00025936i,0.00079846-0.0017354i,0.0051864+0.001069i,-0.0055828-0.023965i,0.010974+0.0026971i,0.02149+0.00079827i,0.0076064-0.00031535i,-0.016856-0.012375i,0.015756+0.00019957i,0.019268+0.0076572i,0.0082097+0.0069253i,0.01366-0.0049187i,0.0056816+0.0025567i,-0.0046969-0.0066616i,-0.0040604-0.0018252i,-0.004386-0.0068339i,0.0030787-0.0037094i,0.0020761+0.0028937i,0.0023376+0.012468i,-0.0050705-0.00024889i,0.006201+0.0056688i,-0.0031668+0.0022458i,0.0025257+0.0028625i,0.0016302+0.001061i,-0.0049482+0.00075549i,0.0033268-0.0080397i,-0.0044833+0.0012163i,0.0040917-0.0037456i,-0.00056472+0.0071248i,-0.001661-0.0010446i,-0.00031022-0.0015188i,-0.0026402+0.0031686i,-0.00259+0.00079633i,-0.014077+0.0022921i,0.00092758-0.0036253i,-0.0014461+0.00081425i,-0.0015393+0.0018991i,-0.00037121+0.0039732i,0.011266-0.0043775i,-0.0018385+0.0040522i,-0.0044874-0.0026369i,-0.0024714+0.00071827i,-0.001849+0.0014119i,-0.00022147-0.0022527i,0.0026394-0.0023424i,0.0024027-0.0011651i,0.00092958+0.0044805i,0.0015331+0.003447i,0.013538-0.010017i,-0.021253+0.0057296i,-0.023427+0.033617i,-0.0040911+0.0085278i,0.0050219+0.0044147i,0.002661-0.0035157i,-0.013115+0.0047954i
0.011617-0.02956i,3.2863e-05-0.021621i,-0.00015961-0.021937i,-0.0016823-0.0099287i,-0.0096985-0.018684i,-0.0063156-0.0034419i,-0.0033331-0.024739i,-0.012291-0.0086787i,-0.012799-0.0037103i,0.0017453-0.0048911i,-0.0017865-0.000361i,0.0010434+0.0011855i,0.0016968-0.0001721i,0.00098194-0.00054266i,-0.00094031-0.00066952i,-0.00018824-0.0033682i,-0.00095366+0.0052222i,-0.0015088+0.00070014i,-0.00046204+0.00023717i,0.00064376+0.00089057i,0.0012093+0.00063049i,4.2664e-05+0.00092326i,0.00097951-0.00088972i,0.0030717-0.0001411i,-0.00066949-0.0019893i,6.8244e-06+0.0003138i,0.0011983+0.0005742i,4.2827e-05-0.00054448i,0.00093458-0.00077335i,-0.00063093-0.00078324i,-0.00046613-0.0033726i,0.0019872-0.0036203i,0.0010695-0.0014822i,-0.00036283-0.00054008i,0.0020948-0.0041932i,0.004009-0.0057751i,0.00078203+0.00053555i,0.00029219+0.00027601i,0.00020338-0.0012384i,-0.0012813-0.0026853i,0.002294+0.00077358i,0.0018771-0.00028789i,0.00036337-0.0016253i,0.0054281-9.3597e-05i,-0.0087558-0.022458i,0.013512-0.00026233i,0.022329-0.0028763i,0.0076228-0.003266i,-0.016282-0.0067352i,0.016926-0.0065061i,0.019821+0.0030094i,0.0089991+0.0021998i,0.010825-0.007782i,0.0079547-0.00069386i,-0.0059732-0.0042409i,-0.0055048+0.00080321i,-0.0084173-0.0056233i,0.00072271-0.0035403i,0.0022147+0.002544i,0.0058461+0.011083i,-0.0040579+0.0014959i,0.0055017+0.0030515i,-0.00083391+0.0041059i,0.0039333+0.0021561i,0.0024361+0.00056659i,-0.0044487+0.0029699i,0.0010229-0.0093027i,-0.0037581+0.0020715i,0.0031038-0.0055209i,0.0025082+0.0052174i,-0.0026315-0.00095079i,-0.000709-0.001321i,-0.0008395+0.0041037i,-0.0017553+0.00089861i,-0.010883+0.0069807i,-0.00047662-0.0043227i,-0.00066921+0.00076245i,-0.0010527+0.0018305i,0.0010051+0.0027302i,0.0094562-0.0091228i,0.00053888+0.004401i,-0.0044799-0.00084874i,-0.0024968+0.00081247i,-0.0013516+0.0017934i,-0.00027756-0.0016814i,0.0015727-0.0025058i,0.0028321-0.0018928i,0.0005637+0.0043401i,0.0017734+0.0038532i,0.010905-0.013466i,-0.019075+0.0065497i,-0.014968+0.036725i,-0.0037997+0.0084332i,0.0067537+0.0037443i,0.0022198-0.0017689i,-0.011233+0.0062958i
0.0068167-0.030555i,-0.0043013-0.020673i,-0.0043201-0.021447i,-0.0029423-0.0099862i,-0.012686-0.016429i,-0.0067055-0.0029582i,-0.0081629-0.023327i,-0.012914-0.0068141i,-0.01236-0.0014956i,0.00014327-0.0046962i,-0.0017754+0.00068212i,0.0013796+0.00049841i,0.0019255-0.00030079i,0.00050391-0.00078524i,-0.0010328-0.00027555i,-0.00090654-0.0028879i,0.00041422+0.0050775i,-0.00094968+0.0014179i,-0.00029255+0.00046076i,0.00046102+0.00058156i,0.0010859+4.856e-05i,0.00028838+0.00086916i,0.00059657-0.0010878i,0.0021719-0.0021219i,-0.0012371-0.0019308i,8.9677e-05+0.00019988i,0.0013448+0.00019925i,1.8081e-05-0.00045165i,0.00059986-0.0010555i,-0.00092115-0.00026536i,-0.0018389-0.0030975i,0.0005942-0.0040338i,0.00031323-0.0018029i,-0.0005129-0.00034394i,-0.0001763-0.0047805i,0.0024741-0.0067754i,0.00090052+6.852e-05i,0.00043106+8.6507e-05i,-5.4378e-05-0.0012075i,-0.002419-0.0023151i,0.0023033-0.0001898i,0.0017068-0.00077448i,-1.7913e-05-0.0014275i,0.0055214-0.0010813i,-0.011226-0.020989i,0.014206-0.0047449i,0.022505-0.0072666i,0.0076871-0.0070936i,-0.012955-0.0021849i,0.015301-0.013777i,0.019602-0.0010321i,0.0079082-0.0018896i,0.0077857-0.0088714i,0.0091159-0.0051434i,-0.0060721-0.0027942i,-0.0053893+0.0040007i,-0.012471-0.0020019i,-0.00097357-0.0028334i,0.0024782+0.0023771i,0.0088206+0.0090065i,-0.0025443+0.0023919i,0.0038624+0.0020606i,0.0020838+0.0030293i,0.00532+0.00058521i,0.0029861-0.00055326i,-0.0028014+0.0050826i,-0.0021814-0.010511i,-0.0034163+0.0032435i,0.0012248-0.0069953i,0.0031469+0.0034722i,-0.0034766+1.4736e-05i,-0.0010592-0.0011655i,0.0021443+0.0040247i,-0.0013038+0.00033118i,-0.0060059+0.0094179i,-0.0028972-0.0042597i,-0.00023884+0.00028709i,-0.00068116+0.001646i,0.0012922+0.001481i,0.0058705-0.012906i,0.0026717+0.0031991i,-0.0036394+0.00023663i,-0.0022494+0.0012232i,-0.00075016+0.0026003i,-0.00058916-0.0011429i,0.0007264-0.0023849i,0.0027081-0.0029857i,0.00040662+0.0045365i,0.0023524+0.0037647i,0.0072231-0.015818i,-0.020405+0.006623i,-0.0074955+0.035707i,-0.0026321+0.0077483i,0.0080666+0.0024623i,0.0027773-0.00082166i,-0.0091702+0.0068331i
0.0024153-0.030607i,-0.0078124-0.018975i,-0.0080675-0.020021i,-0.0045321-0.009556i,-0.015466-0.014178i,-0.0071219-0.0024309i,-0.011736-0.021302i,-0.013459-0.0051089i,-0.011397+0.00011673i,-0.00088405-0.0038797i,-0.0010947+0.001525i,0.0013601-1.7261e-05i,0.0019983-0.00066096i,0.00036099-0.00051714i,-0.00093176-2.9824e-05i,-0.0014197-0.0020995i,0.0020018+0.0047406i,-0.00021209+0.001574i,-6.9912e-05+0.00059509i,0.00031535+0.0006356i,0.00082914-0.00037301i,0.00039661+0.00060033i,0.000167-0.0012535i,0.00075571-0.0030893i,-0.002017-0.001441i,5.9567e-06+0.00022502i,0.0014804-0.00027282i,-6.7626e-05-0.00042917i,0.00017635-0.0011163i,-0.00087845+0.00021172i,-0.0029619-0.0022169i,-0.00095011-0.0040225i,-0.00048074-0.0015714i,-0.00047413-0.00012633i,-0.0018841-0.0041495i,0.00063313-0.0073513i,0.00079973-7.1871e-05i,0.00040715-7.4497e-05i,-0.00030199-0.0011475i,-0.0033912-0.0013223i,0.0019433-0.00095366i,0.0014438-0.0012018i,-0.00032438-0.001059i,0.0054026-0.0024636i,-0.013995-0.019694i,0.013111-0.0092135i,0.021617-0.011812i,0.0053148-0.011288i,-0.0077559-0.0016004i,0.010113-0.019517i,0.019083-0.0044155i,0.006442-0.0043714i,0.0060069-0.0081038i,0.0083928-0.0099624i,-0.0065562-0.0014358i,-0.0032423+0.0065507i,-0.014552+0.0036607i,-0.002506-0.001994i,0.0028728+0.0021746i,0.010244+0.0058437i,-0.0011055+0.0023886i,0.0027111+0.0016439i,0.0023355+0.00093948i,0.0053877-0.0018884i,0.0027835-0.0023326i,0.00035957+0.0060842i,-0.0070514-0.0087513i,-0.0021003+0.0050942i,-0.0019209-0.007412i,0.0043772+0.0025445i,-0.0037467+0.0015949i,-0.0012999-0.00085843i,0.0048353+0.00074347i,-0.0011848+0.00010644i,-0.00064733+0.0085906i,-0.005032-0.0023618i,-0.00033005-0.00034029i,-0.00087346+0.0013866i,0.0012449+0.00065514i,0.00034217-0.015022i,0.0038337+0.00085745i,-0.0032585+0.00062663i,-0.0021577+0.0016451i,0.00098176+0.0029026i,-0.00010418-0.00025879i,1.3842e-06-0.0018034i,0.0017658-0.0042474i,0.00039175+0.0049372i,0.002658+0.0034841i,0.0033351-0.016098i,-0.022041+0.0098282i,-0.0022203+0.033837i,-0.0019242+0.0060669i,0.0090608+0.00051346i,0.0032809-0.00092804i,-0.0075265+0.0062499i
-0.0017916-0.030402i,-0.010398-0.016899i,-0.011177-0.018067i,-0.0057794-0.0087944i,-0.017901-0.011082i,-0.0076365-0.0018229i,-0.014801-0.019326i,-0.013956-0.0032821i,-0.010401+0.00085384i,-0.0012885-0.0030085i,-0.00022245+0.0019358i,0.0012093-0.00032959i,0.0019409-0.00095674i,0.0005049-0.00039908i,-0.0008086+0.0001624i,-0.0014916-0.001225i,0.0031984+0.0037057i,0.00037363+0.0014556i,0.00027768+0.00062328i,0.00041183+0.00079059i,0.00042472-0.00063428i,0.00031895+0.0005452i,-0.00029562-0.0011111i,-0.00054336-0.0031398i,-0.0023128-0.00057877i,9.9388e-05+0.00033803i,0.0012122-0.00086547i,-0.0001537-0.0003278i,-0.00012662-0.0010078i,-0.00064239+0.00059722i,-0.0036127-0.0010342i,-0.0023383-0.0032238i,-0.00087741-0.0011419i,-0.00032965+1.2363e-05i,-0.003073-0.0032625i,-0.0012323-0.0071515i,0.00096774-0.00023234i,0.00034672-0.00012812i,-0.00063916-0.0010968i,-0.003907-4.6552e-07i,0.0014529-0.0015353i,0.0009896-0.001498i,-0.00041944-0.00066143i,0.0046665-0.0036551i,-0.017116-0.017781i,0.010632-0.012651i,0.019441-0.016062i,0.0013218-0.013813i,-0.0049444-0.0045543i,0.004111-0.02214i,0.018828-0.0081915i,0.0055786-0.0066672i,0.0065291-0.0078485i,0.0067469-0.013461i,-0.007392-0.00033234i,-0.00028718+0.0074319i,-0.013346+0.01066i,-0.0036165-0.00072048i,0.0032129+0.0017362i,0.010718+0.0033474i,-0.00026219+0.001782i,0.0011987+0.0021236i,0.0022335+0.00027343i,0.0037917-0.0039689i,0.0013011-0.0034999i,0.0032475+0.0049081i,-0.0092147-0.0041742i,0.00089718+0.0054085i,-0.0044941-0.005844i,0.0050957+0.00026877i,-0.00312+0.0033255i,-0.0014664-0.00062619i,0.0042319-0.0031008i,-0.0014548+0.00017979i,0.0021659+0.0052775i,-0.0052849-7.1847e-05i,-0.00084862-0.00084607i,-0.00092808+0.0017849i,0.00088824-0.00016682i,-0.0060417-0.014023i,0.0033146-0.0016387i,-0.0030541+0.0010794i,-0.0017741+0.0024411i,0.0025464+0.0021241i,0.00071616-0.00075196i,-6.6653e-05-0.0009288i,0.00044514-0.0048816i,0.00051685+0.0058805i,0.0031351+0.0031657i,0.0013361-0.015537i,-0.02208+0.014115i,0.0022935+0.031658i,-0.0024158+0.0037229i,0.0085268-0.0022565i,0.0032022-0.00087311i,-0.0072232+0.0050934i
-0.0062713-0.029759i,-0.012257-0.014835i,-0.013891-0.015713i,-0.0068433-0.0081996i,-0.019461-0.0075903i,-0.0082294-0.0010347i,-0.017704-0.016982i,-0.014066-0.0012408i,-0.0098705+0.0012738i,-0.0014781-0.0024552i,0.00075408+0.0019644i,0.0011047-0.0006057i,0.0018767-0.0013011i,0.00058087-0.00052866i,-0.00068318+0.00031753i,-0.0011491-0.00057062i,0.0039393+0.0025009i,0.00087874+0.0011506i,0.00061124+0.00039005i,0.00072216+0.00079472i,-0.00024823-0.00053036i,0.00051252+0.00054877i,-0.00056951-0.00082772i,-0.0013553-0.0027301i,-0.0022391+0.00027233i,0.00021213+0.00029088i,0.00059748-0.0011891i,-0.00018046-0.00032242i,-0.0003756-0.00080959i,-0.00037102+0.00081113i,-0.0039148+0.00033982i,-0.003124-0.0019588i,-0.00092072-0.00067005i,-0.00023832-1.7214e-06i,-0.0040736-0.0020427i,-0.0028034-0.0062369i,0.00086531-0.00062918i,0.00026537-0.00013872i,-0.00082271-0.00071803i,-0.0038761+0.0013825i,0.00063226-0.0017868i,0.0003188-0.0017096i,-0.00025613-0.00031803i,0.0036193-0.0042922i,-0.019695-0.014886i,0.0070546-0.014906i,0.016415-0.019379i,-0.0029853-0.014308i,-0.0049844-0.0069469i,-0.0021931-0.023106i,0.017897-0.012691i,0.0041875-0.0093879i,0.0070614-0.0095672i,0.004276-0.017382i,-0.0085299+0.0014498i,0.0024292+0.0068208i,-0.0086628+0.015702i,-0.0040718+0.00060622i,0.0033372+0.0013164i,0.011073+0.00075897i,-5.1932e-05+0.0013362i,0.00095039+0.0035116i,0.0028308-0.00057776i,0.0017318-0.0045295i,-0.00012357-0.0036228i,0.0049146+0.0028414i,-0.0091479+9.1077e-05i,0.0033437+0.004044i,-0.006197-0.0037531i,0.0041167-0.0019139i,-0.001391+0.0045563i,-0.0018751-0.00030983i,0.0015432-0.0055119i,-0.0017213+0.00047181i,0.002555+0.0020324i,-0.0047166+0.0019296i,-0.0017308-0.00081096i,-0.00068829+0.0018612i,3.0536e-05-0.00056811i,-0.010303-0.010464i,0.0017141-0.0031302i,-0.0026171+0.0014355i,-0.00071792+0.0028089i,0.0034361+0.00060861i,0.00038037-0.0012119i,0.00061562-0.00053035i,-0.00073035-0.0048088i,0.0020266+0.0072056i,0.0033088+0.002753i,-0.0011969-0.015533i,-0.021056+0.018973i,0.0059181+0.028846i,-0.0046014+0.0023067i,0.0058592-0.0037878i,0.0035227-0.0010395i,-0.0081495+0.0043759i
-0.010673-0.028025i,-0.013888-0.013241i,-0.015913-0.012826i,-0.0080115-0.0075823i,-0.020417-0.0042335i,-0.0086816+0.00013718i,-0.020121-0.014128i,-0.013781+0.00059022i,-0.0097219+0.0016163i,-0.0014253-0.0019287i,0.0017304+0.0014806i,0.0010496-0.00056743i,0.0016366-0.0016003i,0.00055485-0.00061731i,-0.00059129+0.00034751i,-0.00060073-0.00048977i,0.0045635+0.0013094i,0.0011822+0.00063796i,0.00068774-4.2714e-05i,0.0010741+0.00072556i,-0.00047728-0.00010114i,0.00083505+0.00036596i,-0.00060655-0.00053476i,-0.0017181-0.0023769i,-0.0019192+0.00087697i,0.00032347+0.00023044i,9.1245e-05-0.0010662i,-0.00027485-0.00016869i,-0.00055476-0.00057868i,6.6814e-05+0.00097831i,-0.0036139+0.0018887i,-0.0033392-0.0007543i,-0.00099392-0.00040892i,-0.00026355+9.9894e-05i,-0.0044161-0.00040265i,-0.0038437-0.0049673i,0.00051257-0.00078977i,0.00017395-0.00011967i,-0.00062587-0.00044212i,-0.0032325+0.0027248i,5.2708e-05-0.0016356i,-0.0001802-0.0016064i,4.1672e-05-0.00020433i,0.0028666-0.004622i,-0.021433-0.01157i,0.0040038-0.015026i,0.013213-0.021749i,-0.0069832-0.013345i,-0.0066196-0.0082335i,-0.0087189-0.021195i,0.015526-0.017377i,0.0025837-0.011379i,0.0070302-0.011086i,-6.9297e-05-0.019936i,-0.0091279+0.0044559i,0.0042976+0.0051618i,-0.002625+0.018182i,-0.0043184+0.0021622i,0.0035202+0.0012449i,0.010421-0.0020739i,0.00014078+0.00085423i,0.0020141+0.0048991i,0.0023037-0.0017951i,0.00050279-0.0040088i,-0.0016047-0.0031692i,0.0054355+0.00071843i,-0.0071817+0.0031696i,0.0048216+0.0019145i,-0.0069997-0.00093547i,0.0024992-0.0027237i,0.00076202+0.0044618i,-0.0018992+0.00045724i,-0.00148-0.0061448i,-0.0016875+0.00060338i,0.0011065+0.00023752i,-0.0035014+0.0033253i,-0.0024363-4.3838e-05i,-0.00071682+0.0020109i,-0.00042802-0.00027777i,-0.01281-0.0060929i,-0.00022744-0.0037037i,-0.0023262+0.0017353i,0.00019457+0.0026926i,0.0035935-0.0010746i,0.00038312-0.0012234i,0.001272-0.00092355i,-0.0020223-0.0051969i,0.0039163+0.0068407i,0.0036126+0.0024859i,-0.0029962-0.014559i,-0.017935+0.024706i,0.0086419+0.026136i,-0.007158+0.0027062i,0.0030878-0.0028831i,0.0033897-0.0017849i,-0.0092954+0.0045956i
-0.014161-0.025693i,-0.016044-0.011927i,-0.01712-0.010287i,-0.0091454-0.0065908i,-0.020876-0.00024968i,-0.008688+0.0015242i,-0.021945-0.010974i,-0.013338+0.0022079i,-0.009994+0.0022924i,-0.0011629-0.0017922i,0.0022959+0.00059405i,0.0011516-0.00083411i,0.0014467-0.0017593i,0.00076698-0.00092926i,-0.00050694+0.00040965i,-0.00037974-0.0006345i,0.0047346-0.00037272i,0.0011279+0.00017598i,0.00059385-0.00041787i,0.0015855+0.00044633i,-0.00044702+0.00022644i,0.00081772-1.8776e-05i,-0.00067995-0.00035445i,-0.0019079-0.0023659i,-0.0015553+0.0012873i,0.00042802+0.00012738i,-0.00022517-0.00093314i,-0.00027326+2.9889e-05i,-0.0006402-0.00026293i,0.00062297+0.00090302i,-0.0026904+0.0031646i,-0.0032355+0.00043691i,-0.00085344-0.00015022i,-0.00015852+0.00015655i,-0.0040344+0.0010302i,-0.0044641-0.0036961i,0.00034797-0.00079424i,0.0003037-2.6484e-05i,-0.00058129-0.00045623i,-0.0019447+0.0036013i,-0.00028748-0.0013638i,-0.00059578-0.0014672i,0.00025018-0.00043632i,0.0023111-0.0051408i,-0.02266-0.0081045i,0.0026224-0.014624i,0.0099339-0.023445i,-0.010198-0.010669i,-0.0075559-0.0078959i,-0.013685-0.016389i,0.011861-0.021442i,0.00078515-0.013839i,0.0066262-0.013342i,-0.0047972-0.020013i,-0.0079176+0.0081966i,0.0051872+0.0031051i,0.0032963+0.017629i,-0.0039237+0.0037709i,0.0043549+0.00092145i,0.0089672-0.0046688i,-0.00011246+0.00062683i,0.004287+0.0050828i,0.0013682-0.0018449i,-0.00012821-0.003699i,-0.002561-0.002303i,0.0052672-0.001272i,-0.0052979+0.0045147i,0.0050768-0.00081637i,-0.0065181+0.0017304i,0.0017167-0.0026469i,0.0022573+0.0033646i,-0.0015622+0.00084344i,-0.0044099-0.0052317i,-0.0019415+0.00095348i,-3.5896e-05+0.00059189i,-0.0018862+0.004078i,-0.0023297+0.00096114i,-0.00045255+0.0027446i,-0.00036949-0.00013218i,-0.013822-0.0016788i,-0.00213-0.0031651i,-0.0023015+0.0023786i,0.00058696+0.0024661i,0.0031492-0.0030749i,0.0001763-0.0017669i,0.0014823-0.0016416i,-0.003865-0.0044938i,0.005726+0.0057291i,0.0041729+0.0022175i,-0.0042613-0.013579i,-0.011272+0.028374i,0.0115+0.023143i,-0.0089575+0.0042382i,0.0019022-0.00097187i,0.0026572-0.0019359i,-0.010263+0.0055685i
