-0.025202-0.046051i,-0.023048-0.020094i,-0.011907-0.038565i,-0.029821-0.021759i,-0.02392-0.0015101i,-0.013596-0.0042078i,-0.053811-0.055395i,-0.047283-0.016497i,-0.039039-0.01536i,0.0084762+0.013337i,-0.0083062+0.0068641i,-0.019418+0.019072i,0.0025691+0.011582i,-0.0045736-0.0027724i,0.00089016+0.00072637i,0.00016171+0.02913i,0.026666+0.027196i,0.0023046-0.0011999i,-0.0020065-0.0062133i,0.0080358+0.0026219i,0.0028984+0.0011403i,0.00052515+0.0034466i,-0.00041127+0.00011747i,-0.035353-0.0087987i,-0.00019371-0.0075019i,0.001524+0.0025677i,0.0058064+0.0014945i,0.0025761+0.00032998i,0.0012931-0.00076704i,-0.00044247-0.0025603i,0.0014198-0.0025027i,-0.0032723-0.0056158i,-0.00034572-0.0048517i,0.0031621-0.00093253i,0.0046767-0.0026342i,0.0030464+0.030334i,0.0040764-0.0034697i,0.0034427-0.0018147i,0.0084646-0.00060066i,-0.0050949-0.0019363i,-0.00029432+0.0014734i,0.0096036+0.00095483i,0.0041888-0.0018i,-0.002955+0.0087333i,-0.015103-0.0085263i,-0.018252+0.012872i,-0.00097295-0.061721i,-0.0046495-0.027365i,-0.025328-0.032801i,-0.010708-0.026881i,0.051848-0.024929i,0.016075-0.044244i,0.0229-0.049011i,0.0084451-0.055629i,0.026383-0.019127i,0.0089628+0.0060059i,0.026157-0.034675i,-0.0080106-0.0061503i,0.0029327-0.0045909i,-0.004581-0.0068555i,-0.0023222-0.03243i,-0.020017+0.029638i,0.0077702-0.011197i,-0.0089121-0.0039412i,-0.0040647-0.0017657i,0.0001905-0.012693i,-0.011248+0.0044571i,0.0025737+0.009862i,-0.0052122+0.026641i,0.0044217+0.0025407i,-0.0054714-0.0017642i,-0.001798-0.0023263i,-0.012684-0.0075045i,-0.00051705-0.0044337i,-0.0364+0.00048791i,0.001138-0.010431i,-0.0084695+0.00013779i,-0.0069259-0.0024058i,0.0051312+0.0010921i,-0.0089341-0.0008323i,0.00094313-0.00065982i,0.00407+0.0071994i,0.0045109+0.00074358i,-0.0082964-0.012988i,0.0025599+0.0095633i,-0.015543+0.0049142i,0.0062702+0.0003662i,-0.022525-0.0010607i,-0.01856+0.0037221i,-0.0034297-0.062091i,0.0081539-0.011946i,-0.049419-0.023833i,-0.020883+0.00019606i,0.017534+0.0121i,-0.023278+0.014009i,-0.019996-0.0064586i
0.029246-0.025664i,0.012398-0.016026i,0.012683-0.020387i,0.0031626-0.011786i,0.002169-0.020066i,-0.0055549-0.0054772i,0.011966-0.019921i,-0.0075523-0.013937i,-0.010117-0.0094089i,0.0053167-0.0017395i,-0.00025069-0.00055654i,-0.0013896+0.0009495i,0.0024786+1.7539e-05i,0.00015398-0.00063867i,-0.00050577-0.0011494i,0.001922-0.0035747i,-0.0056867+0.0024841i,-0.0011033-0.00082591i,3.2954e-05-3.5109e-05i,-7.5839e-05+0.0014626i,-0.00027089+0.0017917i,-0.00056634+0.0009817i,0.0012968+0.00046277i,-0.0013837+0.0038525i,0.00018352-0.0024878i,-0.00067334+0.0003321i,-0.00019049+0.0006937i,0.00079673-0.00067704i,0.0013304+7.1752e-05i,0.00033189-0.00078862i,0.0016295-0.0013827i,0.0036595-0.00010686i,0.0014053+0.0002725i,0.00050676-0.00090623i,0.002679+0.0002631i,0.0063736-0.0018394i,-0.00011388+0.00037535i,0.0002496+0.00061502i,0.00033378-0.0010121i,0.00076157-0.0011974i,0.00049112+0.001935i,0.0014784+0.00087046i,0.0016804-0.0014062i,0.0016657+0.0017598i,0.0060817-0.027228i,0.0087461+0.0031851i,0.020544+0.0059822i,0.0051047+0.0068881i,-0.0086212-0.021149i,0.0085654+0.0079284i,0.01454+0.015579i,0.0037157+0.01481i,0.019351+0.0060116i,0.0010701+0.0089743i,0.00085152-0.0085069i,0.0015615-0.0029721i,0.0015968-0.0056938i,0.0078723+0.00022806i,0.0004348+0.0040625i,-0.0072276+0.01085i,-0.0044736-0.0061406i,0.0043884+0.010462i,-0.0030742-0.0011187i,4.3732e-05+0.0017518i,-2.972e-05+0.0017329i,-0.0027764-0.0024131i,0.0054916-0.0028661i,-0.0041417-0.0011433i,0.0042366-0.0014154i,-0.0076156+0.0022312i,-0.0015364+0.0001392i,0.0015037-0.00094189i,-0.0049264-0.0011991i,-0.004001-0.00094282i,-0.014119-0.0090647i,0.0032843-0.0025745i,-0.0025345-0.00040865i,-0.0012697+0.0017788i,-0.0033943+0.0029938i,0.0080966+0.0019683i,-0.0048144-0.00069379i,-0.0017139-0.0048511i,-0.0035167-0.000327i,-0.003245-0.0011376i,0.0031845-0.003988i,0.0031281+0.00020127i,0.0025084-0.0014963i,-0.00069563+0.0062442i,0.0024467+0.0029345i,0.019936-0.001588i,-0.023811-0.0034035i,-0.032276+0.01989i,-0.0058032+0.011696i,0.00077857+0.0025487i,0.006151-0.0044426i,-0.011973-0.0012527i
0.023983-0.029229i,0.0092028-0.018645i,0.008709-0.021979i,0.00085024-0.011412i,-0.0019983-0.020415i,-0.0059391-0.0044888i,0.0072541-0.022769i,-0.0095814-0.011934i,-0.011382-0.0075316i,0.0046357-0.0031838i,-0.0003811-0.0009336i,-0.00067098+0.0014679i,0.0020664-0.00038546i,0.00027128-0.00027848i,-0.00061052-0.0010538i,0.0012301-0.0036369i,-0.0043105+0.0041857i,-0.0014298-0.00048115i,-0.00017607-0.00011632i,0.00026503+0.001384i,0.00029295+0.0018776i,-0.00020435+0.0010694i,0.0013872+3.9032e-06i,0.00094827+0.003391i,-0.00048613-0.0022146i,-0.00037428+0.00059508i,0.00025292+0.0011899i,0.00050735-0.00075626i,0.0013038-0.00025474i,0.00016133-0.00068451i,0.0010736-0.0020839i,0.0036576-0.0013735i,0.0015914-0.00020857i,8.2366e-05-0.00091628i,0.0031627-0.00077162i,0.0056956-0.0032886i,-1.7531e-05+0.00048292i,0.00039405+0.00043154i,0.00038193-0.00068475i,0.00042532-0.0018678i,0.0010864+0.0016867i,0.0016617+0.0001335i,0.0011842-0.0013907i,0.0027062+0.0015795i,0.0015031-0.02695i,0.0091787+0.0028243i,0.021407+0.0029216i,0.0074162+0.0032028i,-0.013168-0.016816i,0.012702+0.0045113i,0.017618+0.01115i,0.0061403+0.010115i,0.017845-0.0013864i,0.0049346+0.0048483i,-0.0019565-0.0082794i,-0.0012375-0.0033417i,-0.00085235-0.0070037i,0.0057237-0.0022901i,0.001408+0.0036748i,-0.0020727+0.01308i,-0.0055929-0.0028946i,0.0060328+0.0082011i,-0.0033536+3.2842e-05i,0.00098009+0.0026417i,0.0011635+0.0015443i,-0.0042475-0.0012257i,0.0053379-0.0060583i,-0.0046269-2.5455e-05i,0.00411-0.003255i,-0.0058147+0.0055632i,-0.0011593-0.00046901i,0.00067304-0.0018029i,-0.0040908+0.0015785i,-0.0035844+0.0002555i,-0.014916-0.0027656i,0.0015865-0.0031306i,-0.0022459+0.00029703i,-0.0016228+0.0012665i,-0.0020493+0.0038509i,0.0095105-0.0010143i,-0.0046076+0.0016874i,-0.0032494-0.00399i,-0.0028924+0.00039524i,-0.0033132+0.00034202i,0.00052771-0.0038555i,0.0032204-0.0011718i,0.0024838-0.0016957i,0.00089134+0.0056083i,0.0018165+0.0024515i,0.017123-0.0075866i,-0.02301+0.001649i,-0.029107+0.027212i,-0.0040749+0.0093037i,0.0026187+0.0046846i,0.0043264-0.0040727i,-0.013285+0.0011137i
0.018973-0.031745i,0.0051141-0.020806i,0.0044601-0.022859i,-0.00090802-0.01056i,-0.0061757-0.019925i,-0.0060718-0.0037873i,0.0023255-0.024345i,-0.010987-0.009936i,-0.012396-0.0055079i,0.0033925-0.0042218i,-0.00098985-0.0010717i,0.00021671+0.0016835i,0.0016785-0.00043806i,0.00070929-0.0001399i,-0.00079991-0.00099808i,0.00061924-0.0035773i,-0.0024628+0.0050978i,-0.0016627+9.7931e-05i,-0.00041765+4.3285e-05i,0.00055846+0.0011349i,0.0010486+0.0013977i,-3.3164e-05+0.0009882i,0.0012871-0.00050819i,0.0024946+0.00199i,-0.00077693-0.0018523i,4.9263e-05+0.00067233i,0.00095199+0.0010792i,0.00018055-0.00074882i,0.0011624-0.00054081i,-5.5991e-05-0.00073605i,0.0003107-0.0024842i,0.0030194-0.0027501i,0.0014754-0.00089517i,-0.00020305-0.00069022i,0.0030912-0.0023243i,0.00471-0.0046381i,0.00028489+0.00058431i,0.00046194+0.00029386i,0.00042599-0.00077211i,-0.0002357-0.0022289i,0.0016523+0.0011458i,0.0013679-0.00046792i,0.00086532-0.0013689i,0.0033243+0.00074087i,-0.0025343-0.026318i,0.011184+0.002352i,0.022369-0.0004211i,0.0079977-0.00038756i,-0.015225-0.011832i,0.015846-0.00033267i,0.018994+0.0063776i,0.0076522+0.0062408i,0.014388-0.005756i,0.0065684+0.0018448i,-0.0046336-0.0068563i,-0.0039277-0.0020252i,-0.0048318-0.0071385i,0.002888-0.0033302i,0.0017693+0.0030153i,0.0024801+0.012517i,-0.0049039-0.0002481i,0.006502+0.0055443i,-0.0032901+0.0020309i,0.0022627+0.0028978i,0.001693+0.00091322i,-0.004912+0.00081887i,0.0033867-0.0079573i,-0.004255+0.001123i,0.0032582-0.0045532i,-0.0015827+0.0069335i,-0.0016172-0.00097371i,-0.0003215-0.0017612i,-0.0025523+0.0028675i,-0.0026036+0.0010172i,-0.013752+0.002546i,0.00062829-0.0034932i,-0.0016907+0.00074842i,-0.0014966+0.0018309i,-0.00026754+0.0038724i,0.0093679-0.0046846i,-0.0032505+0.0033423i,-0.0043905-0.0025763i,-0.0025435+0.00045959i,-0.0026555+0.0012334i,-0.00013094-0.0025652i,0.0023711-0.0021333i,0.0027382-0.0021406i,0.0010212+0.0040267i,0.0013588+0.0024705i,0.01449-0.010964i,-0.020482+0.0050658i,-0.022935+0.033495i,-0.0040974+0.0074076i,0.0052373+0.0048712i,0.0026396-0.0029101i,-0.012815+0.0036805i
0.014045-0.03389i,0.00053381-0.021507i,0.00029078-0.023182i,-0.0018667-0.01002i,-0.010172-0.018149i,-0.0063655-0.0032915i,-0.0029892-0.024615i,-0.011895-0.007905i,-0.012765-0.0031315i,0.0019456-0.0047077i,-0.0017218-0.00040937i,0.0010484+0.0011046i,0.0016202-0.00033314i,0.00098785-0.00057412i,-0.0010257-0.00077563i,-9.273e-05-0.003368i,-0.00079726+0.0051158i,-0.0016389+0.00095553i,-0.00037069+0.00047801i,0.00068586+0.00075668i,0.0012248+0.00061648i,-2.4851e-05+0.00092203i,0.00090547-0.00092242i,0.0032256-0.00017541i,-0.0010206-0.001646i,0.00030409+0.00052439i,0.0012789+0.00064138i,-3.2017e-05-0.00064279i,0.001004-0.00084808i,-0.00052689-0.00059485i,-0.00068459-0.0026783i,0.001782-0.003622i,0.0010732-0.0014012i,-0.0003496-0.00059686i,0.0019853-0.0039584i,0.0034641-0.0058283i,0.00073818+0.00039124i,0.00057984+0.00022648i,0.00033315-0.0009265i,-0.0011216-0.0023617i,0.0019011+0.00045234i,0.0010234-0.00074934i,0.00052769-0.0013499i,0.003455-2.2807e-05i,-0.0061539-0.025447i,0.013863-0.00032949i,0.023031-0.004165i,0.0080151-0.0033595i,-0.014458-0.0067703i,0.016936-0.0069814i,0.019448+0.0018998i,0.0083859+0.0017728i,0.011393-0.0087633i,0.0084633-0.001304i,-0.0060122-0.0044463i,-0.0054455+0.00058968i,-0.0091409-0.0055797i,0.0006833-0.0031531i,0.0020165+0.0027983i,0.0060131+0.011085i,-0.003899+0.0014663i,0.0057097+0.0029643i,-0.0010169+0.0038326i,0.0036845+0.0023649i,0.002423+0.00035074i,-0.0043712+0.0030189i,0.0010258-0.0092593i,-0.0036318+0.001927i,0.0019819-0.005943i,0.001583+0.0053612i,-0.0025476-0.00093609i,-0.00082312-0.0015612i,-0.00088329+0.0038088i,-0.0016315+0.0011599i,-0.010536+0.0070865i,-0.00072224-0.0039981i,-0.00089353+0.00079135i,-0.0010831+0.0017576i,0.001005+0.0027516i,0.0075708-0.0086772i,-0.0011015+0.0042216i,-0.0043788-0.00081114i,-0.0026847+0.00072784i,-0.0021401+0.0019053i,-0.00031546-0.0021091i,0.001481-0.002233i,0.0028306-0.0029291i,0.00062816+0.0040294i,0.0014022+0.0030135i,0.011433-0.014337i,-0.018544+0.0057424i,-0.014655+0.036391i,-0.004227+0.0073324i,0.0070108+0.0042495i,0.0024211-0.001305i,-0.011389+0.0052852i
0.008498-0.035512i,-0.0037983-0.020852i,-0.0040036-0.022724i,-0.0031449-0.01003i,-0.013054-0.015752i,-0.0067434-0.0028302i,-0.0078492-0.023203i,-0.012448-0.0061035i,-0.012264-0.0010008i,0.00040972-0.0045147i,-0.0017085+0.00060855i,0.0013191+0.00040665i,0.0018079-0.0004329i,0.00051405-0.00079496i,-0.0011435-0.00036259i,-0.00077231-0.0029196i,0.00057666+0.0049805i,-0.00098003+0.0016651i,-7.7814e-05+0.00063214i,0.00045867+0.00046117i,0.0010738+2.2973e-05i,0.00020667+0.00088178i,0.00051523-0.0010956i,0.0022522-0.0022208i,-0.001462-0.0015098i,0.00043129+0.00029979i,0.0014285+0.0002533i,-9.5746e-05-0.00050676i,0.00064047-0.0011436i,-0.00074856-0.00010025i,-0.0017928-0.0023269i,0.00045313-0.0039629i,0.00036497-0.0017442i,-0.00052697-0.00042183i,-0.0001541-0.0045132i,0.0019804-0.0066731i,0.00082726-2.018e-05i,0.00067118-4.1424e-05i,0.00022832-0.00095448i,-0.002185-0.0020906i,0.0018258-0.00031792i,0.00078633-0.00093142i,0.00020184-0.0012611i,0.0035006-0.00057393i,-0.0091714-0.024559i,0.014881-0.0047907i,0.023074-0.0085425i,0.0079686-0.0072056i,-0.011409-0.0029444i,0.015316-0.014152i,0.019172-0.0020431i,0.0073069-0.0020936i,0.0081423-0.0099338i,0.0094529-0.0054865i,-0.006216-0.0030176i,-0.0054211+0.0036861i,-0.013074-0.0013839i,-0.00093434-0.0024806i,0.0024551+0.0026395i,0.0089748+0.0088574i,-0.0024446+0.0023503i,0.004123+0.0020002i,0.0016014+0.0028641i,0.005226+0.0010273i,0.0028308-0.00071097i,-0.002769+0.0050722i,-0.002176-0.010414i,-0.0033382+0.003072i,1.369e-05-0.0069471i,0.0024352+0.0038319i,-0.0033786-3.4524e-05i,-0.0012843-0.0013055i,0.0019411+0.0037711i,-0.0010902+0.00052563i,-0.0057063+0.0094633i,-0.0030017-0.0037329i,-0.00038994+0.0004046i,-0.00071392+0.0016178i,0.0014159+0.001577i,0.0042826-0.011712i,0.001031+0.0036914i,-0.0035794+0.00028546i,-0.002385+0.0012032i,-0.0014419+0.002914i,-0.00082071-0.0015636i,0.00075364-0.0021597i,0.0023285-0.0039629i,0.00065865+0.0043004i,0.0018271+0.0030749i,0.0074922-0.0166i,-0.020138+0.0058581i,-0.0073558+0.035395i,-0.0034408+0.0068913i,0.0085004+0.0028585i,0.0030775-0.0005429i,-0.0096254+0.0060839i
0.0031554-0.035956i,-0.0074275-0.019382i,-0.0079083-0.021371i,-0.004714-0.00952i,-0.0157-0.013462i,-0.0071719-0.0023315i,-0.011384-0.021164i,-0.012949-0.004459i,-0.011294+0.00057348i,-0.00056336-0.0037562i,-0.0010672+0.0013998i,0.0012754-6.4507e-05i,0.0018391-0.00074518i,0.00037634-0.00050976i,-0.0010575-0.00010018i,-0.0012711-0.0021784i,0.0021325+0.0045302i,-0.00017916+0.0017565i,0.00019008+0.00070142i,0.00030041+0.00052036i,0.00081256-0.00038589i,0.00031071+0.00063538i,9.9921e-05-0.0012083i,0.00082174-0.0033335i,-0.0020988-0.0009558i,0.00036217+0.00021303i,0.0015537-0.00027368i,-0.00018659-0.00040968i,0.00015192-0.0011938i,-0.00065614+0.00030622i,-0.0026081-0.0014909i,-0.0010618-0.0038983i,-0.00042673-0.0015483i,-0.00053938-0.00018342i,-0.001713-0.003905i,0.00020244-0.0071704i,0.00069665-0.00012494i,0.0005837-0.00025685i,9.3432e-05-0.0010471i,-0.003146-0.0011973i,0.0014909-0.00089992i,0.00052323-0.0010681i,-0.00015641-0.00094823i,0.003473-0.0013834i,-0.012671-0.02379i,0.013931-0.0094456i,0.02206-0.013223i,0.0054878-0.011287i,-0.0068272-0.0027441i,0.010156-0.01983i,0.018589-0.0053373i,0.0059343-0.0044408i,0.0061285-0.0092905i,0.0086305-0.01004i,-0.006793-0.0015565i,-0.0034246+0.0063335i,-0.014681+0.0045755i,-0.0022567-0.001627i,0.0029359+0.0023585i,0.010297+0.0056119i,-0.001052+0.0023814i,0.0029959+0.0015548i,0.001711+0.001018i,0.0055105-0.0014248i,0.002543-0.0023813i,0.0003213+0.0060994i,-0.0069073-0.0086744i,-0.0020657+0.0048697i,-0.0029815-0.0068698i,0.0038675+0.0030222i,-0.0036985+0.001436i,-0.0015421-0.00087129i,0.0045121+0.00067943i,-0.00093195+0.00017463i,-0.00046587+0.0085503i,-0.0048021-0.0018749i,-0.00036124-0.0001918i,-0.00082038+0.0013892i,0.0014539+0.00060956i,-0.00057602-0.013436i,0.002515+0.0019829i,-0.0031573+0.00070381i,-0.0022682+0.0016917i,0.00044839+0.0033693i,-0.00053369-0.0006488i,4.7423e-05-0.0016537i,0.0011797-0.0049176i,0.00073579+0.0045565i,0.0020564+0.002884i,0.0034646-0.016791i,-0.022032+0.0091625i,-0.0021211+0.033629i,-0.0029487+0.0055971i,0.0094291+0.00061829i,0.0035621-0.00079639i,-0.0081681+0.0058188i
-0.002104-0.035988i,-0.010195-0.017454i,-0.011259-0.019437i,-0.0059433-0.0087434i,-0.018023-0.010344i,-0.0077004-0.001725i,-0.014439-0.01922i,-0.013364-0.002697i,-0.01025+0.0013197i,-0.0009412-0.0029382i,-0.0002627+0.0017846i,0.0011189-0.00032036i,0.0017779-0.0010205i,0.00056625-0.00042321i,-0.00096164+0.00012245i,-0.0013552-0.0013546i,0.0032221+0.0034755i,0.00043567+0.0015852i,0.00052225+0.00069518i,0.00038237+0.0007053i,0.00039545-0.00066981i,0.0002265+0.00061275i,-0.00033766-0.0010234i,-0.00059507-0.0033915i,-0.0022391-0.00010678i,0.00040895+0.00018727i,0.0012839-0.00090934i,-0.00026009-0.00027606i,-0.000211-0.0010577i,-0.00037451+0.00061135i,-0.0030034-0.0004807i,-0.0023895-0.0030618i,-0.00086243-0.001139i,-0.00042388-3.3179e-05i,-0.0028009-0.0031251i,-0.0016024-0.0068885i,0.00084294-0.00025366i,0.00046248-0.00032742i,-0.00030317-0.0011401i,-0.0036773+4.0467e-05i,0.0010198-0.0013605i,0.0001891-0.0011339i,-0.00025639-0.00055742i,0.0030178-0.002011i,-0.016652-0.022215i,0.011583-0.013163i,0.019717-0.017464i,0.0015848-0.01355i,-0.0045621-0.0055257i,0.0041079-0.02243i,0.018283-0.0090335i,0.0051631-0.0067383i,0.0062857-0.0090012i,0.007065-0.013317i,-0.0076212-0.00028927i,-0.00053244+0.0072964i,-0.013019+0.011395i,-0.0031933-0.00055905i,0.0033329+0.001817i,0.010689+0.003041i,-0.00020838+0.0017973i,0.0015058+0.0020161i,0.0016617+0.00054902i,0.0041461-0.0036351i,0.00105-0.0034252i,0.003217+0.0049649i,-0.0092572-0.0042235i,0.00079121+0.0051844i,-0.0052605-0.0049716i,0.0046749+0.00087486i,-0.0032401+0.0031789i,-0.0016533-0.00055804i,0.0039714-0.0029398i,-0.001218+0.00012555i,0.0022808+0.0053085i,-0.0049416+0.0002304i,-0.0007604-0.0007171i,-0.00083482+0.0017154i,0.0010498-0.00026754i,-0.0063903-0.012358i,0.0024673-0.00010455i,-0.002982+0.0011837i,-0.0018525+0.0024987i,0.0021214+0.0027003i,0.00016839-0.0010206i,-4.6655e-05-0.0008203i,-0.00026547-0.005348i,0.00078333+0.0053652i,0.0024032+0.002673i,0.0012956-0.01623i,-0.022248+0.013641i,0.0023364+0.031442i,-0.0034796+0.0037546i,0.0088112-0.0021115i,0.0034814-0.00083062i,-0.0077829+0.0049493i
-0.0077596-0.03532i,-0.0123-0.015471i,-0.014192-0.017064i,-0.0070007-0.0081531i,-0.019445-0.0068617i,-0.0083261-0.00090297i,-0.01738-0.016912i,-0.01341-0.00076739i,-0.0096452+0.0016896i,-0.0010619-0.0024648i,0.00064331+0.0018513i,0.0010151-0.00054549i,0.0016908-0.0013283i,0.00063965-0.00055779i,-0.00082229+0.00031397i,-0.0010724-0.00074508i,0.0039005+0.0023504i,0.00095094+0.0012601i,0.00088422+0.00039732i,0.00068231+0.0007384i,-0.00031565-0.00054141i,0.00042683+0.00062782i,-0.00058058-0.0007444i,-0.0014765-0.002941i,-0.002054+0.0006825i,0.00044616+2.9203e-05i,0.00062975-0.0012405i,-0.00026298-0.00023065i,-0.00049798-0.00081152i,-9.9485e-05+0.00069883i,-0.003138+0.00062269i,-0.0030855-0.0017728i,-0.00091579-0.00065682i,-0.00031863-5.2041e-06i,-0.0038132-0.0019716i,-0.0030857-0.0058473i,0.00071585-0.00060735i,0.00033487-0.00036234i,-0.00057009-0.00081735i,-0.0036983+0.0013704i,0.00030695-0.0014941i,-0.00030521-0.001125i,-0.00010113-0.00022137i,0.0024666-0.0021646i,-0.020229-0.019428i,0.0080037-0.015725i,0.016416-0.020715i,-0.002504-0.014004i,-0.0048718-0.0077119i,-0.002252-0.023277i,0.017282-0.013445i,0.0037558-0.0094664i,0.0065759-0.010399i,0.0047602-0.017051i,-0.0085685+0.0016673i,0.0022205+0.0067378i,-0.0080037+0.016141i,-0.0036616+0.00059553i,0.0034035+0.0013441i,0.010898+0.00045123i,1.5725e-05+0.0013424i,0.001181+0.0032661i,0.002187-0.00012124i,0.0021665-0.00441i,-0.00032977-0.0034732i,0.0049408+0.002915i,-0.0092451+3.5252e-05i,0.0031423+0.0039357i,-0.0066297-0.0026768i,0.0037656-0.0010984i,-0.0015578+0.0044896i,-0.0020113-0.00018639i,0.0014506-0.0052106i,-0.0014677+0.00035511i,0.002721+0.0020347i,-0.0043132+0.0020229i,-0.0015826-0.00075716i,-0.00065377+0.0017398i,0.00013681-0.00061949i,-0.010175-0.0088244i,0.0014769-0.0013532i,-0.0025301+0.001538i,-0.00080114+0.0028934i,0.0031729+0.001331i,-0.0002039-0.0012443i,0.00056801-0.00038924i,-0.0014655-0.005022i,0.0022039+0.0065662i,0.002477+0.0024229i,-0.001389-0.016392i,-0.021213+0.018651i,0.0059704+0.028697i,-0.0053728+0.0027412i,0.0061458-0.0036023i,0.0037937-0.0010962i,-0.0085212+0.0043647i
-0.013314-0.033299i,-0.014133-0.013843i,-0.016415-0.014145i,-0.0081603-0.0074662i,-0.020279-0.0035427i,-0.008769+0.00030816i,-0.019823-0.014129i,-0.013063+0.00098391i,-0.0094359+0.0019718i,-0.0010186-0.0020696i,0.0015382+0.0014002i,0.00099388-0.00050892i,0.0014582-0.0015621i,0.00062056-0.00065491i,-0.00072684+0.00038789i,-0.00060172-0.00069915i,0.0045643+0.001169i,0.0012672+0.00073597i,0.00095025-0.00011927i,0.0010278+0.00070618i,-0.00051927-6.8012e-05i,0.00079637+0.00045062i,-0.00061019-0.00045553i,-0.0019242-0.002578i,-0.001641+0.0012152i,0.00047602-0.00011065i,0.0001275-0.0011062i,-0.00031298-4.6508e-05i,-0.00068951-0.00052278i,0.00026223+0.00077422i,-0.0027825+0.0018739i,-0.0032341-0.00059421i,-0.00095434-0.00038372i,-0.0003139+0.00012163i,-0.0041612-0.00035471i,-0.0039448-0.0044873i,0.00035055-0.00072822i,0.00019245-0.0003511i,-0.00041015-0.00059356i,-0.0030887+0.0026766i,-0.00014993-0.0013015i,-0.00056426-0.00086401i,0.0002098-7.8808e-05i,0.0022973-0.0022157i,-0.022908-0.016016i,0.0047941-0.01613i,0.012975-0.02288i,-0.0062922-0.013084i,-0.0065363-0.0087961i,-0.0086911-0.021369i,0.014838-0.017972i,0.0021238-0.011405i,0.0064664-0.011621i,0.00070108-0.019594i,-0.0088911+0.0045336i,0.0040843+0.0051012i,-0.0018433+0.01817i,-0.0039194+0.0020419i,0.0035269+0.001177i,0.010186-0.0023192i,0.00022726+0.00084862i,0.0022301+0.0045162i,0.0018381-0.0010404i,0.00086088-0.0039332i,-0.0017604-0.0029905i,0.0054458+0.00070062i,-0.0072677+0.0031306i,0.0045847+0.0018904i,-0.0070336+0.00017078i,0.0024606-0.0016916i,0.00056975+0.0044932i,-0.0019638+0.00062282i,-0.0014475-0.0058404i,-0.0015233+0.00042004i,0.0012793+0.00028645i,-0.0031222+0.0032292i,-0.0023018-8.3825e-05i,-0.00072104+0.0018832i,-0.00037304-0.00033682i,-0.012068-0.0046164i,0.00015497-0.0019839i,-0.0022064+0.0017893i,0.00017673+0.0028197i,0.0034606-0.00027678i,-0.00011296-0.0010873i,0.0012412-0.00071321i,-0.002787-0.0051406i,0.0040221+0.0062265i,0.0026997+0.0023186i,-0.0036508-0.015432i,-0.018148+0.024601i,0.0086348+0.025986i,-0.007571+0.0032524i,0.0035835-0.0027433i,0.0035919-0.0018908i,-0.0095538+0.0045769i
-0.017865-0.030384i,-0.016444-0.012403i,-0.017878-0.01149i,-0.009235-0.0064225i,-0.020592+0.00037039i,-0.0087567+0.0017251i,-0.021718-0.010991i,-0.012536+0.0025675i,-0.0096484+0.002628i,-0.00085212-0.0020389i,0.0020595+0.00060043i,0.0010939-0.00077852i,0.0013152-0.0017086i,0.0008338-0.0010218i,-0.00061288+0.00049741i,-0.0004261-0.00085368i,0.0047011-0.00062883i,0.0012512+0.00024726i,0.00078157-0.00057369i,0.0015476+0.00042907i,-0.00045376+0.00027089i,0.00083678+6.8521e-05i,-0.00065858-0.00027474i,-0.002199-0.0025255i,-0.0011768+0.0015787i,0.00044978-0.00026113i,-0.00016982-0.00099364i,-0.00026111+0.00014522i,-0.00073955-0.00016412i,0.00072462+0.00065329i,-0.0019116+0.0028393i,-0.0030987+0.00054599i,-0.00081796-0.00012981i,-0.00020127+0.00020516i,-0.0037583+0.00098322i,-0.0043421-0.0032473i,0.00019531-0.00067283i,0.00024089-0.00025985i,-0.00046135-0.00070521i,-0.0018287+0.0035389i,-0.00039908-0.0010381i,-0.00072646-0.00069732i,0.00046845-0.0002728i,0.0023287-0.0026657i,-0.025082-0.012292i,0.0031475-0.0159i,0.0096133-0.024414i,-0.0094103-0.010621i,-0.0074827-0.0084262i,-0.013628-0.016673i,0.011179-0.021868i,0.00033013-0.013837i,0.0061109-0.013612i,-0.0037804-0.019781i,-0.0076432+0.0080566i,0.005012+0.0031616i,0.0038205+0.017212i,-0.0034876+0.0035211i,0.0042044+0.0008797i,0.0086552-0.0047858i,-5.6914e-05+0.00059713i,0.0043134+0.0045084i,0.0012196-0.0010724i,0.00016747-0.0037075i,-0.0026314-0.0021258i,0.0052087-0.0013134i,-0.0053438+0.0045259i,0.0048539-0.00071909i,-0.0061848+0.0026775i,0.0021241-0.0015636i,0.0021261+0.0034989i,-0.0015815+0.0010153i,-0.0042677-0.0049535i,-0.0018332+0.00075325i,0.00021756+0.0006482i,-0.0015936+0.0038607i,-0.0022165+0.00088915i,-0.00048604+0.0026777i,-0.00038139-0.00018559i,-0.012608-0.00063965i,-0.0012246-0.0017444i,-0.002156+0.0023326i,0.00067121+0.0026222i,0.0032364-0.0021802i,-0.00013939-0.001646i,0.0015006-0.0013702i,-0.0044629-0.0042475i,0.005698+0.0050733i,0.0032724+0.0022694i,-0.0054095-0.014202i,-0.01146+0.028356i,0.011469+0.023075i,-0.0091002+0.0047466i,0.0024566-0.0010873i,0.0028662-0.0020949i,-0.010499+0.0055228i
